dup_class,dt_relation,n_pairs,pct_of_all_dup,chg_bet13_n,chg_bet14_n,chg_bet16_n,chg_bet17_n,chg_bet41_n,chg_validbet_n
DUP_TIME_ONLY,SAME_DT,922878,100.000000,0,0,0,0,0,0
