eid,bet39,bet09,bet10,n_rows,n_bet01,n_extra,dup_rate_pct
2121,6,PPair,25,6,6,0,0
2121,6,PPair,27,18,18,0,0
2121,6,PPair,28,5,5,0,0
2121,6,PPair,4,78,78,0,0
2121,6,PPair,8,36,36,0,0
2121,6,PerfectPair,1,27,27,0,0
2121,6,PerfectPair,13,27,27,0,0
2121,6,PerfectPair,23,1,1,0,0
2121,6,PerfectPair,24,77,77,0,0
2121,6,PerfectPair,4,11,11,0,0
2121,6,PerfectPair,8,17,17,0,0
2121,6,Player,1,1518,1518,0,0
2121,6,Player,13,7602,7602,0,0
2121,6,Player,14,338,338,0,0
2121,6,Player,16,744,744,0,0
2121,6,Player,17,130,130,0,0
2121,6,Player,18,111,111,0,0
2121,6,Player,19,353,353,0,0
2121,6,Player,20,24,24,0,0
2121,6,Player,23,103,103,0,0
2121,6,Player,24,9363,9363,0,0
2121,6,Player,25,113,113,0,0
2121,6,Player,26,3,3,0,0
2121,6,Player,27,354,354,0,0
2121,6,Player,28,129,129,0,0
2121,6,Player,4,442,442,0,0
2121,6,Player,8,671,671,0,0
2121,6,PlayerDragonBonus,1,6,6,0,0
2121,6,PlayerDragonBonus,13,39,39,0,0
2121,6,PlayerDragonBonus,14,2,2,0,0
2121,6,PlayerDragonBonus,16,1,1,0,0
2121,6,PlayerDragonBonus,24,6,6,0,0
2121,6,PlayerDragonBonus,25,1,1,0,0
2121,6,PlayerDragonBonus,4,3,3,0,0
2121,6,PlayerNatural,1,2,2,0,0
2121,6,PlayerNatural,13,13,13,0,0
2121,6,PlayerNatural,16,2,2,0,0
2121,6,PlayerNatural,4,3,3,0,0
2121,6,Small,13,3,3,0,0
2121,6,Small,24,5,5,0,0
2121,6,Super6,1,137,137,0,0
2121,6,Super6,13,960,960,0,0
2121,6,Super6,14,46,46,0,0
2121,6,Super6,16,72,72,0,0
2121,6,Super6,17,3,3,0,0
2121,6,Super6,19,20,20,0,0
2121,6,Super6,20,3,3,0,0
2121,6,Super6,23,11,11,0,0
2121,6,Super6,24,629,629,0,0
2121,6,Super6,25,16,16,0,0
2121,6,Super6,27,23,23,0,0
2121,6,Super6,28,4,4,0,0
2121,6,Super6,4,159,159,0,0
2121,6,Super6,8,40,40,0,0
2121,6,SuperLucky7,1,95,95,0,0
2121,6,SuperLucky7,13,506,506,0,0
2121,6,SuperLucky7,14,42,42,0,0
2121,6,SuperLucky7,16,36,36,0,0
2121,6,SuperLucky7,17,1,1,0,0
2121,6,SuperLucky7,19,14,14,0,0
2121,6,SuperLucky7,20,2,2,0,0
2121,6,SuperLucky7,23,1,1,0,0
2121,6,SuperLucky7,24,390,390,0,0
2121,6,SuperLucky7,27,28,28,0,0
2121,6,SuperLucky7,28,1,1,0,0
2121,6,SuperLucky7,4,95,95,0,0
2121,6,SuperLucky7,8,13,13,0,0
2121,6,Tie,1,159,159,0,0
2121,6,Tie,13,2400,2400,0,0
2121,6,Tie,14,25,25,0,0
2121,6,Tie,16,76,76,0,0
2121,6,Tie,17,19,19,0,0
2121,6,Tie,18,14,14,0,0
2121,6,Tie,19,16,16,0,0
2121,6,Tie,20,1,1,0,0
2121,6,Tie,23,4,4,0,0
2121,6,Tie,24,1392,1392,0,0
2121,6,Tie,25,36,36,0,0
2121,6,Tie,27,35,35,0,0
2121,6,Tie,28,13,13,0,0
2121,6,Tie,4,120,120,0,0
2121,6,Tie,8,64,64,0,0
2121,6,Tip_1_,1,6,6,0,0
2121,6,Tip_1_,13,1,1,0,0
2121,7,AnyPair,1,6,6,0,0
2121,7,AnyPair,13,14,14,0,0
2121,7,AnyPair,16,4,4,0,0
2121,7,AnyPair,24,12,12,0,0
2121,7,AnyPair,8,1,1,0,0
2121,7,BPair,1,115,115,0,0
2121,7,BPair,13,1263,1263,0,0
2121,7,BPair,14,26,26,0,0
2121,7,BPair,16,97,97,0,0
2121,7,BPair,17,8,8,0,0
2121,7,BPair,18,123,123,0,0
2121,7,BPair,19,28,28,0,0
2121,7,BPair,23,6,6,0,0
2121,7,BPair,24,855,855,0,0
2121,7,BPair,25,13,13,0,0
2121,7,BPair,27,14,14,0,0
2121,7,BPair,28,2,2,0,0
2121,7,BPair,4,51,51,0,0
2121,7,BPair,8,30,30,0,0
2121,7,Banker,1,1998,1998,0,0
2121,7,Banker,13,7797,7797,0,0
2121,7,Banker,14,461,461,0,0
2121,7,Banker,16,932,932,0,0
2121,7,Banker,17,138,138,0,0
2121,7,Banker,18,91,91,0,0
2121,7,Banker,19,348,348,0,0
2121,7,Banker,20,40,40,0,0
2121,7,Banker,22,4,4,0,0
2121,7,Banker,23,92,92,0,0
2121,7,Banker,24,8925,8925,0,0
2121,7,Banker,25,126,126,0,0
2121,7,Banker,26,11,11,0,0
2121,7,Banker,27,446,446,0,0
2121,7,Banker,28,104,104,0,0
2121,7,Banker,29,1,1,0,0
2121,7,Banker,4,601,601,0,0
2121,7,Banker,8,734,734,0,0
2121,7,BankerDragonBonus,1,9,9,0,0
2121,7,BankerDragonBonus,13,39,39,0,0
2121,7,BankerDragonBonus,14,10,10,0,0
2121,7,BankerDragonBonus,16,2,2,0,0
2121,7,BankerDragonBonus,19,2,2,0,0
2121,7,BankerDragonBonus,24,10,10,0,0
2121,7,BankerDragonBonus,4,11,11,0,0
2121,7,BankerNatural,1,4,4,0,0
2121,7,BankerNatural,13,4,4,0,0
2121,7,BankerNatural,16,2,2,0,0
2121,7,BankerNatural,24,3,3,0,0
2121,7,BankerNatural,4,2,2,0,0
2121,7,Big,1,9,9,0,0
2121,7,Big,13,7,7,0,0
2121,7,Big,19,5,5,0,0
2121,7,Big,24,4,4,0,0
2121,7,Lucky7,1,137,137,0,0
2121,7,Lucky7,13,980,980,0,0
2121,7,Lucky7,14,21,21,0,0
2121,7,Lucky7,16,97,97,0,0
2121,7,Lucky7,17,9,9,0,0
2121,7,Lucky7,19,10,10,0,0
2121,7,Lucky7,20,1,1,0,0
2121,7,Lucky7,23,1,1,0,0
2121,7,Lucky7,24,531,531,0,0
2121,7,Lucky7,25,6,6,0,0
2121,7,Lucky7,27,18,18,0,0
2121,7,Lucky7,28,5,5,0,0
2121,7,Lucky7,4,70,70,0,0
2121,7,Lucky7,8,26,26,0,0
2121,7,PPair,1,107,107,0,0
2121,7,PPair,13,1301,1301,0,0
2121,7,PPair,14,18,18,0,0
2121,7,PPair,16,101,101,0,0
2121,7,PPair,17,9,9,0,0
2121,7,PPair,18,121,121,0,0
2121,7,PPair,19,15,15,0,0
2121,7,PPair,23,7,7,0,0
2121,7,PPair,24,790,790,0,0
2121,7,PPair,25,14,14,0,0
2121,7,PPair,27,16,16,0,0
2121,7,PPair,28,2,2,0,0
2121,7,PPair,4,54,54,0,0
2121,7,PPair,8,27,27,0,0
2121,7,PerfectPair,1,19,19,0,0
2121,7,PerfectPair,13,75,75,0,0
2121,7,PerfectPair,16,2,2,0,0
2121,7,PerfectPair,18,17,17,0,0
2121,7,PerfectPair,24,63,63,0,0
2121,7,PerfectPair,8,10,10,0,0
2121,7,Player,1,1714,1714,0,0
2121,7,Player,13,7386,7386,0,0
2121,7,Player,14,356,356,0,0
2121,7,Player,16,834,834,0,0
2121,7,Player,17,109,109,0,0
2121,7,Player,18,68,68,0,0
2121,7,Player,19,311,311,0,0
2121,7,Player,20,39,39,0,0
2121,7,Player,23,143,143,0,0
2121,7,Player,24,9326,9326,0,0
2121,7,Player,25,115,115,0,0
2121,7,Player,26,15,15,0,0
2121,7,Player,27,364,364,0,0
2121,7,Player,28,119,119,0,0
2121,7,Player,4,501,501,0,0
2121,7,Player,8,609,609,0,0
2121,7,PlayerDragonBonus,1,12,12,0,0
2121,7,PlayerDragonBonus,13,46,46,0,0
2121,7,PlayerDragonBonus,14,5,5,0,0
2121,7,PlayerDragonBonus,24,5,5,0,0
2121,7,PlayerDragonBonus,8,1,1,0,0
2121,7,PlayerNatural,1,2,2,0,0
2121,7,PlayerNatural,13,13,13,0,0
2121,7,PlayerNatural,16,1,1,0,0
2121,7,PlayerNatural,24,4,4,0,0
2121,7,PlayerNatural,4,2,2,0,0
2121,7,PlayerNatural,8,2,2,0,0
2121,7,Small,1,1,1,0,0
2121,7,Small,13,7,7,0,0
2121,7,Super6,1,186,186,0,0
2121,7,Super6,13,825,825,0,0
2121,7,Super6,14,34,34,0,0
2121,7,Super6,16,81,81,0,0
2121,7,Super6,17,4,4,0,0
2121,7,Super6,18,4,4,0,0
2121,7,Super6,19,26,26,0,0
2121,7,Super6,24,637,637,0,0
2121,7,Super6,25,9,9,0,0
2121,7,Super6,27,23,23,0,0
2121,7,Super6,28,2,2,0,0
2121,7,Super6,4,131,131,0,0
2121,7,Super6,8,28,28,0,0
2121,7,SuperLucky7,1,115,115,0,0
2121,7,SuperLucky7,13,514,514,0,0
2121,7,SuperLucky7,14,36,36,0,0
2121,7,SuperLucky7,16,62,62,0,0
2121,7,SuperLucky7,17,10,10,0,0
2121,7,SuperLucky7,19,16,16,0,0
2121,7,SuperLucky7,24,387,387,0,0
2121,7,SuperLucky7,25,3,3,0,0
2121,7,SuperLucky7,27,17,17,0,0
2121,7,SuperLucky7,28,8,8,0,0
2121,7,SuperLucky7,4,41,41,0,0
2121,7,SuperLucky7,8,18,18,0,0
2121,7,Tie,1,152,152,0,0
2121,7,Tie,13,2428,2428,0,0
2121,7,Tie,14,20,20,0,0
2121,7,Tie,16,81,81,0,0
2121,7,Tie,17,18,18,0,0
2121,7,Tie,18,108,108,0,0
2121,7,Tie,19,32,32,0,0
2121,7,Tie,20,1,1,0,0
2121,7,Tie,23,7,7,0,0
2121,7,Tie,24,1308,1308,0,0
2121,7,Tie,25,27,27,0,0
2121,7,Tie,27,46,46,0,0
2121,7,Tie,28,7,7,0,0
2121,7,Tie,4,51,51,0,0
2121,7,Tie,8,75,75,0,0
2121,7,Tip_1_,13,1,1,0,0
2121,7,Tip_1_,14,2,2,0,0
2121,8,AnyPair,1,16,16,0,0
2121,8,AnyPair,13,59,59,0,0
2121,8,AnyPair,14,2,2,0,0
2121,8,AnyPair,16,3,3,0,0
2121,8,AnyPair,24,34,34,0,0
2121,8,AnyPair,28,3,3,0,0
2121,8,AnyPair,8,2,2,0,0
2121,8,BPair,1,258,258,0,0
2121,8,BPair,13,2730,2730,0,0
2121,8,BPair,14,75,75,0,0
2121,8,BPair,16,102,102,0,0
2121,8,BPair,17,5,5,0,0
2121,8,BPair,18,56,56,0,0
2121,8,BPair,19,82,82,0,0
2121,8,BPair,20,1,1,0,0
2121,8,BPair,23,19,19,0,0
2121,8,BPair,24,1379,1379,0,0
2121,8,BPair,25,13,13,0,0
2121,8,BPair,27,21,21,0,0
2121,8,BPair,28,12,12,0,0
2121,8,BPair,4,42,42,0,0
2121,8,BPair,8,61,61,0,0
2121,8,Banker,1,2987,2987,0,0
2121,8,Banker,13,14553,14553,0,0
2121,8,Banker,14,938,938,0,0
2121,8,Banker,16,1639,1639,0,0
2121,8,Banker,17,166,166,0,0
2121,8,Banker,18,194,194,0,0
2121,8,Banker,19,491,491,0,0
2121,8,Banker,20,110,110,0,0
2121,8,Banker,23,170,170,0,0
2121,8,Banker,24,13208,13208,0,0
2121,8,Banker,25,230,230,0,0
2121,8,Banker,26,25,25,0,0
2121,8,Banker,27,808,808,0,0
2121,8,Banker,28,248,248,0,0
2121,8,Banker,4,723,723,0,0
2121,8,Banker,41,8,8,0,0
2121,8,Banker,43,4,4,0,0
2121,8,Banker,8,1150,1150,0,0
2121,8,BankerDragonBonus,1,11,11,0,0
2121,8,BankerDragonBonus,13,70,70,0,0
2121,8,BankerDragonBonus,14,2,2,0,0
2121,8,BankerDragonBonus,16,5,5,0,0
2121,8,BankerDragonBonus,19,2,2,0,0
2121,8,BankerDragonBonus,24,14,14,0,0
2121,8,BankerDragonBonus,4,13,13,0,0
2121,8,BankerNatural,1,4,4,0,0
2121,8,BankerNatural,13,6,6,0,0
2121,8,BankerNatural,14,2,2,0,0
2121,8,BankerNatural,16,1,1,0,0
2121,8,BankerNatural,24,1,1,0,0
2121,8,BankerNatural,4,1,1,0,0
2121,8,Big,1,23,23,0,0
2121,8,Big,13,25,25,0,0
2121,8,Big,23,1,1,0,0
2121,8,Big,24,12,12,0,0
2121,8,Big,27,5,5,0,0
2121,8,Big,4,1,1,0,0
2121,8,Big,8,33,33,0,0
2121,8,Lucky7,1,188,188,0,0
2121,8,Lucky7,13,1821,1821,0,0
2121,8,Lucky7,14,30,30,0,0
2121,8,Lucky7,16,125,125,0,0
2121,8,Lucky7,18,7,7,0,0
2121,8,Lucky7,19,31,31,0,0
2121,8,Lucky7,20,3,3,0,0
2121,8,Lucky7,24,712,712,0,0
2121,8,Lucky7,25,7,7,0,0
2121,8,Lucky7,27,34,34,0,0
2121,8,Lucky7,28,8,8,0,0
2121,8,Lucky7,4,117,117,0,0
2121,8,Lucky7,8,52,52,0,0
2121,8,PPair,1,253,253,0,0
2121,8,PPair,13,2668,2668,0,0
2121,8,PPair,14,70,70,0,0
2121,8,PPair,16,92,92,0,0
2121,8,PPair,17,5,5,0,0
2121,8,PPair,18,59,59,0,0
2121,8,PPair,19,77,77,0,0
2121,8,PPair,20,1,1,0,0
2121,8,PPair,23,18,18,0,0
2121,8,PPair,24,1291,1291,0,0
2121,8,PPair,25,15,15,0,0
2121,8,PPair,27,18,18,0,0
2121,8,PPair,28,9,9,0,0
2121,8,PPair,4,45,45,0,0
2121,8,PPair,8,56,56,0,0
2121,8,PerfectPair,1,97,97,0,0
2121,8,PerfectPair,13,101,101,0,0
2121,8,PerfectPair,16,6,6,0,0
2121,8,PerfectPair,18,19,19,0,0
2121,8,PerfectPair,19,12,12,0,0
2121,8,PerfectPair,24,160,160,0,0
2121,8,PerfectPair,28,1,1,0,0
2121,8,PerfectPair,4,5,5,0,0
2121,8,PerfectPair,8,18,18,0,0
2121,8,Player,1,2472,2472,0,0
2121,8,Player,13,12921,12921,0,0
2121,8,Player,14,757,757,0,0
2121,8,Player,15,1,1,0,0
2121,8,Player,16,1187,1187,0,0
2121,8,Player,17,178,178,0,0
2121,8,Player,18,136,136,0,0
2121,8,Player,19,442,442,0,0
2121,8,Player,20,82,82,0,0
2121,8,Player,23,202,202,0,0
2121,8,Player,24,13767,13767,0,0
2121,8,Player,25,203,203,0,0
2121,8,Player,26,15,15,0,0
2121,8,Player,27,633,633,0,0
2121,8,Player,28,231,231,0,0
2121,8,Player,4,609,609,0,0
2121,8,Player,41,6,6,0,0
2121,8,Player,43,1,1,0,0
2121,8,Player,8,829,829,0,0
2121,8,PlayerDragonBonus,1,11,11,0,0
2121,8,PlayerDragonBonus,13,58,58,0,0
2121,8,PlayerDragonBonus,14,10,10,0,0
2121,8,PlayerDragonBonus,16,3,3,0,0
2121,8,PlayerDragonBonus,24,9,9,0,0
2121,8,PlayerDragonBonus,4,9,9,0,0
2121,8,PlayerDragonBonus,8,1,1,0,0
2121,8,PlayerNatural,1,2,2,0,0
2121,8,PlayerNatural,13,14,14,0,0
2121,8,PlayerNatural,14,1,1,0,0
2121,8,PlayerNatural,24,2,2,0,0
2121,8,PlayerNatural,4,3,3,0,0
2121,8,Small,1,1,1,0,0
2121,8,Small,13,12,12,0,0
2121,8,Small,24,10,10,0,0
2121,8,Super6,1,254,254,0,0
2121,8,Super6,13,1850,1850,0,0
2121,8,Super6,14,58,58,0,0
2121,8,Super6,16,160,160,0,0
2121,8,Super6,18,5,5,0,0
2121,8,Super6,19,62,62,0,0
2121,8,Super6,20,3,3,0,0
2121,8,Super6,24,708,708,0,0
2121,8,Super6,25,11,11,0,0
2121,8,Super6,27,71,71,0,0
2121,8,Super6,28,11,11,0,0
2121,8,Super6,4,136,136,0,0
2121,8,Super6,8,61,61,0,0
2121,8,SuperLucky7,1,151,151,0,0
2121,8,SuperLucky7,13,1108,1108,0,0
2121,8,SuperLucky7,14,32,32,0,0
2121,8,SuperLucky7,16,76,76,0,0
2121,8,SuperLucky7,18,4,4,0,0
2121,8,SuperLucky7,19,20,20,0,0
2121,8,SuperLucky7,20,5,5,0,0
2121,8,SuperLucky7,23,9,9,0,0
2121,8,SuperLucky7,24,508,508,0,0
2121,8,SuperLucky7,25,1,1,0,0
2121,8,SuperLucky7,27,36,36,0,0
2121,8,SuperLucky7,28,8,8,0,0
2121,8,SuperLucky7,4,75,75,0,0
2121,8,SuperLucky7,8,34,34,0,0
2121,8,Tie,1,258,258,0,0
2121,8,Tie,13,4445,4445,0,0
2121,8,Tie,14,83,83,0,0
2121,8,Tie,16,106,106,0,0
2121,8,Tie,17,11,11,0,0
2121,8,Tie,18,56,56,0,0
2121,8,Tie,19,58,58,0,0
2121,8,Tie,20,4,4,0,0
2121,8,Tie,23,27,27,0,0
2121,8,Tie,24,1953,1953,0,0
2121,8,Tie,25,42,42,0,0
2121,8,Tie,26,8,8,0,0
2121,8,Tie,27,74,74,0,0
2121,8,Tie,28,17,17,0,0
2121,8,Tie,4,119,119,0,0
2121,8,Tie,8,137,137,0,0
2121,8,Tip_1_,1,12,12,0,0
2121,8,Tip_1_,13,1,1,0,0
2121,8,Tip_1_,14,6,6,0,0
2122,3,Banker,1,4,4,0,0
2122,3,Banker,13,15,15,0,0
2122,3,Banker,16,5,5,0,0
2122,3,Banker,24,22,22,0,0
2122,3,Banker,4,1,1,0,0
2122,3,Lucky7,13,1,1,0,0
2122,3,Lucky7,24,1,1,0,0
2122,3,Player,1,3,3,0,0
2122,3,Player,13,12,12,0,0
2122,3,Player,24,25,25,0,0
2122,3,Player,4,3,3,0,0
2122,3,Tie,13,1,1,0,0
2122,31,AnyPair,1,1,1,0,0
2122,31,AnyPair,4,2,2,0,0
2122,31,AnyPair,8,1,1,0,0
2122,31,BPair,1,23,23,0,0
2122,31,BPair,13,158,158,0,0
2122,31,BPair,14,8,8,0,0
2122,31,BPair,16,12,12,0,0
2122,31,BPair,19,22,22,0,0
2122,31,BPair,24,92,92,0,0
2122,31,BPair,4,1,1,0,0
2122,31,BPair,8,11,11,0,0
2122,31,Banker,1,189,189,0,0
2122,31,Banker,13,717,717,0,0
2122,31,Banker,14,63,63,0,0
2122,31,Banker,16,63,63,0,0
2122,31,Banker,17,8,8,0,0
2122,31,Banker,18,8,8,0,0
2122,31,Banker,19,50,50,0,0
2122,31,Banker,23,5,5,0,0
2122,31,Banker,24,809,809,0,0
2122,31,Banker,25,17,17,0,0
2122,31,Banker,27,34,34,0,0
2122,31,Banker,28,17,17,0,0
2122,31,Banker,4,56,56,0,0
2122,31,Banker,8,62,62,0,0
2122,31,BankerDragonBonus,13,1,1,0,0
2122,31,BankerDragonBonus,19,3,3,0,0
2122,31,BankerDragonBonus,8,2,2,0,0
2122,31,BankerNatural,8,1,1,0,0
2122,31,Big,1,2,2,0,0
2122,31,Big,13,16,16,0,0
2122,31,Big,17,1,1,0,0
2122,31,Big,8,2,2,0,0
2122,31,Lucky7,1,9,9,0,0
2122,31,Lucky7,13,131,131,0,0
2122,31,Lucky7,14,6,6,0,0
2122,31,Lucky7,16,6,6,0,0
2122,31,Lucky7,17,2,2,0,0
2122,31,Lucky7,19,1,1,0,0
2122,31,Lucky7,24,61,61,0,0
2122,31,Lucky7,25,3,3,0,0
2122,31,Lucky7,27,21,21,0,0
2122,31,Lucky7,8,1,1,0,0
2122,31,PPair,1,22,22,0,0
2122,31,PPair,13,162,162,0,0
2122,31,PPair,14,7,7,0,0
2122,31,PPair,16,12,12,0,0
2122,31,PPair,19,20,20,0,0
2122,31,PPair,24,90,90,0,0
2122,31,PPair,4,2,2,0,0
2122,31,PPair,8,11,11,0,0
2122,31,PerfectPair,1,2,2,0,0
2122,31,PerfectPair,13,6,6,0,0
2122,31,PerfectPair,24,2,2,0,0
2122,31,PerfectPair,4,3,3,0,0
2122,31,PerfectPair,8,1,1,0,0
2122,31,Player,1,182,182,0,0
2122,31,Player,13,658,658,0,0
2122,31,Player,14,51,51,0,0
2122,31,Player,16,64,64,0,0
2122,31,Player,17,13,13,0,0
2122,31,Player,18,6,6,0,0
2122,31,Player,19,43,43,0,0
2122,31,Player,20,1,1,0,0
2122,31,Player,23,6,6,0,0
2122,31,Player,24,847,847,0,0
2122,31,Player,25,3,3,0,0
2122,31,Player,27,62,62,0,0
2122,31,Player,28,12,12,0,0
2122,31,Player,4,35,35,0,0
2122,31,Player,8,53,53,0,0
2122,31,PlayerNatural,8,1,1,0,0
2122,31,Small,8,2,2,0,0
2122,31,Super6,1,23,23,0,0
2122,31,Super6,13,134,134,0,0
2122,31,Super6,14,8,8,0,0
2122,31,Super6,16,7,7,0,0
2122,31,Super6,17,4,4,0,0
2122,31,Super6,19,18,18,0,0
2122,31,Super6,24,63,63,0,0
2122,31,Super6,25,2,2,0,0
2122,31,Super6,27,8,8,0,0
2122,31,Super6,4,3,3,0,0
2122,31,Super6,8,2,2,0,0
2122,31,SuperLucky7,1,17,17,0,0
2122,31,SuperLucky7,13,92,92,0,0
2122,31,SuperLucky7,14,7,7,0,0
2122,31,SuperLucky7,16,3,3,0,0
2122,31,SuperLucky7,17,2,2,0,0
2122,31,SuperLucky7,19,1,1,0,0
2122,31,SuperLucky7,24,44,44,0,0
2122,31,SuperLucky7,27,9,9,0,0
2122,31,SuperLucky7,4,1,1,0,0
2122,31,SuperLucky7,8,4,4,0,0
2122,31,Tie,1,17,17,0,0
2122,31,Tie,13,230,230,0,0
2122,31,Tie,14,11,11,0,0
2122,31,Tie,16,14,14,0,0
2122,31,Tie,19,8,8,0,0
2122,31,Tie,24,150,150,0,0
2122,31,Tie,25,1,1,0,0
2122,31,Tie,27,13,13,0,0
2122,31,Tie,28,2,2,0,0
2122,31,Tie,4,2,2,0,0
2122,31,Tie,8,18,18,0,0
2122,32,AnyPair,1,1,1,0,0
2122,32,AnyPair,13,1,1,0,0
2122,32,AnyPair,8,1,1,0,0
2122,32,BPair,1,9,9,0,0
2122,32,BPair,13,225,225,0,0
2122,32,BPair,14,3,3,0,0
2122,32,BPair,16,21,21,0,0
2122,32,BPair,19,27,27,0,0
2122,32,BPair,23,1,1,0,0
2122,32,BPair,24,133,133,0,0
2122,32,BPair,27,1,1,0,0
2122,32,BPair,28,1,1,0,0
2122,32,BPair,4,4,4,0,0
2122,32,BPair,8,6,6,0,0
2122,32,Banker,1,203,203,0,0
2122,32,Banker,13,809,809,0,0
2122,32,Banker,14,78,78,0,0
2122,32,Banker,16,110,110,0,0
2122,32,Banker,17,17,17,0,0
2122,32,Banker,18,3,3,0,0
2122,32,Banker,19,46,46,0,0
2122,32,Banker,20,2,2,0,0
2122,32,Banker,23,5,5,0,0
2122,32,Banker,24,893,893,0,0
2122,32,Banker,25,10,10,0,0
2122,32,Banker,27,62,62,0,0
2122,32,Banker,28,19,19,0,0
2122,32,Banker,4,45,45,0,0
2122,32,Banker,8,53,53,0,0
2122,32,BankerDragonBonus,13,11,11,0,0
2122,32,BankerDragonBonus,19,6,6,0,0
2122,32,BankerDragonBonus,24,2,2,0,0
2122,32,Big,19,1,1,0,0
2122,32,Big,24,2,2,0,0
2122,32,Lucky7,1,10,10,0,0
2122,32,Lucky7,13,139,139,0,0
2122,32,Lucky7,14,12,12,0,0
2122,32,Lucky7,16,13,13,0,0
2122,32,Lucky7,24,77,77,0,0
2122,32,Lucky7,25,1,1,0,0
2122,32,Lucky7,27,2,2,0,0
2122,32,Lucky7,28,1,1,0,0
2122,32,Lucky7,4,4,4,0,0
2122,32,Lucky7,8,5,5,0,0
2122,32,PPair,1,17,17,0,0
2122,32,PPair,13,230,230,0,0
2122,32,PPair,14,3,3,0,0
2122,32,PPair,16,22,22,0,0
2122,32,PPair,19,31,31,0,0
2122,32,PPair,23,1,1,0,0
2122,32,PPair,24,129,129,0,0
2122,32,PPair,27,1,1,0,0
2122,32,PPair,28,1,1,0,0
2122,32,PPair,4,4,4,0,0
2122,32,PPair,8,5,5,0,0
2122,32,PerfectPair,1,1,1,0,0
2122,32,PerfectPair,13,8,8,0,0
2122,32,PerfectPair,16,1,1,0,0
2122,32,PerfectPair,24,12,12,0,0
2122,32,PerfectPair,8,1,1,0,0
2122,32,Player,1,193,193,0,0
2122,32,Player,13,785,785,0,0
2122,32,Player,14,45,45,0,0
2122,32,Player,16,89,89,0,0
2122,32,Player,17,12,12,0,0
2122,32,Player,18,4,4,0,0
2122,32,Player,19,27,27,0,0
2122,32,Player,20,1,1,0,0
2122,32,Player,23,9,9,0,0
2122,32,Player,24,794,794,0,0
2122,32,Player,25,11,11,0,0
2122,32,Player,27,39,39,0,0
2122,32,Player,28,23,23,0,0
2122,32,Player,4,49,49,0,0
2122,32,Player,8,44,44,0,0
2122,32,PlayerDragonBonus,1,1,1,0,0
2122,32,PlayerDragonBonus,13,11,11,0,0
2122,32,PlayerDragonBonus,19,1,1,0,0
2122,32,Small,13,3,3,0,0
2122,32,Super6,1,11,11,0,0
2122,32,Super6,13,138,138,0,0
2122,32,Super6,14,18,18,0,0
2122,32,Super6,16,19,19,0,0
2122,32,Super6,19,24,24,0,0
2122,32,Super6,24,64,64,0,0
2122,32,Super6,25,2,2,0,0
2122,32,Super6,27,4,4,0,0
2122,32,Super6,28,1,1,0,0
2122,32,Super6,4,2,2,0,0
2122,32,Super6,8,6,6,0,0
2122,32,SuperLucky7,1,12,12,0,0
2122,32,SuperLucky7,13,104,104,0,0
2122,32,SuperLucky7,14,8,8,0,0
2122,32,SuperLucky7,16,4,4,0,0
2122,32,SuperLucky7,24,62,62,0,0
2122,32,SuperLucky7,27,1,1,0,0
2122,32,SuperLucky7,28,1,1,0,0
2122,32,SuperLucky7,4,4,4,0,0
2122,32,SuperLucky7,8,1,1,0,0
2122,32,Tie,1,12,12,0,0
2122,32,Tie,13,357,357,0,0
2122,32,Tie,14,4,4,0,0
2122,32,Tie,16,22,22,0,0
2122,32,Tie,17,1,1,0,0
2122,32,Tie,19,13,13,0,0
2122,32,Tie,24,165,165,0,0
2122,32,Tie,27,2,2,0,0
2122,32,Tie,28,7,7,0,0
2122,32,Tie,4,6,6,0,0
2122,32,Tie,8,8,8,0,0
2122,33,AnyPair,24,12,12,0,0
2122,33,BPair,1,5,5,0,0
2122,33,BPair,13,196,196,0,0
2122,33,BPair,14,1,1,0,0
2122,33,BPair,16,11,11,0,0
2122,33,BPair,19,17,17,0,0
2122,33,BPair,23,12,12,0,0
2122,33,BPair,24,114,114,0,0
2122,33,BPair,25,7,7,0,0
2122,33,BPair,27,2,2,0,0
2122,33,BPair,28,1,1,0,0
2122,33,BPair,4,4,4,0,0
2122,33,BPair,8,9,9,0,0
2122,33,Banker,1,234,234,0,0
2122,33,Banker,13,1119,1119,0,0
2122,33,Banker,14,83,83,0,0
2122,33,Banker,16,88,88,0,0
2122,33,Banker,17,5,5,0,0
2122,33,Banker,18,3,3,0,0
2122,33,Banker,19,56,56,0,0
2122,33,Banker,20,4,4,0,0
2122,33,Banker,22,1,1,0,0
2122,33,Banker,23,26,26,0,0
2122,33,Banker,24,1334,1334,0,0
2122,33,Banker,25,31,31,0,0
2122,33,Banker,27,63,63,0,0
2122,33,Banker,28,16,16,0,0
2122,33,Banker,4,39,39,0,0
2122,33,Banker,8,86,86,0,0
2122,33,BankerDragonBonus,1,7,7,0,0
2122,33,BankerDragonBonus,13,4,4,0,0
2122,33,BankerDragonBonus,14,1,1,0,0
2122,33,BankerDragonBonus,24,8,8,0,0
2122,33,Lucky7,1,5,5,0,0
2122,33,Lucky7,13,139,139,0,0
2122,33,Lucky7,14,8,8,0,0
2122,33,Lucky7,16,31,31,0,0
2122,33,Lucky7,20,3,3,0,0
2122,33,Lucky7,23,15,15,0,0
2122,33,Lucky7,24,109,109,0,0
2122,33,Lucky7,25,5,5,0,0
2122,33,Lucky7,27,7,7,0,0
2122,33,Lucky7,28,1,1,0,0
