ym,bet09,commission,bet10,n,d_eq_zero_n,d_eq_zero_pct,d_ne_zero_n,avg_d,max_abs_d,avg_b41,avg_vb,avg_b16,rebate_rate_p50
2026-04-01,BankerDragonBonus,0,28,42,42,100.000000,0,0E-10,0.0000,91.8571428571,91.8571428571,0E-10,0.0
2026-04-01,BankerDragonBonus,0,4,4956,4956,100.000000,0,0E-10,0.0000,5.8615819209,5.8615819209,0E-10,0.0
2026-04-01,BankerDragonBonus,0,8,857,857,100.000000,0,0E-10,0.0000,166.1761960327,166.1761960327,0.0070011669,0.0
2026-04-01,BankerDragonBonus,1,1,1693,1693,100.000000,0,0E-10,0.0000,51.8806851742,51.8806851742,0E-10,0.0
2026-04-01,BankerDragonBonus,1,13,4624,4624,100.000000,0,0E-10,0.0000,96.3544550173,96.3544550173,0.0109366349,0.0
2026-04-01,BankerDragonBonus,1,14,350,350,100.000000,0,0E-10,0.0000,116.1485714286,116.1485714286,0E-10,0.0
2026-04-01,BankerDragonBonus,1,16,407,407,100.000000,0,0E-10,0.0000,4.1867321867,4.1867321867,0.0074692875,0.00800000037997961
2026-04-01,BankerDragonBonus,1,17,1,1,100.000000,0,0E-10,0.0000,33333.0000000000,33333.0000000000,0E-10,0.0
2026-04-01,BankerDragonBonus,1,18,76,76,100.000000,0,0E-10,0.0000,9486.8421052632,9486.8421052632,0E-10,0.0
2026-04-01,BankerDragonBonus,1,19,4,4,100.000000,0,0E-10,0.0000,27.5000000000,27.5000000000,0E-10,0.0
2026-04-01,BankerDragonBonus,1,20,1,1,100.000000,0,0E-10,0.0000,10.0000000000,10.0000000000,0E-10,0.0
2026-04-01,BankerDragonBonus,1,24,1615,1615,100.000000,0,0E-10,0.0000,52.2650154799,52.2650154799,0E-10,0.0
2026-04-01,BankerDragonBonus,1,25,1,1,100.000000,0,0E-10,0.0000,500.0000000000,500.0000000000,0E-10,0.0
2026-04-01,BankerDragonBonus,1,4,509,509,100.000000,0,0E-10,0.0000,6.1768172888,6.1768172888,0E-10,0.0
2026-04-01,BankerDragonBonus,1,8,222,222,100.000000,0,0E-10,0.0000,110.9414414414,110.9414414414,0.0780630631,0.0
2026-04-01,BankerNatural,0,1,2563,2563,100.000000,0,0E-10,0.0000,33.7374170893,33.7374170893,0E-10,0.0
2026-04-01,BankerNatural,0,13,3402,3402,100.000000,0,0E-10,0.0000,36.6437389771,36.6437389771,0.0543985891,0.0
2026-04-01,BankerNatural,0,14,311,311,100.000000,0,0E-10,0.0000,44.8070739550,44.8070739550,0E-10,0.0
2026-04-01,BankerNatural,0,16,757,757,100.000000,0,0E-10,0.0000,5.2708058124,5.2708058124,0.0213579921,0.00800000037997961
2026-04-01,BankerNatural,0,17,128,128,100.000000,0,0E-10,0.0000,129453.1250000000,129453.1250000000,0E-10,0.0
2026-04-01,BankerNatural,0,18,2,2,100.000000,0,0E-10,0.0000,200.0000000000,200.0000000000,0E-10,0.0
2026-04-01,BankerNatural,0,20,51,51,100.000000,0,0E-10,0.0000,15.5294117647,15.5294117647,0E-10,0.0
2026-04-01,BankerNatural,0,22,2,2,100.000000,0,0E-10,0.0000,5.0000000000,5.0000000000,0E-10,0.0
2026-04-01,BankerNatural,0,23,5,5,100.000000,0,0E-10,0.0000,32000.0000000000,32000.0000000000,0E-10,0.0
2026-04-01,BankerNatural,0,24,2272,2272,100.000000,0,0E-10,0.0000,67.0448943662,67.0448943662,0E-10,0.0
2026-04-01,BankerNatural,0,25,1,1,100.000000,0,0E-10,0.0000,1000.0000000000,1000.0000000000,0E-10,0.0
2026-04-01,BankerNatural,0,27,28,28,100.000000,0,0E-10,0.0000,147.5000000000,147.5000000000,0E-10,0.0
2026-04-01,BankerNatural,0,28,18,18,100.000000,0,0E-10,0.0000,20.1111111111,20.1111111111,0E-10,0.0
2026-04-01,BankerNatural,0,4,1374,1374,100.000000,0,0E-10,0.0000,9.6091703057,9.6091703057,0E-10,0.0
2026-04-01,BankerNatural,0,8,564,564,100.000000,0,0E-10,0.0000,174.7446808511,174.7446808511,0E-10,0.0
2026-04-01,BankerNatural,1,1,568,568,100.000000,0,0E-10,0.0000,95.0774647887,95.0774647887,0E-10,0.0
2026-04-01,BankerNatural,1,13,1033,1033,100.000000,0,0E-10,0.0000,41.8809293320,41.8809293320,0.0067182962,0.0
2026-04-01,BankerNatural,1,14,261,261,100.000000,0,0E-10,0.0000,33.5517241379,33.5517241379,0E-10,0.0
2026-04-01,BankerNatural,1,16,97,97,100.000000,0,0E-10,0.0000,29.6804123711,29.6804123711,0.0024742268,0.0
2026-04-01,BankerNatural,1,17,1,1,100.000000,0,0E-10,0.0000,200000.0000000000,200000.0000000000,0E-10,0.0
2026-04-01,BankerNatural,1,18,70,70,100.000000,0,0E-10,0.0000,8500.0000000000,8500.0000000000,0E-10,0.0
2026-04-01,BankerNatural,1,20,12,12,100.000000,0,0E-10,0.0000,12.9166666667,12.9166666667,0E-10,0.0
2026-04-01,BankerNatural,1,24,619,619,100.000000,0,0E-10,0.0000,116.9402261712,116.9402261712,0E-10,0.0
2026-04-01,BankerNatural,1,4,53,53,100.000000,0,0E-10,0.0000,12.4339622642,12.4339622642,0E-10,0.0
2026-04-01,BankerNatural,1,8,26,26,100.000000,0,0E-10,0.0000,229.2307692308,229.2307692308,0E-10,0.0
2026-04-01,Big,0,1,5901,5901,100.000000,0,0E-10,0.0000,240.8878156245,240.8878156245,0E-10,0.0
2026-04-01,Big,0,13,2443,2443,100.000000,0,0E-10,0.0000,248.1477691363,248.1477691363,0.0020957839,0.0
2026-04-01,Big,0,14,76,76,100.000000,0,0E-10,0.0000,2298.0000000000,2298.0000000000,0.0011842105,0.0
2026-04-01,Big,0,16,116,116,100.000000,0,0E-10,0.0000,50.3793103448,50.3793103448,0.1612413793,0.0
2026-04-01,Big,0,17,103,103,100.000000,0,0E-10,0.0000,23338.2524271845,23338.2524271845,0E-10,0.0
2026-04-01,Big,0,18,12,12,100.000000,0,0E-10,0.0000,126167.7500000000,126167.7500000000,0E-10,0.0
2026-04-01,Big,0,19,336,336,100.000000,0,0E-10,0.0000,26.2767857143,26.2767857143,0E-10,0.0
2026-04-01,Big,0,20,95,95,100.000000,0,0E-10,0.0000,244.2526315789,244.2526315789,0E-10,0.0
2026-04-01,Big,0,23,22,22,100.000000,0,0E-10,0.0000,133079.6363636364,133079.6363636364,0E-10,0.0
2026-04-01,Big,0,24,2796,2796,100.000000,0,0E-10,0.0000,429.8043633763,429.8043633763,0E-10,0.0
2026-04-01,Big,0,25,2,2,100.000000,0,0E-10,0.0000,6576.0000000000,6576.0000000000,0E-10,0.0
2026-04-01,Big,0,26,19,19,100.000000,0,0E-10,0.0000,24.6842105263,24.6842105263,0E-10,0.0
2026-04-01,Big,0,27,62,62,100.000000,0,0E-10,0.0000,54.1612903226,54.1612903226,0E-10,0.0
2026-04-01,Big,0,28,171,171,100.000000,0,0E-10,0.0000,4.8596491228,4.8596491228,0E-10,0.0
2026-04-01,Big,0,4,21,21,100.000000,0,0E-10,0.0000,2.5714285714,2.5714285714,0E-10,0.0
2026-04-01,Big,0,8,85,85,100.000000,0,0E-10,0.0000,975.8823529412,975.8823529412,0E-10,0.0
2026-04-01,Big,1,1,594,594,100.000000,0,0E-10,0.0000,80.3484848485,80.3484848485,0E-10,0.0
2026-04-01,Big,1,13,1524,1524,100.000000,0,0E-10,0.0000,285.7480314961,285.7480314961,0E-10,0.0
2026-04-01,Big,1,14,44,44,100.000000,0,0E-10,0.0000,2810.9318181818,2810.9318181818,0E-10,0.0
2026-04-01,Big,1,16,4,4,100.000000,0,0E-10,0.0000,39.2500000000,39.2500000000,0.0040000000,0.0
2026-04-01,Big,1,18,2,2,100.000000,0,0E-10,0.0000,100.0000000000,100.0000000000,0E-10,0.0
2026-04-01,Big,1,19,67,67,100.000000,0,0E-10,0.0000,10.1194029851,10.1194029851,0E-10,0.0
2026-04-01,Big,1,20,2,2,100.000000,0,0E-10,0.0000,465.0000000000,465.0000000000,0E-10,0.0
2026-04-01,Big,1,24,371,371,100.000000,0,0E-10,0.0000,515.7870619946,515.7870619946,0E-10,0.0
2026-04-01,Big,1,4,12,12,100.000000,0,0E-10,0.0000,3.1666666667,3.1666666667,0E-10,0.0
2026-04-01,Big,1,8,851,851,100.000000,0,0E-10,0.0000,787.4253819036,787.4253819036,0E-10,0.0
2026-04-01,Lucky7,0,1,49498,49498,100.000000,0,0E-10,0.0000,24.5784476140,24.5784476140,0.0018665603,0.0
2026-04-01,Lucky7,0,13,491929,491929,100.000000,0,0E-10,0.0000,28.1606105759,28.1606105759,0.0127671676,0.0
2026-04-01,Lucky7,0,14,17612,17612,100.000000,0,0E-10,0.0000,45.0063593005,45.0063593005,0.0614812628,0.0
2026-04-01,Lucky7,0,15,26,26,100.000000,0,0E-10,0.0000,116.7692307692,116.7692307692,0E-10,0.0
2026-04-01,Lucky7,0,16,26013,26013,100.000000,0,0E-10,0.0000,17.3566293776,17.3566293776,0.0379330335,0.0
2026-04-01,Lucky7,0,17,2335,2335,100.000000,0,0E-10,0.0000,23287.7601713062,23287.7601713062,0E-10,0.0
2026-04-01,Lucky7,0,18,2490,2490,100.000000,0,0E-10,0.0000,4624.4012048193,4624.4012048193,0E-10,0.0
2026-04-01,Lucky7,0,19,3991,3991,100.000000,0,0E-10,0.0000,22.4637935355,22.4637935355,0.0023219744,0.0
2026-04-01,Lucky7,0,20,992,992,100.000000,0,0E-10,0.0000,16.3407258065,16.3407258065,0.0302419355,0.0
2026-04-01,Lucky7,0,22,172,172,100.000000,0,0E-10,0.0000,5.7383720930,5.7383720930,0E-10,0.0
2026-04-01,Lucky7,0,23,5126,5126,100.000000,0,0E-10,0.0000,48848.6359734686,48848.6359734686,0E-10,0.0
2026-04-01,Lucky7,0,24,278516,278516,100.000000,0,0E-10,0.0000,43.6924952247,43.6924952247,0E-10,0.0
2026-04-01,Lucky7,0,25,5021,5021,100.000000,0,0E-10,0.0000,1927.1053574985,1927.1053574985,0E-10,0.0
2026-04-01,Lucky7,0,26,217,217,100.000000,0,0E-10,0.0000,9.2119815668,9.2119815668,0E-10,0.0
2026-04-01,Lucky7,0,27,11293,11293,100.000000,0,0E-10,0.0000,45.7730452493,45.7730452493,0E-10,0.0
2026-04-01,Lucky7,0,28,3752,3752,100.000000,0,0E-10,0.0000,55.5493070362,55.5493070362,0E-10,0.0
2026-04-01,Lucky7,0,29,1,1,100.000000,0,0E-10,0.0000,10.0000000000,10.0000000000,0E-10,0.0
2026-04-01,Lucky7,0,4,20888,20888,100.000000,0,0E-10,0.0000,5.3440252777,5.3440252777,0.0003439295,0.0
2026-04-01,Lucky7,0,8,16950,16950,100.000000,0,0E-10,0.0000,119.8576991150,119.8576991150,0.2533563422,0.0
2026-04-01,Lucky7,1,1,3603,3603,100.000000,0,0E-10,0.0000,50.8731612545,50.8731612545,0E-10,0.0
2026-04-01,Lucky7,1,13,31858,31858,100.000000,0,0E-10,0.0000,28.6900307615,28.6900307615,0.0104541089,0.0
2026-04-01,Lucky7,1,14,8198,8198,100.000000,0,0E-10,0.0000,79.4591363747,79.4591363747,0.5595413515,0.008999999612569809
2026-04-01,Lucky7,1,16,2829,2829,100.000000,0,0E-10,0.0000,16.3662071403,16.3662071403,0.0418013432,0.0
2026-04-01,Lucky7,1,17,13,13,100.000000,0,0E-10,0.0000,30000.0000000000,30000.0000000000,0E-10,0.0
2026-04-01,Lucky7,1,18,53,53,100.000000,0,0E-10,0.0000,2973.5849056604,2973.5849056604,0E-10,0.0
2026-04-01,Lucky7,1,19,157,157,100.000000,0,0E-10,0.0000,600.7006369427,600.7006369427,0.0051592357,0.0
2026-04-01,Lucky7,1,20,1995,1995,100.000000,0,0E-10,0.0000,15.8776942356,15.8776942356,0.0012030075,0.0
2026-04-01,Lucky7,1,22,25,25,100.000000,0,0E-10,0.0000,8.4800000000,8.4800000000,0E-10,0.0
2026-04-01,Lucky7,1,23,119,119,100.000000,0,0E-10,0.0000,17310.9243697479,17310.9243697479,0E-10,0.0
2026-04-01,Lucky7,1,24,10274,10274,100.000000,0,0E-10,0.0000,41.6552462527,41.6552462527,0E-10,0.0
2026-04-01,Lucky7,1,25,92,92,100.000000,0,0E-10,0.0000,2149.4565217391,2149.4565217391,0E-10,0.0
2026-04-01,Lucky7,1,27,2396,2396,100.000000,0,0E-10,0.0000,112.2633555927,112.2633555927,0E-10,0.0
2026-04-01,Lucky7,1,28,28,28,100.000000,0,0E-10,0.0000,24.7142857143,24.7142857143,0E-10,0.0
2026-04-01,Lucky7,1,29,11,11,100.000000,0,0E-10,0.0000,11.0000000000,11.0000000000,0E-10,0.0
2026-04-01,Lucky7,1,4,730,730,100.000000,0,0E-10,0.0000,4.4369863014,4.4369863014,0.0081643836,0.0
2026-04-01,Lucky7,1,8,1294,1294,100.000000,0,0E-10,0.0000,260.2990726430,260.2990726430,0.0011591963,0.0
2026-04-01,PPair,0,1,50204,50204,100.000000,0,0E-10,0.0000,25.5499960163,25.5499960163,0.0003670823,0.0
2026-04-01,PPair,0,13,656519,656517,99.999695,2,-0.0000456956,20.0000,31.4372211619,31.4372668575,0.0123664403,0.0
2026-04-01,PPair,0,14,13127,13127,100.000000,0,0E-10,0.0000,45.3778471852,45.3778471852,0.0478743810,0.0
2026-04-01,PPair,0,15,19,19,100.000000,0,0E-10,0.0000,184.2105263158,184.2105263158,0E-10,0.0
2026-04-01,PPair,0,16,22001,22001,100.000000,0,0E-10,0.0000,15.4374801145,15.4374801145,0.0466229717,0.0
2026-04-01,PPair,0,17,3750,3750,100.000000,0,0E-10,0.0000,24713.6717333333,24713.6717333333,0E-10,0.0
2026-04-01,PPair,0,18,6447,6447,100.000000,0,0E-10,0.0000,5646.0415697224,5646.0415697224,0E-10,0.0
2026-04-01,PPair,0,19,8504,8504,100.000000,0,0E-10,0.0000,19.2752822201,19.2752822201,0.0011398166,0.0
2026-04-01,PPair,0,20,1328,1328,100.000000,0,0E-10,0.0000,12.2582831325,12.2582831325,0.0093373494,0.0
2026-04-01,PPair,0,22,236,236,100.000000,0,0E-10,0.0000,8.8516949153,8.8516949153,0E-10,0.0
2026-04-01,PPair,0,23,5807,5807,100.000000,0,0E-10,0.0000,45227.3292577923,45227.3292577923,0E-10,0.0
2026-04-01,PPair,0,24,454377,454376,99.999780,1,-0.0000440163,20.0000,45.8172816846,45.8173257009,0E-10,0.0
2026-04-01,PPair,0,25,4309,4309,100.000000,0,0E-10,0.0000,1483.4655372476,1483.4655372476,0E-10,0.0
2026-04-01,PPair,0,26,104,104,100.000000,0,0E-10,0.0000,13.9423076923,13.9423076923,0E-10,0.0
2026-04-01,PPair,0,27,8529,8529,100.000000,0,0E-10,0.0000,46.2217141517,46.2217141517,0E-10,0.0
2026-04-01,PPair,0,28,3589,3589,100.000000,0,0E-10,0.0000,62.3611033714,62.3611033714,0E-10,0.0
2026-04-01,PPair,0,29,2,2,100.000000,0,0E-10,0.0000,1.0000000000,1.0000000000,0E-10,0.0
2026-04-01,PPair,0,4,13032,13032,100.000000,0,0E-10,0.0000,5.6705801105,5.6705801105,0.0013136894,0.0
2026-04-01,PPair,0,41,3,3,100.000000,0,0E-10,0.0000,3.0000000000,3.0000000000,0E-10,0.0
2026-04-01,PPair,0,43,3,3,100.000000,0,0E-10,0.0000,23.3333333333,23.3333333333,0E-10,0.0
2026-04-01,PPair,0,8,18053,18053,100.000000,0,0E-10,0.0000,117.7705090567,117.7705090567,0.0191621891,0.0
2026-04-01,PPair,1,1,3874,3874,100.000000,0,0E-10,0.0000,46.1695921528,46.1695921528,0E-10,0.0
2026-04-01,PPair,1,13,36535,36535,100.000000,0,0E-10,0.0000,39.9420829342,39.9420829342,0.0214095799,0.0
2026-04-01,PPair,1,14,5293,5293,100.000000,0,0E-10,0.0000,50.1588890988,50.1588890988,0.3443737011,0.008999999612569809
2026-04-01,PPair,1,16,2287,2287,100.000000,0,0E-10,0.0000,15.9186707477,15.9186707477,0.0474088325,0.0
2026-04-01,PPair,1,17,153,153,100.000000,0,0E-10,0.0000,41633.9869281046,41633.9869281046,0E-10,0.0
2026-04-01,PPair,1,18,2575,2575,100.000000,0,0E-10,0.0000,6789.1456310680,6789.1456310680,0E-10,0.0
2026-04-01,PPair,1,19,169,169,100.000000,0,0E-10,0.0000,645.8934911243,645.8934911243,0.0012426036,0.0
2026-04-01,PPair,1,20,980,980,100.000000,0,0E-10,0.0000,20.7510204082,20.7510204082,0.0000816327,0.0
2026-04-01,PPair,1,22,65,65,100.000000,0,0E-10,0.0000,7.2769230769,7.2769230769,0E-10,0.0
2026-04-01,PPair,1,23,53,53,100.000000,0,0E-10,0.0000,17547.1698113208,17547.1698113208,0E-10,0.0
2026-04-01,PPair,1,24,14383,14383,100.000000,0,0E-10,0.0000,49.1263992213,49.1263992213,0E-10,0.0
2026-04-01,PPair,1,25,119,119,100.000000,0,0E-10,0.0000,2937.4789915966,2937.4789915966,0E-10,0.0
2026-04-01,PPair,1,26,1,1,100.000000,0,0E-10,0.0000,5.0000000000,5.0000000000,0E-10,0.0
2026-04-01,PPair,1,27,846,846,100.000000,0,0E-10,0.0000,65.0118203310,65.0118203310,0E-10,0.0
2026-04-01,PPair,1,28,18,18,100.000000,0,0E-10,0.0000,68.3333333333,68.3333333333,0E-10,0.0
2026-04-01,PPair,1,29,4,4,100.000000,0,0E-10,0.0000,1.0000000000,1.0000000000,0E-10,0.0
2026-04-01,PPair,1,4,957,957,100.000000,0,0E-10,0.0000,3.8735632184,3.8735632184,0.0111431557,0.0
2026-04-01,PPair,1,8,1612,1612,100.000000,0,0E-10,0.0000,135.4720843672,135.4720843672,0.0885235732,0.0
2026-04-01,PerfectPair,0,1,6048,6048,100.000000,0,0E-10,0.0000,14.7918320106,14.7918320106,0E-10,0.0
2026-04-01,PerfectPair,0,13,18452,18452,100.000000,0,0E-10,0.0000,21.5059614134,21.5059614134,0.0216203664,0.0
2026-04-01,PerfectPair,0,14,362,362,100.000000,0,0E-10,0.0000,37.9751381215,37.9751381215,0.0004972376,0.0
2026-04-01,PerfectPair,0,16,893,893,100.000000,0,0E-10,0.0000,9.6595744681,9.6595744681,0.0237849944,0.0
2026-04-01,PerfectPair,0,17,54,54,100.000000,0,0E-10,0.0000,46828.8148148148,46828.8148148148,0E-10,0.0
2026-04-01,PerfectPair,0,18,1464,1464,100.000000,0,0E-10,0.0000,3681.0109289617,3681.0109289617,0E-10,0.0
2026-04-01,PerfectPair,0,19,181,181,100.000000,0,0E-10,0.0000,3.7458563536,3.7458563536,0E-10,0.0
2026-04-01,PerfectPair,0,20,23,23,100.000000,0,0E-10,0.0000,5.3478260870,5.3478260870,0E-10,0.0
2026-04-01,PerfectPair,0,22,4,4,100.000000,0,0E-10,0.0000,1.0000000000,1.0000000000,0E-10,0.0
2026-04-01,PerfectPair,0,23,1550,1550,100.000000,0,0E-10,0.0000,80645.6025806452,80645.6025806452,0E-10,0.0
2026-04-01,PerfectPair,0,24,40857,40857,100.000000,0,0E-10,0.0000,99.8813177668,99.8813177668,0E-10,0.0
2026-04-01,PerfectPair,0,25,3,3,100.000000,0,0E-10,0.0000,1000.0000000000,1000.0000000000,0E-10,0.0
2026-04-01,PerfectPair,0,27,177,177,100.000000,0,0E-10,0.0000,102.7853107345,102.7853107345,0E-10,0.0
2026-04-01,PerfectPair,0,28,27,27,100.000000,0,0E-10,0.0000,50.0000000000,50.0000000000,0E-10,0.0
2026-04-01,PerfectPair,0,4,1080,1080,100.000000,0,0E-10,0.0000,3.7648148148,3.7648148148,0E-10,0.0
2026-04-01,PerfectPair,0,8,5082,5082,100.000000,0,0E-10,0.0000,63.9191263282,63.9191263282,0E-10,0.0
2026-04-01,PerfectPair,1,1,2043,2043,100.000000,0,0E-10,0.0000,34.8228095937,34.8228095937,0E-10,0.0
2026-04-01,PerfectPair,1,13,4810,4810,100.000000,0,0E-10,0.0000,24.6823284823,24.6823284823,0.0029991684,0.0
2026-04-01,PerfectPair,1,14,721,721,100.000000,0,0E-10,0.0000,29.8737864078,29.8737864078,0E-10,0.0
2026-04-01,PerfectPair,1,16,51,51,100.000000,0,0E-10,0.0000,19.2156862745,19.2156862745,0.0203921569,0.0
2026-04-01,PerfectPair,1,17,67,67,100.000000,0,0E-10,0.0000,79850.7462686567,79850.7462686567,0E-10,0.0
2026-04-01,PerfectPair,1,18,263,263,100.000000,0,0E-10,0.0000,32015.2091254753,32015.2091254753,0E-10,0.0
2026-04-01,PerfectPair,1,24,1052,1052,100.000000,0,0E-10,0.0000,46.7547528517,46.7547528517,0E-10,0.0
2026-04-01,PerfectPair,1,27,8,8,100.000000,0,0E-10,0.0000,51.2500000000,51.2500000000,0E-10,0.0
2026-04-01,PerfectPair,1,4,19,19,100.000000,0,0E-10,0.0000,10.9473684211,10.9473684211,0E-10,0.0
2026-04-01,PerfectPair,1,8,536,536,100.000000,0,0E-10,0.0000,219.6996268657,219.6996268657,0E-10,0.0
2026-04-01,Player,0,1,667548,667548,100.000000,0,0E-10,0.0000,246.7183528375,246.7183528375,0.0048462178,0.0
2026-04-01,Player,0,13,3061834,3061830,99.999869,4,-0.0005460779,1060.0000,281.6386894260,281.6392355039,0.2868612338,0.0
2026-04-01,Player,0,14,189303,189303,100.000000,0,0E-10,0.0000,460.4237228147,460.4237228147,0.3352146400,0.0
2026-04-01,Player,0,15,107,107,100.000000,0,0E-10,0.0000,1742.4392523364,1742.4392523364,0E-10,0.0
2026-04-01,Player,0,16,211887,211886,99.999528,1,-0.0003775597,80.0000,153.4208658389,153.4212433986,0.4772193858,0.0
2026-04-01,Player,0,17,44254,44254,100.000000,0,0E-10,0.0000,97791.1165996294,97791.1165996294,0E-10,0.0
2026-04-01,Player,0,18,42784,42784,100.000000,0,0E-10,0.0000,39318.0664500748,39318.0664500748,0E-10,0.0
2026-04-01,Player,0,19,132064,132062,99.998486,2,-0.0040889266,500.0000,173.9631012236,173.9671901502,0.0606940726,0.0
2026-04-01,Player,0,20,14628,14628,100.000000,0,0E-10,0.0000,89.2826770577,89.2826770577,0.1586994804,0.0
2026-04-01,Player,0,22,648,648,100.000000,0,0E-10,0.0000,48.9089506173,48.9089506173,0E-10,0.0
2026-04-01,Player,0,23,56087,56086,99.998217,1,-17.8294435431,1000000.0000,685057.1809866814,685075.0104302245,0E-10,0.0
2026-04-01,Player,0,24,4365650,4365644,99.999863,6,-0.0005628028,2000.0000,354.7190306140,354.7195934168,0E-10,0.0
2026-04-01,Player,0,25,57140,57140,100.000000,0,0E-10,0.0000,26547.6333391670,26547.6333391670,0E-10,0.0
2026-04-01,Player,0,26,4645,4645,100.000000,0,0E-10,0.0000,49.6055974166,49.6055974166,0E-10,0.0
2026-04-01,Player,0,27,157662,157661,99.999366,1,-0.0006025548,95.0000,465.4385013510,465.4391039058,0E-10,0.0
2026-04-01,Player,0,28,85446,85446,100.000000,0,0E-10,0.0000,506.7093720010,506.7093720010,0E-10,0.0
2026-04-01,Player,0,29,344,344,100.000000,0,0E-10,0.0000,45.8459302326,45.8459302326,0E-10,0.0
2026-04-01,Player,0,34,5,5,100.000000,0,0E-10,0.0000,16040.0000000000,16040.0000000000,0E-10,0.0
2026-04-01,Player,0,4,170637,170637,100.000000,0,0E-10,0.0000,40.5437156068,40.5437156068,0.0044820291,0.0
2026-04-01,Player,0,41,1656,1656,100.000000,0,0E-10,0.0000,26.0422705314,26.0422705314,0.1145108696,0.0
2026-04-01,Player,0,43,33,33,100.000000,0,0E-10,0.0000,34.0909090909,34.0909090909,0E-10,0.0
2026-04-01,Player,0,8,202851,202850,99.999507,1,-0.0000985945,20.0000,1860.8028010707,1860.8028996653,3.4743537128,0.0
2026-04-01,Player,1,1,66981,66981,100.000000,0,0E-10,0.0000,202.6729818904,202.6729818904,0E-10,0.0
2026-04-01,Player,1,13,235393,235393,100.000000,0,0E-10,0.0000,353.3468327435,353.3468327435,0.1919238465,0.0
2026-04-01,Player,1,14,37248,37248,100.000000,0,0E-10,0.0000,685.5443782216,685.5443782216,1.5500743127,0.0
2026-04-01,Player,1,15,600,600,100.000000,0,0E-10,0.0000,485.3333333333,485.3333333333,0E-10,0.0
2026-04-01,Player,1,16,44610,44610,100.000000,0,0E-10,0.0000,128.9021519839,128.9021519839,0.2733100202,0.0
2026-04-01,Player,1,17,4443,4443,100.000000,0,0E-10,0.0000,169868.7528696826,169868.7528696826,0E-10,0.0
2026-04-01,Player,1,18,3558,3558,100.000000,0,0E-10,0.0000,81014.7228780214,81014.7228780214,0E-10,0.0
2026-04-01,Player,1,19,6697,6697,100.000000,0,0E-10,0.0000,825.0461400627,825.0461400627,1.4888596386,0.0
2026-04-01,Player,1,20,7800,7800,100.000000,0,0E-10,0.0000,185.3633333333,185.3633333333,0.0174389744,0.0
2026-04-01,Player,1,22,403,403,100.000000,0,0E-10,0.0000,35.7394540943,35.7394540943,0E-10,0.0
2026-04-01,Player,1,23,1616,1616,100.000000,0,0E-10,0.0000,110526.2995049505,110526.2995049505,0E-10,0.0
2026-04-01,Player,1,24,207587,207587,100.000000,0,0E-10,0.0000,515.9632395092,515.9632395092,0E-10,0.0
2026-04-01,Player,1,25,1963,1963,100.000000,0,0E-10,0.0000,32874.4126337239,32874.4126337239,0E-10,0.0
2026-04-01,Player,1,26,1,1,100.000000,0,0E-10,0.0000,40.0000000000,40.0000000000,0E-10,0.0
2026-04-01,Player,1,27,27991,27991,100.000000,0,0E-10,0.0000,474.2977028331,474.2977028331,0E-10,0.0
2026-04-01,Player,1,28,5234,5234,100.000000,0,0E-10,0.0000,188.2117883072,188.2117883072,0E-10,0.0
2026-04-01,Player,1,29,86,86,100.000000,0,0E-10,0.0000,46.1279069767,46.1279069767,0E-10,0.0
2026-04-01,Player,1,4,19093,19093,100.000000,0,0E-10,0.0000,18.4389828733,18.4389828733,0.0198099827,0.0
2026-04-01,Player,1,41,30,30,100.000000,0,0E-10,0.0000,17.6333333333,17.6333333333,0E-10,0.0
2026-04-01,Player,1,8,37277,37277,100.000000,0,0E-10,0.0000,1205.3847278483,1205.3847278483,1.0358561580,0.0
2026-04-01,PlayerDragonBonus,0,1,4404,4404,100.000000,0,0E-10,0.0000,18.4221162579,18.4221162579,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,13,14254,14254,100.000000,0,0E-10,0.0000,53.1001122492,53.1001122492,0.0244882840,0.0
2026-04-01,PlayerDragonBonus,0,14,283,283,100.000000,0,0E-10,0.0000,83.0212014134,83.0212014134,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,16,915,915,100.000000,0,0E-10,0.0000,19.9234972678,19.9234972678,0.0112961749,0.0
2026-04-01,PlayerDragonBonus,0,17,108,108,100.000000,0,0E-10,0.0000,39722.0185185185,39722.0185185185,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,18,55,55,100.000000,0,0E-10,0.0000,3120.2909090909,3120.2909090909,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,19,728,728,100.000000,0,0E-10,0.0000,8.7376373626,8.7376373626,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,20,28,28,100.000000,0,0E-10,0.0000,9.8571428571,9.8571428571,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,23,26,26,100.000000,0,0E-10,0.0000,85930.6153846154,85930.6153846154,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,24,5808,5808,100.000000,0,0E-10,0.0000,55.1253443526,55.1253443526,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,25,94,94,100.000000,0,0E-10,0.0000,884.7021276596,884.7021276596,0E-10,0.0
2026-04-01,PlayerDragonBonus,0,27,8,8,100.000000,0,0E-10,0.0000,19.6250000000,19.6250000000,0E-10,0.0
