ym,bet09,commission,bet10,n,d_eq_zero_n,d_eq_zero_pct,d_ne_zero_n,avg_d,max_abs_d,avg_b41,avg_vb,avg_b16,rebate_rate_p50
2026-03-01,AnyPair,1,8,66,66,100.000000,0,0E-10,0.0000,48.7878787879,48.7878787879,0E-10,0.0
2026-03-01,BPair,0,1,14507,14507,100.000000,0,0E-10,0.0000,24.7566002619,24.7566002619,0.0003447301,0.0
2026-03-01,BPair,0,13,211817,211814,99.998584,3,-0.0000991422,10.0000,30.0877927645,30.0878919067,0.0117905126,0.0
2026-03-01,BPair,0,14,3227,3227,100.000000,0,0E-10,0.0000,53.2221877905,53.2221877905,0.0351995662,0.0
2026-03-01,BPair,0,15,1,1,100.000000,0,0E-10,0.0000,1900.0000000000,1900.0000000000,0E-10,0.0
2026-03-01,BPair,0,16,7112,7111,99.985939,1,-0.0007030371,5.0000,15.7993532058,15.8000562430,0.0333937008,0.0
2026-03-01,BPair,0,17,1597,1597,100.000000,0,0E-10,0.0000,14002.5178459612,14002.5178459612,0E-10,0.0
2026-03-01,BPair,0,18,2203,2203,100.000000,0,0E-10,0.0000,4881.2546527463,4881.2546527463,0E-10,0.0
2026-03-01,BPair,0,19,2918,2918,100.000000,0,0E-10,0.0000,18.3447566827,18.3447566827,0.0033546950,0.0
2026-03-01,BPair,0,20,277,277,100.000000,0,0E-10,0.0000,10.8916967509,10.8916967509,0.0186281588,0.0
2026-03-01,BPair,0,23,2754,2754,100.000000,0,0E-10,0.0000,59731.8238925200,59731.8238925200,0E-10,0.0
2026-03-01,BPair,0,24,137609,137608,99.999273,1,-0.0007993663,110.0000,53.7880007848,53.7888001512,0E-10,0.0
2026-03-01,BPair,0,25,1572,1571,99.936387,1,-0.6361323155,1000.0000,1869.9497455471,1870.5858778626,0E-10,0.0
2026-03-01,BPair,0,26,34,34,100.000000,0,0E-10,0.0000,10.1470588235,10.1470588235,0E-10,0.0
2026-03-01,BPair,0,27,2726,2726,100.000000,0,0E-10,0.0000,36.8147468819,36.8147468819,0E-10,0.0
2026-03-01,BPair,0,28,1136,1136,100.000000,0,0E-10,0.0000,82.8089788732,82.8089788732,0E-10,0.0
2026-03-01,BPair,0,29,14,14,100.000000,0,0E-10,0.0000,6.3571428571,6.3571428571,0E-10,0.0
2026-03-01,BPair,0,4,5073,5073,100.000000,0,0E-10,0.0000,17.1194559432,17.1194559432,0.0028432880,0.0
2026-03-01,BPair,0,8,4799,4799,100.000000,0,0E-10,0.0000,83.1360700146,83.1360700146,0.0068868514,0.0
2026-03-01,BPair,1,1,880,880,100.000000,0,0E-10,0.0000,30.2636363636,30.2636363636,0E-10,0.0
2026-03-01,BPair,1,13,12616,12616,100.000000,0,0E-10,0.0000,33.9754280279,33.9754280279,0.0194295339,0.0
2026-03-01,BPair,1,14,862,862,100.000000,0,0E-10,0.0000,73.6426914153,73.6426914153,0.0351856148,0.0
2026-03-01,BPair,1,16,1175,1175,100.000000,0,0E-10,0.0000,42.2008510638,42.2008510638,0.2282348936,0.0
2026-03-01,BPair,1,17,134,134,100.000000,0,0E-10,0.0000,16268.6567164179,16268.6567164179,0E-10,0.0
2026-03-01,BPair,1,18,1732,1732,100.000000,0,0E-10,0.0000,11778.2332563510,11778.2332563510,0E-10,0.0
2026-03-01,BPair,1,19,30,30,100.000000,0,0E-10,0.0000,562.3333333333,562.3333333333,0.0460000000,0.0
2026-03-01,BPair,1,20,302,302,100.000000,0,0E-10,0.0000,22.3841059603,22.3841059603,0E-10,0.0
2026-03-01,BPair,1,22,7,7,100.000000,0,0E-10,0.0000,1.8571428571,1.8571428571,0E-10,0.0
2026-03-01,BPair,1,23,19,19,100.000000,0,0E-10,0.0000,34210.5263157895,34210.5263157895,0E-10,0.0
2026-03-01,BPair,1,24,4218,4217,99.976292,1,-0.0189663348,80.0000,49.0514461830,49.0704125178,0E-10,0.0
2026-03-01,BPair,1,25,16,16,100.000000,0,0E-10,0.0000,1271.8750000000,1271.8750000000,0E-10,0.0
2026-03-01,BPair,1,27,717,717,100.000000,0,0E-10,0.0000,70.0697350070,70.0697350070,0E-10,0.0
2026-03-01,BPair,1,28,16,16,100.000000,0,0E-10,0.0000,35.0000000000,35.0000000000,0E-10,0.0
2026-03-01,BPair,1,29,7,7,100.000000,0,0E-10,0.0000,1.0000000000,1.0000000000,0E-10,0.0
2026-03-01,BPair,1,4,348,348,100.000000,0,0E-10,0.0000,4.1206896552,4.1206896552,0.0070114943,0.0
2026-03-01,BPair,1,8,837,837,100.000000,0,0E-10,0.0000,314.4205495818,314.4205495818,0.1345280765,0.0
2026-03-01,Banker,0,1,198654,198650,99.997986,4,-0.0013943842,187.0000,201.2772508985,201.2786452828,0.0013726026,0.0
2026-03-01,Banker,0,13,1082635,1082625,99.999076,10,-0.0012386446,400.0000,302.5041810028,302.5054196474,0.2560898022,0.0
2026-03-01,Banker,0,14,77493,77492,99.998710,1,-0.0064521957,500.0000,514.9384589576,514.9449111533,1.3871209916,0.0
2026-03-01,Banker,0,15,66,66,100.000000,0,0E-10,0.0000,3579.4848484848,3579.4848484848,0E-10,0.0
2026-03-01,Banker,0,16,77528,77527,99.998710,1,-0.0004514498,35.0000,137.1469146631,137.1473661129,0.4318698793,0.0
2026-03-01,Banker,0,17,14118,14118,100.000000,0,0E-10,0.0000,101804.4792463522,101804.4792463522,0E-10,0.0
2026-03-01,Banker,0,18,12791,12791,100.000000,0,0E-10,0.0000,37032.8997732781,37032.8997732781,0E-10,0.0
2026-03-01,Banker,0,19,51580,51580,100.000000,0,0E-10,0.0000,167.3928460644,167.3928460644,0.0492393176,0.0
2026-03-01,Banker,0,20,4508,4508,100.000000,0,0E-10,0.0000,124.8675687666,124.8675687666,0.2730062112,0.0
2026-03-01,Banker,0,22,95,95,100.000000,0,0E-10,0.0000,40.0736842105,40.0736842105,0E-10,0.0
2026-03-01,Banker,0,23,17001,17001,100.000000,0,0E-10,0.0000,923204.5736721369,923204.5736721369,0E-10,0.0
2026-03-01,Banker,0,24,1405754,1405737,99.998791,17,-0.0068390344,5750.0000,362.1825803092,362.1894193436,0E-10,0.0
2026-03-01,Banker,0,25,32471,32471,100.000000,0,0E-10,0.0000,67146.6564010964,67146.6564010964,0E-10,0.0
2026-03-01,Banker,0,26,730,730,100.000000,0,0E-10,0.0000,160.4136986301,160.4136986301,0E-10,0.0
2026-03-01,Banker,0,27,52280,52280,100.000000,0,0E-10,0.0000,461.0066564652,461.0066564652,0E-10,0.0
2026-03-01,Banker,0,28,15801,15801,100.000000,0,0E-10,0.0000,460.1850515790,460.1850515790,0E-10,0.0
2026-03-01,Banker,0,29,147,147,100.000000,0,0E-10,0.0000,22.2721088435,22.2721088435,0E-10,0.0
2026-03-01,Banker,0,4,58000,57999,99.998276,1,-0.0034482759,200.0000,99.0389137931,99.0423620690,0.0052915862,0.0
2026-03-01,Banker,0,41,15,15,100.000000,0,0E-10,0.0000,178.0000000000,178.0000000000,0E-10,0.0
2026-03-01,Banker,0,8,94219,94219,100.000000,0,0E-10,0.0000,780.8972181832,780.8972181832,0.0176640593,0.0
2026-03-01,Banker,1,1,20564,20564,100.000000,0,0E-10,0.0000,273.2255640926,273.2255640926,0.0001540556,0.0
2026-03-01,Banker,1,13,94654,94654,100.000000,0,0E-10,0.0000,413.5078654890,413.5078654890,0.4804397437,0.0
2026-03-01,Banker,1,14,20130,20130,100.000000,0,0E-10,0.0000,1188.3605067064,1188.3605067064,0.1598114754,0.0
2026-03-01,Banker,1,16,27723,27723,100.000000,0,0E-10,0.0000,158.3261732136,158.3261732136,0.5255574072,0.0
2026-03-01,Banker,1,17,1283,1283,100.000000,0,0E-10,0.0000,408125.9103663289,408125.9103663289,0E-10,0.0
2026-03-01,Banker,1,18,2939,2939,100.000000,0,0E-10,0.0000,133691.3228989452,133691.3228989452,0E-10,0.0
2026-03-01,Banker,1,19,2518,2518,100.000000,0,0E-10,0.0000,972.8230738681,972.8230738681,2.1107930898,0.0
2026-03-01,Banker,1,20,2072,2072,100.000000,0,0E-10,0.0000,162.1899131274,162.1899131274,0.0162258687,0.0
2026-03-01,Banker,1,22,164,164,100.000000,0,0E-10,0.0000,28.7469512195,28.7469512195,0E-10,0.0
2026-03-01,Banker,1,23,717,717,100.000000,0,0E-10,0.0000,167882.2043235704,167882.2043235704,0E-10,0.0
2026-03-01,Banker,1,24,81018,81016,99.997531,2,-0.0422128416,3000.0000,711.2405761683,711.2827890098,0E-10,0.0
2026-03-01,Banker,1,25,776,776,100.000000,0,0E-10,0.0000,25662.5161082474,25662.5161082474,0E-10,0.0
2026-03-01,Banker,1,26,5,5,100.000000,0,0E-10,0.0000,41.0000000000,41.0000000000,0E-10,0.0
2026-03-01,Banker,1,27,14369,14369,100.000000,0,0E-10,0.0000,607.4870206695,607.4870206695,0E-10,0.0
2026-03-01,Banker,1,28,908,908,100.000000,0,0E-10,0.0000,206.8887665198,206.8887665198,0E-10,0.0
2026-03-01,Banker,1,29,11,11,100.000000,0,0E-10,0.0000,4.2727272727,4.2727272727,0E-10,0.0
2026-03-01,Banker,1,4,10838,10838,100.000000,0,0E-10,0.0000,27.2893061450,27.2893061450,0.0120583133,0.0
2026-03-01,Banker,1,41,1,1,100.000000,0,0E-10,0.0000,0E-10,0E-10,0E-10,
2026-03-01,Banker,1,8,14071,14071,100.000000,0,0E-10,0.0000,1849.6633146187,1849.6633146187,0.3849562931,0.0
2026-03-01,BankerDragonBonus,0,1,1266,1266,100.000000,0,0E-10,0.0000,27.5126382306,27.5126382306,0E-10,0.0
2026-03-01,BankerDragonBonus,0,13,6527,6527,100.000000,0,0E-10,0.0000,69.5376129922,69.5376129922,0.0082932435,0.0
2026-03-01,BankerDragonBonus,0,14,124,124,100.000000,0,0E-10,0.0000,71.4193548387,71.4193548387,0E-10,0.0
2026-03-01,BankerDragonBonus,0,16,735,735,100.000000,0,0E-10,0.0000,8.8462585034,8.8462585034,0.0200272109,0.00800000037997961
2026-03-01,BankerDragonBonus,0,18,14,14,100.000000,0,0E-10,0.0000,5357.0714285714,5357.0714285714,0E-10,0.0
2026-03-01,BankerDragonBonus,0,19,368,368,100.000000,0,0E-10,0.0000,10.3641304348,10.3641304348,0E-10,0.0
2026-03-01,BankerDragonBonus,0,23,6,6,100.000000,0,0E-10,0.0000,233888.6666666667,233888.6666666667,0E-10,0.0
2026-03-01,BankerDragonBonus,0,24,2053,2053,100.000000,0,0E-10,0.0000,52.7092060399,52.7092060399,0E-10,0.0
2026-03-01,BankerDragonBonus,0,25,4,4,100.000000,0,0E-10,0.0000,750.0000000000,750.0000000000,0E-10,0.0
2026-03-01,BankerDragonBonus,0,27,65,65,100.000000,0,0E-10,0.0000,13.7538461538,13.7538461538,0E-10,0.0
2026-03-01,BankerDragonBonus,0,28,4,4,100.000000,0,0E-10,0.0000,39.7500000000,39.7500000000,0E-10,0.0
2026-03-01,BankerDragonBonus,0,29,11,11,100.000000,0,0E-10,0.0000,3.0000000000,3.0000000000,0E-10,0.0
2026-03-01,BankerDragonBonus,0,4,1060,1060,100.000000,0,0E-10,0.0000,5.1509433962,5.1509433962,0E-10,0.0
2026-03-01,BankerDragonBonus,0,8,570,570,100.000000,0,0E-10,0.0000,175.5666666667,175.5666666667,0E-10,0.0
2026-03-01,BankerDragonBonus,1,1,205,205,100.000000,0,0E-10,0.0000,69.8829268293,69.8829268293,0E-10,0.0
2026-03-01,BankerDragonBonus,1,13,1232,1232,100.000000,0,0E-10,0.0000,63.9131493506,63.9131493506,0.0113149351,0.0
2026-03-01,BankerDragonBonus,1,14,83,83,100.000000,0,0E-10,0.0000,122.9156626506,122.9156626506,0.0020602410,0.0
2026-03-01,BankerDragonBonus,1,16,169,169,100.000000,0,0E-10,0.0000,2.9644970414,2.9644970414,0.0065325444,0.00800000037997961
2026-03-01,BankerDragonBonus,1,18,1,1,100.000000,0,0E-10,0.0000,2500.0000000000,2500.0000000000,0E-10,0.0
2026-03-01,BankerDragonBonus,1,19,3,3,100.000000,0,0E-10,0.0000,1166.6666666667,1166.6666666667,0E-10,0.0
2026-03-01,BankerDragonBonus,1,24,320,320,100.000000,0,0E-10,0.0000,96.8406250000,96.8406250000,0E-10,0.0
2026-03-01,BankerDragonBonus,1,27,2,2,100.000000,0,0E-10,0.0000,17.0000000000,17.0000000000,0E-10,0.0
2026-03-01,BankerDragonBonus,1,4,66,66,100.000000,0,0E-10,0.0000,4.7727272727,4.7727272727,0E-10,0.0
2026-03-01,BankerDragonBonus,1,8,11,11,100.000000,0,0E-10,0.0000,72.4545454545,72.4545454545,0E-10,0.0
2026-03-01,BankerNatural,0,1,787,787,100.000000,0,0E-10,0.0000,11.5171537484,11.5171537484,0E-10,0.0
2026-03-01,BankerNatural,0,13,1585,1585,100.000000,0,0E-10,0.0000,48.6454258675,48.6454258675,0.0664100946,0.0
2026-03-01,BankerNatural,0,14,97,97,100.000000,0,0E-10,0.0000,35.9793814433,35.9793814433,0E-10,0.0
2026-03-01,BankerNatural,0,16,391,391,100.000000,0,0E-10,0.0000,8.4322250639,8.4322250639,0.0361534527,0.00800000037997961
2026-03-01,BankerNatural,0,17,5,5,100.000000,0,0E-10,0.0000,10000.0000000000,10000.0000000000,0E-10,0.0
2026-03-01,BankerNatural,0,18,2,2,100.000000,0,0E-10,0.0000,2550.0000000000,2550.0000000000,0E-10,0.0
2026-03-01,BankerNatural,0,24,680,680,100.000000,0,0E-10,0.0000,69.1735294118,69.1735294118,0E-10,0.0
2026-03-01,BankerNatural,0,25,1,1,100.000000,0,0E-10,0.0000,500.0000000000,500.0000000000,0E-10,0.0
2026-03-01,BankerNatural,0,28,12,12,100.000000,0,0E-10,0.0000,2.8333333333,2.8333333333,0E-10,0.0
2026-03-01,BankerNatural,0,4,200,199,99.500000,1,-0.1000000000,20.0000,9.6500000000,9.7500000000,0E-10,0.0
2026-03-01,BankerNatural,0,8,455,455,100.000000,0,0E-10,0.0000,159.9120879121,159.9120879121,0E-10,0.0
2026-03-01,BankerNatural,1,1,39,39,100.000000,0,0E-10,0.0000,78.1794871795,78.1794871795,0E-10,0.0
2026-03-01,BankerNatural,1,13,313,313,100.000000,0,0E-10,0.0000,52.9488817891,52.9488817891,0.0053674121,0.0
2026-03-01,BankerNatural,1,14,35,35,100.000000,0,0E-10,0.0000,15.5714285714,15.5714285714,0E-10,0.0
2026-03-01,BankerNatural,1,16,44,44,100.000000,0,0E-10,0.0000,19.0681818182,19.0681818182,0.0034545455,0.0
2026-03-01,BankerNatural,1,18,2,2,100.000000,0,0E-10,0.0000,2500.0000000000,2500.0000000000,0E-10,0.0
2026-03-01,BankerNatural,1,24,238,238,100.000000,0,0E-10,0.0000,249.7268907563,249.7268907563,0E-10,0.0
2026-03-01,BankerNatural,1,4,12,12,100.000000,0,0E-10,0.0000,13.1666666667,13.1666666667,0E-10,0.0
2026-03-01,BankerNatural,1,8,17,17,100.000000,0,0E-10,0.0000,14.1176470588,14.1176470588,0E-10,0.0
2026-03-01,Big,0,1,2150,2150,100.000000,0,0E-10,0.0000,125.4353488372,125.4353488372,0E-10,0.0
2026-03-01,Big,0,13,1033,1033,100.000000,0,0E-10,0.0000,212.3291384318,212.3291384318,0.0005227493,0.0
2026-03-01,Big,0,14,31,31,100.000000,0,0E-10,0.0000,1072.8064516129,1072.8064516129,0E-10,0.0
2026-03-01,Big,0,16,54,54,100.000000,0,0E-10,0.0000,93.9814814815,93.9814814815,0.0601481481,0.0
2026-03-01,Big,0,17,2,2,100.000000,0,0E-10,0.0000,21500.0000000000,21500.0000000000,0E-10,0.0
2026-03-01,Big,0,18,4,4,100.000000,0,0E-10,0.0000,280661.2500000000,280661.2500000000,0E-10,0.0
2026-03-01,Big,0,19,46,46,100.000000,0,0E-10,0.0000,2.5434782609,2.5434782609,0E-10,0.0
2026-03-01,Big,0,20,5,5,100.000000,0,0E-10,0.0000,28.0000000000,28.0000000000,0E-10,0.0
2026-03-01,Big,0,24,1937,1937,100.000000,0,0E-10,0.0000,381.9907072793,381.9907072793,0E-10,0.0
2026-03-01,Big,0,26,3,3,100.000000,0,0E-10,0.0000,20.0000000000,20.0000000000,0E-10,0.0
2026-03-01,Big,0,27,43,43,100.000000,0,0E-10,0.0000,99.9767441860,99.9767441860,0E-10,0.0
2026-03-01,Big,0,28,136,136,100.000000,0,0E-10,0.0000,5.1544117647,5.1544117647,0E-10,0.0
2026-03-01,Big,0,4,1,1,100.000000,0,0E-10,0.0000,2.0000000000,2.0000000000,0E-10,0.0
2026-03-01,Big,0,8,23,23,100.000000,0,0E-10,0.0000,422.3478260870,422.3478260870,0E-10,0.0
2026-03-01,Big,1,1,120,120,100.000000,0,0E-10,0.0000,95.4166666667,95.4166666667,0E-10,0.0
2026-03-01,Big,1,13,577,577,100.000000,0,0E-10,0.0000,149.8388214905,149.8388214905,0E-10,0.0
2026-03-01,Big,1,14,13,13,100.000000,0,0E-10,0.0000,1582.6923076923,1582.6923076923,0E-10,0.0
2026-03-01,Big,1,16,1,1,100.000000,0,0E-10,0.0000,10.0000000000,10.0000000000,0E-10,0.0
2026-03-01,Big,1,19,98,98,100.000000,0,0E-10,0.0000,13.5918367347,13.5918367347,0E-10,0.0
2026-03-01,Big,1,24,19,19,100.000000,0,0E-10,0.0000,1527.1052631579,1527.1052631579,0E-10,0.0
2026-03-01,Big,1,27,7,7,100.000000,0,0E-10,0.0000,177.1428571429,177.1428571429,0E-10,0.0
2026-03-01,Big,1,4,2,2,100.000000,0,0E-10,0.0000,1.5000000000,1.5000000000,0E-10,0.0
2026-03-01,Big,1,8,407,407,100.000000,0,0E-10,0.0000,897.8304668305,897.8304668305,0E-10,0.0
2026-03-01,Lucky7,0,1,15350,15350,100.000000,0,0E-10,0.0000,17.6618892508,17.6618892508,0.0012361564,0.0
2026-03-01,Lucky7,0,13,157732,157728,99.997464,4,-0.0005135293,60.0000,29.5222846347,29.5227981640,0.0088417949,0.0
2026-03-01,Lucky7,0,14,5378,5378,100.000000,0,0E-10,0.0000,45.6610264039,45.6610264039,0.0258386017,0.0
2026-03-01,Lucky7,0,15,8,8,100.000000,0,0E-10,0.0000,175.0000000000,175.0000000000,0E-10,0.0
2026-03-01,Lucky7,0,16,9036,9033,99.966800,3,-0.0027667109,10.0000,12.0574369190,12.0602036299,0.0389756529,0.0
2026-03-01,Lucky7,0,17,909,909,100.000000,0,0E-10,0.0000,12503.8503850385,12503.8503850385,0E-10,0.0
2026-03-01,Lucky7,0,18,942,942,100.000000,0,0E-10,0.0000,5746.5509554140,5746.5509554140,0E-10,0.0
2026-03-01,Lucky7,0,19,1809,1809,100.000000,0,0E-10,0.0000,27.1243781095,27.1243781095,0.0083847430,0.0
2026-03-01,Lucky7,0,20,224,224,100.000000,0,0E-10,0.0000,16.2053571429,16.2053571429,0.0373571429,0.0
2026-03-01,Lucky7,0,23,1331,1331,100.000000,0,0E-10,0.0000,139249.5905334335,139249.5905334335,0E-10,0.0
2026-03-01,Lucky7,0,24,86872,86871,99.998849,1,-0.0003453357,30.0000,38.6232157657,38.6235611014,0E-10,0.0
2026-03-01,Lucky7,0,25,2607,2606,99.961642,1,-0.7671653241,2000.0000,4998.7399309551,4999.5070962792,0E-10,0.0
2026-03-01,Lucky7,0,26,140,140,100.000000,0,0E-10,0.0000,9.1642857143,9.1642857143,0E-10,0.0
2026-03-01,Lucky7,0,27,3362,3362,100.000000,0,0E-10,0.0000,39.5071386080,39.5071386080,0E-10,0.0
2026-03-01,Lucky7,0,28,1823,1823,100.000000,0,0E-10,0.0000,52.5194733955,52.5194733955,0E-10,0.0
2026-03-01,Lucky7,0,4,6201,6201,100.000000,0,0E-10,0.0000,6.9016287696,6.9016287696,0.0009521045,0.0
2026-03-01,Lucky7,0,8,3062,3062,100.000000,0,0E-10,0.0000,81.0578053560,81.0578053560,0.0073481385,0.0
2026-03-01,Lucky7,1,1,635,635,100.000000,0,0E-10,0.0000,39.7669291339,39.7669291339,0E-10,0.0
2026-03-01,Lucky7,1,13,13011,13011,100.000000,0,0E-10,0.0000,31.6660518023,31.6660518023,0.0116922604,0.0
2026-03-01,Lucky7,1,14,1054,1054,100.000000,0,0E-10,0.0000,54.0796963947,54.0796963947,0.1370493359,0.0
2026-03-01,Lucky7,1,16,1960,1960,100.000000,0,0E-10,0.0000,41.5540816327,41.5540816327,0.2507877551,0.00800000037997961
2026-03-01,Lucky7,1,17,8,8,100.000000,0,0E-10,0.0000,10000.0000000000,10000.0000000000,0E-10,0.0
2026-03-01,Lucky7,1,18,42,42,100.000000,0,0E-10,0.0000,26059.5238095238,26059.5238095238,0E-10,0.0
2026-03-01,Lucky7,1,19,45,45,100.000000,0,0E-10,0.0000,939.3333333333,939.3333333333,0.0366666667,0.0
2026-03-01,Lucky7,1,20,532,532,100.000000,0,0E-10,0.0000,17.4097744361,17.4097744361,0E-10,0.0
2026-03-01,Lucky7,1,22,4,4,100.000000,0,0E-10,0.0000,53.7500000000,53.7500000000,0E-10,0.0
2026-03-01,Lucky7,1,23,4,4,100.000000,0,0E-10,0.0000,25000.0000000000,25000.0000000000,0E-10,0.0
2026-03-01,Lucky7,1,24,3464,3464,100.000000,0,0E-10,0.0000,48.4849884527,48.4849884527,0E-10,0.0
2026-03-01,Lucky7,1,25,12,12,100.000000,0,0E-10,0.0000,3687.5000000000,3687.5000000000,0E-10,0.0
2026-03-01,Lucky7,1,27,482,482,100.000000,0,0E-10,0.0000,85.7365145228,85.7365145228,0E-10,0.0
2026-03-01,Lucky7,1,28,5,5,100.000000,0,0E-10,0.0000,26.0000000000,26.0000000000,0E-10,0.0
2026-03-01,Lucky7,1,4,388,388,100.000000,0,0E-10,0.0000,3.4175257732,3.4175257732,0.0047835052,0.0
2026-03-01,Lucky7,1,8,502,502,100.000000,0,0E-10,0.0000,495.3665338645,495.3665338645,0.0083665339,0.0
2026-03-01,PPair,0,1,13647,13647,100.000000,0,0E-10,0.0000,24.8032534623,24.8032534623,0.0003071005,0.0
2026-03-01,PPair,0,13,207907,207903,99.998076,4,-0.0001491051,10.0000,29.9072229410,29.9073720462,0.0118056391,0.0
2026-03-01,PPair,0,14,2719,2719,100.000000,0,0E-10,0.0000,55.4005148952,55.4005148952,0.0419382126,0.0
2026-03-01,PPair,0,16,6805,6804,99.985305,1,-0.0007347539,5.0000,16.0645113887,16.0652461425,0.0320775900,0.0
2026-03-01,PPair,0,17,1588,1588,100.000000,0,0E-10,0.0000,13957.7518891688,13957.7518891688,0E-10,0.0
2026-03-01,PPair,0,18,2214,2214,100.000000,0,0E-10,0.0000,4897.6061427281,4897.6061427281,0E-10,0.0
2026-03-01,PPair,0,19,2822,2822,100.000000,0,0E-10,0.0000,18.2409638554,18.2409638554,0.0024535790,0.0
2026-03-01,PPair,0,20,253,253,100.000000,0,0E-10,0.0000,14.1541501976,14.1541501976,0.0292173913,0.0
2026-03-01,PPair,0,22,2,2,100.000000,0,0E-10,0.0000,1.0000000000,1.0000000000,0E-10,0.0
2026-03-01,PPair,0,23,2917,2917,100.000000,0,0E-10,0.0000,61180.4549194378,61180.4549194378,0E-10,0.0
2026-03-01,PPair,0,24,134977,134976,99.999259,1,-0.0008149537,110.0000,52.8285337502,52.8293487039,0E-10,0.0
2026-03-01,PPair,0,25,1421,1420,99.929627,1,-0.7037297678,1000.0000,1773.4144968332,1774.1182266010,0E-10,0.0
2026-03-01,PPair,0,26,30,30,100.000000,0,0E-10,0.0000,11.0000000000,11.0000000000,0E-10,0.0
2026-03-01,PPair,0,27,2524,2524,100.000000,0,0E-10,0.0000,37.3011093502,37.3011093502,0E-10,0.0
2026-03-01,PPair,0,28,1127,1127,100.000000,0,0E-10,0.0000,75.6805678793,75.6805678793,0E-10,0.0
2026-03-01,PPair,0,29,6,6,100.000000,0,0E-10,0.0000,7.6666666667,7.6666666667,0E-10,0.0
2026-03-01,PPair,0,33,1,1,100.000000,0,0E-10,0.0000,50.0000000000,50.0000000000,0E-10,0.0
2026-03-01,PPair,0,4,4627,4627,100.000000,0,0E-10,0.0000,16.1649016641,16.1649016641,0.0028424465,0.0
2026-03-01,PPair,0,8,4867,4867,100.000000,0,0E-10,0.0000,83.2058763098,83.2058763098,0.0066057119,0.0
2026-03-01,PPair,1,1,786,786,100.000000,0,0E-10,0.0000,35.9694656489,35.9694656489,0E-10,0.0
2026-03-01,PPair,1,13,12087,12087,100.000000,0,0E-10,0.0000,34.5125341276,34.5125341276,0.0192658228,0.0
2026-03-01,PPair,1,14,846,846,100.000000,0,0E-10,0.0000,75.9846335697,75.9846335697,0.0368085106,0.0
2026-03-01,PPair,1,16,1154,1154,100.000000,0,0E-10,0.0000,42.1455805893,42.1455805893,0.2307937608,0.0
2026-03-01,PPair,1,17,135,135,100.000000,0,0E-10,0.0000,16222.2222222222,16222.2222222222,0E-10,0.0
2026-03-01,PPair,1,18,1730,1730,100.000000,0,0E-10,0.0000,11775.6647398844,11775.6647398844,0E-10,0.0
