源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,sn,time,member,money,op_code,op_lv,op_aid,memo,site,subtotal,来源库,来源表,ODS表名,同步时间
4133145627,2026-03-28,4133145627,2026-03-28T00:15:53Z,68365234,-1000,502,7,68365234,101_114590351_41,0,24000.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145633,2026-03-28,4133145633,2026-03-28T00:15:53Z,145819225,214,501,7,145819225,101_114590357_29,0,764.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145638,2026-03-28,4133145638,2026-03-28T00:15:53Z,144306044,-476,502,7,144306044,101_114590363_25,0,0.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145646,2026-03-28,4133145646,2026-03-28T00:15:54Z,24496996,-1000,502,7,24496996,101_114590379_6,0,7000.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145652,2026-03-28,4133145652,2026-03-28T00:15:54Z,147854300,-500,502,7,147854300,101_124272_49,0,204.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145659,2026-03-28,4133145659,2026-03-28T00:15:54Z,125751555,100,501,7,125751555,104_114590368_16,0,1751.89,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145665,2026-03-28,4133145665,2026-03-28T00:15:55Z,129439601,-13,502,7,129439601,108_114590364_21,0,0.36,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145671,2026-03-28,4133145671,2026-03-28T00:15:56Z,38559714,19.5,501,7,38559714,101_124276_26,0,424.74,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145684,2026-03-28,4133145684,2026-03-28T00:15:56Z,68365234,-1000,502,7,68365234,101_114590351_41,0,23000.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145690,2026-03-28,4133145690,2026-03-28T00:15:56Z,117174693,-1e+05,502,7,117174693,101_114590378_6,0,2400000,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145701,2026-03-28,4133145701,2026-03-28T00:15:57Z,147734662,-1782,122,5,52258,vnssT01487243815046819841,0,0.36,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145715,2026-03-28,4133145715,2026-03-28T00:15:57Z,144870077,7840,501,7,144870077,108_114590370_14,0,78213.76,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145722,2026-03-28,4133145722,2026-03-28T00:15:57Z,142093290,300,501,7,142093290,108_114590370_14,0,1009.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145729,2026-03-28,4133145729,2026-03-28T00:15:58Z,90150264,-550,502,7,90150264,101_114590358_37,0,3230.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145736,2026-03-28,4133145736,2026-03-28T00:15:58Z,111677567,-400,502,7,111677567,108_114590364_21,0,5062.94,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145743,2026-03-28,4133145743,2026-03-28T00:15:58Z,70796194,137.2,501,7,70796194,108_114590366_15,0,14740.87,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145748,2026-03-28,4133145748,2026-03-28T00:15:58Z,81343635,1176,501,7,81343635,108_114590366_15,0,3176.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145757,2026-03-28,4133145757,2026-03-28T00:15:58Z,147857835,39.2,501,7,147857835,108_114590366_15,0,251.64,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145760,2026-03-28,4133145760,2026-03-28T00:15:58Z,147750009,117.6,501,7,147750009,108_114590366_15,0,261.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145774,2026-03-28,4133145774,2026-03-28T00:15:59Z,93774749,-100,502,7,93774749,101_114590374_17,0,0.72,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145781,2026-03-28,4133145781,2026-03-28T00:16:00Z,110818333,-6,502,7,110818333,101_114590353_36,0,196,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145795,2026-03-28,4133145795,2026-03-28T00:16:00Z,106297635,-200,502,7,106297635,101_114590335_41,0,3600.95,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145807,2026-03-28,4133145807,2026-03-28T00:16:01Z,147862262,-30,502,7,147862262,101_114590352_41,0,18.05,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145813,2026-03-28,4133145813,2026-03-28T00:16:02Z,147844719,-50,502,7,147844719,101_114590351_41,0,940.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145818,2026-03-28,4133145818,2026-03-28T00:16:02Z,110818333,-5,502,7,110818333,101_114590353_36,0,186,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145824,2026-03-28,4133145824,2026-03-28T00:16:03Z,145780457,975,501,7,145780457,101_114590346_50,0,41375.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145830,2026-03-28,4133145830,2026-03-28T00:16:03Z,116624554,58.5,501,7,116624554,101_114590346_50,0,137.71,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145845,2026-03-28,4133145845,2026-03-28T00:16:03Z,142480858,-700,502,7,142480858,108_114590364_21,0,3262.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145851,2026-03-28,4133145851,2026-03-28T00:16:04Z,96284418,-392,502,7,96284418,108_114590364_21,0,0.03,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145866,2026-03-28,4133145866,2026-03-28T00:16:04Z,134503813,40,501,7,134503813,101_114590360_32,0,164.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145872,2026-03-28,4133145872,2026-03-28T00:16:04Z,147862289,-50,502,7,147862289,101_114590352_41,0,50.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145879,2026-03-28,4133145879,2026-03-28T00:16:05Z,38305012,360,501,7,38305012,103_114590367_10,0,12560.05,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145887,2026-03-28,4133145887,2026-03-28T00:16:06Z,145780457,-500,502,7,145780457,101_124274_29,0,40875.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145893,2026-03-28,4133145893,2026-03-28T00:16:07Z,135044607,-490,122,5,39510,TX20260328001628KBHJ,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145898,2026-03-28,4133145898,2026-03-28T00:16:08Z,132065572,100,501,7,132065572,101_114590379_6,0,130.35,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145902,2026-03-28,4133145902,2026-03-28T00:16:08Z,87728230,320,501,7,87728230,101_114590379_6,0,2027.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145909,2026-03-28,4133145909,2026-03-28T00:16:09Z,147845400,-200,502,7,147845400,101_114590357_30,0,495.12,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145916,2026-03-28,4133145916,2026-03-28T00:16:09Z,145920797,300.83,121,5,43159,639102105698726768k55k9491500_wmu,0,300.83,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145921,2026-03-28,4133145921,2026-03-28T00:16:10Z,118895492,-100,502,7,118895492,104_114590368_17,0,724.89,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145935,2026-03-28,4133145935,2026-03-28T00:16:12Z,126837781,200,501,7,126837781,101_114590372_24,0,1108.65,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145940,2026-03-28,4133145940,2026-03-28T00:16:12Z,137213811,200,501,7,137213811,101_114590372_24,0,200.18,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145954,2026-03-28,4133145954,2026-03-28T00:16:14Z,113606534,1480,501,7,113606534,108_114590364_21,0,6748.24,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145963,2026-03-28,4133145963,2026-03-28T00:16:14Z,142480858,1176,501,7,142480858,108_114590364_21,0,4438.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145968,2026-03-28,4133145968,2026-03-28T00:16:14Z,142093290,300,501,7,142093290,108_114590364_21,0,1009.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145977,2026-03-28,4133145977,2026-03-28T00:16:14Z,142088971,98,501,7,142088971,108_114590364_21,0,2398.47,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145982,2026-03-28,4133145982,2026-03-28T00:16:14Z,91099680,-500,502,7,91099680,101_114590352_41,0,3923.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145989,2026-03-28,4133145989,2026-03-28T00:16:15Z,140968996,0.19,121,5,43049,639102105753963169z26z3451591,0,0.19,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133145996,2026-03-28,4133145996,2026-03-28T00:16:16Z,132759242,4095,501,7,132759242,101_114590363_25,0,20115.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146006,2026-03-28,4133146006,2026-03-28T00:16:16Z,147739452,97.5,501,7,147739452,101_114590363_25,0,963.75,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146012,2026-03-28,4133146012,2026-03-28T00:16:17Z,139500497,-100,502,7,139500497,101_114590352_41,0,2702.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146019,2026-03-28,4133146019,2026-03-28T00:16:17Z,137975512,-905,502,7,137975512,101_114590352_41,0,0.37,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146025,2026-03-28,4133146025,2026-03-28T00:16:17Z,147218252,20,501,7,147218252,101_124275_28,0,182.25,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146031,2026-03-28,4133146031,2026-03-28T00:16:18Z,144030339,-340,502,7,144030339,101_114590360_33,0,3641.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146044,2026-03-28,4133146044,2026-03-28T00:16:20Z,142880003,-3e+05,502,7,142880003,104_114590368_17,0,700280.21,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146050,2026-03-28,4133146050,2026-03-28T00:16:21Z,147440402,0.06,121,5,43049,639102105813438118z26z6151184,0,0.06,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146067,2026-03-28,4133146067,2026-03-28T00:16:23Z,110135822,-70,502,7,110135822,108_114590370_15,0,522.27,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146073,2026-03-28,4133146073,2026-03-28T00:16:23Z,146992838,-100,502,7,146992838,104_114590368_17,0,900.55,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146078,2026-03-28,4133146078,2026-03-28T00:16:23Z,99329502,168,121,5,48093,74e1ac81-05d9-4e1a-ac54-273473dde051,0,168.49,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146086,2026-03-28,4133146086,2026-03-28T00:16:24Z,131725684,-10,502,7,131725684,101_114590360_33,0,263,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146092,2026-03-28,4133146092,2026-03-28T00:16:24Z,147832242,-100,502,7,147832242,108_114590370_15,0,3.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146099,2026-03-28,4133146099,2026-03-28T00:16:24Z,146358160,-220,502,7,146358160,107_114590371_8,0,1341.85,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146103,2026-03-28,4133146103,2026-03-28T00:16:25Z,142088971,97.5,501,7,142088971,101_114590353_36,0,2495.97,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146108,2026-03-28,4133146108,2026-03-28T00:16:25Z,145927848,-370,502,7,145927848,104_114590368_17,0,2005.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146117,2026-03-28,4133146117,2026-03-28T00:16:25Z,144966084,-300,502,7,144966084,107_114590371_8,0,400.875,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146120,2026-03-28,4133146120,2026-03-28T00:16:25Z,131225710,-30,502,7,131225710,108_114590366_16,0,1256.47,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146134,2026-03-28,4133146134,2026-03-28T00:16:26Z,147355575,-20,502,7,147355575,108_114590366_16,0,222.98,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146141,2026-03-28,4133146141,2026-03-28T00:16:26Z,71476013,-2e+05,502,7,71476013,108_114590366_16,0,226000,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146155,2026-03-28,4133146155,2026-03-28T00:16:27Z,71071537,-50,502,7,71071537,101_114590379_7,0,148.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146162,2026-03-28,4133146162,2026-03-28T00:16:27Z,147468966,-1200,502,7,147468966,107_114590371_8,0,19074.38,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146169,2026-03-28,4133146169,2026-03-28T00:16:27Z,146047530,-40,502,7,146047530,101_114590373_14,0,103.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146176,2026-03-28,4133146176,2026-03-28T00:16:28Z,147738529,-50,502,7,147738529,101_114590373_14,0,400.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146183,2026-03-28,4133146183,2026-03-28T00:16:28Z,142212560,-0.39,122,5,33731,691eaf3f50064597adf28f3b6eb9225d,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146188,2026-03-28,4133146188,2026-03-28T00:16:28Z,122702008,-1,502,7,122702008,108_114590366_16,0,360.37,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146197,2026-03-28,4133146197,2026-03-28T00:16:29Z,144298043,-200,502,7,144298043,101_114590374_18,0,300.54,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146207,2026-03-28,4133146207,2026-03-28T00:16:30Z,146562138,100,501,7,146562138,101_114590351_41,0,276.35,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146213,2026-03-28,4133146213,2026-03-28T00:16:30Z,131827473,-100,502,7,131827473,101_114590379_7,0,990.17,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146218,2026-03-28,4133146218,2026-03-28T00:16:30Z,123055570,-15,502,7,123055570,107_114590371_8,0,402.06,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146224,2026-03-28,4133146224,2026-03-28T00:16:30Z,147772367,-0.14,122,5,43554,126039201273391,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146230,2026-03-28,4133146230,2026-03-28T00:16:31Z,129745466,-100,502,7,129745466,101_114590374_18,0,101010.23,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146245,2026-03-28,4133146245,2026-03-28T00:16:32Z,142008057,-200,502,7,142008057,101_124275_29,0,1566.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146251,2026-03-28,4133146251,2026-03-28T00:16:32Z,147329537,182,121,5,51033,SF2603280016329815414773,0,182,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146266,2026-03-28,4133146266,2026-03-28T00:16:33Z,111474241,-1400,502,7,111474241,101_114590374_18,0,6062.55,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146272,2026-03-28,4133146272,2026-03-28T00:16:33Z,124154626,120,501,7,124154626,101_114590352_41,0,283.02,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146279,2026-03-28,4133146279,2026-03-28T00:16:33Z,146294355,9.75,501,7,146294355,101_114590352_41,0,94,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146287,2026-03-28,4133146287,2026-03-28T00:16:33Z,146768207,-100,502,7,146768207,101_114590374_18,0,500.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146293,2026-03-28,4133146293,2026-03-28T00:16:33Z,140735364,-150,502,7,140735364,108_114590366_16,0,990.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146298,2026-03-28,4133146298,2026-03-28T00:16:34Z,145795944,-20,502,7,145795944,101_114590363_26,0,389.39,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146302,2026-03-28,4133146302,2026-03-28T00:16:34Z,140823006,-50,502,7,140823006,101_114590378_7,0,170.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146309,2026-03-28,4133146309,2026-03-28T00:16:34Z,143486843,-200,502,7,143486843,101_124275_29,0,400.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146316,2026-03-28,4133146316,2026-03-28T00:16:34Z,129760992,-1e+05,502,7,129760992,108_114590366_16,0,860490.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146321,2026-03-28,4133146321,2026-03-28T00:16:35Z,147332079,3.38,121,5,55792,in2VNDK2037564447566917633,0,3.38,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146335,2026-03-28,4133146335,2026-03-28T00:16:35Z,112339874,1190.65,121,5,43252,126039201274534,0,1190.655,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146340,2026-03-28,4133146340,2026-03-28T00:16:35Z,129760992,-1e+05,502,7,129760992,108_114590366_16,0,760490.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146354,2026-03-28,4133146354,2026-03-28T00:16:36Z,122330805,-20,502,7,122330805,108_114590366_16,0,552.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146363,2026-03-28,4133146363,2026-03-28T00:16:37Z,92552605,-50,502,7,92552605,108_114590370_15,0,1242.43,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146368,2026-03-28,4133146368,2026-03-28T00:16:37Z,99551244,-6,502,7,99551244,101_114590356_32,0,35.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146377,2026-03-28,4133146377,2026-03-28T00:16:38Z,38559714,20,501,7,38559714,101_124279_16,0,464.74,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146382,2026-03-28,4133146382,2026-03-28T00:16:38Z,112655221,-90,502,7,112655221,101_114590363_26,0,328.22,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146389,2026-03-28,4133146389,2026-03-28T00:16:38Z,147706084,-600,502,7,147706084,101_114590363_26,0,4706.28,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146396,2026-03-28,4133146396,2026-03-28T00:16:39Z,147862313,-403,122,5,55113,c70172c1d9d244f4af7b983cac7c1d21,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146404,2026-03-28,4133146404,2026-03-28T00:16:39Z,110818333,-77,502,7,110818333,101_124275_29,0,122,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146410,2026-03-28,4133146410,2026-03-28T00:16:39Z,131449319,-3000,502,7,131449319,108_114590370_15,0,6685.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146427,2026-03-28,4133146427,2026-03-28T00:16:40Z,147436144,-300,502,7,147436144,102_114590359_31,0,607,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146433,2026-03-28,4133146433,2026-03-28T00:16:40Z,142639000,-50,502,7,142639000,102_114590361_30,0,1180.66,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146438,2026-03-28,4133146438,2026-03-28T00:16:40Z,67911157,-100,502,7,67911157,101_114590363_26,0,1900.14,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146446,2026-03-28,4133146446,2026-03-28T00:16:41Z,147859584,-10,502,7,147859584,108_114590364_22,0,1906.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146452,2026-03-28,4133146452,2026-03-28T00:16:41Z,129760992,-1e+05,502,7,129760992,108_114590366_16,0,560490.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146459,2026-03-28,4133146459,2026-03-28T00:16:42Z,147447896,-120,502,7,147447896,101_114590358_38,0,510.07,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146465,2026-03-28,4133146465,2026-03-28T00:16:42Z,84779238,4173.5,501,7,84779238,101_114590335_41,0,7182.49,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146471,2026-03-28,4133146471,2026-03-28T00:16:42Z,122714624,-40,502,7,122714624,108_114590364_22,0,125.32,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146484,2026-03-28,4133146484,2026-03-28T00:16:43Z,129585566,-4000,502,7,129585566,101_114590358_38,0,10035.97,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146490,2026-03-28,4133146490,2026-03-28T00:16:43Z,144076521,-50,502,7,144076521,108_114590366_16,0,959.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146501,2026-03-28,4133146501,2026-03-28T00:16:44Z,140773869,-40,502,7,140773869,108_114590366_16,0,130.23,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146515,2026-03-28,4133146515,2026-03-28T00:16:44Z,126915361,-5,502,7,126915361,101_114590363_26,0,30.75,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146522,2026-03-28,4133146522,2026-03-28T00:16:44Z,146107290,-0.54,122,5,43159,639102106047839312k52k7156590_wmu,0,0.005,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146529,2026-03-28,4133146529,2026-03-28T00:16:45Z,47816671,-600,502,7,47816671,108_114590364_22,0,2957.71,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146536,2026-03-28,4133146536,2026-03-28T00:16:45Z,122550717,-200,502,7,122550717,108_114590366_16,0,7930.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146543,2026-03-28,4133146543,2026-03-28T00:16:45Z,146892438,-20,502,7,146892438,101_114590352_42,0,150,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146548,2026-03-28,4133146548,2026-03-28T00:16:46Z,147857114,200.55,121,5,55737,2260311355952377,0,200.55,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146557,2026-03-28,4133146557,2026-03-28T00:16:47Z,145780457,-500,502,7,145780457,101_114590352_42,0,40375.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146560,2026-03-28,4133146560,2026-03-28T00:16:47Z,147615129,10.78,121,5,55737,2260311355952778,0,10.78,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146574,2026-03-28,4133146574,2026-03-28T00:16:48Z,117174693,1e+05,501,7,117174693,101_114590379_7,0,2500000,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146581,2026-03-28,4133146581,2026-03-28T00:16:48Z,141853188,579.15,501,7,141853188,101_124273_49,0,579.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146595,2026-03-28,4133146595,2026-03-28T00:16:48Z,139495439,-200,502,7,139495439,101_114590363_26,0,208,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146605,2026-03-28,4133146605,2026-03-28T00:16:49Z,147862284,-26,502,7,147862284,101_124275_29,0,0.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146611,2026-03-28,4133146611,2026-03-28T00:16:50Z,147427664,-33,502,7,147427664,101_114590353_37,0,420,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146626,2026-03-28,4133146626,2026-03-28T00:16:50Z,147503837,-10,502,7,147503837,101_114590352_42,0,9.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146632,2026-03-28,4133146632,2026-03-28T00:16:51Z,96549481,-100,502,7,96549481,101_114590353_37,0,0.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146639,2026-03-28,4133146639,2026-03-28T00:16:51Z,139813870,20,501,7,139813870,101_114590357_30,0,495.42,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146647,2026-03-28,4133146647,2026-03-28T00:16:52Z,147862271,-90,502,7,147862271,101_114590352_42,0,3607.14,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146653,2026-03-28,4133146653,2026-03-28T00:16:53Z,140516889,-10,502,7,140516889,108_114590364_22,0,142.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146658,2026-03-28,4133146658,2026-03-28T00:16:54Z,147857835,-20,502,7,147857835,108_114590364_22,0,171.64,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146664,2026-03-28,4133146664,2026-03-28T00:16:54Z,116624554,58.5,501,7,116624554,101_114590373_14,0,166.21,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146670,2026-03-28,4133146670,2026-03-28T00:16:54Z,34663382,400,501,7,34663382,101_114590374_18,0,3200.65,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146685,2026-03-28,4133146685,2026-03-28T00:16:54Z,135767261,100,121,5,53368,260328001654765zrBbo,0,100,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146691,2026-03-28,4133146691,2026-03-28T00:16:55Z,8897704,-50,502,7,8897704,101_114590352_42,0,120.71,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146700,2026-03-28,4133146700,2026-03-28T00:16:55Z,126986139,-2500,502,7,126986139,101_114590360_34,0,7628.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146714,2026-03-28,4133146714,2026-03-28T00:16:56Z,142926515,784,501,7,142926515,108_114590370_15,0,784.64,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146723,2026-03-28,4133146723,2026-03-28T00:16:56Z,132379841,-25,502,7,132379841,108_114590364_22,0,135.43,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146728,2026-03-28,4133146728,2026-03-28T00:16:57Z,139911439,-20,502,7,139911439,101_114590360_34,0,1514.42,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
4133146737,2026-03-28,4133146737,2026-03-28T00:16:57Z,71476013,411600,501,7,71476013,108_114590366_16,0,627600,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:45:55Z
