源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,第三方遊戲商代號,簡稱,"",_1,_2,_3,_4,_5,_6,_7,_8,_9,0: 關閉 1: 開放,是否維修,退水,最小押分,最大押分,押分倍數,最大押分02,最大押分03,最大押分04,最大押分05,最大押分06,来源库,来源表,ODS表名,同步时间
e327b1649d06bf74fceb4fe73f83bdba,2026-07-23,5031,EG,WM電子5031,WM电子5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,WM Slot 5031,1,N,0,10,100000,50,0,0,0,0,0,a168,partner_type,ods_a168_partner_type,2026-07-23T04:32:45Z
