源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,1: 一般報表,時間間隔(秒) or 一次Ｎ筆,時間 or 其他,来源库,来源表,ODS表名,同步时间
c4ca4238a0b923820dcc509a6f75849b,2026-07-23,1,5031,1,3600,2026-07-23T04:33:02Z,a168,partner_reportTime,ods_a168_partner_reportTime,2026-07-23T04:34:47Z
