源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,来源库,来源表,ODS表名,同步时间
06a448bf35b6cd14929fe0838b86c1f9,2025-09-29,ops,139459754,_kx2._EQ0T86YRahjYZcpkCLNLlq15I2rwYLX3f4ruiKfPEHhutXReithN0lUbRftJ_eIdjWx4qTzWYgcDV66gthI_ymP3laAVbl9AHqX8ShVErG6q55dwwrQKxT1hEJV24nycwJ1atRgGvBvgCX9KJKzpuix5xpzLr8s9po1ah6FJeq1zq-8N9XqQvHp8MDsFWXX3kYAgntn09YTn6RV0p9IoFiQ8N0KyIp2BFO798ZE8SMggRrWvOXnBACotGBkOdlk,2025-09-29T21:29:57Z,2025-09-29T21:30:06Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
fac766710c4ce52d12fbfa7490ad4f5e,2025-08-27,ops,137168909,LDqA.KR6DVHwEXk4CxjStVgdugGEuU9rpM5pWbNhhFTQnbjTfmHFsX68QOAcKmui4WbGH_Tlq9Innn6q-VISXLx0ONG86IKQzCIPwZsg1AIHCZhtmfPWjs14wZAWzii5FoTK-1t_ravaYQNYarHql1Sh_WR7NqPFtgn6R1yV4A41Y7inBXouXnUlMLv_T0o3rqntPMH0k5c1sJVYSXytB8fSCvsCz_3lCxSi1p7HBqRU-DeEswI66yWSjVwRqbeVat4dW,2025-08-27T20:40:49Z,2025-08-27T20:41:26Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
af88e03e0c1027f9ead39d18d3d31ef4,2025-08-27,ops,134104042,VSZA.SeGxMyU8sAs5aWbiuPr7SSOqxcJJI4lJX6O3xZ2vMoiinBAML2W4kBJg-ZlMQJeJoxC-wkeJEGK1-_4MHxGWkotVj4FTSYsbEehIVya24CwzD35n76KBmE55l_mVi0cRH7mQptZQDEB0qb6KQn8GKrWXPR8RdVBJGFoud0s8Rsm3gvTwQ5umMIBDdn21MiEAO6T4kscewsCjeqi1_P83vHndJOuv4TthYATD0AuOHpDRFYN0m7Fu8bSJ9aJBQV6C,2025-06-30T22:02:11Z,2025-08-27T21:11:06Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
dafd938a9f167d0bdfc1e7c7f0629e23,2025-07-22,ops,135308959,YEXi.eaE8lqN0w0FWGuXCH6ylY7ceQeVLeMggdXnOSKgxxiavCu_dcVtbmNjR-fZEQAVACPJ4Z7b8lf-ZaGyFDivptSfxUqnk-8iHGZHEQMiU6yMUgma5JLGK10rZE86so8jErG2XbLGavtUIgua5iaW00Q6-jDqZ9-Owm1qZ7XhJXmmBbKFk2X6T3Q-7U1XVQ37VfNporpIGphSiFFF4URO2673yM55LBKRng_Zgty7F648,2025-07-22T18:44:44Z,2025-07-22T18:44:44Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
7b5db571bdfe571621a8068b9dbe9f88,2026-03-05,ops,146903487,k6ek.3sqPkxxdV6mwlKxUNoeGT904lkBq49nlB_wADZNRYZwwB7mJivmei4T4qGv0ETUYnJBme60yeW7voJM1YPlTOL-9aAB_amsoK2_r47pg8OBDFjhpbGq-hPCl7iEcn6mhTPgB7Du97tsjsrd6wpNIDAI9Pm1qsjzK6epGJohA1gN2ormcnpkBxulS6m9zOQH8MPagK1h-dz3-uRslfQCryINWENI9vaxM2UawopboKeAIvyVSf0iKLSn_41ugdfsKIUIMpNc49krEkizT3N5snQ,2026-03-05T18:06:39Z,2026-03-05T18:09:03Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
98fd6f256f245c7b0df74f4198748568,2026-03-05,ops,146903595,vC7A.TSRQWPTuVNmnDktGbUn9OM3Hu_FpvcUDZnmuwFt165ieD80kkgCwy7__4CpdWRS-BJZZefVDWIvMhFQvApzDYB4U4osjZmY386jxOXXskZTwsXw0tZvE3HYHFh8klcnlz2jl8W1Pdxg8kFBz3WOBJSjoC81wKadbbWls4bKuvwmsYrLElgbpFvUb6B1xgbBZlBK4BVYLMvh2IEuGqMUbV6gU7PaaGMq_1Blx0YRu481pgaP__BcMeTv8ev3q2g7WfEl0cQGLv95QLJzgqOcxaQ,2026-03-05T18:09:56Z,2026-03-05T18:09:56Z,a168,aggregate_token,ods_a168_aggregate_token,2026-05-19T18:41:09Z
