源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,来源库,来源表,ODS表名,同步时间
159626,2021-10-08,159626,107,1,36,2021-10-08T22:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159632,2021-10-08,159632,101,1,71,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159639,2021-10-08,159639,101,31,41,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159647,2021-10-08,159647,101,103,31,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159653,2021-10-08,159653,101,502,33,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159658,2021-10-08,159658,102,3,65,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
159664,2021-10-08,159664,108,1,125,2021-10-08T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173296,2021-10-25,173296,101,3,25,2021-10-25T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173307,2021-10-25,173307,101,102,14,2021-10-25T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173313,2021-10-25,173313,101,501,17,2021-10-25T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173318,2021-10-25,173318,102,1,23,2021-10-25T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173324,2021-10-25,173324,107,1,20,2021-10-25T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173330,2021-10-25,173330,101,1,1,2021-10-25T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173345,2021-10-25,173345,101,103,8,2021-10-25T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173351,2021-10-25,173351,101,502,13,2021-10-25T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173366,2021-10-25,173366,128,1,3,2021-10-25T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173372,2021-10-25,173372,101,7,1,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173379,2021-10-25,173379,101,37,3,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173387,2021-10-25,173387,101,501,20,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173393,2021-10-25,173393,102,3,15,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173398,2021-10-25,173398,107,1,6,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173401,2021-10-25,173401,110,1,6,2021-10-25T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173415,2021-10-25,173415,101,101,4,2021-10-25T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173422,2021-10-25,173422,101,501,15,2021-10-25T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173429,2021-10-25,173429,102,31,7,2021-10-25T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173436,2021-10-25,173436,110,1,4,2021-10-25T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173443,2021-10-25,173443,101,7,5,2021-10-25T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173448,2021-10-25,173448,101,35,6,2021-10-25T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173457,2021-10-25,173457,101,115,33,2021-10-25T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173460,2021-10-25,173460,101,503,3,2021-10-25T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173474,2021-10-25,173474,128,1,1,2021-10-25T04:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173481,2021-10-25,173481,101,8,4,2021-10-25T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173495,2021-10-25,173495,101,501,4,2021-10-25T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173504,2021-10-25,173504,104,1,17,2021-10-25T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173510,2021-10-25,173510,111,1,1,2021-10-25T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173527,2021-10-25,173527,101,105,8,2021-10-25T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173533,2021-10-25,173533,101,503,8,2021-10-25T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173538,2021-10-25,173538,102,31,5,2021-10-25T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173546,2021-10-25,173546,111,1,1,2021-10-25T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173552,2021-10-25,173552,101,6,4,2021-10-25T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173559,2021-10-25,173559,101,37,10,2021-10-25T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173565,2021-10-25,173565,101,113,37,2021-10-25T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173571,2021-10-25,173571,101,506,4,2021-10-25T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173584,2021-10-25,173584,101,1,38,2021-10-25T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173590,2021-10-25,173590,101,8,15,2021-10-25T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173600,2021-10-25,173600,101,105,13,2021-10-25T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173614,2021-10-25,173614,105,31,1,2021-10-25T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173623,2021-10-25,173623,101,5,2,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173628,2021-10-25,173628,101,32,18,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173637,2021-10-25,173637,101,112,111,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173642,2021-10-25,173642,101,503,9,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173649,2021-10-25,173649,104,1,59,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173656,2021-10-25,173656,128,1,2,2021-10-25T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173661,2021-10-25,173661,101,6,30,2021-10-25T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173675,2021-10-25,173675,101,113,80,2021-10-25T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173680,2021-10-25,173680,101,505,12,2021-10-25T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173694,2021-10-25,173694,101,1,25,2021-10-25T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173705,2021-10-25,173705,101,36,13,2021-10-25T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173711,2021-10-25,173711,101,112,110,2021-10-25T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173726,2021-10-25,173726,108,1,135,2021-10-25T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173732,2021-10-25,173732,101,2,62,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173739,2021-10-25,173739,101,32,28,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173747,2021-10-25,173747,101,105,40,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173753,2021-10-25,173753,101,503,20,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173758,2021-10-25,173758,102,31,44,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173764,2021-10-25,173764,108,2,130,2021-10-25T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173770,2021-10-25,173770,101,3,35,2021-10-25T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173785,2021-10-25,173785,101,113,136,2021-10-25T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173791,2021-10-25,173791,101,506,6,2021-10-25T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173803,2021-10-25,173803,128,1,2,2021-10-25T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173808,2021-10-25,173808,101,6,12,2021-10-25T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173817,2021-10-25,173817,101,101,10,2021-10-25T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173820,2021-10-25,173820,101,105,15,2021-10-25T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173834,2021-10-25,173834,105,31,1,2021-10-25T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173841,2021-10-25,173841,101,1,12,2021-10-25T18:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173855,2021-10-25,173855,101,102,23,2021-10-25T18:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173862,2021-10-25,173862,101,502,31,2021-10-25T18:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173869,2021-10-25,173869,103,1,39,2021-10-25T18:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173876,2021-10-25,173876,128,1,4,2021-10-25T18:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173883,2021-10-25,173883,101,8,30,2021-10-25T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173888,2021-10-25,173888,101,36,14,2021-10-25T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173897,2021-10-25,173897,101,501,21,2021-10-25T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173906,2021-10-25,173906,104,1,74,2021-10-25T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173912,2021-10-25,173912,111,1,3,2021-10-25T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173919,2021-10-25,173919,101,7,28,2021-10-25T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173925,2021-10-25,173925,101,36,32,2021-10-25T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173931,2021-10-25,173931,101,112,253,2021-10-25T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173944,2021-10-25,173944,105,31,2,2021-10-25T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173950,2021-10-25,173950,128,1,3,2021-10-25T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173967,2021-10-25,173967,101,105,21,2021-10-25T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173973,2021-10-25,173973,101,503,14,2021-10-25T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173978,2021-10-25,173978,102,31,13,2021-10-25T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173986,2021-10-25,173986,111,1,3,2021-10-25T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173992,2021-10-25,173992,101,6,8,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
173999,2021-10-25,173999,101,36,16,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174007,2021-10-25,174007,101,115,77,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174013,2021-10-25,174013,102,1,50,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174018,2021-10-25,174018,105,31,4,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174024,2021-10-25,174024,128,1,4,2021-10-25T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174030,2021-10-25,174030,101,8,71,2021-10-25T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174045,2021-10-25,174045,101,502,8,2021-10-25T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
174051,2021-10-25,174051,102,31,28,2021-10-25T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157043,2021-10-06,157043,101,8,13,2021-10-06T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157048,2021-10-06,157048,101,36,19,2021-10-06T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157057,2021-10-06,157057,101,501,13,2021-10-06T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157060,2021-10-06,157060,101,505,13,2021-10-06T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157074,2021-10-06,157074,101,1,54,2021-10-06T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157081,2021-10-06,157081,101,31,4,2021-10-06T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157095,2021-10-06,157095,101,502,2,2021-10-06T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157104,2021-10-06,157104,105,31,3,2021-10-06T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157110,2021-10-06,157110,128,1,1,2021-10-06T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157127,2021-10-06,157127,101,105,2,2021-10-06T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157133,2021-10-06,157133,101,505,9,2021-10-06T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157138,2021-10-06,157138,103,1,29,2021-10-06T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157146,2021-10-06,157146,101,1,16,2021-10-06T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157152,2021-10-06,157152,101,8,10,2021-10-06T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157159,2021-10-06,157159,101,101,8,2021-10-06T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157165,2021-10-06,157165,101,115,20,2021-10-06T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157171,2021-10-06,157171,102,3,5,2021-10-06T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157184,2021-10-06,157184,101,5,17,2021-10-06T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157190,2021-10-06,157190,101,33,6,2021-10-06T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157200,2021-10-06,157200,101,115,18,2021-10-06T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157214,2021-10-06,157214,128,1,3,2021-10-06T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157223,2021-10-06,157223,101,32,6,2021-10-06T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157228,2021-10-06,157228,101,101,8,2021-10-06T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157237,2021-10-06,157237,101,503,5,2021-10-06T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157242,2021-10-06,157242,102,31,5,2021-10-06T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157249,2021-10-06,157249,110,1,6,2021-10-06T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157256,2021-10-06,157256,101,7,13,2021-10-06T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157261,2021-10-06,157261,101,35,1,2021-10-06T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157275,2021-10-06,157275,101,506,7,2021-10-06T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157280,2021-10-06,157280,104,1,32,2021-10-06T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157294,2021-10-06,157294,101,8,7,2021-10-06T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157305,2021-10-06,157305,101,112,75,2021-10-06T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157311,2021-10-06,157311,101,505,8,2021-10-06T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157326,2021-10-06,157326,101,2,36,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157332,2021-10-06,157332,101,31,13,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157339,2021-10-06,157339,101,102,23,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157347,2021-10-06,157347,101,503,11,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157353,2021-10-06,157353,103,1,24,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157358,2021-10-06,157358,108,2,62,2021-10-06T08:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157364,2021-10-06,157364,101,3,35,2021-10-06T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157370,2021-10-06,157370,101,32,20,2021-10-06T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157385,2021-10-06,157385,101,505,16,2021-10-06T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157391,2021-10-06,157391,104,1,61,2021-10-06T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157403,2021-10-06,157403,101,6,40,2021-10-06T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157408,2021-10-06,157408,101,33,28,2021-10-06T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157417,2021-10-06,157417,101,113,221,2021-10-06T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157420,2021-10-06,157420,101,502,25,2021-10-06T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157434,2021-10-06,157434,111,1,7,2021-10-06T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157441,2021-10-06,157441,101,7,44,2021-10-06T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157455,2021-10-06,157455,101,115,83,2021-10-06T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157462,2021-10-06,157462,102,3,33,2021-10-06T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157469,2021-10-06,157469,108,2,85,2021-10-06T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157476,2021-10-06,157476,101,5,77,2021-10-06T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157483,2021-10-06,157483,101,35,1,2021-10-06T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157488,2021-10-06,157488,101,105,1,2021-10-06T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157497,2021-10-06,157497,102,1,19,2021-10-06T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157506,2021-10-06,157506,110,1,14,2021-10-06T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157512,2021-10-06,157512,101,5,51,2021-10-06T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157519,2021-10-06,157519,101,35,15,2021-10-06T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157525,2021-10-06,157525,101,105,6,2021-10-06T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157531,2021-10-06,157531,101,503,48,2021-10-06T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157544,2021-10-06,157544,111,1,1,2021-10-06T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157550,2021-10-06,157550,101,6,7,2021-10-06T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157567,2021-10-06,157567,101,502,25,2021-10-06T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157573,2021-10-06,157573,102,31,11,2021-10-06T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157578,2021-10-06,157578,108,1,144,2021-10-06T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157586,2021-10-06,157586,101,5,49,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157592,2021-10-06,157592,101,33,44,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157599,2021-10-06,157599,101,105,50,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157602,2021-10-06,157602,101,115,158,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157609,2021-10-06,157609,102,3,43,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157616,2021-10-06,157616,108,2,114,2021-10-06T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157621,2021-10-06,157621,101,2,54,2021-10-06T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157635,2021-10-06,157635,101,103,6,2021-10-06T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157640,2021-10-06,157640,101,501,21,2021-10-06T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157654,2021-10-06,157654,110,1,12,2021-10-06T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157663,2021-10-06,157663,101,8,32,2021-10-06T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157668,2021-10-06,157668,101,36,21,2021-10-06T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157677,2021-10-06,157677,101,501,55,2021-10-06T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157682,2021-10-06,157682,102,1,37,2021-10-06T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157689,2021-10-06,157689,108,1,95,2021-10-06T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157696,2021-10-06,157696,101,3,22,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157707,2021-10-06,157707,101,101,20,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157713,2021-10-06,157713,101,115,89,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157718,2021-10-06,157718,101,506,10,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157724,2021-10-06,157724,105,31,4,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157730,2021-10-06,157730,128,1,2,2021-10-06T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157745,2021-10-06,157745,101,102,25,2021-10-06T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157751,2021-10-06,157751,101,501,20,2021-10-06T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157766,2021-10-06,157766,111,1,5,2021-10-06T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157772,2021-10-06,157772,101,6,58,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157779,2021-10-06,157779,101,36,19,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157787,2021-10-06,157787,101,115,121,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157793,2021-10-06,157793,102,1,36,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157798,2021-10-06,157798,105,31,5,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
157801,2021-10-06,157801,108,2,125,2021-10-06T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
