player_a,player_b,same_round_count,贝叶斯显著,Autoencoder前1percent,XGB残差前1percent,命中方法数
14841119,86785935,137,FALSE,FALSE,TRUE,1
14841119,86885827,398,FALSE,FALSE,TRUE,1
14841119,88478245,333,FALSE,FALSE,TRUE,1
14841119,89582042,305,FALSE,FALSE,TRUE,1
14841119,89949549,210,FALSE,FALSE,TRUE,1
14841119,90025173,396,FALSE,FALSE,TRUE,1
14841119,90109697,244,FALSE,FALSE,TRUE,1
14841119,90499384,602,FALSE,FALSE,TRUE,1
14841119,91128067,842,FALSE,FALSE,TRUE,1
14841119,91176479,509,FALSE,FALSE,TRUE,1
14841119,92903925,153,FALSE,TRUE,FALSE,1
14841119,92921586,338,FALSE,FALSE,TRUE,1
14841119,93830405,27,FALSE,FALSE,TRUE,1
14841119,94113628,933,FALSE,FALSE,TRUE,1
14841119,94558260,206,FALSE,FALSE,TRUE,1
14841119,95064042,406,FALSE,FALSE,TRUE,1
14841119,96006893,336,FALSE,FALSE,TRUE,1
14841119,96744288,502,FALSE,FALSE,TRUE,1
14841119,96833004,878,FALSE,FALSE,TRUE,1
14841119,97212759,561,FALSE,FALSE,TRUE,1
14841119,97563985,173,FALSE,FALSE,TRUE,1
14841119,97886163,110,FALSE,FALSE,TRUE,1
14841119,98775860,252,FALSE,FALSE,TRUE,1
14841119,99350660,1771,FALSE,FALSE,TRUE,1
14841119,99487840,672,FALSE,FALSE,TRUE,1
14841119,99950192,503,FALSE,FALSE,TRUE,1
14841119,100585465,1218,FALSE,FALSE,TRUE,1
14841119,101365161,1007,FALSE,FALSE,TRUE,1
14841119,101995071,4729,TRUE,FALSE,FALSE,1
14841119,102908195,218,FALSE,FALSE,TRUE,1
14841119,102970950,838,FALSE,FALSE,TRUE,1
14841119,103288197,165,FALSE,FALSE,TRUE,1
14841119,103517820,658,FALSE,FALSE,TRUE,1
14841119,104395297,144,FALSE,TRUE,FALSE,1
14841119,105571657,85,FALSE,TRUE,FALSE,1
14841119,105595582,2897,FALSE,FALSE,TRUE,1
14841119,105761693,3028,TRUE,FALSE,FALSE,1
14841119,105853536,462,FALSE,FALSE,TRUE,1
14841119,105901114,277,FALSE,FALSE,TRUE,1
14841119,106443602,810,FALSE,FALSE,TRUE,1
14841119,106534023,635,FALSE,FALSE,TRUE,1
14841119,107245703,262,FALSE,FALSE,TRUE,1
14841119,107306117,427,FALSE,FALSE,TRUE,1
14841119,108131348,292,FALSE,FALSE,TRUE,1
14841119,109177016,1130,FALSE,FALSE,TRUE,1
14841119,110109378,448,FALSE,FALSE,TRUE,1
