dealer_id,Estimate,Est.Error,Q2.5,Q97.5,n_obs,mean_roi,total_turnover,Q0.25,Q99.75,Q0.05,Q99.95,显著_p005,显著_p001
2276,0.00662479599484688,0.0152348326628643,-0.0232672117479111,0.0370141951652299,439,0.459429838238064,272452396,-0.0360849717912311,0.0467998402645239,-0.0445705165973775,0.0499096930128667,FALSE,FALSE
2188,0.00759881028658593,0.0121260747014164,-0.0159198035703948,0.0312460362683505,744,0.460094318105389,477767147,-0.0259356494130406,0.0401656933202712,-0.031416349882738,0.0447131592747871,FALSE,FALSE
801,0.0085556637901012,0.030011297013554,-0.0503561269135192,0.0664545130274293,82,0.464790303027683,9242290,-0.0703316263324031,0.0925461175533831,-0.0848556104105301,0.0989114697448624,FALSE,FALSE
2240,0.00861135669329,0.0348503411773707,-0.058573335346269,0.0777840513424489,40,0.470564345223,11152312,-0.0915550791703234,0.115629687253943,-0.119571764895838,0.131806876962385,FALSE,FALSE
1144,0.00906060927891258,0.0470230773376102,-0.0826544675151186,0.101593663720176,7,0.513663867081429,192427,-0.122988476423606,0.147563969429507,-0.15621249897348,0.164378491790407,FALSE,FALSE
2281,0.00921508302048326,0.0468894636825829,-0.0821504930975189,0.103515698227124,7,0.516531057981429,34053490,-0.119320734983886,0.137908068947285,-0.140753037759935,0.18225336110715,FALSE,FALSE
2230,0.0141239547198183,0.023623443918187,-0.031797742443622,0.0600342984887035,142,0.470678957399648,256954994,-0.0550585505942833,0.0805547581405042,-0.0620341985878463,0.085974910635578,FALSE,FALSE
2185,0.0143692359708208,0.0312292872501287,-0.04577686240272,0.074976682524744,56,0.47747744526125,489396301,-0.069761028888115,0.1018462391086,-0.0833937281378416,0.119072669963452,FALSE,FALSE
1965,0.0198114838820463,0.0375377552732221,-0.0540132889984263,0.0935334854971502,34,0.493516735757647,33230870,-0.0860560251903512,0.132182687667983,-0.102051164815437,0.13787824941421,FALSE,FALSE
1934,0.0203170157537611,0.0377500834161997,-0.054603182485443,0.0973830432009727,28,0.501667909961786,20883499,-0.0820097614470828,0.128277462664859,-0.0960269458699802,0.135721773173772,FALSE,FALSE
