player_id,度中心性,中介中心性,所属连通分量,分量大小
150043002,4,0,1,44638
150162829,4,0,1,44638
150173105,4,0,1,44638
150194825,4,1e-04,1,44638
150283324,4,0,1,44638
150289726,4,0,1,44638
150306673,4,0,1,44638
150322043,4,0,1,44638
150356798,4,0,1,44638
150374921,4,0,1,44638
150389025,4,0,1,44638
150402879,4,0,1,44638
150403985,4,0,1,44638
150424740,4,0,1,44638
150434847,4,0,1,44638
150444923,4,0,1,44638
150505729,4,0,1,44638
150642672,4,0,1,44638
150643681,4,0,1,44638
150644881,4,0,1,44638
150708286,4,0,1,44638
150736010,4,0,1,44638
150760414,4,0,1,44638
150791357,4,0,1,44638
150878118,4,0,1,44638
150885227,4,0,1,44638
150902087,4,0,1,44638
150912390,4,0,1,44638
150929733,4,0,1,44638
150942125,4,0,1,44638
150952066,4,0,1,44638
150954006,4,0,1,44638
150981577,4,0,1,44638
151010975,4,0,1,44638
151017815,4,0,1,44638
151036350,4,0,1,44638
151050130,4,0,1,44638
151112808,4,0,1,44638
151166791,4,0,1,44638
151223260,4,0,1,44638
151242295,4,0,1,44638
151273079,4,0,1,44638
151295743,4,0,1,44638
151370506,4,0,1,44638
151423878,4,0,1,44638
151459384,4,0,1,44638
151475104,4,0,1,44638
151521880,4,7e-04,1,44638
151618872,4,0,1,44638
151680899,4,0,1,44638
151718079,4,0,1,44638
151757727,4,0,1,44638
151787618,4,0,1,44638
151829449,4,0,1,44638
151904503,4,0,1,44638
151904539,4,0,1,44638
152238455,4,1e-04,1,44638
152297945,4,0,1,44638
152341970,4,0,1,44638
152606547,4,0,1,44638
7807066,4,0,1,44638
15439726,4,0,1,44638
18415393,4,0,1,44638
21310348,4,0,1,44638
23603469,4,0,1,44638
30170586,4,0,1,44638
32430951,4,0,1,44638
35792165,4,0,1,44638
37091721,4,0,1,44638
37558723,4,0,1,44638
38305012,4,0,1,44638
43445454,4,0,1,44638
43711916,4,2e-04,1,44638
46361538,4,0,1,44638
49193378,4,0,1,44638
49883950,4,0,1,44638
52748742,4,0,1,44638
53763076,4,0,1,44638
61774054,4,0,1,44638
63153756,4,0,1,44638
63158378,4,0,1,44638
65636342,4,0,1,44638
68233062,4,0,1,44638
72582685,4,0,1,44638
73168962,4,0,1,44638
75835327,4,0,1,44638
77503326,4,0,1,44638
78783308,4,0,1,44638
80288016,4,0,1,44638
80401724,4,0,1,44638
86183850,4,0,1,44638
90427695,4,0,1,44638
90453250,4,0,1,44638
91265609,4,0,1,44638
92272965,4,0,1,44638
92288981,4,0,1,44638
92669006,4,0,1,44638
93176094,4,0,1,44638
95737161,4,3e-04,1,44638
95806388,4,0,1,44638
100252135,4,0,1,44638
103854357,4,0,1,44638
104108408,4,0,1,44638
108069177,4,0,1,44638
108568991,4,0,1,44638
110230188,4,0,1,44638
110582986,4,0,1,44638
111031041,4,0,1,44638
111943542,4,0,1,44638
113154117,4,0,1,44638
113379913,4,0,1,44638
115417243,4,0,1,44638
115770765,4,0,1,44638
116276142,4,0,1,44638
116343115,4,0,1,44638
117468563,4,0,1,44638
117940149,4,0,1,44638
118434867,4,0,1,44638
119479266,4,0,1,44638
120409778,4,0,1,44638
120759046,4,0,1,44638
121016932,4,0,1,44638
121350298,4,0,1,44638
122015401,4,0,1,44638
122330871,4,0,1,44638
122551757,4,0,1,44638
122670041,4,0,1,44638
123143117,4,0,1,44638
123638486,4,0,1,44638
123782916,4,0,1,44638
124552126,4,0,1,44638
124749817,4,0,1,44638
125224601,4,0,1,44638
125577528,4,0,1,44638
125736421,4,0,1,44638
125804262,4,0,1,44638
127332739,4,0,1,44638
128319666,4,0,1,44638
128610718,4,0,1,44638
129324321,4,0,1,44638
129337509,4,0,1,44638
129459897,4,0,1,44638
129859946,4,0,1,44638
130165265,4,0,1,44638
130299892,4,0,1,44638
130379856,4,0,1,44638
131157096,4,0,1,44638
131462309,4,0,1,44638
131468003,4,0,1,44638
131530613,4,0,1,44638
132031840,4,0,1,44638
132308187,4,0,1,44638
132853566,4,0,1,44638
133035901,4,0,1,44638
133899332,4,0,1,44638
134440517,4,0,1,44638
135161698,4,0,1,44638
135630217,4,0,1,44638
136308142,4,0,1,44638
136330484,4,0,1,44638
136433916,4,0,1,44638
137451091,4,0,1,44638
138022521,4,0,1,44638
138148383,4,0,1,44638
138373438,4,1e-04,1,44638
138898133,4,0,1,44638
138939039,4,0,1,44638
138991237,4,0,1,44638
139284538,4,0,1,44638
139354055,4,0,1,44638
139432045,4,0,1,44638
139470006,4,0,1,44638
139642124,4,0,1,44638
140105952,4,0,1,44638
140566948,4,0,1,44638
152332794,4,0,1,44638
34994053,4,0,1,44638
116580617,4,0,1,44638
122304078,4,0,1,44638
139153738,4,0,1,44638
142206548,4,0,1,44638
146190430,4,0,1,44638
150174570,4,0,1,44638
22038266,4,0,1,44638
111720746,4,0,1,44638
115971711,4,2e-04,1,44638
130442371,4,0,1,44638
141580401,4,0,1,44638
142010448,4,0,1,44638
143874364,4,0,1,44638
146971352,4,0,1,44638
149965700,4,0,1,44638
150971583,4,0,1,44638
151172793,4,0,1,44638
151181023,4,0,1,44638
146442380,4,1e-04,1,44638
146490510,4,1e-04,1,44638
41365223,4,0,1,44638
151767835,4,1e-04,1,44638
7652964,4,0,1,44638
152731924,4,0,1,44638
130713840,4,0,1,44638
144847877,4,0,1,44638
148077727,4,0,1,44638
150334139,4,0,1,44638
150761917,4,0,1,44638
151341062,4,0,1,44638
152514630,4,3e-04,1,44638
145100961,4,0,1,44638
147436674,4,0,1,44638
148507172,4,0,1,44638
149522876,4,0,1,44638
150165037,4,3e-04,1,44638
150930572,4,0,1,44638
151056531,4,0,1,44638
151534498,4,0,1,44638
151564044,4,1e-04,1,44638
151669182,4,0,1,44638
151693492,4,0,1,44638
151864387,4,0,1,44638
152112991,4,0,1,44638
152224054,4,0,1,44638
152265687,4,0,1,44638
152733167,4,0,1,44638
152883235,4,0,1,44638
8788462,4,0,1,44638
18352110,4,0,1,44638
23716595,4,0,1,44638
25357426,4,0,1,44638
29682853,4,0,1,44638
49159134,4,0,1,44638
51475016,4,0,1,44638
60662218,4,0,1,44638
68632453,4,0,1,44638
74884809,4,0,1,44638
78904611,4,0,1,44638
82772906,4,0,1,44638
91062903,4,0,1,44638
94314040,4,0,1,44638
95755899,4,0,1,44638
110805630,4,0,1,44638
116792828,4,0,1,44638
117181865,4,0,1,44638
118677311,4,0,1,44638
119881104,4,0,1,44638
123700531,4,0,1,44638
124924904,4,0,1,44638
125053154,4,0,1,44638
125592124,4,0,1,44638
127984693,4,1e-04,1,44638
128474124,4,0,1,44638
133571553,4,0,1,44638
135598445,4,0,1,44638
136023739,4,0,1,44638
136277612,4,0,1,44638
136973351,4,0,1,44638
137788949,4,0,1,44638
138201531,4,0,1,44638
138980358,4,0,1,44638
139126103,4,0,1,44638
139232682,4,0,1,44638
139350343,4,0,1,44638
139813870,4,0,1,44638
139931094,4,0,1,44638
141910863,4,0,1,44638
142838156,4,0,1,44638
143171353,4,0,1,44638
144902485,4,0,1,44638
144913938,4,0,1,44638
145037634,4,0,1,44638
145566352,4,0,1,44638
146409316,4,0,1,44638
147077949,4,0,1,44638
147141979,4,0,1,44638
147153213,4,0,1,44638
147419411,4,0,1,44638
147451818,4,0,1,44638
147471938,4,0,1,44638
147475567,4,0,1,44638
147475568,4,0,1,44638
147504271,4,0,1,44638
147560457,4,0,1,44638
147848419,4,0,1,44638
147926114,4,0,1,44638
147965024,4,0,1,44638
148007548,4,0,1,44638
148142738,4,0,1,44638
148165195,4,0,1,44638
148367418,4,0,1,44638
148545010,4,0,1,44638
148591455,4,0,1,44638
148639641,4,0,1,44638
148742246,4,0,1,44638
149229040,4,0,1,44638
149422112,4,0,1,44638
149542758,4,0,1,44638
20669196,4,0,1,44638
24000265,4,0,1,44638
25085202,4,0,1,44638
65350652,4,0,1,44638
67970435,4,0,1,44638
70307520,4,0,1,44638
70659768,4,0,1,44638
87589020,4,0,1,44638
97519176,4,0,1,44638
99551244,4,0,1,44638
100429008,4,0,1,44638
102967041,4,1e-04,1,44638
105453718,4,0,1,44638
109439030,4,0,1,44638
109902889,4,0,1,44638
113755225,4,0,1,44638
114505032,4,0,1,44638
115308454,4,0,1,44638
119041516,4,0,1,44638
122145095,4,0,1,44638
124091696,4,0,1,44638
124915991,4,0,1,44638
126769783,4,0,1,44638
127293822,4,0,1,44638
130311179,4,0,1,44638
131211480,4,0,1,44638
133498158,4,0,1,44638
133807502,4,0,1,44638
134652910,4,0,1,44638
135496043,4,0,1,44638
136456780,4,0,1,44638
137702941,4,0,1,44638
139012402,4,1e-04,1,44638
139636194,4,0,1,44638
141125373,4,0,1,44638
141180147,4,0,1,44638
141384412,4,0,1,44638
142015583,4,0,1,44638
144022860,4,0,1,44638
144762720,4,0,1,44638
145521348,4,0,1,44638
145601666,4,0,1,44638
145781041,4,0,1,44638
145856352,4,0,1,44638
146115575,4,0,1,44638
146411892,4,0,1,44638
146623453,4,0,1,44638
147286423,4,0,1,44638
147765412,4,0,1,44638
147806033,4,0,1,44638
148170693,4,3e-04,1,44638
148207302,4,0,1,44638
148469516,4,0,1,44638
148508159,4,0,1,44638
148614783,4,0,1,44638
148840878,4,0,1,44638
149079082,4,0,1,44638
149398915,4,0,1,44638
149705819,4,0,1,44638
149738489,4,0,1,44638
149797337,4,0,1,44638
149814635,4,0,1,44638
149836121,4,0,1,44638
150092533,4,0,1,44638
150147261,4,0,1,44638
150237687,4,0,1,44638
150302455,4,0,1,44638
150412370,4,0,1,44638
150414989,4,0,1,44638
150418358,4,0,1,44638
150647207,4,0,1,44638
150726626,4,0,1,44638
150862800,4,0,1,44638
150865287,4,0,1,44638
150982179,4,0,1,44638
151090133,4,0,1,44638
151130093,4,0,1,44638
151293681,4,0,1,44638
151365528,4,0,1,44638
151472371,4,0,1,44638
151517106,4,0,1,44638
151571741,4,0,1,44638
151604127,4,0,1,44638
151646746,4,0,1,44638
151685296,4,0,1,44638
151738488,4,0,1,44638
151742247,4,0,1,44638
151750642,4,1e-04,1,44638
151766392,4,0,1,44638
151789680,4,0,1,44638
151802229,4,6e-04,1,44638
151835304,4,0,1,44638
151881574,4,0,1,44638
151886723,4,0,1,44638
152784521,4,0,1,44638
152815833,4,0,1,44638
152873293,4,1e-04,1,44638
150447732,4,0,1,44638
151084172,4,0,1,44638
151103988,4,0,1,44638
151157870,4,0,1,44638
151163445,4,0,1,44638
151378345,4,0,1,44638
151798580,4,0,1,44638
151902837,4,0,1,44638
152264271,4,0,1,44638
153159412,4,0,1,44638
18998120,4,0,1,44638
31122896,4,0,1,44638
31185945,4,0,1,44638
31273862,4,0,1,44638
42693191,4,0,1,44638
63269984,4,0,1,44638
67553792,4,0,1,44638
83224216,4,0,1,44638
85278225,4,0,1,44638
86891272,4,0,1,44638
100681239,4,0,1,44638
106577954,4,0,1,44638
111633198,4,0,1,44638
114276700,4,0,1,44638
116250705,4,0,1,44638
117231930,4,0,1,44638
118333450,4,0,1,44638
121297760,4,0,1,44638
123359991,4,0,1,44638
127775075,4,0,1,44638
128028930,4,0,1,44638
128799779,4,0,1,44638
132219300,4,0,1,44638
138958797,4,0,1,44638
142082156,4,0,1,44638
142795182,4,0,1,44638
143765140,4,0,1,44638
144488171,4,0,1,44638
144731663,4,0,1,44638
145401468,4,0,1,44638
145504294,4,1e-04,1,44638
145506636,4,0,1,44638
145860288,4,0,1,44638
146212639,4,0,1,44638
146261173,4,1e-04,1,44638
146262105,4,0,1,44638
146701709,4,0,1,44638
146912884,4,0,1,44638
147248284,4,0,1,44638
147755671,4,0,1,44638
147859921,4,0,1,44638
148306445,4,0,1,44638
148331425,4,0,1,44638
148406653,4,0,1,44638
148433523,4,0,1,44638
148867642,4,0,1,44638
149452651,4,0,1,44638
149456106,4,0,1,44638
149854807,4,0,1,44638
150172470,4,0,1,44638
150222216,4,0,1,44638
151329258,4,0,1,44638
151404005,4,0,1,44638
151486885,4,0,1,44638
151495711,4,0,1,44638
151582856,4,1e-04,1,44638
151599646,4,0,1,44638
151641058,4,0,1,44638
151694204,4,1e-04,1,44638
151728511,4,0,1,44638
151827416,4,0.0011,1,44638
152196523,4,1e-04,1,44638
152224557,4,0,1,44638
152276374,4,0,1,44638
152644894,4,0,1,44638
150326622,4,0,1,44638
142364312,4,0,1,44638
143041843,4,0,1,44638
143158806,4,0,1,44638
143177451,4,0,1,44638
143483519,4,0,1,44638
144020789,4,0,1,44638
144139290,4,0,1,44638
144309540,4,0,1,44638
144837994,4,0,1,44638
145004238,4,0,1,44638
146763037,4,0,1,44638
147083407,4,0,1,44638
147542725,4,0,1,44638
147723299,4,0,1,44638
148561290,4,0,1,44638
149285779,4,0,1,44638
149844983,4,0,1,44638
150176033,4,0,1,44638
150261599,4,0,1,44638
150717220,4,0,1,44638
150809700,4,0,1,44638
151331162,4,0,1,44638
151509126,4,0,1,44638
151517659,4,0,1,44638
151733419,4,0,1,44638
151749888,4,0,1,44638
152102337,4,0,1,44638
152274647,4,0,1,44638
152705861,4,0,1,44638
152724522,4,0,1,44638
152830276,4,0,1,44638
69672141,4,0,1,44638
147955940,4,0,1,44638
20364488,4,0,1,44638
80161980,4,0,1,44638
96991371,4,0,1,44638
114746476,4,0,1,44638
122552999,4,0,1,44638
148308624,4,0,1,44638
150768421,4,0,1,44638
76182687,4,0,1,44638
142063132,4,0,1,44638
143441569,4,0,1,44638
144272886,4,0,1,44638
144747040,4,0,1,44638
145782733,4,0,1,44638
147055848,4,0,1,44638
147187238,4,0,1,44638
148452792,4,0,1,44638
149193678,4,0,1,44638
149250755,4,1e-04,1,44638
149624622,4,3e-04,1,44638
149720963,4,0,1,44638
149896087,4,0,1,44638
150030397,4,0,1,44638
150997872,4,0,1,44638
152733331,4,0,1,44638
152770190,4,0,1,44638
13579424,4,5e-04,1,44638
147395014,4,0,1,44638
151550881,4,0,1,44638
142438796,4,0,1,44638
142471788,4,0,1,44638
142788245,4,0,1,44638
143830442,4,1e-04,1,44638
147911603,4,0,1,44638
148431655,4,0,1,44638
149114398,4,3e-04,1,44638
149365940,4,0,1,44638
149975653,4,0,1,44638
150059794,4,2e-04,1,44638
150078044,4,0,1,44638
150263215,4,0,1,44638
150645424,4,0,1,44638
151499885,4,0,1,44638
151502220,4,0,1,44638
94949981,4,1e-04,1,44638
47020904,4,0,1,44638
68457746,4,0,1,44638
112356167,4,0,1,44638
124836367,4,0,1,44638
142175481,4,0,1,44638
150279163,4,0,1,44638
151157886,4,0,1,44638
151250531,4,0,1,44638
151882195,4,0,1,44638
146076244,4,0,1,44638
148758187,4,0,1,44638
149461389,4,0,1,44638
135311899,4,0,1,44638
146797259,4,0,1,44638
148448428,4,0,1,44638
148613871,4,0,1,44638
148625489,4,0,1,44638
148691398,4,0,1,44638
149129717,4,0,1,44638
149583852,4,0,1,44638
150446825,4,0,1,44638
150454785,4,0,1,44638
150712059,4,0,1,44638
150779475,4,0,1,44638
150937235,4,0,1,44638
151169780,4,0,1,44638
151243263,4,0,1,44638
151421978,4,0,1,44638
152203056,4,0,1,44638
152625623,4,0,1,44638
152665574,4,0,1,44638
152728649,4,0,1,44638
152756180,4,0,1,44638
152846589,4,0,1,44638
152846970,4,0,1,44638
93282155,4,0,1,44638
150308305,4,0,1,44638
30686071,4,0,1,44638
136581116,4,1e-04,1,44638
122991841,4,0,1,44638
119837238,4,0,1,44638
128789298,4,0,1,44638
143014057,4,0,1,44638
144565403,4,0,1,44638
145872526,4,0,1,44638
145983076,4,0,1,44638
145990481,4,0,1,44638
146449551,4,0,1,44638
146668815,4,0,1,44638
146824692,4,0,1,44638
147382651,4,0,1,44638
147407524,4,0,1,44638
148413863,4,0,1,44638
148645302,4,0,1,44638
148787550,4,0,1,44638
148862974,4,0,1,44638
148891332,4,0,1,44638
149050541,4,0,1,44638
149103888,4,0,1,44638
149464398,4,0,1,44638
149478015,4,0,1,44638
149543529,4,0,1,44638
149551683,4,0,1,44638
149603707,4,0,1,44638
149619072,4,0,1,44638
149836652,4,0,1,44638
149910888,4,0,1,44638
150288833,4,0,1,44638
150379193,4,0,1,44638
150559209,4,0,1,44638
150677808,4,0,1,44638
150812934,4,1e-04,1,44638
151029567,4,0,1,44638
151051181,4,0,1,44638
151363173,4,0,1,44638
151462676,4,0,1,44638
151735844,4,0,1,44638
151773265,4,3e-04,1,44638
151955376,4,0,1,44638
152319001,4,0,1,44638
152381594,4,0,1,44638
152389528,4,0,1,44638
152616549,4,0,1,44638
152754446,4,0,1,44638
152318416,4,0,1,44638
152422366,4,0,1,44638
152595026,4,0,1,44638
152708976,4,0,1,44638
152859166,4,0,1,44638
142502500,4,0,1,44638
148740118,4,0,1,44638
151042367,4,0,1,44638
152152286,4,0,1,44638
153062077,4,0,1,44638
66964734,4,0,1,44638
140287806,4,0,1,44638
151931406,4,0,1,44638
141006580,4,0,1,44638
146603495,4,0,1,44638
146717605,4,0,1,44638
147077618,4,0,1,44638
148969553,4,0,1,44638
149258388,4,0,1,44638
149367049,4,0,1,44638
149905837,4,0,1,44638
149907190,4,0,1,44638
150099884,4,0,1,44638
150274681,4,0,1,44638
150306229,4,0,1,44638
150490531,4,0,1,44638
150929407,4,0,1,44638
150945284,4,0,1,44638
150954387,4,0,1,44638
151676284,4,0,1,44638
152766007,4,7e-04,1,44638
149233027,4,0,1,44638
142538002,4,0,1,44638
146789716,4,0,1,44638
145630285,4,0,1,44638
148401708,4,1e-04,1,44638
149312312,4,0,1,44638
149359359,4,0,1,44638
150469768,4,0,1,44638
150712969,4,0,1,44638
150728299,4,0,1,44638
151190486,4,0,1,44638
151522564,4,0,1,44638
151546477,4,0,1,44638
152877476,4,0,1,44638
148723592,4,0,1,44638
118274131,4,0,1,44638
144602777,4,0,1,44638
144807876,4,0,1,44638
145552938,4,0,1,44638
146067741,4,0,1,44638
146716371,4,0,1,44638
148196514,4,0,1,44638
148470269,4,0,1,44638
148471538,4,0,1,44638
148561580,4,0,1,44638
149562308,4,0,1,44638
149608336,4,0,1,44638
150450513,4,0,1,44638
151953350,4,0,1,44638
152066066,4,0,1,44638
152262346,4,0,1,44638
152897770,4,0,1,44638
152904319,4,0,1,44638
148467260,4,0,1,44638
66640095,4,0,1,44638
130123303,4,0,1,44638
7017250,4,0,1,44638
151711835,4,1e-04,1,44638
152773965,4,0,1,44638
12737222,4,0,1,44638
50484614,4,0,1,44638
64277334,4,0,1,44638
79106444,4,0,1,44638
81836267,4,0,1,44638
89834686,4,0,1,44638
97967357,4,0,1,44638
104464497,4,0,1,44638
116111746,4,0,1,44638
122584750,4,0,1,44638
142015541,4,0,1,44638
142018017,4,0,1,44638
144337013,4,0,1,44638
145010183,4,0,1,44638
146200123,4,0,1,44638
146341679,4,0,1,44638
146780853,4,0,1,44638
147007867,4,0,1,44638
147055658,4,0,1,44638
147474513,4,0,1,44638
147713556,4,0,1,44638
148030089,4,0,1,44638
148257909,4,0,1,44638
149300103,4,0,1,44638
149399107,4,0,1,44638
149740111,4,0,1,44638
149762417,4,3e-04,1,44638
149887660,4,0,1,44638
149912920,4,0,1,44638
149949492,4,0,1,44638
150236383,4,0,1,44638
150322611,4,0,1,44638
150747471,4,0,1,44638
150823595,4,0,1,44638
150953863,4,0,1,44638
151071812,4,0,1,44638
151150242,4,0,1,44638
151440296,4,0,1,44638
151492052,4,0,1,44638
151541166,4,0,1,44638
151720167,4,0,1,44638
152005802,4,0,1,44638
109456478,4,0,1,44638
144561103,4,0,1,44638
144595698,4,0,1,44638
144982539,4,0,1,44638
145661767,4,0,1,44638
145928785,4,0,1,44638
145966647,4,0,1,44638
146259750,4,0,1,44638
146354487,4,0,1,44638
146479847,4,0,1,44638
147572776,4,0,1,44638
147592244,4,0,1,44638
148073478,4,0,1,44638
148404330,4,0,1,44638
148409400,4,0,1,44638
148420180,4,0,1,44638
148426737,4,0,1,44638
148504883,4,0,1,44638
148619120,4,0,1,44638
148745595,4,0,1,44638
148939389,4,0,1,44638
148998995,4,0,1,44638
149176980,4,0,1,44638
149479290,4,0,1,44638
149925509,4,0,1,44638
149987892,4,0,1,44638
150179077,4,0,1,44638
150428820,4,0,1,44638
150431929,4,0,1,44638
150481572,4,0,1,44638
150876106,4,0,1,44638
150887581,4,0,1,44638
151289013,4,0,1,44638
151342807,4,0,1,44638
151382006,4,0,1,44638
151405394,4,0,1,44638
151521037,4,0,1,44638
151612636,4,0,1,44638
151692007,4,0,1,44638
151698902,4,0,1,44638
151824134,4,0,1,44638
151856218,4,0,1,44638
151955481,4,0,1,44638
152061080,4,0,1,44638
152069218,4,0,1,44638
152252565,4,0,1,44638
152396309,4,0,1,44638
152606297,4,0,1,44638
151047195,4,0,1,44638
148403819,4,0,1,44638
148544424,4,0,1,44638
150421286,4,0,1,44638
150646462,4,0,1,44638
150952554,4,0,1,44638
137411040,4,0,1,44638
148843977,4,0,1,44638
148253022,4,0,1,44638
149768373,4,1e-04,1,44638
150956747,4,0,1,44638
148457968,4,0,1,44638
25367395,4,0,1,44638
31374067,4,0,1,44638
146295837,4,0,1,44638
149053110,4,0,1,44638
147387654,4,0,1,44638
151937061,4,0,1,44638
148901662,4,0,1,44638
150054611,4,0,1,44638
150649815,4,0,1,44638
150765276,4,0,1,44638
143850482,4,0,1,44638
151416945,4,0,1,44638
151575092,4,0,1,44638
151759592,4,0,1,44638
152018748,4,0,1,44638
150902136,4,0,1,44638
103606494,4,0,1,44638
124002617,4,0,1,44638
14545778,4,0,1,44638
99321492,4,0,1,44638
129007578,4,0,1,44638
148942828,4,0,1,44638
142973306,4,0,1,44638
145178156,4,0,1,44638
145282273,4,0,1,44638
145505303,4,0,1,44638
146262799,4,0,1,44638
146779423,4,0,1,44638
147893205,4,0,1,44638
148402943,4,0,1,44638
148412087,4,0,1,44638
148418699,4,0,1,44638
148590701,4,0.001,1,44638
148710828,4,0,1,44638
149050493,4,0,1,44638
149068935,4,0,1,44638
149093289,4,0,1,44638
149372870,4,0,1,44638
149449411,4,0,1,44638
149683135,4,0,1,44638
150207241,4,0,1,44638
150494860,4,0,1,44638
150851057,4,0,1,44638
150933770,4,0,1,44638
150973279,4,0,1,44638
151161098,4,0,1,44638
151166628,4,0,1,44638
21954631,4,0,1,44638
122553340,4,0,1,44638
145764845,4,0,1,44638
148408553,4,1e-04,1,44638
152733881,4,0,1,44638
139990304,4,0,1,44638
144841614,4,0,1,44638
145870756,4,0,1,44638
146212836,4,0,1,44638
146268663,4,0,1,44638
146270800,4,0,1,44638
146454876,4,0,1,44638
146747468,4,0,1,44638
147487106,4,0,1,44638
147553874,4,0,1,44638
147941009,4,0,1,44638
148408925,4,0,1,44638
148428791,4,0,1,44638
148432754,4,0,1,44638
148443337,4,0,1,44638
148460780,4,0,1,44638
148477610,4,0,1,44638
148494775,4,0,1,44638
148568605,4,0,1,44638
148711736,4,0,1,44638
148815585,4,0,1,44638
148840352,4,0,1,44638
148863322,4,0,1,44638
149161044,4,0,1,44638
149189108,4,0,1,44638
149252398,4,0,1,44638
149268520,4,0,1,44638
149460050,4,0,1,44638
149525569,4,0,1,44638
149526125,4,0,1,44638
149586063,4,0,1,44638
149808205,4,0,1,44638
149884004,4,0,1,44638
149981412,4,0,1,44638
150105995,4,0,1,44638
150132000,4,0,1,44638
150152337,4,0,1,44638
150152942,4,0,1,44638
151073054,4,0,1,44638
151744914,4,0,1,44638
151930027,4,0,1,44638
151988997,4,0,1,44638
152068255,4,0,1,44638
111800644,4,1e-04,1,44638
59203590,4,0,1,44638
144849759,4,0,1,44638
145218348,4,0,1,44638
146745886,4,0,1,44638
147450050,4,0,1,44638
147910014,4,0,1,44638
145634498,4,0,1,44638
145723785,4,0,1,44638
147451034,4,0,1,44638
147795808,4,0,1,44638
147832913,4,0,1,44638
148210570,4,0,1,44638
148409534,4,0,1,44638
148431113,4,0,1,44638
148431597,4,0,1,44638
148457138,4,0,1,44638
148471068,4,0,1,44638
148484954,4,0,1,44638
148941923,4,0,1,44638
149402535,4,0,1,44638
149579864,4,0,1,44638
150153351,4,0,1,44638
150179888,4,0,1,44638
150829312,4,0,1,44638
150966395,4,0,1,44638
151027297,4,0,1,44638
151255254,4,0,1,44638
152314561,4,0,1,44638
152409358,4,0,1,44638
152579920,4,0,1,44638
152661176,4,0,1,44638
152800801,4,0,1,44638
152890601,4,0,1,44638
152278467,4,0,1,44638
152578443,4,0,1,44638
152872907,4,0,1,44638
148949453,4,0,1,44638
148450176,4,0,1,44638
149766377,4,0,1,44638
151109195,4,0,1,44638
112148903,4,0,1,44638
3813771,3,0,1,44638
4020175,3,0,1,44638
4204837,3,1e-04,1,44638
5741627,3,0,1,44638
3288497,3,0,8,4
6161682,3,0,1,44638
7269500,3,1e-04,1,44638
21877857,3,0,1,44638
28883031,3,1e-04,1,44638
114588397,3,0,1,44638
137452746,3,0,1,44638
141248725,3,0,1,44638
147741674,3,0,1,44638
148091801,3,0,1,44638
150505772,3,0,1,44638
152570866,3,0,1,44638
67610829,3,1e-04,1,44638
137666873,3,1e-04,1,44638
149710432,3,0,1,44638
79465019,3,0,1,44638
127556113,3,0,1,44638
139356839,3,0,1,44638
149615643,3,0,1,44638
17853551,3,0,1,44638
115353701,3,0,1,44638
122216961,3,0,1,44638
142411692,3,0,1,44638
150884546,3,0,1,44638
150957670,3,0,1,44638
85120983,3,0,1,44638
90454409,3,0,1,44638
149552864,3,0,1,44638
115960712,3,0,1,44638
6044328,3,0,1,44638
11050517,3,0,1,44638
37687359,3,0,1,44638
51328949,3,1e-04,1,44638
82919245,3,0,1,44638
90226390,3,0,1,44638
107890829,3,0,1,44638
109462929,3,0,1,44638
115168875,3,1e-04,1,44638
115393029,3,0,1,44638
122058085,3,0,1,44638
122312840,3,0,1,44638
123707739,3,0,1,44638
124913630,3,0,1,44638
129900188,3,0,1,44638
133462812,3,0,1,44638
134522977,3,0,1,44638
141413833,3,0,1,44638
141464908,3,0,1,44638
143392671,3,0,1,44638
144258038,3,0,1,44638
145214783,3,0,1,44638
145869316,3,0,1,44638
147212775,3,0,1,44638
147500070,3,0,1,44638
147973991,3,0,1,44638
148055290,3,0,1,44638
148421142,3,0,1,44638
148439102,3,0,1,44638
148951144,3,0,1,44638
149269248,3,0,1,44638
149775685,3,0,1,44638
150133341,3,0,1,44638
150213154,3,0,1,44638
150213895,3,1e-04,1,44638
150263046,3,0,1,44638
150273067,3,0,1,44638
152969093,3,0,1,44638
127256277,3,0.0147,1,44638
141908018,3,6e-04,1,44638
146439744,3,0,1,44638
146785975,3,0,1,44638
80970970,3,0,1,44638
98177898,3,0,1,44638
108465394,3,0,1,44638
114047915,3,0,1,44638
134602074,3,0,1,44638
147411291,3,0,1,44638
148858438,3,0,1,44638
149304066,3,0,1,44638
151054683,3,0,1,44638
151722072,3,0,1,44638
151727195,3,0,1,44638
121834360,3,0,1,44638
145985252,3,0,1,44638
5732163,3,0,1,44638
5753030,3,0,1,44638
6074159,3,0,1,44638
6312901,3,0,1,44638
8897704,3,0,1,44638
12410172,3,0,1,44638
16579031,3,0,1,44638
22205928,3,0,1,44638
22322858,3,0,1,44638
23462019,3,0,1,44638
24817093,3,0,1,44638
25818397,3,0,1,44638
27836816,3,0,1,44638
31641264,3,0,1,44638
31757654,3,0,1,44638
32080966,3,0,1,44638
32532046,3,0,1,44638
32943371,3,0,1,44638
35879966,3,0,1,44638
40301765,3,0,1,44638
41623039,3,0,1,44638
47432939,3,0,1,44638
48250150,3,0,1,44638
49186175,3,0,1,44638
51911093,3,1e-04,1,44638
52528756,3,0,1,44638
53637249,3,0,1,44638
55307111,3,0,1,44638
58780791,3,0,1,44638
62606468,3,0,1,44638
64642315,3,0,1,44638
65564531,3,0,1,44638
66728492,3,0,1,44638
67714642,3,0,1,44638
68508118,3,0,1,44638
