未处置_注单行数,已处置_注单行数,未处置_局键数,已处置_局键数,未处置_会员数,已处置_会员数,未处置_IP数,已处置_IP数,未处置_单局最大会员数,已处置_单局最大会员数,单局最大会员数_差额,剔除行数,剔除占比
131058975,131058873,6319522,6319455,748927,748925,1365096,1365096,256,256,0,102,8E-7
