L0_注单层行数,L1_玩家局层应有行数,L2_局层应有行数,L3_会员层应有行数,桌台数,荷官数含哨兵,荷官数排除哨兵,IP数,每玩家局平均注单数,每局平均注单数
130158306,95605160,6321200,749015,30,303,302,1365328,1.3614151,20.5907590
