注单行数,局键数,单局最大注单行数,单局最大会员数,单局会员数P999,跨桌局键数_应为0,bet03跨桌数,bet03唯一值数,局键含哨兵值行数
131058975,6319522,414,256,93.0129165649414,0,0,129004,102
