源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,来源库,来源表,ODS表名,同步时间
c4ca4238a0b923820dcc509a6f75849b,2026-07-23,1,9682bfcfbcb8ae058feb79b3fc8025bd,a168,site,ods_a168_site,2026-07-23T04:35:36Z
