源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",代碼,支付平台名稱,API網址,訂單查詢網址,前端通知網址,異步通知網址,類型 1:存 2:提,啟停用,備註,建立時間,操作者utp,操作者層級,操作者編號,操作時間,操作者ip,来源库,来源表,ODS表名,同步时间
c4ca4238a0b923820dcc509a6f75849b,2019-12-31,1,6001,盛欣支付,https://apilive.shengxingpay.com/Merchant/{url},https://apilive.shengxingpay.com/Merchant/OrderQuery,https://api3rd.a45.me/callback/6001/front,https://api3rd.a45.me/api/callback/6001/deposit.php,1,1,__STARROCKS_NULL__,2019-12-31T06:00:01Z,,0,0,__STARROCKS_NULL__,,a168,payment_platform,ods_a168_payment_platform,2026-05-19T18:57:08Z
c81e728d9d4c2f636f067f89cc14862c,2019-12-31,2,6002,快樂付,http://khgri4829.com:6084/api/pay/V2,http://ailefupay.cc:8084/api/defray/queryV2,https://api3rd.a45.me/callback/6002/front,https://api3rd.a45.me/api/callback/6002/deposit.php,1,1,__STARROCKS_NULL__,2019-12-31T06:00:01Z,,0,0,__STARROCKS_NULL__,,a168,payment_platform,ods_a168_payment_platform,2026-05-19T18:57:08Z
eccbc87e4b5ce2fe28308fd9f2a7baf3,2019-12-31,3,6003,豪匯 honor pay,https://www.honor5858.com/api/pay_qr,https://www.honor5858.com/api/pay_status,https://api3rd.a45.me/callback/6003/front,https://api3rd.a45.me/api/callback/6003/deposit.php,1,1,__STARROCKS_NULL__,2019-12-31T06:00:01Z,,0,0,__STARROCKS_NULL__,,a168,payment_platform,ods_a168_payment_platform,2026-05-19T18:57:08Z
