源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,来源库,来源表,ODS表名,同步时间
4d410063822cd9be28f86701c0bc3a31,2025-08-28,10159,"101,103,104,107,110",2025-08-28T15:01:02Z,a168,opengame_log,ods_a168_opengame_log,2026-05-19T18:57:59Z
