源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,序號,遊戲id,開始時間,最小值,最大值,機率,次數,"",狀態,最後操作人,最後操作時間,来源库,来源表,ODS表名,同步时间
c4ca4238a0b923820dcc509a6f75849b,2018-12-06,1,101,2018-12-11T12:00:00Z,1,1,1,1,1,1,9,2018-12-06T11:16:25Z,a168,jackpot,ods_a168_jackpot,2026-05-19T18:57:14Z
