源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",代理id,"活动状态:0:关闭,1:开启",開始活动时间,結束活动时间,紅包雨更新鎖,紅包雨總金額,單次紅包雨總金額範圍,單次紅包雨總金額範圍_1,"点击红包时间间隔(秒), 0代表无时间间隔",单次红包雨可领取次数(20211223 不使用rex),紅包雨gid配置,持續時間,活動獎金是否需要打碼,"需打碼時,獎金的%數",活動規則,黑名單帳號(逗號隔開)(不使用),操作者類型,操作者id,操作時間,来源库,来源表,ODS表名,同步时间
c4ca4238a0b923820dcc509a6f75849b,2021-12-29,1,0,0,2021-12-01T00:00:00Z,2021-12-02T00:00:00Z,0,0,0,0,0,0,"101,102",0,0,0,,,C,179,2021-12-29T15:56:36Z,a168,RedPacketSetup,ods_a168_RedPacketSetup,2026-05-19T19:04:41Z
