dt,n_orders,n_members,stake_sum,validbet_sum,ggr_sum,late_stake_share,stake_ramp_day,hold_pct,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
2026-07-03,944494,19628,103338380.4203,92600672.0096,1684298.1677,0.209699,0.921362,1.629886,103338380.4203,92600672.0096,1616295.2402,944494,45363,-0.01564080,,-0.01564080,-0.01629886,-1616295.2402,103338380.4203,OK,68002.9275,59802.1386,4.0122,95.9878,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,59802.1386,61635.3115,67063.8349,66947.5800,61270.8093,4.012244,4.053503,4.295804,4.588923,4.340775,95.987756,95.946497,95.704196,95.411077,95.659225,4.9902,316719.6742,283887.4672,1231572.6385,1264404.8455,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1556493.1016,88850424.3256,1548292.3127,1488490.1741,-8200.7889,0.01498274,0.01440404,59802.1386,1488490.1741,0.01440404,59802.1386,61635.3115,67063.8349,66947.5800,61270.8093,1488490.1741,0.01440404,316719.6742,283887.4672,1231572.6385,1264404.8455,0.01191786,0.01223558,-0.00007936,109.4114,2041.3260,35.6303,1616295.2402,1704.9528,103338380.4203,45363.0000,,109.4114,5.1636,16.6362,55.2012,200.0,361.7575,1663.6167,12.9089,-2.5526,21.745245,99.999997,6.576717,29,122,26541,16,0E-8,0.01564080,,0.00073437,0.049832,0.896092,0.088579,,2026-07-03,2026-07-03,1,948,29,1,1.000000,,,0.000000,4,0.5072463768115942,0.5579710144927537,0.5579710144927537,0.6811594202898551,0.6811594202898551,0.6811594202898551,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00874236,E 常规,71,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-16,936889,20446,110244959.4853,99224355.1017,1641851.9066,0.230965,1.005380,1.489276,110244959.4853,99224355.1017,1601034.7912,936889,44822,-0.01452252,,-0.01452252,-0.01489276,-1601034.7912,110244959.4853,OK,40817.1154,59644.4969,3.9806,96.0194,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,59644.4969,60422.4685,54857.4269,71002.2840,76324.4982,3.980576,4.016762,4.184845,4.638618,4.465398,96.019424,95.983238,95.815155,95.361382,95.534602,4.9926,322251.1744,300754.2989,1237966.5013,1259463.3768,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1541390.2943,95160357.6767,1560217.6758,1500573.1789,18827.3815,0.01415228,0.01361126,59644.4969,1500573.1789,0.01361126,59644.4969,60422.4685,54857.4269,71002.2840,76324.4982,1500573.1789,0.01361126,322251.1744,300754.2989,1237966.5013,1259463.3768,0.01122923,0.01142423,0.00017078,117.6713,2213.7422,35.7198,1601034.7912,1703.2285,110244959.4853,44822.0000,,117.6713,5.1891,13.6799,51.8914,165.7637,337.2793,1297.2861,11.1494,-2.1006,24.655116,94.831616,8.601773,29,105,26491,16,0E-8,0.01452252,,0.00041136,0.036278,0.900035,0.069679,,2026-05-16,2026-05-16,1,940,29,1,1.000000,,,0.000000,5,0.5144927536231884,0.6521739130434783,0.6521739130434783,0.8768115942028986,0.8768115942028986,0.8768115942028986,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00879496,E 常规,72,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-25,910433,20239,93581214.7076,84697867.8418,1644114.6775,0.225648,0.985476,1.756885,93581214.7076,84697867.8418,1611045.9555,910433,44665,-0.01721548,,-0.01721548,-0.01756885,-1611045.9555,93581214.7076,OK,33068.7220,62536.6999,3.9963,96.0037,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62536.6999,63422.6718,65873.8710,75458.1605,67063.4840,3.996289,4.038634,4.217544,4.719687,4.565324,96.003711,95.961366,95.782456,95.280313,95.434676,4.9914,334354.8873,308486.8971,1243622.3462,1269490.3364,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1548509.2556,81311818.7817,1577977.2334,1515440.5335,29467.9779,0.01686212,0.01619385,62536.6999,1515440.5335,0.01619385,62536.6999,63422.6718,65873.8710,75458.1605,67063.4840,1515440.5335,0.01619385,334354.8873,308486.8971,1243622.3462,1269490.3364,0.01328923,0.01356565,0.00031489,102.7876,1896.2917,36.0695,1611045.9555,1723.0438,93581214.7076,44665.0000,,102.7876,5.2352,15.7056,52.3519,170.2315,316.2355,1308.7977,13.088,-2.3195,20.135243,83.333332,6.544657,29,110,25738,16,0E-8,0.01721548,,0.00039043,0.036548,0.905073,0.065036,,2026-04-25,2026-04-25,1,935,29,1,1.000000,,,0.000000,3,0.5217391304347826,0.463768115942029,0.463768115942029,0.43478260869565216,0.43478260869565216,0.43478260869565216,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00881041,E 常规,73,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-31,962480,19082,93174502.2258,84340161.1501,1738216.9376,0.230985,1.018978,1.865550,93174502.2258,84340161.1501,1670338.6983,962480,45204,-0.01792699,-0.01792699,,-0.01865550,-1670338.6983,93174502.2258,OK,67878.2394,61335.2622,3.9997,96.0003,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,61335.2622,63218.6419,65635.3566,52753.3826,72272.6451,3.999740,4.042778,4.183786,4.584376,4.467056,96.000260,95.957222,95.816214,95.415624,95.532944,4.9893,315215.2884,291284.3232,1287245.1705,1311176.1357,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1609003.4361,80893827.5244,1602460.4589,1541125.1967,-6542.9771,0.01719849,0.01654020,61335.2622,1541125.1967,0.01654020,61335.2622,63218.6419,65635.3566,52753.3826,72272.6451,1541125.1967,0.01654020,315215.2884,291284.3232,1287245.1705,1311176.1357,0.01381542,0.01407226,-0.00007022,96.8067,1865.7677,36.9511,1670338.6983,1736.3188,93174502.2258,45204.0000,96.8067,,4.6849,15.5083,51.6356,182.0806,344.5699,1301.3518,12.8426,-2.0439,22.218447,83.913351,6.242258,29,110,25632,16,1.00000000,0.01792699,0.01792699,0.00080482,0.040267,0.905185,0.080069,,2026-07-31,2026-07-31,1,962,29,1,1.000000,,1.000000,3.333333,2,0.5289855072463768,0.4420289855072464,0.4420289855072464,0.391304347826087,0.391304347826087,0.391304347826087,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00875772,E 常规,74,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-04,856947,18184,90084749.5235,81094662.6873,1733056.4780,0.214218,0.916314,1.923807,90084749.5235,81094662.6873,1672924.5698,856947,45295,-0.01857056,,-0.01857056,-0.01923807,-1672924.5698,90084749.5235,OK,60131.9082,64610.3636,4.0111,95.9889,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,64610.3636,65777.7924,62253.3652,66909.8145,74245.3707,4.011093,4.050033,4.210515,4.665989,4.623016,95.988907,95.949967,95.789485,95.334011,95.376984,4.9898,333796.7064,307780.1433,1278995.9552,1305012.5183,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1608314.2062,77742641.2651,1612792.6616,1548182.2980,4478.4554,0.01790306,0.01718584,64610.3636,1548182.2980,0.01718584,64610.3636,65777.7924,62253.3652,66909.8145,74245.3707,1548182.2980,0.01718584,333796.7064,307780.1433,1278995.9552,1305012.5183,0.01419770,0.0144865,0.00004971,105.1229,1790.3668,36.9340,1672924.5698,1772.1659,90084749.5235,45295.0000,,105.1229,5.1431,16.6172,51.4311,175.8538,385.733,1704.1582,12.8578,-2.0771,23.212933,102.554114,6.326165,29,124,24132,16,0E-8,0.01857056,,0.00074150,0.044519,0.900204,0.077222,,2026-06-04,2026-06-04,1,944,29,1,1.000000,,,0.000000,2,0.5362318840579711,0.38405797101449274,0.38405797101449274,0.32608695652173914,0.32608695652173914,0.32608695652173914,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00874892,E 常规,75,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-28,824350,17357,92207188.2070,82847213.5925,1758241.2391,0.228235,1.003905,1.906837,92207188.2070,82847213.5925,1691474.5712,824350,45214,-0.01834428,,-0.01834428,-0.01906837,-1691474.5712,92207188.2070,OK,66766.6679,71913.7384,4.0268,95.9732,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,71913.7384,71499.9151,69295.4610,93589.3230,66069.4925,4.026814,4.075046,4.370370,5.106383,4.440579,95.973186,95.924954,95.629630,94.893617,95.559421,4.9765,372367.9300,345906.5219,1252339.9733,1278801.3815,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1619560.8328,79348795.3541,1624707.9034,1552794.1649,5147.0705,0.01762019,0.01684027,71913.7384,1552794.1649,0.01684027,71913.7384,71499.9151,69295.4610,93589.3230,66069.4925,1552794.1649,0.01684027,372367.9300,345906.5219,1252339.9733,1278801.3815,0.01358180,0.01386878,0.00005582,111.8544,1832.3354,37.4104,1691474.5712,1782.3757,92207188.2070,45214.0000,,111.8544,5.1891,15.5674,51.8914,174.5386,344.5306,1470.9966,12.9729,-2.1006,22.131495,94.491915,7.185155,29,112,23110,16,0E-8,0.01834428,,0.00080590,0.041970,0.898490,0.073639,,2026-05-28,2026-05-28,1,949,29,1,1.000000,,,0.000000,2,0.5434782608695652,0.4057971014492754,0.4057971014492754,0.35507246376811596,0.35507246376811596,0.35507246376811596,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00875676,E 常规,76,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-08,864702,18518,111319206.6432,100401529.3608,1768587.3891,0.203126,0.893329,1.588753,111319206.6432,100401529.3608,1701728.5421,864702,45170,-0.01528693,-0.01528693,,-0.01588753,-1701728.5421,111319206.6432,OK,66858.8470,62334.7194,4.0103,95.9897,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62334.7194,60785.9931,76376.5593,78607.0451,81763.1247,4.010324,4.068528,4.242653,4.659171,4.401918,95.989676,95.931472,95.757347,95.340829,95.598082,4.9853,359867.4416,326726.6108,1275002.2535,1308143.0843,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1639393.8227,96270447.1562,1634869.6951,1572534.9757,-4524.1276,0.01468632,0.01412636,62334.7194,1572534.9757,0.01412636,62334.7194,60785.9931,76376.5593,78607.0451,81763.1247,1572534.9757,0.01412636,359867.4416,326726.6108,1275002.2535,1308143.0843,0.01145357,0.01175128,-0.00004064,128.7371,2222.7480,37.6739,1701728.5421,1802.6785,111319206.6432,45170.0000,128.7371,,5.1636,17.0532,58.7575,204.3903,420.6404,1663.6167,12.9089,-2.1353,24.666378,97.554584,7.54915,29,111,24464,16,1.00000000,0.01528693,0.01528693,0.00066591,0.046653,0.901925,0.101837,,2026-07-08,2026-07-08,1,944,29,1,1.000000,,1.000000,3.333333,5,0.5507246376811594,0.5942028985507246,0.5942028985507246,0.8913043478260869,0.8913043478260869,0.8913043478260869,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00876102,E 常规,77,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-01,989913,21699,136486610.8159,122928597.9584,1824544.8325,0.209722,0.907933,1.336794,136486610.8159,122928597.9584,1732494.4592,989913,45359,-0.01269351,,-0.01269351,-0.01336794,-1732494.4592,136486610.8159,OK,92050.3733,65981.9147,4.0251,95.9749,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,65981.9147,66717.6678,52274.6963,57613.6585,59090.7035,4.025079,4.064228,4.210419,4.603227,4.466538,95.974921,95.935772,95.789581,95.396773,95.533462,4.9895,301678.6408,279598.3026,1338765.4452,1360845.7833,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1666512.5445,117898492.9682,1640444.0860,1574462.1712,-26068.4585,0.01201908,0.01153565,65981.9147,1574462.1712,0.01153565,65981.9147,66717.6678,52274.6963,57613.6585,59090.7035,1574462.1712,0.01153565,301678.6408,279598.3026,1338765.4452,1360845.7833,0.00980877,0.00997054,-0.00019100,137.8774,2710.1258,38.1952,1732494.4592,1837.2158,136486610.8159,45359.0000,,137.8774,5.1636,16.6362,60.0,204.3903,422.1015,2011.6356,12.9089,-2.0439,25.372522,120.919413,8.287809,29,115,29290,16,0E-8,0.01269351,,0.00074881,0.058361,0.900664,0.091139,,2026-07-01,2026-07-01,1,943,29,1,1.000000,,,0.000000,5,0.5579710144927537,0.7463768115942029,0.7463768115942029,0.9927536231884058,0.9927536231884058,0.9927536231884058,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00874275,E 常规,78,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-09,1058765,22185,108558678.1295,97553590.1277,1716129.5179,0.207892,0.870278,1.580831,108558678.1295,97553590.1277,1676819.2012,1058765,45260,-0.01544620,,-0.01544620,-0.01580831,-1676819.2012,108558678.1295,OK,39310.3168,62590.9295,4.0150,95.9850,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62590.9295,59411.2934,66206.7491,71174.9476,68109.6213,4.015031,4.061937,4.252934,4.672404,4.497329,95.984969,95.938063,95.747066,95.327596,95.502671,4.9841,327493.5408,301926.7765,1310015.3436,1335582.1079,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1614228.2717,93624606.8700,1637508.8844,1574917.9549,23280.6127,0.01508409,0.01450753,62590.9295,1574917.9549,0.01450753,62590.9295,59411.2934,66206.7491,71174.9476,68109.6213,1574917.9549,0.01450753,327493.5408,301926.7765,1310015.3436,1335582.1079,0.01206735,0.01230286,0.00021445,102.5333,2155.4041,37.0486,1676819.2012,1799.1622,108558678.1295,45260.0000,,102.5333,5.2352,13.3534,52.3519,170.2707,316.2355,1308.7977,11.2392,-2.1082,23.682106,98.012662,7.678469,29,112,29125,16,0E-8,0.01544620,,0.00040296,0.035410,0.898625,0.070228,,2026-04-09,2026-04-09,1,932,29,1,1.000000,,,0.000000,5,0.5652173913043478,0.572463768115942,0.572463768115942,0.8115942028985508,0.8115942028985508,0.8115942028985508,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.0087523,E 常规,79,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-14,910507,18347,85907654.5066,77484299.5623,1730066.3602,0.217753,0.952901,2.013868,85907654.5066,77484299.5623,1689078.9068,910507,44586,-0.01966156,,-0.01966156,-0.02013868,-1689078.9068,85907654.5066,OK,40987.4534,61124.8612,3.9761,96.0239,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,61124.8612,61636.6923,71877.6161,72296.5205,82086.7700,3.976083,4.014245,4.163255,4.697945,4.504617,96.023917,95.985755,95.836745,95.302055,95.495383,4.9921,349022.4601,316601.0258,1299068.9933,1331490.4276,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1627954.0456,74353407.5327,1648091.4534,1586966.5922,20137.4078,0.01918445,0.01847294,61124.8612,1586966.5922,0.01847294,61124.8612,61636.6923,71877.6161,72296.5205,82086.7700,1586966.5922,0.01847294,349022.4601,316601.0258,1299068.9933,1331490.4276,0.01512169,0.01549909,0.00023441,94.3514,1737.8617,37.8836,1689078.9068,1812.3164,85907654.5066,44586.0000,,94.3514,5.1891,15.5674,51.8914,176.5759,305.2544,1259.9597,12.6037,-2.1006,19.608522,80.93561,6.060822,29,111,24514,16,0E-8,0.01966156,,0.00052898,0.033358,0.901949,0.064299,,2026-05-14,2026-05-14,1,932,29,1,1.000000,,,0.000000,2,0.572463768115942,0.32608695652173914,0.32608695652173914,0.21739130434782608,0.21739130434782608,0.21739130434782608,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00881821,E 常规,80,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-18,815905,17994,85409097.9551,76738559.2382,1731894.7458,0.216270,0.918089,2.027764,85409097.9551,76738559.2382,1696174.7974,815905,42049,-0.01985942,,-0.01985942,-0.02027764,-1696174.7974,85409097.9551,OK,35719.9484,57980.9530,3.9804,96.0196,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,57980.9530,57830.4238,97705.5018,100379.9014,47027.6107,3.980447,4.023575,4.305803,4.729482,4.455365,96.019553,95.976425,95.694197,95.270518,95.544635,4.9904,360924.3906,297381.4676,1299530.4584,1363073.3815,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1638193.8445,73645139.2925,1660454.8490,1602473.8961,22261.0046,0.01944119,0.01876233,57980.9530,1602473.8961,0.01876233,57980.9530,57830.4238,97705.5018,100379.9014,47027.6107,1602473.8961,0.01876233,360924.3906,297381.4676,1299530.4584,1363073.3815,0.01521536,0.01595935,0.00026064,104.6802,1824.9794,40.3381,1696174.7974,1940.7034,85409097.9551,42049.0000,,104.6802,4.4113,12.9729,51.8914,155.6743,300.0,1309.5573,10.5031,-2.1006,23.125201,100.945915,8.069169,29,104,23097,16,0E-8,0.01985942,,0.00046548,0.034033,0.898482,0.072515,,2026-05-18,2026-05-18,1,874,29,1,1.000000,,,0.000000,1,0.5797101449275363,0.30434782608695654,0.30434782608695654,0.18840579710144928,0.18840579710144928,0.18840579710144928,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00908033,E 常规,81,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-09,927720,18820,122192945.2852,110265948.4668,1803182.6468,0.210734,0.910731,1.475685,122192945.2852,110265948.4668,1739563.0341,927720,45568,-0.01423620,-0.01423620,,-0.01475685,-1739563.0341,122192945.2852,OK,63619.6127,63622.3465,4.0053,95.9947,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,63622.3465,60024.6231,61405.0090,77029.8749,84840.0102,4.005307,4.053920,4.193440,4.501358,4.373688,95.994693,95.946080,95.806560,95.498642,95.626312,4.9798,346921.8635,322525.9466,1329021.5579,1353417.4749,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1675940.6877,105673209.9673,1675943.4215,1612321.0750,2.7338,0.01371555,0.01319488,63622.3465,1612321.0750,0.01319488,63622.3465,60024.6231,61405.0090,77029.8749,84840.0102,1612321.0750,0.01319488,346921.8635,322525.9466,1329021.5579,1353417.4749,0.01087642,0.01107607,2E-8,131.7132,2419.8110,38.1751,1739563.0341,1833.0485,122192945.2852,45568.0000,131.7132,,5.1636,18.3951,61.3171,204.3903,433.163,2000.0,12.9089,-2.0439,23.5477,108.724439,7.16022,29,120,25420,16,1.00000000,0.01423620,0.01423620,0.00057697,0.044809,0.902392,0.090638,,2026-07-09,2026-07-09,1,949,29,1,1.000000,,1.000000,3.333333,5,0.5869565217391305,0.6594202898550725,0.6594202898550725,0.9637681159420289,0.9637681159420289,0.9637681159420289,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00872268,E 常规,82,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-03-28,915426,19986,108145502.0656,96480481.8343,1777072.2841,0.218757,0.959162,1.643223,108145502.0656,96480481.8343,1742133.4552,915426,43947,-0.01610916,,-0.01610916,-0.01643223,-1742133.4552,108145502.0656,OK,34938.8289,69987.6904,4.0064,95.9936,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,69987.6904,73321.4585,79393.3917,77036.9810,54647.2052,4.006369,4.035077,4.303507,4.797069,4.656782,95.993631,95.964923,95.696493,95.202931,95.343218,4.9953,354386.7268,325937.4636,1352807.8996,1381257.1627,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1672145.7649,92526937.4150,1707194.6263,1637206.9360,35048.8615,0.01578609,0.01513893,69987.6904,1637206.9360,0.01513893,69987.6904,73321.4585,79393.3917,77036.9810,54647.2052,1637206.9360,0.01513893,354386.7268,325937.4636,1352807.8996,1381257.1627,0.01250915,0.01277221,0.00032409,118.1368,2195.3827,39.6417,1742133.4552,1914.4324,108145502.0656,43947.0000,,118.1368,5.2663,15.799,52.6635,204.6825,412.3069,1753.3093,13.1659,-2.2009,26.096967,110.975715,7.477469,29,110,26017,16,0E-8,0.01610916,,0.00036213,0.032798,0.892136,0.076528,,2026-03-28,2026-03-28,1,910,29,1,1.000000,,,0.000000,4,0.5942028985507246,0.5362318840579711,0.5362318840579711,0.7971014492753623,0.7971014492753623,0.7971014492753623,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00888209,E 常规,83,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-02,954543,20680,94341788.7169,84963123.0607,1859748.9500,0.219744,0.980836,1.971289,94341788.7169,84963123.0607,1792378.7492,954543,44975,-0.01899878,,-0.01899878,-0.01971289,-1792378.7492,94341788.7169,OK,67370.2008,71956.9048,4.0057,95.9943,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,71956.9048,72283.5456,84395.2941,88969.2064,72156.7252,4.005670,4.037372,4.255523,4.679978,4.540514,95.994330,95.962628,95.744477,95.320022,95.459486,4.9928,389761.6761,346655.9344,1335246.8724,1378352.614,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1720421.8445,81460634.4664,1725008.5485,1653051.6437,4586.7040,0.01828467,0.01752195,71956.9048,1653051.6437,0.01752195,71956.9048,72283.5456,84395.2941,88969.2064,72156.7252,1653051.6437,0.01752195,389761.6761,346655.9344,1335246.8724,1378352.614,0.01415329,0.0146102,0.00004862,98.8345,1889.1189,39.8528,1792378.7492,1896.6971,94341788.7169,44975.0000,,98.8345,5.1431,15.4293,51.4311,170.6486,334.307,1285.7767,12.8578,-2.0771,21.666992,83.333331,6.405629,29,120,26629,16,0E-8,0.01899878,,0.00079293,0.045926,0.900588,0.072527,,2026-06-02,2026-06-02,1,945,29,1,1.000000,,,0.000000,3,0.6014492753623188,0.35507246376811596,0.35507246376811596,0.463768115942029,0.463768115942029,0.463768115942029,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00877999,E 常规,84,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-16,931746,19482,119135119.5852,107675239.4569,1863873.5972,0.212300,0.888909,1.564504,119135119.5852,107675239.4569,1795808.0481,931746,45776,-0.01507371,-0.01507371,,-0.01564504,-1795808.0481,119135119.5852,OK,68065.5491,71587.7971,3.9815,96.0185,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,71587.7971,68938.1531,75540.0576,103861.2075,79155.0173,3.981479,4.021125,4.225554,4.577119,4.333613,96.018521,95.978875,95.774446,95.422881,95.666387,4.991,399082.2327,355608.1153,1328660.2663,1372134.3836,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1724220.2510,103384104.9818,1727742.4990,1656154.7019,3522.2480,0.01450238,0.01390148,71587.7971,1656154.7019,0.01390148,71587.7971,68938.1531,75540.0576,103861.2075,79155.0173,1656154.7019,0.01390148,399082.2327,355608.1153,1328660.2663,1372134.3836,0.01115255,0.01151746,0.00002957,127.8622,2352.2204,39.2303,1795808.0481,1874.5387,119135119.5852,45776.0000,127.8622,,4.3856,14.3073,51.6356,200.0,408.7806,1663.6167,12.2634,-2.0439,28.571428,116.277299,8.936839,29,117,25868,16,1.00000000,0.01507371,0.01507371,0.00063214,0.039950,0.903808,0.092113,,2026-07-16,2026-07-16,1,958,29,1,1.000000,,1.000000,3.333333,5,0.6086956521739131,0.6159420289855072,0.6159420289855072,0.9420289855072463,0.9420289855072463,0.9420289855072463,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00870284,E 常规,85,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
