grp,bet01,member_id,dt,bet_time,table_id,shoe_id,bet09,commission,category,rebet_flag,agent_lv1,stake_raw,fx_rate,payout_raw,rebate_raw,net_raw,bet41,validbet,diff_vb_minus_b41,updatetime,sync_time,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hiturn,roi_non_hiturn,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hiturn,avg_stake_non_hiturn,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hiturn,hold_rate,hold_rate_hiturn,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hiturn,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hiturn,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
A_主群,5510384170,153263716,2026-07-20,2026-07-21 05:37:46,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:47,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,1,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,309,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384185,153263716,2026-07-20,2026-07-21 05:37:47,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:48,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,310,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384186,153263716,2026-07-20,2026-07-21 05:37:47,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:48,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,311,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384199,153263716,2026-07-20,2026-07-21 05:37:49,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:49,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,312,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384200,153263716,2026-07-20,2026-07-21 05:37:49,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:49,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,313,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384204,153263716,2026-07-20,2026-07-21 05:37:50,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:51,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,314,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384205,153263716,2026-07-20,2026-07-21 05:37:50,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:51,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,1,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,315,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384218,153263716,2026-07-20,2026-07-21 05:37:51,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:52,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,316,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384219,153263716,2026-07-20,2026-07-21 05:37:51,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:37:52,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,317,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384560,153263716,2026-07-20,2026-07-21 05:38:45,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:46,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,318,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384561,153263716,2026-07-20,2026-07-21 05:38:45,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:46,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,319,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384581,153263716,2026-07-20,2026-07-21 05:38:46,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:47,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,320,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384582,153263716,2026-07-20,2026-07-21 05:38:46,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:47,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,321,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384589,153263716,2026-07-20,2026-07-21 05:38:47,1,114716524,Banker,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:48,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,322,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
A_主群,5510384590,153263716,2026-07-20,2026-07-21 05:38:47,1,114716524,Player,0,1,N,5938,10.00000000,1.00000000,10.00000000,0E-8,0E-8,0E-8,10.00000000,10.00000000,2026-07-21 05:38:48,2026-07-21 06:06:31,3590.0002,3310.0000,22.5000,322,56,-0.00626741,,-0.00626741,-0.00626741,-22.5000,3590.0002,OK,0.0000,0.6750,3.0000,97.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.6750,0.6750,0.6750,0.9000,0.9000,3.000000,3.000000,3.000000,4.000000,4.000000,97.000000,97.000000,97.000000,96.000000,96.000000,5.0,3.8250,3.5748,18.6750,18.9252,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21.8250,3210.7000,22.5000,21.8250,0.6750,0.00626741,0.00607939,0.6750,21.8250,0.00607939,0.6750,0.6750,0.6750,0.9000,0.9000,21.8250,0.00607939,3.8250,3.5748,18.6750,18.9252,0.00520195,0.00527164,0.00018802,11.1491,59.1071,0.4018,11.2500,1.5000,1795.0001,28.0000,,11.1491,10.0,10.0,10.0,10.0,10.0,50.0,10.0,0.0,1.0,5.0,1.114907,1,7,1,23,0E-8,0.00626741,,0E-8,0.000000,0.922006,0.226708,,2026-07-20,2026-07-21,2,15,2,2,1.000000,,1.000000,3.333333,2,0.17341640706126688,0.5358255451713395,0.5358255451713395,0.1256490134994808,0.1256490134994808,0.0753045404208195,n_rounds>=30,964,904,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.24882022,E 常规,323,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
