有效订单数,有效订单会员数,IP为空值_订单数,IP为空串_订单数,IP格式错误_订单数,结构性无效地址_订单数,合计被剔除_订单数,合计被剔除_涉及会员数,合计被剔除_投注金额,合计被剔除_订单占比,可用于IP分析_订单数
129659751,746531,0,0,0,0,0,0,0.0,0.0,129659751
