IP,承载会员数,订单数,活跃天数,投注金额,游戏盈利,净盈利,订单占全量比,投注额占全量比,入选门槛_承载会员数P999
103.199.33.92,60,1902,55,162564.69590038148,-27028.187262243027,-27028.187262243027,1.466916283064588e-05,1.1693183884864382e-05,44
49.48.233.178,60,1880,59,68382.99911682434,75.37507933347138,228.8100627778557,1.4499487971406022e-05,4.9187492945057645e-06,44
49.48.233.179,60,1878,61,69330.81868766711,-3152.7245696446616,-3150.3069140751036,1.44840629842024e-05,4.986925404147241e-06,44
103.199.57.33,60,1861,44,82974.76529336482,-2293.3467169468463,-2293.3467169468463,1.43529505929716e-05,5.968326536121556e-06,44
103.199.32.14,60,1850,51,113597.49181827917,664.5620530809076,664.5620530809076,1.4268113163351671e-05,8.171001417826282e-06,44
49.48.233.113,60,1828,58,56974.30419895776,2469.262368464855,2481.4544987944855,1.4098438304111814e-05,4.098128514439958e-06,44
49.48.233.131,60,1813,61,25952.063101904943,-592.3037565736331,-562.639319916358,1.3982750900084638e-05,1.8667167822719513e-06,44
49.48.233.218,60,1715,57,42569.765509921344,-1402.9955656043917,-1401.309698197486,1.322692652710709e-05,3.0620184369434156e-06,44
103.199.32.147,60,1693,45,64714.02548604477,-6064.795813540721,-6064.795813540721,1.3057251667867233e-05,4.654842158360324e-06,44
49.48.233.142,60,1680,58,43197.73947538952,-6177.022801192182,-6150.018518938091,1.295698925104368e-05,3.1071882384950797e-06,44
103.199.33.239,60,1625,48,275282.76204529323,-18173.734152994577,-18173.734152994577,1.2532802102944036e-05,1.9800928726256273e-05,44
49.48.233.59,60,1585,59,45868.86425665774,-405.8507415502557,-247.00995969101106,1.2224302358871568e-05,3.2993206881256404e-06,44
49.48.233.181,60,1562,57,30797.16811559182,-1914.217964379171,-1912.70172807756,1.2046915006029898e-05,2.215222363712811e-06,44
103.199.32.42,60,1513,48,43632.85058272134,-1226.5073145970935,-1196.1886238132863,1.1669002819541124e-05,3.1384855270004246e-06,44
103.199.33.245,60,1505,52,82603.06018478917,-9609.807599020449,-9609.807599020449,1.160730287072663e-05,5.941590004173795e-06,44
103.199.33.215,60,1416,45,75725.57477565226,-741.6959547373981,-741.695954737399,1.0920890940165387e-05,5.446896484716223e-06,44
103.199.32.81,60,1387,51,115752.9867503882,15886.31539051136,15886.31539051136,1.0697228625712847e-05,8.326044912752692e-06,44
103.199.57.103,60,1206,42,67446.68076763963,-117.88259507199678,-117.88259507199678,9.301267283784928e-06,4.85140046103888e-06,44
103.199.33.3,60,1175,49,49790.78096815295,-1149.092129622596,-1149.092129622596,9.062179982128763e-06,3.5814218727317897e-06,44
49.48.233.151,60,1121,53,18397.080728047535,1200.5074993069522,1203.1549333819657,8.64570532763093e-06,1.3232913007728247e-06,44
103.199.33.120,60,1107,47,70499.26850341354,-5180.061283167236,-5180.061283167236,8.537730417205568e-06,5.070971318791165e-06,44
103.199.33.140,60,1101,44,129826.61699654131,-7048.009856472556,-7048.009856472556,8.491455455594697e-06,9.33835293870134e-06,44
103.199.57.78,60,1099,48,49815.04960630484,-3853.6543684197954,-3853.6543684197954,8.476030468391073e-06,3.583167501737975e-06,44
103.199.33.87,60,1067,50,65009.82897229871,16073.441580515184,16073.441580515184,8.229230673133098e-06,4.676119130825926e-06,44
103.199.33.216,60,1046,45,51140.497074468454,-11349.70484562493,-11349.70484562493,8.067268307495053e-06,3.6785061660717273e-06,44
103.199.33.208,60,1039,48,112342.11917209467,-9707.117418755539,-9707.117418755539,8.013280852282372e-06,8.08070319462006e-06,44
103.199.33.214,60,1024,46,75417.37068094718,-7611.009885865131,-7611.009885865131,7.897593448255195e-06,5.42472754370788e-06,44
103.199.32.80,60,1001,48,62019.28141193794,1901.3989046493355,1901.3989046493355,7.720206095413526e-06,4.461010786753731e-06,44
49.48.233.133,60,976,52,41571.88447237641,-9817.7197480853,-9810.01286144986,7.527393755368233e-06,2.9902414351620296e-06,44
103.199.32.193,60,953,49,110748.85304495966,-12181.67603359761,-12181.67603359761,7.350006402526563e-06,7.96610049014644e-06,44
103.199.33.158,60,892,46,22910.067356384643,-2692.0274864158923,-2692.0274864158923,6.879544292816049e-06,1.6479078002089491e-06,44
103.199.56.98,60,773,42,46738.089375053074,1675.9257767021568,1675.9257767021568,5.961757554200455e-06,3.3618435445825437e-06,44
103.199.33.149,60,745,51,33135.18019306529,-3877.4731743045627,-3877.4731743045627,5.745807733349727e-06,2.3833942105920628e-06,44
103.199.56.60,60,737,44,41213.789751701,-11024.611044829086,-11024.611044829086,5.684107784535233e-06,2.964483890488107e-06,44
103.199.32.171,60,713,46,45484.212054215066,-6173.001939022579,-6173.001939022579,5.499007938091752e-06,3.271652879257493e-06,44
103.199.57.69,60,697,47,28332.80792615368,-5141.894354187123,-5141.894354187123,5.375608040462765e-06,2.037962370735629e-06,44
49.48.233.255,59,3284,61,118078.19795002298,-5970.845296438317,-5866.384212516861,2.532782898834967e-05,8.493295999945307e-06,44
49.48.233.137,59,2710,64,62879.94022215223,-5107.893251909267,-5102.678086614936,2.0900857660909747e-05,4.5229174736529045e-06,44
49.48.233.164,59,2479,63,75798.32530385112,-4171.411038541904,-4161.581071154866,1.911927163889124e-05,5.452129387833586e-06,44
103.199.32.122,59,2366,52,628183.3609963683,23592.35792017038,23592.35792017038,1.8247759861886517e-05,4.5184863250037554e-05,44
49.48.233.241,59,2129,55,49979.69008937059,3811.6654378444277,3833.7681974118545,1.641989887825714e-05,3.5950099957845323e-06,44
103.199.33.37,59,2107,42,90069.08467899753,-4034.5958662397393,-4034.5958662397393,1.625022401901728e-05,6.478616797206261e-06,44
49.48.233.184,59,1984,65,65894.25627157908,-5173.912841992923,-5165.574225308893,1.530158730599444e-05,4.739735471298871e-06,44
171.250.166.36,59,1833,32,19608.99603011964,-1443.3533405636401,-1443.3533405636401,1.4137000772120873e-05,1.4104636625302267e-06,44
103.199.32.59,59,1830,49,96777.63605700867,-1235.1555854972726,-1235.1555854972726,1.4113863291315436e-05,6.961158990206239e-06,44
103.199.32.212,59,1810,50,103543.39180342824,-520.5362456773137,-520.5362456773137,1.3959613419279203e-05,7.447815860105235e-06,44
49.48.233.152,59,1699,55,44688.30686028953,600.8061178620932,604.4137508430896,1.3103526629478102e-05,3.2144038822600573e-06,44
103.199.56.49,59,1567,46,121348.5986430049,-2383.1993462577484,-2383.1993462577484,1.2085477474038957e-05,8.728534016837113e-06,44
49.48.233.51,59,1536,55,51911.450541437385,917.39193593839,948.0423853510333,1.1846390172382792e-05,3.733960399883143e-06,44
49.48.233.115,59,1529,51,50857.19491213961,-1316.6692023835935,-1289.9210954005682,1.1792402717170111e-05,3.6581284065542434e-06,44
103.199.33.248,59,1501,44,69416.81080020334,-4666.128798722701,-4666.128798722701,1.1576452896319383e-05,4.993110766712987e-06,44
49.48.233.200,59,1481,59,103830.33764062393,-13706.00865468454,-13692.601987612814,1.142220302428315e-05,7.46845570703351e-06,44
49.48.233.5,59,1477,58,138728.25906251022,-7577.217204894608,-7552.300787161095,1.1391353049875903e-05,9.97864286744702e-06,44
103.199.33.35,59,1414,49,83816.46505287489,1585.7041634745065,1585.7041634745065,1.0905465952961765e-05,6.028869509546908e-06,44
103.199.32.21,59,1411,50,142956.8982395137,15755.846266284265,15755.846266284265,1.0882328472156328e-05,1.0282806420336411e-05,44
103.199.32.221,59,1358,48,69624.313793199,1824.7917829881962,1824.7917829881962,1.0473566311260308e-05,5.0080363361321e-06,44
49.48.89.148,59,1356,29,67895.85270527918,182.42958110846064,721.9510280670945,1.0458141324056684e-05,4.8837091368780585e-06,44
103.199.56.70,59,1319,44,68700.42234425008,-304.2021757008127,-304.2021757008127,1.0172779060789652e-05,4.941581362360712e-06,44
103.199.57.11,59,1310,49,63516.15835584476,-2058.844116680766,-2058.844116680766,1.0103366618373346e-05,4.568680273422855e-06,44
103.199.33.60,59,1221,44,59625.44371997006,-796.9215292109383,-796.9215292109383,9.416954687812102e-06,4.288823435941395e-06,44
103.199.56.20,59,1186,44,54266.241315924606,1159.5746151351623,1159.5746151351623,9.147017411748693e-06,3.90333912866528e-06,44
103.199.57.91,59,1099,49,134459.84530625644,3092.4379886540887,3092.4379886540887,8.476030468391073e-06,9.671618352240191e-06,44
103.199.32.194,59,1081,45,59418.34969130183,10638.242849956287,10638.242849956287,8.337205583558462e-06,4.2739272830881395e-06,44
49.48.233.157,59,1058,53,54520.38061459093,-10327.387708041104,-10292.010383609586,8.159818230716793e-06,3.921619220386405e-06,44
103.199.33.145,59,1040,51,122791.86984895877,21571.817697261948,21571.817697261948,8.020993345884182e-06,8.832347673999737e-06,44
103.199.56.93,59,1027,49,52338.85910973718,-1274.939569198936,-1274.939569198937,7.92073092906063e-06,3.7647036492425167e-06,44
103.199.32.46,59,1008,50,86854.80251474523,18658.786453916564,18658.78645391656,7.774193550626209e-06,6.247415353397859e-06,44
103.199.56.72,59,989,51,51229.61633689604,2228.4529748870045,2228.452974887005,7.627656172191785e-06,3.6849164627076455e-06,44
103.199.32.117,59,936,52,55896.08414029179,1225.5161559188884,1225.5161559188884,7.2188940112957644e-06,4.020572773665489e-06,44
103.199.33.233,59,929,45,156563.90689446358,-729.7150399441398,-729.7150399441398,7.164906556083082e-06,1.1261550627029179e-05,44
103.199.33.97,59,899,44,39701.054423987014,-605.4081558518935,-605.4081558518935,6.933531748028731e-06,2.8556737195089805e-06,44
103.199.32.184,59,891,48,44113.364202613375,1010.4663682665806,1010.4663682665804,6.871831799214237e-06,3.1730485917880127e-06,44
103.199.32.91,59,870,54,70227.31508850308,-1643.381217655159,-1643.381217655159,6.709869433576191e-06,5.051409868065028e-06,44
104.28.161.28,59,714,48,90774.69435233959,-10987.53477277666,-10987.53477277666,5.5067204316935635e-06,6.529370890003776e-06,44
103.199.32.105,59,649,46,24765.906137952697,-933.8360856605229,-933.8360856605229,5.005408347575802e-06,1.7813972027717044e-06,44
103.199.33.252,59,626,46,49319.31238903506,1565.0973914044744,1565.0973914044744,4.828020994734133e-06,3.5475094124585e-06,44
49.48.233.235,58,2525,59,97783.01997289262,405.6556556137079,886.9673531355977,1.9474046344574578e-05,7.0334756696562475e-06,44
103.199.32.189,58,2039,48,82065.8922576962,217.8397678784816,217.83976787848167,1.5725774454094085e-05,5.9029518280694425e-06,44
49.48.233.85,58,1973,60,49602.082435086224,3026.459200595256,3043.6824672138446,1.5216749876374513e-05,3.567848897162079e-06,44
103.199.57.7,58,1913,48,97024.49845013552,-1585.7296447583158,-1585.7296447583158,1.475400026026581e-05,6.978915658350587e-06,44
49.48.233.106,58,1821,67,106578.6331655167,-8683.119167071482,-8577.260203164804,1.4044450848899131e-05,7.666139003302303e-06,44
103.199.33.101,58,1747,51,73698.48908994567,-2660.4071064488726,-2660.4071064488726,1.3473726322365065e-05,5.301089392087275e-06,44
49.48.233.136,58,1686,69,66935.66742799986,706.6522392988546,726.4119778885557,1.300326421265455e-05,4.814643569175421e-06,44
103.199.57.63,58,1603,42,135552.34233092086,7209.412746616098,7209.412746616098,1.2363127243704178e-05,9.750201026862833e-06,44
103.199.32.188,58,1539,47,83247.24234868198,6713.06660468398,6713.06660468398,1.1869527653188228e-05,5.987925651997135e-06,44
103.199.33.52,58,1523,50,158576.6999851771,861.9253582256856,861.9253582256856,1.174612775555924e-05,1.1406329661625476e-05,44
103.199.32.99,58,1513,48,247431.37401972275,-14569.059967562423,-14569.059967562423,1.1669002819541124e-05,1.7797594608550452e-05,44
103.199.32.107,58,1484,46,61247.48493747789,810.5262696144737,810.5262696144737,1.1445340505088584e-05,4.405495915904517e-06,44
103.199.33.219,58,1416,43,64872.12494694481,-645.9019803406854,-644.7317251153935,1.0920890940165387e-05,4.66621416049254e-06,44
103.199.56.47,58,1416,50,53571.60268847827,-6506.961802560063,-6506.961802560063,1.0920890940165387e-05,3.853374176808591e-06,44
103.199.33.244,58,1415,47,41872.26321765603,468.7050807896904,468.7050807896904,1.0913178446563575e-05,3.011847503344335e-06,44
103.199.32.145,58,1367,43,196582.79135059676,2994.0041022388955,2994.0041022388955,1.0542978753676613e-05,1.414008567561969e-05,44
104.28.160.167,58,1338,53,90818.40801793472,-538.1499297280765,-538.1499297280765,1.0319316439224073e-05,6.532515188507546e-06,44
103.199.32.118,58,1309,44,113376.56598585634,-2806.1303581398124,-2806.1303581398124,1.0095654124771534e-05,8.155110351385755e-06,44
103.199.32.60,58,1296,50,80874.95282664325,-2754.4969350502092,-2754.4969350502092,9.995391707947982e-06,5.817288248496349e-06,44
103.199.33.114,58,1266,54,113668.77693142042,-13479.575085056847,-13479.575085056847,9.76401689989363e-06,8.176128914492131e-06,44
103.199.56.53,58,1257,45,58164.18038944859,-12855.865788366902,-12855.865788366902,9.694604457477324e-06,4.183715615738738e-06,44
103.199.33.221,58,1161,47,78331.99800495533,-1536.5319767948047,-1528.2632429446744,8.9542050717034e-06,5.634374989401515e-06,44
49.48.233.187,58,1072,52,21846.46175234408,-1456.10171372596,-1446.7969975024585,8.267793141142157e-06,1.5714032686430067e-06,44
103.199.56.62,58,1053,42,41863.53517613842,243.94137033808497,243.9413703380849,8.121255762707736e-06,3.0112197004019137e-06,44
103.199.33.121,58,1033,45,38291.72226515921,399.0963884423249,399.0963884423249,7.9670058906715e-06,2.754301278237199e-06,44
103.199.33.34,58,1014,52,61041.294966865746,630.5936987505156,630.5936987505156,7.820468512237078e-06,4.3906647914206374e-06,44
103.199.57.72,58,1009,42,42647.46361340104,444.5236352957992,444.5236352957992,7.781906044228019e-06,3.0676072162688487e-06,44
103.199.33.166,58,995,41,43854.86057016448,5675.668156494843,5675.668156494843,7.673931133802655e-06,3.1544545760800594e-06,44
103.199.32.53,58,989,46,43823.263682086355,-1564.2678069969443,-1564.2678069969443,7.627656172191785e-06,3.1521818303252653e-06,44
103.199.33.125,58,942,43,310367.7172229187,1985.421810605044,1985.421810605044,7.2651689729066344e-06,2.2324569115776026e-05,44
103.199.32.6,58,919,49,160994.67722377615,7518.943205492201,7518.943205492201,7.087781620064965e-06,1.1580253355966104e-05,44
103.199.56.201,58,913,46,33008.927708806776,-4351.678221114799,-4351.678221114799,7.041506658454095e-06,2.3743129429393346e-06,44
103.199.56.92,58,913,44,89344.49753855157,-1566.9810472397694,-1566.9810472397694,7.041506658454095e-06,6.4264976662540235e-06,44
103.199.57.80,58,895,44,28386.589769764014,-1162.390524595131,-1162.390524595131,6.902681773621484e-06,2.0418308674194845e-06,44
103.199.33.6,58,856,47,50867.38511305097,874.5614016108786,874.5614016108786,6.601894523150827e-06,3.6588613817701743e-06,44
103.199.32.79,58,835,49,50609.50725419417,-878.5037747521728,-878.5037747521724,6.4399321575127815e-06,3.6403123775921976e-06,44
103.199.33.131,58,831,45,71127.57761288389,18378.59456639963,18378.59456639963,6.409082183105535e-06,5.11616522705569e-06,44
103.199.56.219,58,812,48,28136.661806023756,-2068.923604167882,-2068.923604167882,6.262544804671112e-06,2.0238536945665585e-06,44
103.199.57.194,58,807,38,35158.55569402699,-1073.7478495702105,-1073.7478495702105,6.223982336662053e-06,2.5289344317934315e-06,44
103.199.56.15,58,794,46,30966.632230841125,631.6809669178192,631.6809669178192,6.123719919838501e-06,2.227411818812646e-06,44
104.28.166.112,58,770,39,88764.93996966284,-28676.676599303533,-28676.676599303533,5.93862007339502e-06,6.384810427906568e-06,44
103.199.32.200,58,763,48,39142.74763787517,-10822.071161978569,-10822.071161978569,5.884632618182338e-06,2.815515037588436e-06,44
103.199.32.219,58,762,41,41671.2235811025,-3920.7636840846408,-3920.7636840846408,5.876920124580526e-06,2.9973868393893075e-06,44
103.199.56.89,58,750,48,68230.81209654288,1051.1461768779789,1053.6228074840096,5.784370201358785e-06,4.907802570783345e-06,44
103.199.32.248,58,702,46,27535.5747162818,-446.01059034036615,-446.01059034036604,5.4141705084718235e-06,1.9806178503247206e-06,44
103.199.33.175,58,698,46,90161.38040103244,-3278.4264532529505,-3278.4264532529505,5.383320534064576e-06,6.485255574731498e-06,44
49.48.233.170,57,2786,61,120988.03337861625,12574.126938764206,12658.871862995835,2.1487007174647435e-05,8.702598767392948e-06,44
103.199.56.121,57,2720,43,120708.83117471352,-7625.080842150677,-7625.080842150677,2.097798259692786e-05,8.682515915496897e-06,44
103.199.57.108,57,2384,48,195411.476926855,-412.5922489068088,-412.5922489068088,1.8386584746719127e-05,1.4055833711391248e-05,44
103.199.32.108,57,2271,46,212699.34637903032,-7022.631827146794,-7022.631827146794,1.7515072969714402e-05,1.529934009118783e-05,44
103.199.33.147,57,1974,49,52014.3887956794,-792.5756369661776,-792.5756369661776,1.5224462369976323e-05,3.7413646885509383e-06,44
103.199.33.207,57,1942,44,112221.9907803138,62.81533374675496,62.81533374675496,1.4977662574718348e-05,8.072062429372066e-06,44
49.48.233.96,57,1884,58,32835.52988868637,863.5706887071256,867.12001493019,1.4530337945813269e-05,2.3618405387394397e-06,44
103.199.57.216,57,1843,41,85185.30619156187,-2324.513470155407,-2324.513470155407,1.4214125708138988e-05,6.127329455325311e-06,44
103.199.32.167,57,1451,45,126931.36155515815,11677.544637014016,11677.544637014013,1.1190828216228797e-05,9.130098901241118e-06,44
103.199.56.108,57,1445,48,67749.68185921837,-8810.253946166213,-8810.253946166213,1.1144553254617928e-05,4.873195153063008e-06,44
49.48.233.50,57,1416,55,56889.671840903,-6360.121631476521,-6283.632134774112,1.0920890940165387e-05,4.09204095822203e-06,44
103.199.33.31,57,1374,53,61546.1562989512,-8217.78048919615,-8217.78048919615,1.0596966208889295e-05,4.426979172964158e-06,44
103.199.32.252,57,1346,48,64785.26648899195,990.7283320084192,990.7283320084192,1.0381016388038568e-05,4.6599664822056075e-06,44
49.48.233.11,57,1315,54,28637.16998459587,396.1551372915202,415.8229188304299,1.0141929086382403e-05,2.059854956313504e-06,44
103.199.56.109,57,1314,47,139949.4628529264,-18326.685782970017,-18326.685782970017,1.0134216592780593e-05,1.006648334476062e-05,44
103.199.56.105,57,1296,46,55314.93073598033,-6345.839902244048,-6345.839902244048,9.995391707947982e-06,3.978770747805624e-06,44
103.199.57.44,57,1281,48,65237.84139982154,-1643.1702325278961,-1643.1702325278961,9.879704303920806e-06,4.6925199319241705e-06,44
103.199.32.72,57,1247,51,27540.31130974964,-2969.1484995874835,-2969.1484995874825,9.617479521459208e-06,1.9809585507338744e-06,44
103.199.33.240,57,1193,48,86745.53704196324,2654.261176318974,2654.261176318974,9.201004866961376e-06,6.239555951585984e-06,44
103.199.33.169,57,1189,42,61143.50121292415,-1210.207828212178,-1210.207828212178,9.170154892554127e-06,4.398016427166168e-06,44
103.199.57.88,57,1176,41,514657.8234057256,-13309.317174013131,-13309.317174013131,9.069892475730575e-06,3.7019037457893015e-05,44
103.199.33.26,57,1174,44,58707.28398222454,-1133.6084027956945,-1133.6084027956942,9.054467488526953e-06,4.222780740818239e-06,44
103.199.32.242,57,1159,46,264046.7534927795,35497.328369311246,35497.328369311246,8.938780084499777e-06,1.899272917586334e-05,44
103.199.32.2,57,1147,47,64001.50794448571,-10912.125132427052,-10912.125132427052,8.846230161278037e-06,4.60359118662568e-06,44
103.199.56.81,57,1140,44,42040.343590553486,219.21865757397586,219.21865757397586,8.792242706065354e-06,3.0239374266628084e-06,44
103.199.33.23,57,1125,48,71683.18562742902,612.5038595960948,612.5038595960948,8.676555302038179e-06,5.156129787909431e-06,44
103.199.57.34,57,1094,45,45292.7793116204,-9194.543413462292,-9194.543413462292,8.437468000382014e-06,3.257883233589069e-06,44
103.199.33.250,57,1084,56,73744.52038001118,1775.6407581829149,1775.6407581829149,8.360343064363899e-06,5.304400395969222e-06,44
103.199.57.235,57,1016,44,70420.61479208249,-11473.3517643229,-11473.3517643229,7.835893499440702e-06,5.06531380314961e-06,44
103.199.57.71,57,1012,43,48829.05654962558,-939.4271501398492,-939.4271501398493,7.805043525033455e-06,3.512245595495704e-06,44
103.199.56.55,57,974,50,38616.61864881714,-358.2510943851156,-358.25109438511595,7.5119687681646094e-06,2.7776708858669372e-06,44
103.199.33.202,57,954,41,33244.55696799897,27.42496540395723,27.42496540395723,7.357718896128375e-06,2.391261618302878e-06,44
103.199.57.76,57,941,45,108165.54484320039,3414.945859006475,3414.945859006475,7.257456479304823e-06,7.78028463592825e-06,44
103.199.32.253,57,928,44,79679.58595536547,-16161.95425779394,-16161.95425779394,7.157194062481271e-06,5.731306205726796e-06,44
103.199.32.62,57,920,45,37530.01436155549,1140.5821140912135,1140.5821140912135,7.095494113666777e-06,2.6995120724132554e-06,44
103.199.33.36,57,915,41,46124.48096204369,-8381.726742839379,-8381.726742839379,7.056931645657718e-06,3.3177070488515436e-06,44
103.199.56.17,57,904,42,51064.81050718995,-2942.136803252845,-2942.136803252845,6.9720942160377894e-06,3.6730620753735595e-06,44
103.199.56.59,57,885,45,49921.30842821725,-5624.224458774015,-5622.383069579325,6.825556837603367e-06,3.5908106369041255e-06,44
103.199.57.2,57,832,44,87660.24707564108,19714.057303102993,19714.057303102993,6.416794676707346e-06,6.305350511504945e-06,44
103.199.33.27,57,824,47,105380.732200424,-8879.180984767787,-8879.18098476779,6.355094727892853e-06,7.579974684640709e-06,44
103.199.32.174,57,741,48,47160.53575028645,-729.5694166633243,-729.5694166633243,5.71495775894248e-06,3.392229866285045e-06,44
116.96.44.121,57,670,17,40266.02849112374,286.017667896203,286.0176678962035,5.1673707132138485e-06,2.8963119750700636e-06,44
113.177.152.162,57,636,8,5638.902460976677,347.13400365160595,347.13400365160595,4.90514593075225e-06,4.056029694505143e-07,44
103.199.33.222,57,609,43,81337.96738695455,20448.21591810097,20448.21591810097,4.696908603503334e-06,5.8505926161212086e-06,44
116.109.234.247,57,510,18,9267.860192467288,-334.8447085067575,-334.8447085067575,3.933371736923974e-06,6.666317852686998e-07,44
115.76.54.62,57,371,34,4463.42781518965,631.6143975614688,631.6143975614688,2.861335126272146e-06,3.210517628736177e-07,44
184.22.191.4,57,158,5,447.24278340119724,-5.114026801512968,-2.430355239707521,1.2185739890862509e-06,3.2169912898514506e-08,44
116.96.45.122,57,109,22,2650.11143836527,-407.84045911166123,-407.84045911166123,8.406618025974768e-07,1.906209721154765e-07,44
49.48.233.27,56,2404,53,73752.47194476318,4866.487366001706,4868.379674331264,1.8540834618755362e-05,5.304972347390178e-06,44
49.48.233.174,56,2184,61,62166.69546209888,279.266641645071,327.2997034305971,1.6844086026356784e-05,4.471614193515558e-06,44
49.48.233.66,56,2082,60,54722.46923717374,-17481.8372153876,-17462.005703301857,1.6057411678971988e-05,3.9361553372955025e-06,44
49.48.233.68,56,1984,49,22112.404079633743,-191.797693018646,-159.39010391388373,1.530158730599444e-05,1.5905323453379394e-06,44
49.48.233.110,56,1805,60,40544.71146111948,-2770.0105226546266,-2702.624601258827,1.3921050951270144e-05,2.91635747877363e-06,44
103.199.57.201,56,1765,47,106313.2782001608,13357.938621175677,13357.938621175677,1.3612551207197676e-05,7.647052175209137e-06,44
103.199.32.153,56,1747,46,157666.645226267,-4336.271554327101,-4336.271554327101,1.3473726322365065e-05,1.1340869952908935e-05,44
103.199.56.193,56,1673,44,155421.05823207635,368.9003085628733,368.9003085628733,1.2903001795830998e-05,1.1179346188434133e-05,44
103.199.32.3,56,1668,48,99369.67803061272,1987.1706086521622,2010.5986878941942,1.2864439327821939e-05,7.147603059545945e-06,44
49.48.233.33,56,1559,59,44957.43822145962,1320.128288986261,1326.982203169698,1.2023777525224462e-05,3.23376234430445e-06,44
103.199.57.187,56,1456,48,55778.65597806898,749.2538897191057,749.2538897191057,1.1229390684237855e-05,4.012126234356766e-06,44
103.199.57.8,56,1429,50,72855.87422300605,-3659.4527373231076,-3659.4527373231076,1.102115335698894e-05,5.24048059551755e-06,44
103.199.56.250,56,1402,45,78427.17641111277,797.8672117112249,797.8672117112249,1.0812916029740023e-05,5.641221116716571e-06,44
49.48.233.214,56,1379,52,41756.45843147049,-1778.1224527801141,-1701.6859147449447,1.0635528676898353e-05,3.0035177325283847e-06,44
103.199.56.156,56,1359,42,65363.26665756337,-5153.450352737568,-5153.45035273757,1.048127880486212e-05,4.701541697655399e-06,44
103.199.32.58,56,1305,46,63494.10259505778,1288.0904273928575,1288.0904273928575,1.0064804150364287e-05,4.567093815396564e-06,44
103.199.33.223,56,1302,46,153212.77305947282,531.4165446295347,531.4165446295347,1.0041666669558851e-05,1.1020505522258397e-05,44
103.199.57.169,56,1267,47,71127.86398617989,-2924.0126982678403,-2924.0126982678403,9.771729393495442e-06,5.1161858257200635e-06,44
103.199.32.115,56,1217,45,96304.16821078169,6187.557242674684,6187.557242674682,9.386104713404856e-06,6.9271027238143315e-06,44
103.199.33.67,56,1156,45,55831.53004669808,-1207.34373444471,-1207.3437344447102,8.915642603694342e-06,4.015929435314986e-06,44
103.199.57.13,56,1147,51,46973.5288465001,-1146.0613358131025,-1146.0613358131025,8.846230161278037e-06,3.378778568624125e-06,44
103.199.57.96,56,1121,46,36853.44729013003,3140.979874649293,3140.979874649293,8.64570532763093e-06,2.6508469970547656e-06,44
103.199.56.82,56,1101,45,73632.72960560974,6980.870196143981,6980.870196143981,8.491455455594697e-06,5.296359350682806e-06,44
103.199.33.154,56,1095,43,212118.61493495546,-51527.23339215588,-51522.62610300558,8.445180493983827e-06,1.5257568416681999e-05,44
103.199.33.152,56,1095,50,56101.46471471482,177.3101922038892,177.3101922038892,8.445180493983827e-06,4.035345678752945e-06,44
103.199.33.165,56,1087,48,91158.09094038048,12963.742367492801,12963.742367492801,8.383480545169333e-06,6.556948383259378e-06,44
103.199.32.8,56,1086,45,81607.3291493549,-87.72131597576697,-87.72131597576879,8.375768051567521e-06,5.8699676507918884e-06,44
103.199.32.154,56,1083,44,54092.69731459504,-6828.049002836075,-6828.049002836075,8.352630570762087e-06,3.890856209736158e-06,44
103.199.33.234,56,1020,49,46795.39841069096,1479.2795257518596,1479.2795257518596,7.866743473847949e-06,3.3659657501344103e-06,44
103.199.56.192,56,1018,35,44296.18567596478,2248.587189623259,2248.587189623259,7.851318486644324e-06,3.186198833875691e-06,44
103.199.57.102,56,941,46,68721.69816616921,-3006.686383133322,-3006.686383133322,7.257456479304823e-06,4.94311171983854e-06,44
103.199.33.12,56,911,44,79844.79182422893,-5785.527243700326,-5785.527243700326,7.0260816712504715e-06,5.743189367644454e-06,44
103.199.32.75,56,900,47,49761.71423707086,4447.627535741565,4447.627535741565,6.941244241630543e-06,3.579331119695946e-06,44
103.199.56.8,56,891,42,34791.05738392792,-887.5832259595643,-887.5832259595643,6.871831799214237e-06,2.5025004924097004e-06,44
103.199.56.97,56,860,47,38464.15758530526,-1794.4712287061423,-1794.4712287061423,6.632744497558074e-06,2.766704450374579e-06,44
103.199.56.157,56,847,47,43981.38017353265,-6601.560905586601,-6601.560905586601,6.5324820807345215e-06,3.163555057454753e-06,44
103.199.33.157,56,847,44,24673.137077162377,-499.60914561933475,-499.60914561933475,6.5324820807345215e-06,1.7747243782655023e-06,44
103.199.56.228,56,832,47,54834.9528930142,-4412.518494523263,-4412.518494523263,6.416794676707346e-06,3.944246221140235e-06,44
103.199.33.103,56,809,50,60066.6277800602,2591.7040247022733,2639.938305494693,6.2394073238656765e-06,4.320557548401251e-06,44
103.199.57.28,56,778,43,36209.18082573946,198.5653421156128,198.5653421156128,6.0003200222095136e-06,2.604505285545725e-06,44
103.199.33.142,56,692,48,37087.72788584201,921.2363095537766,921.2363095537766,5.337045572453706e-06,2.667698663839751e-06,44
103.199.57.62,56,639,44,41247.76182043589,-1432.438767386273,-1432.438767386273,4.928283411557686e-06,2.9669274816040386e-06,44
103.199.57.204,56,635,40,38395.65017538438,-4496.321720984563,-4496.321720984563,4.897433437150438e-06,2.7617767522834044e-06,44
103.199.33.29,56,573,45,51553.652402883024,-1181.8031651605866,-1181.8031651605866,4.419258833838112e-06,3.7082241881884335e-06,44
