S0_原始行数_含全部版本,S1_去重后订单数,S1_被去重的历史版本行数,S2_category等于1,S3_再叠加bet38为N,S4_再叠加bet05大于0,S5_再叠加bet11大于0,S6_有效订单数,附_bet05非数值行数,附_bet08无效行数
130589306,129666428,922878,129660768,129659751,129659751,129659751,129659751,0,0
