"dealer_id","在桌洗码量","客群广度","风险族","归因命中客数","归因客占比","归因投注额","归因注额占比","归因盈亏_平台","命中","当值时长","节奏稳定度","对打局占比","异常对关联","風險單密度","特定玩家复现率","综合分","赏","罚"
"2141",55460241.0098853,4805,"尾秒下注（画像）",98,0.0203954214360042,3541192.96000602,0.0638510200374865,-82936.0247670535,TRUE,26,0.660964466560326,0.00156883692201449,0.00395421436004162,0.016995429990854,0.108379114002383,4.48425130341771,69.8152617563794,65.3310104529617
