"lv3","风险族","线下规模","线下命中会员数","线下渗透率","归因营业额","归因GGR","归因NGR2","归因退水","命中","真实流水","下线留存","新增会员质量","对打渗透率","单链密度","退水消耗比","综合分","赏","罚"
"50263","异常 IP",37,1,0.027027027027027,3349.74936242,-911.9690440531,-911.9690440531,0,TRUE,94309.0154171798,0.27281746031746,40.8889988550417,0,41,0,-33.7188379598013,29.8811620401987,63.6
"33793","异常 IP",78,1,0.0128205128205128,1855.7794273537,-127.5848356358,-127.5848356358,0,TRUE,11646442.6086926,0.591997503640524,476.628731775018,0.141025641025641,26,0,-13.8359967326826,66.0306699339841,79.8666666666667
"41554","异常 IP",100,1,0.01,2738.3739196538,152.7319083443,152.7319083443,0,TRUE,2919901.46873143,0.637181402661986,130.688362340875,0,70,0,-3.73404571566303,60.3992876176703,64.1333333333333
"44848","异常 IP",1372,13,0.00947521865889213,333949.442152991,-10093.0284695135,-13098.5734489035,3005.54497939,TRUE,56684922.8236005,0.292267035919847,-121.168633567232,0,135,0.835512997120851,-28.0725647995644,53.8385463115468,81.9111111111111
