"uid1","uid2","n_same_orders","rounds_1","rounds_2","same_rate","jaccard","lift","exp_same","n_tables","first_day","last_day",".sr",".so","相对倍数"
122904711,142327375,285,626,172734,0.4552716,0.0016467,1.8147813,157.0437133,8,2026-04-18,2026-04-29,0.4552716,285,21.1779843143822
142327375,149173145,364,172734,623,0.5842697,0.0021041,1.8138884,200.6738678,15,2026-04-28,2026-04-28,0.5842697,364,27.1786216007517
142327375,148643010,551,172734,1359,0.4054452,0.003175,1.813164,303.8886671,7,2026-04-14,2026-04-14,0.4054452,551,18.8601970470848
153864806,66228851,232,353,110377,0.6572238,0.0020996,1.813058,127.9606065,15,2026-08-05,2026-08-05,0.6572238,232,30.5722459460214
153477195,66228851,619,1033,110377,0.5992256,0.0055871,1.8125297,341.5116387,8,2026-07-26,2026-07-26,0.5992256,619,27.8743289886219
148484465,148636875,178,48832,320,0.55625,0.0036346,1.8124717,98.2084321,17,2026-04-15,2026-04-15,0.55625,178,25.8752221198843
142327375,149262673,730,172734,730,1,0.0042262,1.8124585,402.7678364,7,2026-04-28,2026-04-28,1,730,46.5172532492301
142327375,148787021,816,172734,2271,0.3593131,0.0046846,1.8075515,451.4394168,18,2026-04-28,2026-04-28,0.3593131,816,16.714258468466
153853980,19619027,186,445,86903,0.4179775,0.002134,1.8060856,102.9851513,15,2026-08-05,2026-08-05,0.4179775,186,19.4431652199801
142327375,149151315,531,172734,1392,0.3814655,0.0030588,1.8055921,294.0863588,15,2026-04-27,2026-04-30,0.3814655,531,17.7447272693442
123591261,148027052,388,353875,968,0.4008264,0.0010946,1.805467,214.9028496,29,2026-03-31,2026-04-02,0.4008264,388,18.6453431577772
146310977,148798931,229,602,60235,0.3803987,0.0037784,1.8041931,126.926547,9,2026-04-20,2026-04-21,0.3803987,229,17.6951026635779
135966659,149677708,237,371,12053,0.638814,0.019447,1.8034409,131.4154547,12,2026-05-07,2026-05-07,0.638814,237,29.7158726171537
142327375,149269990,540,172734,879,0.6143345,0.0031201,1.8019817,299.6700717,17,2026-04-28,2026-04-28,0.6143345,540,28.5771535162392
142327375,149262305,817,172734,1808,0.4518805,0.0047028,1.8017327,453.4523929,17,2026-04-28,2026-04-28,0.4518805,817,21.0202396568887
117518457,142327375,284,395,172734,0.7189873,0.0016431,1.8009816,157.6917812,17,2026-04-28,2026-04-28,0.7189873,284,33.4453143170802
133934620,148370408,175,477,60338,0.3668763,0.0028859,1.8009641,97.1701781,5,2026-04-17,2026-04-18,0.3668763,175,17.0660777582405
142327375,149308279,926,172734,2065,0.4484262,0.0053257,1.7998749,514.4801946,7,2026-04-29,2026-04-29,0.4484262,926,20.8595551089899
123591261,142251571,190,353875,465,0.4086022,0.0005365,1.7998649,105.5634781,12,2026-04-02,2026-04-30,0.4086022,190,19.0070520155926
153309063,19619027,788,2132,86903,0.369606,0.0089295,1.7997647,437.8350157,29,2026-07-28,2026-08-05,0.369606,788,17.193055904435
117611148,142327375,562,1611,172734,0.3488516,0.0032339,1.795898,312.9353633,15,2026-03-28,2026-04-29,0.3488516,562,16.2276182235991
120583279,146577312,213,4922,608,0.3503289,0.0400602,1.7956891,118.6174171,5,2026-03-22,2026-03-22,0.3503289,213,16.2963381618242
153857842,66228851,331,417,110377,0.793765,0.0029965,1.795601,184.3393909,1,2026-08-05,2026-08-05,0.793765,331,36.9237675253752
153716304,66228851,691,1302,110377,0.530722,0.0062259,1.7953478,384.8836496,17,2026-08-05,2026-08-05,0.530722,691,24.6877296789379
145846574,152820481,238,484046,321,0.741433,0.0004916,1.7947208,132.6111552,27,2026-07-10,2026-07-11,0.741433,238,34.4894266283365
135095032,145846574,182,326,484046,0.5582822,0.0003759,1.7933447,101.4863456,13,2026-04-11,2026-04-11,0.5582822,182,25.9697544819373
145846574,151983257,901,484046,1436,0.6274373,0.0018593,1.7910987,503.0431782,27,2026-07-06,2026-07-11,0.6274373,901,29.1866597821132
142327375,149294273,851,172734,2090,0.407177,0.0048916,1.7894774,475.5578406,19,2026-04-28,2026-04-28,0.407177,851,18.9407556262618
153789401,19619027,236,424,86903,0.5566038,0.0027098,1.7894199,131.8863199,17,2026-08-03,2026-08-03,0.5566038,236,25.8916799240838
111334807,148798931,646,1862,60235,0.3469388,0.0105124,1.7890856,361.0783009,16,2026-04-21,2026-05-09,0.3469388,646,16.138640021584
153790685,19619027,239,429,86903,0.5571096,0.0027442,1.7879852,133.6700138,17,2026-08-03,2026-08-03,0.5571096,239,25.9152083507773
148484465,148698434,1393,48832,2503,0.5565322,0.0278924,1.7873618,779.3609771,18,2026-04-15,2026-04-15,0.5565322,1393,25.8883492887512
132756071,145846574,673,1267,484046,0.531176,0.0013887,1.7868532,376.6397771,26,2026-04-16,2026-06-27,0.531176,673,24.7088485119131
153431245,66228851,179,373,110377,0.4798928,0.0016189,1.7864122,100.2008403,12,2026-07-25,2026-07-26,0.4798928,179,22.3232949100822
145846574,152325725,808,484046,1728,0.4675926,0.0016661,1.7857534,452.4700919,29,2026-07-09,2026-07-29,0.4675926,808,21.751123391666
142668385,152822529,247,91047,618,0.3996764,0.0027019,1.7847157,138.3973918,13,2026-07-10,2026-07-13,0.3996764,247,18.5918483165406
153479288,66228851,171,358,110377,0.4776536,0.0015466,1.7844195,95.8294841,12,2026-07-26,2026-07-26,0.4776536,171,22.2191334766065
123591261,127692025,179,353875,479,0.3736952,0.0005054,1.7843365,100.3174019,21,2026-04-01,2026-04-29,0.3736952,179,17.3832742564217
153781320,19619027,239,430,86903,0.555814,0.0027442,1.7825499,134.0775961,21,2026-08-03,2026-08-03,0.555814,239,25.8549405974676
149155299,149677708,460,884,12053,0.520362,0.0368678,1.7824001,258.0789839,17,2026-05-07,2026-05-07,0.520362,460,24.2058109352759
153781096,19619027,284,521,86903,0.5451056,0.0032591,1.7786731,159.6695881,22,2026-08-03,2026-08-04,0.5451056,284,25.3568152427735
142327375,149310898,424,172734,587,0.7223169,0.0024523,1.7784829,238.405435,6,2026-04-29,2026-04-29,0.7223169,424,33.6001981634988
153868105,66228851,173,430,110377,0.4023256,0.0015637,1.7780282,97.2987964,17,2026-08-05,2026-08-05,0.4023256,173,18.7150818238485
142327375,149310631,426,172734,590,0.7220339,0.0024639,1.7777007,239.635387,6,2026-04-29,2026-04-29,0.7220339,426,33.5870337808293
142327375,147606048,195,172734,417,0.4676259,0.0011275,1.775025,109.857607,14,2026-04-14,2026-04-19,0.4676259,195,21.7526724161992
145846574,152812804,580,484046,922,0.6290672,0.0011974,1.7750161,326.7576059,28,2026-07-10,2026-07-20,0.6290672,580,29.2624782531841
153790662,19619027,240,434,86903,0.5529954,0.0027555,1.7746713,135.2363073,17,2026-08-03,2026-08-03,0.5529954,240,25.7238270674593
121455303,123591261,174,437,353875,0.3981693,0.0004913,1.7734029,98.1164502,10,2026-05-16,2026-05-18,0.3981693,174,18.5217421641687
152889066,153477195,365,18836,1033,0.3533398,0.0187141,1.772836,205.8848035,8,2026-07-26,2026-07-27,0.3533398,365,16.4363969596323
145846574,152222439,1731,484046,4774,0.362589,0.0035538,1.7711853,977.3116316,29,2026-07-07,2026-07-28,0.362589,1731,16.8666443383851
142327375,148087667,279,172734,654,0.4266055,0.0016117,1.7706431,157.5698694,12,2026-04-27,2026-04-29,0.4266055,279,19.8445160810145
148484465,148691406,293,48832,522,0.5613027,0.0059722,1.76941,165.5919171,18,2026-04-15,2026-04-15,0.5613027,293,26.1102598453767
153506643,19619027,402,1123,86903,0.3579697,0.0045878,1.7681824,227.352116,15,2026-07-28,2026-08-05,0.3579697,402,16.6517671904509
148462857,149150782,259,513,19321,0.5048733,0.0132312,1.7662213,146.6407403,7,2026-04-26,2026-04-27,0.5048733,259,23.4853191548745
123591261,148717755,241,353875,477,0.5052411,0.0006806,1.7656092,136.4967943,6,2026-04-16,2026-05-09,0.5052411,241,23.5024282006196
145846574,68298060,176,484046,479,0.3674322,0.0003634,1.7653621,99.6962627,28,2026-07-08,2026-07-15,0.3674322,176,17.0919366993218
142327375,149236547,281,172734,350,0.8028571,0.0016261,1.7645064,159.2513388,16,2026-04-28,2026-04-29,0.8028571,281,37.3467070436425
138975462,142327375,269,516,172734,0.5213178,0.0015551,1.7589857,152.9290398,13,2026-04-18,2026-04-29,0.5213178,269,24.2502721259315
142327375,149268057,362,172734,502,0.7211155,0.002094,1.7589138,205.8088347,17,2026-04-28,2026-04-28,0.7211155,362,33.5443123354452
145846574,147640233,209,484046,545,0.3834862,0.0004315,1.7572746,118.9341721,11,2026-04-10,2026-05-15,0.3834862,209,17.8387246829849
144230777,144714518,215,566,12714,0.3798587,0.0164562,1.7562662,122.4187976,3,2026-03-22,2026-03-23,0.3798587,215,17.6699833468233
153621887,19619027,318,845,86903,0.3763314,0.0036372,1.7540839,181.2912162,29,2026-07-29,2026-08-05,0.3763314,318,17.5059030394373
123591261,145125274,249,353875,659,0.3778452,0.0007028,1.7538084,141.9767398,29,2026-03-31,2026-04-29,0.3778452,249,17.576320857406
148312619,148484465,487,945,48832,0.5153439,0.0098803,1.7520637,277.9579276,3,2026-04-14,2026-04-16,0.5153439,487,23.9723827067459
123591261,152305904,596,353875,1024,0.5820313,0.0016822,1.7486165,340.8408883,28,2026-07-17,2026-07-17,0.5820313,596,27.0744973810786
123591261,142138808,177,353875,406,0.4359606,0.0004999,1.7470029,101.3163752,8,2026-04-11,2026-05-01,0.4359606,177,20.2796896368863
123591261,153148090,173,353875,396,0.4368687,0.0004886,1.7453971,99.1178442,28,2026-07-17,2026-07-19,0.4368687,173,20.3219319545619
145846574,152434705,264,484046,355,0.743662,0.0005453,1.7440757,151.36958,29,2026-07-09,2026-07-18,0.743662,264,34.593113585829
115295631,142160593,215,27691,346,0.6213873,0.0077277,1.7439379,123.2842098,26,2026-03-23,2026-03-24,0.6213873,215,28.9052303999553
145846574,152728156,714,484046,1533,0.4657534,0.0014726,1.740249,410.2861197,29,2026-07-08,2026-07-11,0.4657534,714,21.66556885949
142327375,149216786,292,172734,407,0.7174447,0.0016893,1.7398361,167.8319024,6,2026-04-27,2026-04-29,0.7174447,292,33.3735568022179
121135996,151960064,182,6789,418,0.4354067,0.0259075,1.7385614,104.6842526,1,2026-06-25,2026-07-05,0.4354067,182,20.2539237303116
148484465,148641440,227,48832,370,0.6135135,0.004635,1.7373658,130.6575757,3,2026-04-14,2026-04-15,0.6135135,227,28.5389628513216
142327375,149267933,340,172734,471,0.7218684,0.0019669,1.7358958,195.8642902,17,2026-04-28,2026-04-28,0.7218684,340,33.5793351754166
123591261,148034820,361,353875,813,0.4440344,0.0010188,1.7357322,207.9813971,28,2026-03-31,2026-04-04,0.4440344,361,20.65526063617
112956052,145846574,198,389,484046,0.5089974,0.0004089,1.7353275,114.0994996,10,2026-04-09,2026-05-28,0.5089974,198,23.6771609589997
145846574,152930166,323,484046,723,0.4467497,0.0006667,1.7345257,186.2180585,28,2026-07-13,2026-07-26,0.4467497,323,20.7815689339176
153259598,153520469,402,10827,1104,0.3641304,0.0348686,1.733904,231.8467511,6,2026-07-29,2026-07-29,0.3641304,402,16.9383460325435
123591261,142063132,167,353875,409,0.408313,0.0004716,1.73333,96.3463389,4,2026-05-05,2026-07-28,0.408313,167,18.9935992259529
145846574,148345140,459,484046,1119,0.4101877,0.000947,1.7331777,264.8314722,9,2026-04-07,2026-05-07,0.4101877,459,19.0808051206192
133739166,145846574,260,670,484046,0.3880597,0.0005367,1.7327356,150.0517447,6,2026-07-19,2026-07-20,0.3880597,260,18.0514713407203
145846574,89433099,370,484046,836,0.4425837,0.0007637,1.7313584,213.7050266,29,2026-07-05,2026-07-19,0.4425837,370,20.5877780568813
153786074,19619027,297,567,86903,0.5238095,0.003407,1.7306268,171.614121,24,2026-08-03,2026-08-04,0.5238095,297,24.3661791658526
148484465,148539031,179,48832,418,0.4282297,0.0036478,1.7303239,103.4488418,17,2026-04-14,2026-04-15,0.4282297,179,19.9200694037418
142011380,142327375,295,615,172734,0.4796748,0.0017047,1.7298299,170.5369976,4,2026-03-22,2026-04-29,0.4796748,295,22.3131541488738
123188655,145846574,431,541,484046,0.7966728,0.0008902,1.7259122,249.7230112,29,2026-07-09,2026-07-11,0.7966728,431,37.0590303943733
142327375,148819133,245,172734,631,0.3882726,0.0014152,1.7237768,142.1297696,17,2026-04-18,2026-04-19,0.3882726,245,18.061374863937
149677708,149689662,169,12053,407,0.4152334,0.0137499,1.7219212,98.1461873,10,2026-05-07,2026-05-07,0.4152334,169,19.3155172253389
153781883,19619027,215,391,86903,0.5498721,0.002469,1.7214918,124.8916782,29,2026-08-03,2026-08-03,0.5498721,215,25.578539730386
145846574,148349720,372,484046,884,0.4208145,0.0007677,1.720063,216.2711453,12,2026-04-07,2026-05-05,0.4208145,372,19.5751346674482
145846574,148192779,331,484046,726,0.4559229,0.0006833,1.7182658,192.6360828,29,2026-04-07,2026-05-02,0.4559229,331,21.2082810014234
145846574,152758190,1275,484046,1702,0.7491187,0.0026317,1.7181619,742.0720893,29,2026-07-09,2026-07-12,0.7491187,1275,34.8469442816341
145846574,148499121,179,484046,311,0.5755627,0.0003697,1.7160873,104.3070507,29,2026-04-10,2026-04-10,0.5755627,179,26.7735958767107
148484465,89641714,337,48832,806,0.4181141,0.0068356,1.7153726,196.4587735,15,2026-04-15,2026-04-15,0.4181141,337,19.4495194767739
131660733,145846574,202,426,484046,0.4741784,0.0004171,1.7143877,117.8263239,18,2026-04-07,2026-07-10,0.4741784,202,22.0574767181147
145846574,152802704,214,484046,577,0.3708839,0.0004418,1.7132735,124.9070849,29,2026-07-10,2026-07-25,0.3708839,214,17.2525003023621
145846574,150343471,304,484046,676,0.4497041,0.0006276,1.7129799,177.4685106,28,2026-06-02,2026-07-25,0.4497041,304,20.9189995069171
148798931,149812133,172,60235,361,0.4764543,0.0028466,1.7083252,100.6834081,17,2026-05-09,2026-05-10,0.4764543,172,22.1633453347847
131873440,145846574,596,1319,484046,0.4518575,0.0012295,1.7082529,348.8944806,28,2026-06-26,2026-07-10,0.4518575,596,21.019169760064
153786007,19619027,233,437,86903,0.5331808,0.0026749,1.7078971,136.4250823,24,2026-08-03,2026-08-03,0.5331808,233,24.8021063012271
142291682,142327375,184,472,172734,0.3898305,0.0010634,1.7072677,107.7745451,7,2026-04-13,2026-04-19,0.3898305,184,18.133844092774
153786355,19619027,273,520,86903,0.525,0.0031325,1.7048388,160.13244,7,2026-08-03,2026-08-03,0.525,273,24.4215579558458
45393601,66228851,364,851,110377,0.4277321,0.0032833,1.70464,213.534823,8,2026-08-05,2026-08-05,0.4277321,364,19.896922418525
145846574,146583870,243,484046,470,0.5170213,0.0005018,1.7042157,142.5875813,26,2026-04-28,2026-07-28,0.5170213,243,24.0504107473462
145846574,149155299,412,484046,884,0.4660633,0.0008503,1.702726,241.9649407,19,2026-05-06,2026-05-08,0.4660633,412,21.6799845562719
142327375,149033267,374,172734,903,0.414175,0.0021586,1.7022361,219.7109997,16,2026-04-27,2026-04-29,0.414175,374,19.2662833644999
123591261,139706947,168,353875,376,0.4468085,0.0004745,1.7019203,98.7120252,4,2026-03-31,2026-05-09,0.4468085,168,20.7843041484086
145846574,152795179,1407,484046,2664,0.5281532,0.0028992,1.7008896,827.2141989,29,2026-07-09,2026-07-26,0.5281532,1407,24.5682361587913
148484465,65467965,367,48832,759,0.483531,0.0074557,1.7007356,215.7889773,16,2026-04-14,2026-05-10,0.483531,367,22.4925339808535
142327375,148658557,680,172734,1168,0.5821918,0.0039256,1.7002929,399.9311059,16,2026-04-18,2026-04-28,0.5821918,680,27.0819634002251
142327375,148724877,179,172734,368,0.486413,0.0010351,1.6945496,105.6327913,16,2026-04-18,2026-04-28,0.486413,179,22.6265967047178
145846574,146840881,559,484046,1426,0.3920056,0.0011528,1.6941183,329.9651581,29,2026-07-07,2026-07-21,0.3920056,559,18.2350237703164
144714518,146577312,213,12714,608,0.3503289,0.0162484,1.6924341,125.8542351,5,2026-03-22,2026-03-22,0.3503289,213,16.2963381618242
123591261,148338419,327,353875,842,0.388361,0.0009227,1.6919705,193.2657841,28,2026-04-07,2026-04-11,0.388361,327,18.0654869891243
142327375,66881317,247,172734,438,0.5639269,0.0014284,1.6917314,146.0042669,14,2026-04-18,2026-04-19,0.5639269,247,26.2323304213533
102910256,148484465,469,1001,48832,0.4685315,0.0095009,1.6910726,277.3387807,16,2026-04-14,2026-04-15,0.4685315,469,21.7947984407417
149642899,149677708,453,983,12053,0.4608342,0.036001,1.6902421,268.0089468,17,2026-05-07,2026-05-07,0.4608342,453,21.4367411873064
145846574,149322667,802,484046,1251,0.6410871,0.0016553,1.6884316,474.9970226,12,2026-04-30,2026-05-08,0.6410871,802,29.8216109855145
145846574,153148806,382,484046,572,0.6678322,0.0007889,1.6880146,226.3013585,28,2026-07-17,2026-07-19,0.6678322,382,31.0657195753905
140557719,145846574,231,529,484046,0.436673,0.0004769,1.6869151,136.9363558,14,2026-05-04,2026-05-29,0.436673,231,20.3128285281011
153259598,153520079,312,10827,856,0.364486,0.0274382,1.6868043,184.9651481,6,2026-07-29,2026-07-29,0.364486,312,16.9548875677989
153569564,19619027,603,1195,86903,0.5046025,0.0068918,1.685333,357.7927915,28,2026-07-28,2026-08-04,0.5046025,603,23.4727222826947
145846574,152795722,646,484046,1179,0.547922,0.0013331,1.6842059,383.5635572,28,2026-07-09,2026-07-19,0.547922,646,25.4878264348247
147104190,147675130,2489,18508,3862,0.6444847,0.1251949,1.6820982,1479.6996136,6,2026-03-30,2026-03-30,0.6444847,2489,29.9796580051541
145846574,152969093,730,484046,1511,0.4831238,0.0015057,1.6813069,434.186046,28,2026-07-14,2026-07-26,0.4831238,730,22.4735921553304
123591261,148915329,176,353875,341,0.516129,0.0004971,1.6800785,104.7570092,26,2026-04-20,2026-04-28,0.516129,176,24.0089034022719
153780597,19619027,211,404,86903,0.5222772,0.0024226,1.6790931,125.6630759,17,2026-08-03,2026-08-03,0.5222772,211,24.2949007786988
152638182,19619027,194,483,86903,0.4016563,0.002225,1.6776103,115.6406819,13,2026-08-03,2026-08-05,0.4016563,194,18.6839478262488
145846574,152848192,186,484046,397,0.4685139,0.0003841,1.6773456,110.8894933,25,2026-07-11,2026-07-20,0.4685139,186,21.7939797370845
145846574,149356623,195,484046,381,0.511811,0.0004027,1.676964,116.2815629,6,2026-04-30,2026-05-17,0.511811,195,23.8080419027417
142668385,152733881,1062,91047,2844,0.3734177,0.0114404,1.6767325,633.374731,29,2026-07-09,2026-07-11,0.3734177,1062,17.370365718645
115295631,147273190,316,27691,686,0.4606414,0.0112612,1.671682,189.0311725,25,2026-03-23,2026-03-25,0.4606414,316,21.4277726608799
142327375,148443993,1265,172734,3214,0.3935905,0.0072417,1.6708392,757.104573,18,2026-04-12,2026-04-29,0.3935905,1265,18.3087489649911
153564530,19619027,406,1146,86903,0.3542757,0.0046324,1.6706961,243.0124791,17,2026-07-28,2026-08-05,0.3542757,406,16.4799324569483
142327375,43599607,636,172734,1625,0.3913846,0.003661,1.6684848,381.184184,16,2026-03-29,2026-04-28,0.3913846,636,18.2061365560486
104925738,152979882,504,1266,42077,0.3981043,0.011765,1.6681539,302.1303887,17,2026-07-22,2026-07-22,0.3981043,504,18.5187185427075
145846574,153246139,204,484046,341,0.5982405,0.0004213,1.6670337,122.3730545,12,2026-07-20,2026-07-21,0.5982405,204,27.8285048424461
145846574,148494438,1261,484046,2341,0.5386587,0.0025993,1.6661019,756.8564734,29,2026-04-10,2026-04-11,0.5386587,1261,25.0569231628011
153216797,19619027,650,1663,86903,0.3908599,0.0073934,1.6651614,390.3525624,29,2026-07-28,2026-08-05,0.3908599,650,18.1817289532688
123591261,148547645,296,353875,620,0.4774194,0.0008357,1.6630946,177.9814595,28,2026-07-17,2026-07-25,0.4774194,296,22.2082391358955
148370408,148828041,199,60338,381,0.5223097,0.0032882,1.6626668,119.6872423,17,2026-04-18,2026-04-18,0.5223097,199,24.2964125894294
123591261,129675321,209,353875,560,0.3732143,0.00059,1.6626494,125.7029922,28,2026-04-09,2026-07-21,0.3732143,209,17.3609041093342
145846574,146243181,242,484046,682,0.3548387,0.0004995,1.6619277,145.6140368,17,2026-07-17,2026-07-25,0.3548387,242,16.5061216705276
145061295,145846574,211,597,484046,0.3534338,0.0004356,1.660813,127.046214,13,2026-04-06,2026-04-18,0.3534338,211,16.4407695814378
148370408,66633561,521,60338,860,0.605814,0.0085864,1.6576957,314.2917001,18,2026-04-17,2026-04-18,0.605814,521,28.1808032599291
145846574,148494441,1299,484046,2465,0.5269777,0.0026772,1.6566474,784.1137576,27,2026-04-10,2026-04-11,0.5269777,1299,24.5135551275968
151378947,151517106,492,16071,1212,0.4059406,0.0293014,1.6555568,297.1809903,6,2026-06-15,2026-06-17,0.4059406,492,18.8832416943444
145846574,152881173,312,484046,774,0.4031008,0.000644,1.6546549,188.5589582,28,2026-07-13,2026-07-17,0.4031008,312,18.7511419985673
123591261,143065194,190,353875,503,0.3777336,0.0005364,1.6530623,114.9381965,7,2026-03-31,2026-07-07,0.3777336,190,17.5711295319434
145846574,153109844,451,484046,1100,0.41,0.0009305,1.6527698,272.8752601,16,2026-07-16,2026-07-29,0.41,451,19.0720738321844
129533265,145885463,204,59198,577,0.3535529,0.0034245,1.6520936,123.4796858,14,2026-04-10,2026-04-11,0.3535529,204,16.4463097862997
127942778,145846574,364,920,484046,0.3956522,0.0007511,1.6500791,220.5954902,27,2026-07-12,2026-07-29,0.3956522,364,18.4046535860151
123591261,153103800,293,353875,708,0.4138418,0.000827,1.6483663,177.7517511,11,2026-07-21,2026-07-24,0.4138418,293,19.2507838157172
152860975,19619027,419,1152,86903,0.3637153,0.0047811,1.648151,254.2242852,29,2026-07-28,2026-08-05,0.3637153,419,16.9190367207197
142668385,152841052,192,91047,374,0.513369,0.0021046,1.6479416,116.5089857,26,2026-07-10,2026-07-10,0.513369,192,23.880515783304
143713225,145846574,2707,4981,484046,0.5434652,0.0055663,1.6475983,1642.9975725,28,2026-07-17,2026-07-28,0.5434652,2707,25.2805083405435
145846574,152801753,527,484046,1173,0.4492754,0.0010873,1.6452108,320.3236963,27,2026-07-10,2026-07-26,0.4492754,527,20.8990575604492
145846574,153150100,685,484046,1709,0.4008192,0.0014122,1.6452065,416.3610959,29,2026-07-17,2026-07-26,0.4008192,685,18.6450082335538
144221430,145846574,230,312,484046,0.7371795,0.0004751,1.6451725,139.8029704,18,2026-07-20,2026-07-21,0.7371795,230,34.2915654916409
145846574,152728901,1009,484046,2188,0.4611517,0.0020794,1.6442928,613.6376818,28,2026-07-08,2026-07-17,0.4611517,1009,21.451510415213
142327375,148628305,381,172734,383,0.9947781,0.0022057,1.6442641,231.7146054,10,2026-04-13,2026-04-14,0.9947781,381,46.274344804488
145846574,152209405,898,484046,2348,0.3824532,0.0018497,1.6438699,546.2719555,28,2026-07-06,2026-07-25,0.3824532,898,17.7906723603785
145846574,149396760,335,484046,516,0.6492248,0.0006918,1.6434978,203.833552,6,2026-05-01,2026-05-12,0.6492248,335,30.2001544372808
145846574,152835798,265,484046,312,0.849359,0.0005474,1.641104,161.4766625,9,2026-07-11,2026-07-22,0.849359,265,39.5098477025129
145846574,152891302,278,484046,480,0.5791667,0.0005741,1.6409832,169.410628,20,2026-07-12,2026-07-26,0.5791667,278,26.9412440574209
145846574,152352973,9074,484046,24156,0.3756417,0.0181797,1.6399972,5532.9363173,29,2026-07-03,2026-07-27,0.3756417,9074,17.4738200898713
19619027,97375175,248,86903,669,0.3707025,0.00284,1.6394264,151.2724231,29,2026-08-02,2026-08-05,0.3707025,248,17.2440620726227
145846574,46028695,272,484046,338,0.8047337,0.0005619,1.6388476,165.9702791,18,2026-07-20,2026-07-20,0.8047337,272,37.43400132109
145846574,153248231,281,484046,379,0.7414248,0.0005804,1.6380978,171.5404274,18,2026-07-20,2026-07-20,0.7414248,281,34.4890451868598
129242026,149150782,561,1078,19321,0.5204082,0.0282791,1.6377548,342.5421297,17,2026-04-27,2026-04-27,0.5204082,561,24.207960032376
145846574,152841456,208,484046,416,0.5,0.0004295,1.6371396,127.0508608,28,2026-07-10,2026-07-11,0.5,208,23.2586266246151
145846574,153248193,258,484046,366,0.704918,0.0005329,1.6352016,157.7787059,18,2026-07-20,2026-07-20,0.704918,258,32.7908491259408
123591261,149372911,522,353875,596,0.8758389,0.0014748,1.6350857,319.2493238,6,2026-04-30,2026-05-05,0.8758389,522,40.7416199168271
148370408,148680624,169,60338,311,0.5434084,0.0027943,1.6343373,103.4058271,10,2026-04-18,2026-04-18,0.5434084,169,25.277866160559
148484465,148555525,262,48832,459,0.5708061,0.0053438,1.6334305,160.3986215,15,2026-04-14,2026-04-16,0.5708061,262,26.5523319099054
123591261,152987878,255,353875,681,0.3744493,0.0007197,1.6334081,156.1153023,14,2026-07-18,2026-07-25,0.3744493,255,17.4183529170969
145846574,152677112,184,484046,514,0.3579767,0.0003799,1.6316174,112.7715356,29,2026-07-07,2026-07-22,0.3579767,184,16.6520928112237
147383252,147805867,2661,12508,7380,0.3605691,0.1544668,1.6290298,1633.4875797,6,2026-03-27,2026-03-30,0.3605691,2661,16.772684138547
145846574,152305904,667,484046,1024,0.6513672,0.001377,1.6290145,409.4500139,28,2026-07-17,2026-07-17,0.6513672,667,30.2998130006419
121732938,147627761,318,110007,651,0.4884793,0.002882,1.6285496,195.2657748,12,2026-03-22,2026-03-23,0.4884793,318,22.7227153051067
123591261,150074520,195,353875,412,0.473301,0.0005507,1.6279894,119.7796522,5,2026-05-15,2026-05-16,0.473301,195,22.0166624801139
142327375,149260117,254,172734,640,0.396875,0.0014672,1.6267881,156.1358871,14,2026-04-28,2026-04-29,0.396875,254,18.4615348832882
118049809,145846574,288,683,484046,0.4216691,0.0005945,1.6266635,177.0495199,28,2026-04-08,2026-05-29,0.4216691,288,19.6148883120749
153786718,19619027,589,1184,86903,0.4974662,0.0067316,1.6247721,362.5123727,6,2026-08-03,2026-08-03,0.4974662,589,23.1407612083322
123591261,45567076,393,353875,1115,0.3524664,0.0011083,1.6234572,242.075988,13,2026-04-11,2026-05-18,0.3524664,393,16.3957687906444
145846574,153252002,211,484046,324,0.6512346,0.0004358,1.6231864,129.9912285,18,2026-07-20,2026-07-20,0.6512346,211,30.2936448128611
145846574,153250485,211,484046,310,0.6806452,0.0004358,1.6219955,130.0866733,18,2026-07-20,2026-07-20,0.6806452,211,31.6617451412729
145846574,153258857,206,484046,322,0.6397516,0.0004255,1.6213251,127.0565667,18,2026-07-20,2026-07-20,0.6397516,206,29.7594871938002
145846574,153241525,260,484046,366,0.7103825,0.000537,1.6211004,160.3848847,18,2026-07-20,2026-07-20,0.7103825,260,33.0450426563212
123591261,148351619,262,353875,605,0.4330579,0.0007397,1.6203491,161.693548,6,2026-04-07,2026-04-19,0.4330579,262,20.1446640058798
142668385,152834309,169,91047,335,0.5044776,0.0018528,1.6202423,104.305384,29,2026-07-10,2026-07-10,0.5044776,169,23.4669122777638
145846574,152828337,503,484046,1248,0.4030449,0.0010376,1.6201994,310.4556148,27,2026-07-10,2026-07-26,0.4030449,503,18.7485416841106
145846574,153248180,251,484046,379,0.6622691,0.0005184,1.6198845,154.9493153,17,2026-07-20,2026-07-20,0.6622691,251,30.8069394438397
145846574,153241506,267,484046,423,0.6312057,0.0005514,1.619656,164.849825,18,2026-07-20,2026-07-20,0.6312057,267,29.3619553992576
135417772,145846574,228,644,484046,0.3540373,0.0004706,1.6195654,140.7785042,10,2026-04-08,2026-04-29,0.3540373,228,16.4688427437737
145846574,148704253,179,484046,458,0.3908297,0.0003696,1.6191399,110.5525251,13,2026-05-07,2026-05-11,0.3908297,179,18.1803241322206
145846574,153241553,244,484046,386,0.6321244,0.0005039,1.6183853,150.7675613,18,2026-07-20,2026-07-20,0.6321244,244,29.4046907998177
