"lv3","风险族","线下规模","线下命中会员数","线下渗透率","归因营业额","归因GGR","归因NGR2","归因退水","命中","真实流水","下线留存","新增会员质量","对打渗透率","单链密度","退水消耗比","综合分","赏","罚"
"7233","尾秒下注（画像）",30,2,0.0666666666666667,79547.5754722508,3310.6121510192,3310.6121510192,0,TRUE,289644.054138823,0.512424242424242,-85.1599189187368,0,0,0,-3.68185121207658,38.2292598990345,41.9111111111111
