__source_pk,dt,id,code,type,offset,data,source_db,source_table,ods_table_name,sync_time
c4ca4238a0b923820dcc509a6f75849b,2026-07-23,1,5031,1,3600,2026-07-23 04:33:02,a168,partner_reportTime,ods_a168_partner_reportTime,2026-07-23 04:34:47
