stat_date,stat_hour,dealer_id,game_id,player_id,bet_count,valid_bet,turnover,profit,profit_per_bet,round_count,win_count,lose_count,push_count,win_rate,player_roi,first_bet_time,last_bet_time,created_time,update_time
2026-05-15,5,-1,101,109232963,1,10.0000,10.0000,-10.0000,-10.0,1,0,1,0,0.0,-1.0,2026-05-15 05:32:00,2026-05-15 05:32:00,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,110985716,19,550.0000,565.0000,10.2500,0.5394736842105263,19,5,13,1,0.2631578947368421,0.018636363636363635,2026-05-15 05:41:45,2026-05-15 05:59:19,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,137285751,3,620.0000,620.0000,-620.0000,-206.66666666666666,1,0,1,0,0.0,-1.0,2026-05-15 05:43:12,2026-05-15 05:43:14,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,146650259,7,1480.0000,1480.0000,-540.0000,-77.14285714285714,7,4,3,0,0.5714285714285714,-0.36486486486486486,2026-05-15 05:21:05,2026-05-15 05:49:29,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,149348923,1,500.0000,500.0000,500.0000,500.0,1,1,0,0,1.0,1.0,2026-05-15 05:57:20,2026-05-15 05:57:20,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,149651292,3,550.0000,550.0000,-160.0000,-53.333333333333336,2,1,1,0,0.5,-0.2909090909090909,2026-05-15 05:25:57,2026-05-15 05:27:07,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,-1,101,150043398,3,200.0000,300.0000,0.0000,0.0,3,1,1,1,0.3333333333333333,0.0,2026-05-15 05:43:11,2026-05-15 05:44:59,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,462,101,123483915,1,100.0000,100.0000,-100.0000,-100.0,1,0,1,0,0.0,-1.0,2026-05-15 05:31:34,2026-05-15 05:31:34,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,462,101,123903499,1,100.0000,100.0000,-100.0000,-100.0,1,0,1,0,0.0,-1.0,2026-05-15 05:22:26,2026-05-15 05:22:26,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,462,101,147958960,5,250.0000,250.0000,50.0000,10.0,5,3,2,0,0.6,0.2,2026-05-15 05:35:16,2026-05-15 05:37:34,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,462,108,139554464,21,1280.0000,1680.0000,-182.4000,-8.685714285714287,21,7,9,5,0.3333333333333333,-0.14250000000000002,2026-05-15 05:39:47,2026-05-15 05:59:12,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,101,98879826,1,5.0000,5.0000,-5.0000,-5.0,1,0,1,0,0.0,-1.0,2026-05-15 05:15:22,2026-05-15 05:15:22,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,101,118807103,3,150.0000,150.0000,50.0000,16.666666666666668,3,2,1,0,0.6666666666666666,0.3333333333333333,2026-05-15 05:16:29,2026-05-15 05:18:05,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,101,146349908,1,70.0000,70.0000,66.5000,66.5,1,1,0,0,1.0,0.95,2026-05-15 05:07:11,2026-05-15 05:07:11,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,101,148407689,2,702.0000,702.0000,702.0000,351.0,2,2,0,0,1.0,1.0,2026-05-15 05:16:25,2026-05-15 05:17:14,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,108,144854420,5,960.0000,960.0000,529.6000,105.92,5,4,1,0,0.8,0.5516666666666666,2026-05-15 05:24:20,2026-05-15 05:28:30,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,108,148413431,2,80.0000,80.0000,-40.8000,-20.4,1,0,1,0,0.0,-0.51,2026-05-15 05:38:00,2026-05-15 05:38:00,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,471,108,148429059,22,2930.0000,2930.0000,-1832.4000,-83.2909090909091,12,4,8,0,0.3333333333333333,-0.6253924914675768,2026-05-15 05:23:22,2026-05-15 05:36:35,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,550,101,149502037,2,424.0000,424.0000,-176.0000,-88.0,2,1,1,0,0.5,-0.41509433962264153,2026-05-15 05:41:42,2026-05-15 05:50:56,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,550,101,150042863,6,37.0000,48.0000,35.1500,5.858333333333333,6,4,0,2,0.6666666666666666,0.95,2026-05-15 05:28:07,2026-05-15 05:31:03,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,789,101,46280768,1,400.0000,400.0000,380.0000,380.0,1,1,0,0,1.0,0.95,2026-05-15 05:59:30,2026-05-15 05:59:30,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,789,107,122006392,10,91.2000,140.0000,-28.8000,-2.88,5,1,4,0,0.2,-0.3157894736842105,2026-05-15 05:25:28,2026-05-15 05:38:24,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,789,107,149884155,6,536.9000,1804.0000,536.9000,89.48333333333333,3,3,0,0,1.0,1.0,2026-05-15 05:35:05,2026-05-15 05:38:46,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,925,101,10544642,1,100.0000,100.0000,-100.0000,-100.0,1,0,1,0,0.0,-1.0,2026-05-15 05:45:40,2026-05-15 05:45:40,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,925,104,148397340,2,10.0000,10.0000,0.0000,0.0,2,1,1,0,0.5,0.0,2026-05-15 05:09:54,2026-05-15 05:11:08,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,101,150043367,6,240.0000,240.0000,250.0000,41.666666666666664,2,2,0,0,1.0,1.0416666666666667,2026-05-15 05:41:20,2026-05-15 05:42:34,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,107,18415393,4,1333.7500,1900.0000,-466.2500,-116.5625,2,1,1,0,0.5,-0.34957825679475163,2026-05-15 05:07:47,2026-05-15 05:17:10,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,107,30730088,1,100.0000,100.0000,-100.0000,-100.0,1,0,1,0,0.0,-1.0,2026-05-15 05:16:49,2026-05-15 05:16:49,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,107,120058803,1,0.0000,49.0000,0.0000,0.0,1,0,0,1,0.0,0.0,2026-05-15 06:00:04,2026-05-15 06:00:04,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,107,122006392,1,101.0600,326.0000,101.0600,101.06,1,1,0,0,1.0,1.0,2026-05-15 06:00:09,2026-05-15 06:00:09,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1004,107,149884155,2,386.2500,900.0000,386.2500,193.125,1,1,0,0,1.0,1.0,2026-05-15 06:00:18,2026-05-15 06:00:20,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1109,101,126733036,1,163.0000,163.0000,-163.0000,-163.0,1,0,1,0,0.0,-1.0,2026-05-15 05:25:04,2026-05-15 05:25:04,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1109,101,127968706,1,3000.0000,3000.0000,-3000.0000,-3000.0,1,0,1,0,0.0,-1.0,2026-05-15 05:29:36,2026-05-15 05:29:36,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1109,107,34751833,2,570.0000,1100.0000,570.0000,285.0,2,2,0,0,1.0,1.0,2026-05-15 05:44:04,2026-05-15 05:45:43,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1109,107,72510390,19,158980.5000,164290.0000,-28579.5000,-1504.1842105263158,12,6,6,0,0.5,-0.17976732995556058,2026-05-15 05:40:43,2026-05-15 05:58:30,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1221,101,144199269,2,3.0000,3.0000,-3.0000,-1.5,2,0,2,0,0.0,-1.0,2026-05-15 05:08:58,2026-05-15 05:12:00,2026-07-18 20:30:33,2026-07-18 20:30:32
