table_id,n_orders,p50,p75,p90,p95,p99,max_progress,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
901,1494434,0.2857142984867096,0.4000000059604645,0.47058820724487305,0.5106382966041565,0.5713682174682617,0.7446809,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01284649,-0.01685818,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,4.002775,4.047231,4.234810,4.620354,4.473280,95.997225,95.952769,95.765190,95.379646,95.526720,4.9866,823992.1064,751719.0832,2761150.7156,2833423.7389,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,153910.4203,3431232.4017,0.01478366,153910.4203,157547.3740,158620.0253,173341.0913,180573.1955,3431232.4017,0.01478366,823992.1064,751719.0832,2761150.7156,2833423.7389,0.01189657,0.01220797,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,118.8592,113.5493,5.1636,17.2265,54.5942,200.0,400.0,1663.4663,12.9089,-2.2009,23.220021,96.564309,6.661536,1,1,256789,16,0.23519693,0.01591465,0.01284649,0.00051907,0.042734,0.901340,0.084005,0.00401169,2026-03-23,2026-08-06,137,3306,137,137,1.000000,1.046763,1.035764,0.783990,3,0.3448275862068966,0.5862068965517241,0.5862068965517241,0.41379310344827586,0.41379310344827586,0.41379310344827586,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00454886,E 常规,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
908,1111082,0.2857142984867096,0.40384620428085327,0.4772726893424988,0.5111110806465149,0.5714285969734192,0.7142857,175285126.0974,158040755.0332,4027234.3256,1492790,164464,-0.02297533,-0.01006491,-0.02714113,-0.02346600,-4027234.3256,175285126.0974,OK,86006.9595,155457.8013,4.0024,95.9976,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,155457.8013,153119.3423,165716.5205,142955.5526,132019.5662,4.002410,4.050253,4.226808,4.584559,4.448854,95.997590,95.949747,95.773192,95.415441,95.551146,4.9847,749268.7829,694706.1635,3191958.5831,3246521.2025,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3871776.5243,151622814.3123,3941227.3661,3785769.5648,69450.8418,0.02248467,0.02159778,155457.8013,3785769.5648,0.02159778,155457.8013,153119.3423,165716.5205,142955.5526,132019.5662,3785769.5648,0.02159778,749268.7829,694706.1635,3191958.5831,3246521.2025,0.01821009,0.01852137,0.00039622,117.4212,960.9444,24.4870,29395.8710,1229.6899,1279453.4752,1200.4672,122.4768,115.8778,5.1636,17.5737,56.5013,204.0495,406.6004,1661.6693,12.9089,-2.1082,23.136931,94.55458,6.681659,1,1,208811,16,0.24395281,0.02297533,0.01006491,0.00054421,0.044214,0.901621,0.083231,0.01707622,2026-03-23,2026-08-06,137,3275,137,137,1.000000,1.056948,1.043056,0.813176,2,0.3793103448275862,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.2413793103448276,0.2413793103448276,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00459139,E 常规,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
905,1215502,0.2857142984867096,0.4000000059604645,0.47058820724487305,0.5102040767669678,0.5641025900840759,0.7142857,193407101.5601,174696148.2325,4831424.6292,1642994,164479,-0.02498060,-0.01757209,-0.02728642,-0.02544924,-4831424.6292,193407101.5601,OK,90640.0386,191322.6964,3.9976,96.0024,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,191322.6964,199056.0200,215249.1148,210918.0457,228407.7375,3.997561,4.041385,4.221081,4.589137,4.437529,96.002439,95.958615,95.778919,95.410863,95.562471,4.9866,1044953.6145,947800.9822,3695830.9761,3792983.6084,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,4640101.9328,167614517.2632,4740784.5906,4549461.8942,100682.6578,0.02451195,0.02352272,191322.6964,4549461.8942,0.02352272,191322.6964,199056.0200,215249.1148,210918.0457,228407.7375,4549461.8942,0.02352272,1044953.6145,947800.9822,3695830.9761,3792983.6084,0.01910908,0.0196114,0.00052057,117.7163,1062.1183,29.3741,35265.8732,1482.0321,1411730.6683,1200.5766,121.2393,116.6612,5.1636,17.2775,56.7863,202.2565,408.3292,1663.6167,12.9089,-2.1082,23.633573,96.288012,6.813267,1,1,225151,16,0.23736320,0.02498060,0.01757209,0.00051884,0.042448,0.903256,0.082793,0.00971433,2026-03-23,2026-08-06,137,3260,137,137,1.000000,1.039243,1.029928,0.791211,2,0.41379310344827586,0.0,0.0,0.3103448275862069,0.3103448275862069,0.3103448275862069,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00459118,E 常规,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
8,4677105,0.32258060574531555,0.4166666865348816,0.5,0.5442276000976562,0.6000000238418579,0.7222222,515341084.0848,464890178.4430,5794175.3469,4752228,291841,-0.01124338,-0.00827405,-0.01212481,-0.01198314,-5794175.3469,515341084.0848,OK,381226.5692,217442.6365,4.0107,95.9893,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,217442.6365,210298.3075,196119.8847,210055.8982,181337.3361,4.010672,4.044828,4.235764,4.682901,4.523299,95.989328,95.955172,95.764236,95.317099,95.476701,4.9925,1015254.0630,949522.2804,4397694.7146,4463426.4973,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,5576732.7104,445681891.3851,5412948.7776,5195506.1411,-163783.9327,0.01050362,0.01008168,217442.6365,5195506.1411,0.01008168,217442.6365,210298.3075,196119.8847,210055.8982,181337.3361,5195506.1411,0.01008168,1015254.0630,949522.2804,4397694.7146,4463426.4973,0.00853356,0.00866111,-0.00031782,108.4420,1592.9571,19.8539,41684.7147,969.7365,3707489.8136,2099.5755,116.9540,106.1487,5.1431,15.4907,52.3519,183.2317,344.8219,1500.0399,12.8578,-2.1082,22.259977,96.835074,7.000473,1,71,391600,16,0.22889700,0.01124338,0.00827405,0.00082004,0.042436,0.902102,0.074786,0.00385076,2026-03-21,2026-08-06,139,5975,139,139,1.000000,1.101794,1.078494,0.762990,4,0.4482758620689655,0.9310344827586207,0.9310344827586207,0.6551724137931034,0.6551724137931034,0.6551724137931034,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344672,E 常规,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
33,3756092,0.3471217155456543,0.4864864945411682,0.585365891456604,0.6388888955116272,0.7058823704719543,0.8064516,417953875.3293,376343686.1530,5724118.6304,3831648,210796,-0.01369557,-0.01082147,-0.01449149,-0.01438807,-5724118.6304,417953875.3293,OK,289432.5692,238779.1557,4.0164,95.9836,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,238779.1557,244419.6650,254501.7443,267502.1453,267681.8636,4.016420,4.064360,4.298865,4.722791,4.516728,95.983580,95.935640,95.701135,95.277209,95.483272,4.9847,1272884.5738,1146625.1884,4161801.4874,4288060.8728,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,5485339.4747,360779268.7114,5434686.0612,5195906.9055,-50653.4134,0.01300308,0.01243177,238779.1557,5195906.9055,0.01243177,238779.1557,244419.6650,254501.7443,267502.1453,267681.8636,5195906.9055,0.01243177,1272884.5738,1146625.1884,4161801.4874,4288060.8728,0.00995756,0.01025965,-0.00012119,109.0794,1785.3455,27.1548,41180.7096,1283.1470,3006862.4124,1516.5180,112.2826,108.2244,5.1431,15.68,52.3519,183.0299,365.1679,1432.3857,12.8578,-2.2009,23.288836,91.351391,6.956614,1,134,360580,16,0.21686905,0.01369557,0.01082147,0.00076906,0.042741,0.900443,0.077833,0.00367001,2026-03-21,2026-08-06,139,4461,139,139,1.000000,1.037498,1.029366,0.722897,3,0.4827586206896552,0.7586206896551724,0.7586206896551724,0.5172413793103449,0.5172413793103449,0.5172413793103449,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00405554,E 常规,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
32,4049443,0.34285709261894226,0.4791666865348816,0.5833333134651184,0.6388888955116272,0.7058823704719543,0.8064516,443887021.6957,399432496.7156,7121206.2642,4136945,209323,-0.01604284,-0.00880519,-0.01811026,-0.01675627,-7121206.2642,443887021.6957,OK,316683.0026,298166.6371,4.0179,95.9821,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,298166.6371,309566.9013,300393.1738,305728.9385,289788.3544,4.017932,4.069331,4.318423,4.739096,4.500378,95.982068,95.930669,95.681577,95.260904,95.499622,4.9828,1503644.0051,1363653.0822,5300879.2566,5440870.1795,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6823039.6271,382852140.3287,6804523.2617,6506356.6246,-18516.3655,0.01532940,0.01465769,298166.6371,6506356.6246,0.01465769,298166.6371,309566.9013,300393.1738,305728.9385,289788.3544,6506356.6246,0.01465769,1503644.0051,1363653.0822,5300879.2566,5440870.1795,0.01194196,0.01225733,-0.00004171,107.2983,1908.2112,34.0202,51231.6997,1610.4039,3193431.8108,1505.9209,113.5829,105.6288,5.1431,15.5308,52.3519,180.7244,359.456,1406.3405,12.8447,-2.2352,23.144687,90.551575,6.90873,1,131,375268,16,0.22218232,0.01604284,0.00880519,0.00079283,0.042623,0.899852,0.077577,0.00930507,2026-03-21,2026-08-06,139,4422,139,139,1.000000,1.075303,1.058572,0.740608,3,0.5172413793103449,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.5517241379310345,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00406978,E 常规,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
36,3310178,0.3469387888908386,0.4848484992980957,0.5833333134651184,0.6388888955116272,0.7058823704719543,0.8064516,371901806.1481,334508262.8689,7561974.0199,3376758,208488,-0.02033325,-0.02965935,-0.01750515,-0.02107740,-7561974.0199,371901806.1481,OK,276749.7043,310033.6542,4.0189,95.9811,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,310033.6542,309327.6168,308036.5201,309954.9328,312939.4903,4.018882,4.070004,4.295566,4.688243,4.532087,95.981118,95.929996,95.704434,95.311757,95.467913,4.9826,1550292.2143,1429691.473,5734932.1013,5855532.8427,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7251940.3657,320616052.4626,7285224.3156,6975190.6614,33283.9499,0.01958911,0.01875546,310033.6542,6975190.6614,0.01875546,310033.6542,309327.6168,308036.5201,309954.9328,312939.4903,6975190.6614,0.01875546,1550292.2143,1429691.473,5734932.1013,5855532.8427,0.01542055,0.01574484,0.00008950,110.1358,1604.4485,36.2705,54402.6908,1712.4035,2675552.5622,1499.9137,117.2610,108.1431,5.1431,15.5674,52.3519,180.7225,363.4827,1500.0,12.8578,-2.2009,23.348914,96.354997,7.074754,1,134,336209,16,0.23268542,0.02033325,0.02965935,0.00082733,0.044278,0.899453,0.079456,-0.01215421,2026-03-21,2026-08-06,139,4416,139,139,1.000000,1.084313,1.064695,0.775618,3,0.5517241379310345,0.13793103448275862,0.13793103448275862,0.4482758620689655,0.4482758620689655,0.4482758620689655,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00407792,E 常规,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
31,4398056,0.3463388979434967,0.48571428656578064,0.585365891456604,0.6388888955116272,0.7058823704719543,0.8064516,480185212.9279,432518939.7149,8637385.1826,4488479,211380,-0.01798761,-0.01340867,-0.01928288,-0.01871704,-8637385.1826,480185212.9279,OK,350259.1859,351105.6327,4.0201,95.9799,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,351105.6327,358487.4650,329677.0733,362189.5336,347616.0293,4.020073,4.070078,4.304726,4.742046,4.501998,95.979927,95.929922,95.695274,95.257954,95.498002,4.9828,1749075.7340,1621993.6491,6538050.2628,6665132.3476,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,8286279.5499,414573837.6809,8287125.9967,7936020.3640,846.4468,0.01725819,0.01652700,351105.6327,7936020.3640,0.01652700,351105.6327,358487.4650,329677.0733,362189.5336,347616.0293,7936020.3640,0.01652700,1749075.7340,1621993.6491,6538050.2628,6665132.3476,0.01361568,0.01388034,0.00000176,106.9817,2046.1678,40.8619,62139.4617,1943.1688,3454569.8772,1520.7194,112.3322,105.5595,5.137,14.7587,52.0628,176.0959,349.4928,1433.049,12.6037,-2.2009,23.680427,97.098455,7.248713,1,136,396553,16,0.22050078,0.01798761,0.01340867,0.00080981,0.043309,0.900734,0.075624,0.00587421,2026-03-21,2026-08-06,139,4445,139,139,1.000000,1.064161,1.050013,0.735003,3,0.5862068965517241,0.3448275862068966,0.3448275862068966,0.5862068965517241,0.5862068965517241,0.5862068965517241,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00404993,E 常规,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
35,3470566,0.35187190771102905,0.4888888895511627,0.5897436141967773,0.6470587849617004,0.7058823704719543,0.8064516,397938707.7708,358182945.4306,8755266.3489,3543386,212415,-0.02200154,-0.02347859,-0.02156617,-0.02272988,-8755266.3489,397938707.7708,OK,289833.4645,358064.6504,4.0179,95.9821,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,358064.6504,366786.9640,376755.8343,362221.6142,396505.9463,4.017931,4.068995,4.291296,4.695408,4.507866,95.982069,95.931005,95.708704,95.304592,95.492134,4.9827,1860335.0091,1691088.0249,6605097.8753,6774344.8595,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,8397201.6985,343331290.6148,8465432.8844,8107368.2340,68231.1859,0.02127321,0.02037341,358064.6504,8107368.2340,0.02037341,358064.6504,366786.9640,376755.8343,362221.6142,396505.9463,8107368.2340,0.02037341,1860335.0091,1691088.0249,6605097.8753,6774344.8595,0.01659828,0.01702359,0.00017146,112.3046,1686.2413,41.2177,62987.5277,1951.2517,2862868.4012,1528.1655,117.9995,110.7295,5.1431,15.4907,52.3519,187.7385,385.7359,1502.3973,12.8563,-2.2009,24.90118,96.987257,7.249826,1,135,346605,16,0.22765460,0.02200154,0.02347859,0.00080918,0.043711,0.900096,0.078755,-0.00191242,2026-03-21,2026-08-06,139,4487,139,139,1.000000,1.065656,1.050709,0.758849,3,0.6206896551724138,0.06896551724137931,0.06896551724137931,0.4827586206896552,0.4827586206896552,0.4827586206896552,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00404005,E 常规,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
5,6209059,0.3199999928474426,0.40909090638160706,0.5,0.5238094925880432,0.5909091234207153,0.7647059,651669481.5484,588579586.6358,9603534.0139,6311176,291479,-0.01473682,-0.01074142,-0.01585641,-0.01547187,-9603534.0139,651669481.5484,OK,479010.9849,397247.4226,4.0128,95.9872,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,397247.4226,397837.8367,450460.8769,427047.6237,384544.2468,4.012752,4.046159,4.275455,4.756504,4.558449,95.987248,95.953841,95.724545,95.243496,95.441551,4.9931,2057138.0067,1872673.4976,7067385.0224,7251849.5315,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9206286.5913,564256855.2549,9124523.0291,8727275.6064,-81763.5622,0.01400177,0.01339218,397247.4226,8727275.6064,0.01339218,397247.4226,397837.8367,450460.8769,427047.6237,384544.2468,8727275.6064,0.01339218,2057138.0067,1872673.4976,7067385.0224,7251849.5315,0.01084505,0.01112811,-0.00012547,103.2564,2019.2864,32.9476,69090.1728,1614.3106,4688269.6514,2096.9712,107.7554,102.0623,5.1092,14.2114,51.8914,172.2653,330.7375,1391.7802,12.6037,-2.1082,23.272669,97.933971,7.265739,1,88,447080,16,0.21888529,0.01473682,0.01074142,0.00081384,0.041369,0.903187,0.078001,0.00511499,2026-03-21,2026-08-06,139,5949,139,139,1.000000,1.055780,1.043571,0.729618,4,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.7586206896551724,0.7586206896551724,0.7586206896551724,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344886,E 常规,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
37,3553108,0.20681262016296387,0.280003160238266,0.3500099778175354,0.38983049988746643,0.4259259104728699,0.4901961,495557867.1085,447606377.7143,9549332.2996,3655271,131656,-0.01926986,-0.01806232,-0.01957400,-0.01975596,-9549332.2996,495557867.1085,OK,240889.6053,405917.9940,4.0254,95.9746,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,405917.9940,412811.8260,423768.9122,445872.8458,387736.2551,4.025396,4.052684,4.207415,4.608952,4.710620,95.974604,95.947316,95.792585,95.391048,95.289380,4.9916,2076107.8331,1897051.2856,7232334.8612,7411391.4087,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9143414.3055,429057351.8336,9308442.6943,8902524.7003,165028.3887,0.01878377,0.01796465,405917.9940,8902524.7003,0.01796465,405917.9940,412811.8260,423768.9122,445872.8458,387736.2551,8902524.7003,0.01796465,2076107.8331,1897051.2856,7232334.8612,7411391.4087,0.01459433,0.01495565,0.00033302,135.5735,3399.8175,72.5325,68700.2324,3463.6679,3565164.5116,947.1655,129.2757,137.2576,5.1891,20.2037,70.4227,220.5083,500.0,1999.9083,14.7577,-2.6176,24.747999,98.98746,6.710346,1,123,287365,16,0.20119003,0.01926986,0.01806232,0.00053817,0.041850,0.903237,0.159109,0.00151167,2026-03-21,2026-08-06,139,2757,139,139,1.000000,0.941847,0.953547,0.670633,4,0.6896551724137931,0.20689655172413793,0.20689655172413793,0.6206896551724138,0.6206896551724138,0.6206896551724138,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00513168,E 常规,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
7,5264770,0.3214285969734192,0.41379308700561523,0.5,0.5416666865348816,0.6000000238418579,0.7647059,565170496.5655,511101211.4238,9737592.0470,5348158,291627,-0.01722948,-0.01312760,-0.01842373,-0.01794746,-9737592.0470,565170496.5655,OK,405782.0566,391758.1093,4.0123,95.9877,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,391758.1093,403997.0946,445569.2835,487866.3343,455786.4877,4.012337,4.044997,4.278892,4.742112,4.547773,95.987663,95.955003,95.721108,95.257888,95.452227,4.9929,2184977.3094,1959687.9733,7146832.6810,7372122.017,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9345833.9377,489987896.6653,9331809.9904,8940051.8811,-14023.9473,0.01651150,0.01581833,391758.1093,8940051.8811,0.01581833,391758.1093,403997.0946,445569.2835,487866.3343,455786.4877,8940051.8811,0.01581833,2184977.3094,1959687.9733,7146832.6810,7372122.017,0.01264545,0.01304407,-0.00002481,105.6757,1752.5854,33.3906,70054.6190,1636.5701,4065974.7954,2098.0360,110.8219,104.2661,5.1431,14.9994,52.1047,175.8975,339.6577,1471.009,12.8578,-2.1082,22.644814,98.071471,7.045351,1,103,410314,16,0.22549523,0.01722948,0.01312760,0.00079394,0.041500,0.904331,0.079190,0.00529613,2026-03-21,2026-08-06,139,5950,139,139,1.000000,1.062875,1.048697,0.751651,4,0.7241379310344828,0.4827586206896552,0.4827586206896552,0.6896551724137931,0.6896551724137931,0.6896551724137931,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00344799,E 常规,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
3,6715050,0.3184710741043091,0.40909090638160706,0.48148149251937866,0.5238094925880432,0.5909091234207153,0.7647059,711853669.5287,643208042.2673,10169233.2374,6829952,289543,-0.01428557,-0.01980045,-0.01278560,-0.01501711,-10169233.2374,711853669.5287,OK,520753.4073,414544.6725,4.0108,95.9892,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,414544.6725,424365.2584,421272.2549,385752.7343,372353.2515,4.010761,4.044578,4.271123,4.738177,4.543371,95.989239,95.955422,95.728877,95.261823,95.456629,4.9935,2018288.1717,1883313.6871,7630191.6584,7765166.143,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9754688.5650,616619453.2268,9648479.8301,9233935.1577,-106208.7348,0.01355402,0.01297168,414544.6725,9233935.1577,0.01297168,414544.6725,424365.2584,421272.2549,385752.7343,372353.2515,9233935.1577,0.01297168,2018288.1717,1883313.6871,7630191.6584,7765166.143,0.01071876,0.01090837,-0.00014920,104.2253,2221.4595,35.1217,73159.9513,1720.9736,5121249.4211,2083.0432,107.4956,103.3699,5.137,14.3835,51.8914,170.7906,330.7644,1412.7885,12.6494,-2.1082,22.996026,98.22253,7.246146,1,96,467687,16,0.21382714,0.01428557,0.01980045,0.00080962,0.041530,0.903568,0.079200,-0.00701485,2026-03-21,2026-08-06,139,5909,139,139,1.000000,1.039911,1.031377,0.712757,4,0.7586206896551724,0.7241379310344828,0.7241379310344828,0.7931034482758621,0.7931034482758621,0.7931034482758621,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00346037,E 常规,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
6,5544875,0.31034478545188904,0.4000000059604645,0.47826090455055237,0.52173912525177,0.5789474248886108,0.7222222,602999377.1769,545059100.1783,10484272.7709,5637052,283608,-0.01738687,-0.01526545,-0.01797812,-0.01813698,-10484272.7709,602999377.1769,OK,452314.5490,428839.3444,4.0166,95.9834,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,428839.3444,440423.2027,501908.0676,480143.6277,441543.4502,4.016639,4.050424,4.288039,4.760247,4.553273,95.983361,95.949576,95.711961,95.239753,95.446727,4.993,2292857.6926,2059824.217,7739100.5292,7972134.0048,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,10055433.4264,522467107.9290,10031958.2218,9603118.8774,-23475.2046,0.01663676,0.01592559,428839.3444,9603118.8774,0.01592559,428839.3444,440423.2027,501908.0676,480143.6277,441543.4502,9603118.8774,0.01592559,2292857.6926,2059824.217,7739100.5292,7972134.0048,0.01283434,0.0132208,-0.00003893,106.9707,1921.8749,36.9675,75426.4228,1812.0070,4338125.0157,2040.3453,110.8582,105.9353,5.1431,14.7043,51.8915,175.8819,339.2537,1500.0,12.8426,-2.1082,23.071674,102.010712,7.274771,1,101,424533,16,0.21795818,0.01738687,0.01526545,0.00082984,0.042571,0.903913,0.078906,0.00271267,2026-03-21,2026-08-06,139,5786,139,139,1.000000,1.046471,1.036342,0.726527,4,0.7931034482758621,0.4482758620689655,0.4482758620689655,0.7241379310344828,0.7241379310344828,0.7241379310344828,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00349639,E 常规,24,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113,9613443,0.3617021143436432,0.5,0.6052631735801697,0.6571428775787354,0.7272726893424988,0.8620690,1040437092.6937,935095050.3948,13550653.4365,9812299,218431,-0.01302400,-0.01334791,-0.01293168,-0.01351824,-13550653.4365,1040437092.6937,OK,514228.7180,571020.7627,3.9796,96.0204,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,571020.7627,596270.7031,591000.7613,594024.3250,572631.4806,3.979562,4.022066,4.231067,4.624030,4.455050,96.020438,95.977934,95.768933,95.375970,95.544950,4.9916,2924948.0326,2677302.1033,10111476.6859,10359122.6152,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,12979632.6738,897433395.4061,13036424.7185,12465403.9558,56792.0448,0.01252976,0.01198093,571020.7627,12465403.9558,0.01198093,571020.7627,596270.7031,591000.7613,594024.3250,572631.4806,12465403.9558,0.01198093,2924948.0326,2677302.1033,10111476.6859,10359122.6152,0.00971849,0.00995651,0.00005458,106.0340,4280.9631,62.0363,97486.7154,3028.0790,7485158.9402,1571.4460,115.2263,103.6767,5.1431,15.5092,51.914,172.4729,336.5738,1429.9678,12.8578,-2.5716,21.701619,92.201514,6.836863,1,51,594220,16,0.22179457,0.01302400,0.01334791,0.00054992,0.036947,0.898752,0.065601,-0.00041623,2026-03-21,2026-08-06,139,4475,139,139,1.000000,1.111400,1.086692,0.739315,5,0.8275862068965517,0.8620689655172413,0.8620689655172413,0.9655172413793104,0.9655172413793104,0.9655172413793104,n_rounds>=30,30,30,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00398403,D 净利最高二十分位 · 优先留存,25,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
