bet09_value,n_rows,n_b14_null,n_b13_null,n_b13_zero,n_pnl_zero_stake_pos,n_exact_refund,pct_pnl_zero,stake_sum,verdict_contamination,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_freecomm,roi_non_freecomm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_freecomm,avg_stake_non_freecomm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_freecomm,hold_rate,hold_rate_freecomm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_freecomm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_freecomm,ramp_recent,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
PlayerDragonBonus,176728,0,0,0,3158,3158,1.786927,29047631.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,4415664.2746,4337915.0296,331486.2539,175618,170114,-0.07507053,-0.02108705,-0.09170193,-0.07538899,-331486.2539,4415664.2746,OK,1406.2172,12923.0202,4.0407,95.9593,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,12923.0202,13112.1474,13345.6675,13353.6290,10864.1137,4.040651,4.097968,4.195382,4.686960,4.125770,95.959349,95.902032,95.804618,95.313040,95.874230,4.9963,63598.5778,58722.6594,266481.4590,271357.3773,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,318563.2337,4170785.3815,330080.0368,317157.0166,11516.8030,0.07475207,0.07182544,12923.0202,317157.0166,0.07182544,12923.0202,13112.1474,13345.6675,13353.6290,10864.1137,317157.0166,0.07182544,63598.5778,58722.6594,266481.4590,271357.3773,0.06034912,0.06145335,0.00260817,25.1436,25.5000,1.9486,2384.7932,6.6423,31767.3689,1223.8417,26.0642,24.8729,2.1082,6.7449,21.5304,67.9348,102.2942,270.0,6.7449,-2.5818,15.166206,40.030363,3.727802,30,288,13444,1,0.23552263,0.07507053,0.02108705,0.00032417,0.069137,0.982392,0.227203,0.07061489,2026-03-21,2026-08-06,139,49905,4002,139,1.000000,1.047897,0.984899,0.782978,3,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.5,0.5,0.26666666666666666,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.0045145,E 常规,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
PlayerNatural,54940,0,0,0,968,968,1.761922,30112276.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,1791490.2374,1753592.6677,341966.6230,54591,54008,-0.19088389,-0.14494335,-0.19844998,-0.19117216,-341966.6230,1791490.2374,OK,516.4335,15994.6037,4.0965,95.9035,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,15994.6037,16217.9634,18666.1195,10829.0947,5917.6493,4.096490,4.206728,4.314136,4.597557,3.623221,95.903510,95.793272,95.685864,95.402443,96.376779,4.9861,67625.4306,62641.9095,273824.7590,278808.2801,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,325972.0193,1677979.6639,341450.1896,325455.5858,15478.1703,0.19059562,0.18166752,15994.6037,325455.5858,0.18166752,15994.6037,16217.9634,18666.1195,10829.0947,5917.6493,325455.5858,0.18166752,67625.4306,62641.9095,273824.7590,278808.2801,0.15284747,0.15562925,0.00863983,32.8166,32.4691,6.3318,2460.1915,16.6691,12888.4190,388.5468,28.3108,33.6999,3.0,10.0,25.8514,68.3995,131.6586,261.7596,10.0,-5.2352,13.165863,26.175955,3.281659,30,284,5792,1,0.14140480,0.19088389,0.14494335,0.00029450,0.070112,0.978846,0.163910,0.05350663,2026-03-21,2026-08-06,139,20515,3751,139,1.000000,0.840086,0.755438,0.562105,2,0.5,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.36363636363636365,0.06666666666666667,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00801218,E 常规,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
PerfectPair,355785,0,0,0,3,3,0.000843,941845981.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,6075113.7492,6075113.7492,409017.3353,353630,332475,-0.06732670,-0.10367873,-0.05956397,-0.06756573,-409017.3353,6075113.7492,OK,1452.1845,16480.8612,4.0321,95.9679,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,16480.8612,16819.1155,17384.8222,18520.5885,18872.7154,4.032141,4.060429,4.249265,3.993372,3.892038,95.967859,95.939571,95.750735,96.006628,96.107962,4.994,88078.1028,80535.4799,319487.0480,327029.6709,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,392536.4741,5831837.9221,407565.1508,391084.2896,15028.6767,0.06708766,0.06437481,16480.8612,391084.2896,0.06437481,16480.8612,16819.1155,17384.8222,18520.5885,18872.7154,391084.2896,0.06437481,88078.1028,80535.4799,319487.0480,327029.6709,0.05258948,0.05383104,0.00247381,17.1793,18.2724,1.2302,2942.5708,6.6016,43705.8543,2391.9065,31.5829,15.6547,2.5937,5.1891,12.9729,33.9674,64.6343,179.543,5.1891,-5.1636,12.455672,34.599741,3.310622,30,289,12107,1,0.17596657,0.06732670,0.10367873,0.00023904,0.036571,1.000000,0.095716,-0.04411475,2026-03-21,2026-08-06,139,61957,4003,139,1.000000,2.017467,1.006778,0.638901,3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5909090909090909,0.5909090909090909,0.4,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00322924,E 常规,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
BankerDragonBonus,206969,0,0,0,3741,3741,1.807517,23020560.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,5129335.3461,5036961.6930,637494.6776,205408,197933,-0.12428407,-0.14730900,-0.11649940,-0.12467125,-637494.6776,5129335.3461,OK,1985.9905,25496.0072,4.0561,95.9439,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,25496.0072,25789.9296,26608.1044,27767.5218,22717.0587,4.056115,4.141462,4.243798,4.754988,4.150435,95.943885,95.858538,95.756202,95.245012,95.849565,4.9961,128378.6217,118076.9626,507130.0654,517431.7245,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,611998.6703,4841936.8243,635508.6871,610012.6799,23510.0168,0.12389689,0.11892626,25496.0072,610012.6799,0.11892626,25496.0072,25789.9296,26608.1044,27767.5218,22717.0587,610012.6799,0.11892626,128378.6217,118076.9626,507130.0654,517431.7245,0.09886857,0.10087695,0.00458344,24.9714,25.4478,3.2208,4586.2926,11.6736,36901.6931,1423.9784,28.5444,23.9576,2.2009,6.8546,21.6273,64.9147,100.0,288.4865,6.7935,-3.0,14.588788,42.08669,3.643032,30,288,14195,1,0.25267025,0.12428407,0.14730900,0.00039428,0.073317,0.981991,0.221043,-0.03080959,2026-03-21,2026-08-06,139,54610,4005,139,1.000000,1.191458,1.057895,0.792481,3,0.5909090909090909,0.3181818181818182,0.3181818181818182,0.5454545454545454,0.5454545454545454,0.3333333333333333,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00418524,E 常规,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Big,80722,0,0,0,1,1,0.001239,99864007.67,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,11441559.1251,11441559.1251,799680.9860,80110,78659,-0.06989266,-0.07907890,-0.06861474,-0.06993083,-799680.9860,11441559.1251,OK,436.7422,27982.9607,3.6942,96.3058,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,27982.9607,28450.7103,28680.2385,31122.0316,28851.5883,3.694171,3.775234,3.893247,4.234222,4.452309,96.305829,96.224766,96.106753,95.765778,95.547691,4.9997,145087.5294,134691.2416,654156.7144,664553.0022,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,771698.0253,11038652.4819,799244.2438,771261.2831,27546.2185,0.06985449,0.06740876,27982.9607,771261.2831,0.06740876,27982.9607,28450.7103,28680.2385,31122.0316,28851.5883,771261.2831,0.06740876,145087.5294,134691.2416,654156.7144,664553.0022,0.05717374,0.05808238,0.00240756,142.8231,145.4577,10.1664,5753.1006,31.2681,82313.3750,565.8921,106.3296,149.9840,10.0,25.9457,83.0,216.2723,500.0,2200.0,25.9457,4.0871,19.271001,84.792403,5.504688,30,284,5550,1,0.12212303,0.06989266,0.07907890,0.00003817,0.005103,1.000000,0.164037,-0.01046416,2026-03-21,2026-08-06,139,25575,3816,139,1.000000,0.708940,0.819038,0.614253,3,0.6363636363636364,0.5,0.5,0.6363636363636364,0.6363636363636364,0.4666666666666667,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00663904,E 常规,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
SuperLucky7,3152754,0,0,0,31,31,0.000983,406361546.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,23009043.0823,23009043.0823,3833144.6250,3129282,2044244,-0.16659296,-0.15695734,-0.16809447,-0.16719493,-3833144.6250,23009043.0823,OK,13850.6662,155070.6683,4.0522,95.9478,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,155070.6683,160062.6956,165013.8823,156001.2730,141274.4265,4.052229,4.100020,4.240854,4.664588,4.438742,95.947771,95.899980,95.759146,95.335412,95.561258,4.9859,777422.9457,719692.3217,3041871.0131,3099601.6371,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,3678073.9567,22086499.8719,3819293.9588,3664223.2905,141220.0021,0.16599100,0.15925144,155070.6683,3664223.2905,0.15925144,155070.6683,160062.6956,165013.8823,156001.2730,141274.4265,3664223.2905,0.15925144,777422.9457,719692.3217,3041871.0131,3099601.6371,0.13220328,0.13471232,0.00613759,7.3528,11.2555,1.8751,27576.5800,31.6146,165532.6840,14706.7914,13.4813,6.8664,2.0439,2.5716,5.2395,12.9729,26.3317,87.2905,2.5716,-2.5716,10.239619,33.944659,2.859291,30,293,225839,1,0.13482004,0.16659296,0.15695734,0.00060197,0.051046,1.000000,0.073532,0.01113713,2026-03-21,2026-08-06,139,121246,4007,139,1.000000,1.963373,1.107175,0.742297,4,0.6818181818181818,0.13636363636363635,0.13636363636363635,0.6818181818181818,0.6818181818181818,0.5333333333333333,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00130231,E 常规,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
PPair,5764241,0,0,0,47,47,0.000815,4645254815.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,70638490.2147,70638490.2147,7476525.6941,5721465,2959359,-0.10584209,-0.14496234,-0.10141238,-0.10633377,-7476525.6941,70638490.2147,OK,34730.9929,306125.0195,4.0289,95.9711,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,306125.0195,310901.8425,346155.9821,376119.2677,323315.6874,4.028898,4.061162,4.238102,4.758226,4.564361,95.971102,95.938838,95.761898,95.241774,95.435639,4.9921,1662617.7992,1514715.1954,5779176.9020,5927079.5058,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7170400.6746,67778117.7344,7441794.7012,7135669.6817,271394.0266,0.10535042,0.10101674,306125.0195,7135669.6817,0.10101674,306125.0195,310901.8425,346155.9821,376119.2677,323315.6874,7135669.6817,0.10101674,1662617.7992,1514715.1954,5779176.9020,5927079.5058,0.08181343,0.08390722,0.00384201,12.3462,23.8695,2.5264,53787.9546,60.9135,508190.5771,21290.3525,22.7435,11.7386,2.1082,4.2165,10.4704,21.6146,41.0068,129.7286,4.2165,-4.1543,9.725374,30.767086,2.928092,30,294,305237,1,0.10171578,0.10584209,0.14496234,0.00049167,0.042932,1.000000,0.055216,-0.04354996,2026-03-21,2026-08-06,139,122740,4007,139,1.000000,1.937498,1.062843,0.744975,4,0.7272727272727273,0.4090909090909091,0.4090909090909091,0.7727272727272727,0.7727272727272727,0.6666666666666666,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00108238,E 常规,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
BPair,5908587,0,0,0,48,48,0.000812,4638471961.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,72543341.9102,72543341.9102,7680957.4415,5864616,2996948,-0.10588094,-0.10697044,-0.10575387,-0.10636437,-7680957.4415,72543341.9102,OK,35069.4721,310139.9873,4.0300,95.9700,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,310139.9873,312130.3025,342544.0506,374040.9962,327104.0560,4.029992,4.061662,4.238521,4.750172,4.555864,95.970008,95.938338,95.761479,95.249828,95.444136,4.9923,1665959.3926,1521215.1519,5979928.5768,6124672.8175,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7370817.4542,69604246.7411,7645887.9694,7335747.9820,275070.5152,0.10539752,0.10112228,310139.9873,7335747.9820,0.10112228,310139.9873,312130.3025,342544.0506,374040.9962,327104.0560,7335747.9820,0.10112228,1665959.3926,1521215.1519,5979928.5768,6124672.8175,0.08243249,0.08442777,0.00379181,12.3697,24.2057,2.5629,55258.6866,62.5424,521894.5461,21560.7770,22.9645,11.7380,2.1082,4.2165,10.4704,21.5448,40.3979,129.7285,4.2165,-4.1543,9.58096,30.767072,2.933652,30,294,306351,1,0.10445048,0.10588094,0.10697044,0.00048343,0.043189,1.000000,0.056262,-0.00121657,2026-03-21,2026-08-06,139,122812,4007,139,1.000000,1.956417,1.044998,0.730711,4,0.7727272727272727,0.36363636363636365,0.36363636363636365,0.8181818181818182,0.8181818181818182,0.7333333333333333,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00107557,E 常规,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Lucky7,4378264,0,0,0,32,32,0.000731,1871764344.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,62088490.8136,62088490.8136,11402436.0337,4348030,2509806,-0.18364814,-0.19184849,-0.18233958,-0.18442481,-11402436.0337,62088490.8136,OK,48222.0227,471041.7331,4.0606,95.9394,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,471041.7331,481125.3578,534016.9205,553421.4088,452358.0793,4.060630,4.109236,4.254192,4.817647,4.599316,95.939370,95.890764,95.745808,95.182353,95.400684,4.9873,2491963.4996,2260499.8409,8862250.5114,9093714.1701,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,10931394.3006,59514045.5517,11354214.0110,10883172.2778,422819.7104,0.18287148,0.17528486,471041.7331,10883172.2778,0.17528486,471041.7331,481125.3578,534016.9205,553421.4088,452358.0793,10883172.2778,0.17528486,2491963.4996,2260499.8409,8862250.5114,9093714.1701,0.14273580,0.14646377,0.00680995,14.2797,24.7384,4.5432,82031.9139,93.1108,446679.7900,18056.1583,28.7290,13.2188,2.1082,4.2165,10.5412,25.8178,50.0,166.3617,4.2165,-4.1543,11.858251,39.455166,3.386641,30,293,270154,1,0.13761449,0.18364814,0.19184849,0.00077667,0.051219,1.000000,0.068401,-0.00950892,2026-03-21,2026-08-06,139,122461,4007,139,1.000000,2.173353,1.126834,0.781189,4,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.6,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00117533,D 净利最高二十分位 · 优先留存,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Super6,4644658,0,0,0,40,40,0.000861,2746796241.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,77420076.1641,77420076.1641,15927640.3333,4610708,2642930,-0.20573010,-0.21269510,-0.20466594,-0.20648383,-15927640.3333,77420076.1641,OK,58353.7557,669725.9621,4.0698,95.9302,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,669725.9621,688882.5682,751133.0424,766425.1981,644565.1748,4.069765,4.125948,4.275971,4.844543,4.575790,95.930235,95.874052,95.724029,95.155457,95.424210,4.983,3520731.9456,3175858.419,12348554.6320,12693428.1586,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,15257914.3712,74207886.0177,15869286.5776,15199560.6155,611372.2064,0.20497638,0.19632583,669725.9621,15199560.6155,0.19632583,669725.9621,688882.5682,751133.0424,766425.1981,644565.1748,15199560.6155,0.19632583,3520731.9456,3175858.419,12348554.6320,12693428.1586,0.15950068,0.16395525,0.00789682,16.7914,29.2933,6.0265,114587.3405,129.7102,556978.9652,19013.8849,29.8302,15.7402,2.2009,5.1636,12.9089,29.3471,60.0,200.0,5.1636,-4.4018,11.6199,38.733,3.2519,30,293,264461,1,0.13253696,0.20573010,0.21269510,0.00075373,0.052308,1.000000,0.074605,-0.00802916,2026-03-21,2026-08-06,139,122794,4007,139,1.000000,1.895162,1.141717,0.789984,5,0.8636363636363636,0.0,0.0,0.8636363636363636,0.8636363636363636,0.8,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00114535,D 净利最高二十分位 · 优先留存,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Tie,9642347,0,0,0,75,75,0.000778,6315860341.00,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,150118908.2369,150118908.2369,22608595.7156,9571012,3807782,-0.15060458,-0.15128776,-0.15052358,-0.15158178,-22608595.7156,150118908.2369,OK,146695.4530,941286.2050,4.0414,95.9586,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,941286.2050,958422.9370,937474.3158,990011.9481,915857.2040,4.041398,4.079531,4.223647,4.786005,4.539592,95.958602,95.920469,95.776353,95.213995,95.460408,4.9872,4743052.6099,4331595.621,17718847.6527,18130304.6416,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,21667309.5105,143899311.3009,22461900.2626,21520614.0575,794590.7520,0.14962739,0.14335712,941286.2050,21520614.0575,0.14335712,941286.2050,958422.9370,937474.3158,990011.9481,915857.2040,21520614.0575,0.14335712,4743052.6099,4331595.621,17718847.6527,18130304.6416,0.11803208,0.12077296,0.00529308,15.6847,39.4242,5.9375,162651.7677,183.4488,1079992.1456,27394.1151,34.5403,14.7313,2.5716,5.1431,12.8426,26.176,47.0954,175.5217,5.1431,-4.2165,9.156989,34.127558,3.049664,30,295,435471,1,0.10599579,0.15060458,0.15128776,0.00097720,0.048330,1.000000,0.048133,-0.00076417,2026-03-21,2026-08-06,139,123242,4007,139,1.000000,2.344687,1.048869,0.729366,5,0.9090909090909091,0.2727272727272727,0.2727272727272727,0.9090909090909091,0.9090909090909091,0.8666666666666667,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00095421,D 净利最高二十分位 · 优先留存,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Player,44221794,0,0,0,4193998,4193998,9.484007,323804267734.07,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,5909421558.4378,5307694037.0023,71752371.9389,43885458,5729659,-0.01214203,-0.01113116,-0.01227737,-0.01264106,-71752371.9389,5909421558.4378,OK,2948981.9814,2876065.2494,3.9756,96.0244,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,2876065.2494,2933996.2912,3122487.2355,3210883.9594,3124414.4247,3.975622,4.014228,4.253591,4.638919,4.490680,96.024378,95.985772,95.746409,95.361081,95.509320,4.9929,15267847.1603,13880612.5533,53535542.7972,54922777.4041,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,68876306.6895,5092448088.4895,68803389.9575,65927324.7081,-72916.7320,0.01164300,0.01115631,2876065.2494,65927324.7081,0.01115631,2876065.2494,2933996.2912,3122487.2355,3210883.9594,3124414.4247,65927324.7081,0.01115631,15267847.1603,13880612.5533,53535542.7972,54922777.4041,0.00905935,0.0092941,-0.00001234,134.6556,926.3543,12.5230,516204.1147,581.7351,42513824.1614,41220.5683,205.7859,128.6996,8.782,25.7155,78.5279,235.1952,467.9176,1754.511,20.439,0.0,18.195927,68.227731,5.236356,30,300,1172757,1,0.11807658,0.01214203,0.01113116,0.00055561,0.036002,0.898175,0.077263,0.00114621,2026-03-21,2026-08-06,139,123342,4007,139,1.000000,1.598962,1.024058,0.725609,5,0.9545454545454546,0.6363636363636364,0.6363636363636364,0.9545454545454546,0.9545454545454546,0.9333333333333333,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00077788,D 净利最高二十分位 · 优先留存,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
Banker,46822113,0,0,0,4439480,4439480,9.481588,330779501341.07,◐ 有净输赢为零者 —— 系 push 抑或取消单，二者同形，须再拆（★ 本件答不了）,7036215458.7323,6303633265.0840,82070853.1278,46475885,5757541,-0.01166406,-0.01202656,-0.01160700,-0.01236179,-82070853.1278,7036215458.7323,OK,4909346.8413,3345153.8399,3.9941,96.0059,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,3345153.8399,3409438.9456,3286134.7965,3299639.1362,3297820.8350,3.994101,4.036767,4.261394,4.624669,4.473443,96.005899,95.963233,95.738606,95.375331,95.526557,4.9886,16638187.5532,15252869.8774,60523318.7333,61908636.4091,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,78725699.2879,6043697055.6267,77161506.2865,73816352.4465,-1564193.0014,0.01096634,0.01049092,3345153.8399,73816352.4465,0.01049092,3345153.8399,3409438.9456,3286134.7965,3299639.1362,3297820.8350,73816352.4465,0.01049092,16638187.5532,15252869.8774,60523318.7333,61908636.4091,0.00860169,0.00879857,-0.00022231,151.3950,1094.8482,14.2545,590437.7923,665.3602,50620255.0988,41421.1583,231.4561,143.5766,10.285,25.9457,84.3393,258.1778,514.3107,2077.0564,21.0824,0.0,19.822562,80.05391,5.835065,30,297,1151686,1,0.13601460,0.01166406,0.01202656,0.00077881,0.039009,0.895884,0.088967,-0.00041956,2026-03-21,2026-08-06,139,123348,4007,139,1.000000,1.612074,1.063821,0.762322,5,1.0,0.6818181818181818,0.6818181818181818,1.0,1.0,1.0,n_rounds>=30,23,16,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.000776,D 净利最高二十分位 · 优先留存,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
