bet_ip,n_member,n_lv3_chain,n_lv1_chain,n_lv2_chain,n_lv4_chain,n_lv5_chain,n_chain_key,chain_spread,top_concentration,member_per_chain,member_per_lv1_chain,member_per_lv2_chain,member_per_lv4_chain,member_per_lv5_chain,member_per_lv3_chain,n_orders,stake,game_pnl,net_pnl,stake_xagg,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
113.185.72.165,28,10,5,5,14,22,22,4.400000,0.200000,2.8000000,5.6000000,5.6000000,2.0000000,1.2727273,2.8000000,899,123638.5377515879,-7096.7481294262,-7096.7481294262,123638.5378,114486.7859,7096.7481,899,729,-0.05739916,0.00439873,-0.06878973,-0.05739916,-7096.7481,123638.5378,OK,0.0000,270.5659,3.9800,96.0200,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,270.5659,269.7358,313.0862,369.4232,369.4232,3.979978,4.016685,4.293660,4.476085,4.476085,96.020022,95.983315,95.706340,95.523915,95.523915,5.0,1592.2343,1455.6916,5504.5138,5641.0565,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6826.1822,109947.5483,7096.7481,6826.1822,270.5659,0.05739916,0.05521080,270.5659,6826.1822,0.05521080,270.5659,269.7358,313.0862,369.4232,369.4232,6826.1822,0.05521080,1592.2343,1455.6916,5504.5138,5641.0565,0.04452102,0.04562539,0.00218836,137.5290,157.0463,9.7349,272.9519,48.2772,4755.3284,28.0385,152.7166,135.0534,13.9416,38.5733,103.3166,444.1443,578.587,1053.269,28.3996,-5.2352,14.999676,27.305648,3.565392,29,81,1,10,0.15563341,0.05739916,-0.00439873,0E-8,0.000000,0.925980,0.001112,0.07318845,2026-03-25,2026-08-04,26,147,105,133,0.195489,1.130787,1.110432,0.518778,5,0.9099392682565546,0.348244704488224,0.348244704488224,0.9286031699007554,0.9286031699007554,0.9280059746079163,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06896296,D 净利最高二十分位 · 优先留存,6144,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.76.166,27,10,4,6,11,20,20,5.000000,0.250000,2.7000000,6.7500000,4.5000000,2.4545455,1.3500000,2.7000000,1044,53840.3923928786,-7124.0880939210,-7124.0880939210,53840.3924,45640.5000,7124.0881,1044,477,-0.13231865,-0.18180215,-0.12541721,-0.13231865,-7124.0881,53840.3924,OK,0.0000,292.6060,3.9885,96.0115,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,292.6060,293.8072,331.1193,310.0960,310.0960,3.988506,3.996169,4.230843,4.539272,4.539272,96.011494,96.003831,95.769157,95.460728,95.460728,5.0,1537.7245,1410.9072,5586.3636,5713.1809,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6831.4821,43825.0592,7124.0881,6831.4821,292.6060,0.13231865,0.12688396,292.6060,6831.4821,0.12688396,292.6060,293.8072,331.1193,310.0960,310.0960,6831.4821,0.12688396,1537.7245,1410.9072,5586.3636,5713.1809,0.10375785,0.10611328,0.00543469,51.5713,95.6824,14.9352,284.9635,69.1659,2153.6157,19.0800,35.6216,55.0063,3.9264,15.4293,51.4311,122.9827,218.582,648.6431,12.9089,-2.6176,14.166666,42.039637,3.342419,27,69,1,8,0.12239859,0.13231865,0.18180215,0E-8,0.000000,0.847700,0.009579,-0.05638494,2026-03-24,2026-07-26,25,103,90,125,0.200000,0.647591,0.690725,0.407995,4,0.91008739446008,0.15168123241001333,0.15168123241001333,0.7395941342023404,0.7395941342023404,0.7374159820761762,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.08525512,D 净利最高二十分位 · 优先留存,6145,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
49.48.81.164,135,1,1,1,1,1,1,1.000000,1.000000,135.0000000,135.0000000,135.0000000,135.0000000,135.0000000,135.0000000,5496,344925.1129083082,-13018.0968385536,-10185.1074466631,344925.1129,314776.5991,10185.1074,5496,4557,-0.02952846,,-0.02952846,-0.03774181,-10185.1074,344925.1129,OK,2832.9894,509.2554,5.0000,95.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,509.2554,509.2554,509.2554,509.2554,509.2554,5.000000,5.000000,5.000000,5.000000,5.000000,95.000000,95.000000,95.000000,95.000000,95.000000,5.0,2546.2769,2304.0655,4805.8412,5048.0526,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9675.8521,299037.7691,7352.1181,6842.8627,-2323.7340,0.02131511,0.01983869,509.2554,6842.8627,0.01983869,509.2554,509.2554,509.2554,509.2554,509.2554,6842.8627,0.01983869,2546.2769,2304.0655,4805.8412,5048.0526,0.01393300,0.01463521,-0.00673692,62.7593,69.0754,2.2350,391.7349,10.7665,13266.3505,175.2692,,62.7593,21.0062,42.0124,73.5217,126.0372,186.1982,399.1177,42.0124,-10.4086,4.431983,9.5,1.493828,29,155,1,8,0E-8,0.02952846,,0.00900000,0.900000,0.912594,0.000000,,2026-05-02,2026-05-27,26,946,349,26,1.000000,,,0.000000,5,0.9102355206636054,0.4596356095393275,0.4596356095393275,0.9828173603910532,0.9828173603910532,0.982673637042569,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.02758292,D 净利最高二十分位 · 优先留存,6146,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.72.19,24,11,5,7,13,19,19,3.800000,0.200000,2.1818182,4.8000000,3.4285714,1.8461538,1.2631579,2.1818182,328,57063.7725232208,-7132.3403729088,-7132.3403729088,57063.7725,50137.8553,7132.3404,328,229,-0.12498894,-0.23568980,-0.12271940,-0.12498894,-7132.3404,57063.7725,OK,0.0000,283.7972,3.9421,96.0579,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,283.7972,310.0160,354.4563,102.1014,104.9514,3.942073,4.115854,4.564024,3.548780,3.573171,96.057927,95.884146,95.435976,96.451220,96.426829,5.0,1155.3223,1081.8358,5977.0181,6050.5046,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6848.5432,48134.3603,7132.3404,6848.5432,283.7972,0.12498894,0.12001561,283.7972,6848.5432,0.12001561,283.7972,310.0160,354.4563,102.1014,104.9514,6848.5432,0.12001561,1155.3223,1081.8358,5977.0181,6050.5046,0.10474278,0.10603058,0.00497333,173.9749,218.9426,31.1456,297.1808,81.0493,2377.6572,9.5417,17.9124,211.8083,8.4761,25.7003,141.928,654.3989,916.1584,1075.8319,15.5674,-5.2352,35.647711,41.860603,6.769361,26,59,1,12,0.02008969,0.12498894,0.23568980,0E-8,0.000000,0.878628,0.155488,-0.11297040,2026-03-24,2026-08-06,24,88,77,136,0.176471,0.084569,0.102960,0.066966,4,0.9103836468671308,0.16382758109909643,0.16382758109909643,0.7601836764923715,0.7601836764923715,0.7581777445855116,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12304442,D 净利最高二十分位 · 优先留存,6147,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.78.44,21,8,5,5,10,16,16,3.200000,0.200000,2.6250000,4.2000000,4.2000000,2.1000000,1.3125000,2.6250000,393,40947.1975440265,-7143.0104793986,-7143.0104793986,40947.1975,36771.5760,7143.0105,393,226,-0.17444443,0.05327718,-0.19203479,-0.17444443,-7143.0105,40947.1975,OK,0.0000,284.6918,3.9975,96.0025,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,284.6918,286.7469,346.7871,25.0891,23.8108,3.997455,4.010178,4.414758,3.170483,3.157761,96.002545,95.989822,95.585242,96.829517,96.842239,5.0,967.1257,922.2493,6175.8847,6220.7612,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6858.3187,35301.7416,7143.0105,6858.3187,284.6918,0.17444443,0.16749177,284.6918,6858.3187,0.16749177,284.6918,286.7469,346.7871,25.0891,23.8108,6858.3187,0.16749177,967.1257,922.2493,6175.8847,6220.7612,0.15082558,0.15192154,0.00695266,104.1913,162.7061,31.6062,396.8339,93.9870,2274.8443,12.5556,183.5102,100.8250,10.4704,26.176,55.3707,209.7217,419.1163,1704.6359,15.7056,-10.4704,16.011501,65.122204,3.980422,26,57,1,8,0.07170610,0.17444443,-0.05327718,0E-8,0.000000,0.898024,0.165394,0.24531197,2026-04-09,2026-08-06,18,76,72,120,0.150000,1.820086,1.761281,0.239020,4,0.9105317730706562,0.09465264405273292,0.09465264405273292,0.6329432676640497,0.6329432676640497,0.6298730395817774,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.1238584,D 净利最高二十分位 · 优先留存,6148,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.17,79,12,6,8,19,34,34,5.666667,0.166667,6.5833333,13.1666667,9.8750000,4.1578947,2.3235294,6.5833333,893,35219.3950132415,-7146.8407074191,-7146.8407074191,35219.3950,32018.6923,7146.8407,893,812,-0.20292344,0.17756999,-0.21096514,-0.20292344,-7146.8407,35219.3950,OK,0.0000,288.4235,3.8690,96.1310,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,288.4235,285.2004,292.4973,280.6639,280.4619,3.868981,3.960806,4.370661,4.675252,4.687570,96.131019,96.039194,95.629339,95.324748,95.312430,5.0,1427.2469,1317.3543,5719.5938,5829.4864,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6858.4172,30811.9921,7146.8407,6858.4172,288.4235,0.20292344,0.19473410,288.4235,6858.4172,0.19473410,288.4235,285.2004,292.4973,280.6639,280.4619,6858.4172,0.19473410,1427.2469,1317.3543,5719.5938,5829.4864,0.16239898,0.16551921,0.00818934,39.4394,39.4319,8.8015,113.4419,20.5961,559.0380,12.8889,11.3899,41.6049,5.1891,12.9729,28.0944,53.1371,129.0122,514.3107,12.9729,-2.5818,9.944777,39.645125,3.040148,29,125,1,8,0.02069748,0.20292344,-0.17756999,0E-8,0.000000,0.909121,0.038074,0.38853512,2026-03-22,2026-08-04,63,347,279,136,0.463235,0.273763,0.288795,0.068992,3,0.9106798992741816,0.06724929640053326,0.06724929640053326,0.5744334172715153,0.5744334172715153,0.570873786407767,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06534339,D 净利最高二十分位 · 优先留存,6149,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.73.110,21,6,3,4,9,16,16,5.333333,0.333333,3.5000000,7.0000000,5.2500000,2.3333333,1.3125000,3.5000000,439,29889.7432562941,-7143.3576402231,-7143.3576402231,29889.7433,28446.0309,7143.3576,439,325,-0.23899026,-0.14634331,-0.26923895,-0.23899026,-7143.3576,29889.7433,OK,0.0000,283.1809,3.8451,96.1549,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,283.1809,283.1809,347.8022,354.2284,351.1687,3.845103,3.845103,4.321185,4.615034,4.804100,96.154897,96.154897,95.678815,95.384966,95.195900,5.0,1619.5612,1479.1723,5523.7965,5664.1854,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6860.1767,27324.8517,7143.3576,6860.1767,283.1809,0.23899026,0.22951608,283.1809,6860.1767,0.22951608,283.1809,283.1809,347.8022,354.2284,351.1687,6860.1767,0.22951608,1619.5612,1479.1723,5523.7965,5664.1854,0.18480575,0.18950264,0.00947418,68.0860,87.5262,21.9796,375.9662,79.3706,1573.1444,17.1053,32.2669,106.7909,5.1636,25.7155,50.4685,93.4602,257.1553,1028.6213,25.7155,-2.5818,10.0,39.999999,2.647659,29,61,1,10,0.24613309,0.23899026,0.14634331,0E-8,0.000000,0.951699,0.015945,0.12289564,2026-04-06,2026-08-04,19,90,84,121,0.157025,0.302150,0.473914,0.820444,3,0.910828025477707,0.04488223966819731,0.04488223966819731,0.5151829358613539,0.5151829358613539,0.5111277072442121,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.10328518,D 净利最高二十分位 · 优先留存,6150,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.76.247,30,7,4,4,11,17,17,4.250000,0.250000,4.2857143,7.5000000,7.5000000,2.7272727,1.7647059,4.2857143,485,46572.7058224189,-7145.9727081448,-7145.9727081448,46572.7058,41489.3168,7145.9727,485,361,-0.15343692,0.01402826,-0.15809618,-0.15343692,-7145.9727,46572.7058,OK,0.0000,284.5710,3.9649,96.0351,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,284.5710,289.7827,346.2033,88.1230,88.1230,3.964948,4.014433,4.377320,3.729897,3.729897,96.035052,95.985567,95.622680,96.270103,96.270103,5.0,1096.8030,1032.8298,6049.1697,6113.1429,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6861.4017,39835.5841,7145.9727,6861.4017,284.5710,0.15343692,0.14732667,284.5710,6861.4017,0.14732667,284.5710,289.7827,346.2033,88.1230,88.1230,6861.4017,0.14732667,1096.8030,1032.8298,6049.1697,6113.1429,0.12988658,0.13126021,0.00611025,96.0262,114.9289,19.7949,264.6657,58.0973,1724.9150,13.3704,10.4189,124.4836,5.1827,22.6297,77.8372,130.8798,257.7308,1452.9261,12.8578,-5.1636,11.389065,64.204475,4.243376,27,77,1,8,0.02706912,0.15343692,-0.01402826,0E-8,0.000000,0.890850,0.200000,0.17212444,2026-03-31,2026-07-28,27,123,101,120,0.225000,0.083697,0.108500,0.090230,4,0.9109761516812324,0.11938972004147534,0.11938972004147534,0.6884905939860761,0.6884905939860761,0.6858849887976102,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.098,D 净利最高二十分位 · 优先留存,6151,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.108,56,12,6,7,16,29,29,4.833333,0.166667,4.6666667,9.3333333,8.0000000,3.5000000,1.9310345,4.6666667,1950,210025.7789683731,-7191.5116976986,-7191.5116976986,210025.7790,190314.7237,7191.5117,1950,1476,-0.03424109,-0.14896975,-0.03102547,-0.03424109,-7191.5117,210025.7790,OK,0.0000,288.1147,3.9815,96.0185,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,288.1147,293.9886,303.5961,332.2253,333.6738,3.981538,4.045641,4.286154,4.803590,4.818974,96.018462,95.954359,95.713846,95.196410,95.181026,5.0,1551.5986,1422.4743,5639.9131,5769.0374,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6903.3970,182708.6536,7191.5117,6903.3970,288.1147,0.03424109,0.03286928,288.1147,6903.3970,0.03286928,288.1147,293.9886,303.5961,332.2253,333.6738,6903.3970,0.03286928,1551.5986,1422.4743,5639.9131,5769.0374,0.02685343,0.02746823,0.00137181,107.7055,128.9395,4.8723,171.2265,23.9717,5000.6138,35.1429,159.0590,106.7396,13.1659,26.3317,71.8856,157.0557,258.1778,2067.9004,26.3317,-5.2352,9.804818,78.53265,4.090333,29,121,1,8,0.02726392,0.03424109,0.14896975,0E-8,0.000000,0.906149,0.012821,-0.11794428,2026-03-22,2026-07-30,42,300,209,131,0.320611,1.490159,1.476795,0.090880,5,0.9111242778847578,0.4390460672492964,0.4390460672492964,0.9674122352244112,0.9674122352244112,0.9671396564600448,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.04846592,D 净利最高二十分位 · 优先留存,6152,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.45.57,20,8,5,6,11,13,13,2.600000,0.200000,2.5000000,4.0000000,3.3333333,1.8181818,1.5384615,2.5000000,1205,73157.6684797958,-7194.7763280015,-7194.7763280015,73157.6685,68330.0334,7194.7763,1205,1170,-0.09834617,-0.05390492,-0.09945606,-0.09834617,-7194.7763,73157.6685,OK,0.0000,288.0474,3.9676,96.0324,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,288.0474,288.0474,285.8222,336.1506,335.9467,3.967635,3.967635,4.712033,4.856432,4.882158,96.032365,96.032365,95.287967,95.143568,95.117842,5.0,1534.0143,1407.9029,5660.7620,5786.8734,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6906.7290,65606.1178,7194.7763,6906.7290,288.0474,0.09834617,0.09440882,288.0474,6906.7290,0.09440882,288.0474,288.0474,285.8222,336.1506,335.9467,6906.7290,0.09440882,1534.0143,1407.9029,5660.7620,5786.8734,0.07737756,0.07910139,0.00393735,60.7118,58.4017,6.1494,378.6724,31.5560,3850.4036,61.5789,27.8522,62.5549,5.1891,10.3783,15.5674,261.7596,418.8807,526.6385,5.1891,0.0,40.361252,50.744253,5.849882,29,109,1,7,0.02436575,0.09834617,0.05390492,0E-8,0.000000,0.934011,0.000000,0.04555114,2026-03-22,2026-08-03,19,228,102,135,0.140741,0.445244,0.458761,0.081219,5,0.9112724040882832,0.2238186935268849,0.2238186935268849,0.8318767589986669,0.8318767589986669,0.830470500373413,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05443607,D 净利最高二十分位 · 优先留存,6153,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.78.104,21,7,5,6,10,17,17,3.400000,0.200000,3.0000000,4.2000000,3.5000000,2.1000000,1.2352941,3.0000000,425,61535.1516010132,-7196.9227845775,-7196.9227845775,61535.1516,57066.5310,7196.9228,425,355,-0.11695629,-0.37319395,-0.10365009,-0.11695629,-7196.9228,61535.1516,OK,0.0000,278.6449,3.9200,96.0800,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,278.6449,279.4306,284.8027,253.4161,286.4191,3.920000,3.955294,4.169412,3.781176,3.809412,96.080000,96.044706,95.830588,96.218824,96.190588,5.0,1382.7133,1280.0594,5814.2094,5916.8634,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6918.2779,54798.3980,7196.9228,6918.2779,278.6449,0.11695629,0.11242806,278.6449,6918.2779,0.11242806,278.6449,279.4306,284.8027,253.4161,286.4191,6918.2779,0.11242806,1382.7133,1280.0594,5814.2094,5916.8634,0.09448599,0.0961542,0.00452822,144.7886,160.7508,20.2730,399.8290,94.6964,3418.6195,19.7222,44.6723,163.8584,12.9089,51.4311,91.6158,514.3107,614.6114,1308.7977,38.7267,-5.1431,11.950197,25.447609,2.815197,27,56,1,8,0.04936560,0.11695629,0.37319395,0E-8,0.000000,0.927381,0.000000,-0.26954386,2026-03-29,2026-07-29,18,76,65,123,0.146342,0.272628,0.308535,0.164552,4,0.9114205302918086,0.18175085172567026,0.18175085172567026,0.7840319952599615,0.7840319952599615,0.7822255414488424,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0988247,D 净利最高二十分位 · 优先留存,6154,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.74.179,29,10,5,6,13,22,22,4.400000,0.200000,2.9000000,5.8000000,4.8333333,2.2307692,1.3181818,2.9000000,841,113837.1953889862,-7250.4062306634,-7245.3363347288,113837.1954,101555.9496,7245.3363,841,681,-0.06364648,-0.02134085,-0.24815056,-0.06369101,-7245.3363,113837.1954,OK,5.0699,290.4443,4.0012,95.9988,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,290.4443,290.7024,349.1902,57.8908,57.9166,4.001189,4.005945,4.231867,4.052319,4.058264,95.998811,95.994055,95.768133,95.947681,95.941736,5.0,1046.1442,991.1212,6194.1222,6249.1452,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6954.8921,97490.6501,7240.2664,6949.8222,285.3744,0.06360194,0.06105054,290.4443,6949.8222,0.06105054,290.4443,290.7024,349.1902,57.8908,57.9166,6949.8222,0.06105054,1046.1442,991.1212,6194.1222,6249.1452,0.05441211,0.05489546,0.00250686,135.3593,149.1277,10.6393,219.5556,34.1761,3449.6120,20.6364,221.5401,50.1973,13.088,52.6635,256.8515,256.8515,256.8515,263.3173,39.2639,-4.7117,4.877225,5.0,2.570271,29,103,1,7,0.81347526,0.06364648,0.02134085,0.00004992,0.042806,0.892116,0.078478,0.22680970,2026-03-25,2026-08-05,33,212,145,134,0.246269,4.413387,1.636681,2.711584,5,0.911568656495334,0.32558139534883723,0.32558139534883723,0.9177899570434009,0.9177899570434009,0.9171023151605676,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.071352,D 净利最高二十分位 · 优先留存,6155,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
117.20.154.126,30,12,9,9,14,19,19,2.111111,0.111111,2.5000000,3.3333333,3.3333333,2.1428571,1.5789474,2.5000000,1274,104711.8389978760,-7426.2515238739,-7373.7110372847,104711.8390,88269.2827,7373.7110,1274,1096,-0.07041908,0.13449271,-0.26068557,-0.07092084,-7373.7110,104711.8390,OK,52.5405,355.3690,4.1954,95.8046,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,355.3690,355.3690,367.8673,317.1416,472.4518,4.195447,4.195447,4.327316,4.952904,5.121664,95.804553,95.804553,95.672684,95.047096,94.878336,5.0,1868.1987,1683.5053,5452.9718,5637.6653,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7018.3420,84538.7030,7321.1706,6965.8016,302.8285,0.06991731,0.06652353,355.3690,6965.8016,0.06652353,355.3690,355.3690,367.8673,317.1416,472.4518,6965.8016,0.06652353,1868.1987,1683.5053,5452.9718,5637.6653,0.05207598,0.05383981,0.00289202,82.1914,80.5377,6.7278,194.0450,21.3113,2755.5747,28.8421,126.6724,61.9820,4.1543,17.0298,61.3171,170.4158,336.1109,1048.9847,17.0271,-1.7027,19.736596,61.596897,4.826319,29,123,1,9,0.48147001,0.07041908,-0.13449271,0.00059523,0.057771,0.842973,0.154631,0.39517828,2026-03-22,2026-08-06,38,346,211,138,0.275362,2.043696,1.541188,1.604900,5,0.9117167826988595,0.30410309583765366,0.30410309583765366,0.9013479484520812,0.9013479484520812,0.9005227781926811,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05624377,D 净利最高二十分位 · 优先留存,6156,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.71.240,23,9,6,7,10,18,18,3.000000,0.166667,2.5555556,3.8333333,3.2857143,2.3000000,1.2777778,2.5555556,560,32656.9089687262,-7257.7860688445,-7257.7860688445,32656.9090,30242.0324,7257.7861,560,382,-0.22224351,0.20008640,-0.25786126,-0.22224351,-7257.7861,32656.9090,OK,0.0000,288.1190,3.9054,96.0946,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,288.1190,288.7135,290.2125,354.4990,354.4990,3.905357,3.967857,4.144643,4.394643,4.394643,96.094643,96.032143,95.855357,95.605357,95.605357,5.0,1576.0430,1445.0383,5681.7431,5812.7478,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,6969.6671,29044.5094,7257.7861,6969.6671,288.1190,0.22224351,0.21342091,288.1190,6969.6671,0.21342091,288.1190,288.7135,290.2125,354.4990,354.4990,6969.6671,0.21342091,1576.0430,1445.0383,5681.7431,5812.7478,0.17398288,0.17799443,0.00882260,58.3159,79.1676,18.9994,329.8994,80.6421,1484.4050,17.3636,47.0362,59.5197,10.5015,26.3317,63.2793,129.7285,199.2954,327.3045,25.9457,-6.8609,7.568641,12.430043,2.214663,26,64,1,8,0.07777690,0.22224351,-0.20008640,0E-8,0.000000,0.926053,0.000000,0.45794766,2026-03-23,2026-07-30,22,90,80,130,0.169231,0.790262,0.806575,0.259256,3,0.9118649089023848,0.05406606428677233,0.05406606428677233,0.5492519626721967,0.5492519626721967,0.5454817027632561,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09526821,D 净利最高二十分位 · 优先留存,6157,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
