series,actual_last30,pred_prev30,pred_prev60_mean,err_prev30_pct,err_prev60_pct
stake_sum,3004654045.5185,3089597258.3235,2900194129.36955,2.82705467977902,-3.47660378088298
ggr_sum,51576534.7429,57017265.6856,51607864.33245,10.5488493358871,0.0607438822832436
