recency_band,n,p_active_next30,mean_next_stake,sum_next_ggr
"(-1,0]",15989,0.665332416036025,30516.0622738971,-1161409.9154947
"(0,3]",25603,0.473069562160684,5286.12616663731,-1760841.30575432
"(3,7]",29622,0.327999459860914,2521.41970842687,-1377984.63535807
"(7,14]",39368,0.208646616541353,1113.0206603503,-141012.072171408
"(14,30]",90806,0.117811598352532,444.858766139446,-560183.322005903
"(30,60]",147649,0.0591470311346504,263.263015756514,-898789.613423927
"(60,200]",234055,0.0293520753669009,65.1277599814604,-379568.884956698
