from,to,n,p_active_next,sp_stake,sp_ggr,top10_stake_capture,top10_ggr_capture_pos_by_stake,top10_ggr_capture_pos_by_g0,hold_sp,n_hold
2026-04,2026-05,233156,0.284539106864074,0.585862473892576,0.0767932275869039,0.97917634983386,0.907575583543417,0.544134431724019,0.141337590051352,66342
2026-05,2026-06,222891,0.277880219479477,0.582215752313435,0.0785724704170253,0.976310746763643,0.91224901922338,0.551727503051167,0.132747191635291,61937
2026-06,2026-07,212221,0.290423662125803,0.58500028666505,0.0779867017675931,0.974320444102644,0.906090875454229,0.567418667107623,0.122329030408728,61634
