agent_level,agent_id,top_agent_id,parent_agent_id,is_test_line,n_bets_all,n_bets_prod,n_bets_testline,n_members_all,n_members_prod,active_days,first_seen,last_seen,own_share_pct_unw,own_share_pct_w,pct_complement,pct_top_bet23,stake,valid_bet,profit,rebate_cost,cost_complement_b,cost_ownshare_a,ngr,residual_b,residual_a,hold_rate,stake_testline_audit,profit_testline_audit,agent_status,agent_formula_version,audit_rn,batch_id
4,52555,4325,52554,0,4,4,0,3,3,4,2026-08-02,2026-08-06,0.000000,0.000000,4.000000,96.000000,210.6372,210.6372,210.6372,0.0000,8.4255,0.0000,210.6372,202.2117,210.6372,1.00000000,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1130,1
4,29022,4314,29021,0,122,122,0,3,3,5,2026-04-08,2026-05-31,0.000000,0.000000,4.000000,96.000000,6541.1037,6265.4792,214.6494,0.0000,8.5860,0.0000,214.6494,206.0634,214.6494,0.03281546,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1131,1
4,53522,6511,37499,0,785,785,0,15,15,49,2026-03-22,2026-08-03,0.000000,0.000000,4.000000,96.000000,9975.0194,9045.6437,216.3396,0.0000,8.6536,0.0000,216.3396,207.6861,216.3396,0.02168814,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1132,1
4,54898,4325,54897,0,4,4,0,1,1,1,2026-07-07,2026-07-07,0.000000,0.000000,4.000000,96.000000,430.4462,220.4724,220.4724,0.0000,8.8189,0.0000,220.4724,211.6535,220.4724,0.51219512,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1133,1
4,49832,39674,39677,0,363,363,0,5,5,7,2026-03-26,2026-05-18,0.000000,0.000000,4.000000,96.000000,9280.9317,8369.4950,222.0957,0.0000,8.8838,0.0000,222.0957,213.2119,222.0957,0.02393033,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1134,1
4,51927,486,36351,0,7,7,0,2,2,4,2026-04-27,2026-07-16,0.000000,0.000000,4.000000,96.000000,722.5646,722.5646,224.5227,0.0000,8.9809,0.0000,224.5227,215.5418,224.5227,0.31073030,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1135,1
4,41764,433,37174,0,14,14,0,1,1,2,2026-07-21,2026-07-27,0.000000,0.000000,4.000000,96.000000,2410.0000,2410.0000,227.5000,0.0000,9.1000,0.0000,227.5000,218.4000,227.5000,0.09439834,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1136,1
4,55149,868,55148,0,92,92,0,2,2,2,2026-03-24,2026-03-25,0.000000,0.000000,4.000000,96.000000,1409.8447,1366.1489,238.3605,0.0000,9.5344,0.0000,238.3605,228.8261,238.3605,0.16906865,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1137,1
4,53535,486,52852,0,676,676,0,7,7,22,2026-03-23,2026-07-19,0.000000,0.000000,4.000000,96.000000,9784.6291,8903.1135,246.9248,0.0000,9.8770,0.0000,246.9248,237.0478,246.9248,0.02523599,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1138,1
4,56555,433,10857,0,29,29,0,1,1,1,2026-06-01,2026-06-01,0.000000,0.000000,4.000000,96.000000,1640.0000,1340.0000,265.5000,0.0000,10.6200,0.0000,265.5000,254.8800,265.5000,0.16189024,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1139,1
4,54849,273,38479,0,3157,3157,0,9,9,36,2026-05-05,2026-08-06,0.000000,0.000000,4.000000,96.000000,126651.0000,115331.0000,269.0000,0.0000,10.7600,0.0000,269.0000,258.2400,269.0000,0.00212395,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1140,1
4,53399,486,52852,0,468,468,0,24,24,25,2026-03-22,2026-07-20,0.000000,0.000000,4.000000,96.000000,9981.8649,9194.5732,273.5700,0.0000,10.9428,0.0000,273.5700,262.6272,273.5700,0.02740670,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1141,1
4,56876,7604,31343,0,115,115,0,10,10,8,2026-07-09,2026-07-30,0.000000,0.000000,4.000000,96.000000,1539.7591,1310.4288,283.8871,0.0000,11.3555,0.0000,283.8871,272.5316,283.8871,0.18437110,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1142,1
4,35771,3379,3381,0,833,833,0,4,4,12,2026-03-25,2026-07-14,0.000000,0.000000,4.000000,96.000000,22859.1274,20715.6523,301.5275,0.0000,12.0611,0.0000,301.5275,289.4664,301.5275,0.01319069,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1143,1
4,5064,5061,5063,0,254,254,0,2,2,6,2026-05-21,2026-07-18,1.000000,1.000000,4.000000,96.000000,108007.7509,99640.3045,305.4873,0.0000,12.2195,3.0549,305.4873,293.2679,302.4325,0.00282838,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1144,1
4,55606,935,37669,0,8,8,0,2,2,2,2026-04-03,2026-06-24,0.000000,0.000000,4.000000,96.000000,1981.7087,1778.7317,309.4583,0.0000,12.3783,0.0000,309.4583,297.0799,309.4583,0.15615729,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1145,1
4,52751,433,10857,0,7,7,0,1,1,1,2026-04-03,2026-04-03,0.000000,0.000000,4.000000,96.000000,700.0000,700.0000,310.0000,0.0000,12.4000,0.0000,310.0000,297.6000,310.0000,0.44285714,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1146,1
4,40811,486,29080,0,100,100,0,3,3,4,2026-05-13,2026-07-24,0.000000,0.000000,4.000000,96.000000,2268.3719,2042.2430,313.0177,0.0000,12.5207,0.0000,313.0177,300.4970,313.0177,0.13799224,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1147,1
4,51255,4202,14334,0,1443,1443,0,11,11,34,2026-03-24,2026-08-04,0.000000,0.000000,4.000000,96.000000,71318.5234,65157.0840,315.0191,0.0000,12.6008,0.0000,315.0191,302.4184,315.0191,0.00441707,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1148,1
4,56298,26504,38543,0,658,658,0,1,1,1,2026-05-15,2026-05-15,0.000000,0.000000,6.000000,94.000000,66745.8101,62282.6466,366.3146,0.0000,21.9789,0.0000,366.3146,344.3357,366.3146,0.00548820,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1149,1
4,54783,38953,38955,0,27,27,0,1,1,2,2026-06-21,2026-06-22,0.000000,0.000000,4.000000,96.000000,852.5034,784.8444,378.8904,0.0000,15.1556,0.0000,378.8904,363.7348,378.8904,0.44444444,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1150,1
4,49367,3057,37640,0,94,94,0,10,10,12,2026-05-26,2026-08-06,0.000000,0.000000,4.000000,96.000000,11787.9022,10588.5162,380.5529,0.0000,15.2221,0.0000,380.5529,365.3308,380.5529,0.03228335,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1151,1
4,53132,4202,11848,0,308,308,0,21,21,29,2026-03-27,2026-08-06,0.000000,0.000000,4.000000,96.000000,2659.8002,2452.3776,381.8719,0.0000,15.2749,0.0000,381.8719,366.5970,381.8719,0.14357166,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1152,1
4,36352,486,36351,0,206,206,0,22,22,22,2026-03-22,2026-07-25,0.000000,0.000000,4.000000,96.000000,9447.3820,8737.3163,388.9742,0.0000,15.5590,0.0000,388.9742,373.4152,388.9742,0.04117270,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1153,1
4,52513,4314,13623,0,3150,3150,0,15,15,57,2026-03-23,2026-08-02,0.000000,0.000000,4.000000,96.000000,429654.1340,386753.9143,388.9889,0.0000,15.5596,0.0000,388.9889,373.4293,388.9889,0.00090535,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1154,1
4,52336,433,10857,0,110,110,0,24,24,8,2026-05-09,2026-06-14,0.000000,0.000000,4.000000,96.000000,10965.0000,9532.0000,391.9000,0.0000,15.6760,0.0000,391.9000,376.2240,391.9000,0.03574099,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1155,1
4,49828,49020,49097,0,38,38,0,1,1,3,2026-05-05,2026-05-10,0.000000,0.000000,4.000000,96.000000,17804.6162,17106.8170,399.8926,0.0000,15.9957,0.0000,399.8926,383.8969,399.8926,0.02246005,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1156,1
4,42301,6516,42300,0,2907,2907,0,4,4,30,2026-03-22,2026-07-06,0.000000,0.000000,4.000000,96.000000,9528.9102,8859.4953,431.8763,0.0000,17.2751,0.0000,431.8763,414.6013,431.8763,0.04532274,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1157,1
4,56622,433,10857,0,722,722,0,20,20,30,2026-06-05,2026-08-05,0.000000,0.000000,4.000000,96.000000,26479.0000,24159.0000,433.4000,0.0000,17.3360,0.0000,433.4000,416.0640,433.4000,0.01636769,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1158,1
4,4703,433,4702,0,32,32,0,5,5,9,2026-05-25,2026-07-22,95.000000,95.000000,4.000000,96.000000,1120.0000,1100.0000,440.3000,0.0000,17.6120,418.2850,440.3000,422.6880,22.0150,0.39312500,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1159,1
4,4380,3164,24230,0,492,492,0,24,24,41,2026-03-21,2026-08-06,0.000000,0.000000,4.000000,96.000000,1474.5906,1307.6548,443.5129,0.0000,17.7405,0.0000,443.5129,425.7724,443.5129,0.30077018,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1160,1
4,42854,39674,41503,0,61,61,0,5,5,20,2026-03-25,2026-07-24,0.000000,0.000000,4.000000,96.000000,775.7435,753.7746,444.1150,0.0000,17.7646,0.0000,444.1150,426.3504,444.1150,0.57250239,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1161,1
4,41955,4202,11848,0,129,129,0,3,3,6,2026-03-28,2026-04-05,0.000000,0.000000,4.000000,96.000000,2485.5786,2173.9777,456.2203,0.0000,18.2488,0.0000,456.2203,437.9715,456.2203,0.18354692,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1162,1
4,41419,18698,18723,0,1126,1126,0,28,28,29,2026-03-24,2026-08-03,0.000000,0.000000,4.000000,96.000000,10263.6646,9269.0405,463.9247,0.0000,18.5570,0.0000,463.9247,445.3677,463.9247,0.04520068,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1163,1
4,53246,26133,53245,0,69,69,0,5,5,5,2026-03-28,2026-07-14,0.000000,0.000000,4.000000,96.000000,1827.3914,1541.3956,494.9903,0.0000,19.7996,0.0000,494.9903,475.1907,494.9903,0.27087264,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1164,1
4,46041,4298,50855,0,437,437,0,49,49,11,2026-03-22,2026-06-30,0.000000,0.000000,4.000000,96.000000,6726.9943,4998.2757,498.1896,0.0000,19.9276,0.0000,498.1896,478.2621,498.1896,0.07405828,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1165,1
4,39596,4298,12648,0,42,42,0,2,2,2,2026-06-02,2026-07-09,-95.000000,-95.000000,4.000000,96.000000,4582.7531,4479.8909,514.1821,0.0000,20.5673,-488.4730,514.1821,493.6148,1002.6551,0.11219939,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1166,1
4,39711,2904,39710,0,108,108,0,1,1,1,2026-05-18,2026-05-18,0.000000,0.000000,4.000000,96.000000,6274.8256,5700.4831,535.1583,0.0000,21.4063,0.0000,535.1583,513.7520,535.1583,0.08528657,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1167,1
4,27361,4298,4300,0,276,276,0,10,10,34,2026-03-22,2026-08-05,0.000000,0.000000,4.000000,96.000000,5813.3469,5194.9644,545.9762,0.0000,21.8390,0.0000,545.9762,524.1372,545.9762,0.09391771,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1168,1
4,52884,38324,38329,0,53,53,0,9,9,14,2026-04-28,2026-06-22,0.000000,0.000000,4.000000,96.000000,1460.2465,1356.7906,557.6381,0.0000,22.3055,0.0000,557.6381,535.3326,557.6381,0.38187947,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1169,1
4,49862,4317,49861,0,379,379,0,7,7,12,2026-03-22,2026-04-27,0.000000,0.000000,4.000000,96.000000,6161.7611,5751.0106,562.2526,0.0000,22.4901,0.0000,562.2526,539.7625,562.2526,0.09124869,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1170,1
4,51251,868,51250,0,77,77,0,8,8,7,2026-04-30,2026-08-01,0.000000,0.000000,4.000000,96.000000,9110.4653,8351.5623,636.6420,0.0000,25.4657,0.0000,636.6420,611.1763,636.6420,0.06988029,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1171,1
4,53922,53919,53921,0,24,24,0,1,1,11,2026-04-01,2026-05-22,0.000000,0.000000,6.000000,94.000000,4625.9936,4578.5044,665.5743,0.0000,39.9345,0.0000,665.5743,625.6398,665.5743,0.14387705,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1172,1
4,44023,4314,29021,0,517,517,0,7,7,29,2026-03-23,2026-08-06,95.000000,95.000000,4.000000,96.000000,56561.7445,50955.0457,669.7437,0.0000,26.7897,636.2565,669.7437,642.9540,33.4872,0.01184093,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1173,1
4,42780,935,42779,0,166,166,0,12,12,12,2026-04-07,2026-06-03,0.000000,0.000000,4.000000,96.000000,14148.8950,13203.1059,670.5641,0.0000,26.8226,0.0000,670.5641,643.7415,670.5641,0.04739339,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1174,1
4,17475,5093,5095,0,193,193,0,16,16,18,2026-04-07,2026-08-05,0.000000,0.000000,4.000000,96.000000,2876.5090,2786.6366,739.1829,0.0000,29.5673,0.0000,739.1829,709.6155,739.1829,0.25697220,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1175,1
4,56834,486,1176,0,23,23,0,1,1,2,2026-07-01,2026-07-02,0.000000,0.000000,4.000000,96.000000,3726.5014,3393.7781,765.2637,0.0000,30.6105,0.0000,765.2637,734.6531,765.2637,0.20535714,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1176,1
4,47111,3057,46657,0,235,235,0,13,13,16,2026-03-31,2026-07-14,0.000000,0.000000,4.000000,96.000000,7939.9562,7039.4850,791.8813,0.0000,31.6753,0.0000,791.8813,760.2060,791.8813,0.09973371,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1177,1
4,29774,4314,29021,0,304,304,0,26,26,30,2026-03-25,2026-07-24,95.000000,95.000000,4.000000,96.000000,22471.9024,20632.4399,800.7651,0.0000,32.0306,760.7269,800.7651,768.7345,40.0383,0.03563406,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1178,1
4,50080,1180,32970,0,408,408,0,5,5,10,2026-03-24,2026-08-06,0.000000,0.000000,4.000000,96.000000,15597.9649,13668.6672,828.8580,0.0000,33.1543,0.0000,828.8580,795.7036,828.8580,0.05313885,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1179,1
4,52362,4298,22883,0,97,97,0,7,7,12,2026-03-23,2026-08-01,0.000000,0.000000,4.000000,96.000000,1810.5399,1750.8098,833.1274,0.0000,33.3251,0.0000,833.1274,799.8023,833.1274,0.46015413,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1180,1
4,20892,490,492,0,366,366,0,7,7,18,2026-03-27,2026-08-01,0.000000,0.000000,4.000000,96.000000,9925.3255,9262.4754,873.3241,0.0000,34.9330,0.0000,873.3241,838.3912,873.3241,0.08798947,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1181,1
4,56069,46797,50263,0,117,117,0,6,6,5,2026-04-13,2026-07-25,0.000000,0.000000,4.000000,96.000000,4010.3963,3811.1414,883.0009,0.0000,35.3200,0.0000,883.0009,847.6809,883.0009,0.22017797,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1182,1
4,43376,6005,33581,0,1811,1811,0,571,571,44,2026-03-25,2026-08-03,95.000000,95.000000,4.000000,96.000000,71119.8030,65534.5653,916.6944,0.0000,36.6678,870.8597,916.6944,880.0267,45.8347,0.01288944,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1183,1
4,15799,4202,14334,0,28,28,0,6,6,4,2026-07-09,2026-07-14,93.000000,93.000000,4.000000,96.000000,4537.6691,4382.3325,940.3998,0.0000,37.6160,874.5718,940.3998,902.7838,65.8280,0.20724292,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1184,1
4,44005,6529,44004,0,404,404,0,6,6,21,2026-03-23,2026-08-02,0.000000,0.000000,4.000000,96.000000,6675.8895,6058.0704,947.9744,0.0000,37.9190,0.0000,947.9744,910.0554,947.9744,0.14199971,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1185,1
4,49659,3092,28119,0,64,64,0,5,5,4,2026-06-20,2026-08-04,0.000000,0.000000,4.000000,96.000000,4388.0000,4100.0000,964.8500,0.0000,38.5940,0.0000,964.8500,926.2560,964.8500,0.21988377,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1186,1
4,49651,4328,28125,0,163,163,0,4,4,7,2026-03-25,2026-06-27,0.000000,0.000000,4.000000,96.000000,3323.0000,3057.4386,972.1077,0.0000,38.8843,0.0000,972.1077,933.2234,972.1077,0.29253919,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1187,1
4,37358,486,16416,0,3309,3309,0,7,7,30,2026-03-21,2026-08-06,0.000000,0.000000,4.000000,96.000000,22874.9273,21464.3056,983.4551,0.0000,39.3382,0.0000,983.4551,944.1169,983.4551,0.04299271,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1188,1
4,50929,3057,50928,0,122,122,0,6,6,16,2026-03-22,2026-07-21,0.000000,0.000000,4.000000,96.000000,6374.1400,6136.9811,1038.7689,0.0000,41.5508,0.0000,1038.7689,997.2182,1038.7689,0.16296613,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1189,1
4,42633,3092,3094,0,761,761,0,26,26,35,2026-03-23,2026-08-05,0.000000,0.000000,4.000000,96.000000,69526.0000,63369.0000,1044.4500,0.0000,41.7780,0.0000,1044.4500,1002.6720,1044.4500,0.01502244,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1190,1
4,53075,32806,53074,0,73,73,0,5,5,3,2026-04-04,2026-04-10,0.000000,0.000000,4.000000,96.000000,10310.3448,9896.5517,1060.3448,0.0000,42.4138,0.0000,1060.3448,1017.9310,1060.3448,0.10284281,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1191,1
4,52511,4325,28122,0,73,73,0,4,4,2,2026-03-29,2026-08-01,0.000000,0.000000,4.000000,96.000000,39121.9263,38068.7404,1060.9149,0.0000,42.4366,0.0000,1060.9149,1018.4783,1060.9149,0.02711817,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1192,1
4,55506,273,38479,0,166,166,0,14,14,14,2026-04-06,2026-08-04,0.000000,0.000000,4.000000,96.000000,4614.0000,3978.0000,1077.0000,0.0000,43.0800,0.0000,1077.0000,1033.9200,1077.0000,0.23342003,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1193,1
4,54709,6516,42300,0,208,208,0,3,3,20,2026-03-24,2026-08-02,0.000000,0.000000,4.000000,96.000000,5987.8312,5737.6005,1093.2634,0.0000,43.7305,0.0000,1093.2634,1049.5328,1093.2634,0.18258086,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1194,1
4,55686,26504,55456,0,308,308,0,13,13,18,2026-03-21,2026-05-31,90.000000,90.000000,6.000000,94.000000,5982.7481,5414.7516,1233.7564,48.7328,74.0254,1110.3807,1185.0236,1110.9982,74.6429,0.20621901,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1195,1
4,38457,6589,24237,0,195,195,0,11,11,18,2026-04-06,2026-07-24,0.000000,0.000000,4.000000,96.000000,9664.9355,9076.8316,1165.1044,0.0000,46.6042,0.0000,1165.1044,1118.5002,1165.1044,0.12054963,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1196,1
4,52867,7592,40579,0,1869,1869,0,83,83,88,2026-03-25,2026-08-05,0.000000,0.000000,4.000000,96.000000,59316.5731,53608.9651,1176.9945,0.0000,47.0798,0.0000,1176.9945,1129.9148,1176.9945,0.01984259,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1197,1
4,35928,7589,7591,0,373,373,0,51,51,23,2026-03-31,2026-07-05,0.000000,0.000000,4.000000,96.000000,8701.4208,7947.1790,1179.8844,0.0000,47.1954,0.0000,1179.8844,1132.6890,1179.8844,0.13559675,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1198,1
4,56014,6516,6518,0,1789,1789,0,11,11,23,2026-05-25,2026-07-17,0.000000,0.000000,4.000000,96.000000,23298.1908,16121.2647,1199.4592,0.0000,47.9784,0.0000,1199.4592,1151.4809,1199.4592,0.05148293,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1199,1
4,43986,14037,43415,0,827,827,0,22,22,25,2026-03-21,2026-07-31,0.000000,0.000000,4.000000,96.000000,9604.6108,9084.2147,1210.7356,0.0000,48.4294,0.0000,1210.7356,1162.3062,1210.7356,0.12605775,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1200,1
4,43660,935,50853,0,18,18,0,5,5,6,2026-04-08,2026-05-12,96.000000,96.000000,4.000000,96.000000,9422.3973,8738.4028,1241.8699,0.0000,49.6748,1192.1951,1241.8699,1192.1951,49.6748,0.13179978,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1201,1
4,49647,4325,28122,0,132,132,0,3,3,5,2026-03-29,2026-04-30,0.000000,0.000000,4.000000,96.000000,5536.1282,5214.5185,1306.4972,0.0000,52.2599,0.0000,1306.4972,1254.2373,1306.4972,0.23599474,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1202,1
4,28051,4331,4333,0,470,470,0,3,3,37,2026-04-01,2026-08-03,0.000000,0.000000,4.000000,96.000000,23664.2805,22044.2564,1351.7912,0.0000,54.0716,0.0000,1351.7912,1297.7196,1351.7912,0.05712370,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1203,1
4,56186,3417,24390,0,1002,1002,0,5,5,7,2026-07-12,2026-08-03,0.000000,0.000000,4.000000,96.000000,51888.0360,36516.6454,1399.3608,0.0000,55.9744,0.0000,1399.3608,1343.3864,1399.3608,0.02696885,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1204,1
4,56608,35154,56563,0,848,848,0,8,8,27,2026-06-01,2026-08-06,94.000000,94.000000,6.000000,94.000000,109390.1460,96738.5500,1429.1848,0.0000,85.7511,1343.4337,1429.1848,1343.4337,85.7511,0.01306502,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1205,1
4,41001,4331,4333,0,2725,2725,0,31,31,89,2026-03-21,2026-08-05,0.000000,0.000000,4.000000,96.000000,90431.2949,81168.8564,1404.1855,0.0000,56.1674,0.0000,1404.1855,1348.0181,1404.1855,0.01552765,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1206,1
4,55825,3092,41573,0,161,161,0,13,13,12,2026-03-27,2026-06-04,0.000000,0.000000,4.000000,96.000000,23692.0000,21560.0000,1443.1000,0.0000,57.7240,0.0000,1443.1000,1385.3760,1443.1000,0.06091086,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1207,1
4,55176,26133,42513,0,26,26,0,1,1,1,2026-03-25,2026-03-25,0.000000,0.000000,4.000000,96.000000,16228.0702,15009.7466,1459.5517,0.0000,58.3821,0.0000,1459.5517,1401.1696,1459.5517,0.08993994,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1208,1
4,46267,5076,46266,0,2202,2202,0,20,20,61,2026-03-24,2026-08-02,0.000000,0.000000,4.000000,96.000000,85020.3264,77147.6839,1460.4013,0.0000,58.4161,0.0000,1460.4013,1401.9853,1460.4013,0.01717708,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1209,1
4,47791,433,10857,0,6724,6724,0,14,14,16,2026-03-22,2026-04-06,0.000000,0.000000,4.000000,96.000000,694619.0000,632023.0000,1504.1500,0.0000,60.1660,0.0000,1504.1500,1443.9840,1504.1500,0.00216543,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1210,1
4,55540,3057,37640,0,32,32,0,4,4,4,2026-04-01,2026-06-09,0.000000,0.000000,4.000000,96.000000,5690.7640,5080.6218,1538.6025,0.0000,61.5441,0.0000,1538.6025,1477.0584,1538.6025,0.27036835,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1211,1
4,51432,51429,51431,0,1562,1562,0,9,9,37,2026-05-23,2026-08-05,0.000000,0.000000,3.000000,97.000000,30243.0000,29148.0000,1572.2500,0.0000,47.1675,0.0000,1572.2500,1525.0825,1572.2500,0.05198724,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1212,1
4,29025,4325,29024,0,413,413,0,9,9,9,2026-03-25,2026-07-16,0.000000,0.000000,4.000000,96.000000,169645.2803,151892.6892,1594.1066,0.0000,63.7643,0.0000,1594.1066,1530.3424,1594.1066,0.00939670,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1213,1
4,46276,46273,46275,0,761,761,0,9,9,139,2026-03-21,2026-08-06,0.000000,0.000000,3.000000,97.000000,31199.1442,27178.6010,1578.8870,0.0000,47.3666,0.0000,1578.8870,1531.5204,1578.8870,0.05060674,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1214,1
4,8679,6120,8678,0,289,289,0,6,6,10,2026-03-26,2026-06-28,0.000000,0.000000,4.000000,96.000000,20827.1721,19105.4137,1606.5259,0.0000,64.2610,0.0000,1606.5259,1542.2648,1606.5259,0.07713605,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1215,1
4,56002,3057,52847,0,206,206,0,4,4,9,2026-04-17,2026-06-02,0.000000,0.000000,4.000000,96.000000,9083.3543,7879.7538,1633.4312,0.0000,65.3372,0.0000,1633.4312,1568.0940,1633.4312,0.17982687,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1216,1
4,5980,5071,24233,0,2617,2617,0,22,22,55,2026-03-23,2026-08-06,0.000000,0.000000,4.000000,96.000000,392483.5814,357057.5615,1644.4208,0.0000,65.7768,0.0000,1644.4208,1578.6440,1644.4208,0.00418978,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1217,1
4,29770,4202,7767,0,993,993,0,23,23,13,2026-05-09,2026-07-27,95.000000,95.000000,4.000000,96.000000,89006.2671,9946.7950,1653.7131,0.0000,66.1485,1571.0274,1653.7131,1587.5645,82.6857,0.01857974,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1218,1
4,49229,5061,49228,0,20,20,0,3,3,4,2026-05-09,2026-06-12,0.000000,0.000000,4.000000,96.000000,2255.9549,2255.9549,1681.5808,0.0000,67.2632,0.0000,1681.5808,1614.3176,1681.5808,0.74539647,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1219,1
4,51156,26133,40885,0,29,29,0,7,7,5,2026-04-18,2026-06-18,0.000000,0.000000,4.000000,96.000000,6637.1076,6259.0358,1684.8972,0.0000,67.3959,0.0000,1684.8972,1617.5013,1684.8972,0.25386016,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1220,1
4,31606,486,1176,0,22,22,0,3,3,3,2026-04-24,2026-06-20,1.000000,1.000000,4.000000,96.000000,20807.6561,20807.6561,1745.4037,0.0000,69.8161,17.4540,1745.4037,1675.5876,1727.9497,0.08388277,0.0000,0.0000,PRODUCTION,AG03-UNRESOLVED,1221,1
