scope,n_rows,sum_stake,sum_validbet,sum_bet41,sum_bet16,r41_vb,r16_vb,r_vb_stake,avg_bet15_pct,n_41_eq_vb,n_41_eq_16,pct_41_eq_vb,verdict_bet41,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_hiturn,roi_non_hiturn,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_hiturn,avg_stake_non_hiturn,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_hiturn,hold_rate,hold_rate_hiturn,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_hiturn,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_hiturn,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
bet41 × bet16 × validbet 三方比对（category=1 · 过基础闸）,125648133,676911569948.81,604032297697.17,604030067049.17,17960696.13,0.99999631,0.00002973,0.89233561,0.040442,125647210,9546322,99.999265,★ bet41 ÷ validbet ≈ 1 —— bet41 系有效投注之同义列，字典「下注退水金額」措辞歧义,13436093473.3333,12101545164.6445,225932201.2126,124713543,6048562,-0.01681532,,-0.01681532,-0.01742716,-225932201.2126,13436093473.3333,OK,8220755.8918,9199860.2962,4.0013,95.9987,AG03-UNRESOLVED,216732340.9164,11606300486.2161,217711445.3207,208511585.0246,979104.4043,0.01620348,0.01551877,0.00007287,107.7356,2000.7309,37.3530,1625411.5195,1831.5313,96662542.9736,43514.8345,,107.7356,5.1431,15.4907,52.3519,179.9957,345.4714,1499.6808,12.8578,-2.2009,22.301908,96.81189,6.954874,30,300,1326575,23,0E-8,0.01681532,,0.00067931,0.040378,0.900674,0.077531,,2026-03-21,2026-08-06,139,123357,4007,139,1.000000,,1.053617,0.745419,1,0.0,0.0,0.0,A 平台净亏首位 · 立即处置,1,1
