bet_date,n_rounds,vb_tail,vb_norm,roi_tail,roi_norm,roi_diff,stake,valid_bet,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2026-05-03,39083,0E-10,74632799.7598668183,,-0.014513543818,,82414823.2966,74632799.7599,1035410.2887,823420,39083,-0.01256340,,-0.01256340,-0.01314310,-1035410.2887,82414823.2966,OK,47776.1209,44059.5055,4.0212,95.9788,AG03-UNRESOLVED,991350.7831,71558625.4897,987634.1677,943574.6622,-3716.6154,0.01198370,0.01144909,-0.00004510,100.0884,1909.5975,26.4926,1035410.2887,1258.0927,82414823.2966,39083.0000,,100.0884,4.4635,14.7043,51.8914,194.6556,389.1858,1297.2861,12.1048,-2.1006,26.467415,88.224722,6.806729,29,109,21923,16,0E-8,0.01256340,,0.00064015,0.042908,0.905575,0.065488,,2026-05-03,2026-05-03,1,823,29,1,1.000000,,,0.000000,1,0.8540145985401459,0.7664233576642335,0.12408759124087591,E 常规,21,1
2026-08-02,25086,0E-10,51781904.9612251045,,-0.019082261842,,79601070.7610,71032552.4940,1026288.9721,817411,41222,-0.01289290,-0.01289290,,-0.01337960,-1026288.9721,79601070.7610,OK,38741.4816,38094.6982,4.0069,95.9931,AG03-UNRESOLVED,988194.2739,68174897.3226,987547.4904,949452.7922,-646.7835,0.01240621,0.01192764,-0.00000813,97.3819,1723.1709,24.8966,1026288.9721,1179.6425,79601070.7610,41222.0000,97.3819,,4.0407,12.8871,51.3703,157.3759,300.0704,1541.1091,10.4644,-2.0204,23.284648,119.585868,7.556573,29,118,21382,16,1.00000000,0.01289290,0.01289290,0.00054540,0.044819,0.892357,0.083100,,2026-08-02,2026-08-02,1,870,29,1,1.000000,,1.000000,3.333333,1,0.8467153284671532,0.7299270072992701,0.072992700729927,E 常规,22,1
2026-07-13,25790,0E-10,74633875.9317173444,,-0.011925738011,,109688981.7374,99208227.3018,1086283.4207,821075,42550,-0.00990330,-0.00990330,,-0.01061653,-1086283.4207,109688981.7374,OK,78233.3222,44247.0911,3.9847,96.0153,AG03-UNRESOLVED,1042036.3296,95141532.3163,1008050.0985,963803.0074,-33986.2311,0.00919008,0.00878669,-0.00030984,133.5919,2331.5682,25.5296,1086283.4207,1216.4428,109688981.7374,42550.0000,133.5919,,5.1636,16.6362,57.4628,200.0,430.5128,1789.4885,12.9089,-2.5818,25.878123,107.566152,8.03021,29,111,23278,16,1.00000000,0.00990330,0.00990330,0.00078858,0.041719,0.904450,0.081736,,2026-07-13,2026-07-13,1,893,29,1,1.000000,,1.000000,3.333333,5,0.8394160583941606,0.8905109489051095,0.8467153284671532,E 常规,23,1
2026-07-27,25124,0E-10,58349184.1639272900,,-0.019609364700,,88742959.3554,79185409.3231,1067250.6513,816375,42326,-0.01202631,-0.01202631,,-0.01271499,-1067250.6513,88742959.3554,OK,61115.2754,40862.5194,4.0204,95.9796,AG03-UNRESOLVED,1026388.1318,75978197.6552,1006135.3758,965272.8564,-20252.7560,0.01133764,0.01087718,-0.00022822,108.7037,1870.8456,25.2150,1067250.6513,1200.5069,88742959.3554,42326.0000,108.7037,,5.0,14.3073,51.6356,173.2652,346.5304,1663.6167,11.6229,-2.0439,24.220492,116.277299,7.597765,29,116,22355,16,1.00000000,0.01202631,0.01202631,0.00077180,0.044901,0.892301,0.074122,,2026-07-27,2026-07-27,1,889,29,1,1.000000,,1.000000,3.333333,2,0.8321167883211679,0.7956204379562044,0.2773722627737226,E 常规,24,1
2026-08-04,23747,0E-10,51808769.7598162621,,-0.014696351290,,78929181.7717,70732643.3826,1065449.6139,752185,39711,-0.01349880,-0.01349880,,-0.01401770,-1065449.6139,78929181.7717,OK,40955.8142,45434.5966,3.9787,96.0213,AG03-UNRESOLVED,1020015.0173,67886785.4781,1024493.7997,979059.2031,4478.7824,0.01297991,0.01240427,0.00005674,104.9332,1781.1851,26.8301,1065449.6139,1228.8923,78929181.7717,39711.0000,104.9332,,4.0407,14.1426,51.3703,180.0224,390.8511,1541.1091,12.1222,-2.0204,27.636521,108.969624,7.419677,29,113,20963,16,1.00000000,0.01349880,0.01349880,0.00057902,0.041183,0.896153,0.087415,,2026-08-04,2026-08-04,1,867,29,1,1.000000,,1.000000,3.333333,1,0.8248175182481752,0.6934306569343066,0.058394160583941604,E 常规,25,1
2026-05-20,45348,0E-10,89116432.6930382000,,-0.012816594267,,98822176.3665,89116432.6930,1097429.6661,882078,45348,-0.01110510,,-0.01110510,-0.01155782,-1097429.6661,98822176.3665,OK,44739.4942,53505.8487,3.9976,96.0024,AG03-UNRESOLVED,1043923.8174,85433542.1507,1052690.1719,999184.3232,8766.3545,0.01065237,0.01011093,0.00008871,112.0334,1965.1679,24.2002,1097429.6661,1155.1891,98822176.3665,45348.0000,,112.0334,5.1891,15.5674,52.1784,200.0,400.5438,1400.9476,12.9729,-2.1006,25.729597,89.992204,7.19665,29,105,24131,16,0E-8,0.01110510,,0.00050203,0.035220,0.901786,0.070978,,2026-05-20,2026-05-20,1,950,29,1,1.000000,,,0.000000,3,0.8175182481751825,0.8248175182481752,0.5766423357664233,E 常规,26,1
2026-04-07,45300,0E-10,90574042.5441066755,,-0.012715686851,,100636969.7941,90577685.5575,1109712.1424,1015789,45301,-0.01102688,,-0.01102688,-0.01144422,-1109712.1424,100636969.7941,OK,41999.0194,42228.4511,4.0164,95.9836,AG03-UNRESOLVED,1067483.6913,86925102.5363,1067713.1229,1025484.6719,229.4316,0.01060955,0.01018994,0.00000228,99.0727,1999.4633,24.4964,1109712.1424,1189.4021,100636969.7941,45301.0000,,99.0727,5.2352,14.7577,52.3519,170.1317,317.1899,1307.2013,12.6494,-2.6087,21.49324,88.577828,6.713308,29,114,30181,16,0E-8,0.01102688,,0.00046368,0.036608,0.900044,0.075676,,2026-04-07,2026-04-07,1,933,29,1,1.000000,,,0.000000,4,0.8102189781021898,0.8321167883211679,0.635036496350365,E 常规,27,1
2026-05-19,45199,0E-10,85398096.2717652726,,-0.014665055592,,94058299.1348,85399215.0139,1168669.0505,922853,45200,-0.01242494,,-0.01242494,-0.01331480,-1168669.0505,94058299.1348,OK,83698.7788,50906.7669,3.9934,96.0066,AG03-UNRESOLVED,1117762.2835,81810538.3893,1084970.2716,1034063.5047,-32792.0119,0.01153508,0.01099386,-0.00034863,101.9212,1889.3632,25.8555,1168669.0505,1232.7733,94058299.1348,45200.0000,,101.9212,5.0,13.6799,51.8914,172.484,344.3204,1309.3575,11.8117,-2.1006,25.169824,95.714036,7.450441,29,108,27138,16,0E-8,0.01242494,,0.00098009,0.040538,0.907939,0.068982,,2026-05-19,2026-05-19,1,948,29,1,1.000000,,,0.000000,3,0.8029197080291971,0.781021897810219,0.45255474452554745,E 常规,28,1
2026-06-21,24613,0E-10,53686733.7242983998,,-0.018502229223,,82054141.3674,72498011.3472,1134290.3253,771127,41216,-0.01382368,,-0.01382368,-0.01444171,-1134290.3253,82054141.3674,OK,50711.6611,42823.9742,3.9805,96.0195,AG03-UNRESOLVED,1091466.3511,69598419.9390,1083578.6642,1040754.6900,-7887.6869,0.01320565,0.01268376,-0.00009613,106.4081,1758.9774,27.5206,1134290.3253,1328.2088,82054141.3674,41216.0000,,106.4081,5.1431,17.0416,57.0086,200.0,354.0142,1517.5417,12.8578,-2.5716,20.773554,89.049346,6.244026,29,114,22414,16,0E-8,0.01382368,,0.00069949,0.047882,0.883539,0.093234,,2026-06-21,2026-06-21,1,854,29,1,1.000000,,,0.000000,1,0.7956204379562044,0.6715328467153284,0.11678832116788321,E 常规,29,1
2026-07-11,27137,0E-10,70407464.6768992598,,-0.010616426529,,107547676.5619,97195787.4783,1143513.5801,968400,45418,-0.01063262,-0.01063262,,-0.01107934,-1143513.5801,107547676.5619,OK,48043.8599,46292.9969,3.9578,96.0422,AG03-UNRESOLVED,1097220.5832,93352015.9043,1095469.7202,1049176.7233,-1750.8630,0.01018590,0.00975546,-0.00001628,111.0571,2140.0279,25.1775,1143513.5801,1206.2380,107547676.5619,45418.0000,111.0571,,5.1636,18.0724,60.0,200.0,379.8777,1663.6167,12.9089,-2.0439,21.019721,92.052664,6.145105,29,118,27173,16,1.00000000,0.01063262,0.01063262,0.00049430,0.041644,0.903746,0.084264,,2026-07-11,2026-07-11,1,948,29,1,1.000000,,1.000000,3.333333,4,0.7883211678832117,0.8613138686131386,0.7737226277372263,E 常规,30,1
2026-07-10,27266,0E-10,73719806.0740967320,,-0.015377131098,,111016039.9661,100398765.3945,1211888.2429,1026360,45467,-0.01091633,-0.01091633,,-0.01155396,-1211888.2429,111016039.9661,OK,70786.7250,52521.6332,3.9845,96.0155,AG03-UNRESOLVED,1159366.6097,96332645.3626,1141101.5179,1088579.8847,-18265.0919,0.01027871,0.00980561,-0.00016453,108.1648,2208.1678,26.6542,1211888.2429,1267.6655,111016039.9661,45467.0000,108.1648,,5.0,16.3512,56.7991,200.0,387.2667,1546.9561,12.9089,-2.0439,23.68426,94.607961,6.615089,29,113,27604,16,1.00000000,0.01091633,0.01091633,0.00070506,0.044849,0.904363,0.072686,,2026-07-10,2026-07-10,1,956,29,1,1.000000,,1.000000,3.333333,5,0.781021897810219,0.8394160583941606,0.8832116788321168,E 常规,31,1
2026-06-03,29539,0E-10,68704496.7067541985,,-0.016800144589,,93011683.7083,83712585.9319,1196042.8995,897157,45188,-0.01285906,,-0.01285906,-0.01344172,-1196042.8995,93011683.7083,OK,54194.5534,50623.2824,4.0139,95.9861,AG03-UNRESOLVED,1145419.6171,80257716.6695,1141848.3462,1091225.0638,-3571.2710,0.01227640,0.01173213,-0.00003840,103.6738,1852.5402,26.4682,1196042.8995,1281.9324,93011683.7083,45188.0000,,103.6738,5.1431,16.086,51.4311,170.4158,379.6219,1661.7162,12.8578,-2.0771,23.599539,103.302096,6.444977,29,121,23919,16,0E-8,0.01285906,,0.00064739,0.044843,0.900022,0.071561,,2026-06-03,2026-06-03,1,933,29,1,1.000000,,,0.000000,2,0.7737226277372263,0.7372262773722628,0.3722627737226277,E 常规,32,1
2026-06-20,27686,0E-10,59333377.1452550512,,-0.013836368044,,89362067.6166,80408252.7799,1215176.4658,916314,45555,-0.01359835,,-0.01359835,-0.01426568,-1215176.4658,89362067.6166,OK,59634.4409,47649.0933,3.9704,96.0296,AG03-UNRESOLVED,1167527.3724,77207350.5363,1155542.0248,1107892.9315,-11985.3476,0.01293101,0.01239780,-0.00013412,97.5234,1765.0807,26.6749,1215176.4658,1273.7699,89362067.6166,45555.0000,,97.5234,5.1431,16.6172,51.9286,189.8138,379.6219,1353.1799,12.8578,-2.0771,22.845171,81.43268,5.868837,29,113,26482,16,0E-8,0.01359835,,0.00074165,0.045675,0.899803,0.084819,,2026-06-20,2026-06-20,1,954,29,1,1.000000,,,0.000000,2,0.7664233576642335,0.6861313868613139,0.30656934306569344,E 常规,33,1
2026-06-28,25057,0E-10,54822476.5826608912,,-0.018671096366,,83023193.2926,74486772.8158,1228075.0097,773802,41190,-0.01479195,,-0.01479195,-0.01559176,-1228075.0097,83023193.2926,OK,66402.7690,49500.0110,3.9995,96.0005,AG03-UNRESOLVED,1178574.9986,71468374.7919,1161672.2406,1112172.2296,-16902.7580,0.01399214,0.01339592,-0.00020359,107.2926,1808.3703,29.8149,1228075.0097,1414.8330,83023193.2926,41190.0000,,107.2926,5.1929,18.0009,56.5742,189.8118,385.733,1704.1582,12.8578,-2.0771,21.428573,94.670861,5.960408,29,121,21204,16,0E-8,0.01479195,,0.00089147,0.049852,0.897180,0.094805,,2026-06-28,2026-06-28,1,868,29,1,1.000000,,,0.000000,1,0.7591240875912408,0.6423357664233577,0.145985401459854,E 常规,34,1
2026-05-29,29109,0E-10,71565108.4245383216,,-0.017425535139,,98078119.8306,88224088.4821,1232197.8738,939103,45674,-0.01256343,,-0.01256343,-0.01314688,-1232197.8738,98078119.8306,OK,57223.4437,57719.3977,4.0260,95.9740,AG03-UNRESOLVED,1174478.4760,84556864.4919,1174974.4301,1117255.0323,495.9540,0.01197999,0.01139148,0.00000506,104.4381,1931.6042,26.9781,1232197.8738,1292.9673,98078119.8306,45674.0000,,104.4381,5.1891,16.805,51.8914,160.8985,318.7066,1500.0,12.9729,-2.1006,18.965036,89.25937,6.214719,29,108,24699,16,0E-8,0.01256343,,0.00064861,0.048571,0.899529,0.075265,,2026-05-29,2026-05-29,1,953,29,1,1.000000,,,0.000000,3,0.7518248175182481,0.7591240875912408,0.5474452554744526,E 常规,35,1
2026-05-09,45044,0E-10,88525756.3166706220,,-0.014101918293,,98468868.5096,88525756.3167,1207294.1888,1003920,45044,-0.01226067,,-0.01226067,-0.01267795,-1207294.1888,98468868.5096,OK,41088.7936,42069.5168,3.9805,96.0195,AG03-UNRESOLVED,1165224.6720,84946922.6742,1166205.3952,1124135.8784,980.7232,0.01184339,0.01141616,0.00000996,98.0844,1965.3174,26.8026,1207294.1888,1287.0940,98468868.5096,45044.0000,,98.0844,4.3254,12.9757,51.8914,160.6767,300.1505,1297.2861,10.8136,-2.3116,23.131732,99.978091,7.559079,29,114,26970,16,0E-8,0.01226067,,0.00046415,0.033131,0.899023,0.064936,,2026-05-09,2026-05-09,1,938,29,1,1.000000,,,0.000000,3,0.7445255474452555,0.7883211678832117,0.5693430656934306,E 常规,36,1
2026-03-26,43691,0E-10,87327067.0999120096,,-0.014520187830,,97129050.7931,87327067.0999,1222754.7911,946076,43691,-0.01258897,,-0.01258897,-0.01305485,-1222754.7911,97129050.7931,OK,45250.6258,45826.1651,4.0205,95.9795,AG03-UNRESOLVED,1176928.6261,83756704.4705,1177504.1654,1131678.0003,575.5393,0.01212309,0.01165128,0.00000593,102.6652,1998.7427,27.9864,1222754.7911,1360.1277,97129050.7931,43691.0000,,102.6652,5.2663,15.799,52.6635,176.2425,356.3242,1316.5863,13.1659,-2.2009,22.553538,83.333331,6.498192,30,113,26160,16,0E-8,0.01258897,,0.00051817,0.031956,0.899083,0.083744,,2026-03-26,2026-03-26,1,899,30,1,1.000000,,,0.000000,3,0.7372262773722628,0.7518248175182481,0.5328467153284672,E 常规,37,1
2026-06-06,29319,0E-10,69500874.8734650646,,-0.013716551713,,93426976.2350,84318933.8374,1246567.8150,882372,44413,-0.01334270,,-0.01334270,-0.01401352,-1246567.8150,93426976.2350,OK,62672.6662,43501.8389,4.0058,95.9942,AG03-UNRESOLVED,1203065.9761,80896869.4767,1183895.1488,1140393.3098,-19170.8273,0.01267188,0.01220625,-0.00020520,105.8816,1898.5192,28.0676,1246567.8150,1344.7333,93426976.2350,44413.0000,,105.8816,5.1431,16.6172,51.4311,172.6817,359.998,1726.8175,12.8578,-2.0771,21.664228,103.917723,6.371824,29,118,24913,16,0E-8,0.01334270,,0.00074328,0.045343,0.902512,0.074029,,2026-06-06,2026-06-06,1,927,29,1,1.000000,,,0.000000,3,0.7299270072992701,0.7007299270072993,0.40875912408759124,E 常规,38,1
2026-05-01,40604,0E-10,85721500.5145306963,,-0.015288399043,,95049889.2124,85721513.1182,1264930.4142,976691,40605,-0.01330807,,-0.01330807,-0.01378810,-1264930.4142,95049889.2124,OK,45626.6960,54166.0510,4.0127,95.9873,AG03-UNRESOLVED,1210764.3631,82259665.2483,1219303.7182,1165137.6671,8539.3551,0.01282804,0.01225817,0.00008984,97.3183,2111.1073,31.1521,1264930.4142,1481.1832,95049889.2124,40605.0000,,97.3183,4.9041,14.2579,51.8914,157.4638,300.0,1297.2861,11.2498,-2.3134,21.041018,90.987405,6.825586,29,112,26862,16,0E-8,0.01330807,,0.00053227,0.039557,0.901858,0.065502,,2026-05-01,2026-05-01,1,854,29,1,1.000000,,,0.000000,3,0.7226277372262774,0.708029197080292,0.4744525547445255,E 常规,39,1
2026-05-31,26664,0E-10,57763669.5695723724,,-0.013773203086,,78078465.8712,70178655.1843,1263385.1581,803912,40497,-0.01618097,,-0.01618097,-0.01666495,-1263385.1581,78078465.8712,OK,37788.6382,56189.8909,4.0019,95.9981,AG03-UNRESOLVED,1207195.2672,67334120.3274,1225596.5199,1169406.6290,18401.2527,0.01569699,0.01497733,0.00023568,97.1232,1732.9347,31.1970,1263385.1581,1472.4769,78078465.8712,40497.0000,,97.1232,4.9957,14.4115,51.4311,148.0398,273.041,1297.2861,10.9872,-2.1006,18.946064,90.017486,6.739286,29,111,21193,16,0E-8,0.01618097,,0.00053846,0.042607,0.898822,0.082976,,2026-05-31,2026-05-31,1,858,29,1,1.000000,,,0.000000,1,0.7153284671532847,0.5109489051094891,0.043795620437956206,E 常规,40,1
2026-06-18,27050,0E-10,70349485.9959271200,,-0.020585209870,,109817827.1408,98895543.5051,1319878.8024,902646,45636,-0.01201880,,-0.01201880,-0.01260871,-1319878.8024,109817827.1408,OK,64781.8090,57563.4456,3.9911,96.0089,AG03-UNRESOLVED,1262315.3568,94657900.1929,1255096.9934,1197533.5478,-7218.3633,0.01142890,0.01090473,-0.00006573,121.6621,2167.0511,28.9219,1319878.8024,1387.8852,109817827.1408,45636.0000,,121.6621,5.1431,16.0064,51.4311,200.0,385.733,1661.882,12.8578,-2.5716,24.098708,103.826234,7.600853,29,118,26967,16,0E-8,0.01201880,,0.00065505,0.047121,0.900542,0.084575,,2026-06-18,2026-06-18,1,951,29,1,1.000000,,,0.000000,5,0.708029197080292,0.8029197080291971,0.8613138686131386,E 常规,41,1
2026-07-05,24769,0E-10,58294708.5267032758,,-0.016866826585,,88446617.7424,79643284.9735,1321105.5856,821837,41119,-0.01493676,,-0.01493676,-0.01578156,-1321105.5856,88446617.7424,OK,74720.0156,45722.7265,4.0025,95.9975,AG03-UNRESOLVED,1275382.8592,76359867.8162,1246385.5700,1200662.8436,-28997.2891,0.01409195,0.01357500,-0.00032785,107.6206,1936.8974,32.1288,1321105.5856,1525.5261,88446617.7424,41119.0000,,107.6206,5.1636,18.0724,57.0926,200.0,387.2667,1770.6459,12.9089,-2.1948,21.428571,97.974894,5.954957,29,114,22366,16,0E-8,0.01493676,,0.00093818,0.047413,0.900467,0.097471,,2026-07-05,2026-07-05,1,866,29,1,1.000000,,,0.000000,2,0.7007299270072993,0.6277372262773723,0.25547445255474455,E 常规,42,1
2026-06-26,27336,0E-10,78222520.2525518477,,-0.020107984910,,119552396.7578,107844801.3358,1374914.2370,867446,45336,-0.01150052,,-0.01150052,-0.01235111,-1374914.2370,119552396.7578,OK,101690.6745,62675.1032,4.0152,95.9848,AG03-UNRESOLVED,1312239.1338,103444673.8825,1273223.5624,1210548.4592,-39015.5714,0.01064992,0.01012567,-0.00032635,137.8211,2378.7895,30.3272,1374914.2370,1439.7008,119552396.7578,45336.0000,,137.8211,5.1431,17.0416,53.5295,205.7243,431.7044,2101.2188,12.8578,-2.0771,25.332412,123.299512,8.087344,29,116,24584,16,0E-8,0.01150052,,0.00094294,0.054180,0.902071,0.096320,,2026-06-26,2026-06-26,1,955,29,1,1.000000,,,0.000000,5,0.6934306569343066,0.8102189781021898,0.9562043795620438,E 常规,43,1
2026-05-11,41980,0E-10,77326145.9876548603,,-0.017357523330,,85494374.6278,77329236.3980,1305387.1248,887513,41981,-0.01526869,,-0.01526869,-0.01569917,-1305387.1248,85494374.6278,OK,36803.2582,56568.0476,3.9920,96.0080,AG03-UNRESOLVED,1248819.0772,74157723.6866,1268583.8666,1212015.8190,19764.7894,0.01483821,0.01417656,0.00023118,96.3303,1842.0056,31.0947,1305387.1248,1500.4450,85494374.6278,41981.0000,,96.3303,5.1891,13.654,51.8914,155.6743,300.0,1309.3575,11.1494,-2.1006,21.971538,95.895332,7.055081,29,108,24479,16,0E-8,0.01526869,,0.00047593,0.035716,0.904495,0.065752,,2026-05-11,2026-05-11,1,870,29,1,1.000000,,,0.000000,1,0.6861313868613139,0.5985401459854015,0.19708029197080293,E 常规,44,1
2026-04-30,44448,0E-10,98619822.8640919098,,-0.014739101229,,109123964.5445,98619822.8641,1365807.1646,1043544,44448,-0.01251611,,-0.01251611,-0.01332033,-1365807.1646,109123964.5445,OK,87760.3879,59562.3362,4.0270,95.9730,AG03-UNRESOLVED,1306244.8283,94482563.0396,1278046.7767,1218484.4405,-28198.0516,0.01171188,0.01116606,-0.00025840,104.5705,2218.7685,30.7282,1365807.1646,1465.4583,109123964.5445,44448.0000,,104.5705,4.2165,13.088,52.3519,171.0085,331.0394,1367.989,10.8136,-2.1082,25.293396,104.522568,7.989817,29,113,26705,16,0E-8,0.01251611,,0.00088989,0.041131,0.903741,0.073523,,2026-04-30,2026-04-30,1,932,29,1,1.000000,,,0.000000,5,0.6788321167883211,0.7737226277372263,0.8321167883211679,E 常规,45,1
2026-04-11,45104,0E-10,93371555.9186393727,,-0.015267527863,,103866078.4836,93371555.9186,1357649.5137,1072109,45104,-0.01307115,,-0.01307115,-0.01372491,-1357649.5137,103866078.4836,OK,67903.3179,51153.7669,3.9931,96.0069,AG03-UNRESOLVED,1306495.7468,89550385.9370,1289746.1957,1238592.4289,-16749.5510,0.01241740,0.01192490,-0.00016126,96.8801,2070.1391,30.1004,1357649.5137,1455.1442,103866078.4836,45104.0000,,96.8801,4.4861,13.088,52.3519,160.0109,295.1731,1308.7977,10.7724,-2.1082,22.552998,99.999999,7.402225,29,110,29656,16,0E-8,0.01307115,,0.00072724,0.034549,0.898961,0.075974,,2026-04-11,2026-04-11,1,933,29,1,1.000000,,,0.000000,4,0.6715328467153284,0.7226277372262774,0.708029197080292,E 常规,46,1
2026-05-26,28495,0E-10,64458771.6366154898,,-0.016441480753,,90165426.9852,81229509.7689,1349096.5633,828878,44821,-0.01496246,,-0.01496246,-0.01558998,-1349096.5633,90165426.9852,OK,56580.6567,52799.8563,4.0240,95.9760,AG03-UNRESOLVED,1296296.7070,77885916.9692,1292515.9066,1239716.0503,-3780.8004,0.01433494,0.01374935,-0.00004193,108.7801,1812.3092,30.0997,1349096.5633,1427.6154,90165426.9852,44821.0000,,108.7801,5.1891,14.7043,51.8914,172.2653,344.5306,1500.0,12.6037,-2.1006,23.43054,102.010712,7.397823,29,109,23696,16,0E-8,0.01496246,,0.00069655,0.045072,0.900894,0.070839,,2026-05-26,2026-05-26,1,945,29,1,1.000000,,,0.000000,2,0.6642335766423357,0.6204379562043796,0.3284671532846715,E 常规,47,1
2026-07-14,27511,0E-10,86675457.3797655440,,-0.006032450151,,129834876.9535,116806404.7236,1371953.3371,988794,45688,-0.01056691,-0.01056691,,-0.01115574,-1371953.3371,129834876.9535,OK,76450.6556,53976.2260,3.9829,96.0171,AG03-UNRESOLVED,1317977.1111,112071203.1416,1295502.6815,1241526.4555,-22474.4296,0.00997808,0.00956235,-0.00017310,131.3063,2556.6102,30.0287,1371953.3371,1439.6153,129834876.9535,45688.0000,131.3063,,5.1636,18.0724,60.0,204.3903,433.163,1839.874,12.9089,-2.5818,23.968144,101.805485,7.265552,29,113,30063,16,1.00000000,0.01056691,0.01056691,0.00065451,0.044797,0.899654,0.086501,,2026-07-14,2026-07-14,1,953,29,1,1.000000,,1.000000,3.333333,5,0.656934306569343,0.8686131386861314,0.9854014598540146,E 常规,48,1
2026-04-27,39985,0E-10,78471356.7537098157,,-0.018986710500,,87278843.5512,78471356.7537,1407289.4791,825628,39985,-0.01612406,,-0.01612406,-0.01707072,-1407289.4791,87278843.5512,OK,82623.4542,68449.3358,4.0161,95.9839,AG03-UNRESOLVED,1338840.1433,75139293.0027,1324666.0249,1256216.6891,-14174.1184,0.01517740,0.01439314,-0.00016240,105.7121,1962.5199,35.1954,1407289.4791,1659.5395,87278843.5512,39985.0000,,105.7121,4.309,14.7577,52.3519,183.2317,351.7721,1319.1451,12.6494,-2.1082,23.836578,89.38716,7.163201,29,120,22855,16,0E-8,0.01612406,,0.00105291,0.036166,0.899088,0.065952,,2026-04-27,2026-04-27,1,848,29,1,1.000000,,,0.000000,2,0.6496350364963503,0.5255474452554745,0.23357664233576642,E 常规,49,1
2026-05-17,40782,0E-10,61462539.9885535983,,-0.022873300279,,68136143.3793,61462539.9886,1366088.5229,771906,40782,-0.02004940,,-0.02004940,-0.02063297,-1366088.5229,68136143.3793,OK,39762.6101,52864.1671,3.9931,96.0069,AG03-UNRESOLVED,1313224.3559,58958730.7360,1326325.9128,1273461.7457,13101.5569,0.01946582,0.01868996,0.00019228,88.2700,1507.0997,33.4973,1366088.5229,1592.1778,68136143.3793,40782.0000,,88.2700,5.1891,15.5672,51.8914,150.5092,272.5233,1082.0824,12.6037,-2.1006,17.506245,69.510391,5.670254,29,105,22115,16,0E-8,0.02004940,,0.00064694,0.035258,0.902055,0.068252,,2026-05-17,2026-05-17,1,858,29,1,1.000000,,,0.000000,1,0.6423357664233577,0.29927007299270075,0.0,E 常规,50,1
2026-04-24,44645,0E-10,80002912.3897176986,,-0.017791073812,,88463819.6576,80002912.3897,1377423.9960,1037265,44645,-0.01557048,,-0.01557048,-0.01608949,-1377423.9960,88463819.6576,OK,45913.7235,56363.0353,3.9861,96.0139,AG03-UNRESOLVED,1321060.9607,76788573.1495,1331510.2724,1275147.2371,10449.3118,0.01505147,0.01441434,0.00011812,85.2856,1791.9792,30.8528,1377423.9960,1484.2931,88463819.6576,44645.0000,,85.2856,5.2352,16.8659,52.3519,168.659,282.8273,1054.1184,13.088,-2.6176,16.769183,62.500001,5.056693,29,115,31603,16,0E-8,0.01557048,,0.00057390,0.032824,0.904357,0.064762,,2026-04-24,2026-04-24,1,928,29,1,1.000000,,,0.000000,2,0.635036496350365,0.5620437956204379,0.27007299270072993,E 常规,51,1
2026-07-21,27655,0E-10,70799124.2111456368,,-0.016077918588,,108516825.2531,97832876.1178,1432578.2414,933039,45386,-0.01320144,-0.01320144,,-0.01394686,-1432578.2414,108516825.2531,OK,80890.6578,65298.1067,4.0059,95.9941,AG03-UNRESOLVED,1367280.1347,93778278.0659,1351687.5835,1286389.4768,-15592.5511,0.01245602,0.01185429,-0.00014369,116.3047,2155.5739,31.5643,1432578.2414,1490.7162,108516825.2531,45386.0000,116.3047,,5.1636,16.196,61.3171,204.3903,408.7806,1732.6519,12.9089,-2.0439,25.239664,106.980491,7.181093,29,118,26279,16,1.00000000,0.01320144,0.01320144,0.00082682,0.042024,0.901546,0.073077,,2026-07-21,2026-07-21,1,961,29,1,1.000000,,1.000000,3.333333,4,0.6277372262773723,0.7153284671532847,0.8029197080291971,E 常规,52,1
