member_id,seed_src,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_alarm,roi_non_alarm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_alarm,avg_stake_non_alarm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_alarm,hold_rate,hold_rate_alarm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_alarm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_alarm,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
78795292,manual_risk,45229.2233,38540.4509,764.9107,2214,1985,-0.01691187,0.04280091,-0.03231937,-0.02458089,-764.9107,45229.2233,OK,346.8641,38.2455,5.0000,95.0000,AG03-UNRESOLVED,726.6652,36613.4283,418.0467,379.8011,-308.6185,0.00924284,0.00839725,-0.00682343,20.4287,19.4158,0.3853,10.4782,0.8762,619.5784,27.1918,14.8665,22.6116,6.2314,8.0815,11.0045,41.5429,81.8906,220.0898,6.3247,0.0,10.133139,27.233912,2.527852,23,111,88,3,0.20510441,0.01691187,-0.04280091,0.00900000,0.900000,0.852114,0.000000,0.07512027,2026-03-22,2026-08-06,73,873,605,138,0.528986,0.657472,0.727726,0.683681,1,0.4838709677419355,0.3951612903225806,0.0967741935483871,E 常规,66,1
111829744,manual_risk,77073.2029,68771.4544,1586.3527,1844,1656,-0.02058242,,-0.02058242,-0.02861300,-1586.3527,77073.2029,OK,618.9431,79.3176,5.0000,95.0000,AG03-UNRESOLVED,1507.0350,65332.8817,967.4096,888.0920,-539.6255,0.01255183,0.01152271,-0.00700147,41.7967,41.5287,0.9579,49.5735,12.2027,2408.5376,51.7500,,41.7967,21.0062,21.0824,63.0186,84.0248,113.4335,147.0434,21.0062,0.0,5.380489,6.974709,1.982545,24,97,22,6,0E-8,0.02058242,,0.00900000,0.900000,0.892287,0.000000,,2026-04-07,2026-06-08,32,130,117,63,0.507937,,,0.000000,1,0.47580645161290325,0.3548387096774194,0.1693548387096774,E 常规,67,1
117925742,manual_risk,249867.9567,226631.3569,2861.7752,2165,2161,-0.01145315,-0.01150733,-0.01144864,-0.01870919,-2861.7752,249867.9567,OK,1813.0509,143.0888,5.0000,95.0000,AG03-UNRESOLVED,2718.6865,215299.7890,1048.7244,905.6356,-1669.9621,0.00419711,0.00362446,-0.00668338,115.4125,104.8734,1.3243,26.7456,6.0889,2335.2145,20.1963,124.6655,114.7039,65.1192,105.031,178.5527,210.062,210.062,210.8237,102.1952,0.0,2.0,2.007252,1.098842,16,82,243,4,0.07683454,0.01145315,0.01150733,0.00800000,0.800000,0.907004,0.000000,-0.00005868,2026-03-21,2026-08-05,107,470,333,138,0.775362,1.086847,1.080174,0.256115,2,0.46774193548387094,0.4838709677419355,0.2903225806451613,E 常规,68,1
145954679,manual_risk,176302.4321,151610.8565,2295.5728,261,261,-0.01302065,,-0.01302065,-0.01990023,-2295.5728,176302.4321,OK,1212.8869,137.7344,6.0000,94.0000,AG03-UNRESOLVED,2157.8384,142514.2051,1082.6859,944.9516,-1075.1525,0.00614107,0.00535983,-0.00609834,675.4882,580.8845,8.7953,327.9390,14.8101,25186.0617,37.2857,,675.4882,352.485,881.2125,881.2125,881.2125,881.2125,881.2125,881.2125,0.0,1.0,1.0,0.766544,29,75,14,1,0E-8,0.01302065,,0.00800000,0.800000,0.859948,0.000000,,2026-03-23,2026-03-31,7,155,89,9,0.777778,,,0.000000,2,0.4596774193548387,0.45161290322580644,0.25806451612903225,E 常规,69,1
134896269,manual_risk,302798.8969,272384.1599,3572.3886,30066,30065,-0.01179789,-0.00598645,-0.01630227,-0.01899433,-3572.3886,302798.8969,OK,2179.0733,214.3433,6.0000,94.0000,AG03-UNRESOLVED,3358.0453,256041.1103,1393.3153,1178.9720,-1964.7300,0.00460145,0.00389358,-0.00648856,10.0711,9.0598,0.1188,48.9368,0.3215,4147.9301,411.8493,10.7301,9.6135,4.1543,10.2195,20.2037,20.439,20.439,20.7715,10.2195,0.0,2.0,2.032528,0.985481,29,249,37,2,0.43664749,0.01179789,0.00598645,0.00800000,0.800000,0.899555,0.000000,0.01031582,2026-04-21,2026-08-04,73,11112,1874,106,0.688679,1.116146,1.065431,1.455492,2,0.45161290322580644,0.46774193548387094,0.3709677419354839,E 常规,70,1
31852622,manual_risk,28920.4184,26747.5496,1561.8796,7663,4608,-0.05400612,-0.06505849,-0.05081282,-0.06140506,-1561.8796,28920.4184,OK,213.9804,93.7128,6.0000,94.0000,AG03-UNRESOLVED,1468.1668,25142.6966,1347.8992,1254.1864,-120.2676,0.04660718,0.04336681,-0.00415857,3.7740,5.8046,0.3389,14.7347,2.8870,272.8341,43.4717,3.4910,3.8646,2.0771,2.1082,4.4966,6.9878,8.4131,12.4629,2.1006,-2.0276,3.990608,5.911514,1.790137,26,126,157,7,0.22415931,0.05400612,0.06505849,0.00800000,0.800000,0.924867,0.015268,-0.01424567,2026-03-22,2026-08-04,106,541,266,136,0.779412,0.903336,0.925004,0.747198,1,0.4435483870967742,0.0967741935483871,0.06451612903225806,E 常规,71,1
143810375,manual_risk,278559.8883,256504.5629,3542.2430,15850,7428,-0.01271627,0.91043902,-0.01327204,-0.02008286,-3542.2430,278559.8883,OK,2052.0365,212.5346,6.0000,94.0000,AG03-UNRESOLVED,3329.7084,241114.2892,1490.2065,1277.6719,-1839.5019,0.00534968,0.00458670,-0.00660361,17.5748,34.5321,0.4769,32.2022,0.6830,2532.3626,67.5273,83.8000,17.5664,3.1509,6.3247,16.805,49.0537,74.1541,153.2927,6.2314,-3.0908,11.724502,24.237112,2.778745,30,230,341,8,0.00060167,0.01271627,-0.91043902,0.00800000,0.800000,0.920824,0.000000,0.92371106,2026-03-21,2026-07-25,110,5186,2201,127,0.866142,4.770473,4.768204,0.002006,2,0.43548387096774194,0.4596774193548387,0.33064516129032256,E 常规,72,1
142590695,manual_risk,429971.5207,387816.5478,4982.6643,9759,3942,-0.01158836,-0.01343356,-0.01055314,-0.01880403,-4982.6643,429971.5207,OK,3102.5324,298.9599,6.0000,94.0000,AG03-UNRESOLVED,4683.7044,364547.5550,1880.1319,1581.1720,-2803.5725,0.00437269,0.00367739,-0.00652037,44.0590,98.3807,1.2640,49.3333,2.3570,4257.1438,39.0297,47.2861,42.4342,8.8121,17.2265,41.5904,102.2495,166.3617,369.9851,17.0416,-8.7416,9.657295,21.477636,2.557624,29,170,186,12,0.35939804,0.01158836,0.01343356,0.00800000,0.800000,0.901959,0.996414,-0.00288041,2026-03-21,2026-08-04,101,2114,917,137,0.737226,1.114338,1.073245,1.197993,3,0.4274193548387097,0.47580645161290325,0.5,E 常规,73,1
148591206,manual_risk,22863.4083,20502.2605,2068.7670,1194,1015,-0.09048375,,-0.09048375,-0.09945103,-2068.7670,22863.4083,OK,205.0226,103.4383,5.0000,95.0000,AG03-UNRESOLVED,1965.3286,19477.1475,1863.7444,1760.3060,-101.5843,0.08151647,0.07699228,-0.00444309,19.1486,20.1993,2.0382,82.7507,10.6637,914.5363,40.6000,,19.1486,10.7724,21.5448,21.5448,33.0895,43.0895,64.6343,21.5304,-4.2659,2.0,3.0,0.888781,20,107,12,8,0E-8,0.09048375,,0.01000000,1.000000,0.896728,0.000000,,2026-04-13,2026-06-08,25,194,122,57,0.438597,,,0.000000,1,0.41935483870967744,0.04032258064516129,0.04838709677419355,E 常规,74,1
145958898,manual_risk,83284.6608,73989.3712,2593.3192,2357,2356,-0.03113802,-0.06959815,-0.02690659,-0.03824515,-2593.3192,83284.6608,OK,591.9150,129.6660,5.0000,95.0000,AG03-UNRESOLVED,2463.6532,70289.9026,2001.4042,1871.7383,-462.2490,0.02403089,0.02247399,-0.00555023,35.3350,31.4047,1.1007,96.0489,2.2033,3084.6171,87.2593,26.8015,36.6178,17.2265,34.0541,41.5904,68.9061,81.1988,120.5857,33.2723,0.0,2.384402,3.540999,1.037613,29,164,121,2,0.09911628,0.03113802,0.06959815,0.00800000,0.800000,0.888391,0.965210,-0.04269156,2026-03-23,2026-07-15,27,1177,488,115,0.234783,0.731927,0.758497,0.330388,1,0.4112903225806452,0.23387096774193547,0.1774193548387097,E 常规,75,1
118807103,manual_risk,57114.9407,50204.0361,2420.3244,970,970,-0.04237638,-0.99200000,-0.04231181,-0.04940838,-2420.3244,57114.9407,OK,401.6323,121.0162,5.0000,95.0000,AG03-UNRESOLVED,2299.3082,47693.8343,2018.6921,1897.6759,-280.6161,0.03534438,0.03322556,-0.00491318,58.8814,51.7567,2.4952,65.4142,4.9904,1543.6470,26.2162,3.8834,58.9381,20.7715,41.5429,103.8573,103.8573,207.7145,207.7145,24.7515,0.0,5.0,5.0,1.417363,29,152,21,2,0.00006799,0.04237638,0.99200000,0.00800000,0.800000,0.879000,0.001031,-0.94968819,2026-03-25,2026-07-20,37,485,330,118,0.313559,0.065890,0.065953,0.000227,1,0.4032258064516129,0.12903225806451613,0.14516129032258066,E 常规,76,1
83095108,manual_risk,2525269.1949,2313900.9063,22148.0327,27473,13704,-0.00877056,0.00130038,-0.01055754,-0.01610095,-22148.0327,2525269.1949,OK,18511.2073,1328.8820,6.0000,94.0000,AG03-UNRESOLVED,20819.1507,2175066.8520,3636.8254,2307.9435,-17182.3253,0.00144017,0.00091394,-0.00680416,91.9182,168.8486,1.6162,203.1930,2.6423,23167.6073,125.7248,100.7293,90.5134,17.0271,35.7873,166.3617,224.846,255.5516,306.7485,26.4364,-13.5127,7.140843,8.571429,2.568458,30,252,263,8,0.15069885,0.00877056,-0.00130038,0.00800000,0.800000,0.916299,0.002330,0.01185791,2026-03-22,2026-08-04,109,8382,2498,136,0.801471,1.112866,1.095857,0.502330,5,0.3951612903225806,0.5161290322580645,0.8467741935483871,E 常规,77,1
146561555,manual_risk,3402325.3221,3027973.1444,2822.0272,10005,8373,-0.00082944,,-0.00082944,-0.00082944,-2822.0272,3402325.3221,OK,0.0000,169.3216,6.0000,94.0000,AG03-UNRESOLVED,2652.7056,2846294.7557,2822.0272,2652.7056,169.3216,0.00082944,0.00077967,0.00004977,340.0625,361.6354,0.3370,148.5277,3.0247,179069.7538,440.6842,,340.0625,174.581,261.8715,436.4525,690.727,863.4088,1309.3575,261.8715,-43.1704,3.29707,5.0,1.298585,29,161,23,8,0E-8,0.00082944,,0E-8,0.000000,0.889972,0.000000,,2026-04-08,2026-06-03,19,933,283,57,0.333333,,,0.000000,5,0.3870967741935484,0.6774193548387096,0.8870967741935484,E 常规,78,1
149136389,manual_risk,741365.4830,691465.8014,10240.9340,2999,1333,-0.01381361,,-0.01381361,-0.02314053,-10240.9340,741365.4830,OK,6914.6580,512.0467,5.0000,95.0000,AG03-UNRESOLVED,9728.8873,656892.5113,3326.2760,2814.2293,-6402.6113,0.00448669,0.00379601,-0.00863624,247.2042,518.7290,7.6826,731.4953,76.9995,52954.6774,95.2143,,247.2042,107.7238,129.7634,323.1714,538.619,646.3428,1077.2379,108.1362,-106.6466,4.980933,8.301555,1.905038,8,59,14,8,0E-8,0.01381361,,0.01000000,1.000000,0.932692,0.000000,,2026-04-25,2026-06-07,14,133,65,44,0.318182,,,0.000000,4,0.3790322580645161,0.4274193548387097,0.6612903225806451,E 常规,79,1
78795288,manual_risk,52338.1603,45165.1228,3492.1151,2550,2275,-0.06672216,0.04293254,-0.08851804,-0.07448869,-3492.1151,52338.1603,OK,406.4861,174.6058,5.0000,95.0000,AG03-UNRESOLVED,3317.5093,42906.8667,3085.6290,2911.0232,-231.8804,0.05895563,0.05561952,-0.00443043,20.5248,19.8528,1.5350,40.1393,3.4817,601.5880,26.1494,15.1188,22.0951,6.3019,8.1756,10.5412,41.5429,84.0248,220.0898,6.3019,0.0,10.277492,26.920283,2.510487,26,119,104,3,0.16581044,0.06672216,-0.04293254,0.00900000,0.900000,0.862948,0.000000,0.13145058,2026-03-22,2026-08-06,87,1003,716,138,0.630435,0.684262,0.736614,0.552701,1,0.3709677419354839,0.056451612903225805,0.12903225806451613,E 常规,80,1
78791553,manual_risk,57087.8291,44239.4804,3551.3130,3458,2764,-0.06220788,0.01130760,-0.07413881,-0.06918232,-3551.3130,57087.8291,OK,398.1553,177.5657,5.0000,95.0000,AG03-UNRESOLVED,3373.7474,42027.5064,3153.1577,2975.5921,-220.5897,0.05523345,0.05212306,-0.00386404,16.5089,16.0056,1.2848,43.8434,3.0989,704.7880,34.1235,17.5191,16.3559,6.3019,6.6027,10.3857,21.0824,42.1647,207.7145,6.1317,0.0,6.38599,31.459056,2.50033,23,120,99,3,0.13963046,0.06220788,-0.01130760,0.00900000,0.900000,0.774937,0.000000,0.08544641,2026-03-22,2026-08-06,81,1146,750,138,0.586957,1.071122,1.061192,0.465435,1,0.3629032258064516,0.07258064516129033,0.13709677419354838,E 常规,81,1
147281826,manual_risk,107611.1077,99003.2597,3982.4889,648,643,-0.03700816,,-0.03700816,-0.04436824,-3982.4889,107611.1077,OK,792.0261,199.1244,5.0000,95.0000,AG03-UNRESOLVED,3783.3644,94053.0968,3190.4628,2991.3384,-592.9016,0.02964808,0.02779767,-0.00550967,166.0665,153.9709,6.1936,362.0444,12.0681,9782.8280,58.4545,,166.0665,84.3295,126.4942,210.8237,340.6465,421.6474,611.8108,109.6283,0.0,3.333333,4.83667,1.312839,29,113,18,6,0E-8,0.03700816,,0.00800000,0.800000,0.920010,0.087963,,2026-04-02,2026-06-13,11,330,196,73,0.150685,,,0.000000,2,0.3548387096774194,0.16129032258064516,0.21774193548387097,E 常规,82,1
75324084,manual_risk,777020.8430,703444.0675,3837.2347,7084,7084,-0.00493839,-0.00744925,-0.00363028,-0.00493839,-3837.2347,777020.8430,OK,0.0000,230.2341,6.0000,94.0000,AG03-UNRESOLVED,3607.0006,661237.4234,3837.2347,3607.0006,230.2341,0.00493839,0.00464209,0.00029630,109.6867,99.3004,0.5417,37.6199,2.4756,7617.8514,69.4510,116.3258,106.5195,52.8728,102.1624,136.2166,206.7184,266.1787,299.451,99.817,0.0,2.605446,2.931126,1.07365,16,147,187,2,0.34253062,0.00493839,0.00744925,0E-8,0.000000,0.905309,0.000000,-0.00381897,2026-03-21,2026-08-06,102,1550,711,139,0.733813,1.092061,1.060527,1.141769,4,0.3467741935483871,0.6290322580645161,0.6774193548387096,E 常规,83,1
103320632,manual_risk,100355.3170,93633.2132,5389.5913,870,276,-0.05370509,-0.03779841,-0.06198337,-0.06210224,-5389.5913,100355.3170,OK,842.6989,269.4796,5.0000,95.0000,AG03-UNRESOLVED,5120.1117,88951.5525,4546.8924,4277.4128,-573.2194,0.04530794,0.04262268,-0.00571190,115.3509,339.2508,19.5275,283.6627,53.3623,5281.8588,14.5263,122.2443,112.0622,10.2195,20.439,207.7145,412.1048,521.3635,623.1436,20.439,-10.2923,25.50823,30.487923,5.64366,27,68,2,8,0.34229030,0.05370509,0.03779841,0.00900000,0.900000,0.933017,0.000000,0.02418496,2026-05-24,2026-07-15,19,101,85,53,0.358491,1.090861,1.059760,1.140968,1,0.3387096774193548,0.11290322580645161,0.1935483870967742,E 常规,84,1
122640657,manual_risk,412970.1637,373614.7454,8138.1704,18675,18533,-0.01970644,-0.03471630,-0.01589239,-0.02784875,-8138.1704,412970.1637,OK,3362.5327,488.2902,6.0000,94.0000,AG03-UNRESOLVED,7649.8802,351197.8607,4775.6377,4287.3475,-2874.2425,0.01156412,0.01038174,-0.00695993,22.1135,20.1594,0.4391,69.5570,1.6554,3529.6595,158.4017,20.9135,22.4407,0.8767,4.317,8.7943,43.3163,92.3847,418.9944,3.4916,0.0,21.4,97.055864,5.122378,30,248,33,8,0.20261699,0.01970644,0.03471630,0.00900000,0.900000,0.904702,0.003588,-0.01882391,2026-03-21,2026-08-06,117,4916,1784,139,0.841727,0.931942,0.945732,0.675390,3,0.33064516129032256,0.3629032258064516,0.49193548387096775,E 常规,85,1
135539725,manual_risk,768906.8316,706587.7321,11310.3953,1632,1596,-0.01470971,,-0.01470971,-0.02298027,-11310.3953,768906.8316,OK,6359.2896,565.5198,5.0000,95.0000,AG03-UNRESOLVED,10744.8755,671258.3455,4951.1057,4385.5859,-5793.7698,0.00643915,0.00570366,-0.00753507,471.1439,442.7241,7.0867,332.6587,17.6449,22614.9068,46.9412,,471.1439,337.3179,525.1549,630.1859,630.1859,630.1859,632.4711,525.1549,0.0,1.2,1.204351,0.897152,29,159,42,4,0E-8,0.01470971,,0.00900000,0.900000,0.918951,0.000000,,2026-04-04,2026-07-01,34,641,408,89,0.382023,,,0.000000,4,0.3225806451612903,0.41935483870967744,0.6693548387096774,E 常规,86,1
151965157,manual_risk,397297.4662,357168.5742,5884.3118,1195,1195,-0.01481085,-0.00135096,-0.07388749,-0.01750783,-5884.3118,397297.4662,OK,1071.5057,353.0587,6.0000,94.0000,AG03-UNRESOLVED,5531.2531,335738.4597,4812.8060,4459.7473,-718.4470,0.01211386,0.01122521,-0.00180834,332.4665,298.8858,4.9241,452.6394,40.3035,30561.3436,91.9231,362.7521,243.3088,265.3123,341.1158,379.0176,454.8211,568.5264,758.0352,303.2141,0.0,1.666667,2.222222,0.974644,24,28,19,2,0.81443986,0.01481085,0.00135096,0.00300000,0.300000,0.898995,0.000000,0.07253653,2026-06-24,2026-07-27,13,146,108,34,0.382353,1.490912,1.091094,2.714800,3,0.31451612903225806,0.4112903225806452,0.47580645161290325,E 常规,87,1
117578673,manual_risk,270430.7945,248949.9167,6957.1716,12806,6620,-0.02572625,-0.01029524,-0.03715788,-0.03309080,-6957.1716,270430.7945,OK,1991.5993,417.4303,6.0000,94.0000,AG03-UNRESOLVED,6539.7413,234012.9217,4965.5722,4548.1419,-1574.1690,0.01836171,0.01681814,-0.00582097,21.1175,37.6057,1.0509,90.3529,2.0799,3512.0882,85.9740,24.9749,18.9493,5.657,11.9158,30.6585,51.0976,69.3204,106.283,10.5052,-4.3666,5.817501,8.919464,1.772221,30,215,110,3,0.42555856,0.02572625,0.01029524,0.00800000,0.800000,0.920568,0.000390,0.02686265,2026-03-21,2026-08-06,77,3345,1370,139,0.553957,1.317981,1.182661,1.418529,2,0.3064516129032258,0.27419354838709675,0.3064516129032258,E 常规,88,1
140243772,manual_risk,320658.1304,288977.5890,5717.4606,883,867,-0.01783039,-0.05826959,-0.01117262,-0.01783039,-5717.4606,320658.1304,OK,0.0000,343.0476,6.0000,94.0000,AG03-UNRESOLVED,5374.4129,271638.9337,5717.4606,5374.4129,343.0476,0.01783039,0.01676057,0.00106982,363.1462,333.3075,6.5945,98.5769,9.1479,5528.5885,14.9483,328.4725,369.5690,170.4158,289.7069,499.085,861.3264,861.3264,861.3264,255.4061,0.0,2.973096,2.973096,1.253495,29,163,130,6,0.14136305,0.01783039,0.05826959,0E-8,0.000000,0.901202,0.000000,-0.04709697,2026-03-25,2026-08-02,58,625,454,131,0.442748,0.888799,0.904519,0.471210,2,0.29838709677419356,0.3790322580645161,0.3870967741935484,E 常规,89,1
151349025,manual_risk,104355.1503,95504.4347,6604.1904,778,680,-0.06328572,,-0.06328572,-0.07060721,-6604.1904,104355.1503,OK,764.0355,396.2514,6.0000,94.0000,AG03-UNRESOLVED,6207.9390,89774.1686,5840.1550,5443.9035,-367.7841,0.05596422,0.05216708,-0.00352435,134.1326,140.4477,9.7120,2201.3968,85.7687,34785.0501,226.6667,,134.1326,41.5429,207.7145,207.7145,207.7145,207.7145,207.7145,124.6287,-10.3026,1.0,1.0,0.645754,24,56,7,8,0E-8,0.06328572,,0.00800000,0.800000,0.915187,0.001285,,2026-06-11,2026-06-13,3,77,34,3,1.000000,,,0.000000,2,0.2903225806451613,0.06451612903225806,0.20967741935483872,E 常规,90,1
81775620,manual_risk,613734.7615,554179.6676,10892.4204,7157,7151,-0.01774777,,-0.01774777,-0.02497147,-10892.4204,613734.7615,OK,4433.4373,653.5452,6.0000,94.0000,AG03-UNRESOLVED,10238.8751,520928.8875,6458.9830,5805.4378,-3779.8921,0.01052406,0.00945920,-0.00615884,85.7531,77.4968,1.5232,117.1228,3.7163,6599.2985,76.8925,,85.7531,34.0541,51.0812,85.2079,170.4158,332.7233,499.085,35.2485,0.0,6.513614,9.770421,1.678759,30,217,131,4,0E-8,0.01774777,,0.00800000,0.800000,0.902963,0.008523,,2026-03-22,2026-07-02,93,2931,1642,103,0.902913,,,0.000000,4,0.28225806451612906,0.3870967741935484,0.6370967741935484,E 常规,91,1
153237518,manual_risk,503714.8561,459612.3773,11193.7548,1050,1046,-0.02222240,-0.02222240,,-0.02952197,-11193.7548,503714.8561,OK,3676.8990,671.6253,6.0000,94.0000,AG03-UNRESOLVED,10522.1295,432035.6347,7516.8558,6845.2305,-3005.2737,0.01492284,0.01358949,-0.00596622,479.7284,439.4000,10.7015,3731.2516,67.4323,167904.9520,348.6667,479.7284,,166.3617,332.7233,831.8083,831.8083,831.8083,831.8083,332.7233,0.0,2.5,2.5,1.441824,18,77,2,5,1.00000000,0.02222240,0.02222240,0.00800000,0.800000,0.912446,0.010476,,2026-07-20,2026-07-22,3,166,35,3,1.000000,,1.000000,3.333333,3,0.27419354838709675,0.3225806451612903,0.5645161290322581,E 常规,92,1
134992043,manual_risk,275932.3229,251452.2383,9512.3511,534,533,-0.03447349,,-0.03447349,-0.04176375,-9512.3511,275932.3229,OK,2011.6179,570.7411,6.0000,94.0000,AG03-UNRESOLVED,8941.6100,236365.1040,7500.7332,6929.9921,-1440.8768,0.02718323,0.02511483,-0.00522185,516.7272,471.7678,17.8468,951.2351,29.3591,27593.2323,53.3000,,516.7272,88.1213,881.2125,881.2125,881.2125,881.2125,881.2125,352.485,0.0,1.0,1.0,0.586382,30,108,21,2,0E-8,0.03447349,,0.00800000,0.800000,0.911282,0.018727,,2026-03-21,2026-03-31,10,324,176,11,0.909091,,,0.000000,2,0.2661290322580645,0.20161290322580644,0.3225806451612903,E 常规,93,1
135936074,manual_risk,308828.1754,278629.3587,7531.6601,2681,2677,-0.02438787,-0.34674787,-0.01774997,-0.02438787,-7531.6601,308828.1754,OK,0.0000,451.8996,6.0000,94.0000,AG03-UNRESOLVED,7079.7605,261911.5972,7531.6601,7079.7605,451.8996,0.02438787,0.02292459,0.00146327,115.1914,104.0827,2.8135,109.1545,5.7670,4475.7707,38.7971,148.3559,114.6636,34.4531,68.9061,141.9292,255.4061,352.485,691.3416,59.5948,0.0,5.115439,10.033095,1.671715,30,177,210,2,0.02017610,0.02438787,0.34674787,0E-8,0.000000,0.902215,0.001119,-0.32899790,2026-03-22,2026-08-05,69,1306,914,137,0.503650,1.293836,1.287908,0.067254,2,0.25806451612903225,0.2903225806451613,0.3790322580645161,E 常规,94,1
151885236,manual_risk,390259.3235,352107.0051,10611.7281,14863,14845,-0.02719148,-0.03349413,-0.02476935,-0.03440939,-10611.7281,390259.3235,OK,2816.8560,636.7037,6.0000,94.0000,AG03-UNRESOLVED,9975.0244,330980.5848,7794.8720,7158.1683,-2180.1524,0.01997357,0.01834208,-0.00558642,26.2571,23.7189,0.7148,378.9903,4.2211,13937.8330,530.1786,25.1256,26.7195,8.3181,11.6453,24.9543,66.5447,83.1808,212.9429,10.2249,0.0,7.142857,18.285714,2.254735,29,184,66,6,0.27761479,0.02719148,0.03349413,0.00800000,0.800000,0.902239,0.003364,-0.00872477,2026-06-22,2026-08-02,28,2514,551,42,0.666667,0.940348,0.956908,0.925383,3,0.25,0.2661290322580645,0.45161290322580644,E 常规,95,1
94959765,manual_risk,565794.7480,515906.4577,13061.0010,6105,3961,-0.02308434,-0.00173201,-0.04966435,-0.03129078,-13061.0010,565794.7480,OK,4643.1581,653.0500,5.0000,95.0000,AG03-UNRESOLVED,12407.9509,490111.1348,8417.8429,7764.7928,-3990.1081,0.01487791,0.01372369,-0.00705222,92.6773,130.2465,3.2974,159.2805,7.3089,6899.9360,48.3049,100.3362,84.6352,20.439,60.611,174.1405,209.0853,245.2684,286.1464,31.5093,-14.3952,4.046601,4.721034,1.529051,30,200,139,6,0.55453176,0.02308434,0.00173201,0.00900000,0.900000,0.911826,0.000655,0.04793234,2026-03-22,2026-08-06,82,1787,1099,138,0.594203,1.185513,1.082640,1.848439,4,0.24193548387096775,0.3064516129032258,0.6129032258064516,E 常规,96,1
121660530,manual_risk,288558.0000,267037.0000,10495.4390,1547,1546,-0.03637203,-0.02666295,-0.04031905,-0.03914828,-10495.4390,288558.0000,OK,801.1110,629.7263,6.0000,94.0000,AG03-UNRESOLVED,9865.7127,251014.7800,9694.3280,9064.6017,-171.3847,0.03359577,0.03141345,-0.00059393,186.5275,172.7277,6.7888,349.8480,16.0973,9618.6000,51.5333,126.9437,230.5124,100.0,150.0,200.0,400.0,400.0,703.0029,140.0,0.0,2.666667,4.686686,1.243516,29,150,58,3,0.28903028,0.03637203,0.02666295,0.00300000,0.300000,0.925419,0.000000,0.01365611,2026-04-01,2026-08-06,30,652,362,128,0.234375,0.550702,0.680563,0.963434,2,0.23387096774193547,0.1774193548387097,0.3467741935483871,E 常规,97,1
116388530,manual_risk,487330.6886,444985.1133,10457.3379,13356,11846,-0.02145840,-0.02861232,-0.01914222,-0.02145840,-10457.3379,487330.6886,OK,0.0000,627.4403,6.0000,94.0000,AG03-UNRESOLVED,9829.8976,418286.0065,10457.3379,9829.8976,627.4403,0.02145840,0.02017090,0.00128750,36.4878,37.5642,0.8828,99.5937,1.8900,4641.2447,112.8190,38.5107,35.8776,9.9817,16.6362,33.2723,77.5194,133.0893,344.5306,13.7812,-8.3181,8.0,20.709732,2.19328,30,240,31,4,0.24457843,0.02145840,0.02861232,0E-8,0.000000,0.913107,0.000000,-0.00947011,2026-03-23,2026-08-06,105,5533,2273,137,0.766423,1.073391,1.055441,0.815261,3,0.22580645161290322,0.3387096774193548,0.5403225806451613,E 常规,98,1
147001485,manual_risk,358967.6283,317531.0825,13683.0867,14922,3761,-0.03811788,-0.02471911,-0.04997061,-0.04519442,-13683.0867,358967.6283,OK,2540.2487,684.1543,5.0000,95.0000,AG03-UNRESOLVED,12998.9324,301654.5284,11142.8381,10458.6837,-1856.0943,0.03104135,0.02913545,-0.00517065,24.0563,84.4273,3.6382,506.7810,37.2836,13295.0973,139.2963,20.2129,28.9209,2.0771,4.0878,12.6037,65.1192,136.9415,234.1785,4.0878,-2.0914,33.499997,57.287095,5.884885,19,126,104,8,0.46938696,0.03811788,0.02471911,0.00800000,0.800000,0.884567,0.004289,0.02525150,2026-03-22,2026-08-03,27,367,164,135,0.200000,0.698903,0.840234,1.564623,3,0.21774193548387097,0.14516129032258066,0.41935483870967744,E 常规,99,1
152341062,manual_risk,542556.9789,479813.6749,15775.5315,2092,2083,-0.02907627,,-0.02907627,-0.03615112,-15775.5315,542556.9789,OK,3838.5094,946.5319,6.0000,94.0000,AG03-UNRESOLVED,14828.9996,451024.8544,11937.0221,10990.4902,-2891.9775,0.02200142,0.02025684,-0.00533027,259.3485,230.3474,7.5735,3943.8829,21.2895,135639.2447,520.7500,,259.3485,166.3617,166.3617,332.7233,532.3574,831.8083,1663.6167,166.3617,0.0,5.0,10.0,1.558944,29,146,5,5,0E-8,0.02907627,,0.00800000,0.800000,0.884356,0.928776,,2026-07-01,2026-07-04,4,741,111,4,1.000000,,,0.000000,3,0.20967741935483872,0.24193548387096775,0.5967741935483871,E 常规,100,1
