member_id,seed_src,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_alarm,roi_non_alarm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_alarm,avg_stake_non_alarm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_alarm,hold_rate,hold_rate_alarm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_alarm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_alarm,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
153697863,manual_risk,93532.0026,83607.7663,-3343.6843,2247,976,0.03574909,0.03574909,,0.02859794,3343.6843,93532.0026,OK,668.8621,-200.6211,6.0000,94.0000,AG03-UNRESOLVED,-3143.0633,78591.3003,-4012.5465,-3811.9254,-869.4832,-0.04290025,-0.04075531,-0.00929610,41.6253,85.6637,-3.4259,-557.2807,-21.8541,15588.6671,162.6667,41.6253,,2.0204,4.0407,60.611,101.0183,202.0365,202.0365,4.0407,-2.0042,50.000001,50.000001,10.301424,28,66,8,8,1.00000000,-0.03574909,-0.03574909,0.00800000,0.800000,0.893895,0.000000,,2026-08-01,2026-08-06,6,153,96,6,1.000000,,1.000000,3.333333,1,0.7661290322580645,0.967741935483871,0.18548387096774194,E 常规,31,1
151035848,manual_risk,1369166.8053,1233618.1265,7029.6125,3882,3881,-0.00513423,-0.01559337,0.01453475,-0.01234222,-7029.6125,1369166.8053,OK,9868.9450,421.7767,6.0000,94.0000,AG03-UNRESOLVED,6607.8357,1159601.0389,-2839.3325,-3261.1093,-9447.1683,-0.00207377,-0.00238182,-0.00689994,352.6962,317.8609,1.8113,413.5066,13.1149,80539.2238,228.2941,341.0351,376.9341,166.3617,332.7233,499.085,499.085,665.4467,665.4467,332.7233,0.0,2.0,2.0,1.060029,28,133,30,2,0.65284444,0.00513423,0.01559337,0.00800000,0.800000,0.900999,0.000000,-0.03012812,2026-06-05,2026-07-20,17,536,187,46,0.369565,0.904761,0.966937,2.176148,4,0.7580645161290323,0.6209677419354839,0.7741935483870968,E 常规,32,1
152728156,manual_risk,490687.0737,443455.3319,357.2817,1695,1533,-0.00072813,-0.00072813,,-0.00795807,-357.2817,490687.0737,OK,3547.6427,21.4369,6.0000,94.0000,AG03-UNRESOLVED,335.8448,416848.0120,-3190.3610,-3211.7979,-3526.2058,-0.00650182,-0.00654551,-0.00718626,289.4909,289.2729,0.2331,89.3204,0.6203,122671.7684,383.2500,289.4909,,166.3617,166.3617,332.7233,831.8083,831.8083,1175.5126,166.3617,-8.2515,5.0,7.066006,1.74013,29,119,23,8,1.00000000,0.00072813,0.00072813,0.00800000,0.800000,0.903744,0.000000,,2026-07-08,2026-07-11,4,576,114,4,1.000000,,1.000000,3.333333,3,0.75,0.6854838709677419,0.5483870967741935,E 常规,33,1
144887581,manual_risk,347138.4296,313243.8524,-611.2102,2840,2840,0.00176071,-0.00036854,0.00386954,-0.00545817,611.2102,347138.4296,OK,2505.9508,-30.5605,5.0000,95.0000,AG03-UNRESOLVED,-580.6497,297581.6598,-3117.1610,-3086.6005,-2536.5113,-0.00897959,-0.00889156,-0.00730692,122.2318,110.2971,-0.2152,-19.1003,-3.2001,10848.0759,88.7500,138.4079,109.5511,83.1808,85.1354,166.3617,204.3249,255.4061,340.5415,85.1354,0.0,3.0,4.0,1.435735,12,81,101,3,0.49759125,-0.00176071,0.00036854,0.00800000,0.800000,0.902360,0.000000,-0.00423808,2026-04-02,2026-08-06,32,191,116,127,0.251969,1.263409,1.132339,1.658637,3,0.7419354838709677,0.75,0.4112903225806452,E 常规,34,1
152769773,manual_risk,71399.2103,63587.6343,-2515.6192,2517,2488,0.03523315,0.03523315,,0.02632722,2515.6192,71399.2103,OK,635.8763,-125.7810,5.0000,95.0000,AG03-UNRESOLVED,-2389.8382,60408.2525,-3151.4955,-3025.7146,-761.6573,-0.04413908,-0.04237742,-0.01066759,28.3668,25.5577,-1.0111,-132.4010,-15.9216,3757.8532,130.9474,28.3668,,10.4644,12.8118,21.3529,51.247,85.4117,213.5292,10.6765,0.0,6.666667,16.666667,2.214123,29,83,2,6,1.00000000,-0.03523315,-0.03523315,0.01000000,1.000000,0.890593,0.246325,,2026-07-09,2026-08-06,19,158,106,29,0.655172,,1.000000,3.333333,1,0.7338709677419355,0.9596774193548387,0.16129032258064516,E 常规,35,1
142696398,manual_risk,235471.1463,212481.2797,-1261.6166,2202,2202,0.00535784,-0.33998090,0.01264210,-0.00186109,1261.6166,235471.1463,OK,1699.8502,-75.6970,6.0000,94.0000,AG03-UNRESOLVED,-1185.9196,199732.4029,-2961.4668,-2885.7698,-1775.5472,-0.01257677,-0.01225530,-0.00754040,106.9351,96.4947,-0.5729,-22.9385,-4.4580,4281.2936,40.0364,103.4939,107.0102,42.0124,63.2471,207.7145,210.062,210.062,210.8237,63.0186,0.0,3.32129,3.333333,1.690751,23,114,157,2,0.02065736,-0.00535784,0.33998090,0.00800000,0.800000,0.902367,0.000000,-0.35262300,2026-03-31,2026-08-05,55,283,193,128,0.429688,0.967140,0.967819,0.068858,2,0.7258064516129032,0.7983870967741935,0.28225806451612906,E 常规,36,1
108879489,manual_risk,100577.2436,90442.2291,-1793.1069,512,512,0.01782816,,0.01782816,0.01063430,1793.1069,100577.2436,OK,723.5378,-89.6553,5.0000,95.0000,AG03-UNRESOLVED,-1703.4515,85920.1177,-2516.6447,-2426.9894,-813.1932,-0.02502201,-0.02413060,-0.00808526,196.4399,176.6450,-3.5022,-199.2341,-13.7931,11175.2493,56.8889,,196.4399,166.1716,207.7145,207.7145,311.5718,311.5718,415.429,207.7145,0.0,1.5,2.0,0.945721,21,83,11,3,0E-8,-0.01782816,,0.00800000,0.800000,0.899232,0.000000,,2026-06-05,2026-07-02,9,130,77,28,0.321429,,,0.000000,2,0.717741935483871,0.9274193548387096,0.20161290322580644,E 常规,37,1
82035894,manual_risk,301337.8783,276077.3446,91.6337,2135,2135,-0.00030409,0.03504899,-0.01336893,-0.00763347,-91.6337,301337.8783,OK,2208.6188,5.4980,6.0000,94.0000,AG03-UNRESOLVED,86.1357,259512.7039,-2116.9851,-2122.4831,-2203.1207,-0.00702529,-0.00704353,-0.00731113,141.1419,129.3102,0.0429,1.2057,0.0915,3964.9721,28.0921,145.7195,139.5221,42.8894,100.1413,189.8236,316.2355,420.2815,661.0504,89.3186,0.0,4.196887,6.60118,1.409428,29,158,189,3,0.26983487,0.00030409,-0.03504899,0.00800000,0.800000,0.916172,0.000000,0.04841793,2026-03-22,2026-08-04,76,1002,679,136,0.558824,1.044418,1.032433,0.899450,2,0.7096774193548387,0.7096774193548387,0.3629032258064516,E 常规,38,1
121760403,manual_risk,970845.6679,880072.1793,-1871.4884,8003,8002,0.00192769,,0.00192769,0.00192769,1871.4884,970845.6679,OK,0.0000,-112.2893,6.0000,94.0000,AG03-UNRESOLVED,-1759.1991,827267.8485,-1871.4884,-1759.1991,-112.2893,-0.00192769,-0.00181203,-0.00011566,121.3102,109.9815,-0.2339,-37.4298,-1.0567,19416.9134,160.0400,,121.3102,70.497,103.3592,137.8122,176.2425,238.379,306.4873,103.3592,0.0,2.306317,2.965265,1.173676,29,180,65,2,0E-8,-0.00192769,,0E-8,0.000000,0.906501,0.000000,,2026-03-22,2026-05-10,50,1771,880,50,1.000000,,,0.000000,4,0.7016129032258065,0.7580645161290323,0.7258064516129032,E 常规,39,1
116279256,manual_risk,293593.9151,263073.4207,430.8166,3667,3666,-0.00146739,-0.07925678,0.00008437,-0.00863575,-430.8166,293593.9151,OK,2104.5874,21.5408,5.0000,95.0000,AG03-UNRESOLVED,409.2757,249919.7497,-1673.7708,-1695.3116,-2083.0465,-0.00570097,-0.00577434,-0.00709499,80.0638,71.7603,0.1175,12.3090,0.2598,8388.3976,104.7429,33.7773,82.3139,42.1647,63.2471,105.4118,168.0496,168.659,210.8237,63.0186,0.0,2.666667,3.333333,1.265889,30,182,37,3,0.01955811,0.00146739,0.07925678,0.00800000,0.800000,0.896045,0.188165,-0.07934115,2026-03-24,2026-07-21,35,1658,638,120,0.291667,0.410347,0.421880,0.065194,2,0.6935483870967742,0.6693548387096774,0.3548387096774194,E 常规,40,1
3657903,manual_risk,333276.0012,304495.1365,1100.3731,9383,9382,-0.00330169,-0.07866178,0.00411799,-0.01061083,-1100.3731,333276.0012,OK,2435.9611,66.0224,6.0000,94.0000,AG03-UNRESOLVED,1034.3507,286225.4283,-1335.5880,-1401.6104,-2369.9387,-0.00400745,-0.00420555,-0.00711104,35.5191,32.4552,0.1173,10.2839,0.2521,3114.7290,87.6822,38.9975,35.2099,19.5358,25.4175,43.8513,64.7229,84.5403,108.0628,22.2291,0.0,3.326067,4.251513,1.397428,29,227,100,3,0.08963157,0.00330169,0.07866178,0.00800000,0.800000,0.913643,0.010871,-0.08277977,2026-03-21,2026-07-18,107,4365,1771,120,0.891667,1.107570,1.097928,0.298772,3,0.6854838709677419,0.6532258064516129,0.4032258064516129,E 常规,41,1
133715630,manual_risk,369036.1344,338035.3306,1759.0071,1447,1447,-0.00476649,0.00145363,-0.02169476,-0.01301045,-1759.0071,369036.1344,OK,3042.3180,87.9504,5.0000,95.0000,AG03-UNRESOLVED,1671.0568,321133.5640,-1283.3108,-1371.2612,-2954.3676,-0.00347747,-0.00371579,-0.00800563,255.0353,233.6111,1.2156,67.6541,4.7670,14193.6975,55.6538,259.4940,243.6421,101.0183,145.4002,415.429,613.1709,613.1709,623.1436,124.6287,0.0,4.217127,4.285714,1.754024,29,131,28,2,0.73129368,0.00476649,-0.00145363,0.00900000,0.900000,0.915995,0.000000,0.02314839,2026-04-29,2026-08-06,26,369,265,100,0.260000,1.065062,1.017483,2.437646,3,0.6774193548387096,0.6370967741935484,0.43548387096774194,E 常规,42,1
122357156,manual_risk,432850.2762,392018.6875,2420.3762,5297,4564,-0.00559172,0.06411638,-0.00725535,-0.01374273,-2420.3762,432850.2762,OK,3528.1682,121.0188,5.0000,95.0000,AG03-UNRESOLVED,2299.3574,372417.7531,-1107.7920,-1228.8108,-3407.1494,-0.00255930,-0.00283888,-0.00787143,81.7161,85.8937,0.5303,42.4627,3.7878,7593.8645,80.0702,37.0936,84.1315,10.5031,42.0124,84.3295,251.5104,295.1532,505.9768,40.8781,-6.2451,7.025383,12.043514,1.945048,29,160,61,7,0.02330938,0.00559172,-0.06411638,0.00900000,0.900000,0.905668,0.000000,0.07137172,2026-03-23,2026-08-06,57,639,409,137,0.416058,0.440901,0.453933,0.077698,3,0.6693548387096774,0.5887096774193549,0.5080645161290323,E 常规,43,1
153797184,manual_risk,61614.4493,55011.4062,-355.4760,2280,2279,0.00576936,0.00576936,,-0.00315897,355.4760,61614.4493,OK,550.1141,-17.7738,5.0000,95.0000,AG03-UNRESOLVED,-337.7022,52260.8359,-905.5901,-887.8163,-567.8879,-0.01469769,-0.01440922,-0.00921680,27.0239,24.1384,-0.1560,-88.8690,-2.0430,15403.6123,569.7500,27.0239,,10.4644,10.4644,20.9288,41.8576,83.7153,167.4306,10.4644,0.0,8.0,16.0,2.582456,27,105,4,3,1.00000000,-0.00576936,-0.00576936,0.01000000,1.000000,0.892833,0.000000,,2026-08-03,2026-08-06,4,174,69,4,1.000000,,1.000000,3.333333,1,0.6612903225806451,0.8145161290322581,0.1532258064516129,E 常规,44,1
146882725,manual_risk,379360.2350,340732.4871,1991.3060,8882,8870,-0.00524912,0.01103588,-0.00813001,-0.01243453,-1991.3060,379360.2350,OK,2725.8599,119.4784,6.0000,94.0000,AG03-UNRESOLVED,1871.8276,320288.5379,-734.5539,-854.0322,-2606.3815,-0.00193630,-0.00225124,-0.00687047,42.7111,38.4140,0.2245,46.3094,3.4874,8822.3310,206.2791,31.8031,45.4701,22.009,42.1647,55.0224,82.2656,105.4118,105.4118,40.8781,0.0,2.5,2.5,1.012958,21,157,33,4,0.15031372,0.00524912,-0.01103588,0.00800000,0.800000,0.898177,0.020941,0.01916589,2026-03-21,2026-08-03,43,571,285,136,0.316177,0.699431,0.744610,0.501046,3,0.6532258064516129,0.6129032258064516,0.4435483870967742,E 常规,45,1
121664445,manual_risk,2779173.7807,2531352.2485,-877.8585,4100,4100,0.00031587,-0.60248447,0.00043208,0.00031587,877.8585,2779173.7807,OK,0.0000,-52.6715,6.0000,94.0000,AG03-UNRESOLVED,-825.1870,2379471.1136,-877.8585,-825.1870,-52.6715,-0.00031587,-0.00029692,-0.00001895,677.8473,617.4030,-0.2141,-13.9343,-1.1752,44113.8695,65.0794,178.5615,678.2129,225.7045,510.8122,851.3536,1702.7073,1702.7073,3405.4146,425.6768,0.0,3.333333,6.666667,1.326999,23,150,58,2,0.00019275,-0.00031587,0.60248447,0E-8,0.000000,0.910829,0.000000,-0.60291655,2026-03-27,2026-07-10,63,747,413,106,0.594340,0.263282,0.263424,0.000642,5,0.6451612903225806,0.7258064516129032,0.8709677419354839,E 常规,46,1
146908761,manual_risk,48573.1760,43723.9168,-378.8331,1134,1096,0.00779922,,0.00779922,0.00059790,378.8331,48573.1760,OK,349.7913,-22.7300,6.0000,94.0000,AG03-UNRESOLVED,-356.1031,41100.4818,-728.6244,-705.8945,-372.5213,-0.01500055,-0.01453260,-0.00766928,42.8335,39.8941,-0.3457,-23.6771,-0.6410,3035.8235,68.5000,,42.8335,11.0045,29.5153,60.2956,100.1413,123.3319,210.8237,23.1094,0.0,4.178571,7.142857,1.451229,29,156,20,3,0E-8,-0.00779922,,0.00800000,0.800000,0.900166,0.000000,,2026-03-24,2026-04-10,16,591,290,18,0.888889,,,0.000000,1,0.6370967741935484,0.8387096774193549,0.11290322580645161,E 常规,47,1
129271465,manual_risk,142638.2097,128557.9247,485.7556,1956,1853,-0.00340551,-0.00769020,0.00176762,-0.01061580,-485.7556,142638.2097,OK,1028.4634,29.1453,6.0000,94.0000,AG03-UNRESOLVED,456.6103,120844.4492,-542.7078,-571.8531,-999.3181,-0.00380479,-0.00400912,-0.00700596,72.9234,69.3783,0.2621,6.6542,0.4384,1953.9481,25.3836,73.6719,72.0397,17.8876,51.0976,107.7292,189.7413,210.8237,210.8237,40.8781,0.0,4.125904,4.125904,1.42714,29,176,106,8,0.54696818,0.00340551,0.00769020,0.00800000,0.800000,0.901287,0.225971,-0.00945783,2026-03-28,2026-08-06,73,1108,638,132,0.553030,1.022657,1.010264,1.823227,2,0.6290322580645161,0.6451612903225806,0.23387096774193547,E 常规,48,1
128748997,manual_risk,37424.6230,34294.5633,-125.4854,751,747,0.00335302,-0.15590610,0.00788744,-0.00397789,125.4854,37424.6230,OK,274.3565,-7.5291,6.0000,94.0000,AG03-UNRESOLVED,-117.9563,32236.8895,-399.8419,-392.3128,-281.8856,-0.01068393,-0.01048274,-0.00753209,49.8331,45.9097,-0.1680,-3.8026,-0.7425,1134.0795,22.6364,20.7211,51.9095,20.7715,62.3144,63.2471,84.0248,84.3295,105.4118,42.1647,0.0,1.353291,1.691614,0.799704,25,107,35,3,0.02768376,-0.00335302,0.15590610,0.00800000,0.800000,0.916364,0.330226,-0.16379353,2026-04-13,2026-07-25,33,169,138,104,0.317308,0.399177,0.415810,0.092279,1,0.6209677419354839,0.782258064516129,0.08064516129032258,E 常规,49,1
42825065,manual_risk,392067.7454,354293.8627,2642.4953,1749,1744,-0.00673989,-0.01346568,-0.00467692,-0.01396913,-2642.4953,392067.7454,OK,2834.3509,158.5497,6.0000,94.0000,AG03-UNRESOLVED,2483.9456,333036.2309,-191.8556,-350.4053,-2675.8012,-0.00048934,-0.00089374,-0.00682484,224.1668,203.1502,1.5152,114.8911,18.3507,17046.4237,75.8261,288.4941,209.8169,85.2079,170.2707,332.7233,496.965,533.3005,831.8083,170.2707,0.0,3.132074,4.88521,1.316532,19,85,33,2,0.23472885,0.00673989,0.01346568,0.00800000,0.800000,0.903655,0.654088,-0.00878876,2026-04-13,2026-07-27,23,144,91,106,0.216981,1.374980,1.286962,0.782430,3,0.6129032258064516,0.5645161290322581,0.46774193548387094,E 常规,50,1
148066898,manual_risk,220548.8102,199867.0946,1341.3916,3814,3814,-0.00608206,-0.03544723,-0.00107534,-0.01333187,-1341.3916,220548.8102,OK,1598.9368,80.4835,6.0000,94.0000,AG03-UNRESOLVED,1260.9081,187875.0690,-257.5451,-338.0286,-1518.4533,-0.00116775,-0.00153267,-0.00688489,57.8261,52.4035,0.3517,78.9054,0.5794,12973.4594,224.3529,33.3602,66.0901,40.4073,42.1647,84.3295,84.3295,105.4118,168.659,40.8781,0.0,2.5,4.0,1.371433,29,183,58,1,0.14566321,0.00608206,0.03544723,0.00800000,0.800000,0.906226,0.000000,-0.03437189,2026-04-01,2026-08-04,17,2315,412,126,0.134921,0.504768,0.576905,0.485544,2,0.6048387096774194,0.5806451612903226,0.27419354838709675,E 常规,51,1
52169523,manual_risk,859107.9834,777948.1482,6215.0654,31860,31856,-0.00723432,-0.00824098,-0.00685477,-0.01447856,-6215.0654,859107.9834,OK,6223.5852,310.7533,5.0000,95.0000,AG03-UNRESOLVED,5904.3122,739050.7408,-8.5198,-319.2730,-5912.8319,-0.00000992,-0.00037163,-0.00688252,26.9651,24.4208,0.1951,67.5551,0.4305,9338.1303,346.2609,24.3586,28.0988,18.1833,30.3055,33.6099,37.3886,39.4658,43.62,29.08,0.0,1.302265,1.439345,0.889776,29,262,324,5,0.27380795,0.00723432,0.00824098,0.00800000,0.800000,0.905530,0.000000,-0.00138621,2026-03-22,2026-08-06,92,14436,2403,138,0.666667,0.866890,0.903337,0.912693,4,0.5967741935483871,0.5483870967741935,0.7096774193548387,E 常规,52,1
139387448,manual_risk,411142.9121,378179.1113,3010.7862,3292,2389,-0.00732297,-0.15902516,0.00338933,-0.01468156,-3010.7862,411142.9121,OK,3025.4329,180.6472,6.0000,94.0000,AG03-UNRESOLVED,2830.1390,355488.3646,-14.6467,-195.2939,-2844.7857,-0.00003562,-0.00047500,-0.00691921,124.8915,158.3002,1.2603,43.6346,8.4573,5958.5929,34.6232,62.9178,134.2277,17.2265,77.5194,166.3617,340.8316,426.0396,831.8083,51.1247,-8.4526,5.49591,10.730328,1.611101,28,141,89,8,0.06595654,0.00732297,0.15902516,0.00800000,0.800000,0.919824,0.000000,-0.16241449,2026-04-07,2026-08-02,69,356,287,118,0.584746,0.468739,0.503779,0.219855,3,0.5887096774193549,0.5403225806451613,0.4838709677419355,E 常规,53,1
129120952,manual_risk,19205.8588,17836.8393,-45.9762,1060,1051,0.00239386,-0.02265185,0.00903959,-0.00503589,45.9762,19205.8588,OK,142.6947,-2.7586,6.0000,94.0000,AG03-UNRESOLVED,-43.2176,16766.6289,-188.6709,-185.9123,-145.4533,-0.00982361,-0.00967998,-0.00757338,18.1187,16.9713,-0.0437,-1.6420,-0.1103,685.9235,37.5357,42.8456,15.7126,10.2162,15.5039,20.4325,25.8398,34.0541,90.7902,13.7812,0.0,2.196492,5.855967,1.168658,30,143,21,2,0.20970099,-0.00239386,0.02265185,0.00800000,0.800000,0.928719,0.000000,-0.03169144,2026-03-25,2026-08-04,28,417,295,133,0.210526,2.726832,2.364713,0.699003,1,0.5806451612903226,0.7661290322580645,0.04032258064516129,E 常规,54,1
126420941,manual_risk,48819.0997,43937.9962,15.1432,6227,6221,-0.00031019,-0.01926870,0.00251216,-0.00300977,-15.1432,48819.0997,OK,131.7912,0.9086,6.0000,94.0000,AG03-UNRESOLVED,14.2346,41301.7165,-116.6480,-117.5566,-130.8826,-0.00238939,-0.00240800,-0.00268097,7.8399,7.0629,0.0024,0.6057,0.0070,1952.7640,248.8400,6.6449,8.0556,3.7962,7.4912,8.1192,15.7853,16.3265,23.9516,7.4912,0.0,2.179428,3.1973,1.046549,30,189,78,5,0.12957924,0.00031019,0.01926870,0.00299948,0.300000,0.900017,0.033242,-0.02178085,2026-03-23,2026-08-03,25,2176,598,134,0.186567,0.824882,0.847573,0.431931,1,0.5725806451612904,0.7016129032258065,0.12096774193548387,E 常规,55,1
146289614,manual_risk,35890.4678,32793.9958,223.1965,3280,2870,-0.00621882,,-0.00621882,-0.01352862,-223.1965,35890.4678,OK,262.3520,13.3918,6.0000,94.0000,AG03-UNRESOLVED,209.8047,30826.3561,-39.1554,-52.5472,-248.9602,-0.00109097,-0.00146410,-0.00693667,10.9422,11.4265,0.0778,6.3770,0.3930,1025.4419,82.0000,,10.9422,4.4018,10.5412,11.0045,21.0824,22.009,42.1647,10.5412,-2.0914,2.087904,4.0,1.038044,27,153,40,6,0E-8,0.00621882,,0.00800000,0.800000,0.913724,0.000000,,2026-03-21,2026-07-01,35,568,299,103,0.339806,,,0.000000,1,0.5645161290322581,0.5725806451612904,0.07258064516129033,E 常规,56,1
147798144,manual_risk,46087.4163,43390.9059,368.4173,1237,332,-0.00799388,,-0.00799388,-0.01552581,-368.4173,46087.4163,OK,347.1272,22.1050,6.0000,94.0000,AG03-UNRESOLVED,346.3123,40787.4515,21.2901,-0.8149,-325.0222,0.00046195,-0.00001768,-0.00705230,37.2574,130.6955,1.1097,184.2087,24.5612,23043.7081,166.0000,,37.2574,17.6243,17.6243,70.497,105.7455,123.3698,123.3698,17.6243,-17.4833,7.0,7.0,2.113986,5,18,7,8,0E-8,0.00799388,,0.00800000,0.800000,0.941491,0.000000,,2026-03-26,2026-03-27,2,15,7,2,1.000000,,,0.000000,1,0.5564516129032258,0.5241935483870968,0.10483870967741936,E 常规,57,1
142411657,manual_risk,25275.6674,23630.5812,231.6681,1278,1273,-0.00916566,,-0.00916566,-0.01664497,-231.6681,25275.6674,OK,189.0446,13.9001,6.0000,94.0000,AG03-UNRESOLVED,217.7680,22212.7463,42.6234,28.7234,-175.1446,0.00168634,0.00113640,-0.00692937,19.7775,18.5629,0.1820,10.5304,0.8709,1148.8940,57.8636,,19.7775,13.8641,21.0062,22.009,31.5093,33.3962,45.9654,18.5905,0.0,1.589828,2.188182,0.941509,8,70,42,5,0E-8,0.00916566,,0.00800000,0.800000,0.934914,0.033646,,2026-03-23,2026-05-09,22,266,114,48,0.458333,,,0.000000,1,0.5483870967741935,0.5080645161290323,0.056451612903225805,E 常规,58,1
146120470,manual_risk,2979.3205,2655.3427,110.6342,828,828,-0.03713404,,-0.03713404,-0.04426410,-110.6342,2979.3205,OK,21.2427,6.6381,6.0000,94.0000,AG03-UNRESOLVED,103.9962,2496.0221,89.3915,82.7534,-14.6047,0.03000398,0.02777594,-0.00490202,3.5982,3.2069,0.1336,3.4573,0.2837,93.1038,25.8750,,3.5982,2.1082,3.2319,4.2165,4.9965,8.4329,10.7984,2.2009,0.0,2.609324,3.341242,1.11336,28,125,83,2,0E-8,0.03713404,,0.00800000,0.800000,0.891258,0.000000,,2026-03-22,2026-04-30,32,390,247,40,0.800000,,,0.000000,1,0.5403225806451613,0.1532258064516129,0.008064516129032258,E 常规,59,1
147739764,manual_risk,5317.8097,3116.9117,129.0589,88,49,-0.02426918,,-0.02426918,-0.02954433,-129.0589,5317.8097,OK,28.0522,6.4529,5.0000,95.0000,AG03-UNRESOLVED,122.6060,2961.0661,101.0067,94.5537,-21.5993,0.01899404,0.01778058,-0.00406168,60.4297,63.6104,2.6339,129.0589,43.0196,5317.8097,49.0000,,60.4297,22.009,44.018,110.0449,110.0449,122.1498,220.0898,22.009,-5.5022,2.775,5.0,1.372841,3,2,1,3,0E-8,0.02426918,,0.00900000,0.900000,0.586127,0.000000,,2026-03-24,2026-03-24,1,3,3,1,1.000000,,,0.000000,1,0.532258064516129,0.29838709677419356,0.016129032258064516,E 常规,60,1
60851647,manual_risk,44159.0725,40620.0011,467.4050,3845,1491,-0.01058457,0.04953247,-0.09351578,-0.01794342,-467.4050,44159.0725,OK,324.9600,28.0443,6.0000,94.0000,AG03-UNRESOLVED,439.3607,38182.8011,142.4450,114.4007,-296.9157,0.00322572,0.00259065,-0.00672378,11.4848,27.2435,0.3135,8.3465,1.4516,788.5549,26.6250,14.8497,8.7497,2.0439,2.2009,16.8659,40.8781,40.8781,61.3171,2.2009,-2.0605,18.573355,27.860035,5.218236,29,135,60,8,0.57974287,0.01058457,-0.04953247,0.00800000,0.800000,0.919856,0.002601,0.14304825,2026-03-22,2026-07-31,56,322,272,132,0.424242,1.697164,1.292988,1.932476,1,0.5241935483870968,0.49193548387096775,0.08870967741935484,E 常规,61,1
119794081,manual_risk,271556.6693,242738.0006,2500.5321,1086,1085,-0.00920814,-0.04665495,0.01924527,-0.01725303,-2500.5321,271556.6693,OK,2184.6420,125.0266,5.0000,95.0000,AG03-UNRESOLVED,2375.5055,230601.1005,315.8901,190.8635,-2059.6154,0.00116326,0.00070285,-0.00758448,250.0522,223.7217,2.3046,60.9886,4.3187,6623.3334,26.4634,262.3013,241.4836,103.8573,204.3903,408.7806,415.429,613.1709,623.1436,204.3903,0.0,3.0,3.048792,1.223405,29,161,48,2,0.43176504,0.00920814,0.04665495,0.00900000,0.900000,0.893876,0.000000,-0.06590023,2026-06-03,2026-08-01,41,579,399,60,0.683333,1.086208,1.048986,1.439217,2,0.5161290322580645,0.5,0.31451612903225806,E 常规,62,1
82500093,manual_risk,14498.0438,12864.9406,319.9312,3508,3494,-0.02206720,-0.22967052,-0.02002194,-0.02916605,-319.9312,14498.0438,OK,102.9195,15.9966,5.0000,95.0000,AG03-UNRESOLVED,303.9347,12221.6936,217.0117,201.0151,-86.9230,0.01496834,0.01386498,-0.00599550,4.1329,3.6820,0.0916,6.9550,0.2202,315.1749,75.9565,2.4814,4.1601,2.1082,3.5775,4.2165,6.3019,8.4329,21.0062,2.6571,0.0,2.357199,5.871707,1.155226,30,178,58,5,0.00975567,0.02206720,0.22967052,0.00800000,0.800000,0.887357,0.849772,-0.20964858,2026-03-25,2026-07-24,46,1453,838,122,0.377049,0.596465,0.600401,0.032519,1,0.5080645161290323,0.33064516129032256,0.03225806451612903,E 常规,63,1
137711836,manual_risk,9734.1315,8404.3490,314.1258,346,332,-0.03227055,,-0.03227055,-0.03917767,-314.1258,9734.1315,OK,67.2348,18.8475,6.0000,94.0000,AG03-UNRESOLVED,295.2783,7900.0880,246.8910,228.0435,-48.3872,0.02536343,0.02342720,-0.00497088,28.1333,25.3143,0.9462,78.5315,1.8698,2433.5329,83.0000,,28.1333,8.8036,22.009,39.6162,64.9265,81.4332,108.3546,17.6072,0.0,3.7,4.923201,1.278266,27,89,5,3,0E-8,0.03227055,,0.00800000,0.800000,0.863390,0.000000,,2026-03-21,2026-03-24,4,168,72,4,1.000000,,,0.000000,1,0.5,0.22580645161290322,0.024193548387096774,E 常规,64,1
119978329,manual_risk,814361.8915,726993.7747,6465.3883,7304,3946,-0.00793921,,-0.00793921,-0.01508093,-6465.3883,814361.8915,OK,5815.9502,387.9233,6.0000,94.0000,AG03-UNRESOLVED,6077.4650,683374.1482,649.4381,261.5148,-5428.0269,0.00079748,0.00032113,-0.00666537,111.4953,184.2356,1.6385,121.9885,6.0994,15365.3187,74.4528,,111.4953,3.4054,17.6243,88.1213,352.485,851.3536,851.3536,17.0271,-1.7483,48.305807,48.305807,6.326245,29,170,65,14,0E-8,0.00793921,,0.00800000,0.800000,0.892716,0.014650,,2026-03-21,2026-05-21,53,1060,702,62,0.854839,,,0.000000,4,0.49193548387096775,0.532258064516129,0.6935483870967742,E 常规,65,1
