uid1,uid2,总同桌局数
31160697,149243919,354
145453781,152352973,354
87525057,145930634,354
101153588,123976186,353
148446020,149076115,353
49903601,118118853,353
72216248,133654305,353
129822391,148446116,353
123932171,146317256,353
123903499,150070391,353
131067716,145302805,353
114881779,124470180,353
97704279,142020180,353
84773768,142024819,353
49285724,148739858,353
112138196,145846574,353
26778181,150014770,353
116998222,123483915,352
135715113,141319460,352
123591261,148253299,352
72216248,139194177,352
20528051,150191725,352
135843743,145353047,352
123903499,134729808,352
68360281,113311676,352
133648785,139169953,352
111220023,124470180,352
93267280,125487212,352
23071490,110216692,352
134296707,153260150,352
65080655,121732938,351
121732938,142268890,351
121732938,143103230,351
101153588,145128689,351
142007615,148440887,351
120316504,149348923,351
20528051,142068801,351
75768784,150014770,351
136930242,149592717,351
127067175,136663437,351
107906451,138399124,351
87525057,129731589,351
84773768,142012746,351
134611684,150206283,351
137014834,147764337,351
130054688,146439814,350
123591261,138913559,350
122587449,146793502,350
21740865,122080465,350
89670904,113311676,350
134649635,135444165,350
93616163,142020180,350
101506309,148386221,350
51234574,126052268,350
105707636,135715113,350
123903499,139297959,350
85350818,135715113,350
141556233,149621646,350
138105635,152638777,350
117174693,129533265,349
47651653,122558344,349
115314671,147601011,349
116998222,142024819,349
7697855,56377204,349
146539785,152638777,349
6255961,150832975,349
101153588,115968087,348
129533265,140288287,348
142050158,146793502,348
114881779,145869046,348
13049252,22477772,348
31160697,89353522,348
145302805,150054728,348
122080465,139169953,348
68940888,145846574,348
121732938,143215830,347
101153588,137346935,347
135896895,142020180,347
114463776,123903499,347
11080438,115822008,347
7079277,140840421,347
113375267,140282788,346
97049257,114463776,346
41019043,147705663,346
142020180,144648279,346
20839104,142020180,346
127067175,145846574,346
120249935,149960975,346
141556233,151410813,346
139649528,142316568,346
27918930,149651647,346
118118853,128598881,346
113311676,144747024,346
121830042,152352973,346
143866077,150014770,346
125487212,128924640,346
140624031,142318749,345
101054871,146554769,345
72216248,121386611,345
106195450,144717533,345
128494667,132763297,345
34622552,106195450,345
38559714,142139743,345
143328816,145870516,345
118118853,131067716,345
106369253,123903499,345
50125428,125338962,345
72216248,144326499,344
132499625,144590578,344
84877977,139091271,344
77266062,116007922,344
106195450,120316504,344
35273528,110916977,344
140445234,143314074,344
7697855,137060518,344
34782907,144854420,344
151290699,152193495,344
131238514,135715113,344
142020180,152631074,344
92937622,103996476,344
63093963,125338962,344
35850504,118719977,344
119713647,137014834,344
77913800,129731589,344
110216692,122888210,343
81846921,141556233,343
112279083,129533265,343
101054871,146338726,343
80507532,146317256,343
7697855,111645889,343
137670394,149368008,343
124073014,147761702,343
141556233,150597564,343
7079277,151165905,343
135596484,142020180,342
48213845,72216248,342
123591261,147903454,342
89596067,122080465,342
111633198,146317256,342
145846574,148403957,342
71816929,114881779,342
20528051,107322343,342
142478759,149114868,342
52169523,118563569,342
132347839,141556233,342
35471813,120316504,342
49285724,149243919,342
92937622,139045947,342
147453796,152352973,342
135715113,139610271,342
20190698,114881779,341
112955939,114749708,341
120249935,149377562,341
89596067,148437837,341
7462908,145302805,341
122558344,148541506,341
23071490,140672959,341
7745202,81846921,341
52169523,131067716,341
122713439,126976807,341
71816929,114749708,341
123591261,125550392,341
19570235,139649528,341
131171255,145846574,341
77376560,118118853,341
98090543,139169953,340
21740865,148370408,340
97519176,111220023,340
120046662,140082728,340
104487384,135715113,340
143328816,145382253,340
94163947,149651647,340
122550717,144854420,340
59896462,148541506,340
120212001,142020180,340
123799783,142020180,340
49285724,151229589,340
80499351,103651945,340
89596067,147299493,340
40292620,142020180,340
116997263,150014770,340
66373725,72216248,339
101054871,146681540,339
124970026,148175647,339
7697855,21740865,339
141597227,142020180,339
72216248,134903694,339
24862477,148410925,339
23071490,146253297,339
135715113,148446116,339
51234574,97519176,339
72216248,146866502,339
5967629,10649454,339
118402175,139045947,339
94863925,126976807,339
21026054,113722869,339
111645889,140672959,339
89334789,135702585,339
125338962,148630990,339
142020180,148302532,339
146517701,147926114,339
67184317,145846574,339
46280768,139045947,338
72216248,148591729,338
128494667,130054688,338
147601011,149974786,338
81846921,128158508,338
7462908,136930242,338
68754199,144554498,338
114645549,122932039,338
112138196,150014770,338
100681239,123903499,338
71816929,118118853,338
7697855,145302805,338
90473758,132191257,338
147761702,151885236,338
139614157,142014010,338
121871493,146973606,337
47745566,124835041,337
122853041,142020180,337
146253297,146359206,337
36124378,145846574,337
143328816,146895618,337
134522977,142008057,337
137670394,150275131,337
145353047,145598720,337
113670187,137670394,337
70249324,149651647,337
120316504,140672959,337
134206524,135702585,337
125487212,134611684,337
15555871,142020180,337
150543394,152638777,337
123591261,147483269,337
120562553,142279111,337
110216692,150294823,337
13096262,150014770,337
101054871,151384275,337
101153588,144693781,336
121220767,142020180,336
114881779,127442828,336
121732938,141622718,336
67314953,146973606,336
6255961,146698944,336
100582476,128494667,336
122888210,133217305,336
124694529,146317256,336
46311039,131067716,336
89353522,142478759,336
81846921,134430303,336
136663437,140193572,336
139169953,146650259,336
151576989,152638777,336
67314953,142020180,336
80380989,150014770,336
7079277,147069395,336
97017302,150206283,336
101054871,147705663,335
121732938,147570503,335
123483915,123927271,335
114052882,146314916,335
35471813,49285724,335
123591261,145956453,335
50661677,135715113,335
52169523,80507532,335
49285724,149365098,335
101506309,141621532,335
89596067,111633198,335
142009365,142010143,335
38559714,148048286,335
90473758,151250169,335
50221060,123483915,335
111460110,152352973,335
56377204,149955590,335
49285724,150389642,335
145846574,147842309,335
90473758,147299493,335
111902618,132309454,335
76821344,80583981,335
7462908,136026941,335
10649454,132513825,334
101153588,121119852,334
90473758,142445460,334
120046662,139570642,334
130054688,146701709,334
101153588,129940222,334
123591261,143744862,334
13049252,146539785,334
145382253,149446176,334
111633198,147971144,334
134090856,135444165,334
100582476,145382253,334
20528051,131620932,334
123903499,149281244,334
52169523,132319851,334
42633932,120316504,334
101506309,135702585,334
72216248,116343053,333
113375267,146018755,333
142020180,147363469,333
114024356,139045947,333
123483915,127199305,333
20528051,122959397,333
47651653,68360281,333
114749708,133319507,333
54046314,65060864,333
103211739,142024819,333
31160697,150464062,333
139045947,151155436,333
77376560,142020180,333
89837297,114749708,333
27918930,125778423,333
121648046,145846574,333
134896269,148048286,333
7079277,153022916,333
114881779,129397633,332
127442828,132513825,332
135444165,139931094,332
140445138,142020180,332
7697855,76071322,332
83688268,147652556,332
38559714,136015144,332
131067716,143571118,332
72224084,120249935,332
28484858,53881953,332
49285724,93227718,332
3206119,81846921,332
142144261,149384716,332
31945965,118118853,332
89596067,146986764,332
146517701,152357548,332
39362249,142020180,332
117674642,132513825,331
120013995,126976807,331
142327375,146059573,331
130385543,134503813,331
31160697,122650490,331
122906507,123903499,331
106195450,124073014,331
122560590,135715113,331
5967629,123330972,331
135875124,149651647,331
132266683,147309576,331
52169523,135691894,331
125338962,139045947,331
114219666,145846574,331
7697855,134206524,331
105707636,142020180,331
93613436,136026941,331
5883259,132513825,330
114881779,136088331,330
123591261,144941072,330
123076168,139045947,330
57024343,114881779,330
43335570,120046662,330
108184754,132513825,330
13049252,89353522,330
136015144,142014010,330
129822391,148386221,330
136523211,149377562,330
114749708,146539785,330
146539785,150389642,330
111645889,136930242,330
147761702,151171758,330
51234574,137220178,330
111220023,134896269,330
142014010,152308473,330
116007922,123112419,330
72216248,117578673,329
113375267,147602822,329
139045947,142327375,329
114024356,123115889,329
72216248,147276552,329
121732938,148536740,329
47651653,65852405,329
136523211,148196307,329
6255961,112854433,329
146517701,147393177,329
141175946,149651647,329
103651945,136930242,329
131113734,147761702,329
113311676,128796953,329
111645889,128096699,329
123591261,150389642,329
31945965,137014834,329
145870516,147857446,329
142668385,143480006,329
87525057,148048286,329
103996476,150464062,329
142020180,147628806,328
87525057,141556233,328
132513825,148255028,328
105558588,124627111,328
122587449,142327375,328
50661677,135444165,328
114645549,140288014,328
136523211,148956669,328
145846574,146970658,328
65347031,144830839,328
137014834,147299493,328
142020180,151750642,328
116824512,139169953,328
13049252,110985716,328
52169523,132191257,328
134896269,152264530,328
147764337,148541506,328
126527236,139169953,327
90473758,114463776,327
40677431,67553792,327
133169778,143066478,327
131089596,135715113,327
134503813,146253297,327
53512741,146517701,327
65564531,146617820,327
91621035,113211660,327
21026054,34782907,327
80507532,149495470,327
28633698,142010705,327
139712318,143066478,327
120316504,147975813,327
140840421,149273924,327
38559714,93387125,327
89596067,125080476,327
123591261,151827490,327
38559714,146698944,327
131679833,151591057,327
105558588,151384275,327
52169523,100433647,327
114378332,149495470,327
130481964,146163991,326
147652556,148417908,326
68360281,92225862,326
121386611,121732938,326
95296595,112955939,326
145128120,145846574,326
119636387,137854561,326
142020180,151242295,326
90473758,143328816,326
81078358,113311676,326
118118853,126476279,326
68429050,145846574,326
135715113,151143230,326
113375267,147582716,325
140287806,142327375,325
143117828,145846574,325
99657123,120316504,325
7462908,74119380,325
13049252,149348923,325
123591261,149501978,325
110916977,148541506,325
140445234,140672959,325
21026054,143290167,325
68588069,113311676,325
122932039,150389642,325
149654908,151676314,325
149654908,151932049,325
124835041,148048286,325
78490442,121732938,325
142327375,147226786,324
130054688,142994527,324
122888210,145819225,324
54229293,80499351,324
106195450,148188111,324
123591261,129424233,324
114881779,139297959,324
83095108,120046662,324
35273528,148437837,324
135444165,137995147,324
21072441,142020180,324
142024819,142043711,324
65468059,145846574,324
123152544,139045947,324
13049252,105773087,324
122313879,147761702,324
135659277,150014770,324
125487212,136115317,324
142024935,149976050,324
111431858,141556233,324
122551101,152366001,324
31499059,101506309,324
139887843,148541506,324
111902618,142795182,324
92937622,150014770,324
135444165,146650259,323
48785505,145819225,323
140831154,142008057,323
128494667,140287341,323
120046662,129822391,323
80499351,136930242,323
10649454,132499625,323
65852405,97519176,323
20528051,132266683,323
146802833,149651647,323
119636387,149488219,323
13049252,139700040,323
90473758,134308334,323
127665238,142020180,323
118118853,145783330,323
19570235,136115317,323
142279111,142966761,323
93613436,134296707,323
143498124,152638777,323
141553722,145846574,323
72781258,81846921,323
84773768,145760087,322
122959397,132513825,322
148272912,148652543,322
89128383,114881779,322
120316504,122390790,322
112066335,142012746,322
93187905,149651647,322
101211241,134503813,322
124260957,145846574,322
123483915,139931094,322
20528051,135104178,322
142316568,148541506,322
10649454,140840421,322
52169523,143314074,322
129232606,151885236,322
129731589,151885236,322
48785505,114024356,322
141179529,142020180,322
81862362,142445460,321
113211660,124466716,321
133258249,146439814,321
101153588,142047914,321
72216248,116388530,321
23071490,148093568,321
20528051,21463038,321
124073014,137014834,321
123059622,142020180,321
14561121,89596067,321
101506309,141511958,321
72216248,142461461,321
142020180,149241109,321
94163947,145846574,321
3774826,118118853,321
41019043,58352628,321
142014010,145524668,321
132499625,139136427,321
120249935,139614157,321
6255961,149253869,321
90473758,142185456,321
101153588,147947139,320
11432100,70249324,320
113311676,139297959,320
127199305,135444165,320
132499625,146793502,320
142020180,143938440,320
72216248,146502349,320
114881779,148338283,320
120316504,125862755,320
6255961,34266298,320
118670037,124627111,320
110916977,123903499,320
135715113,141903260,320
91621035,123903499,320
123483915,124470180,320
120046662,128044242,320
117896727,136663437,320
123483915,145524668,320
113311676,152174446,320
81078358,141621532,320
129232606,150011194,320
65080655,129533265,319
72190662,142020180,319
139969795,141556233,319
87813216,141556233,319
123903499,137143705,319
23071490,70992922,319
91935079,122249925,319
51234574,145524668,319
13049252,148386221,319
106297635,118118853,319
125487212,140672959,319
133510116,145846574,319
119636387,126558303,319
6255961,142369323,319
51234574,146973606,318
134503813,139793826,318
6255961,134206524,318
72216248,99373099,318
122959397,123483915,318
142327375,147470478,318
82193564,145764845,318
4517510,135444165,318
40677431,41019043,318
88247187,142010143,318
126976807,134522977,318
97049257,146672200,318
52169523,111304225,318
100582476,101211241,318
135715113,144301124,318
125487212,147299493,318
106369253,142478759,318
32447709,113311676,318
120316504,126102816,318
142012746,146517701,318
122584750,151271998,318
142020180,152247006,318
142020180,152531023,318
137014834,152879099,318
121732938,147483269,318
83573633,147248284,317
70739319,145846574,317
35471813,143571118,317
72216248,127234157,317
68754199,90473758,317
103833418,142020180,317
11413166,145353047,317
72427495,127968706,317
142975031,149495470,317
81846921,89334789,317
133560188,149960975,317
7697855,68754199,317
13049252,134357335,317
18863884,123591261,317
147668619,150014770,317
142008721,142020180,317
71924198,72216248,316
123019788,142010143,316
124403027,139091271,316
67314953,145764845,316
139045947,146604634,316
101153588,144089173,316
31160697,146890483,316
145524668,146560009,316
113211660,139969795,316
118118853,122595651,316
142012746,143314074,316
113311676,141324699,316
142020180,149689828,316
111039832,147857665,316
143480006,146517701,316
68360281,151290699,316
49285724,139350339,316
115716807,146517701,316
142010693,142012746,316
115359456,142014010,316
143314074,149406595,316
141903260,142014010,315
100195412,123591261,315
111220023,123932171,315
130829734,139169953,315
70992922,142668385,315
5753030,20528051,315
149651647,149755362,315
85350818,149651647,315
35471813,116998222,315
10649454,101054871,315
135715113,137462372,315
6255961,125555111,315
142137156,147761702,315
149592717,150389642,315
118118853,136026941,315
115295631,138399124,314
81775620,114881779,314
54046314,134611684,314
30030248,145764845,314
13049252,139570642,314
134206524,142478759,314
112955939,149057281,314
23071490,148424754,314
135715113,151165905,314
120316504,127775974,313
74119380,114024356,313
97049257,129731589,313
59896462,81846921,313
123483915,146854864,313
28633698,88247187,313
89596067,142043711,313
72216248,127968706,313
80550177,144554498,313
97075301,134503813,313
124073014,134896269,313
141556233,151730565,313
152222439,152352973,313
118563569,152497329,313
135709485,145846574,313
142478759,149437436,313
122888210,145382253,312
113635514,124025749,312
116122468,146314916,312
110449804,142994527,312
130846878,133169778,312
123591261,135936074,312
112854433,142608020,312
124403027,148047609,312
21026054,65347031,312
47651653,123115889,312
65852405,146490625,312
136939289,140445234,312
149472226,149651647,312
118670037,133767947,312
137014834,140672959,312
126102816,139793826,312
133831900,150635356,312
131067716,137242099,312
68754199,150132692,312
19570235,134206524,312
107081328,150304963,312
93830405,145846574,312
73724876,149955590,312
77445482,135715113,312
133831900,151745652,312
114907001,148541506,312
139169953,140677633,311
113375267,140579325,311
116122468,126384622,311
139196242,142024935,311
3657903,135444165,311
121732938,123076168,311
100195412,145846574,311
81846921,124835041,311
38559714,126404796,311
38559714,119244485,311
73151661,101153588,311
50034319,135444165,311
113311676,147652556,311
142050158,149984288,311
131113734,142316568,311
114645549,142008057,311
70307520,139169953,311
45113100,140122164,311
120003197,123903499,311
89353522,94863925,311
119636387,128083762,311
5967629,142391599,311
101660143,123591261,311
97380444,141556233,311
118118853,137220178,311
110939190,142020180,311
6255961,146417963,311
101506309,152578887,311
123483915,148492309,311
126976807,151271998,311
145846574,149440975,311
105558588,151271998,311
91935079,141091013,311
123483915,152218870,311
112711904,124403027,310
142020180,147185321,310
13049252,128739024,310
123115889,125552398,310
146517701,147714615,310
123591261,146958419,310
101153588,106520390,310
38559714,142009960,310
60625355,125552398,310
19570235,140288014,310
134729808,146202758,310
20528051,127932852,310
26778181,118118853,310
22236980,118118853,310
85292478,146517701,310
75768784,123591261,310
142144261,148408157,310
121386597,146517701,310
139045947,142391599,310
31499059,149592717,310
132499625,152638777,310
85109801,145846574,310
135081633,145846574,310
124073014,152174446,310
147761702,151271998,310
107312460,124835041,310
52169523,151676314,310
142020180,147179889,310
134296707,149654908,310
119636387,141556233,309
113375267,144747024,309
106370523,121732938,309
135444165,145152667,309
101153588,139132153,309
122932039,146617820,309
31160697,134896269,309
130850377,135715113,309
10649454,143296373,309
7697855,147309576,309
115291564,123112419,309
120013995,149651647,309
114749708,131067716,309
142478759,149109488,309
94863925,147908907,309
54229293,135715113,309
142020180,145685549,309
142020180,151190488,309
143498124,150464062,309
139045947,145819641,309
6255961,149090086,309
7462908,89353522,309
49291334,89596067,309
129397633,132513825,308
13049252,122578411,308
83688268,124835041,308
125552398,140662303,308
113211660,148338283,308
113311676,140287341,308
128021311,137670394,308
133169778,148998707,308
125552398,136939289,308
142478759,146524673,308
127932852,142020180,308
82193564,150014770,308
143809077,149651647,308
72216248,111633198,308
135659277,139169953,308
116007922,146986764,308
27918930,87525057,308
150014770,151070607,308
121690455,123591261,308
22580153,113311676,308
112955939,120316504,308
135702585,142020180,308
49285724,110985716,308
105558588,148541506,308
145846574,151653350,308
113311676,148386221,308
142227920,145846574,308
122650490,123483915,307
6255961,136939289,307
65967473,123115889,307
126527236,147779608,307
23071490,125552398,307
38559714,124840906,307
5967629,112854433,307
89353522,133217305,307
120013995,135702585,307
142008057,142391599,307
90473758,142683910,307
124470180,137242099,307
118118853,150865287,307
7462908,151155436,307
123483915,149125963,307
42354389,135715113,307
122351383,141556233,307
109017506,123591261,307
89353522,142795182,307
112955939,146517701,306
20528051,140408817,306
125771884,135444165,306
6255961,112965219,306
38559714,137934124,306
123591261,145392690,306
141556233,149322175,306
136369046,142020180,306
142008057,147971144,306
130054688,143810375,306
90473758,150032409,306
128494667,145353047,306
23071490,110249610,306
122550717,137246063,306
142020180,144178891,306
117190479,146580984,306
51234574,139813870,306
7697855,150483602,306
123112419,149258387,306
137242099,152352973,306
147447562,152638777,306
51792700,145846574,306
81078358,123112419,306
110615662,152638777,306
134503813,142020180,305
113375267,139732219,305
129118209,142327375,305
72216248,127385281,305
97049257,136523211,305
31160697,65852405,305
81846921,118649560,305
87903324,142010705,305
122558344,125584106,305
127983695,145846574,305
123483915,149446176,305
97049257,114666297,305
135715113,145780776,305
101054871,116343053,305
101506309,141324699,305
146338726,149406595,305
134920997,152352973,305
142966761,151290699,305
72673402,142020180,305
84773768,150464062,305
123591261,142014010,304
110916977,143328816,304
50125428,68360281,304
147129280,148048286,304
59376146,120046662,304
5967629,21740865,304
114892401,146517701,304
135702585,147664410,304
49285724,73724876,304
142020180,145996907,304
97049257,134896269,304
145382253,147857446,304
19570235,63766657,304
145524668,149562219,304
142478759,147761702,304
114378332,123112419,304
77913800,110449804,304
81846921,151083264,304
6255961,141974291,304
93613436,113311676,304
72216248,145211550,303
122538955,144703366,303
38559714,116758834,303
139169953,148047609,303
106195450,130361862,303
72216248,147579719,303
136480151,148451665,303
93227718,132513825,303
135444165,142028024,303
113311676,147129280,303
129533265,133557300,303
83688268,145819722,303
145846574,147676294,303
99392957,139045947,303
7462908,147071014,303
125665720,142391599,303
59665310,123903499,303
116007922,146338726,303
110916977,113311676,303
140448638,150132692,303
50221060,142008057,303
83095108,132266683,303
27918930,139136427,303
19570235,137788949,303
134920997,135715113,303
123667531,125487212,303
77913800,122932039,303
6255961,152917042,303
125338962,134611684,303
101506309,146890483,303
125487212,130361862,303
19570235,122584750,303
149384716,150014770,303
142020180,147447385,302
68360281,80499351,302
128734586,142007615,302
5883259,97519176,302
38559714,124101483,302
125552398,148437837,302
97519176,148169878,302
8788462,79474706,302
90473758,142043711,302
24862477,142391599,302
7697855,59896462,302
49285724,114463776,302
115726825,118118853,302
109001057,149592717,302
123903499,138839798,302
149125963,151306316,302
125559706,135715113,302
141556233,150736241,302
77913800,126976807,302
101506309,136930242,302
118563569,149955590,302
47651653,131378925,301
126976807,145382253,301
113211660,128092932,301
53050669,114881779,301
140288790,145846574,301
97519176,118649560,301
84773768,112854433,301
99319439,122650490,301
38559714,115822008,301
131067716,136015144,301
67314953,131113734,301
134503813,146986764,301
101495897,147601011,301
70992922,122650490,301
120316504,136684119,301
142020180,146849991,301
137854561,150132692,301
141556233,151520921,301
207244,136663437,301
35850504,141556233,301
81846921,96736670,301
141091013,147764337,301
123591261,151037483,301
72216248,147707637,300
113375267,146069307,300
67314953,129731589,300
101153588,142022461,300
116709258,145846574,300
24862477,148364196,300
47651653,85431285,300
87903324,139794476,300
7697855,146650259,300
123681382,142020180,300
134729808,141556233,300
89596067,137681611,300
145926698,150132692,300
128083762,142024819,300
134896269,146992042,300
139169953,151730565,300
126378299,142668385,300
89353522,142668385,300
26778181,113311676,300
128918377,152638777,300
115314671,150014770,300
7697855,152218870,300
34266298,121732938,299
19570235,51234574,299
142020180,147810662,299
97049257,144590578,299
3657903,84773768,299
106303777,145846574,299
89353522,114046990,299
140122164,146866502,299
118402175,145846574,299
124432705,139169953,299
106768735,149651647,299
140420760,151676314,299
51234574,144298687,299
86707186,149651647,299
123591261,145934411,299
105773087,142279111,299
31160697,126404796,299
139551868,151384275,299
75623101,146517701,299
128182147,142020180,298
124073014,146895618,298
123483915,146618930,298
122991424,146517701,298
106195450,146973606,298
113211660,123112419,298
142787360,146314916,298
114881779,147714615,298
142327375,148437837,298
38559714,147221531,298
137709296,148196307,298
61932387,84877977,298
100582476,136523211,298
20528051,118038235,298
114645549,146560009,298
120316504,146997418,298
142020180,149899810,298
135715113,145506636,298
125584106,146517701,298
4345126,142020180,298
113776386,145846574,298
114881779,139259854,298
6255961,133217305,298
81846921,149958642,298
97049257,151745652,298
101054871,123483915,297
113211660,143561623,297
122888210,143571118,297
128044242,145764845,297
114052882,148437837,297
114749708,120046662,297
61932387,148093568,297
24239927,113311676,297
14521157,148097435,297
5967629,139793826,297
20528051,135458826,297
35471813,135702585,297
118118853,137242099,297
20528051,140448638,297
113670187,140445234,297
49285724,147554637,297
111304225,137220178,297
90473758,120064641,297
114645549,142024935,297
7697855,105056850,297
11250751,135715113,297
109182873,141556233,297
89596067,143793675,297
141556233,147865320,297
123483915,126404796,297
37687359,81846921,297
49285724,146406963,297
110916977,137854561,296
116343053,120013995,296
99588872,123483915,296
24862477,133258249,296
98090543,146895618,296
142008057,142024819,296
130846878,146793502,296
142050158,143571118,296
123932171,145846574,296
8788462,142009960,296
46280768,123591261,296
59896462,65060864,296
35273528,123112419,296
142478759,145598720,296
101211241,147857446,296
82193564,142012746,296
111220023,124913630,296
6255961,151383370,296
83095108,120316504,296
122550717,148405514,296
50059216,113311676,296
6255961,67184317,296
141911097,142020180,296
151290699,151294083,296
31160697,122888210,296
142111129,145846574,296
123483915,147791378,295
101153588,145275848,295
130054688,136930242,295
7697855,129085249,295
49285724,125016363,295
20528051,129323665,295
123115889,147993882,295
101153588,146676380,295
141096948,148417908,295
89670904,112356167,295
80385852,146024475,295
127779445,132513825,295
137670394,146411892,295
135715113,147095398,295
122558344,149273924,295
120012300,147601011,295
119978601,139169953,295
107081328,142175481,295
126976807,142137156,295
52169523,109001057,295
97075301,145524668,295
113311676,123903499,295
27918930,151384275,295
126976807,140082728,294
124627111,134611684,294
77856660,142919080,294
123903499,139045947,294
5967629,140287806,294
129533265,145906280,294
59896462,124073014,294
123591261,145491743,294
103833418,146517701,294
113211660,142074833,294
123591261,143900759,294
132849236,140445234,294
35273528,134296707,294
115291564,148630990,294
89596067,142391599,294
140445234,149281244,294
143314074,146539785,294
74119380,149495470,294
49285724,128924640,294
89334789,97075301,294
96873655,116998222,294
149651647,149938512,294
120249935,133560188,294
117233308,142014010,294
7697855,143328816,294
90473758,139732219,294
42966775,151384275,294
112711904,140082728,293
101153588,124219188,293
89837297,121732938,293
83688268,147717608,293
124403027,142268890,293
122558344,148364196,293
123591261,146668566,293
131309585,146517701,293
75623101,142318749,293
121858531,146617820,293
107312460,135702585,293
62134267,101506309,293
130054688,148308620,293
7462908,100582476,293
120316504,134206524,293
66228851,142535109,293
147393177,150014770,293
97049257,132266683,293
149651647,151306316,293
142007615,142144261,293
144554498,150635356,293
135337023,148405514,293
137060518,146517701,293
142668385,152259885,293
97017302,150304963,293
139169953,139526270,293
147761702,152266122,293
123483915,148420701,292
40677431,129533106,292
134611684,142024935,292
123112419,148272912,292
31160697,59896462,292
7079277,81862362,292
148541506,149604370,292
21740865,122558344,292
128768638,145804441,292
124466716,136523211,292
132513825,142478759,292
142316568,143328816,292
42633932,101495897,292
113311676,144682243,292
10649454,142966761,292
143436007,151383370,292
125487212,151171758,292
142279111,152193495,292
23071490,140840421,292
20528051,151683012,292
114907001,118670037,292
87525057,107312460,292
80583981,149955590,292
6255961,105211688,292
147668619,151384275,292
113375267,117646202,291
146517701,148870678,291
120316504,145926698,291
122550337,135702585,291
72216248,125572617,291
130404989,146970658,291
22477772,123115889,291
123483915,141091013,291
118118853,146672200,291
148196307,149348923,291
25186958,142024819,291
124466716,149446176,291
20528051,146889846,291
140840421,146406963,291
143002804,145846574,291
23071490,124694529,291
90473758,148351021,291
142020180,150847451,291
7462908,146992042,291
123483915,147669076,291
52169523,141621532,291
130054688,142318749,290
65060864,122650490,290
123483915,137319795,290
142020180,148365275,290
91935079,146165294,290
100337175,110916977,290
143314074,145870516,290
147601011,149365098,290
141556233,150952066,290
35471813,147761702,290
123903499,135520856,290
89596067,130829734,290
93227718,150635380,290
4390272,145524668,290
142020180,142367268,290
81846921,145031577,290
11080438,122595651,290
93613436,134896269,290
32191549,152352973,290
8765586,123591261,290
106436042,122550717,290
142020180,144400112,290
113311676,151165905,290
84773768,87525057,290
101153588,145899356,289
112711904,142024819,289
20528051,133831900,289
110916977,145960860,289
14751019,147129280,289
106195450,147183014,289
125552896,125665720,289
72216248,141366311,289
142020180,147884199,289
68360281,114052882,289
67314953,133557300,289
141319460,145764845,289
110916977,148484465,289
21026054,111036945,289
122268069,142020180,289
101153588,147449848,289
140445234,140579325,289
112955939,142668385,289
13049252,121386597,289
50757042,142020180,289
49285724,130385543,289
136663437,144747024,289
90473758,95461351,289
17658682,81846921,289
134920997,150014770,289
87525057,110216692,289
147857665,149654908,289
6255961,146212639,289
117190479,152119245,289
111460110,151683012,289
92937622,122932039,289
141556233,152795179,289
120249935,124073014,289
123483915,128494667,288
97049257,147199253,288
122906507,139169953,288
95007140,113211660,288
68360281,138069421,288
13049252,138855232,288
128092932,145846574,288
128808303,142007615,288
38559714,112858640,288
101211241,140288014,288
120046662,147874075,288
123591261,151624300,288
80537647,135702585,288
52169523,139509781,288
136663437,145524668,288
86707186,142020180,288
13049252,142573354,288
81846921,149446176,288
147857446,148048286,288
129232606,131679833,288
145846574,152341970,288
135715113,151868468,288
140840421,148322228,288
126404796,142014010,288
119762339,145846574,288
114052882,141556233,287
7697855,140082728,287
90473758,130322164,287
5950125,113311676,287
84382762,145846574,287
72634316,83688268,287
24862477,147348237,287
72216248,146479618,287
124075465,142007615,287
24862477,126976807,287
116998222,130054688,287
114881779,122650490,287
140445234,148417908,287
118353952,120316504,287
137670394,145489880,287
128494667,136663437,287
125487212,151271998,287
47020904,149651647,287
147761702,151163823,287
22236980,84877977,287
141556233,149689828,287
134503813,146417963,287
150194240,150294823,287
125487212,147375138,287
123591261,151932049,287
68940888,141556233,287
84877977,123483915,286
101153588,117983357,286
113375267,147947139,286
132513825,146137526,286
72216248,124578322,286
35471813,146617820,286
123483915,134355602,286
72216248,149021238,286
101153588,147973991,286
126378246,145846574,286
113788887,121732938,286
79474706,123115889,286
100195412,116122468,286
84773768,109182873,286
118225245,128910974,286
20528051,77371123,286
28633698,101457083,286
129940222,142020180,286
23071490,146539785,286
87525057,115359456,286
135715113,149873169,286
93227718,130850377,286
53881953,132499625,286
111039832,151171758,286
118118853,139526270,286
137014834,152347453,286
88247187,142010705,286
139592813,142279111,286
141556233,152469651,286
107265901,135715113,286
113375267,145956453,285
97049257,121732938,285
13049252,148053504,285
26778181,132513825,285
47174541,142888928,285
11413166,113311676,285
146317256,146992042,285
118118853,148308620,285
101506309,130850377,285
122932039,146517701,285
38559714,147699526,285
65468059,135702585,285
70249324,145764845,285
113635514,131067716,285
27556632,141556233,285
89596067,123483915,285
31160697,146417963,285
93613436,124470180,285
46269367,141556233,285
132499625,138399124,285
123591261,151919424,285
80499351,139887843,285
142020180,143797612,285
123483915,142185456,285
134896269,152341062,285
49285724,151403581,285
110449804,152119245,285
90473758,110449804,284
80499351,147975813,284
72216248,77407152,284
106195450,136631485,284
146793502,148437837,284
72216248,144847546,284
21026054,127684170,284
101153588,145854213,284
65060864,146895618,284
54046314,113211660,284
47651653,132499625,284
25186958,143436007,284
