uid1,uid2,总同桌局数
144022802,151384275,104
106297635,115314671,104
138399124,146517701,104
65449202,151745652,104
65603068,145453429,104
123591261,148060172,104
106195450,150879886,104
64873197,149654908,104
131079327,147857665,104
11080438,147369582,104
147483269,152655577,104
142081080,151299268,104
125419106,142795182,104
51377692,139169953,104
70370646,80499351,104
124835041,135755675,104
124567595,152284832,104
135715113,149436416,104
101506309,151408610,104
81836267,107945998,104
75612351,99109592,103
140672959,145819225,103
80499351,94114959,103
114052882,144404037,103
139169953,147409699,103
72216248,147676760,103
118649560,140677633,103
138399124,141974291,103
42720104,131338907,103
87813216,121386611,103
125665720,138399124,103
143328816,146317256,103
14786296,147987119,103
128782723,134090856,103
13049252,14786296,103
21740865,145927609,103
62706465,119969344,103
108967921,112711904,103
110985716,146964095,103
65080655,133344144,103
121830042,142318749,103
141319460,146968881,103
124025749,138855232,103
5883259,89128383,103
72216248,147750655,103
23071490,147336162,103
146018755,147596262,103
71434775,143103230,103
120316504,145570697,103
19570235,145698001,103
16747072,132513825,103
116122468,147368182,103
126976807,147122304,103
142014010,147795596,103
139514649,139969795,103
6255961,144958045,103
99324064,123115889,103
13096262,147248284,103
142327375,146707563,103
121125993,123483915,103
142327375,147837961,103
109902889,113211660,103
68360281,104538109,103
121664445,123483915,103
77498069,142121323,103
63006662,69369558,103
65060864,145722258,103
132369263,147474513,103
122558344,147673228,103
87903324,133227928,103
72216248,144268052,103
54046314,84773768,103
135803038,142020180,103
145994830,146793502,103
133526936,147453711,103
53881953,118132345,103
24862477,148378789,103
65080655,135843743,103
123019788,137621471,103
101054871,143215830,103
118132345,122983691,103
136353556,146586485,103
72147963,142014010,103
128044242,129589061,103
140419117,141221170,103
110249610,117578673,103
6637744,97049257,103
83900023,120046662,103
139700040,147312379,103
143239644,148024617,103
99588872,142445460,103
117581033,132513825,103
10544642,70992922,103
65852405,126630298,103
123591261,142021611,103
133667293,147153213,103
107587651,134355602,103
61048989,142014010,103
111893136,142888928,103
122550010,148178375,103
5383143,83688268,103
65679248,142020180,103
49285724,131728446,103
129059789,133831900,103
76973784,80385852,103
146617820,148476597,103
112138196,128044242,103
119978108,136353556,103
116388530,122888210,103
79474706,141366311,103
24862477,119951357,103
125584106,142185456,103
116758834,133526936,103
129731589,143239644,103
114881779,146669299,103
70249324,145495713,103
143571118,147736226,103
116343053,144627158,103
28715955,144492584,103
139136427,147935784,103
123591261,148996195,103
131014693,138069421,103
81862362,148208361,103
90962075,145453429,103
144330660,148294522,103
122611450,146517701,103
8788462,18883507,103
133169778,145853160,103
24091839,140769352,103
122578411,145870516,103
40288264,134050844,103
111220023,136610153,103
67314953,100195412,103
123591261,130894928,103
121519266,125552398,103
141413833,142787360,103
113211660,147681828,103
121830042,148097435,103
146253297,148478644,103
124025749,128456256,103
107587651,146618930,103
113453781,146727948,103
137459054,146580984,103
20528051,42253735,103
129271465,147248284,103
97049257,98711859,103
142787360,148630990,103
72427495,148379062,103
136385221,142010143,103
107587651,148974767,103
96501559,123591261,103
80507532,106593553,103
17658682,121830042,103
128021779,130277595,103
67314953,147628806,103
133391002,136930242,103
111039832,136523211,103
32604546,123541483,103
121220767,123814629,103
148092950,148196307,103
65213955,148630990,103
51668229,145870516,103
111220023,145098058,103
75676972,145870516,103
124075465,145480149,103
85109801,142966761,103
74119380,95941494,103
77376560,141096948,103
118402175,123755476,103
99392957,146539785,103
145128120,145804441,103
207244,69925481,103
101495897,126976807,103
114749708,144747024,103
125821184,142391599,103
74595473,89353522,103
129760992,142009365,103
122058085,124627111,103
139762262,145764845,103
113237391,142008057,103
7462908,90889169,103
114225606,142024819,103
101365161,142888928,103
85109801,145926698,103
124073014,146997418,103
143328816,145804441,103
142227496,147095398,103
111220023,123265023,103
113354056,122249925,103
124470180,139961817,103
145846574,147307572,103
142478759,147453796,103
14751019,148737345,103
128768638,144958045,103
107241712,145353047,103
118118853,150496201,103
105558588,149300861,103
140264598,149273924,103
134171421,139169953,103
148947518,149467022,103
139712318,146958419,103
68767224,110916977,103
132499625,148192647,103
122650490,147699526,103
130994019,147791635,103
136523211,144009471,103
146338726,149316979,103
134503813,145705341,103
73071283,123903499,103
122550717,149242976,103
106854977,149039685,103
142010143,145236040,103
125665720,148239001,103
114645549,146257875,103
19570235,36894888,103
85651627,101211241,103
54229293,132309454,103
97049257,146548963,103
66228851,122124411,103
99588872,101896696,103
139169953,149620011,103
24862477,73808251,103
72216248,148970764,103
59403208,128158508,103
85350818,134656519,103
26778181,150016240,103
128083762,149722067,103
144854420,147117211,103
120316504,149727459,103
47716128,150389642,103
128924640,144805211,103
125487212,148627529,103
128494667,129430326,103
65468059,139446993,103
68588069,137208463,103
101660143,132684686,103
139614157,149811567,103
141556233,150063427,103
72427495,126976807,103
127529701,148048286,103
54543394,144804254,103
136684119,139265199,103
7462908,137208463,103
103651945,114953040,103
93613436,115495084,103
115540468,149976050,103
102460691,145453429,103
103211739,150791357,103
118118853,149859226,103
135691894,141374869,103
40344615,148004399,103
148606826,150132692,103
103303326,151411751,103
86287744,147761702,103
107081328,150188781,103
134980208,144298687,103
20528051,149176254,103
10649454,151481956,103
134056014,137701626,103
107154334,142007615,103
117896727,121125993,103
123814629,136682216,103
142391599,150474808,103
150389642,151250863,103
128158508,129430326,103
122397593,150389642,103
116997263,142006751,103
113990847,133939169,103
136663437,151092697,103
142175481,151271998,103
113475618,120249935,103
119978627,143809077,103
100582476,126772340,103
134896269,145819309,103
133267206,147857446,103
81053003,142020180,103
127067175,130073967,103
130601850,151083264,103
132499625,149312312,103
120316504,147771170,103
139265199,147204271,103
89837297,137220178,103
142020180,146336386,103
119832207,123903499,103
130073967,151317638,103
121386611,150435964,103
144059675,151250531,103
142020180,149351530,103
132133020,151012916,103
24614592,151591057,103
32447709,114953040,103
116122468,142115345,103
117296575,146387870,103
63093963,152728901,103
80499351,152259885,103
63093963,134168863,103
81846921,99148904,103
131238514,138105635,103
118719977,123049448,103
64873197,133767947,103
122595651,150040068,103
108505988,146517701,103
127512242,135715113,103
114957610,142185456,103
114881779,150515412,103
129409836,134896269,103
148649385,152391589,103
13049252,93267280,103
91935079,141878633,103
120177749,148627596,103
115916338,152174446,103
107312460,151163823,103
4390272,88084997,103
116343053,148255028,103
144722801,151472371,103
114378332,137510650,103
6255961,87582261,103
145846574,147490142,103
122550717,150380652,103
76821344,150154808,103
10649454,147865320,103
142009960,151517659,103
144398006,145846574,103
120177749,142983141,103
142056616,147164982,103
114464385,134308334,103
142668385,149755362,103
137046699,152728156,103
28295477,153164667,103
125168512,149034245,103
65080655,150865287,103
6333766,143153172,103
126976807,147874075,103
52169523,151466386,103
139526270,152952937,103
128989327,142795182,103
139169953,143539987,103
34464109,52169523,103
122650490,126518745,103
101054871,150780061,103
108032098,143314074,103
152141069,152218870,103
130361862,147453711,103
75623101,139045947,103
142888928,145901276,103
76821344,148935344,103
146102651,149034245,103
58789593,147857665,103
114464385,118885977,103
129589061,152284832,103
32447709,150464062,103
105595582,128808303,103
137670394,148048286,103
65922930,139954491,103
143328816,143713225,103
119978627,132309454,103
50159565,133653767,103
118719977,151957011,103
101054871,115829010,103
107885220,114219666,103
150014770,151680224,103
128918377,141621532,103
23623168,145819641,103
11080438,152469651,103
68360281,139350339,103
72634316,152264271,103
148629498,148630990,103
116007922,145819225,102
123059622,123483915,102
95725174,119951357,102
142009960,142327375,102
136536034,142327375,102
91643558,136930242,102
118353952,146312689,102
51052967,124025749,102
112196650,146757313,102
110216692,142995492,102
130481964,140216140,102
140677633,147753250,102
54229293,145819225,102
143103230,147717608,102
90551998,121732938,102
7697855,147363469,102
130481964,143314074,102
113375267,128159369,102
120316504,140287341,102
114666297,147767281,102
140624031,146086561,102
121125993,140287512,102
123837723,147507766,102
140624031,142360376,102
32604546,140284363,102
72216248,145369771,102
141556233,146620806,102
77445482,119636387,102
71434775,143561623,102
129240997,140287341,102
24862477,146837036,102
84877977,128781944,102
122932039,142318749,102
142020180,147626457,102
116479096,127814461,102
139514649,147524364,102
130385543,147226786,102
145763381,146973606,102
94409375,148272912,102
114957610,146604634,102
40677431,141203039,102
142055034,145846574,102
118563569,140287512,102
130261581,142008057,102
69838693,110249610,102
121313435,146701709,102
56177046,127983695,102
68360281,136026941,102
121736427,148128773,102
120316504,125558797,102
111304225,133667293,102
131004119,141556233,102
89596067,112965219,102
107587651,113866546,102
133480047,142009261,102
65852405,133767947,102
133319507,141920544,102
134611684,149098179,102
106436042,133823175,102
55953494,139658143,102
72216248,87454387,102
87525057,98086289,102
52169523,70992922,102
123670655,132849236,102
136883906,140288014,102
3657903,69925481,102
96430842,120316504,102
94337647,112356167,102
131421673,147779608,102
105933871,139515375,102
123115889,148245057,102
128064401,147705663,102
114881779,146570598,102
129699951,148407330,102
21026054,146973865,102
111493592,142824929,102
67314953,145961324,102
101153588,146859681,102
145780776,147248284,102
39791888,143328816,102
81862362,129922695,102
132052634,147704904,102
113453781,137163648,102
78490442,148417908,102
123076168,146854864,102
143290167,148043503,102
24091839,125555111,102
118052710,142008887,102
29714380,147966776,102
122932039,128092932,102
114463776,123330972,102
114001369,146253297,102
125552896,148192647,102
132849236,140011963,102
108184754,124513577,102
38559714,148124283,102
119660500,128421906,102
6255961,25357426,102
126630298,136523211,102
7745202,132849236,102
93739325,142020180,102
140419117,143362735,102
43335570,132082933,102
145382253,146618930,102
123059622,142327375,102
132513825,143283762,102
135715113,149268408,102
77895868,125552398,102
112356167,135425740,102
137377337,149273924,102
147077467,147601011,102
135366519,145783330,102
15225807,137670394,102
72574464,142008057,102
120134816,139045947,102
142010143,142767288,102
80385852,112845720,102
63006662,124578322,102
141903260,145924880,102
148815568,148956669,102
114682517,123932171,102
116998222,146435948,102
128768638,145544272,102
119631151,142078611,102
125552398,146026817,102
71893687,114892401,102
145067164,149974786,102
119632292,145382253,102
89596067,146561555,102
14751019,114682517,102
102609250,137701626,102
94863925,146026817,102
78807500,132133020,102
133667293,141511958,102
148459584,148505680,102
134090856,147299493,102
77761095,140445234,102
116343053,137459054,102
146120263,149374339,102
82368236,117646202,102
77369651,145930634,102
118670037,147607617,102
123076168,123152544,102
72427495,147067453,102
120019423,149173342,102
124175897,148956669,102
65852405,143810375,102
148541506,149047017,102
123363956,145524668,102
4345126,97519176,102
127533223,142050158,102
50159565,148630990,102
34782907,86885827,102
59896462,148947518,102
110750769,110916977,102
73698738,146406963,102
140840421,148128773,102
147075807,148885106,102
28463132,69829861,102
113311676,146453547,102
90870177,142050158,102
143436007,146070266,102
84877977,136338078,102
115062782,139169953,102
134061911,142020180,102
26778181,147136480,102
56357215,99950192,102
116563558,146992042,102
6044328,128924640,102
149562689,149651647,102
143008445,149490857,102
14751019,146338726,102
122550337,149312312,102
114463776,147607617,102
124175897,150197541,102
14158082,95296595,102
140287806,142391599,102
137318352,145924931,102
19509414,148165195,102
91935079,147538867,102
130277595,142020180,102
126582638,137046699,102
126976807,149344492,102
104487384,120694503,102
20528051,67003308,102
20528051,123023394,102
133054869,149247976,102
116122468,147869335,102
123152544,149057281,102
52169523,133852430,102
99094870,106297635,102
146517701,150518776,102
13049252,151618872,102
132710253,142020180,102
120064641,127930432,102
107906451,137254059,102
141175946,142865610,102
62706465,141464908,102
124507840,146387870,102
150014770,151518159,102
129568835,142020180,102
112955939,148768163,102
81316529,105819654,102
5967629,150962868,102
132499625,142133657,102
76947269,111304225,102
120978178,151676314,102
118118853,149788198,102
63006662,150742206,102
50221060,142005629,102
128083762,147309576,102
114378332,134430303,102
119636387,134656519,102
75960788,147309576,102
76821344,139522758,102
138839798,147761702,102
101448544,151676314,102
142316568,148344488,102
65658118,139793826,102
49285724,148004399,102
106593553,122080465,102
21026054,28633698,102
35850504,149243919,102
117190479,151370636,102
49285724,148224602,102
149654908,149676941,102
144330660,148029999,102
7079277,31499059,102
122940545,149057281,102
87881808,150304963,102
105056850,115314671,102
144682243,147857665,102
147199253,147857446,102
50125428,122390790,102
129731589,142008057,102
116122468,149118342,102
28228485,123591261,102
106593553,142008057,102
112066335,140420760,102
126976807,150001660,102
134430303,150417438,102
6255961,145623860,102
132266683,144523207,102
146503834,150014770,102
129533017,150549202,102
139548670,147309576,102
99067227,130829977,102
122550010,148029999,102
139136427,151826523,102
142016301,148409130,102
26864065,116563558,102
50221060,103996476,102
123591261,151563217,102
97599461,147454393,102
101211241,149989743,102
145630285,150304963,102
31499059,142787360,102
123076168,123931912,102
126518745,134357335,102
93613436,150833727,102
90313361,147857665,102
129510359,139949142,102
6255961,148039493,102
51984146,145453429,102
137143705,149601368,102
2416591,142478759,102
42633932,148487324,102
62706465,147309576,102
151461073,151591057,102
132698634,143324857,102
124835041,151451182,102
35659270,147764337,102
32447709,116007922,102
54229293,152341062,102
59403208,72634316,102
84773768,144762720,102
111979675,152624802,102
6255961,73808251,102
123700564,142009960,102
134206524,150977665,102
117233308,146113208,102
97049257,148453035,102
23071490,150828286,102
137014834,152267352,102
125578607,152638777,102
138105635,148630990,102
121732938,152974075,102
151676314,152341062,102
146406963,152877476,102
118719977,145353047,102
121386597,151745652,102
133767947,148492309,102
127829185,137208463,102
10544642,152632406,102
117233308,149090086,102
151759286,152366001,102
123521207,142015583,102
81078358,152611900,102
141601284,142027992,102
75960788,122650490,102
147375138,151165905,102
34266298,151459304,102
121732938,141911097,102
110216692,148738271,102
121732938,152929840,102
152352973,152787521,102
110985716,129615400,102
49285724,149485572,102
137014834,152275214,102
118719977,139633353,102
149120032,151676314,102
137501516,145846574,102
15409596,81846921,102
117217663,152979121,102
142121323,150867837,102
68076555,152133941,102
149534752,152341970,102
142078611,149958642,102
142014010,150173098,102
145846574,153133484,102
141621532,152684877,102
87881808,101506309,102
152119245,152249553,102
149165328,152638777,102
26778181,150736241,102
122554173,142006858,102
124835041,147874075,102
130899205,145846574,102
119978627,152670767,102
151693114,152391589,102
92937622,146190522,102
128494667,146620806,102
142020180,152128863,102
103014411,139954491,102
58789593,81846921,102
72634316,143797612,102
114907001,120051865,102
34782907,142392025,102
152452451,152471587,102
94364142,142327375,101
145086156,145211550,101
47651653,144191019,101
14842656,137854561,101
129533265,130191053,101
113074111,142010143,101
139169953,142044206,101
132849236,147707637,101
99319439,119636387,101
105558588,133539186,101
86769738,109228103,101
91099680,144404037,101
81846921,139638168,101
115107857,121732938,101
48785505,126384622,101
140773479,146968881,101
143313859,146973606,101
100988651,146793502,101
113311676,125338962,101
51792700,72216248,101
113879917,129118209,101
142020180,143910267,101
125665720,147596262,101
136930242,146397362,101
21026054,142008516,101
139411885,147717608,101
121732938,126953796,101
132695464,140082728,101
118132345,143806026,101
138399124,144326499,101
132513825,140346725,101
81846921,146165294,101
114052882,137510650,101
13049252,84877977,101
101153588,147579004,101
145745081,147336162,101
126527236,145804441,101
143215830,145861084,101
113375267,125585599,101
72216248,137370967,101
122356140,123591261,101
135715113,146309425,101
61513738,144624952,101
143065554,146825032,101
121732938,147923126,101
122553987,122932039,101
108671996,147705663,101
115175239,126527236,101
134296707,141715426,101
112356167,145927609,101
125665720,145932126,101
133258249,145906280,101
124835041,129199209,101
141903260,148499609,101
142011102,144874356,101
23716595,132849236,101
74595473,146970658,101
68360281,117836594,101
72216248,148596453,101
147599340,147779608,101
125080476,142008610,101
72574464,140769352,101
140287512,142918093,101
115852998,122558344,101
72311907,142044206,101
23071490,134903694,101
130494094,148451665,101
134296707,142006751,101
96736670,139045947,101
148405514,148485727,101
72216248,128531561,101
128782723,136353556,101
36912650,120013995,101
84773768,147442393,101
103211739,142024935,101
38559714,106008470,101
142052979,146439814,101
51475016,81846921,101
99482485,118118853,101
142006056,142888928,101
113105650,146850801,101
98711859,148410925,101
124403027,147125483,101
130994019,145617729,101
38559714,130196154,101
124073014,148365452,101
69369558,79088375,101
3774826,140513384,101
74119380,137143705,101
124513577,142074833,101
130054688,137536752,101
53709215,135659277,101
146359206,148798725,101
125516899,148451665,101
124025749,147185321,101
99956136,143901669,101
101153588,129170102,101
120046662,145036660,101
141096948,147212775,101
124175897,144662311,101
127590952,148409190,101
34782907,142053187,101
32604546,123015786,101
130054688,134509303,101
52169523,114463776,101
139813870,139849308,101
30621229,140445234,101
38559714,117545380,101
142007615,144537431,101
125665720,143539987,101
113211660,148407365,101
145846574,147468338,101
118670037,146847979,101
137934124,145382253,101
8788462,146165294,101
123591261,139451968,101
123927271,147453711,101
20528051,148671812,101
207244,149316979,101
146490625,149609893,101
51984146,150180829,101
130330953,145846574,101
59896462,106802473,101
125552398,142437862,101
110196595,148437837,101
139658242,142020180,101
73724876,104846702,101
91624751,129822391,101
135444165,143825940,101
95461351,149530902,101
65060864,81141185,101
124593345,144320657,101
120046662,149490857,101
74515105,125555111,101
41019043,116245533,101
142020180,149446242,101
110805630,142024819,101
123667531,139237625,101
143293096,143810375,101
50661677,139732219,101
97049257,132180245,101
122313879,126378299,101
113670187,136670605,101
129900188,146068010,101
136322092,139169953,101
114370742,116343053,101
140037706,143808976,101
123822284,142007615,101
104846702,123076168,101
72427495,148320843,101
83095108,146622602,101
6255961,130016579,101
121125993,149057281,101
20528051,118132345,101
18263546,137060518,101
117674642,133169778,101
120046662,121082227,101
140621282,148308622,101
101300553,140264842,101
142068801,143688705,101
139554677,146165294,101
128429263,145870516,101
46280768,123115889,101
142020180,143273106,101
123591261,147469680,101
45450464,131675310,101
138059037,146312689,101
118118853,127823432,101
116602178,148165195,101
142316568,145926698,101
129940222,131675310,101
30190829,63514180,101
133217305,142966761,101
149651647,150143341,101
107312460,117035445,101
13201787,78887542,101
113242053,126359997,101
114749708,116380787,101
123112419,149062019,101
73724876,149281244,101
123591261,125452148,101
107241179,125932610,101
65060864,107406366,101
45113100,74515105,101
100240847,114645549,101
143940959,149273924,101
145846574,146765426,101
123483915,145845237,101
111431858,146317256,101
8320808,148239805,101
123814629,147791533,101
80507532,149865914,101
142478759,142713611,101
65852405,105773087,101
136930242,139732219,101
31160697,147473857,101
142020180,149671009,101
63093963,129162267,101
108321894,126976807,101
66075719,140264598,101
207244,150624368,101
118118853,148629498,101
116012673,147761702,101
207244,54046314,101
52935513,136930242,101
125487212,134729808,101
135093305,149654908,101
128808303,139127083,101
148689500,151520921,101
136796137,149651647,101
118419115,145315987,101
57024343,128083762,101
134503813,142783469,101
68588069,151384275,101
19570235,147869335,101
65921015,81862682,101
142008057,149043684,101
31273862,129430326,101
103651945,149229040,101
101506309,113453781,101
49285724,151503225,101
65213955,65922930,101
110985716,121732938,101
54866465,101300553,101
123330972,150433611,101
94863925,106593553,101
114881779,147963691,101
128064401,143436007,101
142478759,151253796,101
7846363,134169286,101
140408817,142024819,101
42633932,110297080,101
133934906,142137156,101
124751402,137242099,101
67840062,146338726,101
134357335,151923389,101
129288586,139169953,101
67193076,149835124,101
65922930,145926698,101
114371805,149406595,101
22236980,145780457,101
18352110,142478759,101
71893687,136663437,101
27918930,144218447,101
21072441,50059216,101
141374869,146539785,101
115835082,126976807,101
77713066,122551101,101
123903499,150772344,101
34893897,149592717,101
39175936,146423286,101
132319851,147453796,101
120316504,146068010,101
75623101,131067716,101
134206524,150641757,101
63006662,68360281,101
135947195,144431134,101
145870516,148192647,101
151157886,152274470,101
137014834,149281244,101
49285724,148430471,101
32447709,119978627,101
144009471,146560009,101
131178027,147761702,101
120316504,121084942,101
123035961,150461662,101
150389642,150713484,101
68360281,142017613,101
143002804,143066478,101
18998120,149651647,101
22236980,114000389,101
115314671,145720595,101
132266683,147127644,101
139526270,149565049,101
130200998,151990846,101
125080476,149495470,101
117220725,135715113,101
110297080,115728114,101
137014834,145078369,101
120668347,149109488,101
147315647,151174104,101
152352973,152606297,101
120316504,151694204,101
51052967,146312689,101
125571592,147299493,101
86199590,151315610,101
122742831,139551868,101
89353522,149776664,101
147046107,148375300,101
78168680,121736427,101
151599202,152264530,101
148386221,151932049,101
47651653,68232328,101
26897610,81078358,101
114180068,150304963,101
113453781,152670767,101
27971132,132319851,101
78778749,142020180,101
132379841,133480047,101
124624644,152471587,101
140240315,151400679,101
123049448,128083762,101
84773768,136610153,101
140122164,142478759,101
66373725,149495470,101
122556407,145846574,101
72781258,152497329,101
24844639,34782907,101
118118853,150500213,101
5883259,137220178,101
145596315,148792186,101
3657903,119636387,101
111670333,143314074,101
125232199,142668385,101
143314074,151406407,101
114907001,142483728,101
148014945,152476011,101
97380444,142357334,101
86199590,134490061,101
127829185,127930432,101
116085580,148424754,101
142009960,151817921,101
128796953,151306316,101
105558588,152070064,101
108184071,129232606,101
151153890,152728156,101
115822008,153035343,101
147164982,150309945,101
106358817,148541506,101
125487212,133267206,101
77376560,152708895,101
104523157,139849308,101
62287853,152638777,101
81078358,86925540,101
135093305,152638809,101
106064762,147669076,101
15083678,143314074,101
111862080,139610271,101
139343579,148403856,101
135715113,145678391,101
151591057,152525834,101
142673277,145924880,101
107429304,130221956,101
17668639,152218870,101
131930371,143713225,101
73703589,97704279,101
120064641,152561502,101
118225245,148403856,101
35471813,134065897,101
87525057,147179889,101
90473758,144316075,101
147669076,153262949,101
143246446,150014770,101
90473758,148649328,101
134830279,151462605,101
110823401,142010693,101
122589326,142011897,101
123483915,151462605,101
87813216,132499625,100
113211660,123925893,100
123483915,147781468,100
44649910,121732938,100
103303326,143809080,100
67314953,113555561,100
5883259,146338726,100
74119380,145426456,100
138435809,147705663,100
75612351,95725174,100
23623168,146968881,100
122080465,136128912,100
23716595,138399124,100
35471813,113879917,100
24862477,128249139,100
48785505,118771599,100
47651653,146397362,100
110449804,116318155,100
42497399,101153588,100
101153588,108249234,100
142097568,146968881,100
146439814,147185321,100
101038107,140287341,100
142050158,145804441,100
122640925,136991722,100
105558588,146163991,100
110216692,137549966,100
142327375,147732484,100
124466716,132513825,100
141974291,147368182,100
142212045,144326499,100
118118853,137080104,100
142020180,147780290,100
141556233,146479618,100
11250740,146992042,100
53005614,146597149,100
127319195,146757313,100
39567139,135715113,100
142327375,144655184,100
81846921,135425740,100
125555111,132513825,100
140624031,147570392,100
97049257,140677633,100
136088331,139990304,100
146973606,147497841,100
119951357,129118209,100
125553822,130277595,100
135245609,147153213,100
53512741,73703589,100
99109592,134206524,100
129822391,147570503,100
111902618,126870617,100
96683660,133230085,100
13049252,138001850,100
123014666,142009365,100
85350818,139045947,100
81846921,140287512,100
114507958,124403027,100
11413166,129731589,100
68360281,148505396,100
128768638,135715113,100
45113100,65967473,100
122703672,123591261,100
128456256,145577813,100
91099680,122578411,100
148870678,148917350,100
23071490,132238613,100
128456256,142010197,100
122139598,145846574,100
126384622,131529212,100
141833172,143007432,100
141935665,143245425,100
110750769,147803060,100
122550337,147707637,100
76888029,100582476,100
130385543,130481964,100
142020180,148951592,100
134245342,135715113,100
72721121,142608020,100
87813216,142185456,100
120013995,128814034,100
142327375,148819133,100
113074111,146136838,100
122713439,142015583,100
122600069,147607617,100
131004119,142020180,100
40677431,81775620,100
116824512,146649963,100
145804441,145819722,100
11191069,142050158,100
51800571,120013995,100
141556233,149123235,100
128782723,146479618,100
141524253,147717608,100
57024343,143296373,100
121313435,148451665,100
129822391,144627158,100
85278225,139045947,100
128494667,140288799,100
69143775,145353047,100
111911675,146419059,100
120754243,123483915,100
40677431,142831926,100
19570235,132831729,100
147299493,148410925,100
146439814,147857665,100
80580852,134296707,100
99067227,103544564,100
50125428,138913559,100
18263546,131537026,100
125914943,145846574,100
24862477,106443602,100
84877977,136017930,100
116260783,142020180,100
101500781,147129280,100
139169953,146221869,100
65347031,125787679,100
5883259,65080655,100
71191275,97049257,100
100153393,146604634,100
59959305,113211660,100
142020180,142589656,100
122558344,140821456,100
143034130,147368182,100
7079277,137937799,100
62287853,147024350,100
30030248,68832906,100
122885877,135843743,100
7830560,129430326,100
13049252,51377692,100
95296595,142995492,100
143988499,148638988,100
88732973,137046963,100
120249935,129568835,100
112854433,121946303,100
54046314,134357335,100
11413166,142045089,100
148128773,149651647,100
136088331,147863164,100
123867381,144492584,100
125665720,142437862,100
114645549,131949635,100
72427495,149562219,100
122959397,130850377,100
147563937,149651647,100
106727907,142014010,100
48966764,123591261,100
72190662,90473758,100
100039595,146292361,100
122364604,145870516,100
146470111,149313132,100
37391287,118052710,100
21072441,128781944,100
69400001,145453429,100
26941630,139969795,100
45450464,123903499,100
110615662,122550337,100
122397593,130850377,100
6255961,149099313,100
124513577,148047609,100
47651653,92309200,100
24239927,122313879,100
72216248,149319410,100
128781944,142078611,100
31160697,126558303,100
133163934,142683910,100
116122468,117053059,100
122483080,146406963,100
122640657,150237311,100
145598720,148354962,100
145524668,149092424,100
142009365,143524160,100
8788462,139008639,100
139045947,147380093,100
72216248,149724966,100
63006662,128044242,100
72216248,140315356,100
142478759,144833361,100
147791635,149374339,100
121345749,148870678,100
114875343,125905596,100
149107437,149384716,100
148415074,148725731,100
116998222,147975732,100
122249925,139297959,100
103211739,133890703,100
125584106,149643241,100
123112419,149344492,100
93267280,150002573,100
19570235,131354296,100
20528051,64545583,100
125532027,132133020,100
65347031,142050749,100
7846363,149456106,100
105773087,124197876,100
82368236,147500017,100
142262798,143972113,100
45686738,149651647,100
87525057,148403957,100
141091013,148403418,100
127684170,139483630,100
28238523,141556233,100
122313879,123814629,100
51668229,126102816,100
30952831,101506309,100
95999638,131675310,100
114645549,134460584,100
87525057,144958045,100
80537647,145846574,100
62134267,115968087,100
100585465,144151382,100
136088331,147152634,100
67840062,112858640,100
122603355,147633478,100
139649528,143296373,100
72594884,146387870,100
71816929,151163663,100
135337023,149993668,100
19570235,148426058,100
140122164,145128689,100
77163918,149384716,100
40344615,135896895,100
118038235,146146514,100
34513931,151070607,100
142888928,149236010,100
122551101,142966761,100
136009903,145930634,100
35471813,142966761,100
84091770,136930242,100
116998222,122616882,100
32604546,150936521,100
111902618,150394840,100
11250751,17658682,100
147299493,149109488,100
137046699,144805211,100
148351021,151976088,100
94863925,150886737,100
90374070,151462605,100
143803625,150759543,100
105558588,126518745,100
38559714,136179948,100
134399519,145453429,100
89596067,110818333,100
112138196,145780776,100
42633932,49926838,100
67714642,150589279,100
115718596,143002804,100
138966500,149384716,100
121845673,130235868,100
23071490,144366716,100
71751523,151383370,100
41019043,71816929,100
101054871,135093305,100
120668347,149128533,100
120064641,151783188,100
114015518,139813870,100
139297959,144298687,100
136663437,149050493,100
134503813,139132153,100
147857446,150371096,100
142391599,151785430,100
147393177,148492309,100
133560188,147369582,100
51234574,151294477,100
146866502,149562219,100
116998222,125798923,100
134355602,146992042,100
131679833,151517659,100
113606534,143439947,100
142190379,151582132,100
115624601,139700040,100
150014770,151944138,100
126558303,150635356,100
79604925,117190479,100
128096699,150878118,100
23071490,149092424,100
73703589,149472226,100
51576515,150389642,100
85350818,121386597,100
142009583,148426890,100
93267280,136009903,100
54046314,150832975,100
123591261,145382253,100
136930242,142063195,100
52935513,148630990,100
136670605,144059675,100
132319851,139954491,100
111902618,152249553,100
114069879,147023458,100
145846574,153058518,100
111902618,118545642,100
4218122,105558588,100
125849185,151759286,100
101500781,145846574,100
113311676,142591149,100
53226970,152683598,100
97212759,106704172,100
81078358,147657188,100
34266298,102394685,100
123800897,149158803,100
102359028,147669076,100
49285724,133654305,100
91935079,132347839,100
89353522,146776461,100
150865287,152309806,100
134355602,142137156,100
147375138,149654908,100
100351272,152638777,100
81846921,130542815,100
147761702,151891031,100
17529000,119951357,100
5967629,149359359,100
134275156,151955481,100
150371096,151163823,100
89596067,147309576,100
35471813,104523157,100
101211241,115718596,100
150014770,151761434,100
147453796,147669076,100
83095108,149158803,100
40292620,116007922,100
76494646,111902618,100
116066064,118563569,100
143313106,145930634,100
151464096,151676314,100
99094870,115359456,100
23071490,120013995,100
7697855,150862424,100
122560590,151676314,100
113453781,128494667,100
143713225,153112321,100
50221060,134206524,100
130200998,150736241,100
139887843,152275214,100
