交易id,会员,投注选项,赔率,投注额,bet33,bet34,bet35,bet36,bet37,bet38,bet39,bet40,bet41
5514848341,153013578,Banker,3.8733,318.97,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,60.0
5514848355,151165674,Player,4.8926,1185.78,0.0,0.0,0.0,0.0,0.0,,113.0,3.0,80.0
5514848362,151374240,Tie,4.8926,799.217,0.0,0.0,0.0,0.0,0.0,,113.0,3.0,10.0
5514848369,149253869,Banker,4.8926,70.1298,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514848376,123019959,Player,3.8733,13500.0,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,100.0
5514848383,148413431,Big,3.8733,135.61,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514848388,152976738,Player,3.8733,15300.132,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514848397,139887843,Banker,1.0000,3476.63,0.0,0.0,0.0,0.0,0.0,,908.0,10.0,100.0
5514848405,15759757,Banker,3.8733,1220.22,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514848411,152874686,Lucky7,3.8733,499.38,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,10.0
5514848426,136404511,BPair,3.8733,776.07,0.0,0.0,0.0,0.0,0.0,,912.0,5.0,20.0
5514848432,145613563,Banker,3.8733,2021.63,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,200.0
5514848439,135821207,Banker,309.0231,15919.0,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514848447,142069497,Banker,3.8733,44.83,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,20.0
5514848453,3163098,Ssh124,4.6832,7715.47,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1569.53
5514848458,126404796,Nga341,4.8926,840.57,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514848464,123645690,Player,3.8733,290.4,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,50.0
5514848470,137459951,Player,4.8926,1860.46,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,100.0
5514848485,153097283,Dragon,4.8926,40.13,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30.0
5514848491,152404003,Banker,3.8733,185.98,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,40.0
5514848500,145263026,Nga134,4.8926,41348.27,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514848514,128989327,Player,4.8926,1056.5,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,100.0
5514848523,106086761,PPair,3.8733,540.56,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,10.0
5514848528,152544888,Player,4.8926,70.99,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,10.0
5514848537,151628826,Tie,4.8926,473.85,0.0,0.0,0.0,0.0,0.0,,906.0,0.0,10.0
5514848542,134758777,Nga341,3873.2990,385000.755,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514848549,151932049,Player,4.8926,200.6894,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,100.0
5514848556,148076843,Banker,3.8733,7116.39,0.0,0.0,0.0,0.0,0.0,,906.0,0.0,100.0
5514848561,142005555,Nga124,3.8733,10018.925,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,28.5
5514848575,145807785,Banker,4.8926,171.74,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514848580,60499984,Player,2.6384,195.01,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,50.0
5514848594,145263026,Ssh123,4.8926,38348.27,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,930.0
5514848604,119832207,Player,4.8926,1175.6142,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,20.0
5514848610,146676652,Banker,3.8733,5917.25,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,100.0
5514848627,152965278,SuperLucky7,0.1472,18687.75,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514848633,139887843,Banker,1.0000,3514.13,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848638,150722156,Small,1.0000,2683.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,50.0
5514848646,150685668,Even,3.8733,100.76,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,20.0
5514848652,139887843,Banker,1.0000,3514.13,0.0,0.0,0.0,0.0,0.0,,36.0,0.0,50.0
5514848659,150884902,Fan3,1.1543,1515.63,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,250.0
5514848665,128781691,Ssh134,3.8733,1343.625,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,190.0
5514848671,153393319,W4,3.8733,251.44,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514848684,139377384,W4,3.8733,19859.247,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,100.0
5514848690,151641058,Player,4.8926,200.34,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,20.0
5514848701,120552004,Tie,4.8926,7504.66,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,10.0
5514848715,143038061,Banker,3.8733,5321.27,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,100.0
5514848722,128336791,SuperLucky7,1.0000,1520.95,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,10.0
5514848729,90569387,Banker,0.6011,270.26,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848736,145870516,Player,4.8926,2600.31,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,200.0
5514848743,117190479,Banker,4.8926,100.8,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,40.0
5514848748,37808747,Kwok14,1.0000,93.285,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,93.0
5514848757,91242656,Banker,9.0528,4000.2184,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,1000.0
5514848760,142433196,Tie,3.8733,3060.1,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,150.0
5514848774,78490442,Banker,3.8733,1760.38,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848781,149608987,Player,3.8733,1000.32,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,200.0
5514848795,114601491,Player,4.8926,550.63,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,10.0
5514848807,117190479,PPair,4.8926,60.8,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,10.0
5514848813,147543953,Banker,3.8733,4366.4,0.0,0.0,0.0,0.0,0.0,,909.0,0.0,100.0
5514848818,132895148,Nim24,4.8926,1298.4592,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514848824,151595741,Lucky7,4.8926,1608.45,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,40.0
5514848830,153012236,Lucky7,0.6011,249.07,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,5.0
5514848845,95323277,Even,3.8733,1288.37,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,1000.0
5514848851,149868874,Ssh134,3.8733,205.28,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,40.0
5514848866,153351993,Kwok34,3.8733,708.59,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30.0
5514848872,150635794,Banker,4.8926,6565.25,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,550.0
5514848879,127470497,Num10_13,3.8733,493.27,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514848887,127470497,Num30,3.8733,493.27,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,11.0
5514848893,150875287,Banker,0.6011,404.018,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848898,153381938,Player,3.8733,3915.75,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,15.0
5514848902,148272912,Banker,1.0000,313.28,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848909,131273765,Num8,13.9151,1792.24,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514848916,131273765,Num20,13.9151,1792.24,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30.0
5514848921,131273765,Num30,13.9151,1792.24,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514848935,85566372,Num0,4.8926,150.61,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30.0
5514848940,153011837,Banker,9.0528,192.51,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,40.0
5514848954,129134954,Banker,1.0000,733.48,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514848963,142519311,Super6,3.8733,114.35,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,10.0
5514848968,151414901,Odd,3.8733,3467.07,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,400.0
5514848977,151049195,Player,4.8926,3138.51,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,200.0
5514848982,122268069,Banker,4.6832,52166.0,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,50.0
5514848989,123591261,Player,3.8733,1362.75,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,15.0
5514848996,151641058,Banker,4.8926,180.34,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514849001,136788635,Odd,3.8733,900.49,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,100.0
5514849015,58629644,Banker,9.0528,4093.9675,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,503.0
5514849022,108032098,Tie,4.8926,353.05,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,10.0
5514849029,151049195,BPair,4.8926,2938.51,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,20.0
5514849036,137318340,Big,3.8733,11009.38,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,1000.0
5514849043,128989327,Banker,4.8926,956.5,0.0,0.0,0.0,0.0,0.0,,36.0,0.0,150.0
5514849048,143847018,Banker,2.6384,1685.13,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514849057,150397737,Banker,3.8733,5685.78,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,100.0
5514849060,151971281,Player,309.0231,186250.5,0.0,0.0,0.0,0.0,0.0,,36.0,0.0,12000.0
5514849074,150784105,Num16,0.1472,1034.054,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0
5514849081,150784105,Num33,0.1472,1034.054,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3.0
5514849095,153075609,Player,4.8926,3800.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,860.0
5514849104,151506182,Odd,3.8733,253.6,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,40.0
5514849110,111304225,Player,2638.3768,41200.65,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,10000.0
5514849127,142006751,Player,3.8733,26098.5,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,1000.0
5514849133,127288016,Even,3.8733,717.52,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,50.0
5514849138,123963073,Even,3.8733,350.49,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,350.0
5514849146,129241759,Player,4.8926,97.55,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514849152,152800801,Odd,3.8733,6440.47,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1500.0
5514849159,65489508,Banker,3.8733,299.01,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0
5514849165,151884689,Banker,3.8733,52073.83,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,200.0
5514849171,136253426,Num13_14_15_16_17_18,4.8926,34.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0
5514849184,142514459,W3R1,3.8733,1960.17,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,333.0
5514849190,70015345,Even,4.8926,2900.83,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,150.0
5514849200,130541263,Even,3.8733,1969.6,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,500.0
5514849214,111949237,PPair,4.8926,1441.0,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,60.0
5514849223,63799421,Odd,3.8733,2820.36,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,900.0
5514849228,108032098,Banker,4.8926,323.05,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,100.0
5514849237,85566372,Dozen25_36,4.8926,120.61,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,120.0
5514849242,153389067,TwoDice16,4.8926,260.36,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849249,152861004,Sum12,3.8733,3255.08,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514849256,123019959,Player,3.8733,13400.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,300.0
5514849261,150049429,Banker,3.8733,5201.6,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849275,153393164,DoubleDice4,4.8926,40.31,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849280,115967775,Player,3.8733,302.31,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,0.0
5514849294,151461829,Banker,4.8926,10503.3,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,250.0
5514849305,147958876,Super6,4.8926,616.5,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,40.0
5514849311,153390056,Banker,3.8733,50.5,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849326,151234953,Num32_35,4.8926,57.9,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849332,111958234,Super6,3.8733,428.4,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,10.0
5514849339,115016829,Banker,4.8926,1880.08,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,180.0
5514849347,49987811,PPair,4.8926,1691.845,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,20.0
5514849353,153035212,Tie,4.8926,350.59,0.0,0.0,0.0,0.0,0.0,,907.0,0.0,20.0
5514849358,65407822,Banker,4.8926,290.32,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,80.0
5514849364,150165888,Banker,1.0000,200.65,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,60.0
5514849370,142878253,Banker,4.8926,137.2,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,20.0
5514849385,145870516,Player,4.8926,2500.31,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849391,111958234,PPair,3.8733,278.4,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,10.0
5514849403,78490442,Banker,3.8733,1803.38,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,140.0
5514849408,112138196,Banker,9.0528,1700.6,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,100.0
5514849417,150397737,Banker,3.8733,5585.78,0.0,0.0,0.0,0.0,0.0,,35.0,0.0,100.0
5514849420,130541263,R4,3.8733,1469.6,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514849434,153289809,Odd,1.0000,606.8,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514849441,152874686,Banker,3.8733,594.38,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849455,129911281,Banker,4.8926,215.0,0.0,0.0,0.0,0.0,0.0,,912.0,3.0,35.0
5514849462,153172301,Banker,3.8733,162.45,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849469,152645743,Player,1.0000,200.14,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,20.0
5514849476,105410288,Even,3.8733,21.45,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849483,110359577,Player,3.8733,740.68,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,30.0
5514849488,106086761,PPair,3.8733,600.56,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,10.0
5514849497,149264163,Banker,3.8733,2768.29,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849506,150685668,Big,3.8733,157.56,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,15.0
5514849512,116147226,Odd,3873.2990,2100000.68,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30000.0
5514849519,91143903,Num2,2.6384,1520.16,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849525,91143903,Num11,2.6384,1520.16,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849531,91143903,Num17,2.6384,1520.16,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514849544,91143903,Num36,2.6384,1520.16,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514849550,148077128,Player,4.8926,71.62,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,65.0
5514849567,153357812,Player,309.0231,503000.0,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,100000.0
5514849573,152250331,Player,1.0000,122.04,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,122.0
5514849578,136386912,Banker,3.8733,1082.5,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,0.0
5514849586,90473758,Banker,4.8926,320.02,0.0,0.0,0.0,0.0,0.0,,903.0,1.0,320.0
5514849592,151949361,BPair,3.8733,657.37,0.0,0.0,0.0,0.0,0.0,,903.0,1.0,30.0
5514849599,144103356,Tie,3.8733,1731.95,0.0,0.0,0.0,0.0,0.0,,903.0,1.0,20.0
5514849602,153393331,SuperLucky7,3.8733,903.84,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,10.0
5514849609,152476011,Banker,4.8926,1692.1599,0.0,0.0,0.0,0.0,0.0,,907.0,0.0,0.0
5514849616,147668164,BPair,3.8733,682.47,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,20.0
5514849621,147668619,Super6,4.8926,5046.83,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,40.0
5514849635,135340603,BPair,4.8926,225.1546,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,10.0
5514849640,123591261,Player,3.8733,1422.75,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,20.0
5514849654,151478079,Player,4.8926,298.3,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,20.0
5514849663,151795061,Player,1.0000,100.0,0.0,0.0,0.0,0.0,0.0,,908.0,10.0,100.0
5514849668,148175973,Player,4.8926,148.65,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,40.0
5514849677,137030995,Player,4.8926,1129.7,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,180.0
5514849682,145597131,Player,3.8733,2304.75,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,300.0
5514849689,151628826,Banker,4.8926,553.85,0.0,0.0,0.0,0.0,0.0,,906.0,0.0,90.0
5514849696,153393209,Player,3.8733,66.22,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,20.0
5514849707,139887843,Banker,1.0000,4586.63,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,50.0
5514849713,139887843,Banker,1.0000,4486.63,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,50.0
5514849718,151165674,Player,4.8926,1255.78,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,80.0
5514849724,149312312,Banker,4.8926,1840.4297,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,300.0
5514849730,152021233,Player,3.8733,22.41,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,22.0
5514849745,114031582,Banker,3.8733,170.85,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,65.0
5514849751,151406407,Player,4.8926,800.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,150.0
5514849766,139887843,Banker,1.0000,4186.63,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,50.0
5514849772,149312312,Tie,4.8926,1540.4297,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,40.0
5514849779,148977494,Odd,3.8733,993.35,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,443.0
5514849787,114031582,Tie,3.8733,120.85,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,5.0
5514849793,78874067,Odd,3.8733,216.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,40.0
5514849798,153177034,Banker,1.0000,317.31,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,10.0
5514849801,37296179,W4,3.8733,284.58,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514849815,139887843,Banker,1.0000,4084.13,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,100.0
5514849822,148413137,Even,3.8733,2119.19,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,500.0
5514849829,152967349,PPair,4.8926,862.57,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,40.0
5514849836,31160697,Player,3.8733,9225.36,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,1500.0
5514849843,127779445,Player,1.0000,715.34,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,40.0
5514849848,130461705,Small,1.0000,2298.2,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,50.0
5514849857,145613563,Player,3.8733,2401.63,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,0.0
5514849860,150722156,Small,1.0000,2633.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,50.0
5514849874,144519795,Banker,3.8733,45.1,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,25.0
5514849881,78490442,Banker,3.8733,1730.38,0.0,0.0,0.0,0.0,0.0,,908.0,10.0,110.0
5514849895,118225245,Odd,3.8733,30.21,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,20.0
5514849904,142052273,Banker,3.8733,275.9,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,40.0
5514849910,81265449,Player,4.8926,5032.79,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,500.0
5514849927,148563317,Even,3.8733,5487.67,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1000.0
5514849933,147024350,Player,3.8733,493.59,0.0,0.0,0.0,0.0,0.0,,115.0,2.0,493.0
5514849938,121071541,PPair,0.1472,13.13,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,1.0
5514849946,71190339,Even,3873.2990,118026.2,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,118026.0
5514849952,142514459,Big,3.8733,1960.17,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,250.0
5514849959,108032098,Banker,4.8926,778.05,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,160.0
5514849965,123076168,Player,3.8733,1650.48,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,250.0
5514849971,153260150,Banker,1.0000,77.1,0.0,0.0,0.0,0.0,0.0,,906.0,0.0,20.0
5514849984,153218563,Banker,1.1543,16560.0,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,200.0
5514849990,153376909,BPair,0.6011,119.0,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,6.0
5514850002,152404003,Player,3.8733,261.98,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,40.0
5514850009,152012288,Banker,3.8733,1512.0241,0.0,0.0,0.0,0.0,0.0,,116.0,4.0,500.0
5514850016,150351542,Banker,1.0000,2500.5,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,50.0
5514850021,111958234,Player,3.8733,500.9,0.0,0.0,0.0,0.0,0.0,,8.0,3.0,0.0
5514850035,45246137,Banker,3.8733,300.274,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,90.0
5514850040,36028456,Odd,3.8733,124.42,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,10.0
5514850054,151595741,Lucky7,4.8926,2495.45,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,40.0
5514850063,148076843,Banker,3.8733,6716.39,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,100.0
5514850068,150854919,Lucky7,3.8733,802.22,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,50.0
5514850077,147799812,Player,3.8733,9508.822,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,120.0
5514850082,150598037,Player,0.6011,10738.5,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,40.0
5514850089,98813680,Even,3.8733,400.97,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,200.0
5514850096,152874686,PPair,3.8733,549.38,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,15.0
5514850107,149562643,R3W1,3.8733,1149.27,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,40.0
5514850113,131389050,Small,1.0000,1500.43,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,200.0
5514850118,139236422,Super6,3.8733,105.04,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,10.0
5514850124,153393319,W3R1,3.8733,391.2,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514850130,61568425,Tie,3.8733,1000.3973,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,50.0
5514850145,152861004,Sum8,3.8733,2405.08,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514850151,111304225,Banker,2638.3768,51200.65,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,10000.0
5514850166,139377384,R4,3.8733,20139.247,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,200.0
5514850172,28633698,Odd,3.8733,5206.2695,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514850179,137318340,Odd,3.8733,13039.38,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,200.0
5514850187,101186350,Player,0.1472,12.31,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,2.0
5514850193,146298262,Player,4.8926,56.54,0.0,0.0,0.0,0.0,0.0,,901.0,0.0,20.0
5514850198,153093512,Even,3.8733,91.68,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514850203,97880160,Super6,4.8926,5509.9,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514850208,31160697,Player,3.8733,7725.36,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,1500.0
5514850217,153303100,Odd,3.8733,7112.38,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,110.0
5514850220,152949279,TwoDice14,3.8733,402.58,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514850234,139269992,Kwok34,1.0000,43.735,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,43.0
5514850241,130036975,Nga142,3.8733,2546.495,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,400.0
5514850255,148412863,Even,3.8733,44.94,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,44.0
5514850262,111949237,BPair,4.8926,1031.0,0.0,0.0,0.0,0.0,0.0,,35.0,1.0,100.0
5514850269,142081080,Even,3.8733,25164.64,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1000.0
5514850276,153377310,Player,4.8926,2378.053,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,10.0
5514850283,147668619,Player,4.8926,4516.83,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,350.0
5514850288,126378299,Banker,3.8733,3154.22,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,200.0
5514850297,147958876,Banker,4.8926,816.5,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,250.0
5514850306,145905672,Player,4.8926,1022.7107,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,60.0
5514850312,107744937,Big,2.6384,120.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514850319,114156207,Banker,4.8926,949.22,0.0,0.0,0.0,0.0,0.0,,112.0,6.0,200.0
5514850325,153393319,R3W1,3.8733,330.2,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,10.0
5514850331,153035212,Tie,4.8926,510.59,0.0,0.0,0.0,0.0,0.0,,907.0,0.0,10.0
