交易id,会员,投注选项,赔率,投注额,bet33,bet34,bet35,bet36,bet37,bet38,bet39,bet40,bet41
5514806516,125966696,Player,3.8733,259.7,0.0,0.0,0.0,0.0,0.0,,7.0,3.0,20.0
5514806521,96607701,Banker,4.8926,285.03,0.0,0.0,0.0,0.0,0.0,,116.0,0.0,65.0
5514806535,152877033,Big,3.8733,754.34,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,250.0
5514806540,113690015,Tie,4.8926,523.95,0.0,0.0,0.0,0.0,0.0,,911.0,0.0,10.0
5514806554,147483269,Tie,3.8733,207250.09,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,2000.0
5514806563,70015345,Big,4.8926,890.83,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,90.0
5514806568,153326601,Player,3.8733,415.15,0.0,0.0,0.0,0.0,0.0,,7.0,3.0,415.0
5514806577,125966696,Super6,3.8733,189.7,0.0,0.0,0.0,0.0,0.0,,7.0,3.0,10.0
5514806582,131452107,Banker,3.8733,150.84,0.0,0.0,0.0,0.0,0.0,,7.0,3.0,50.0
5514806589,114814667,Player,4.6832,690.5,0.0,0.0,0.0,0.0,0.0,,903.0,0.0,300.0
5514806596,147668619,Lucky7,4.8926,1007.53,0.0,0.0,0.0,0.0,0.0,,913.0,0.0,50.0
5514806606,128948623,BankerDragonBonus,4.6832,4200.35,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,0.0
5514806612,152567084,Player,3.8733,43.12,0.0,0.0,0.0,0.0,0.0,,31.0,11.0,10.0
5514806619,126378299,PPair,3.8733,3710.22,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,20.0
5514806625,143585999,Tie,4.8926,840.88,0.0,0.0,0.0,0.0,0.0,,911.0,0.0,10.0
5514806631,150984701,BPair,3.8733,50.59,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,50.0
5514806644,96607701,Tie,4.8926,220.03,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,10.0
5514806650,120552004,Tie,4.8926,5600.16,0.0,0.0,0.0,0.0,0.0,,913.0,0.0,10.0
5514806667,143381099,Super6,3.8733,152.16,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,40.0
5514806673,123416030,Banker,4.6832,972.5,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,30.0
5514806678,153392112,SuperLucky7,3.8733,10.02,0.0,0.0,0.0,0.0,0.0,,901.0,0.0,10.0
5514806686,90569387,Banker,0.6011,230.16,0.0,0.0,0.0,0.0,0.0,,35.0,10.0,25.0
5514806692,124513577,Player,4.6832,42384.3,0.0,0.0,0.0,0.0,0.0,,35.0,10.0,50.0
5514806699,153097283,Dragon,4.8926,1200.13,0.0,0.0,0.0,0.0,0.0,,3.0,10.0,100.0
5514806703,150004329,Player,4.8926,515.75,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,215.0
5514806708,153391814,Player,4.6832,21760.0,0.0,0.0,0.0,0.0,0.0,,901.0,0.0,1500.0
5514806717,146671482,Banker,3.8733,6341.51,0.0,0.0,0.0,0.0,0.0,,35.0,10.0,100.0
5514806720,101211241,Player,3.8733,5050.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,250.0
5514806734,151113231,W3R1,3.8733,1704.61,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,60.0
5514806741,103517820,Even,3.8733,9980.46,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2800.0
5514806755,137482327,Banker,4.8926,182.77,0.0,0.0,0.0,0.0,0.0,,903.0,0.0,10.0
5514806762,153391205,Player,4.8926,154.0,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,40.0
5514806769,129844556,SuperLucky7,4.8926,217.34,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,10.0
5514806776,122585575,Even,3.8733,756.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,400.0
5514806783,135114777,Banker,4.8926,1717.27,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,400.0
5514806788,116580617,Lucky7,3.8733,1042.91,0.0,0.0,0.0,0.0,0.0,,901.0,0.0,20.0
5514806797,142478759,Banker,3.8733,2708.95,0.0,0.0,0.0,0.0,0.0,,35.0,10.0,55.0
5514806805,141621532,Player,1.0000,60497.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,3000.0
5514806811,153391163,Player,1.0000,3077.55,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,200.0
5514806826,147164982,Odd,3.8733,1964.055,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,360.0
5514806832,148126694,Banker,3.8733,1186.56,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,300.0
5514806839,61183445,Player,4.6832,3912.9,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2000.0
5514806847,126378299,Banker,3.8733,3770.22,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,100.0
5514806853,148469122,Banker,3.8733,703.81,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,400.0
5514806858,18913436,Banker,4.8926,26000.92,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,50.0
5514806864,25811288,Odd,3.8733,40.76,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,20.0
5514806870,153392084,Kwok23,3.8733,501.83,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,30.0
5514806885,142519311,Player,3.8733,502.35,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,40.0
5514806891,153323419,Banker,1.0000,836.0,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,200.0
5514806900,153012236,Tie,0.6011,304.82,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,5.0
5514806914,147848327,Banker,3.8733,1152.42,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,200.0
5514806923,148424754,Banker,4.8926,680.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,200.0
5514806928,129510359,Even,3.8733,1289.03,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,300.0
5514806937,111862080,PPair,4.8926,2482.52,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,50.0
5514806942,150884902,Nim42,1.1543,1613.25,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,300.0
5514806949,122782497,Banker,3.8733,121218.55,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,2300.0
5514806956,146671482,Banker,3.8733,6436.51,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,100.0
5514806961,152984849,Banker,4.8926,1163.48,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,350.0
5514806975,148272912,Banker,1.0000,308.58,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,38.0
5514806980,151599202,Tie,3.8733,10889.58,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,100.0
5514806994,153392064,Kwok14,3.8733,491.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,28.5
5514807003,95490418,Ssh234,4.8926,787.9,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,180.0
5514807008,147848327,BPair,3.8733,952.42,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,50.0
5514807017,4731075,Column1,3.8733,350.3,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,200.0
5514807020,115967775,Banker,3.8733,677.31,0.0,0.0,0.0,0.0,0.0,,8.0,11.0,0.0
5514807034,128948623,Banker,4.6832,4385.35,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,400.0
5514807041,133701817,BPair,4.8926,630.88,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,20.0
5514807055,119951357,BPair,4.8926,8226.18,0.0,0.0,0.0,0.0,0.0,,33.0,3.0,100.0
5514807062,127470497,Num33_36,3.8733,204.07,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807069,105940221,Nga123,4.8926,5037.58,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,475.0
5514807076,142159077,Player,3.8733,2027.74,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,1500.0
5514807083,118357907,Banker,1.0000,13777.36,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,2000.0
5514807088,146903645,Dragon,3.8733,1504.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,500.0
5514807097,152854774,PPair,4.8926,170.95,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,10.0
5514807106,153260150,Player,1.0000,1880.6,0.0,0.0,0.0,0.0,0.0,,33.0,3.0,200.0
5514807112,152043522,Num31,309.0231,56771.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1000.0
5514807119,104111345,Tie,4.8926,700.6391,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,50.0
5514807125,123416030,Banker,4.6832,1001.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,30.0
5514807131,149406361,PPair,4.8926,40.22,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,1.0
5514807144,140040686,Player,4.8926,5.09,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0
5514807150,114601491,Player,4.8926,840.63,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,60.0
5514807167,23462019,Num18,4.8926,99.93,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0
5514807173,23462019,Num26,4.8926,99.93,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0
5514807178,23462019,Num29,4.8926,99.93,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0
5514807186,23462019,Num35,4.8926,99.93,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0
5514807192,110823401,Player,3.8733,844.67,0.0,0.0,0.0,0.0,0.0,,912.0,0.0,40.0
5514807199,93613436,Banker,1.0000,771.29,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,30.0
5514807202,120552004,Tie,4.8926,5882.91,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,10.0
5514807209,146073271,Banker,4.8926,2286.0,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,200.0
5514807216,4731075,Num4,3.8733,140.3,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807221,4731075,Num19,3.8733,140.3,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807235,147483269,Tie,3.8733,175250.09,0.0,0.0,0.0,0.0,0.0,,33.0,3.0,1000.0
5514807240,149366666,Ssh124,0.1289,302.98,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.31
5514807254,153392126,Kwok34,3.8733,1019.03,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,500.0
5514807263,134799551,Banker,4.8926,699.77,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,30.0
5514807268,127829185,Player,1.0000,2805.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,100.0
5514807277,152043522,Num11_12_14_15,309.0231,48771.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1000.0
5514807282,37296179,Odd,3.8733,409.38,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,30.0
5514807289,151876107,W3R1,3.8733,102.71,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,50.0
5514807296,114111849,BPair,4.8926,724.27,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,30.0
5514807307,153392122,Player,4.8926,195.68,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,50.0
5514807313,152352973,Banker,4.8926,95.0,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,95.0
5514807318,152043522,Num31_32_34_35,309.0231,44771.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1000.0
5514807324,127678917,Banker,4.8926,576.47,0.0,0.0,0.0,0.0,0.0,,33.0,3.0,20.0
5514807330,104111345,Banker,4.8926,650.6391,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,50.0
5514807345,151234953,Num19_20_22_23,4.8926,200.9,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807351,151234953,Big,4.8926,200.9,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807366,151164524,PPair,4.8926,143.0245,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,10.0
5514807372,150389642,Banker,3.8733,23938.42,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,3000.0
5514807379,25935408,Num0,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807387,25935408,Num8,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807393,25935408,Num12,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807398,25935408,Num17,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807401,25935408,Num20,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807415,25935408,Num32,0.6011,810.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807422,143579988,Player,1.0000,318.08,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,318.0
5514807429,139343192,W3R1,3.8733,666.94,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,30.0
5514807436,99487840,Odd,3.8733,2996.02,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,70.0
5514807443,153391693,Banker,3.8733,11865.95,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,3000.0
5514807448,129583219,PPair,3.8733,1768.85,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,10.0
5514807457,123591261,Player,3.8733,1717.25,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807460,17658682,Banker,0.6011,2687.0,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,80.0
5514807474,153392012,Num24,4.8926,165.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514807481,150024289,Num23,2.6384,444.18,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0
5514807495,116147226,Odd,3873.2990,507506.68,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100000.0
5514807504,149071701,Banker,3.8733,4771.2,0.0,0.0,0.0,0.0,0.0,,113.0,0.0,100.0
5514807510,147490142,Banker,3.8733,4302.73,0.0,0.0,0.0,0.0,0.0,,113.0,0.0,100.0
5514807527,123799783,Player,4.8926,160.12,0.0,0.0,0.0,0.0,0.0,,115.0,3.0,20.0
5514807533,89563550,Odd,3.8733,5539.47,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,500.0
5514807538,118225245,Odd,3.8733,30.33,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,20.0
5514807546,142182560,Odd,3.8733,470.92,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514807552,153024691,PPair,4.8926,1640.17,0.0,0.0,0.0,0.0,0.0,,913.0,0.0,10.0
5514807559,153097283,Dragon,4.8926,1300.13,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,50.0
5514807565,146626416,Banker,1.0000,4290.32,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,200.0
5514807571,144071399,Player,3.8733,400.2,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,50.0
5514807584,126378299,PPair,3.8733,3685.22,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,20.0
5514807590,148685270,Even,3.8733,882.44,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,200.0
5514807600,134733066,Banker,0.6011,9.34,0.0,0.0,0.0,0.0,0.0,,911.0,1.0,3.0
5514807614,149448442,SuperLucky7,4.8926,345.57,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0
5514807623,111645889,Lucky7,4.8926,306.73,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,20.0
5514807628,142050794,Player,3.8733,781.25,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,40.0
5514807637,142519311,Tie,3.8733,522.35,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,10.0
5514807642,18913436,Banker,4.8926,26048.42,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,79.0
5514807649,152786093,Banker,1.0000,1146.75,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,146.0
5514807656,142047305,Player,3.8733,432.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,30.0
5514807661,153007585,Player,4.8926,3900.63,0.0,0.0,0.0,0.0,0.0,,113.0,0.0,1000.0
5514807675,148139975,PPair,4.8926,25605.26,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,50.0
5514807680,122657819,Banker,3.8733,1944.8,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,200.0
5514807694,150063384,Banker,3.8733,4286.98,0.0,0.0,0.0,0.0,0.0,,36.0,0.0,100.0
5514807705,152708895,Player,4.6832,2684.53,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,100.0
5514807711,75115160,Player,3.8733,785.25,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,400.0
5514807726,151940486,Banker,4.8926,800.2,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,100.0
5514807732,17658682,Banker,0.6011,2607.0,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,80.0
5514807739,144430989,Player,4.8926,445.15,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,50.0
5514807747,111669621,PPair,4.8926,1005.64,0.0,0.0,0.0,0.0,0.0,,37.0,0.0,100.0
5514807753,136079080,Dragon,4.8926,2000.05,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,500.0
5514807758,153283275,BPair,0.1472,30.27,0.0,0.0,0.0,0.0,0.0,,8.0,11.0,1.0
5514807764,128797079,Tie,3.8733,1009.87,0.0,0.0,0.0,0.0,0.0,,8.0,11.0,10.0
5514807770,138048593,Player,3.8733,201.37,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,191.0
5514807785,123591261,Player,3.8733,1721.75,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,15.0
5514807791,146517701,Player,3.8733,24500.5,0.0,0.0,0.0,0.0,0.0,,901.0,5.0,100.0
5514807803,151876107,Odd,3.8733,282.63,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,60.0
5514807808,146671482,Banker,3.8733,6136.51,0.0,0.0,0.0,0.0,0.0,,901.0,5.0,100.0
5514807817,146975331,Banker,0.6011,980.0,0.0,0.0,0.0,0.0,0.0,,901.0,5.0,40.0
5514807820,137791415,Player,4.8926,8009.5,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,500.0
5514807834,148424754,Banker,4.8926,370.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,100.0
5514807841,143101918,Player,3.8733,130.07,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,60.0
5514807855,96607701,Banker,4.8926,425.03,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,90.0
5514807862,63093963,Player,4.8926,5045.45,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,1545.0
5514807869,151802112,Player,4.8926,1618.9597,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,100.0
5514807876,153391293,Banker,4.8926,218.0684,0.0,0.0,0.0,0.0,0.0,,901.0,5.0,110.0
5514807883,152746321,Player,0.1472,8431.18,0.0,0.0,0.0,0.0,0.0,,907.0,0.0,150.0
5514807888,135080754,Banker,1.0000,650.14,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,100.0
5514807897,123799783,Player,4.8926,180.12,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,60.0
5514807906,103517820,Odd,3.8733,17468.46,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1400.0
5514807912,153376909,Lucky7,0.6011,50.0,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,15.0
5514807919,147004364,Banker,1.0000,463.95,0.0,0.0,0.0,0.0,0.0,,116.0,1.0,13.0
5514807925,128948623,BankerDragonBonus,4.6832,3035.35,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,35.0
5514807931,146748029,Big,3.8733,216.63,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,516.0
5514807944,127829185,Player,1.0000,2905.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514807950,149406361,Tie,4.8926,38.22,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,1.0
5514807967,133701817,PerfectPair,4.8926,634.88,0.0,0.0,0.0,0.0,0.0,,905.0,0.0,10.0
5514807973,152413642,Odd,3.8733,2032.85,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,30.0
5514807978,122593459,W4,3.8733,805.81,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,20.0
5514807986,114111849,Lucky7,4.8926,848.27,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,20.0
5514807992,129784783,Small,3.8733,403.55,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100.0
5514807999,152764047,Banker,3.8733,3291.32,0.0,0.0,0.0,0.0,0.0,,3.0,4.0,500.0
5514808002,108610730,Player,4.8926,10.25,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,7.0
5514808009,116147226,Odd,3873.2990,607506.68,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,100000.0
5514808016,152784258,SuperLucky7,3.8733,903.6,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,100.0
5514808021,137030995,Player,4.8926,803.2,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,170.0
5514840778,153393085,Player,3.8733,188.2,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514840786,144103356,BPair,3.8733,1951.95,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,10.0
5514840792,152158980,Banker,3.8733,108.5,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514840799,93833005,Tie,4.8926,1334.13,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,20.0
5514840800,93833005,BPair,4.8926,1334.13,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,20.0
5514840814,146073271,Player,4.8926,3393.5,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,200.0
5514840823,147170747,Player,4.8926,100.73,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
5514840828,143539987,Banker,0.1472,30.82,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,5.0
5514840837,121071541,Player,0.1472,19.28,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,1.0
5514840842,150669382,Banker,4.8926,10.88,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,5.0
5514840849,128807380,Banker,4.8926,36.52,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,16.0
5514840856,152146230,Player,0.1472,12.38,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,1.0
5514840861,142052273,Banker,3.8733,185.9,0.0,0.0,0.0,0.0,0.0,,911.0,10.0,60.0
5514840875,120552004,BPair,4.8926,7975.16,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,10.0
5514840880,7462908,Banker,3.8733,209.41,0.0,0.0,0.0,0.0,0.0,,113.0,6.0,30.0
5514840894,147668619,Super6,4.8926,3755.83,0.0,0.0,0.0,0.0,0.0,,911.0,10.0,40.0
5514840905,150040068,Banker,1.0000,2698.39,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,30.0
5514840911,152476011,Banker,4.8926,852.1599,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,500.0
5514840926,148905821,Lucky7,3.8733,5014.6,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,300.0
5514840932,63093963,Banker,4.8926,9930.45,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,1600.0
5514840939,133892526,Small,3873.2990,1900817.26,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,200000.0
5514840947,78490442,Banker,3.8733,2600.38,0.0,0.0,0.0,0.0,0.0,,911.0,10.0,130.0
5514840953,114219666,Player,4.8926,1438.75,0.0,0.0,0.0,0.0,0.0,,912.0,0.0,75.0
5514840958,30660468,Small,0.6011,110.1627,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
5514840964,153374701,Banker,4.8926,1400.95,0.0,0.0,0.0,0.0,0.0,,911.0,10.0,100.0
5514840970,135174823,Banker,3.8733,10185.9,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,350.0
5514840985,115967775,Banker,3.8733,511.31,0.0,0.0,0.0,0.0,0.0,,910.0,3.0,0.0
5514840991,125578607,PPair,3.8733,230.5,0.0,0.0,0.0,0.0,0.0,,910.0,3.0,20.0
5514841006,65407822,PPair,4.8926,857.82,0.0,0.0,0.0,0.0,0.0,,912.0,0.0,50.0
5514841012,23174162,Player,3.8733,1954.6116,0.0,0.0,0.0,0.0,0.0,,31.0,0.0,450.0
5514841019,153392753,Banker,4.8926,48.8013,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,10.0
5514841025,139715383,Player,4.8926,248.95,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,40.0
5514841031,147901898,Player,3.8733,400.19,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,100.0
5514841044,149477078,Player,4.8926,300.5,0.0,0.0,0.0,0.0,0.0,,908.0,10.0,200.0
5514841050,139887843,Banker,1.0000,5951.63,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,50.0
5514841067,139237618,Player,4.8926,1501.0,0.0,0.0,0.0,0.0,0.0,,906.0,0.0,1000.0
5514841073,97944775,PPair,4.8926,10880.22,0.0,0.0,0.0,0.0,0.0,,116.0,3.0,50.0
5514841078,153168652,Tie,4.8926,1351.3,0.0,0.0,0.0,0.0,0.0,,32.0,0.0,50.0
5514841086,129085249,Player,3.8733,1460.65,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,360.0
5514841092,151541585,R3W1,3.8733,736.72,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,150.0
5514841099,150049125,AllLeopard,3.8733,312.4017,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,50.0
5514841103,151049195,Banker,4.8926,2708.51,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,200.0
5514841108,151838630,Player,3.8733,782.01,0.0,0.0,0.0,0.0,0.0,,33.0,2.0,280.0
5514841117,151186876,Banker,4.8926,2824.4831,0.0,0.0,0.0,0.0,0.0,,908.0,10.0,300.0
5514841120,76342950,Player,3.8733,4301.43,0.0,0.0,0.0,0.0,0.0,,115.0,0.0,500.0
5514841134,115059896,Super6,4.8926,1823.3984,0.0,0.0,0.0,0.0,0.0,,912.0,0.0,50.0
5514841141,99487840,Odd,3.8733,177.11,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,50.0
5514841155,148977494,Even,3.8733,1800.35,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,300.0
5514841162,15759757,Banker,3.8733,2000.22,0.0,0.0,0.0,0.0,0.0,,112.0,0.0,200.0
5514841169,142532245,Odd,3.8733,2212.8,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,200.0
5514841176,101518355,R4,3.8733,345.05,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,20.0
5514841183,126378299,Player,3.8733,2009.22,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,500.0
5514841188,101746773,SuperLucky7,4.8926,3.42,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,1.0
5514841197,142087977,W4,3.8733,1341.42,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,100.0
5514841207,34619228,Banker,4.8926,2320.65,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,320.0
5514841213,153392355,Player,3.8733,300.7,0.0,0.0,0.0,0.0,0.0,,33.0,2.0,50.0
5514841218,142211613,Player,3.8733,50.44,0.0,0.0,0.0,0.0,0.0,,907.0,3.0,10.0
5514841224,133654305,Player,1.0000,4636.63,0.0,0.0,0.0,0.0,0.0,,33.0,2.0,600.0
5514841230,153389067,TwoDice45,4.8926,300.36,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,10.0
