__source_pk,dt,id,time,bet02,bet05,bet13,bet14,bet15,bet41,bet18,bet19,bet20,bet21,bet22,bet23,bet24,bet25,bet26,bet27,bet28,bet29,bet30,bet31,bet32,bet10,bet11,category,count,risk,orders,source_db,source_table,ods_table_name,sync_time
391522487,2026-07-17,391522487,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 20:05:18
391395269,2026-07-17,391395269,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 14:26:09
391602853,2026-07-17,391602853,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 23:23:45
391632233,2026-07-17,391632233,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-18 02:19:35
391363743,2026-07-17,391363743,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 12:24:43
391675521,2026-07-17,391675521,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-18 05:07:51
391453339,2026-07-17,391453339,2026-07-17,108,103517820,772990.0000,728179.2000,0.0000,767990.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,400,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 17:19:07
391286386,2026-07-17,391286386,2026-07-17,108,103517820,451620.0000,468988.8000,0.0000,446620.0000,4298,4299,4300,43048,43159,96.0000,96.0000,96.0000,95.0000,95.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24,3.8733,1,246,0,0,a168,dailyreport_member,ods_a168_dailyreport_member,2026-07-17 04:57:51
