member_id,Recency,Frequency,Monetary
136199045,22,6314,791833.0000
139516257,125,22,1480.0000
147542582,121,144,12300.0000
147455730,13,827,20646.0000
114180068,0,4345,240926.0000
141792344,0,9900,218013.0000
147248284,0,19857,1214784.0000
147671480,93,463,57248.0000
134596005,8,690,51487.0000
143335474,1,38464,3581703.0000
145369771,2,6512,1021970.0000
119978391,1,21310,503018.0000
136810629,38,399,16662.0000
70020813,46,532,28664.0000
130151694,8,4619,791673.0000
139388621,11,124,26913.0000
139003749,123,43,1884.0000
145211550,73,3596,2976720.0000
112114041,4,2492,250317.0000
140735692,33,6,342.0000
142020620,1,2928,138081.0000
115895032,0,1100,165407.0000
147671824,124,43,4300.0000
147671727,124,4,340.0000
123840964,0,6617,657904.0000
141950458,89,1106,3052060.0000
137454647,107,25,1073.0000
136410110,0,14468,368345.0000
142048316,110,346,21775.0000
128794615,124,24,972.0000
132340516,124,21,706.0000
147671730,124,71,2462.0000
147584599,34,155,9732.0000
8004058,75,4913,162057174.0000
142382331,102,723,39412.0000
147456636,0,659,19650.0000
146926667,124,101,12346.0000
143638300,10,180,4749.0000
147672588,124,10,390.0000
113712857,67,7084,217581.0000
131273765,1,5427,111430.0000
114052882,45,7859,2977813.0000
117394875,0,2612,499706.0000
141517589,70,302,51031.0000
80385852,1,88347,1988820.0000
147624069,94,164,33283.0000
119055820,44,60,3640.0000
5648004,0,9651,1046805566.0000
144792456,84,55,1859.0000
134123598,17,732,98363.0000
146726346,3,2072,4105112.0000
138038354,11,22632,246859.0000
83145952,25,3670,504531.0000
130484785,15,5694,159265425.0000
136756798,64,7676,474237.0000
129191690,0,4164,6585145.0000
117906956,91,2,26.0000
124101483,48,6993,2587264.0000
146391378,1,3126,643826.0000
125004734,46,149,308993.0000
109026341,8,29773,156626.0000
110543340,83,1826,114562.0000
124641067,9,301,197302.0000
121212474,3,1127,18439.0000
147712193,123,8,320.0000
136174832,4,2132,933212.0000
142106543,2,3458,119374.0000
122865898,20,26357,566494.0000
141265445,85,2341,108447.0000
142541763,9,1061,439633.0000
147447896,1,12594,2656666.0000
147300078,106,173,209.0000
140331943,67,340,41944.0000
142897351,8,1994,763591.0000
147677092,124,20,2000.0000
137517040,76,2637,305089.0000
147675965,1,301,146659.0000
144367295,106,1752,62532.0000
27276362,14,1200,1890040.0000
142365685,64,1894,239602.0000
142019108,1,1660,257700.0000
142093089,1,3568,1145927.0000
98347438,2,20366,1883626.0000
133200704,107,12,4540.0000
147677604,124,8,520.0000
131859512,9,2013,167765.0000
125572617,58,2644,1132811.0000
136610153,3,8570,2187255.0000
130109786,0,1053,407838.0000
147677884,122,46,1547.0000
147678022,111,4718,9872450000.0000
143220005,84,132,35727.0000
146505880,108,2939,33614.0000
147452233,5,1187,204486.0000
135097314,3,4277,1657024.0000
132681435,3,4399,1240919.0000
147234454,124,85,7523.0000
140595712,124,40,1038.0000
146852468,103,164,57485.0000
142832329,4,1620,44642.0000
147171151,4,2174,12043269.0000
147549892,0,5048,827625.0000
125215055,35,905,103306.0000
137714111,4,15256,7564873.0000
126408889,110,333,9004.0000
50047465,1,2481,1985071.0000
126626194,38,2333,733729.0000
142010122,9,2490,145705.0000
67395694,115,17,700.0000
120200255,1,2361,347744.0000
110478519,55,1690,219229.0000
140606612,0,2968,215907.0000
142780629,0,309,6887.0000
148052333,115,8,520.0000
147806342,111,2889,102339.0000
147337348,46,6193,316612.0000
135570130,107,998,284744.0000
147793460,24,208,10577.0000
143897031,24,66,14699.0000
135591540,14,58,3022.0000
144552655,113,112,14060.0000
40283786,31,222,31498.0000
147777720,58,51489,93575430.0000
142913674,18,225,8614.0000
87051570,0,1710,18574.0000
114480560,2,10709,155035.0000
148043993,8,15473,293025.0000
79088375,3,7108,1026998.0000
133958474,25,89,111150.0000
148033557,56,235,238522.0000
68572675,17,1971,515820.0000
135084485,111,5,3678.0000
129482235,1,323,209651.0000
127548223,2,529,188694.0000
144658440,115,25,1290.0000
142012422,34,2254,3849234.0000
147988371,114,154,3835.0000
146809457,99,5,1476.0000
124579473,0,2820,229755.0000
142144813,0,2520,131992.0000
106454795,8,1853,42950.0000
148052919,115,17,510.0000
142603502,89,8897,806809.0000
81527006,0,24180,892246.0000
114720138,120,241,236867.0000
147622792,46,622,2156.0000
142047914,0,12256,2941014.0000
140716484,8,496,63146.0000
115666881,125,67,8150.0000
147623278,94,11,1078.0000
147264717,85,141,20555.0000
21977974,52,2770,6734.0000
144421527,62,4,104.0000
94562862,3,241,31008.0000
123422187,44,277,35818.0000
108847080,0,883,468670.0000
60852264,1,4481,91556.0000
125117849,9,5962,310921.0000
129770566,38,10532,804207.0000
145344787,90,2369,106891.0000
147556672,120,50,33600.0000
100204973,39,4155,5771272.0000
131453338,125,6,3000.0000
147628100,125,5,120.0000
147628164,125,9,720.0000
147627654,122,171,67794.0000
125924418,54,6396,6716697.0000
31348893,42,1581,52160.0000
147483617,82,286,76830.0000
123732886,3,2497,1170183.0000
147627653,125,80,8696.0000
113519235,5,5517,2520798.0000
147601011,54,10256,5581039.0000
135946301,0,5360,1158254.0000
114342769,3,1996,225584.0000
131095247,0,2297,2117432.0000
139311328,21,289,344585.0000
147628773,125,10,502.0000
137587604,125,5,90.0000
116326099,1,2408,91964.0000
147628891,125,2,570.0000
142827508,44,134,11545.0000
147362588,99,566,12604012.0000
147629010,125,4,540.0000
142440348,103,440,846.0000
147329264,91,229,68043.0000
143635314,19,180,61633.0000
24962448,123,2,150.0000
147003664,85,82,12000.0000
147711936,123,37,2080.0000
147712709,45,539,210009.0000
147453243,71,498,149048.0000
147712697,123,80,19720.0000
147712822,42,179,85721.0000
111626997,99,1664,320032.0000
120021926,2,567,21095.0000
145766790,5,89,16459.0000
146999095,86,399,649443.0000
100402211,74,283,109102.0000
147534706,5,258,9717.0000
132849236,62,7328,12561425000.0000
146496726,109,430,32566.0000
147677114,124,20,2000.0000
67438022,4,2366,567361.0000
147677736,124,1,227.0000
145803624,0,3024,1598092.0000
144259335,11,887,34375.0000
119052847,6,18705,686970.0000
147678361,124,16,620.0000
147678371,124,3,200.0000
145391145,0,1735,150823.0000
147678358,124,16,620.0000
147675326,124,9,1350.0000
147676007,123,190,18389.0000
83406217,0,6532,173810.0000
147678534,124,7,2600.0000
146463409,122,127,7230.0000
146700090,124,34,36800.0000
144821426,15,316,15380.0000
67568963,14,2902,1040765.0000
50499645,7,1297,90539.0000
137303477,6,23080,976815.0000
102366762,3,59,2073.0000
142278472,0,11154,645053.0000
147751301,84,460,80910.0000
147925779,112,233,6301.0000
142014387,0,796,45412.0000
147405234,77,8407,269104.0000
147538652,33,4867,608336.0000
147920194,111,1410,669837.0000
147926133,118,1,188.0000
72780297,35,828,31128.0000
121690455,-1,16280,585233.0000
114564698,118,562,8609.0000
142043171,23,1522,17593.0000
147513182,0,204,26403.0000
142323647,0,375,72786.0000
75004537,0,19180,1975662.0000
121345749,0,8369,704476.0000
134611684,0,24054,1449912.0000
147626457,7,2325,147783.0000
139548670,11,15048,662489.0000
144822796,12,209,44655.0000
147926845,90,91,7201.0000
147304233,108,568,35794.0000
145900785,6,165,32826.0000
104412653,2,1745,28367502.0000
130971813,13,2392,1537072.0000
132146748,82,646,21667.0000
148053804,115,8,29.0000
122671225,0,17218,14188375.0000
147849121,39,2345,605040.0000
84001165,14,30,4009.0000
137412242,68,618,604315189.0000
145672084,49,3542,733104.0000
143742108,115,34,5051.0000
142018798,1,1469,154651.0000
145758057,93,18,249.0000
140944254,5,571,648313.0000
145819641,3,14194,445245.0000
128982258,7,472,482434.0000
146892942,114,1081,182822.0000
147443664,101,1103,43388.0000
143951432,19,309,44385.0000
147837736,19,95,15800.0000
41365223,10,5359,1409834.0000
136216073,60,481,19224.0000
147893362,10,225,376.0000
147001744,9,1047,35103.0000
90785008,59,3389,402777.0000
102684640,2,749,816199.0000
117350774,53,832,1092486.0000
110191724,113,169,14915.0000
109846130,7,3637,646521.0000
148054925,0,5818,239969.0000
78895061,19,666,271960.0000
142999939,50,981,16299.0000
148191482,112,8,1021.0000
148191309,105,259,5383.0000
133907411,56,834,161510.0000
132169427,1,33844,795031.0000
144300403,31,1887,653566.0000
147515303,75,3203,143263.0000
143644626,91,51,5150.0000
142142921,-1,4281,876025.0000
26491812,2,10577,410617429.0000
147903516,66,48,6400.0000
148166112,64,946,877331.0000
145891172,71,2290,152223.0000
138023447,14,393,317700.0000
147584536,0,1801,144721.0000
147126955,13,300,10684.0000
148088754,100,160,17430.0000
82940900,2,1574,255243.0000
142012291,0,5115,1050883.0000
148143812,12,1646,116430.0000
148019793,0,19282,619984.0000
147266954,104,8,340.0000
146403719,45,5376,509006.0000
147913780,10,949,143129.0000
148192387,112,3,90.0000
148026675,92,220,8226.0000
148186268,112,140,6270.0000
124059654,60,965,476278.0000
98813680,1,159,101026.0000
129589061,0,23517,4050554.0000
134831116,21,3140,304206.0000
110305085,9,12,170.0000
97967357,0,4541,23699665.0000
125539705,37,382,192361.0000
123932171,10,18340,8967818.0000
147606345,101,919,67450.0000
99525830,69,337,21949.0000
147383175,2,2866,96589.0000
116085674,0,2041,164688.0000
145144412,0,705,244353.0000
147554938,125,116,13882.0000
16511072,0,48485,427009.0000
144465224,28,187,32431948.0000
147580087,125,20,300.0000
110069445,0,346,1296.0000
147636656,85,55,2798.0000
147005813,63,328,107891.0000
147637020,119,53,19200.0000
147632708,125,8,520.0000
100277041,24,634,425396.0000
146244532,2,54,10459.0000
147295189,80,81,3832.0000
146276932,111,108,4673.0000
101315781,23,3785,80934.0000
131515167,3,6166,307769.0000
146306697,6,941,2354.0000
146383617,4,2046,1007409.0000
147633070,125,2,70.0000
125272022,115,280,6381.0000
147633103,125,17,1261.0000
147633134,125,5,250.0000
87880282,14,269,17000.0000
125536694,31,484,302278.0000
41815764,2,711,20809918.0000
124796356,103,20,19830.0000
147541162,86,41,4290.0000
139198092,115,31,2073.0000
113972286,110,91,18507.0000
51772679,81,258,28376.0000
147920323,112,446,84563.0000
142935544,72,1907,275667.0000
135821830,0,1301,240683.0000
73457355,43,334,185232.0000
65288364,58,3843,114765.0000
148189531,112,12,819.0000
148050921,35,217,21419.0000
146146900,111,358,13203102.0000
94283855,-1,5910,539088.0000
148188755,110,183,6110.0000
130015889,9,3868,493385.0000
148189623,112,7,369.0000
147984507,74,869,25100.0000
136536816,85,498,89976122.0000
142638610,45,1199,6023455.0000
122578576,0,5406,23000016.0000
147315227,51,474,90170.0000
122906997,11,1008,359307.0000
121759089,108,64,18696.0000
147637254,105,7,2378.0000
106862130,125,5,321.0000
146413290,66,313,15195.0000
104500178,0,3345,24317034.0000
122100934,0,16501,529131.0000
116254431,42,98,10419.0000
98660814,0,3215,1140045.0000
146756420,44,475,700020.0000
147959619,117,8,1040.0000
147927053,9,2610,519107.0000
147959669,117,8,600.0000
145979650,6,1574,95353.0000
147959843,117,8,520.0000
147959020,117,4,521.0000
66011378,0,8531,715779.0000
145723837,1,3983,1276336.0000
147260443,112,199,8054.0000
122651778,0,26962,641657.0000
146244321,117,1,50.0000
117404247,108,440,30851.0000
147960106,117,8,320.0000
135461168,97,763,448527.0000
147959675,117,15,839.0000
147959757,117,8,400.0000
147960406,117,1,30.0000
147959935,117,44,61.0000
114041883,0,2399,319723.0000
117834912,28,2451,167739.0000
146807602,117,36,2200.0000
148082029,74,8733,941498.0000
148097435,84,12110,156698.0000
146833809,0,1282,368288.0000
146332181,0,1106,89146.0000
127987375,53,64,20938.0000
147109668,109,14,218.0000
146599444,45,231,61275.0000
106380768,34,1477,168857.0000
85851745,3,1884,2368745.0000
7479184,0,6262,840602.0000
145458285,36,449,19132.0000
148146742,113,12,920.0000
139622964,7,602,366990.0000
90244597,87,405,52200.0000
140433372,109,64,5566.0000
144288333,110,143,5392.0000
92566309,0,998,45669.0000
148147481,113,3,300.0000
148147526,113,8,520.0000
148147488,113,6,172.0000
145024481,3,1341,37280.0000
144053488,91,555,16264.0000
148147553,113,7,3562.0000
145100074,111,735,2385554.0000
132408701,1,299,86619.0000
146041380,21,1527,16216.0000
111787430,49,339,88884.0000
147662705,29,4070,1341725.0000
143645256,6,151,28713.0000
134297219,0,34771,887410.0000
148270350,110,7,1970.0000
146853821,31,70,3841.0000
122694557,4,1550,1007143.0000
132710253,1,948,211010.0000
138055258,110,15,240.0000
147714969,0,10603,976871.0000
122563382,110,444,34512.0000
146930071,6,1953,3214743.0000
148000291,1,4804,232578.0000
124835041,0,19076,6529968.0000
145271249,109,1275,51920.0000
137638317,13,85,3191.0000
147781906,15,247,77513.0000
146307599,73,9246,1801125.0000
92183530,0,537,42997.0000
124065441,107,1133,688352.0000
139071743,0,1985,180870.0000
115747506,113,76,2608.0000
148148437,113,5,273.0000
137425332,8,1471,216890.0000
148148605,37,30,1283.0000
148148616,113,3,175000.0000
146279065,71,7047,129922.0000
124007179,69,299,118128.0000
148148664,62,34,4355.0000
148134980,76,153,16911.0000
147925116,113,39,878.0000
148148696,113,4,520.0000
148148846,113,8,520.0000
139845218,6,218,100888.0000
148256443,110,9,120.0000
146129051,107,544,2257072.0000
148268793,104,100,11403.0000
77500893,2,5186,305562.0000
109141161,15,101,11472.0000
135614153,25,1276,948773.0000
52664107,80,46,2510.0000
148109539,110,30,2918.0000
60620823,0,5035,123417.0000
148271690,62,15942,837473.0000
148272058,110,2,950.0000
148272102,110,3,500.0000
147811854,103,121,23951.0000
136428783,82,385,14511.0000
148272056,110,15,580.0000
148149817,108,81,21029.0000
147565671,23,719,389510.0000
146110642,22,1225,83985.0000
147640192,124,230,6460.0000
133042530,112,134,17181.0000
147504436,125,12,4940.0000
139354377,101,652,37547.0000
135369453,79,38,7270.0000
136308142,0,761,162792.0000
146985741,120,71,935.0000
138343016,98,1273,202874.0000
147381885,6,1416,31968.0000
147640699,125,2,400.0000
144830435,9,366,698595.0000
57024343,0,9206,17086909.0000
54226509,41,595,77790.0000
128745365,1,6254,232094.0000
133678182,1,112,41277.0000
99324064,6,9222,3358675.0000
146280960,100,10,230.0000
74917176,0,12207,673078.0000
115576034,66,3178,340573.0000
147514389,1,1633,864266.0000
91176479,4,9109,361740.0000
53690744,5,26194,1813777.0000
147745738,99,1782,26530.0000
71569004,1,3641,618818.0000
131028703,118,11,4291.0000
130200998,0,13703,1383709.0000
65436208,27,376,56637.0000
146890483,-1,32231,1292977.0000
120942609,0,916,2311395.0000
146435948,73,4626,532062.0000
122122666,103,86,81909.0000
146474232,62,308,785.0000
146796611,115,2224,83035.0000
114414947,10,754,38455449.0000
147934137,117,12,422.0000
142870202,13,2008,49068.0000
142777776,0,875,118084.0000
148142330,109,608,181987.0000
142185542,51,1524,173073.0000
147407628,10,1706,321113.0000
138115642,26,1469,665269.0000
145664897,111,292,9575.0000
65173308,14,376,62451.0000
113961661,4,1660,1351673.0000
121058883,0,19054,546582.0000
147004556,0,7558,2492090.0000
133472611,65,602,47663.0000
148233427,111,4,520.0000
100512861,59,105,181482.0000
146168039,111,459,150245.0000
148205238,107,54,3368.0000
92637312,30,2935,128842.0000
148005672,110,9,300000.0000
122842446,85,23,3764.0000
105595582,0,36819,5180297.0000
67776843,18,212,2674.0000
108731067,11,55,35998.0000
103458181,2,7047,3498134.0000
143767103,45,46,3828.0000
131111969,70,1233,159595.0000
133198941,9,726,111735.0000
136628453,107,249,36473.0000
18689763,0,3330,584595.0000
147685024,124,20,4081.0000
98979231,123,301,5539.0000
147685361,124,4,520.0000
141038506,36,148,4787.0000
147363621,3,2717,16530.0000
139658249,73,502,267695.0000
117269330,94,459,1735.0000
135869006,1,1395,218921.0000
147685920,124,6,327.0000
147685283,124,7,80.0000
139136427,7,38737,5028758.0000
137799634,0,1879,427022.0000
95588112,73,160,51556.0000
145635726,11,1038,100888.0000
148275449,110,20,480.0000
128125290,72,1270,75881903.0000
139002421,1,2038,164079.0000
140921809,108,200,19717.0000
100838954,1,1411,239511.0000
101021695,51,319,13497.0000
145483250,8,81,3852.0000
130271466,5,489,68740.0000
140115286,5,279,31859.0000
148192841,110,114,8191.0000
148272239,44,111,2275.0000
113014951,105,164,22511.0000
147837469,120,4,1100.0000
147837450,120,8,400.0000
144827506,5,1813,206197.0000
79530094,0,6107,4596187.0000
61274034,28,526,100945.0000
116893388,32,4322,4548409.0000
88323294,55,63,2010.0000
135989155,44,6528,366236.0000
147793945,120,2238,36930.0000
147837118,115,259,48489.0000
144715875,67,464,1120086.0000
146673574,0,2101,1326606.0000
147837654,16,15,1674.0000
147834714,120,144,3038.0000
144835126,118,33,662.0000
144365247,9,462,45261.0000
146701503,0,558,161006.0000
147837999,120,44,2720.0000
131252505,104,531,35410.0000
147541858,113,129,5064.0000
114455849,105,1300,2701.0000
145426571,0,4105,373710.0000
130407898,120,250,354409.0000
144796329,1,129,3713.0000
147458444,0,691,25710.0000
120759046,0,2267,131145.0000
147164767,85,476,26067.0000
119978007,3,419,19454.0000
145563456,120,10,354.0000
147760540,120,461,45580.0000
144655184,95,867,60279.0000
103025587,8,778,478845.0000
92765052,5,124,62537.0000
147683611,16,268,8432.0000
126789237,7,1135,11061.0000
147298291,22,136,5936.0000
147839761,18,18,3950.0000
147714383,2,3289,9660.0000
113870553,45,350,46260.0000
147839874,120,8,1040.0000
146183630,109,23,10554.0000
133341866,48,39,962.0000
147840172,120,1,20.0000
146904040,57,4273,1212194.0000
113475618,0,7816,469817.0000
71108041,11,665,4797131.0000
103962547,71,1509,13234.0000
127641341,74,45,22571.0000
120779502,0,2380,54843.0000
132056821,108,532,1010443.0000
135730104,2,259,5141.0000
147840857,120,10,990.0000
137452458,15,2697,1175260.0000
147704299,55,3638,127416.0000
143902412,98,446,156154.0000
147841006,120,12,358.0000
147213004,5,322,9553.0000
146623957,23,1507,374645.0000
147807440,120,8,1800.0000
114859641,2,3922,57449.0000
93616163,39,17590,751616.0000
35879966,0,12573,227198.0000
147606386,17,1295,5112.0000
135669709,108,274,12363.0000
84504104,122,23,8418.0000
142893950,118,52,3110988.0000
134291709,8,1056,132067.0000
146657406,6,628,286815.0000
147763811,122,46,7393.0000
146374451,25,71,2295.0000
130603719,54,106,1678.0000
146419319,75,1401,100857.0000
147548566,107,14,660.0000
142144749,0,11859,2784124.0000
147654602,122,45,22113.0000
147528547,110,308,11799.0000
108637635,13,249,125269.0000
147536159,4,3110,71543.0000
118612819,118,17,7267.0000
148105014,57,73,13989.0000
140448638,1,9158,491962.0000
147963415,3,376,99006.0000
87499157,1,2389,44626.0000
144378409,8,288,82492.0000
145678299,112,132,23240.0000
148104828,114,48,1310.0000
87053001,0,1000,312430.0000
148033458,114,76,1641.0000
67200820,21,272,7926.0000
146974694,114,33,1055.0000
143963062,83,115,33650.0000
148105530,109,16,2352.0000
105132056,7,336,305514.0000
119839353,-1,6510,273267.0000
139944818,83,188,286492.0000
127008535,21,1479,363276.0000
137906011,114,6,571.0000
117157390,6,460,540135.0000
122294469,12,1495,125310175.0000
136838902,111,511,10990.0000
142454608,61,178,10217.0000
147940203,2,324,244283.0000
119829213,0,4157,136516.0000
130364676,3,1514,127264.0000
141553326,75,150,1745.0000
148203011,112,22,4682.0000
148105525,103,79,14840.0000
114320918,0,13467,285628.0000
132832685,108,541,111587.0000
148203838,112,13,340.0000
84627439,3,481,15037.0000
148203716,112,8,1200.0000
129455964,112,15,1223.0000
142320538,0,1300,125355.0000
146091981,58,196,5300.0000
116769757,44,180,31905.0000
147805179,21,239,48753.0000
141883293,15,1099,240048.0000
146202758,26,16939,774819.0000
142398048,75,417,15740.0000
107252784,2,1134,90695.0000
134182882,16,509,56568.0000
147940061,99,1042,92938.0000
147940053,73,6,390.0000
147777350,115,268,5974.0000
86342792,8,325,61846.0000
147940156,118,101,10500.0000
5276469,3,4618,1093663.0000
143067868,2,2288,50552.0000
147727385,118,263,42251.0000
146121915,87,88,3401.0000
120330511,9,739,111533.0000
147281134,117,25,3129.0000
140246261,44,202,208172.0000
147262343,80,147,28846.0000
137472179,0,13680,1383122.0000
132710449,18,108,3632.0000
147940291,118,23,1107.0000
147256009,118,78,2830.0000
147735621,122,19,5575.0000
147656630,93,362,7212.0000
128110141,0,20158,84193898.0000
147709877,122,13,535.0000
140230065,2,2522,171660.0000
143434920,0,5079,278317.0000
98112702,1,772,13528.0000
15861888,0,742,17749.0000
143210422,0,4798,383559.0000
146961742,16,84,5367.0000
147352656,116,112,13036.0000
32013825,1,807,397883.0000
144352732,122,12,528.0000
142612380,16,119,221145.0000
116470070,1,3628,18485.0000
112228570,4,605,710988.0000
134874835,106,226,12839.0000
147400280,105,68,1678.0000
147735897,122,240,2410.0000
142909686,98,25,250.0000
147736641,122,85,13150.0000
146865108,94,10,107.0000
146026024,122,17,870.0000
146699980,94,24,2282.0000
142137583,38,197,8622.0000
148205353,112,8,240.0000
123733696,1,8557,13637500.0000
148205343,112,49,1330.0000
146725621,0,21101,632317.0000
114799900,36,858,296871.0000
146589113,89,1852,100421.0000
147864426,69,20640,2982589.0000
122998585,6,4623,781188.0000
148205864,112,8,1113.0000
147666474,2,2805,59507.0000
147684186,112,23,328.0000
142654777,0,68,298680.0000
146249757,112,1,20.0000
147647858,125,33,375.0000
145157005,84,64,828.0000
102089818,10,4311,347370.0000
147646808,93,1345,483082.0000
145671258,125,13,750.0000
147257000,98,23,2279.0000
144226425,84,788,1121400.0000
132277835,0,4330,690225.0000
30719950,-1,1423,380551.0000
143570891,0,1256,243426.0000
108105298,125,247,13376.0000
116248131,93,41,449400.0000
97985521,0,723,520284.0000
140315356,1,3210,2218974.0000
142574131,0,1266,372486.0000
128791476,74,76,21955.0000
146138391,125,30,6800.0000
126021704,123,2,81.0000
147648733,125,12,1080.0000
147877797,17,1833,1076574.0000
147644031,18,611,10583.0000
120016223,1,3610,156061.0000
115372215,0,3815,630904.0000
147885397,119,110,1595.0000
147869612,118,340,73591.0000
54046314,15,21049,1927014.0000
132175532,36,835,35962.0000
105952753,119,26,800.0000
112452286,2,2017,3684820.0000
147730343,119,23,5879.0000
147891187,119,4,200.0000
147258558,69,21,5805.0000
147649942,125,12,1230.0000
147650245,125,27,558.0000
139513109,0,1970,21260.0000
142487722,125,13,560.0000
145346062,70,195,19239.0000
147649638,124,26,1650.0000
147650844,125,5,50.0000
147650431,125,5,210.0000
102332382,6,146,15531.0000
137643517,124,39,1040.0000
72314003,0,29244,1964704.0000
145701987,103,897,122800.0000
147690142,124,32,689.0000
146311437,57,227,151225.0000
146003388,107,322,58253.0000
146277041,17,325,118595.0000
146086627,106,728,2059800.0000
118353952,47,5896,913031.0000
143214204,0,3421,175905.0000
134180259,119,89,2000.0000
144201260,0,329,10659.0000
147690857,124,28,2280.0000
116219841,10,578,108910.0000
101397190,11,19,2396.0000
147892185,118,142,11169.0000
147892138,91,20,552.0000
140826783,108,29,2395.0000
133846167,88,83,2653.0000
145674997,3,24,2100.0000
132993095,108,137,35569.0000
147491373,2,536,32124.0000
127788679,2,2165,107253.0000
147853634,62,72,1825.0000
148064262,95,397,4277.0000
97506545,1,4945,1151947.0000
126548343,102,82,14643.0000
101695360,0,1781,604317.0000
146820154,86,1555,31625.0000
147914847,113,334,51180.0000
128966849,93,561,449403.0000
147892864,119,4,520.0000
15419814,0,3994,260846.0000
143699794,42,873,438439.0000
128210230,16,89,7104.0000
112188598,46,25,6915.0000
147519687,86,27,2850.0000
142303740,0,153,77926.0000
59692852,103,1227,12466.0000
138865049,64,211,142022.0000
130465348,0,1717,559459.0000
147893645,119,8,600.0000
134539176,16,432,11372.0000
60136898,119,54,5109.0000
147541149,11,3725,119728.0000
92142242,124,50,7132.0000
147691169,124,11,375.0000
102913855,102,155,57681.0000
146097586,96,192,21608.0000
123502000,18,1155,70627.0000
147451120,120,42,509.0000
147691166,124,4,240.0000
50257870,7,5001,244765.0000
90349144,1,267,11792.0000
70316322,1,175,158052.0000
104468067,0,863,103818.0000
148033204,97,715,651004.0000
148004817,109,10,1067.0000
147961912,109,89,950.0000
141983308,102,61,2230.0000
141752495,70,11,1800.0000
130068621,89,1205,395855.0000
147840672,89,554,23361.0000
12080940,9,206,110798.0000
147584525,99,118,36356.0000
139634202,1,1486,1564696.0000
143019493,73,336,17051.0000
129458205,6,27362,3458975.0000
132880788,123,27,1210.0000
131439364,123,12,5300.0000
122688678,91,53,5887.0000
102113928,121,60,2267.0000
147732074,123,10,140.0000
147730239,26,166,20751.0000
135146325,70,206,5074.0000
147728619,99,1347,16260.0000
87556280,95,389,6625.0000
53242717,29,82,2509.0000
143416998,119,134,5979.0000
146007010,108,92,2661.0000
125025887,3,6001,339958.0000
111134387,18,172,129802550.0000
145069338,99,103,18718.0000
147204620,6,212,11997.0000
133918238,19,80,48288.0000
83871980,89,85,6736.0000
143704479,64,513,25718.0000
95616061,2,2958,1564358371.0000
147843765,120,35,33400.0000
142006242,0,2752,2453719.0000
147676870,77,75,17051.0000
142588429,2,173,16201.0000
147844658,118,12,932.0000
147844775,120,8,520.0000
147844845,120,10,550.0000
84670042,0,2681,180872.0000
147657002,124,61,610.0000
147649761,124,87,3954.0000
130410398,39,23,6210.0000
135503945,59,127,60735.0000
135774270,103,60,5002.0000
147658926,26,159,26345.0000
111865604,0,6566,4816154.0000
145639939,19,573,21853.0000
101411283,124,20,579.0000
136905088,88,3,49.0000
115761050,37,384,86636.0000
65647970,4,1933,388030.0000
146615312,48,3929,797334.0000
145962276,44,440,166107.0000
146636023,0,75,21397.0000
134138813,119,102,530.0000
146187966,6,168,6175.0000
129072379,109,95,22990.0000
142535740,114,110,9151.0000
39107734,87,85,2298.0000
147859377,38,452,47703.0000
145663676,33,799,33866.0000
106812800,0,7826,818056.0000
125262294,-1,4772,402064.0000
147837701,99,357,51064.0000
147859836,95,62,1726.0000
122651723,25,67,7460.0000
147856483,37,105,10337.0000
147859921,1,3155,168592.0000
147734983,123,16,640.0000
79552426,5,823,30898.0000
147734794,123,20,2000.0000
147565999,86,28,2452.0000
147733900,122,66,981.0000
147735456,122,14,161.0000
147687125,122,21,3090.0000
147714088,122,613,14482.0000
147530947,84,457,20055.0000
147735567,43,26,1431.0000
147703145,122,5,260.0000
146752249,95,34,1035.0000
148116417,112,309,31005.0000
147903079,77,596,26555.0000
148044250,0,2695,240991.0000
147806350,41,59,29020.0000
140369488,9,370,115672.0000
147801904,114,159,8319.0000
145450721,67,108,1489.0000
148035758,106,65,1804.0000
148117950,114,7,1120.0000
124568503,62,371,200540.0000
144410789,51,9,1450.0000
148118050,96,356,39412.0000
148118180,114,9,277.0000
128777268,54,2850,72788.0000
143902758,15,36,11571.0000
120662893,1,2230,144943.0000
147735954,122,2,30.0000
147736026,122,4,600.0000
147736664,122,8,2200.0000
145537706,114,52,1769.0000
121120537,2,170,11834.0000
51105069,12,1050,681591.0000
73862235,2,2783,372037.0000
148118955,114,55,4340.0000
145148120,103,33,22488.0000
66631890,113,244,9409.0000
134567735,92,118,6390.0000
148119328,114,4,530.0000
143252382,0,2834,153354.0000
148119547,114,1,68.0000
147738469,114,40,12300.0000
125151115,122,15,290.0000
128434358,118,913,336822.0000
147374524,2,541,55598.0000
139102090,115,64,1256.0000
133309781,38,46,45965.0000
146899085,122,37,19841.0000
146584826,10,736,20158.0000
118791005,2,375,127256.0000
47253091,17,105,3860.0000
145562639,0,1280,263994.0000
139012402,0,9356,305961.0000
106710475,24,170,1283.0000
147730822,1,322,16168.0000
137886406,122,12,380.0000
116012673,0,4354,1357136.0000
133302329,66,46,2513.0000
129413260,3,78,66882.0000
129698353,102,624,199280.0000
148002573,116,4,220.0000
147102488,108,34,886.0000
27367329,6,3368,404245.0000
147805867,116,7380,738100.0000
148002297,94,93,9398.0000
148001823,108,356,4600.0000
135284012,116,25,330.0000
142837654,1,809,126903.0000
148003062,116,65,1990.0000
146749321,116,5,733.0000
