member_id,Recency,Frequency,Monetary
149515215,82,28,1190.0000
146917099,26,394,5078.0000
142683871,89,11,254.0000
149235742,6,245,44140.0000
59021777,39,133,7598.0000
149236351,89,3,200.0000
149236340,78,22,1100.0000
149500048,83,25,1530.0000
149500997,77,11,210.0000
147431741,81,63,1248.0000
149471635,83,59,630.0000
130315994,21,2235,492431.0000
149501438,83,16,4120.0000
147807145,13,102,1201.0000
149213391,82,121,20975.0000
135831576,0,5298,459864.0000
145718756,49,5,78.0000
139243719,58,252,5407.0000
149080914,80,241,37746.0000
114875343,3,5322,412640.0000
113064942,1,304,84233.0000
148915824,4,30,2727.0000
149462961,71,151,14657.0000
148710497,12,912,70269.0000
108167087,85,13,625.0000
149317988,53,465,94359.0000
149419714,85,11,540.0000
149419965,85,1,100.0000
149065696,21,50,34090.0000
149419817,85,4,40.0000
149420226,84,10,240.0000
149420381,84,8,1040.0000
148805792,79,42,3498.0000
149572106,81,138,1740.0000
149421374,0,11018,911915000.0000
108071582,72,77,23960.0000
141205898,0,1568,63537.0000
149203464,0,3617,716931.0000
149267436,77,158,5215.0000
149544405,56,494,11667.0000
124559637,42,8258,918265.0000
148858982,97,42,884.0000
148859503,97,14,165.0000
147772772,97,7,2649.0000
142222714,89,90,5900.0000
148860649,97,8,240.0000
148860677,97,4,320.0000
147406512,97,2,139.0000
148236366,49,88,62660.0000
149282927,87,5,60.0000
149282706,87,35,479.0000
149255677,87,10,668.0000
149283220,16,43,1307.0000
146973887,87,850,162403.0000
149282820,87,35,1630.0000
124488131,91,7,523.0000
149284455,87,16,2200.0000
149284426,87,108,1120.0000
139428761,87,15,39.0000
149284504,87,8,320.0000
131469557,18,619,199269.0000
149284439,87,8,4000.0000
149284549,85,21,15052.0000
149285066,87,8,4000.0000
149285061,87,8,560.0000
98082980,12,46,10543.0000
149250886,87,32,13559.0000
149285068,80,44,5359.0000
149065129,45,5,587.0000
149285745,87,3,340.0000
149285900,87,8,4000.0000
149285971,87,8,4000.0000
149285960,87,8,2200.0000
149285977,87,8,2200.0000
149285967,87,16,4280.0000
149286049,87,10,2181.0000
148561974,3,118,26926.0000
149286202,87,8,4000.0000
149286373,87,8,4000.0000
149286465,87,4,80.0000
149286341,87,8,2200.0000
149286340,87,16,2300.0000
149286990,87,8,4000.0000
149286815,87,8,4000.0000
147019895,76,11,610.0000
149286952,87,8,4000.0000
149287027,87,20,5000.0000
149287596,28,8,150000.0000
149287653,87,30,400000.0000
146695957,87,248,2542.0000
123388699,32,719,32759.0000
149319036,87,8,1597.0000
149319321,87,4,320.0000
133279239,0,223,209141.0000
149010373,19,44,30915.0000
148907584,55,41,5630.0000
149274713,22,767,20528.0000
149320178,87,7,199.0000
149319885,87,37,370.0000
149624573,80,4,600.0000
138943301,80,7,645.0000
32891564,14,2835,1505990.0000
139698021,18,17,1210.0000
146573811,24,274,36922.0000
147362649,1,63,55260.0000
142936841,56,5,210.0000
112644694,80,25,260.0000
149625310,80,13,4780.0000
149607801,73,235,9570.0000
149623264,80,102,2853.0000
149625371,80,8,1080.0000
149528042,80,92,1880.0000
149076930,92,1,10.0000
147514887,92,4,56.0000
149077264,92,4,280.0000
149077353,92,8,400.0000
148525386,89,26,2797.0000
149475065,26,4731,64272.0000
149505729,40,479,6437.0000
119823684,6,439,10124.0000
146689574,55,123,30280.0000
134481429,81,32,24112.0000
148291602,24,1429,64468.0000
147609619,82,54,5120.0000
147451594,37,48,7913.0000
108858477,50,710,69253.0000
149355393,81,4,79.0000
141982064,84,19,1824.0000
145543660,84,6,89.0000
125202457,9,1310,311277.0000
148260823,73,232,35986.0000
149359053,0,6766,4644630.0000
149631384,80,8,240.0000
113403495,52,1336,18674.0000
145559661,53,32,5185.0000
132988868,31,111,4612.0000
149604370,63,3265,103222.0000
146978477,47,77,5373.0000
149125693,91,8,560.0000
149054155,91,24,8014.0000
123665885,90,67,3805.0000
148989923,88,11,2992.0000
149125021,91,28,83000.0000
126490135,79,6,420.0000
136150907,66,66,18242.0000
122565568,1,414,214555.0000
149541224,66,25,23535.0000
142973306,0,1074,33120.0000
140078704,65,62,6223.0000
149542458,82,6,420.0000
149494113,6,480,21532.0000
148961844,76,41,2401.0000
136879831,75,478,167561.0000
147899732,77,105,3640.0000
149543035,82,2,204.0000
149543198,82,2,300.0000
142812583,86,35,28870.0000
149294123,87,26,4222.0000
149099145,26,506,32035.0000
149294655,87,8,400.0000
149294118,59,153,18443.0000
149294695,87,2,400.0000
149294709,87,111,1665.0000
149294777,87,12,2070.0000
144855953,87,4,395.0000
149295185,87,8,560.0000
149262033,80,109,30723.0000
82288811,85,193,19679.0000
148653890,0,1385,68001.0000
149370394,84,37,2547.0000
149370331,7,349,39022.0000
148411680,2,250,5738.0000
149335690,76,265,11146.0000
144298872,15,43,510.0000
143571180,4,87,3308.0000
90517492,57,109,1700.0000
149367232,22,245,23668.0000
149367392,85,23,18789.0000
30927470,46,606,233981.0000
126671407,85,32,2552.0000
141775850,1,479,17815.0000
145381892,84,24,340.0000
114407441,77,902,52257.0000
149460826,84,195,9750.0000
148856651,84,32,4516.0000
149461607,83,1112,328409.0000
149462239,84,6,69.0000
115588633,19,93,7080.0000
149462874,84,114,2300.0000
133285267,0,974,15890.0000
149168489,88,171,63010.0000
149241527,88,8,520.0000
149241567,88,6,160.0000
149241720,88,6,1989.0000
136493696,84,16,1190.0000
147990608,61,24,4905.0000
149426388,84,2,201.0000
149426586,84,6,317.0000
149423228,84,156,9500.0000
146312409,76,60,2125.0000
148161126,0,378,6238.0000
149564903,1,811,175086.0000
149719098,78,4,84.0000
149719563,78,2,60.0000
149703679,2,1129,167876.0000
149154237,78,5,112.0000
149719915,78,8,320.0000
149331514,86,4,68.0000
149332009,86,8,520.0000
149332382,86,5,108.0000
149332538,86,1,23.0000
149120664,86,22,2000.0000
145787787,4,281,4364.0000
122683481,22,204,4447.0000
149465841,83,36,2560.0000
149369364,78,802,139583.0000
149466277,83,19,550.0000
131116684,0,1096,946369.0000
68362917,8,195,6837.0000
149428976,84,8,240.0000
149428988,84,8,320.0000
149096018,49,193,11727.0000
149429405,84,5,80.0000
116737631,84,25,1562.0000
149429960,84,8,1600.0000
149429559,56,67,52213.0000
148436367,1,313,14342.0000
130034531,3,846,293526.0000
149428082,32,29,14435.0000
118557559,84,1,500.0000
149279900,84,40,809.0000
149430856,84,2,250.0000
149138911,39,127,1117497.0000
149313252,63,30,7945.0000
134242765,3,31,1165.0000
149190273,78,132,3809.0000
149721404,78,13,270.0000
148829768,62,196,12385.0000
149650009,77,1511,7480812.0000
149721583,77,37,4095.0000
149721879,54,22,2201.0000
145776860,73,381,56804.0000
149649062,78,26,460.0000
148170357,74,40,5813.0000
149432400,84,6,198.0000
104558272,69,64,5264.0000
149432491,84,5,498.0000
149432553,84,19,717.0000
149339448,84,43,710.0000
149386683,84,43,3828.0000
149411202,84,38,8778.0000
147372369,40,14,935.0000
149434248,84,1,58.0000
138937669,47,41,7599.0000
146571604,1,778,88067.0000
149160780,12,1155,3026.0000
149722190,78,39,11269.0000
149683684,4,498,122104.0000
149722729,78,8,520.0000
134856041,78,128,3915.0000
147668099,124,4,520.0000
147589874,115,75,23044.0000
11437635,3,224,53287.0000
141355220,124,11,1615.0000
147669692,124,3,50.0000
147669770,124,8,1800.0000
136228911,3,51,12686.0000
146995703,124,8,685.0000
133556430,98,18,1179.0000
94320772,125,34,811.0000
147628273,125,2,36.0000
121959915,13,239,7535.0000
147628378,125,1,18.0000
146486141,125,4,726.0000
143832823,35,418,4190.0000
145585493,125,2,339.0000
93924427,125,2,189.0000
134027914,125,3,346.0000
147629832,123,24,33135.0000
146816505,125,17,887.0000
147629974,125,64,4778.0000
147630002,125,5,60.0000
130812262,80,73,20076.0000
147922609,118,4,127.0000
147795503,57,9,235.0000
147922882,118,6,233.0000
106981514,7,232,25943.0000
81849103,3,33,24051.0000
147155051,120,5,158.0000
146279111,120,75,25820.0000
147560473,11,155,13306.0000
109199355,22,16,1774.0000
147837079,119,100,3485.0000
147837051,120,8,520.0000
147837192,120,4,521.0000
147710052,123,8,1040.0000
126502288,123,3,73.0000
147710132,123,3,370.0000
106081476,50,189,105501.0000
147702895,123,11,1050.0000
147715969,123,8,80.0000
147713515,97,156,1036.0000
123275899,123,19,699.0000
133829646,27,78,3608.0000
147714070,123,8,520.0000
147546227,122,7,4090.0000
147714474,123,5,50.0000
68972998,75,155,47651.0000
147715513,123,25,2655.0000
147517443,68,7,88.0000
91563839,123,15,180.0000
120853103,123,7,597.0000
147715671,109,18,725.0000
143483660,115,5,213.0000
147716371,42,11,110.0000
113585628,115,78,4052.0000
147877106,119,95,4660.0000
127718541,1,754,93330.0000
147186848,119,7,110.0000
145451130,119,1,15.0000
147853661,119,42,1840.0000
147876258,37,5,1107.0000
147879137,119,9,285.0000
132248320,58,17,1211.0000
142524261,68,267,29542.0000
146847211,4,128,12056.0000
147625234,125,184,6670.0000
146342924,77,24,719.0000
147623936,125,25,1705.0000
147625347,125,5,700.0000
147625541,125,4,120.0000
128935627,10,318,28715.0000
146304723,125,17,200.0000
147625805,125,8,3600.0000
147652130,105,3,1888.0000
115245929,108,16,5663.0000
148193351,112,7,340.0000
129611513,4,376,28906.0000
147582240,122,5,4038.0000
147395481,118,18,23260.0000
139832351,80,52,1744.0000
125504182,120,17,10008.0000
145629420,51,172,1367.0000
145871334,26,100,51425.0000
147845054,120,1,50.0000
147845031,120,4,520.0000
124971121,35,229,60668.0000
145918120,123,28,9580.0000
147721672,123,22,3000.0000
130087467,69,410,16703.0000
123830251,122,19,1160.0000
147722145,123,2,3693.0000
147722603,123,12,240.0000
126034393,51,5,1300.0000
147846246,114,6,110.0000
147722890,123,1,37.0000
147722985,123,6,320.0000
147723277,123,9,440.0000
145218882,123,5,7.0000
147723434,123,3,48.0000
147723702,123,12,1100.0000
147847617,120,4,520.0000
108066216,116,35,21188.0000
144837691,10,76,3829.0000
136177911,71,4,268.0000
148273161,110,4,600.0000
140832595,110,2,250.0000
148273187,110,4,600.0000
113419346,0,54,12007.0000
145102531,3,74,48126.0000
141433821,112,2,99.0000
148193466,112,6,560.0000
147686819,124,21,3825.0000
139278194,109,41,3239.0000
147013161,124,558,75051.0000
147686964,124,12,540.0000
147687111,124,8,320.0000
137878250,108,10,505.0000
147219450,72,122,2259.0000
147638762,124,12,1200.0000
147851047,120,3,750.0000
144162144,24,15,119.0000
149872831,75,4,2000.0000
133174804,22,80,3325.0000
136089579,75,18,1187.0000
149873269,75,7,70.0000
149873273,74,13,184400.0000
126657618,74,14,2053.0000
132797094,13,29,2332.0000
149783933,64,17,927.0000
149785219,74,65,29486.0000
136278836,0,76,5802.0000
149564133,50,44,3979.0000
149786573,77,1,20.0000
149786578,77,4,600.0000
149820066,76,2,432.0000
149820133,76,24,605.0000
149788524,76,44,2200.0000
149481132,28,1043,150283.0000
149820759,76,8,520.0000
149641154,80,2,554.0000
108756581,43,80,8688.0000
146057256,80,24,4359.0000
146727856,80,32,2700.0000
147591509,26,5,793.0000
149638887,80,72,490000.0000
142255626,80,22,833.0000
149789769,77,77,770.0000
149783211,76,99,19931.0000
149790639,24,509,47007.0000
149709511,10,1163,36799.0000
149868288,72,618,285339.0000
149661081,68,47,13391.0000
149816014,74,140,6235.0000
136317106,45,189,632900000.0000
149748786,38,309,32779.0000
149879369,75,8,240.0000
149879305,75,8,520.0000
149879372,75,8,600.0000
149879341,75,4,300.0000
149789641,8,123,54049.0000
5455558,75,3,1300.0000
12469770,2,1312,213614.0000
35613872,74,112,1222.0000
149879903,75,4,521.0000
135064600,19,424,17566.0000
133751905,42,21698,37925.0000
149848682,74,136,2412.0000
129342404,74,5,60.0000
142213809,42,561,62556.0000
149907177,64,187,39836.0000
133381561,10,520,4399316.0000
149595326,63,534,224190.0000
100690005,73,51,1740.0000
148894722,14,796,11659.0000
149648154,77,100,3810.0000
149733754,26,46,761.0000
149488008,65,73,1506.0000
133924946,56,125,7050.0000
149324267,77,11,9572.0000
149753632,77,16,1100.0000
149753754,77,8,280.0000
149753891,77,8,600.0000
148255982,77,47,933.0000
148873034,77,34,5179.0000
149553447,1,1051,33121.0000
148844228,59,51,20746.0000
140311631,77,7,1072.0000
149753948,77,6,1056.0000
149642133,80,17,950.0000
149152535,80,168,6311.0000
117139816,38,219,9310.0000
149642341,80,12,240.0000
149642883,80,19,1800.0000
137906468,2,663,21271.0000
149642851,44,38,16106.0000
142036540,52,62,2501.0000
146086511,77,38,13125.0000
149755529,77,4,400.0000
149755879,77,8,2000.0000
147924334,9,276,291202.0000
130403125,26,456,116616.0000
149167374,20,216,39769.0000
149628259,1,1877,74262.0000
148651944,40,413,38435.0000
142061757,0,124,44453.0000
83008132,19,381,18844.0000
149757486,77,2,62.0000
135475425,0,585,67056247.0000
149757870,77,4,520.0000
149757910,77,176,10419.0000
139441522,77,13,250.0000
127108672,26,65,993.0000
149758412,77,3,60.0000
106813261,1,84,92373.0000
149759526,77,3,39.0000
149274763,1,3663,62572.0000
112097635,74,64,5283.0000
149583630,81,8,520.0000
149477355,73,474,19620.0000
122623501,5,727,239763.0000
149584198,81,26,6308.0000
149584182,66,28,1060.0000
149584226,81,4,320.0000
149584246,38,81,2408.0000
147350028,77,13,459.0000
149578621,53,19,2885.0000
149872339,75,1,300.0000
149872496,71,3,92.0000
149872486,75,6,31749.0000
149872452,73,62,1920.0000
126695823,18,106,15149.0000
117379493,0,933,14980.0000
149584651,81,4,600.0000
148921065,56,90,5398.0000
148308507,32,31,8738.0000
149584998,79,16,3300.0000
149352853,76,21,12696.0000
149055801,81,90,1630.0000
148480590,81,41,7137.0000
149374310,81,17,269.0000
66568233,47,118,3584.0000
66626675,81,34,2830.0000
149586339,81,69,1080.0000
149105784,81,46,565.0000
149586293,81,32,3015.0000
149490761,17,140,6137.0000
149404472,28,104,61012.0000
149764669,77,8,520.0000
124500855,3,423,51467.0000
149710694,77,14,365.0000
149765203,77,8,210.0000
149765246,77,4,365.0000
149765388,77,8,560.0000
149880571,65,324,8230.0000
149893776,57,789,386079.0000
136404046,29,153,37067.0000
149894610,74,5,619.0000
149894619,74,31,4605.0000
149562353,76,62,9750.0000
149766478,76,23,4478.0000
149766816,77,17,560.0000
100261524,10,24,7155.0000
89935198,31,51,28594.0000
149767160,77,1,100.0000
108640846,10,106,672.0000
149266222,81,412,20969.0000
149559244,81,78,807555.0000
149559853,81,5,160.0000
149360336,33,92,16893.0000
142421988,72,5,280.0000
126858438,3,20,584.0000
149560352,81,13,2400.0000
149560565,81,6,210.0000
148810658,67,168,5610.0000
137880153,38,31,872.0000
149560965,42,80,2694.0000
149560900,81,4,1000.0000
145181224,81,4,300.0000
149026204,81,4,150.0000
113839987,10,169,6676.0000
149561457,81,23,4165.0000
149829329,76,16,640.0000
149829469,76,5,277.0000
149829230,76,8,2000.0000
149829838,13,160,73162.0000
149829837,76,8,1950.0000
149830147,76,4,600.0000
149628246,63,667,130422.0000
149830965,1,634,26414.0000
149917488,74,24,636.0000
115047944,12,9,4017.0000
149917506,74,4,500.0000
149808043,72,83,52149.0000
149901877,2,7791,226441.0000
146724556,51,53,1410.0000
149917323,74,23,508.0000
149918024,74,11,120.0000
149918124,74,8,259.0000
149645177,4,739,222288.0000
137308598,0,228,5886.0000
120601252,38,38,264220.0000
80985393,0,587,57012.0000
149661439,72,13,1300.0000
149961269,41,347,266410.0000
150009566,72,22,3439.0000
149906731,46,274,21310.0000
150010306,72,52,23490.0000
150010394,72,8,600.0000
2342940,72,155,6730.0000
150010510,72,4,480.0000
150010498,72,4,600.0000
150010597,55,25,7545.0000
149804468,3,1427,131657.0000
100039595,30,3302,1540726.0000
149696823,79,4,400.0000
149695620,78,104,27089.0000
137138766,15,345,159974.0000
149697658,79,8,72.0000
149874706,75,4,540.0000
144041100,75,12,1132.0000
149874938,75,9,540.0000
149874893,75,4,320.0000
39619309,0,382,56885.0000
149230172,11,174,12047.0000
148823577,73,76,7014.0000
149136984,1,1531,89119.0000
99950859,12,834,470394.0000
149815124,76,15,206.0000
149815642,66,3,103.0000
149815656,76,1,10.0000
149815638,76,8,400.0000
148030215,45,14,6860.0000
149815664,76,8,600.0000
124403714,29,639,13907.0000
150001766,71,96,8431.0000
149939011,58,428,15425.0000
145094069,42,2530,174017.0000
150014824,72,8,600.0000
150014611,72,3,76.0000
140439363,3,94,21513.0000
150014888,70,18,2620.0000
150014847,72,8,520.0000
102908195,63,879,230988.0000
150014887,72,8,560.0000
144563003,72,6,330.0000
121206954,0,514,95222.0000
150015282,72,8,400.0000
150015372,72,8,520.0000
136002517,66,82,1057465.0000
145112595,72,33,499.0000
149980881,68,1172,140481.0000
150016414,72,8,280.0000
150016383,72,8,1200.0000
70939983,13,76,9922.0000
148847174,52,99,3397.0000
149854175,40,6043,5196700.0000
150051545,71,24,1087.0000
122892357,33,491,317781.0000
150052760,71,4,120.0000
149480604,2,501,31815.0000
143039344,72,97,5163.0000
149480750,69,40,1137.0000
149481115,54,4,112.0000
149388039,9,14,448.0000
149459235,84,8,560.0000
149459651,84,4,140.0000
149915048,61,1160,268361.0000
149928596,74,10,590.0000
132335525,31,1403,168754.0000
140038815,2,105,22310.0000
149929446,74,13,271.0000
142060020,60,225,17611.0000
127109276,73,100,8435.0000
131073094,23,151,32165.0000
149943213,73,48,3440.0000
149964813,73,15,7115.0000
149965062,73,2,92.0000
149964111,14,251,83070.0000
108728937,78,60,7880.0000
149640233,78,28,685.0000
149702118,78,8,320.0000
149700178,78,28,2310.0000
148297277,70,17,3720.0000
149830153,57,41,1110.0000
149830618,76,14,1603.0000
149822908,75,77,9063.0000
149831230,73,10,101.0000
149831459,76,56,42800000.0000
149809865,62,146,105009.0000
149831523,76,1,100.0000
149831866,76,8,520.0000
149326855,86,6,110.0000
149323419,86,165,2961.0000
149327181,86,9,1220.0000
149327223,86,5,80.0000
149326419,86,15,344.0000
149306038,83,55,2650.0000
146374141,86,12,1176.0000
128781959,28,229,10841.0000
57255920,79,17,7133.0000
117262252,0,1310,25346.0000
137455451,73,30,2010.0000
149966185,0,965,3375447.0000
149965865,45,27,1663.0000
149169477,83,284,134884.0000
149462947,84,14,6506.0000
149259800,84,14,130.0000
149463783,6,229,12261.0000
149463708,82,38,1160.0000
149739823,78,10,760.0000
114642083,70,13,2917.0000
149740375,78,4,320.0000
135101735,74,7,1760.0000
149740598,56,21,3550.0000
149878437,73,49,1000.0000
149881356,50,142,12566.0000
130906651,75,9,808.0000
149882252,75,8,560.0000
149883211,75,16,10850.0000
106183896,0,404,11737.0000
149883386,75,4,320.0000
147774172,52,10,177.0000
142040795,75,42,1217.0000
149933168,74,200,4000.0000
145769717,30,1392,2347474.0000
143362940,18,230,13784.0000
148610414,72,184,72246.0000
133336618,12,513,156047.0000
149933227,72,30,4950.0000
149933208,59,30,3740.0000
149725332,74,12,3741.0000
140804645,3,668,27333.0000
143162680,5,871,379990.0000
124898455,28,86,80228.0000
147768787,86,128,33190.0000
149331806,86,86,5620.0000
149332016,86,8,520.0000
149332283,86,4,138.0000
145883093,24,12,5778.0000
149292190,20,22,3363.0000
148917908,52,22,817.0000
136524805,19,185,6895.0000
149838277,76,16,3230.0000
149838503,76,4,520.0000
149838373,67,9,1330.0000
149837295,76,30,10501.0000
149402635,54,265,61114.0000
149838741,76,5,250.0000
149838754,31,458,109643.0000
136964993,24,64,26517.0000
149090805,42,37,2385.0000
149836121,2,1179,154498.0000
119188628,7,194,9304.0000
150008747,72,401,4010.0000
148304438,72,49,2367.0000
108938427,55,417,5739.0000
149885167,48,9,896.0000
149717428,69,228,70013.0000
110146068,12,409,99703.0000
146778805,26,46,3660.0000
110102505,1,68,18919.0000
149886088,75,6,130.0000
130646592,14,6,34.0000
136620264,3,364,30310.0000
125045188,1,1764,282880.0000
150113436,70,4,561.0000
150114146,70,4,140.0000
150114148,70,4,300.0000
149745836,64,254,416819.0000
150108920,70,14,700.0000
149093530,31,490,23562.0000
150114832,70,8,400.0000
139746305,71,32,1581.0000
150060746,71,8,520.0000
146632137,70,53,1030048.0000
134740953,27,7886,113764.0000
150016939,64,283,10718.0000
150061267,71,2,72.0000
150061275,71,4,221.0000
150044702,60,121,3620.0000
150061426,71,8,1040.0000
148490596,6,967,109396.0000
144562022,1,598,39708.0000
150115784,70,31,1270.0000
150115712,70,8,120.0000
150115778,70,3,40.0000
149825947,70,4,70.0000
150116033,70,8,520.0000
150115972,70,4,253.0000
150116025,70,8,520.0000
149721543,30,773,220508.0000
124323754,1,7995,6513719.0000
150116181,0,1133,84224.0000
150116294,70,4,1100.0000
120558308,0,344,100873.0000
146147668,86,7,427.0000
147563744,0,752,39302.0000
149887041,75,17,600.0000
144441507,8,647,19604.0000
115669398,68,29,2027.0000
122527820,58,20,4768.0000
149873420,70,160,23384.0000
133708498,41,220,9409.0000
150029733,72,75,889.0000
149399247,0,5289,466447.0000
143756228,0,62,27792.0000
150030157,70,18,633.0000
150030376,72,10,1070.0000
139050674,72,12,300.0000
149834526,69,149,5700.0000
150030888,72,2,120.0000
149747091,28,79,1904.0000
149747027,78,8,600.0000
109084889,78,20,1640.0000
149746783,43,684,89368.0000
116431129,1,650,31202.0000
144321807,8,46,1200.0000
149747689,1,26,3234.0000
149340330,78,6,160.0000
149448929,0,123,11709.0000
146780212,7,994,55321.0000
149888630,75,59,5470.0000
127403573,74,40,6952.0000
149888815,75,8,240.0000
149277608,74,37,5137.0000
149888915,75,8,240.0000
149888740,75,4,521.0000
149888785,75,12,296.0000
97576749,3,51,11085.0000
149889510,75,2,486.0000
140985762,75,29,6004.0000
149889828,75,8,320.0000
149889741,75,8,1040.0000
115086486,70,15,390.0000
78913740,64,52,17196.0000
149749299,73,31,79262.0000
149749367,78,8,400.0000
148632063,89,8,559.0000
148419716,90,96,2161.0000
78421676,80,5,10415.0000
143375883,52,71,1310.0000
96246982,0,733,106157.0000
150121343,70,4,320.0000
149543339,51,29,1815.0000
150097696,2,8432,714815.0000
108481461,34,290,5429.0000
150061435,1,439,27000.0000
128822209,69,8,1485.0000
150048028,23,134,53532.0000
145165390,48,8114,81368.0000
142034153,1,614,256873.0000
149496256,64,493,10936.0000
149938512,25,10076,1179401.0000
150158776,0,45,770.0000
87157441,32,962,642599.0000
149604954,69,5,425.0000
142056798,4,133,32383.0000
147536842,48,40,663.0000
149354458,69,5,130.0000
150155067,66,42,12511.0000
150063016,69,3,114.0000
150155958,14,88,2270.0000
149937252,52,437,25604.0000
150156855,69,4,1040.0000
150104368,69,4,1000.0000
149743121,10,8689,121455.0000
136782927,3,76,20618.0000
150122642,70,13,194.0000
108335280,11,299,41473.0000
98286756,9,2278,931556.0000
135422337,22,128,15468.0000
134864376,14,243,17992.0000
150123262,70,4,320.0000
142882210,68,178,7542.0000
77376560,0,6482,1374523.0000
150157931,69,1,40.0000
150157942,69,16,730.0000
150157822,69,21,566.0000
150159727,69,8,239.0000
148875645,17,87,1217.0000
150159609,69,45,2900.0000
150160514,69,7,1060.0000
147910014,26,759,120883.0000
150124419,70,7,872.0000
150124417,54,50,500.0000
150124832,70,6,502.0000
150114977,70,3,297.0000
150115225,70,4,520.0000
150115292,70,4,520.0000
142970652,70,3,665.0000
142060961,70,2,121.0000
150115489,70,12,1080.0000
150116135,70,8,320.0000
150202606,68,8,360.0000
149519999,12,1040,107800.0000
150202684,68,8,600.0000
107739239,2,1240,192226.0000
149531176,35,16,548.0000
146264281,65,222,33322.0000
145540084,18,171,41539.0000
150203293,68,39,560.0000
150203346,68,8,600.0000
150203661,68,8,1040.0000
150203662,68,11,249.0000
112973282,70,65,1765.0000
150125985,25,57,9752.0000
150098430,45,124,12250.0000
150125996,70,14,660.0000
150112155,66,48,7500.0000
150160223,69,8,600.0000
150160245,69,16,1387.0000
150160434,69,4,541.0000
148834009,69,18,793.0000
149534875,76,7,310.0000
136459064,43,350,213952.0000
99806658,0,1168,109054.0000
149814719,75,11,120.0000
149814789,76,8,560.0000
126897237,55,126,194189.0000
149076533,66,54,7370.0000
113717412,58,14,844.0000
149949405,5,280,8948.0000
109591049,61,81,2352.0000
143088443,73,39,6345.0000
142647057,3,234,43068.0000
150172470,5,13209,1118672.0000
142715205,8,48,10016.0000
132852671,0,3172,6192516.0000
150205074,68,4,320.0000
150203204,68,31,24247.0000
149918108,67,8,3600.0000
150164019,68,40,1054.0000
150205845,68,8,560.0000
98892092,43,101,29961.0000
150206072,68,12,240.0000
150161679,69,12,2600.0000
150161935,69,4,120.0000
150162199,69,4,560.0000
135667175,69,4,160.0000
150161955,69,20,643.0000
150162662,69,9,900.0000
150162689,39,80,2230.0000
150162700,69,13,1060.0000
150065065,8,60,2254.0000
149767182,71,9,5746399.0000
149929332,38,1388,104905.0000
150065233,71,19,190.0000
147561598,71,20,1177.0000
102696909,35,94,27433.0000
150065727,71,8,400.0000
150065787,71,35,1214.0000
150065855,5,347,85759.0000
150065985,71,11,1264.0000
149368488,46,285,578611.0000
150066144,71,8,520.0000
150066143,71,8,520.0000
150066341,71,17,5950.0000
149715025,78,74,2662.0000
148538801,78,4,117.0000
149715034,78,4,601.0000
136356298,24,28,1911.0000
134724412,78,11,3219.0000
114628422,11,88,19613.0000
149977814,73,8,600.0000
149800439,55,596,28437.0000
149978005,73,8,520.0000
134075617,13,131,10822.0000
124761857,39,1102,49022.0000
149562374,0,1490,78586.0000
141977126,18,96,13733.0000
149264166,29,1104,3967.0000
150042933,71,151,5680.0000
150045064,63,186,5836.0000
150045786,71,3,216.0000
150045921,71,4,54.0000
149364766,71,7,89.0000
149429670,71,83,311.0000
150001359,71,49,579.0000
149629855,54,103,40759.0000
148687339,78,9,277.0000
142618623,14,172,121377.0000
149716105,78,8,320.0000
148082504,2,295,49459.0000
144158486,43,112,10165.0000
137287222,78,9,111.0000
149705532,78,224,23677.0000
121374240,78,10,158000.0000
148344488,1,1748,181369.0000
127778470,0,296,13985.0000
149699504,78,8,945.0000
149707138,78,30,4180.0000
150066800,71,187,1585.0000
150069140,71,4,521.0000
82206098,7,644,80958.0000
149613801,22,112,6815.0000
126533005,1,412,40474.0000
89042049,60,500,18685.0000
148893785,71,8,455.0000
150069697,71,4,320.0000
145459986,11,40,18252.0000
150003557,69,47,1075.0000
47889933,5,38,13418.0000
150069918,71,18,570.0000
81158635,0,63,15760.0000
113505977,67,24,10721.0000
150128617,70,46,720.0000
150130299,70,4,320.0000
149895726,72,164,2871.0000
139630396,71,175,6572.0000
110450790,74,25,830.0000
149899633,74,2,136.0000
145776203,2,492,128728.0000
146031699,74,2,50.0000
136312187,6,77,9706.0000
149845420,76,7,70.0000
149845589,63,11,619.0000
142588932,2,251,14866.0000
149845261,75,40,2593.0000
149845433,76,28,800.0000
147876484,75,166,46802.0000
136668306,5,174,7421.0000
149846430,76,8,520.0000
144054576,76,22,3629.0000
149846753,76,13,1265.0000
146302621,75,27,2250.0000
149847269,75,4,320.0000
113163552,1,57,7316.0000
150050963,71,2,36.0000
150050997,71,4,500.0000
150050816,71,8,560.0000
150047597,16,1333,10028.0000
150050973,71,23,1160.0000
139788212,71,6,343.0000
134097525,3,296,25418.0000
150051293,71,2,300.0000
149971641,66,107,2145.0000
127225436,71,6,70.0000
150174262,59,32,741.0000
148811620,39,26,1745.0000
150174644,69,4,120.0000
144287205,4,86,20127.0000
150168915,69,40,900.0000
133022624,68,15,328.0000
116418764,8,121,15863.0000
149604399,80,1,500.0000
148436278,41,46,25590.0000
143735644,80,10,300.0000
149604876,80,7,1200.0000
148153330,80,7,4443.0000
139820605,80,27,13593.0000
149605100,80,8,200.0000
149848028,75,16,670.0000
8695473,10,1403,1908844.0000
149840313,75,10,310.0000
149848846,75,4,540.0000
149848881,75,8,520.0000
92828821,75,6,1745.0000
148748425,14,49,1349.0000
