bet05,ip_count,bets,bets_per_ip
147093017,3,170,56.666666666666664
139837508,11,95,8.636363636363637
142224558,22,1079,49.04545454545455
136407321,2,102,51.0
117376602,38,998,26.263157894736842
142858501,32,1515,47.34375
148361269,1,8,8.0
148361518,4,549,137.25
148361590,1,8,8.0
26416927,28,320,11.428571428571429
148088346,1,23,23.0
132861697,2,42,21.0
128107339,20,104,5.2
91847525,1,21,21.0
148089016,1,76,76.0
139981367,10,355,35.5
108347577,46,3931,85.45652173913044
143876246,22,447,20.318181818181817
145733470,52,1105,21.25
142373104,53,631,11.90566037735849
148367453,1,2,2.0
147804926,12,1660,138.33333333333334
148367765,1,18,18.0
92784918,67,959,14.313432835820896
145126820,20,86,4.3
93882586,18,763,42.388888888888886
134549269,57,1906,33.43859649122807
147306307,3,171,57.0
122553843,22,1966,89.36363636363636
19315466,98,42417,432.8265306122449
122341012,82,5205,63.47560975609756
30360044,34,3877,114.02941176470588
148368555,1,4,4.0
139891122,8,252,31.5
148093351,2,33,16.5
144121792,45,5201,115.57777777777778
146724394,2,46,23.0
26897610,59,1609,27.271186440677965
146576488,4,89,22.25
147998421,61,2013,33.0
147966602,1,3,3.0
148056635,9,40,4.444444444444445
147739438,13,653,50.23076923076923
96570381,20,1306,65.3
148094411,1,35,35.0
22984059,18,1170,65.0
136017260,6,260,43.333333333333336
127166538,131,2328,17.770992366412212
108526197,7,229,32.714285714285715
148531491,1,3,3.0
145423043,22,2583,117.4090909090909
145819309,143,3074,21.496503496503497
148777538,1,33,33.0
136760252,4,4,1.0
112049719,161,6390,39.68944099378882
147668619,160,81004,506.275
146866151,7,298,42.57142857142857
146880169,9,68,7.555555555555555
148703954,16,532,33.25
127070326,93,10476,112.64516129032258
145052470,33,5952,180.36363636363637
144983188,34,164,4.823529411764706
136470590,71,3722,52.42253521126761
117255583,1,19,19.0
143913418,15,2262,150.8
141743412,30,2702,90.06666666666666
148275925,2,17,8.5
79093734,32,681,21.28125
148179521,1,190,190.0
147587237,26,686,26.384615384615383
148778890,1,8,8.0
148396039,15,1112,74.13333333333334
21072441,83,6611,79.65060240963855
37870088,38,4437,116.76315789473684
112062220,60,335,5.583333333333333
135292370,1,31,31.0
148339321,5,130,26.0
145661475,98,5343,54.52040816326531
90889169,20,3147,157.35
124726104,39,5889,151.0
148295273,13,683,52.53846153846154
136365111,1,33,33.0
148376900,1,4,4.0
144463791,22,110,5.0
146992655,5,24,4.8
148376323,1,309,309.0
148377300,1,12,12.0
148376879,1,2,2.0
148377378,1,28,28.0
114482487,1,420,420.0
148377473,1,4,4.0
106707498,3,145,48.333333333333336
112766721,25,436,17.44
146856053,15,432,28.8
148211401,1,34,34.0
137357175,9,135,15.0
143957860,9,371,41.22222222222222
147604338,30,193,6.433333333333334
148211738,1,10,10.0
145982116,11,110,10.0
148191677,6,474,79.0
148169248,3,247,82.33333333333333
148212393,1,13,13.0
128838786,84,10518,125.21428571428571
120005570,51,1545,30.294117647058822
146380783,23,1155,50.21739130434783
128667238,1,12,12.0
122981114,31,623,20.096774193548388
122959397,151,13350,88.41059602649007
140717669,73,1081,14.808219178082192
148204759,1,11,11.0
148128198,3,228,76.0
146803176,35,1754,50.114285714285714
126774971,18,1362,75.66666666666667
148212138,6,1713,285.5
137445184,15,1141,76.06666666666666
124990542,4,7,1.75
127114645,1,18,18.0
143722974,9,77,8.555555555555555
128152887,4,54,13.5
146200381,17,168,9.882352941176471
123574838,6,436,72.66666666666667
146107626,12,140,11.666666666666666
147478744,64,10262,160.34375
148068956,4,100,25.0
147354560,21,451,21.476190476190474
131971710,12,2227,185.58333333333334
147666566,9,364,40.44444444444444
145763287,87,2411,27.71264367816092
97197720,7,367,52.42857142857143
142652292,24,199,8.291666666666666
136033783,42,5550,132.14285714285714
148225618,1,22,22.0
148225744,1,20,20.0
148186158,19,293,15.421052631578947
127373671,11,360,32.72727272727273
70199584,76,2056,27.05263157894737
148221112,1,6,6.0
137143720,21,61,2.9047619047619047
148172990,2,77,38.5
141406396,5,42,8.4
120891832,18,519,28.833333333333332
144252189,6,405,67.5
79050207,14,864,61.714285714285715
146929904,2,18,9.0
112318407,131,10935,83.47328244274809
125740591,2,140,70.0
142850624,16,97,6.0625
79603215,4,315,78.75
119793589,16,50,3.125
125739388,1,6,6.0
147903136,20,134,6.7
16114172,78,3789,48.57692307692308
148080776,11,129,11.727272727272727
33437554,67,557,8.313432835820896
148377504,1,11,11.0
148182979,2,49,24.5
67282779,11,97,8.818181818181818
141804281,21,450,21.428571428571427
112320981,194,884,4.556701030927835
142725068,9,191,21.22222222222222
148378016,1,3,3.0
134569479,4,98,24.5
148378301,1,2,2.0
142184650,11,164,14.909090909090908
148378357,1,8,8.0
138315481,9,133,14.777777777777779
148378351,1,4,4.0
96331387,79,3262,41.29113924050633
148380543,1,22,22.0
148353990,1,222,222.0
141827903,53,893,16.849056603773583
148380710,1,3,3.0
91853802,3,13,4.333333333333333
142022668,126,3192,25.333333333333332
148380414,1,9,9.0
5415112,3,10,3.3333333333333335
110609775,10,140,14.0
126870617,31,9580,309.03225806451616
148381194,1,2,2.0
136968106,3,15,5.0
148380951,1,11,11.0
143416700,10,264,26.4
143100748,8,88,11.0
147319445,17,297,17.470588235294116
147093884,5,56,11.2
148007168,7,215,30.714285714285715
148093329,1,3,3.0
133769538,14,534,38.142857142857146
148387801,1,26,26.0
147426032,10,27727,2772.7
31305759,8,206,25.75
103288197,96,3442,35.854166666666664
134399776,62,818,13.193548387096774
148007167,10,231,23.1
133415403,19,183,9.631578947368421
148388680,1,11,11.0
15346664,30,1866,62.2
145793208,63,3049,48.3968253968254
147437701,12,532,44.333333333333336
143313733,8,604,75.5
148388731,4,30,7.5
75555791,101,2839,28.10891089108911
148388749,1,8,8.0
132991667,8,290,36.25
66682194,46,1439,31.282608695652176
148395091,2,63,31.5
113030150,9,548,60.888888888888886
127674230,7,247,35.285714285714285
116802589,3,154,51.333333333333336
55478368,5,181,36.2
148396032,9,134,14.88888888888889
148396022,1,6,6.0
148340817,1,21,21.0
141443466,9,71,7.888888888888889
148337964,7,217,31.0
142213305,16,399,24.9375
141069820,50,1965,39.3
145599983,4,2968,742.0
146240688,31,1362,43.935483870967744
142615328,3,89,29.666666666666668
129014105,7,22,3.142857142857143
147718806,4,67,16.75
137360390,8,258,32.25
148339466,4,73,18.25
148132091,5,58,11.6
87359771,1,32,32.0
144778736,18,1122,62.333333333333336
124733167,17,219,12.882352941176471
100195412,245,9142,37.31428571428572
145905341,53,1216,22.943396226415093
144066627,1,17,17.0
135188172,8,194,24.25
148353219,1,9,9.0
65567109,1,10,10.0
148353315,1,2,2.0
111255883,8,205,25.625
132888458,25,502,20.08
148225616,26,2802,107.76923076923077
142827655,24,1180,49.166666666666664
148529910,10,582,58.2
146886655,18,813,45.166666666666664
148530731,2,83,41.5
144366745,9,124,13.777777777777779
123189767,35,6240,178.28571428571428
148224674,9,106,11.777777777777779
148405708,5,20,4.0
148514397,1,14,14.0
94596737,31,1195,38.54838709677419
122569025,105,2128,20.266666666666666
40344615,190,15424,81.17894736842105
113728107,2,128,64.0
139968707,50,5319,106.38
148537760,1,242,242.0
130132150,40,9215,230.375
126900819,1,115,115.0
148537136,69,4558,66.05797101449275
143291627,33,148,4.484848484848484
148537851,17,396,23.294117647058822
148538979,1,5,5.0
20907613,10,393,39.3
148533530,15,375,25.0
148538972,1,5,5.0
148491376,24,565,23.541666666666668
148539302,6,192,32.0
147885147,4,197,49.25
102676497,3,20,6.666666666666667
135468791,6,24,4.0
148539586,1,20,20.0
148502652,1,12,12.0
141154361,77,6711,87.15584415584415
137843770,5,50,10.0
147915358,13,1012,77.84615384615384
148311625,2,64,32.0
10426905,84,1118,13.30952380952381
125403315,52,293,5.634615384615385
142653233,45,1685,37.44444444444444
146613697,20,1351,67.55
146221695,7,377,53.857142857142854
141372554,8,38,4.75
148363324,2,18,9.0
115373084,67,635,9.477611940298507
127536848,6,60,10.0
148545865,3,10,3.3333333333333335
146840481,1,24,24.0
115429067,45,3546,78.8
148288026,71,13910,195.91549295774647
145469056,21,1024,48.76190476190476
112370338,3,239,79.66666666666667
147194105,55,929,16.89090909090909
142283476,26,402,15.461538461538462
147708052,11,823,74.81818181818181
145784000,37,501,13.54054054054054
123693856,41,2502,61.02439024390244
148872310,13,401,30.846153846153847
23250364,120,3505,29.208333333333332
146979857,41,3743,91.29268292682927
125027183,296,6983,23.591216216216218
148910594,1,6,6.0
147067093,34,174,5.117647058823529
89337082,97,4145,42.7319587628866
142015994,31,16557,534.0967741935484
146765429,74,7626,103.05405405405405
132192551,21,2813,133.95238095238096
143781967,11,1396,126.9090909090909
119582380,5,25,5.0
148414908,27,3604,133.4814814814815
66461087,15,72,4.8
148913376,1,3,3.0
103779748,39,1049,26.897435897435898
148859623,106,4457,42.04716981132076
148912846,1,19,19.0
140948587,9,632,70.22222222222223
133563555,22,514,23.363636363636363
148523333,1,20,20.0
148656094,10,402,40.2
127897416,1,18,18.0
147520043,7,357,51.0
17564648,8,130,16.25
147322815,4,22,5.5
148372003,3,115,38.333333333333336
148368419,2,180,90.0
148407107,1,201,201.0
144721225,17,129,7.588235294117647
130822792,1,6,6.0
148407435,16,170,10.625
147239572,2,8,4.0
142559720,9,295,32.77777777777778
135592805,18,291,16.166666666666668
148408034,1,5,5.0
132294403,112,6955,62.098214285714285
147409114,11,1453,132.0909090909091
147902979,11,596,54.18181818181818
142005293,46,25030,544.1304347826087
147902714,2,193,96.5
28927205,58,490,8.448275862068966
147907899,1,46,46.0
147908072,1,13,13.0
147908167,2,72,36.0
137030001,2,310,155.0
27475327,3,57,19.0
139156796,9,761,84.55555555555556
148315679,19,48,2.526315789473684
131591035,202,4073,20.163366336633665
147900335,18,367,20.38888888888889
148105168,1,12,12.0
148199252,63,534,8.476190476190476
142668834,118,802,6.796610169491525
55140365,124,11291,91.05645161290323
148238112,1,7,7.0
106646241,30,52,1.7333333333333334
129431767,14,231,16.5
148416390,1,6,6.0
146380137,50,403,8.06
148420142,1,4,4.0
148420143,1,4,4.0
115336382,6,51,8.5
119908219,29,2021,69.6896551724138
75812931,4,119,29.75
148420693,1,4,4.0
94030588,3,18,6.0
141454663,1,53,53.0
146203466,29,246,8.482758620689655
129591725,122,5096,41.77049180327869
121777661,1,6,6.0
146311869,15,175,11.666666666666666
148424549,1,5,5.0
147137052,10,93,9.3
117926014,5,39,7.8
148424216,1,39,39.0
148425011,1,8,8.0
148425343,19,794,41.78947368421053
80582100,137,1508,11.007299270072993
131154475,7,224,32.0
146143777,20,107,5.35
148425349,1,8,8.0
148424580,3,136,45.333333333333336
112399119,2,17,8.5
91433093,15,670,44.666666666666664
148426312,1,12,12.0
145349835,11,53,4.818181818181818
148377577,6,91,15.166666666666666
144213797,19,143,7.526315789473684
146969400,6,26,4.333333333333333
148426690,1,4,4.0
140107310,31,923,29.774193548387096
148426885,2,13,6.5
148427326,1,4,4.0
148427200,1,6,6.0
134935573,1,1,1.0
122595857,1,10,10.0
148618331,1,10,10.0
148618370,1,4,4.0
148618305,1,38,38.0
123326580,26,1771,68.11538461538461
148080066,20,505,25.25
146315946,10,710,71.0
128196558,7,111,15.857142857142858
148603948,2,59,29.5
148172520,5,9,1.8
5182499,34,6312,185.64705882352942
137292471,4,118,29.5
137046674,27,210,7.777777777777778
148619108,1,3,3.0
148619124,1,3,3.0
148619286,1,4,4.0
113055953,24,339,14.125
148605403,8,173,21.625
145791653,5,9,1.8
106195450,130,40847,314.2076923076923
142008465,12,154,12.833333333333334
148627777,1,333,333.0
105073289,10,181,18.1
139610271,169,9956,58.9112426035503
147153651,9,181,20.11111111111111
82477655,21,385,18.333333333333332
137795411,9,19,2.111111111111111
148545985,1,97,97.0
148628684,2,63,31.5
143301039,30,5580,186.0
148629789,1,10,10.0
148629781,1,5,5.0
115888549,10,306,30.6
131278210,46,2909,63.23913043478261
148630287,5,26,5.2
148630288,1,4,4.0
148630273,1,2,2.0
98571323,17,197,11.588235294117647
70128309,14,107,7.642857142857143
120786202,1,11,11.0
88938904,24,180,7.5
147520803,26,671,25.807692307692307
148181572,3,24,8.0
144409068,26,1008,38.76923076923077
122583443,116,1456,12.551724137931034
116254861,9,15,1.6666666666666667
148473810,15,1259,83.93333333333334
148443421,9,480,53.333333333333336
77533242,20,273,13.65
136593495,1,8,8.0
114349142,47,4804,102.2127659574468
148506584,1,3,3.0
148506602,1,12,12.0
141351655,4,60,15.0
148506758,4,27,6.75
146743613,7,110,15.714285714285714
148511205,4,13,3.25
145380863,27,847,31.37037037037037
148499400,2,42,21.0
142258246,43,730,16.976744186046513
147324869,70,3760,53.714285714285715
104506906,71,447,6.295774647887324
147919800,4,196,49.0
142696398,150,2167,14.446666666666667
148511352,1,2,2.0
148445945,2,127,63.5
146308147,9,139,15.444444444444445
127858025,13,818,62.92307692307692
129581517,19,316,16.63157894736842
148519253,1,7,7.0
148119897,10,333,33.3
142117038,108,11417,105.71296296296296
148155135,1,18,18.0
148372659,12,467,38.916666666666664
137417660,2,50,25.0
134211126,2,32,16.0
139081563,24,556,23.166666666666668
146354379,30,453,15.1
26564372,21,742,35.333333333333336
146560009,75,22440,299.2
107684908,104,626,6.019230769230769
148818481,4,86,21.5
148752121,60,1957,32.61666666666667
136616451,77,2664,34.5974025974026
113365110,1,32,32.0
148775668,14,269,19.214285714285715
148578183,10,275,27.5
148016234,9,196,21.77777777777778
117574499,2,33,16.5
148819733,1,1,1.0
142006485,4,32,8.0
148819740,1,34,34.0
148727640,16,236,14.75
147788586,13,4515,347.3076923076923
47349733,11,369,33.54545454545455
147016160,21,3571,170.04761904761904
148753351,1,7,7.0
142936699,36,106,2.9444444444444446
144988201,5,74,14.8
143521256,12,836,69.66666666666667
123187881,11,593,53.90909090909091
143575240,3,33,11.0
142018196,29,462,15.931034482758621
148496494,7,146,20.857142857142858
138546980,17,801,47.11764705882353
55823110,3,208,69.33333333333333
147300571,6,131,21.833333333333332
148527417,1,21,21.0
148382057,4,54,13.5
114718020,13,532,40.92307692307692
99988185,16,238,14.875
131673245,15,446,29.733333333333334
135479804,14,344,24.571428571428573
138102478,45,2851,63.355555555555554
139658242,64,3725,58.203125
148828957,1,199,199.0
144078857,2,18,9.0
148835585,1,8,8.0
139804969,2,268,134.0
148830900,135,5650,41.851851851851855
146499962,192,7396,38.520833333333336
148834610,1,30,30.0
146474820,16,522,32.625
146168413,67,640,9.552238805970148
120906854,2,100,50.0
148835966,1,6,6.0
3958241,31,381,12.290322580645162
137021281,168,1776,10.571428571428571
125579579,22,5609,254.95454545454547
147805382,11,1004,91.27272727272727
148537858,2,30,15.0
85744003,19,331,17.42105263157895
145390695,1,2,2.0
14840975,1,9,9.0
148538206,1,8,8.0
130938308,5,120,24.0
148538248,1,8,8.0
145726111,41,2445,59.63414634146341
144819248,5,39,7.8
139110582,8,203,25.375
148845630,1,18,18.0
148845737,1,8,8.0
146783201,29,792,27.310344827586206
148810013,8,952,119.0
133050960,18,109,6.055555555555555
42901137,11,1863,169.36363636363637
148590835,151,35910,237.81456953642385
80429050,21,2548,121.33333333333333
148844854,1,55,55.0
148846132,1,11,11.0
145041063,12,5021,418.4166666666667
144872514,66,4977,75.4090909090909
148846264,1,8,8.0
148771841,2,60,30.0
91881734,45,862,19.155555555555555
148842065,1,111,111.0
148846528,1,9,9.0
144568835,15,931,62.06666666666667
135917323,5,48,9.6
148846558,1,4,4.0
148846867,1,30,30.0
145605583,2,20,10.0
148337436,13,47,3.6153846153846154
148502774,1,6,6.0
147472663,31,96,3.096774193548387
147754873,5,52,10.4
148725283,25,14942,597.68
130939567,2,21,10.5
148133585,30,2324,77.46666666666667
148680691,4,87,21.75
129043782,43,4300,100.0
148550586,5,65,13.0
148727078,2,5,2.5
145592793,14,198,14.142857142857142
148424879,32,1798,56.1875
148727288,5,47,9.4
139626700,13,326,25.076923076923077
148673455,7,727,103.85714285714286
92483143,22,2284,103.81818181818181
148727373,1,4,4.0
124967089,99,460,4.646464646464646
148651223,4,512,128.0
148684284,3,230,76.66666666666667
117502995,9,183,20.333333333333332
148685134,1,11,11.0
72669025,6,881,146.83333333333334
125052649,7,87,12.428571428571429
140189918,24,4895,203.95833333333334
72646871,1,5,5.0
118497576,4,53,13.25
136796177,3,71,23.666666666666668
120851538,29,49,1.6896551724137931
148439192,86,3162,36.76744186046512
97902066,5,383,76.6
148575059,4,41,10.25
116243161,43,4195,97.55813953488372
72327282,3,61,20.333333333333332
148686136,1,13,13.0
148483442,2,15,7.5
148361808,2,12,6.0
148519259,1,67,67.0
148686232,1,1,1.0
148686256,1,30,30.0
148686288,13,48,3.6923076923076925
146878741,6,486,81.0
148725213,4,1175,293.75
148728497,1,26,26.0
111567978,6,852,142.0
148727003,6,120,20.0
148296763,6,3982,663.6666666666666
123470861,2,193,96.5
64730452,43,4799,111.6046511627907
107080668,4,59,14.75
58124809,9,701,77.88888888888889
115550779,60,2294,38.233333333333334
142527286,94,3792,40.340425531914896
148729244,1,8,8.0
146980944,9,100,11.11111111111111
148417351,25,399,15.96
132429542,17,489,28.764705882352942
113520450,32,435,13.59375
71428934,21,309,14.714285714285714
148403576,44,1536,34.90909090909091
148461626,8,74,9.25
125788656,23,1883,81.8695652173913
137953038,6,308,51.333333333333336
148732839,2,86,43.0
142981997,36,875,24.305555555555557
148733264,1,15,15.0
4106324,47,1493,31.76595744680851
148733469,1,13,13.0
108032098,46,10308,224.08695652173913
12669498,144,4466,31.01388888888889
101384910,19,397,20.894736842105264
148737449,7,151,21.571428571428573
142175481,35,12194,348.4
148713100,44,4239,96.3409090909091
117350287,31,839,27.06451612903226
148738039,1,3,3.0
125834469,67,1677,25.029850746268657
148738001,4,28,7.0
148738175,1,8,8.0
133739929,17,220,12.941176470588236
148738135,1,5,5.0
99997220,18,46,2.5555555555555554
148738416,1,2,2.0
83659689,6,20,3.3333333333333335
148741721,1,10,10.0
148741718,52,1583,30.442307692307693
148741486,1,8,8.0
65832794,19,600,31.57894736842105
145834028,37,469,12.675675675675675
147044113,10,293,29.3
148742799,1,28,28.0
129735093,8,260,32.5
148742964,1,8,8.0
148742966,1,8,8.0
148516629,5,208,41.6
148744103,1,12,12.0
148678053,7,818,116.85714285714286
143912278,11,660,60.0
146006920,7,56,8.0
91021270,14,83,5.928571428571429
145642952,15,253,16.866666666666667
148549378,1,116,116.0
148632760,14,328,23.428571428571427
148137902,4,151,37.75
147655312,15,58,3.8666666666666667
148744857,1,8,8.0
148645777,2,29,14.5
148743082,2,44,22.0
147264479,3,12,4.0
141231572,3,48,16.0
148380959,1,4,4.0
147469257,43,509,11.837209302325581
113662177,43,1401,32.58139534883721
148791510,1,22,22.0
133038843,8,4165,520.625
147647378,38,4254,111.94736842105263
148718048,38,218,5.7368421052631575
148791601,1,15,15.0
148791728,1,15,15.0
83483486,21,320,15.238095238095237
133944868,144,2900,20.13888888888889
148791094,1,18,18.0
125013509,1,3,3.0
130994033,34,1613,47.44117647058823
145723588,54,5384,99.70370370370371
142124249,75,1526,20.346666666666668
145814531,115,657,5.71304347826087
148792000,3,32,10.666666666666666
148792384,8,76,9.5
81758135,18,1524,84.66666666666667
148801582,10,541,54.1
54953538,28,886,31.642857142857142
148824091,1,37,37.0
148823810,8,269,33.625
148824698,1,8,8.0
148690210,29,230,7.931034482758621
148824692,1,2,2.0
148824962,1,8,8.0
148824678,1,20,20.0
148544424,48,2295,47.8125
48402036,42,834,19.857142857142858
148825199,1,8,8.0
148825193,1,15,15.0
147257794,16,59,3.6875
73168862,9,1054,117.11111111111111
148828661,1,4,4.0
148771240,8,162,20.25
144087134,7,91,13.0
97089432,33,85,2.5757575757575757
142011220,50,687,13.74
142913788,6,40,6.666666666666667
136611027,17,117,6.882352941176471
133352005,31,270,8.709677419354838
50464138,68,468,6.882352941176471
132257734,14,246,17.571428571428573
132808638,58,723,12.46551724137931
72588136,81,5552,68.54320987654322
148832704,1,16,16.0
64545583,56,2419,43.19642857142857
148722198,13,339,26.076923076923077
86492089,43,1130,26.27906976744186
128555274,2,64,32.0
137387663,4,26,6.5
148833147,1,12,12.0
146426190,41,2331,56.853658536585364
148833746,1,8,8.0
148833734,1,1,1.0
71896390,5,143,28.6
147995263,2,7,3.5
148771795,3,46,15.333333333333334
146063548,1,27,27.0
148580772,5,325,65.0
148805524,1,31,31.0
148808782,1,1,1.0
148814629,2,105,52.5
148814816,1,34,34.0
147248103,6,16,2.6666666666666665
136775229,15,71,4.733333333333333
116553694,14,288,20.571428571428573
116808564,26,631,24.26923076923077
137019362,2,40,20.0
148385210,1,50,50.0
134974287,1,2,2.0
142344736,30,1331,44.36666666666667
148383783,3,58,19.333333333333332
148385238,2,4,2.0
147730714,7,64,9.142857142857142
116469879,4,41,10.25
145709564,4,151,37.75
148045196,1,4,4.0
146489681,40,717,17.925
142316568,204,9269,45.43627450980392
145869572,2,9,4.5
148018499,35,794,22.685714285714287
143312108,5,204,40.8
111335468,21,216,10.285714285714286
129425323,42,889,21.166666666666668
148045876,1,4,4.0
148868311,1,9,9.0
141785642,16,88,5.5
148868081,3,14,4.666666666666667
4713363,1,8,8.0
148868565,1,2,2.0
140303835,42,11756,279.9047619047619
112081326,59,906,15.35593220338983
75298692,11,217,19.727272727272727
67860476,11,493,44.81818181818182
148319157,2,22,11.0
67050467,8,81,10.125
97293356,105,2207,21.01904761904762
143148343,12,136,11.333333333333334
147493007,8,86,10.75
148827376,29,131,4.517241379310345
148878023,1,28,28.0
148870386,19,3354,176.52631578947367
142981744,65,241,3.707692307692308
61320554,43,1307,30.3953488372093
148886507,1,221,221.0
148831703,7,201,28.714285714285715
44068819,6,9,1.5
130950783,23,68,2.9565217391304346
148887341,1,2,2.0
145450528,3,5,1.6666666666666667
148882712,7,176,25.142857142857142
92094765,3,8,2.6666666666666665
141490634,1,19,19.0
148750574,55,1622,29.490909090909092
125651361,16,213,13.3125
148512008,2,28,14.0
141868720,10,2046,204.6
148776745,2,18,9.0
131815327,146,9357,64.08904109589041
23374508,71,2327,32.774647887323944
141039724,12,59,4.916666666666667
148945234,3,262,87.33333333333333
148945080,4,197,49.25
148903664,31,3322,107.16129032258064
147765622,15,679,45.266666666666666
148927080,65,4550,70.0
82119407,47,1134,24.127659574468087
148945056,2,105,52.5
146285084,23,488,21.217391304347824
96226833,46,1000,21.73913043478261
113530604,6,8,1.3333333333333333
134278147,75,2762,36.82666666666667
129470161,7,137,19.571428571428573
145881451,27,586,21.703703703703702
148945953,1,8,8.0
127002408,68,940,13.823529411764707
148945959,1,4,4.0
139069945,32,3818,119.3125
146903256,13,328,25.23076923076923
148050221,2,24,12.0
148050247,2,4,2.0
114814667,25,1069,42.76
136608206,8,138,17.25
148050232,1,8,8.0
145419497,77,1447,18.792207792207794
121205709,16,66,4.125
129108833,39,392,10.051282051282051
145188577,1,1,1.0
145290556,30,334,11.133333333333333
146772199,37,1121,30.2972972972973
127141950,5,88,17.6
145446958,6,197,32.833333333333336
148901721,1,55,55.0
148899823,1,90,90.0
148866275,2,78,39.0
132538413,2,311,155.5
148917200,2,18,9.0
148851059,5,107,21.4
148917942,1,11,11.0
146491824,8,185,23.125
148408485,107,7488,69.98130841121495
148454833,11,260,23.636363636363637
139372931,2,61,30.5
148921050,22,1449,65.86363636363636
127029366,3,23,7.666666666666667
65433078,4,95,23.75
148923435,4,15,3.75
147735377,5,61,12.2
130219040,13,143,11.0
148417149,2,13,6.5
118226786,24,328,13.666666666666666
145978063,2,46,23.0
148762686,6,253,42.166666666666664
148926323,1,9,9.0
133316567,24,629,26.208333333333332
70406986,5,114,22.8
127573250,6,158,26.333333333333332
148926687,1,3,3.0
148926917,1,8,8.0
127416573,13,177,13.615384615384615
148926536,1,82,82.0
147708343,66,1544,23.393939393939394
125947915,2,36,18.0
148929476,3,42,14.0
148097749,13,416,32.0
148929946,1,62,62.0
148883722,5,398,79.6
141783450,1,1,1.0
147713946,12,829,69.08333333333333
67080916,40,568,14.2
126370488,81,1131,13.962962962962964
134209439,1,13,13.0
123290738,49,9126,186.24489795918367
148890755,8,1231,153.875
121144020,18,302,16.77777777777778
148718124,8,80,10.0
142012751,54,537,9.944444444444445
114727885,1,23,23.0
148934778,1,15,15.0
148935016,11,236,21.454545454545453
148134612,20,3398,169.9
148745100,1,12,12.0
109369060,30,980,32.666666666666664
132181806,15,73,4.866666666666666
148746200,1,8,8.0
148729983,42,466,11.095238095238095
148751430,1,6,6.0
148751440,2,29,14.5
148751129,2,40,20.0
85382319,85,2145,25.235294117647058
148445035,1,14,14.0
90050305,58,765,13.189655172413794
146111967,4,106,26.5
148752037,1,8,8.0
143805782,2,10,5.0
144691025,23,463,20.130434782608695
142212586,26,1487,57.19230769230769
148127752,4,273,68.25
99067447,21,660,31.428571428571427
148653753,63,1220,19.365079365079364
148754490,14,3840,274.2857142857143
145767824,7,116,16.571428571428573
148755968,1,8,8.0
148667971,88,2486,28.25
148756018,1,8,8.0
71462700,11,1220,110.9090909090909
148756273,11,416,37.81818181818182
65908991,12,780,65.0
143878750,5,398,79.6
142896657,77,1985,25.77922077922078
147227334,27,4845,179.44444444444446
139548299,8,103,12.875
148697675,2,38,19.0
148682643,2,9,4.5
148480622,15,719,47.93333333333333
148026222,30,1115,37.166666666666664
148698629,2,10,5.0
148698772,1,4,4.0
132293947,1,13,13.0
96882091,23,91,3.9565217391304346
48980339,1,279,279.0
148622161,14,873,62.357142857142854
142833380,18,266,14.777777777777779
148745595,44,1282,29.136363636363637
106297635,151,13082,86.63576158940397
143339225,3,21,7.0
136452332,2,65,32.5
35705790,3,3430,1143.3333333333333
148761431,1,12,12.0
148761370,1,4,4.0
148519341,19,185,9.736842105263158
148761619,1,2,2.0
148761667,1,6,6.0
107767054,23,603,26.217391304347824
148327513,4,65,16.25
148761990,2,115,57.5
148689800,2,43,21.5
139002389,2,713,356.5
144184570,15,84,5.6
130646992,37,3031,81.91891891891892
142513820,4,77,19.25
145005662,4,40,10.0
122601996,34,1968,57.88235294117647
148916250,1,4,4.0
148916402,1,9,9.0
128690734,3,28,9.333333333333334
148728250,12,161,13.416666666666666
148587458,7,165,23.571428571428573
148586274,5,82,16.4
49736846,5,48,9.6
148323060,3,52,17.333333333333332
130473991,2,298,149.0
148324371,1,4,4.0
148324358,13,62,4.769230769230769
127525567,43,542,12.604651162790697
148324925,1,8,8.0
146687228,1,46,46.0
146427220,7,64,9.142857142857142
127619242,2,22,11.0
148324936,1,8,8.0
100423170,4,11,2.75
148921831,1,36,36.0
148921838,1,4,4.0
148921926,1,2,2.0
148922131,2,23,11.5
148921863,2,13,6.5
88479805,18,1306,72.55555555555556
148922587,1,8,8.0
145818571,123,2938,23.88617886178862
142211208,25,314,12.56
147879400,22,435,19.772727272727273
148333838,1,40,40.0
119641393,1,6,6.0
113953691,38,1887,49.6578947368421
148333434,1,8,8.0
145020138,7,47,6.714285714285714
148334283,1,8,8.0
148334344,1,8,8.0
147936492,4,40,10.0
131404995,22,857,38.95454545454545
148335137,1,2,2.0
148335171,1,8,8.0
147373996,24,1627,67.79166666666667
148285513,1,66,66.0
144869138,2,20,10.0
121371324,6,166,27.666666666666668
106430275,73,1731,23.71232876712329
147221532,14,2476,176.85714285714286
67721347,9,39,4.333333333333333
148347227,1,5,5.0
137297594,1,21,21.0
148347253,1,4,4.0
147797644,28,332,11.857142857142858
146693056,3,20,6.666666666666667
110437462,34,443,13.029411764705882
148347701,1,2,2.0
145629635,7,59,8.428571428571429
148068645,7,48,6.857142857142857
148351636,1,33,33.0
144046926,3,36,12.0
78560619,1,18,18.0
137801592,3,8,2.6666666666666665
148353158,1,4,4.0
148353381,2,16,8.0
99493547,3,172,57.333333333333336
146806115,25,478,19.12
140763210,176,2081,11.823863636363637
148383074,5,107,21.4
