bet05,ip_count,bets,bets_per_ip
146773708,5,39,7.8
142057731,18,61,3.388888888888889
131205973,23,58,2.5217391304347827
70739291,33,212,6.424242424242424
148488966,4,32,8.0
148965021,3,22,7.333333333333333
148965048,1,5,5.0
148915434,1,7,7.0
144642092,2,79,39.5
148919824,1,12,12.0
148383271,2,29,14.5
148920303,1,8,8.0
148920329,1,5,5.0
108185211,1,1,1.0
148926195,4,11,2.75
148716224,1,5,5.0
148716312,1,1,1.0
23047346,4,400,100.0
149033898,1,12,12.0
149033960,1,4,4.0
149034274,1,4,4.0
141232518,8,116,14.5
148762546,9,202,22.444444444444443
118704768,36,4209,116.91666666666667
149029552,2,15,7.5
143034531,13,566,43.53846153846154
148407245,2,7,3.5
148999408,1,4,4.0
73794572,8,136,17.0
148936837,1,2,2.0
148555776,4,54,13.5
130155636,11,542,49.27272727272727
134241202,3,70,23.333333333333332
23756517,9,63,7.0
148967320,6,131,21.833333333333332
136796444,1,4,4.0
136617114,2,9,4.5
148967354,1,8,8.0
148956052,2,38,19.0
148967697,1,1,1.0
148873594,1,4,4.0
148873640,1,8,8.0
148873781,2,2,1.0
148873636,1,26,26.0
148874150,1,8,8.0
148874127,1,4,4.0
148874182,1,8,8.0
148877907,1,4,4.0
148882375,1,8,8.0
148882303,1,19,19.0
148273383,3,75,25.0
148893506,1,35,35.0
147795751,2,30,15.0
148818387,11,206,18.727272727272727
148191061,1,28,28.0
147527646,2,8,4.0
117025610,1,20,20.0
145645270,1,1,1.0
149212770,1,7,7.0
149213612,1,1,1.0
149213630,1,4,4.0
149216532,1,27,27.0
149214766,1,17,17.0
147061086,1,9,9.0
149215891,1,24,24.0
149216151,3,19,6.333333333333333
149216144,1,7,7.0
134047353,28,88,3.142857142857143
128171894,1,107,107.0
149013939,9,60,6.666666666666667
149216620,1,8,8.0
149216784,1,8,8.0
127605941,6,33,5.5
107556150,1,1,1.0
142814467,6,53,8.833333333333334
145978742,5,61,12.2
149119195,17,89,5.235294117647059
146353068,4,247,61.75
142911444,13,193,14.846153846153847
149298457,2,83,41.5
149299536,1,8,8.0
149299546,1,8,8.0
149300419,1,88,88.0
149300389,1,4,4.0
148947011,4,28,7.0
148862664,2,25,12.5
141032252,7,59,8.428571428571429
148977447,1,8,8.0
148825594,1,115,115.0
147623919,29,3142,108.34482758620689
122407077,5,10,2.0
148510968,4,7,1.75
136075011,16,140,8.75
149310561,1,8,8.0
149310229,1,70,70.0
132637761,17,331,19.470588235294116
149312941,2,148,74.0
140249239,6,35,5.833333333333333
144301124,42,2034,48.42857142857143
149313467,1,11,11.0
149010555,21,379,18.047619047619047
149314055,4,20,5.0
149314184,2,21,10.5
148705302,8,149,18.625
43475248,4,128,32.0
79415133,4,147,36.75
149318430,5,222,44.4
125673115,6,1987,331.1666666666667
116773269,11,1266,115.0909090909091
148723275,1,4,4.0
148723550,1,7,7.0
148723529,1,20,20.0
148725754,2,13,6.5
148977311,1,39,39.0
129371012,6,127,21.166666666666668
148947303,1,11,11.0
144581359,12,55,4.583333333333333
148981138,1,3,3.0
148981322,1,5,5.0
148981217,1,2,2.0
147124511,11,85,7.7272727272727275
149116885,2,7,3.5
149117407,1,4,4.0
149117536,1,3,3.0
149117781,1,6,6.0
149039817,16,285,17.8125
78891287,20,163,8.15
149136081,2,63,31.5
148540024,9,131,14.555555555555555
149119879,1,1,1.0
132294514,1,10,10.0
149068751,5,251,50.2
134277742,1,24,24.0
113224655,2,88,44.0
149295753,2,35,17.5
148739700,8,266,33.25
149297736,1,8,8.0
149298032,1,5,5.0
149298527,1,1,1.0
149291532,2,31,15.5
136863795,3,42,14.0
148988624,1,4,4.0
148989005,1,4,4.0
148989146,1,4,4.0
148988869,1,22,22.0
148988980,1,6,6.0
148544921,1,4,4.0
149269236,1,32,32.0
149245132,9,640,71.11111111111111
149269953,1,6,6.0
53334355,6,567,94.5
149269948,1,8,8.0
149270367,11,144,13.090909090909092
148547429,2,3,1.5
148770975,11,120,10.909090909090908
149272496,1,8,8.0
149272528,1,1,1.0
149272402,2,7,3.5
149271400,5,127,25.4
147492862,20,62,3.1
136933861,8,38,4.75
149344338,1,12,12.0
149250755,38,5415,142.5
149271341,1,11,11.0
65488734,42,1297,30.88095238095238
116112842,8,101,12.625
149071418,1,25,25.0
149150417,1,5,5.0
149151200,1,4,4.0
130081950,2,133,66.5
149151336,2,23,11.5
149124327,1,50,50.0
149180347,1,6,6.0
148573531,2,9,4.5
149181164,1,1,1.0
131595577,8,1535,191.875
149177204,1,8,8.0
149181482,1,8,8.0
149153006,1,4,4.0
149152702,3,14,4.666666666666667
7457578,4,42,10.5
149153205,32,3925,122.65625
148947994,4,128,32.0
134553390,2,57,28.5
40473940,26,224,8.615384615384615
136356714,3,966,322.0
134795956,9,85,9.444444444444445
149391760,4,340,85.0
149322667,9,1272,141.33333333333334
149393848,1,8,8.0
145557092,1,15,15.0
109578950,3,81,27.0
149394360,1,12,12.0
137004351,9,99,11.0
149197228,2,6,3.0
148818091,4,66,16.5
149197250,1,4,4.0
148500361,3,152,50.666666666666664
149197316,1,37,37.0
140073216,1,55,55.0
149197502,1,12,12.0
128850349,4,5,1.25
148838778,1,4,4.0
148754146,42,1188,28.285714285714285
148847099,1,4,4.0
148482786,12,55,4.583333333333333
125541215,3,40,13.333333333333334
148854504,1,9,9.0
145608231,1,2,2.0
11721721,7,139,19.857142857142858
149102530,8,216,27.0
149274631,8,259,32.375
149274607,1,250,250.0
149274888,1,2,2.0
149105876,9,206,22.88888888888889
149155868,1,116,116.0
142796952,3,130,43.333333333333336
87954866,6,225,37.5
149156463,1,10,10.0
149187150,2,8,4.0
149187861,1,8,8.0
149188115,1,6,6.0
149314005,1,25,25.0
148164050,2,30,15.0
149314911,1,8,8.0
132018532,1,106,106.0
137177450,20,357,17.85
149236513,1,12,12.0
118568359,15,133,8.866666666666667
149316281,2,3,1.5
137248016,6,15,2.5
126068956,28,823,29.392857142857142
149008253,3,15,5.0
135021669,2,28,14.0
147594831,6,57,9.5
147528025,1,20,20.0
144183962,3,11,3.6666666666666665
145521197,2,23,11.5
144399120,1,43,43.0
119739381,4,104,26.0
147502545,4,17,4.25
144481717,7,13,1.8571428571428572
118102943,4,19,4.75
147671706,2,25,12.5
146890688,3,11,3.6666666666666665
147671818,1,3,3.0
147672022,1,2,2.0
147664576,1,6,6.0
147676662,1,20,20.0
139697484,4,416,104.0
147677183,1,22,22.0
147676630,3,11,3.6666666666666665
147677628,1,8,8.0
147677643,1,4,4.0
147677664,1,9,9.0
147677762,1,17,17.0
147677728,1,16,16.0
127568096,7,144,20.571428571428573
147678223,1,8,8.0
144184791,4,46,11.5
125463574,2,126,63.0
79583802,1,12,12.0
147760460,1,8,8.0
147760647,1,24,24.0
144271527,5,10,2.0
132737645,1,4,4.0
110819242,4,131,32.75
147760950,1,38,38.0
147137512,1,1,1.0
146937686,2,38,19.0
11740203,2,5,2.5
147425256,5,29,5.8
147765492,1,4,4.0
147765333,1,16,16.0
144586193,3,19,6.333333333333333
119895182,1,15,15.0
132218757,1,5,5.0
25822191,19,2938,154.6315789473684
147511533,3,105,35.0
147781817,1,8,8.0
129786950,4,180,45.0
136097387,2,4,2.0
141612625,5,170,34.0
141447567,4,26,6.5
147782166,1,4,4.0
145353272,14,69,4.928571428571429
146996996,1,4,4.0
143299593,10,65,6.5
147784974,2,47,23.5
147785817,1,4,4.0
147786060,1,12,12.0
147785409,1,12,12.0
101087165,1,3,3.0
145122281,5,26,5.2
147824490,3,52,17.333333333333332
85573184,1,1,1.0
109960312,3,35,11.666666666666666
129528919,2,54,27.0
137223512,5,15,3.0
146257703,4,54,13.5
147793916,3,21,7.0
135847768,7,11,1.5714285714285714
121486252,1,10,10.0
147854949,1,1,1.0
148149829,1,11,11.0
148149888,1,13,13.0
148149890,1,8,8.0
141106822,9,351,39.0
120088960,28,188,6.714285714285714
148150564,1,1,1.0
135318930,2,236,118.0
147863767,1,2,2.0
58028976,1,22,22.0
147717849,1,13,13.0
147717910,2,22,11.0
136577388,5,20,4.0
147718509,1,8,8.0
147880249,3,38,12.666666666666666
147881358,1,8,8.0
147881474,2,27,13.5
147881533,1,1,1.0
147881562,3,22,7.333333333333333
97253499,3,26,8.666666666666666
148097178,1,6,6.0
148097231,1,8,8.0
148096454,2,43,21.5
134992034,6,275,45.833333333333336
148097289,1,1,1.0
148097228,1,154,154.0
148097470,1,4,4.0
148097485,1,8,8.0
148097855,1,16,16.0
125241513,2,89,44.5
91007269,5,115,23.0
129640786,9,180,20.0
148099208,1,8,8.0
148099292,2,14,7.0
126795111,2,68,34.0
147736559,1,10,10.0
147736038,1,278,278.0
125286578,3,32,10.666666666666666
144124408,1,25,25.0
146206840,1,25,25.0
147736960,1,16,16.0
136640575,1,2,2.0
147737090,1,73,73.0
147705602,2,7,3.5
56246411,29,471,16.24137931034483
147737663,1,4,4.0
147737811,1,4,4.0
147737801,1,16,16.0
147891021,1,8,8.0
140862691,1,5,5.0
148049736,1,19,19.0
148105733,2,6,3.0
147899696,2,4,2.0
147756194,7,22,3.142857142857143
147899940,1,8,8.0
122601960,1,21,21.0
147391371,4,55,13.75
147900315,1,4,4.0
145727686,5,56,11.2
140002490,3,24,8.0
147900673,1,8,8.0
146399465,1,17,17.0
64606008,1,8,8.0
147905795,1,4,4.0
141872389,14,269,19.214285714285715
147670428,1,4,4.0
87043370,76,2513,33.06578947368421
147669958,1,38,38.0
122554093,11,291,26.454545454545453
147678518,1,8,8.0
147678566,1,6,6.0
147678511,1,16,16.0
145852466,2,6,3.0
33207619,6,126,21.0
48592153,2,23,11.5
147624531,4,42,10.5
143266902,3,8,2.6666666666666665
127029404,1,1,1.0
147795482,1,40,40.0
135341425,1,13,13.0
146989759,2,50,25.0
147795849,1,10,10.0
137635415,3,17,5.666666666666667
147627118,1,4,4.0
146361264,1,3,3.0
132805872,1,68,68.0
148002254,1,4,4.0
148002264,1,8,8.0
102482575,17,159,9.352941176470589
148004293,1,7,7.0
145983721,4,69,17.25
115847664,23,214,9.304347826086957
147700385,1,4,4.0
139570333,1,8,8.0
47027271,7,60,8.571428571428571
146973650,4,33,8.25
122102398,7,100,14.285714285714286
113567159,3,16,5.333333333333333
147190122,11,335,30.454545454545453
136299676,1,6,6.0
105604612,5,15,3.0
134655147,1,14,14.0
147694134,3,20,6.666666666666667
147801295,1,7,7.0
147801370,1,71,71.0
146093184,118,1670,14.152542372881356
129499021,3,435,145.0
114297280,2,259,129.5
147802431,1,26,26.0
121851829,6,88,14.666666666666666
148060125,1,1,1.0
148059535,2,125,62.5
147277460,1,100,100.0
146865226,10,85,8.5
148060823,1,4,4.0
148060769,3,20,6.666666666666667
147805986,1,4,4.0
147806253,1,19,19.0
145297950,8,92,11.5
148023175,1,1,1.0
19500382,14,111,7.928571428571429
148021760,1,63,63.0
148023976,1,2,2.0
148070758,1,4,4.0
148071061,1,6,6.0
147804085,1,10,10.0
125906166,5,80,16.0
142544815,11,82,7.454545454545454
120109588,5,105,21.0
147814984,1,4,4.0
137221361,4,31,7.75
45516503,4,239,59.75
129488266,1,11,11.0
102378279,46,2232,48.52173913043478
147815172,2,2,1.0
147815355,1,14,14.0
147562553,1,80,80.0
130580730,1,13,13.0
136079280,17,585,34.411764705882355
147934059,6,141,23.5
147933331,2,37,18.5
147936556,1,43,43.0
143128723,5,20,4.0
147811826,1,5,5.0
147811942,1,8,8.0
147811928,1,12,12.0
147690069,2,40,20.0
145816213,15,121,8.066666666666666
75076061,4,37,9.25
147728796,1,11,11.0
147728739,1,14,14.0
145408011,3,26,8.666666666666666
146779280,2,38,19.0
147729296,3,66,22.0
126768524,5,92,18.4
145441947,3,6,2.0
147732141,1,4,4.0
139710187,17,3256,191.52941176470588
147732018,1,17,17.0
42804132,1,11,11.0
146879416,1,9,9.0
147483274,2,12,6.0
147735969,1,13,13.0
112532312,1,3,3.0
144489785,1,10,10.0
147479139,2,24,12.0
147836812,1,36,36.0
147837591,1,5,5.0
147837945,1,3,3.0
101970495,31,844,27.225806451612904
147002850,1,5,5.0
136159972,5,13,2.6
142148928,6,22,3.6666666666666665
147662568,3,42,14.0
145496139,3,12,4.0
147792274,1,8,8.0
143192748,5,10,2.0
147478431,1,9,9.0
147751555,1,26,26.0
147136167,5,86,17.2
147494697,2,10,5.0
147752192,1,26,26.0
147752261,1,1,1.0
116441513,2,3,1.5
142239246,6,74,12.333333333333334
40416321,4,3102,775.5
148067782,1,8,8.0
147102681,2,14,7.0
147933207,1,115,115.0
57904194,10,48,4.8
148045590,1,28,28.0
148068231,1,8,8.0
148068290,1,8,8.0
148068297,3,15,5.0
148071838,1,16,16.0
148072401,1,16,16.0
147202121,6,50,8.333333333333334
147842997,1,6,6.0
147843174,1,2,2.0
147843118,1,21,21.0
116923189,1,17,17.0
147843698,3,18,6.0
147848370,1,16,16.0
134422817,1,76,76.0
148160978,3,58,19.333333333333332
146291705,2,21,10.5
148165157,1,16,16.0
148165122,1,8,8.0
147640088,2,11,5.5
137760619,3,115,38.333333333333336
147863056,1,8,8.0
143216571,42,179,4.261904761904762
123146547,10,94,9.4
146606233,1,1,1.0
147072330,1,24,24.0
147979124,1,32,32.0
147979661,1,4,4.0
148124103,1,56,56.0
146023664,4,21,5.25
148131484,1,5,5.0
148131545,1,1,1.0
148131523,2,9,4.5
142972833,8,22,2.75
113359029,1,2,2.0
145033391,1,18,18.0
146999837,2,78,39.0
134545821,6,17,2.8333333333333335
126915575,4,308,77.0
117365284,11,29,2.6363636363636362
89091900,1,16,16.0
146933772,3,22,7.333333333333333
148006896,1,16,16.0
148006978,1,1,1.0
147912040,1,8,8.0
147913125,1,6,6.0
148014562,1,8,8.0
143659899,9,59,6.555555555555555
144759605,1,3,3.0
147755322,1,4,4.0
147755356,1,6,6.0
147755584,1,20,20.0
147365745,4,35,8.75
147759574,1,8,8.0
147759856,1,3,3.0
104322295,22,243,11.045454545454545
147759801,2,39,19.5
147739430,2,17,8.5
142061037,19,90,4.7368421052631575
123547584,12,625,52.083333333333336
147763924,1,8,8.0
147764127,1,1,1.0
147764201,1,4,4.0
147764435,1,1,1.0
147764479,1,7,7.0
147764260,1,16,16.0
147768186,1,9,9.0
137893950,3,3,1.0
146827115,5,181,36.2
147768841,1,3,3.0
146795072,16,613,38.3125
148015956,1,4,4.0
144886420,6,24,4.0
148015813,1,10,10.0
139496973,2,115,57.5
142592415,1,51,51.0
142383312,1,7,7.0
146816199,6,9,1.5
145894578,11,254,23.09090909090909
147656862,1,4,4.0
147656785,1,8,8.0
146961156,2,6,3.0
147655006,2,245,122.5
147657179,1,3,3.0
147656196,2,79,39.5
65086253,2,17,8.5
144767460,3,5,1.6666666666666667
148228907,1,11,11.0
148228910,1,8,8.0
148228773,1,16,16.0
130993639,1,1,1.0
148227911,5,67,13.4
148229370,1,12,12.0
148229440,1,1,1.0
145688364,2,11,5.5
147905160,3,18,6.0
147923845,2,19,9.5
147923962,1,12,12.0
131795041,8,55,6.875
96736551,7,16,2.2857142857142856
122556359,52,212,4.076923076923077
147924761,1,8,8.0
147369748,3,108,36.0
148271844,2,25,12.5
148273457,1,8,8.0
147921020,4,14,3.5
139659693,1,12,12.0
143573459,1,1,1.0
148274014,1,3,3.0
148274078,1,8,8.0
147714865,3,20,6.666666666666667
148274612,1,100,100.0
135837424,2,20,10.0
148082225,6,186,31.0
148275213,1,8,8.0
24348895,11,572,52.0
148190998,2,14,7.0
78793992,9,52,5.777777777777778
148234277,1,10,10.0
148234325,1,86,86.0
148234279,1,24,24.0
148234541,1,2,2.0
147811922,1,42,42.0
145396315,6,57,9.5
136853966,8,146,18.25
93761666,12,165,13.75
145278611,1,17,17.0
148182396,3,35,11.666666666666666
146767081,2,60,30.0
133126396,4,1400,350.0
148182197,1,8,8.0
148284678,1,20,20.0
148285886,1,44,44.0
146954467,1,7,7.0
148286748,2,90,45.0
146477545,1,34,34.0
147744527,1,15,15.0
83184639,2,36,18.0
148034180,1,35,35.0
148245983,1,40,40.0
136480171,6,52,8.666666666666666
148248162,1,2,2.0
148288515,1,20,20.0
130830428,1,4,4.0
148207588,2,33,16.5
143481328,7,102,14.571428571428571
148209446,1,2,2.0
142236696,48,1495,31.145833333333332
148196649,2,43,21.5
148210305,1,21,21.0
143475946,1,43,43.0
148252721,1,4,4.0
143480182,4,46,11.5
148252756,1,32,32.0
146526335,1,61,61.0
52647924,3,28,9.333333333333334
148296186,1,16,16.0
147934022,1,10,10.0
148296702,1,6,6.0
130095119,6,62,10.333333333333334
145592705,1,36,36.0
148297326,1,10,10.0
107707388,1,15,15.0
148298441,1,3,3.0
148298546,5,129,25.8
140004640,1,4,4.0
148299142,1,8,8.0
145003400,2,53,26.5
148299296,1,4,4.0
148213689,3,73,24.333333333333332
148215158,1,5,5.0
134035597,13,81,6.230769230769231
143956882,2,21,10.5
121176555,1,19,19.0
148215857,1,6,6.0
148216116,1,8,8.0
147860183,3,35,11.666666666666666
145598341,1,7,7.0
148261026,2,38,19.0
148100983,1,2,2.0
113703685,2,10,5.0
147821873,2,21,10.5
115787715,1,2,2.0
148101727,1,7,7.0
148101797,1,8,8.0
36789475,16,1130,70.625
142695204,4,69,17.25
146948556,1,25,25.0
148109692,1,13,13.0
119980091,14,132,9.428571428571429
148117966,1,6,6.0
148118156,1,2,2.0
147888174,3,21,7.0
148126202,1,13,13.0
148031342,1,18,18.0
147522066,2,50,25.0
147945200,1,4,4.0
145252909,1,38,38.0
147946074,1,7,7.0
91649464,3,102,34.0
148307105,1,14,14.0
147908726,1,8,8.0
147567854,2,43,21.5
145754376,2,47,23.5
130261928,4,4,1.0
124346190,1,96,96.0
146119208,2,4,2.0
147920670,4,33,8.25
99380749,7,41,5.857142857142857
148131817,1,3,3.0
147107723,1,4,4.0
147918749,1,6,6.0
146739144,1,10,10.0
147750492,1,8,8.0
106208285,3,27,9.0
130328044,3,36,12.0
147664294,1,16,16.0
147664348,1,16,16.0
147664365,1,16,16.0
147664411,1,8,8.0
147664805,1,8,8.0
147664837,1,16,16.0
147123940,1,8,8.0
147665076,1,16,16.0
147665235,1,4,4.0
147665177,1,16,16.0
147927481,1,12,12.0
147925164,2,22,11.0
147929456,1,17,17.0
129324211,1,11,11.0
147871729,3,27,9.0
147803010,11,78,7.090909090909091
126387663,4,31,7.75
148143689,1,2,2.0
148142069,5,239,47.8
136064818,2,5,2.5
148143858,1,4,4.0
139808343,1,49,49.0
146445553,1,12,12.0
146879485,1,2,2.0
145655427,3,8,2.6666666666666665
144542817,2,37,18.5
147933004,1,2,2.0
147933294,1,12,12.0
148145662,1,38,38.0
109321630,1,8,8.0
148028096,1,3,3.0
148028017,1,4,4.0
148027923,1,34,34.0
148028363,1,8,8.0
141066912,7,54,7.714285714285714
135580702,2,9,4.5
144421360,2,5,2.5
130637862,4,67,16.75
148075112,1,4,4.0
92990290,2,27,13.5
148075674,1,8,8.0
147733090,1,1,1.0
147977091,3,28,9.333333333333334
96267054,2,31,15.5
134441501,1,73,73.0
147132231,22,195,8.863636363636363
145498440,1,3,3.0
147631822,1,35,35.0
114949563,4,17,4.25
148402522,2,11,5.5
147529850,1,14,14.0
138248838,1,1,1.0
147942410,1,20,20.0
147942537,1,8,8.0
147811555,2,3,1.5
146803618,6,45,7.5
148458665,1,6,6.0
144054737,2,26,13.0
76446929,1,16,16.0
148506866,1,5,5.0
136150131,33,460,13.93939393939394
148507693,1,37,37.0
148459125,1,3,3.0
148459037,1,4,4.0
148459319,1,4,4.0
147640089,1,14,14.0
126449498,1,2,2.0
147640379,1,9,9.0
148461484,1,26,26.0
136719847,2,8,4.0
148461777,2,15,7.5
148461932,5,8,1.6
148555407,1,8,8.0
148521164,8,64,8.0
148555767,1,6,6.0
147987081,4,110,27.5
148453757,11,22,2.0
148556190,1,4,4.0
148556264,1,2,2.0
107992552,4,230,57.5
122192120,3,10,3.3333333333333335
127806500,1,7,7.0
132930172,1,44,44.0
115655030,48,110,2.2916666666666665
148092017,1,21,21.0
146387159,1,3,3.0
130320624,5,34,6.8
145105657,3,6,2.0
148049825,1,3,3.0
31432835,1,9,9.0
148510286,1,13,13.0
147698932,2,85,42.5
99859829,2,30,15.0
145985114,24,377,15.708333333333334
144829910,2,6,3.0
148328950,1,6,6.0
146936065,5,21,4.2
148329227,1,3,3.0
139584050,1,58,58.0
125975461,1,7,7.0
148336068,1,31,31.0
148074114,3,98,32.666666666666664
147894769,11,212,19.272727272727273
148337537,1,4,4.0
148337647,1,1,1.0
148337650,1,16,16.0
148398576,2,24,12.0
144946813,2,8,4.0
148369929,8,88,11.0
148398589,1,3,3.0
148400369,1,4,4.0
115746922,1,23,23.0
147814978,1,4,4.0
136766322,5,54,10.8
147815032,1,4,4.0
147815046,1,6,6.0
147809305,1,26,26.0
148213974,11,23,2.090909090909091
148336063,8,62,7.75
148361112,1,3,3.0
148357839,3,9,3.0
148523580,1,9,9.0
139743252,1,8,8.0
148557227,2,12,6.0
148557531,2,36,18.0
148366671,5,50,10.0
148367344,1,1,1.0
144432320,5,22,4.4
148573526,13,147,11.307692307692308
148571770,1,18,18.0
65603563,2,4,2.0
147928410,2,100,50.0
119796590,2,19,9.5
148191205,1,1,1.0
133202485,4,24,6.0
147136730,1,14,14.0
148598295,1,36,36.0
62516171,8,32,4.0
146047502,2,6,3.0
148574647,1,4,4.0
141522502,1,3,3.0
148576812,2,27,13.5
148585157,1,2,2.0
148585351,1,3,3.0
148585859,1,4,4.0
148586195,1,4,4.0
148353193,1,16,16.0
85291572,2,13,6.5
148428470,1,14,14.0
140917618,1,12,12.0
145953481,9,594,66.0
148429702,1,12,12.0
148429929,1,8,8.0
112962666,1,12,12.0
68517193,3,14,4.666666666666667
113346608,4,29,7.25
144035938,1,1,1.0
132361160,15,103,6.866666666666666
139960498,2,50,25.0
148039516,2,25,12.5
148039765,1,2,2.0
134120996,4,74,18.5
148275564,1,2,2.0
148276250,1,250,250.0
132846837,10,521,52.1
148276264,3,4,1.3333333333333333
130219245,2,70,35.0
148276358,1,8,8.0
148605361,1,1,1.0
147800277,3,46,15.333333333333334
147436807,3,52,17.333333333333332
148605675,2,32,16.0
148602064,1,22,22.0
145750883,3,13,4.333333333333333
148603509,5,7,1.4
140114270,2,18,9.0
147494838,20,23,1.15
140899361,1,5,5.0
148609021,1,4,4.0
123975254,18,149,8.277777777777779
148652322,1,2,2.0
148652565,2,5,2.5
103710970,1,39,39.0
148652958,1,1,1.0
148653020,1,12,12.0
148471238,3,6,2.0
148085853,1,4,4.0
148772466,1,3,3.0
148777143,1,1,1.0
91838668,18,43,2.388888888888889
145476319,12,22,1.8333333333333333
115164508,2,46,23.0
145684805,3,73,24.333333333333332
143319866,1,8,8.0
139597719,1,9,9.0
148213676,1,28,28.0
148213768,1,6,6.0
148219956,1,16,16.0
148219868,1,4,4.0
148220375,1,16,16.0
142671122,18,126,7.0
147901118,1,8,8.0
147901215,2,19,9.5
147901643,1,30,30.0
128727571,5,30,6.0
148044194,1,2,2.0
148044202,1,8,8.0
145733893,6,196,32.666666666666664
147520009,34,104,3.0588235294117645
120647552,4,57,14.25
147873480,1,8,8.0
101569719,2,32,16.0
145570035,1,26,26.0
136527361,2,25,12.5
128727796,3,5,1.6666666666666667
148084834,1,4,4.0
148087114,1,20,20.0
148087215,2,16,8.0
148087755,2,16,8.0
148093662,1,3,3.0
148389584,1,4,4.0
148389689,1,3,3.0
145873030,8,164,20.5
148396965,1,4,4.0
73598670,18,148,8.222222222222221
136594493,3,20,6.666666666666667
146164710,1,6,6.0
148524562,2,10,5.0
113473560,4,29,7.25
148533005,1,4,4.0
146195324,3,12,4.0
148539793,1,7,7.0
148539905,4,5,1.25
148540212,1,178,178.0
107822562,1,218,218.0
115756092,18,100,5.555555555555555
122546992,5,79,15.8
148611263,5,165,33.0
148911475,1,1,1.0
142393777,3,27,9.0
129743186,1,84,84.0
135787020,2,17,8.5
148228230,1,8,8.0
147399607,12,71,5.916666666666667
145092455,2,16,8.0
112078813,1,5,5.0
147901998,1,29,29.0
123655221,1,17,17.0
148411787,1,4,4.0
148412134,1,10,10.0
148412051,1,17,17.0
146261218,3,19,6.333333333333333
132300607,1,11,11.0
148865209,1,9,9.0
148865409,1,8,8.0
148821437,1,50,50.0
148865294,1,8,8.0
148427673,5,79,15.8
148427528,1,5,5.0
147704694,14,36,2.5714285714285716
148529630,5,20,4.0
130400027,4,16,4.0
144916050,10,37,3.7
148629404,1,8,8.0
128948546,2,7,3.5
142952128,11,289,26.272727272727273
148420022,2,23,11.5
145742959,51,206,4.03921568627451
96724237,5,138,27.6
148364975,2,10,5.0
144073425,5,117,23.4
148826607,6,276,46.0
148641230,2,25,12.5
148802100,1,11,11.0
148831144,1,8,8.0
148003763,3,9,3.0
146169762,1,2,2.0
148535674,1,1,1.0
148535973,1,4,4.0
148535972,1,4,4.0
148536053,1,5,5.0
146134070,2,9,4.5
148546022,1,3,3.0
148546740,1,8,8.0
148664283,2,26,13.0
148682887,1,4,4.0
148682889,4,54,13.5
142971209,4,45,11.25
148683225,1,4,4.0
148683249,1,16,16.0
148684448,2,29,14.5
148686654,1,46,46.0
148686892,1,1,1.0
148602171,1,35,35.0
148687032,1,17,17.0
148687171,11,466,42.36363636363637
148729780,2,15,7.5
136079235,1,23,23.0
144857324,1,12,12.0
142958028,7,218,31.142857142857142
148693436,1,14,14.0
135907479,1,1,1.0
148694050,1,5,5.0
109894511,5,27,5.4
133249772,13,88,6.769230769230769
148320587,9,33,3.6666666666666665
148677704,1,47,47.0
148738555,1,5,5.0
148739491,1,9,9.0
137779645,5,23,4.6
148743944,1,4,4.0
148743920,1,7,7.0
143475673,1,4,4.0
148781496,1,3,3.0
148781549,1,4,4.0
148781955,1,4,4.0
148785603,1,4,4.0
134779805,2,2,1.0
148825944,13,191,14.692307692307692
147289283,9,18,2.0
148826115,1,4,4.0
148826145,1,4,4.0
147799232,5,30,6.0
148748233,7,18,2.5714285714285716
148800734,1,5,5.0
108337877,5,34,6.8
148805289,1,3,3.0
148836673,1,32,32.0
141515541,1,23,23.0
133034215,2,96,48.0
148837935,1,6,6.0
148837957,1,2,2.0
129464076,3,41,13.666666666666666
148837924,1,7,7.0
147244495,4,300,75.0
148415853,1,13,13.0
148816197,2,45,22.5
148342808,1,28,28.0
148386392,1,1,1.0
148386478,1,11,11.0
148386410,2,14,7.0
146338423,31,376,12.129032258064516
147023055,3,69,23.0
139037914,4,51,12.75
67186576,3,16,5.333333333333333
148046265,1,1,1.0
148046270,1,16,16.0
148046268,1,16,16.0
147927496,8,37,4.625
141514901,3,27,9.0
147503298,2,9,4.5
148046967,1,3,3.0
146540405,6,88,14.666666666666666
139763557,5,25,5.0
136483273,2,6,3.0
148485057,1,12,12.0
148918322,1,2,2.0
148918529,2,7,3.5
148918792,1,4,4.0
148919164,1,4,4.0
148950348,1,3,3.0
148950328,2,63,31.5
148950626,1,6,6.0
148838036,2,9,4.5
148951127,1,8,8.0
148950344,1,17,17.0
103301339,7,52,7.428571428571429
148955129,19,261,13.736842105263158
134711547,1,29,29.0
144993963,1,17,17.0
137525885,3,43,14.333333333333334
136435539,2,27,13.5
148955668,2,19,9.5
148956102,1,2,2.0
148956177,1,4,4.0
148956109,1,8,8.0
148956287,1,2,2.0
143913044,1,6,6.0
148161511,7,648,92.57142857142857
121140603,39,355,9.102564102564102
143218948,1,9,9.0
148747068,1,2,2.0
141696666,6,118,19.666666666666668
148756167,1,10,10.0
147874636,4,10,2.5
148762299,1,4,4.0
145781137,1,14,14.0
148762753,1,4,4.0
148765567,1,8,8.0
140419180,1,14,14.0
148320399,1,4,4.0
144231649,8,13,1.625
148325420,1,8,8.0
137623855,2,65,32.5
148331456,1,30,30.0
148335429,1,3,3.0
148335477,1,16,16.0
