bet05,dt,bet02,bet13,count,sync_time
103517820,2026-07-17,108,451620.0000,246,2026-07-17 04:57:51
103517820,2026-07-17,108,772990.0000,400,2026-07-17 12:24:43
103517820,2026-07-17,108,772990.0000,400,2026-07-17 14:26:09
103517820,2026-07-17,108,772990.0000,400,2026-07-17 17:19:07
103517820,2026-07-17,108,772990.0000,400,2026-07-17 20:05:18
103517820,2026-07-17,108,772990.0000,400,2026-07-17 23:23:45
103517820,2026-07-17,108,772990.0000,400,2026-07-18 02:19:35
103517820,2026-07-17,108,772990.0000,400,2026-07-18 05:07:51
