bet36_min,bet36_max,bet36_负数次数,bet37_min,bet37_max,bet37_负数次数,bet38_min,bet38_max,bet38_负数次数,bet39_min,bet39_max,bet39_负数次数,bet40_min,bet40_max,bet40_负数次数,bet41_min,bet41_max,bet41_负数次数
0.0,0.0,0,0.0,0.0,0,,,0,0.0,913.0,0,0.0,11.0,0,0.0,13000000.0,0
