TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_game_log,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_parame,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_parame,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_parame,gpm001,varchar,source_type=int(11); SN
ods_mariadb_2b,ods_a168_game_parame,gpm002,varchar,source_type=varchar(50); parame_name
ods_mariadb_2b,ods_a168_game_parame,gpm003,varchar,source_type=text; parame_value
ods_mariadb_2b,ods_a168_game_parame,gpm004,varchar,source_type=varchar(25); memo
ods_mariadb_2b,ods_a168_game_parame,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_parame,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_parame,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_parame,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_result,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_result,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_result,gid,varchar,source_type=int(11); 遊戲類別
ods_mariadb_2b,ods_a168_game_result,gameNo,varchar,"source_type=decimal(12,0); 場次編號"
ods_mariadb_2b,ods_a168_game_result,gameNoRound,varchar,source_type=int(11); 子場次編號
ods_mariadb_2b,ods_a168_game_result,result,varchar,source_type=varchar(512); 結果
ods_mariadb_2b,ods_a168_game_result,date,varchar,source_type=timestamp; 時間
ods_mariadb_2b,ods_a168_game_result,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_result,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_result,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_result,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_statistics,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_statistics,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_statistics,id,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,gid,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,t_number,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,people,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,time,varchar,source_type=datetime; 
ods_mariadb_2b,ods_a168_game_statistics,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_statistics,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_statistics,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_statistics,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_tip,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_tip,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_tip,currency_code,varchar,source_type=varchar(10); 
ods_mariadb_2b,ods_a168_game_tip,amount_list,varchar,source_type=text; 
ods_mariadb_2b,ods_a168_game_tip,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_tip,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_tip,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_tip,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_transfer,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_transfer,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_transfer,tcpsocketport,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_transfer,websocketport,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_transfer,gid,varchar,source_type=int(11); 遊戲ID
ods_mariadb_2b,ods_a168_game_transfer,tablelist,varchar,"source_type=text; 傳送的桌子列表,留空代表所有桌都送"
ods_mariadb_2b,ods_a168_game_transfer,enable,varchar,source_type=tinyint(4); 啟停用
ods_mariadb_2b,ods_a168_game_transfer,comment,varchar,source_type=text; 註解
ods_mariadb_2b,ods_a168_game_transfer,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_transfer,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_transfer,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_transfer,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_game_type,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_type,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_type,code,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,twname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,cnname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,enname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,inname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,janame,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,koname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,thname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,viname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,hiname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,msname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,esname,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,status,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps003,varchar,"source_type=decimal(16,2); "
ods_mariadb_2b,ods_a168_game_type,ps004,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps005,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps006,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps007,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps008,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps009,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps010,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps011,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_game_type,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_game_type,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_game_type,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_in_out_m,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_in_out_m,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_in_out_m,iom001,varchar,source_type=bigint(20); sn
ods_mariadb_2b,ods_a168_in_out_m,iom002,varchar,source_type=timestamp; time
ods_mariadb_2b,ods_a168_in_out_m,iom003,varchar,source_type=int(11); member
ods_mariadb_2b,ods_a168_in_out_m,iom004,varchar,"source_type=double(20,4); money"
ods_mariadb_2b,ods_a168_in_out_m,iom005,varchar,source_type=varchar(5); op_code
ods_mariadb_2b,ods_a168_in_out_m,iom006,varchar,source_type=int(11); op_lv
ods_mariadb_2b,ods_a168_in_out_m,iom007,varchar,source_type=int(11); op_aid
ods_mariadb_2b,ods_a168_in_out_m,iom008,varchar,source_type=varchar(64); memo
ods_mariadb_2b,ods_a168_in_out_m,iom009,varchar,source_type=int(11); site
ods_mariadb_2b,ods_a168_in_out_m,iom010,varchar,"source_type=double(20,4); subtotal"
ods_mariadb_2b,ods_a168_in_out_m,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_in_out_m,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_in_out_m,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_in_out_m,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_in_out_m_chip,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_in_out_m_chip,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_in_out_m_chip,iom001,varchar,source_type=bigint(20); sn
ods_mariadb_2b,ods_a168_in_out_m_chip,iom002,varchar,source_type=timestamp; time
ods_mariadb_2b,ods_a168_in_out_m_chip,iom003,varchar,source_type=int(11); member
ods_mariadb_2b,ods_a168_in_out_m_chip,iom004,varchar,"source_type=double(20,4); money"
ods_mariadb_2b,ods_a168_in_out_m_chip,iom005,varchar,source_type=varchar(5); op_code
ods_mariadb_2b,ods_a168_in_out_m_chip,iom006,varchar,source_type=int(11); op_lv
ods_mariadb_2b,ods_a168_in_out_m_chip,iom007,varchar,source_type=int(11); op_aid
ods_mariadb_2b,ods_a168_in_out_m_chip,iom008,varchar,source_type=text; memo
ods_mariadb_2b,ods_a168_in_out_m_chip,iom009,varchar,source_type=int(11); site
ods_mariadb_2b,ods_a168_in_out_m_chip,iom010,varchar,"source_type=double(20,4); subtotal"
ods_mariadb_2b,ods_a168_in_out_m_chip,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_in_out_m_chip,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_in_out_m_chip,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_in_out_m_chip,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_ipblacklist,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_ipblacklist,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_ipblacklist,id,varchar,source_type=int(8); 
ods_mariadb_2b,ods_a168_ipblacklist,ip,varchar,source_type=varchar(16); 
ods_mariadb_2b,ods_a168_ipblacklist,creator,varchar,source_type=varchar(50); 
ods_mariadb_2b,ods_a168_ipblacklist,page,varchar,"source_type=enum(''A'',''F'',''B''); A=全部,F=前台,B=後台"
ods_mariadb_2b,ods_a168_ipblacklist,addtime,varchar,source_type=datetime; 
ods_mariadb_2b,ods_a168_ipblacklist,remarks,varchar,source_type=varchar(1000); 
ods_mariadb_2b,ods_a168_ipblacklist,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_ipblacklist,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_ipblacklist,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_ipblacklist,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_iphistory,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_iphistory,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_iphistory,id,varchar,source_type=int(8); 
ods_mariadb_2b,ods_a168_iphistory,type,varchar,source_type=varchar(4); 
ods_mariadb_2b,ods_a168_iphistory,uid,varchar,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_iphistory,ulv,varchar,source_type=varchar(4); 
ods_mariadb_2b,ods_a168_iphistory,ip,varchar,source_type=varchar(16); 
ods_mariadb_2b,ods_a168_iphistory,datetime,varchar,source_type=datetime; 
ods_mariadb_2b,ods_a168_iphistory,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_iphistory,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_iphistory,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_iphistory,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_jackpot,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_jackpot,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_jackpot,id,varchar,source_type=int(11); 序號
ods_mariadb_2b,ods_a168_jackpot,gid,varchar,source_type=int(11); 遊戲id
ods_mariadb_2b,ods_a168_jackpot,starttime,varchar,source_type=datetime; 開始時間
ods_mariadb_2b,ods_a168_jackpot,min,varchar,source_type=int(11); 最小值
ods_mariadb_2b,ods_a168_jackpot,max,varchar,source_type=int(11); 最大值
ods_mariadb_2b,ods_a168_jackpot,percent,varchar,source_type=int(11); 機率
ods_mariadb_2b,ods_a168_jackpot,frequency,varchar,source_type=int(11); 次數
ods_mariadb_2b,ods_a168_jackpot,remaining,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_jackpot,status,varchar,source_type=int(11); 狀態
ods_mariadb_2b,ods_a168_jackpot,operator,varchar,source_type=int(11); 最後操作人
ods_mariadb_2b,ods_a168_jackpot,optime,varchar,source_type=datetime; 最後操作時間
ods_mariadb_2b,ods_a168_jackpot,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_jackpot,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_jackpot,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_jackpot,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_keyserver_command,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_keyserver_command,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_keyserver_command,id,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,time,varchar,source_type=timestamp; 
ods_mariadb_2b,ods_a168_keyserver_command,gameID,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,tableID,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,protocol,varchar,source_type=text; 
ods_mariadb_2b,ods_a168_keyserver_command,data,varchar,source_type=text; 
ods_mariadb_2b,ods_a168_keyserver_command,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_keyserver_command,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_keyserver_command,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_keyserver_command,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_log_age_cash_change,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_age_cash_change,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc01,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc02,varchar,source_type=int(11); LV
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc03,varchar,source_type=int(11); ID
ods_mariadb_2b,ods_a168_log_age_cash_change,op_utp,varchar,source_type=char(1); 操作者類型
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc04,varchar,source_type=int(11); OPLV
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc05,varchar,source_type=int(11); OPID
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc06,varchar,"source_type=decimal(15,4); 異動金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc07,varchar,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc08,varchar,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc09,varchar,"source_type=decimal(15,4); 異動前金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc10,varchar,source_type=int(11); upid
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc11,varchar,"source_type=decimal(15,4); 上層異動前金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,pointtype,varchar,source_type=int(11); 0:現金;1:信用;
ods_mariadb_2b,ods_a168_log_age_cash_change,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_log_age_cash_change,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_log_age_cash_change,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_log_age_cash_change,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_log_mem_change,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_mem_change,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_mem_change,lmc01,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_mem_change,lmc02,varchar,source_type=int(11); ID
ods_mariadb_2b,ods_a168_log_mem_change,lmc03,varchar,source_type=int(11); LV
ods_mariadb_2b,ods_a168_log_mem_change,lmc04,varchar,"source_type=enum(''add'',''edit'',''changestatus''); 類別(新增，修改）"
ods_mariadb_2b,ods_a168_log_mem_change,lmc05,varchar,source_type=varchar(1000); 內容
ods_mariadb_2b,ods_a168_log_mem_change,lmc06,varchar,source_type=int(11); 操作者
ods_mariadb_2b,ods_a168_log_mem_change,lmc07,varchar,source_type=int(11); 操作者LV
ods_mariadb_2b,ods_a168_log_mem_change,lmc08,varchar,source_type=datetime; 異動時間
ods_mariadb_2b,ods_a168_log_mem_change,lmc09,varchar,source_type=varchar(1000); SQL
ods_mariadb_2b,ods_a168_log_mem_change,lmc10,varchar,source_type=varchar(20); IP
ods_mariadb_2b,ods_a168_log_mem_change,lmc11,varchar,source_type=varchar(1); 操做者utp
ods_mariadb_2b,ods_a168_log_mem_change,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_log_mem_change,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_log_mem_change,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_log_mem_change,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_log_realtimebet,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_realtimebet,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_realtimebet,mid,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,gid,varchar,source_type=int(6); 
ods_mariadb_2b,ods_a168_log_realtimebet,gameNo,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,gameNoRound,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,betTime,varchar,source_type=datetime; 
ods_mariadb_2b,ods_a168_log_realtimebet,totalBetMoney,varchar,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_log_realtimebet,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_log_realtimebet,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_log_realtimebet,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_log_realtimebet,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_mem_login,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_mem_login,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_mem_login,mlg001,varchar,source_type=int(11); mem_id
ods_mariadb_2b,ods_a168_mem_login,mlg002,varchar,source_type=int(11); site
ods_mariadb_2b,ods_a168_mem_login,mlg003,varchar,source_type=varchar(50); sid
ods_mariadb_2b,ods_a168_mem_login,mlg004,varchar,source_type=timestamp; this_login
ods_mariadb_2b,ods_a168_mem_login,mlg005,varchar,source_type=timestamp; last_login
ods_mariadb_2b,ods_a168_mem_login,mlg006,varchar,source_type=char(15); ip
ods_mariadb_2b,ods_a168_mem_login,mlg007,varchar,source_type=text; info
ods_mariadb_2b,ods_a168_mem_login,mlg008,varchar,source_type=tinyint(4); on_line
ods_mariadb_2b,ods_a168_mem_login,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_mem_login,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_mem_login,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_mem_login,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_member,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_member,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_member,mem001,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem002,varchar,source_type=varchar(48); 
ods_mariadb_2b,ods_a168_member,mem003,varchar,source_type=varchar(65); 
ods_mariadb_2b,ods_a168_member,mem004,varchar,source_type=varchar(48); 
ods_mariadb_2b,ods_a168_member,mem005,varchar,source_type=timestamp; 
ods_mariadb_2b,ods_a168_member,mem006,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem007,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem008,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem009,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem010,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem011,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem012,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem013,varchar,source_type=timestamp; 
ods_mariadb_2b,ods_a168_member,mem014,varchar,source_type=char(15); 
ods_mariadb_2b,ods_a168_member,mem015,varchar,source_type=int(11); login_error
ods_mariadb_2b,ods_a168_member,mem016,varchar,"source_type=enum(''Y'',''N''); enable"
ods_mariadb_2b,ods_a168_member,mem017,varchar,"source_type=enum(''Y'',''N''); canbet"
ods_mariadb_2b,ods_a168_member,mem018,varchar,"source_type=enum(''Y'',''N''); chg_pw"
ods_mariadb_2b,ods_a168_member,mem019,varchar,"source_type=enum(''Y'',''N''); is_test"
ods_mariadb_2b,ods_a168_member,mem020,varchar,"source_type=enum(''Y'',''N''); be_traded"
ods_mariadb_2b,ods_a168_member,mem021,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem022,varchar,source_type=varchar(20); 電話
ods_mariadb_2b,ods_a168_member,mem022a,varchar,source_type=int(6); 電話簡碼
ods_mariadb_2b,ods_a168_member,mem023,varchar,source_type=tinyint(4); 
ods_mariadb_2b,ods_a168_member,mem024,varchar,source_type=int(11); mem_risk
ods_mariadb_2b,ods_a168_member,mem026,varchar,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem028,varchar,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_member,type,varchar,source_type=int(11); 0:現金;1:信用;2:電投
ods_mariadb_2b,ods_a168_member,currency,varchar,source_type=int(11); 幣別
ods_mariadb_2b,ods_a168_member,cash,varchar,"source_type=decimal(15,4); 現金"
ods_mariadb_2b,ods_a168_member,money,varchar,"source_type=decimal(10,4); 己出碼額度"
ods_mariadb_2b,ods_a168_member,lockmoney,varchar,"source_type=decimal(10,4); 鎖定金額"
ods_mariadb_2b,ods_a168_member,head,varchar,source_type=int(11); 頭像ID
ods_mariadb_2b,ods_a168_member,chips,varchar,source_type=varchar(500); 籌碼選擇
ods_mariadb_2b,ods_a168_member,follow1,varchar,source_type=varchar(1000); 注關會員
ods_mariadb_2b,ods_a168_member,follow2,varchar,source_type=varchar(3000); 關注荷官
ods_mariadb_2b,ods_a168_member,tip,varchar,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_member,red,varchar,"source_type=enum(''N'',''Y''); 紅包開關"
ods_mariadb_2b,ods_a168_member,wallet,varchar,"source_type=enum(''Y'',''N''); "
ods_mariadb_2b,ods_a168_member,opengame,varchar,source_type=varchar(255); 輸入要開啟的種類
ods_mariadb_2b,ods_a168_member,site,varchar,source_type=varchar(60); 
ods_mariadb_2b,ods_a168_member,kickperiod,varchar,source_type=int(3); 踢出局數
ods_mariadb_2b,ods_a168_member,identity,varchar,"source_type=int(11); 0:信用,1:api"
ods_mariadb_2b,ods_a168_member,singlebetprompt,varchar,"source_type=decimal(15,0); 單注金額告警"
ods_mariadb_2b,ods_a168_member,conwinprompt,varchar,source_type=int(3); 連贏局數告警
ods_mariadb_2b,ods_a168_member,winlossprompt,varchar,"source_type=enum(''0'',''1''); 最大可輸可贏提示"
ods_mariadb_2b,ods_a168_member,onlineprompt,varchar,"source_type=enum(''0'',''1''); 上線提示"
ods_mariadb_2b,ods_a168_member,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_member,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_member,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_member,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_member_category,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_member_category,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_member_category,mid,varchar,source_type=int(11); 會員編號
ods_mariadb_2b,ods_a168_member_category,lv_id,varchar,source_type=int(11); 階層編號
ods_mariadb_2b,ods_a168_member_category,build_time,varchar,source_type=timestamp; 建立時間
ods_mariadb_2b,ods_a168_member_category,remark,varchar,source_type=varchar(50); 備注
ods_mariadb_2b,ods_a168_member_category,op_time,varchar,source_type=timestamp; 更新時間
ods_mariadb_2b,ods_a168_member_category,op_level,varchar,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_member_category,op_mid,varchar,source_type=int(11); 操作者編號
ods_mariadb_2b,ods_a168_member_category,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_member_category,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_member_category,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_member_category,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_member_click_counter,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_member_click_counter,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_member_click_counter,date,varchar,source_type=date; 
ods_mariadb_2b,ods_a168_member_click_counter,mid,varchar,source_type=int(10) unsigned; 
ods_mariadb_2b,ods_a168_member_click_counter,ui,varchar,source_type=varchar(255); 
ods_mariadb_2b,ods_a168_member_click_counter,function,varchar,source_type=varchar(255); 
ods_mariadb_2b,ods_a168_member_click_counter,counts,varchar,source_type=int(10) unsigned; 
ods_mariadb_2b,ods_a168_member_click_counter,source_db,varchar,来源库
ods_mariadb_2b,ods_a168_member_click_counter,source_table,varchar,来源表
ods_mariadb_2b,ods_a168_member_click_counter,ods_table_name,varchar,ODS表名
ods_mariadb_2b,ods_a168_member_click_counter,sync_time,datetime,同步时间
ods_mariadb_2b,ods_a168_member_dtl,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_member_dtl,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_member_dtl,mem001,varchar,source_type=int(11); mid
ods_mariadb_2b,ods_a168_member_dtl,mem002,varchar,source_type=int(11); 類別
ods_mariadb_2b,ods_a168_member_dtl,mem003,varchar,"source_type=decimal(16,2); 退水"
ods_mariadb_2b,ods_a168_member_dtl,mem004,varchar,source_type=int(11); LV1ID
ods_mariadb_2b,ods_a168_member_dtl,mem005,varchar,source_type=int(11); LV2ID
ods_mariadb_2b,ods_a168_member_dtl,mem006,varchar,source_type=int(11); LV3ID
ods_mariadb_2b,ods_a168_member_dtl,mem007,varchar,source_type=int(11); LV4ID
ods_mariadb_2b,ods_a168_member_dtl,mem008,varchar,source_type=int(11); LV5ID
