总行数,净赢行数,净输行数,净输赢_最小值,净输赢_最大值,有效投注_除以_下注额_均值,LV1退水_均值_看量级像金额还是百分比
11490152,3317974,8061230,-1434800400.0000,1003720000.0000,0.934594761136,0.0287353901
