TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,COLUMN_TYPE,IS_NULLABLE,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_game_parame,gpm002,4,varchar,varchar(65533),YES,source_type=varchar(50); parame_name
ods_mariadb_2b,ods_a168_game_parame,gpm003,5,varchar,varchar(1048576),YES,source_type=text; parame_value
ods_mariadb_2b,ods_a168_game_parame,gpm004,6,varchar,varchar(65533),YES,source_type=varchar(25); memo
ods_mariadb_2b,ods_a168_game_parame,source_db,7,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_parame,source_table,8,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_parame,ods_table_name,9,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_parame,sync_time,10,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_game_result,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_result,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_result,gid,3,varchar,varchar(65533),YES,source_type=int(11); 遊戲類別
ods_mariadb_2b,ods_a168_game_result,gameNo,4,varchar,varchar(65533),YES,"source_type=decimal(12,0); 場次編號"
ods_mariadb_2b,ods_a168_game_result,gameNoRound,5,varchar,varchar(65533),YES,source_type=int(11); 子場次編號
ods_mariadb_2b,ods_a168_game_result,result,6,varchar,varchar(65533),YES,source_type=varchar(512); 結果
ods_mariadb_2b,ods_a168_game_result,date,7,varchar,varchar(65533),YES,source_type=timestamp; 時間
ods_mariadb_2b,ods_a168_game_result,source_db,8,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_result,source_table,9,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_result,ods_table_name,10,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_result,sync_time,11,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_game_statistics,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_statistics,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_statistics,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,gid,4,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,t_number,5,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,people,6,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_statistics,time,7,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_game_statistics,source_db,8,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_statistics,source_table,9,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_statistics,ods_table_name,10,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_statistics,sync_time,11,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_game_tip,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_tip,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_tip,currency_code,3,varchar,varchar(65533),YES,source_type=varchar(10); 
ods_mariadb_2b,ods_a168_game_tip,amount_list,4,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_game_tip,source_db,5,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_tip,source_table,6,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_tip,ods_table_name,7,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_tip,sync_time,8,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_game_transfer,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_transfer,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_transfer,tcpsocketport,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_transfer,websocketport,4,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_transfer,gid,5,varchar,varchar(65533),YES,source_type=int(11); 遊戲ID
ods_mariadb_2b,ods_a168_game_transfer,tablelist,6,varchar,varchar(1048576),YES,"source_type=text; 傳送的桌子列表,留空代表所有桌都送"
ods_mariadb_2b,ods_a168_game_transfer,enable,7,varchar,varchar(65533),YES,source_type=tinyint(4); 啟停用
ods_mariadb_2b,ods_a168_game_transfer,comment,8,varchar,varchar(1048576),YES,source_type=text; 註解
ods_mariadb_2b,ods_a168_game_transfer,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_transfer,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_transfer,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_transfer,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_game_type,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_game_type,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_game_type,code,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,twname,4,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,cnname,5,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,enname,6,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,inname,7,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,janame,8,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,koname,9,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,thname,10,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,viname,11,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,hiname,12,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,msname,13,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,esname,14,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_game_type,status,15,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps003,16,varchar,varchar(65533),YES,"source_type=decimal(16,2); "
ods_mariadb_2b,ods_a168_game_type,ps004,17,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps005,18,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps006,19,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps007,20,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps008,21,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps009,22,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps010,23,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,ps011,24,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_game_type,source_db,25,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_game_type,source_table,26,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_game_type,ods_table_name,27,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_game_type,sync_time,28,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_in_out_m,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_in_out_m,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_in_out_m,iom001,3,varchar,varchar(65533),YES,source_type=bigint(20); sn
ods_mariadb_2b,ods_a168_in_out_m,iom002,4,varchar,varchar(65533),YES,source_type=timestamp; time
ods_mariadb_2b,ods_a168_in_out_m,iom003,5,varchar,varchar(65533),YES,source_type=int(11); member
ods_mariadb_2b,ods_a168_in_out_m,iom004,6,varchar,varchar(65533),YES,"source_type=double(20,4); money"
ods_mariadb_2b,ods_a168_in_out_m,iom005,7,varchar,varchar(65533),YES,source_type=varchar(5); op_code
ods_mariadb_2b,ods_a168_in_out_m,iom006,8,varchar,varchar(65533),YES,source_type=int(11); op_lv
ods_mariadb_2b,ods_a168_in_out_m,iom007,9,varchar,varchar(65533),YES,source_type=int(11); op_aid
ods_mariadb_2b,ods_a168_in_out_m,iom008,10,varchar,varchar(65533),YES,source_type=varchar(64); memo
ods_mariadb_2b,ods_a168_in_out_m,iom009,11,varchar,varchar(65533),YES,source_type=int(11); site
ods_mariadb_2b,ods_a168_in_out_m,iom010,12,varchar,varchar(65533),YES,"source_type=double(20,4); subtotal"
ods_mariadb_2b,ods_a168_in_out_m,source_db,13,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_in_out_m,source_table,14,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_in_out_m,ods_table_name,15,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_in_out_m,sync_time,16,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_in_out_m_chip,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_in_out_m_chip,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_in_out_m_chip,iom001,3,varchar,varchar(65533),YES,source_type=bigint(20); sn
ods_mariadb_2b,ods_a168_in_out_m_chip,iom002,4,varchar,varchar(65533),YES,source_type=timestamp; time
ods_mariadb_2b,ods_a168_in_out_m_chip,iom003,5,varchar,varchar(65533),YES,source_type=int(11); member
ods_mariadb_2b,ods_a168_in_out_m_chip,iom004,6,varchar,varchar(65533),YES,"source_type=double(20,4); money"
ods_mariadb_2b,ods_a168_in_out_m_chip,iom005,7,varchar,varchar(65533),YES,source_type=varchar(5); op_code
ods_mariadb_2b,ods_a168_in_out_m_chip,iom006,8,varchar,varchar(65533),YES,source_type=int(11); op_lv
ods_mariadb_2b,ods_a168_in_out_m_chip,iom007,9,varchar,varchar(65533),YES,source_type=int(11); op_aid
ods_mariadb_2b,ods_a168_in_out_m_chip,iom008,10,varchar,varchar(1048576),YES,source_type=text; memo
ods_mariadb_2b,ods_a168_in_out_m_chip,iom009,11,varchar,varchar(65533),YES,source_type=int(11); site
ods_mariadb_2b,ods_a168_in_out_m_chip,iom010,12,varchar,varchar(65533),YES,"source_type=double(20,4); subtotal"
ods_mariadb_2b,ods_a168_in_out_m_chip,source_db,13,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_in_out_m_chip,source_table,14,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_in_out_m_chip,ods_table_name,15,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_in_out_m_chip,sync_time,16,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_ipblacklist,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_ipblacklist,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_ipblacklist,id,3,varchar,varchar(65533),YES,source_type=int(8); 
ods_mariadb_2b,ods_a168_ipblacklist,ip,4,varchar,varchar(65533),YES,source_type=varchar(16); 
ods_mariadb_2b,ods_a168_ipblacklist,creator,5,varchar,varchar(65533),YES,source_type=varchar(50); 
ods_mariadb_2b,ods_a168_ipblacklist,page,6,varchar,varchar(65533),YES,"source_type=enum(''A'',''F'',''B''); A=全部,F=前台,B=後台"
ods_mariadb_2b,ods_a168_ipblacklist,addtime,7,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_ipblacklist,remarks,8,varchar,varchar(65533),YES,source_type=varchar(1000); 
ods_mariadb_2b,ods_a168_ipblacklist,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_ipblacklist,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_ipblacklist,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_ipblacklist,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_iphistory,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_iphistory,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_iphistory,id,3,varchar,varchar(65533),YES,source_type=int(8); 
ods_mariadb_2b,ods_a168_iphistory,type,4,varchar,varchar(65533),YES,source_type=varchar(4); 
ods_mariadb_2b,ods_a168_iphistory,uid,5,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_iphistory,ulv,6,varchar,varchar(65533),YES,source_type=varchar(4); 
ods_mariadb_2b,ods_a168_iphistory,ip,7,varchar,varchar(65533),YES,source_type=varchar(16); 
ods_mariadb_2b,ods_a168_iphistory,datetime,8,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_iphistory,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_iphistory,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_iphistory,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_iphistory,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_jackpot,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_jackpot,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_jackpot,id,3,varchar,varchar(65533),YES,source_type=int(11); 序號
ods_mariadb_2b,ods_a168_jackpot,gid,4,varchar,varchar(65533),YES,source_type=int(11); 遊戲id
ods_mariadb_2b,ods_a168_jackpot,starttime,5,varchar,varchar(65533),YES,source_type=datetime; 開始時間
ods_mariadb_2b,ods_a168_jackpot,min,6,varchar,varchar(65533),YES,source_type=int(11); 最小值
ods_mariadb_2b,ods_a168_jackpot,max,7,varchar,varchar(65533),YES,source_type=int(11); 最大值
ods_mariadb_2b,ods_a168_jackpot,percent,8,varchar,varchar(65533),YES,source_type=int(11); 機率
ods_mariadb_2b,ods_a168_jackpot,frequency,9,varchar,varchar(65533),YES,source_type=int(11); 次數
ods_mariadb_2b,ods_a168_jackpot,remaining,10,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_jackpot,status,11,varchar,varchar(65533),YES,source_type=int(11); 狀態
ods_mariadb_2b,ods_a168_jackpot,operator,12,varchar,varchar(65533),YES,source_type=int(11); 最後操作人
ods_mariadb_2b,ods_a168_jackpot,optime,13,varchar,varchar(65533),YES,source_type=datetime; 最後操作時間
ods_mariadb_2b,ods_a168_jackpot,source_db,14,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_jackpot,source_table,15,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_jackpot,ods_table_name,16,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_jackpot,sync_time,17,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_keyserver_command,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_keyserver_command,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_keyserver_command,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,time,4,varchar,varchar(65533),YES,source_type=timestamp; 
ods_mariadb_2b,ods_a168_keyserver_command,gameID,5,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,tableID,6,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_keyserver_command,protocol,7,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_keyserver_command,data,8,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_keyserver_command,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_keyserver_command,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_keyserver_command,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_keyserver_command,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_log_age_cash_change,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_age_cash_change,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc01,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc02,4,varchar,varchar(65533),YES,source_type=int(11); LV
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc03,5,varchar,varchar(65533),YES,source_type=int(11); ID
ods_mariadb_2b,ods_a168_log_age_cash_change,op_utp,6,varchar,varchar(65533),YES,source_type=char(1); 操作者類型
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc04,7,varchar,varchar(65533),YES,source_type=int(11); OPLV
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc05,8,varchar,varchar(65533),YES,source_type=int(11); OPID
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc06,9,varchar,varchar(65533),YES,"source_type=decimal(15,4); 異動金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc07,10,varchar,varchar(65533),YES,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc08,11,varchar,varchar(65533),YES,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc09,12,varchar,varchar(65533),YES,"source_type=decimal(15,4); 異動前金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc10,13,varchar,varchar(65533),YES,source_type=int(11); upid
ods_mariadb_2b,ods_a168_log_age_cash_change,lacc11,14,varchar,varchar(65533),YES,"source_type=decimal(15,4); 上層異動前金額"
ods_mariadb_2b,ods_a168_log_age_cash_change,pointtype,15,varchar,varchar(65533),YES,source_type=int(11); 0:現金;1:信用;
ods_mariadb_2b,ods_a168_log_age_cash_change,source_db,16,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_log_age_cash_change,source_table,17,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_log_age_cash_change,ods_table_name,18,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_log_age_cash_change,sync_time,19,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_log_mem_change,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_mem_change,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_mem_change,lmc01,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_mem_change,lmc02,4,varchar,varchar(65533),YES,source_type=int(11); ID
ods_mariadb_2b,ods_a168_log_mem_change,lmc03,5,varchar,varchar(65533),YES,source_type=int(11); LV
ods_mariadb_2b,ods_a168_log_mem_change,lmc04,6,varchar,varchar(65533),YES,"source_type=enum(''add'',''edit'',''changestatus''); 類別(新增，修改）"
ods_mariadb_2b,ods_a168_log_mem_change,lmc05,7,varchar,varchar(65533),YES,source_type=varchar(1000); 內容
ods_mariadb_2b,ods_a168_log_mem_change,lmc06,8,varchar,varchar(65533),YES,source_type=int(11); 操作者
ods_mariadb_2b,ods_a168_log_mem_change,lmc07,9,varchar,varchar(65533),YES,source_type=int(11); 操作者LV
ods_mariadb_2b,ods_a168_log_mem_change,lmc08,10,varchar,varchar(65533),YES,source_type=datetime; 異動時間
ods_mariadb_2b,ods_a168_log_mem_change,lmc09,11,varchar,varchar(65533),YES,source_type=varchar(1000); SQL
ods_mariadb_2b,ods_a168_log_mem_change,lmc10,12,varchar,varchar(65533),YES,source_type=varchar(20); IP
ods_mariadb_2b,ods_a168_log_mem_change,lmc11,13,varchar,varchar(65533),YES,source_type=varchar(1); 操做者utp
ods_mariadb_2b,ods_a168_log_mem_change,source_db,14,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_log_mem_change,source_table,15,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_log_mem_change,ods_table_name,16,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_log_mem_change,sync_time,17,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_log_realtimebet,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_log_realtimebet,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_log_realtimebet,mid,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,gid,4,varchar,varchar(65533),YES,source_type=int(6); 
ods_mariadb_2b,ods_a168_log_realtimebet,gameNo,5,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,gameNoRound,6,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_log_realtimebet,betTime,7,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_log_realtimebet,totalBetMoney,8,varchar,varchar(65533),YES,"source_type=decimal(16,4); "
ods_mariadb_2b,ods_a168_log_realtimebet,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_log_realtimebet,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_log_realtimebet,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_log_realtimebet,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_mem_login,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_mem_login,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_mem_login,mlg001,3,varchar,varchar(65533),YES,source_type=int(11); mem_id
ods_mariadb_2b,ods_a168_mem_login,mlg002,4,varchar,varchar(65533),YES,source_type=int(11); site
ods_mariadb_2b,ods_a168_mem_login,mlg003,5,varchar,varchar(65533),YES,source_type=varchar(50); sid
ods_mariadb_2b,ods_a168_mem_login,mlg004,6,varchar,varchar(65533),YES,source_type=timestamp; this_login
ods_mariadb_2b,ods_a168_mem_login,mlg005,7,varchar,varchar(65533),YES,source_type=timestamp; last_login
ods_mariadb_2b,ods_a168_mem_login,mlg006,8,varchar,varchar(65533),YES,source_type=char(15); ip
ods_mariadb_2b,ods_a168_mem_login,mlg007,9,varchar,varchar(1048576),YES,source_type=text; info
ods_mariadb_2b,ods_a168_mem_login,mlg008,10,varchar,varchar(65533),YES,source_type=tinyint(4); on_line
ods_mariadb_2b,ods_a168_mem_login,source_db,11,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_mem_login,source_table,12,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_mem_login,ods_table_name,13,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_mem_login,sync_time,14,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_member,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_member,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_member,mem001,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem002,4,varchar,varchar(65533),YES,source_type=varchar(48); 
ods_mariadb_2b,ods_a168_member,mem003,5,varchar,varchar(65533),YES,source_type=varchar(65); 
ods_mariadb_2b,ods_a168_member,mem004,6,varchar,varchar(65533),YES,source_type=varchar(48); 
ods_mariadb_2b,ods_a168_member,mem005,7,varchar,varchar(65533),YES,source_type=timestamp; 
ods_mariadb_2b,ods_a168_member,mem006,8,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem007,9,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem008,10,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem009,11,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem010,12,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem011,13,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem012,14,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem013,15,varchar,varchar(65533),YES,source_type=timestamp; 
ods_mariadb_2b,ods_a168_member,mem014,16,varchar,varchar(65533),YES,source_type=char(15); 
ods_mariadb_2b,ods_a168_member,mem015,17,varchar,varchar(65533),YES,source_type=int(11); login_error
ods_mariadb_2b,ods_a168_member,mem016,18,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); enable"
ods_mariadb_2b,ods_a168_member,mem017,19,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); canbet"
ods_mariadb_2b,ods_a168_member,mem018,20,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); chg_pw"
ods_mariadb_2b,ods_a168_member,mem019,21,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); is_test"
ods_mariadb_2b,ods_a168_member,mem020,22,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); be_traded"
ods_mariadb_2b,ods_a168_member,mem021,23,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_member,mem022,24,varchar,varchar(65533),YES,source_type=varchar(20); 電話
ods_mariadb_2b,ods_a168_member,mem022a,25,varchar,varchar(65533),YES,source_type=int(6); 電話簡碼
ods_mariadb_2b,ods_a168_member,mem023,26,varchar,varchar(65533),YES,source_type=tinyint(4); 
ods_mariadb_2b,ods_a168_member,mem024,27,varchar,varchar(65533),YES,source_type=int(11); mem_risk
