uid,bet01_笔数,bet01_投注额,daily_笔数_跨产品汇总,daily_金额_跨产品汇总,当天涉及产品数,笔数倍差_修正后
151883688,2,37.22,2,36.0000,1,1.0
152224557,3,118.43,3,46.0000,1,1.0
152992881,2,100.82,2,100.0000,1,1.0
153117726,1,40.82,1,40.0000,1,1.0
151582856,2,76.68,2,48.0000,1,1.0
153112717,1,10.34,1,10.0000,1,1.0
148780330,1,11.02,1,11.0000,1,1.0
153110972,2,836.7,2,250.0000,1,1.0
59911328,1,87.68,1,87.0000,1,1.0
153136717,4,265.32,4,94.0000,3,1.0
68494813,3,471.82,3,169.0000,1,1.0
151351932,2,353.98,2,140.0000,1,1.0
132746305,3,130.68,3,129.0000,2,1.0
153112434,15,29758.5,15,7508.0000,1,1.0
153131784,1,100.0,1,100.0000,1,1.0
151807226,22,170189.3,22,38765.0000,1,1.0
153111497,8,3968.0,8,600.0000,1,1.0
136135766,4,3911.3999999999996,4,700.0000,1,1.0
150018345,1,2007.8,1,2007.0000,1,1.0
152775536,2,147.78,2,147.0000,1,1.0
112647789,6,3057.0799999999995,6,1588.0000,1,1.0
153085331,1,20.5,1,20.0000,1,1.0
69320064,1,15.17,1,15.0000,1,1.0
143683384,6,1140.54,6,535.0000,2,1.0
73087552,1,361.48,1,361.0000,1,1.0
151891372,4,406.55999999999995,4,295.0000,1,1.0
152970752,2,518.0,2,60.0000,1,1.0
135179123,1,414.44,1,414.0000,1,1.0
145176475,20,3719.0,20,1081.0000,1,1.0
123933991,4,6771.02,4,3354.0000,1,1.0
151104548,11,18258.16,11,6394.0000,1,1.0
148922375,2,480.0,2,240.0000,1,1.0
89177396,157,316232.34,157,18966.0000,1,1.0
153118387,1,488.97,1,50.0000,1,1.0
139532949,2,13254.26,2,700.0000,1,1.0
61842013,2,32.91,2,32.0000,1,1.0
153054246,2,2820.86,2,1800.0000,1,1.0
150480112,3,2269.61,3,800.0000,1,1.0
148059403,9,4303.51,9,2300.0000,1,1.0
153026326,29,18761.27,29,6470.0000,1,1.0
147526269,3,5625.1,3,320.0000,1,1.0
121781293,1,200.94,1,50.0000,1,1.0
153119026,6,390.84000000000003,6,200.0000,1,1.0
153120613,1,254.0,1,254.0000,1,1.0
153066663,10,74143.09999999999,10,21994.0000,1,1.0
114009078,1,165.3,1,165.0000,1,1.0
152317481,2,3972.92,2,800.0000,1,1.0
148579325,1,16023.77,1,100.0000,1,1.0
153093966,10,591.7,10,190.0000,1,1.0
132032561,2,333.42,2,80.0000,1,1.0
151072323,2,100.98,2,20.0000,1,1.0
152809166,1,302.01,1,302.0000,1,1.0
148507620,483,11960815.040000003,483,2277394.0000,1,1.0
139150902,1,8533.35,1,30.0000,1,1.0
153111235,3,9500.0,3,6000.0000,2,1.0
150489106,1,44.3,1,44.0000,1,1.0
110055969,10,19874.226,10,1440.0000,1,1.0
144689847,3,6090.13,3,2050.0000,1,1.0
30427722,3,4000.0,3,4000.0000,1,1.0
145102725,1,118.76,1,118.0000,1,1.0
153113459,4,3972.0,4,1040.0000,1,1.0
147468804,7,967.92,7,322.0000,1,1.0
33349110,3,70.69,3,50.0000,1,1.0
145139514,1144,1537799.340000006,1144,60924.0000,1,1.0
153113752,1,100.57,1,100.0000,1,1.0
153113808,16,7530.4,16,1978.0000,1,1.0
150417878,2,6.2028,2,6.0000,1,1.0
153113955,12,1532.4,12,120.0000,1,1.0
151548072,31,10838.0,31,2740.0000,1,1.0
150879740,11,187.66000000000003,11,82.0000,1,1.0
153114317,12,53207.64,12,19660.0000,1,1.0
153114268,14,6977.599999999999,14,2800.0000,1,1.0
153114423,3,30.0,3,20.0000,1,1.0
153069216,4,381.594,4,70.0000,1,1.0
153113970,12,11916.0,12,1200.0000,1,1.0
153113724,3,250.88,3,198.0000,1,1.0
126636198,4,171.3047,4,171.0000,1,1.0
123788112,5,25077.746000000003,5,3700.0000,1,1.0
152887796,1,18.09,1,10.0000,1,1.0
153116888,35,4560.0,35,700.0000,1,1.0
153117097,20,20920.799999999996,20,3600.0000,1,1.0
118993190,9,4484.05,9,240.0000,2,1.0
118524710,21,11120.58,21,2411.0000,1,1.0
149976880,6,638.6,6,153.0000,1,1.0
153035544,2,601.0,2,300.0000,1,1.0
117656675,5,1692.75,5,914.0000,1,1.0
143867373,5,450.85,5,446.0000,1,1.0
153116529,1,135.97,1,30.0000,1,1.0
152221500,9,1301.95,9,450.0000,1,1.0
148739584,2,4192.58,2,1500.0000,1,1.0
153054381,2,36.22,2,35.0000,1,1.0
153117757,2,235.57999999999998,2,234.0000,1,1.0
150157642,3,1434.09,3,862.0000,1,1.0
152985935,4,890.0,4,450.0000,1,1.0
153118995,2,152.36,2,100.0000,1,1.0
114806415,12,10919.960000000001,12,340.0000,1,1.0
146750472,8,1580.45,8,785.0000,1,1.0
63973862,14,17819.153,14,8112.0000,1,1.0
149434238,1,1005.57,1,500.0000,1,1.0
149557290,19,19749.309999999998,19,2740.0000,1,1.0
153123092,2,1521.16,2,150.0000,1,1.0
141565789,8,2186.92,8,1374.0000,1,1.0
129611368,28,3261.5,28,951.0000,1,1.0
152331877,24,5203.039999999999,24,723.0000,1,1.0
38622219,1,606.27,1,150.0000,1,1.0
115666826,177,45000.83,177,6479.0000,1,1.0
132412516,30,30240.862999999998,30,6788.0000,1,1.0
153124339,5,3130.0,5,1090.0000,1,1.0
131396536,39,49351.75,39,6126.0000,1,1.0
67285295,9,119471.26,9,65501.0000,1,1.0
144013676,8,4502.4,8,550.0000,1,1.0
152051329,3,190.88,3,100.0000,1,1.0
117563819,3,340.0,3,70.0000,1,1.0
144147515,8,2500.0,8,1300.0000,1,1.0
153124797,6,377.0,6,168.0000,1,1.0
153112951,2,100.0,2,100.0000,1,1.0
146810850,7,19105.74,7,5400.0000,1,1.0
128006577,5,211.0,5,167.0000,1,1.0
128531561,1,80.76,1,40.0000,1,1.0
153125755,4,771.0,4,260.0000,1,1.0
76439737,14,67161.76000000001,14,2159.0000,1,1.0
144183651,3,247.01,3,177.0000,1,1.0
153126982,1,200.93,1,200.0000,1,1.0
153126918,8,3980.0,8,560.0000,1,1.0
153127524,4,790.0,4,260.0000,1,1.0
96598042,1,5000.37,1,2000.0000,1,1.0
153128328,2,610.08,2,100.0000,1,1.0
153128369,4,396.2,4,120.0000,1,1.0
153125329,1,10.0,1,10.0000,1,1.0
123383223,1,17.21,1,10.0000,1,1.0
153129143,2,41.6,2,30.0000,1,1.0
145292699,1,193.15,1,193.0000,1,1.0
147725002,3,145.01000000000002,3,143.0000,1,1.0
115734766,1,1.0,1,1.0000,1,1.0
152799251,2,222.16000000000003,2,222.0000,1,1.0
153133635,1,220.94,1,100.0000,1,1.0
153134292,6,8927.42,6,3250.0000,1,1.0
153134536,4,1187.4,4,320.0000,1,1.0
153134669,4,1979.0,4,520.0000,1,1.0
153136365,4,400.0,4,300.0000,1,1.0
112956052,5,7520.05,5,500.0000,1,1.0
139288864,4,253.252,4,200.0000,1,1.0
153137228,3,370.64,3,206.0000,1,1.0
153138034,4,790.0,4,260.0000,1,1.0
153111656,8,2376.8,8,320.0000,1,1.0
142020294,3,730.8499999999999,3,570.0000,1,1.0
153132910,4,1187.4,4,320.0000,1,1.0
153132915,4,2004.0,4,400.0000,1,1.0
140418967,1,15.61,1,15.0000,1,1.0
152172467,15,4511.85,15,1040.0000,1,1.0
153111786,8,11058.1,8,670.0000,1,1.0
33978053,5,10015.5,5,6004.0000,1,1.0
64136870,2,529.92,2,193.0000,1,1.0
153131856,4,3970.0,4,1040.0000,1,1.0
120799479,6,518.84,6,124.0000,1,1.0
153128879,2,750.82,2,400.0000,1,1.0
94712279,3,1357.96,3,1357.0000,1,1.0
153111285,3,110.6,3,110.0000,1,1.0
153113193,4,321.44,4,74.0000,1,1.0
153113260,4,793.2,4,220.0000,1,1.0
152692353,2,10354.6,2,80.0000,1,1.0
153113473,1,202.8,1,50.0000,1,1.0
152763197,3,191.20000000000002,3,40.0000,1,1.0
153114306,4,548.9,4,548.0000,1,1.0
148558218,1,110.7007,1,110.0000,1,1.0
153116700,2,121.1,2,100.0000,1,1.0
153117117,1,17.79,1,17.0000,1,1.0
135317825,1,100.05,1,100.0000,1,1.0
153117555,4,1187.4,4,320.0000,1,1.0
152633431,17,543537.02,17,2400.0000,1,1.0
117084838,8,516.64,8,110.0000,1,1.0
151576257,1,100.0,1,100.0000,1,1.0
145600598,1,18.47,1,18.0000,1,1.0
150846371,10,1896.1,10,670.0000,1,1.0
153119566,2,322.9,2,100.0000,1,1.0
147132000,2,401.2,2,200.0000,1,1.0
146004688,6,4036.45,6,4033.0000,1,1.0
151851626,3,635.5500000000001,3,337.0000,1,1.0
152570641,1,11.09,1,10.0000,1,1.0
147908229,2,5.02,2,5.0000,1,1.0
144726107,1,19.6,1,10.0000,1,1.0
153121348,12,1431.0,12,360.0000,1,1.0
153121829,2,601.39,2,350.0000,1,1.0
135881379,15,10817.95,15,900.0000,1,1.0
109414567,23,1068.74,23,330.0000,1,1.0
145791388,8,4282.38,8,1750.0000,1,1.0
153133952,10,1093.1,10,753.0000,1,1.0
142113301,82,16539.099999999995,82,2150.0000,1,1.0
129575400,23,2963.7,23,760.0000,1,1.0
115664107,12,108851.16,12,27580.0000,1,1.0
153114931,23,4571.597700000001,23,510.0000,1,1.0
150397737,220,1068269.0,220,22400.0000,1,1.0
150061850,1,180.64,1,80.0000,1,1.0
153115389,4,1977.0,4,541.0000,1,1.0
150150430,13,4125.79,13,1114.0000,1,1.0
108946282,1,11.72,1,11.0000,1,1.0
147558465,55,31587.030000000006,55,1410.0000,1,1.0
150333024,114,283261.30000000005,114,45746.0000,1,1.0
145019031,10,6823.9,10,1118.0000,1,1.0
153120041,1,400.4,1,400.0000,1,1.0
152081154,22,6371.539999999999,22,2200.0000,1,1.0
153115203,1,284.0,1,284.0000,1,1.0
145869994,69,25152.07,69,2500.0000,1,1.0
144185213,18,2273.0,18,374.0000,1,1.0
126706261,2,257.0494,2,135.0000,1,1.0
131122876,1,21.36,1,21.0000,1,1.0
151786757,186,147698.66500000007,186,12504.0000,1,1.0
142882942,8,835.05,8,388.0000,1,1.0
153118490,4,1192.4,4,320.0000,1,1.0
153118380,3,728.0,3,728.0000,1,1.0
149055877,10,4602000.0,10,2802000.0000,1,1.0
130422048,75,20350.586199999998,75,3151.0000,1,1.0
153096862,6,5326.86,6,190.0000,1,1.0
149544510,21,939.08,21,307.0000,1,1.0
6116876,35,482673.75,35,86852.0000,1,1.0
101176024,108,200119.0,108,25637.0000,1,1.0
69893131,55,358846.8,55,52710.0000,1,1.0
147465226,37,122536.27999999998,37,7300.0000,1,1.0
145377776,1,20.0,1,20.0000,1,1.0
153036176,16,111090.0,16,5820.0000,1,1.0
89010598,13,8495.9026,13,1345.0000,1,1.0
127214655,1,17.09,1,17.0000,1,1.0
148829285,2,198.36,2,99.0000,1,1.0
153119149,20,20773.0,20,4000.0000,1,1.0
101119069,69,14370.645,69,8410.0000,1,1.0
40947610,1,1000.97,1,1000.0000,1,1.0
153119346,20,10172.8,20,2000.0000,1,1.0
150433508,1,59.22,1,59.0000,1,1.0
108440495,13,4330.4,13,2161.0000,1,1.0
153117550,3,232.5503,3,100.0000,1,1.0
4959333,24,4047.08,24,717.0000,1,1.0
153116930,2,29.759999999999998,2,29.0000,1,1.0
153119774,26,4734.16,26,255.0000,1,1.0
147574445,8,41.510000000000005,8,24.0000,2,1.0
147467895,3,1908.28,3,802.0000,1,1.0
153119711,4,1980.9,4,541.0000,1,1.0
152949374,3,205500.0,3,205500.0000,1,1.0
149359053,26,28095.590799999998,26,5241.0000,1,1.0
149089244,1,56.65,1,56.0000,1,1.0
153120283,17,1888.5099999999998,17,762.0000,2,1.0
153120243,2,384.36,2,100.0000,1,1.0
153069511,4,684.4,4,423.0000,1,1.0
152421143,7,6164.59,7,1626.0000,1,1.0
116439383,2,30.28,2,29.0000,1,1.0
147490142,218,924321.44,218,22100.0000,1,1.0
149219793,54,64589.19999999999,54,7138.0000,1,1.0
140349251,3,355.5,3,305.0000,1,1.0
109142585,2,198531.3,2,1400.0000,1,1.0
152987063,29,7896.929999999999,29,1770.0000,1,1.0
151576100,5,280.0,5,94.0000,1,1.0
153064854,2,601.0,2,300.0000,1,1.0
153120965,20,20374.399999999998,20,4000.0000,1,1.0
153121063,12,11721.6,12,2382.0000,1,1.0
152534044,32,115700.0,32,17200.0000,1,1.0
153116337,33,84272.76000000001,33,13264.0000,1,1.0
153089899,6,27.62,6,7.0000,1,1.0
142005275,14,11111.66,14,2734.0000,1,1.0
153120344,8,3968.0,8,520.0000,1,1.0
153120453,1,40.73,1,40.0000,1,1.0
152996453,1,169.285,1,169.0000,1,1.0
136132911,5,271.3,5,90.0000,1,1.0
142006717,5,2182.05,5,320.0000,1,1.0
153121227,20,18655.0,20,9905.0000,1,1.0
120988893,1,13018.0,1,3000.0000,1,1.0
128386620,1,21.06,1,21.0000,1,1.0
89533481,2,6.6,2,6.0000,1,1.0
146515559,9,1025.13,9,200.0000,1,1.0
153116290,1,502.0,1,502.0000,1,1.0
149262684,3,460.0,3,120.0000,1,1.0
1953578,3,137.95,3,50.0000,1,1.0
153121700,8,794.4,8,120.0000,1,1.0
153121825,10,5080.0,10,2000.0000,1,1.0
147567871,1,15.1,1,15.0000,1,1.0
153132030,38,7415.5,38,1129.0000,1,1.0
101090466,53,122192254.15,53,16623295.0000,1,1.0
152741775,1,45.4,1,48.0000,1,1.0
48141493,6,17450.0,6,5150.0000,1,1.0
153113701,4,3999.2,4,1060.0000,1,1.0
46409901,36,5686.0,36,1235.0000,1,1.0
145213029,58,11260.46,58,1715.0000,1,1.0
153122598,5,165.05,5,139.0000,1,1.0
152224768,11,3452.34,11,686.0000,1,1.0
152249175,4,144.0,4,40.0000,1,1.0
153121967,122,140654.56,122,4936.0000,1,1.0
153085280,2,1081.0,2,540.0000,1,1.0
114156207,16,8820.84,16,1392.0000,1,1.0
114892970,15,8927.2,15,950.0000,1,1.0
147118794,4,89.86,4,57.0000,1,1.0
151591978,14,157285.55,14,75431.0000,1,1.0
148292656,2,177.04,2,177.0000,1,1.0
95007519,66,8878.7,66,1737.0000,1,1.0
137121902,11,13154.949999999999,11,1240.0000,1,1.0
143304522,28,21427.0,28,970.0000,1,1.0
151526732,30,54158.200000000004,30,1580.0000,1,1.0
8788462,2,2217.82,2,814.0000,1,1.0
115516267,1,101.0,1,101.0000,1,1.0
96977321,1,10000.25,1,10000.0000,1,1.0
144249429,1,65.15,1,50.0000,1,1.0
142052084,2,64.0,2,63.0000,1,1.0
153118423,1,53.0,1,53.0000,1,1.0
152404432,13,1055.93,13,508.0000,1,1.0
153124677,80,325805.6000000001,80,34537.0000,2,1.0
151525239,15,4630.5,15,720.0000,1,1.0
149386487,1,61.7,1,61.0000,1,1.0
81080163,15,7788.0,15,824.0000,1,1.0
153115156,3,776.0,3,776.0000,1,1.0
153114320,1,31.25,1,31.0000,1,1.0
149498154,83,19506.3561,83,2516.0000,1,1.0
71901892,77,102552.45000000001,77,17783.0000,1,1.0
131206330,1,13.78,1,13.0000,1,1.0
97729205,69,36668.55,69,3140.0000,1,1.0
153124995,14,17098.62,14,6800.0000,1,1.0
152694287,97,799600.0,97,14600.0000,1,1.0
144620408,1,30.82,1,30.0000,1,1.0
151686825,129,23199.530000000002,129,3670.0000,1,1.0
148405107,2,101.88,2,101.0000,1,1.0
150608285,3,14205.0,3,30.0000,1,1.0
152731443,81,222516.19999999995,81,33800.0000,1,1.0
149548791,1,200.59,1,200.0000,1,1.0
153136364,1,103.07,1,100.0000,1,1.0
145821368,1,28.82,1,28.0000,1,1.0
75037884,20,3380.0,20,280.0000,1,1.0
150552268,7,4901.19,7,2460.0000,1,1.0
153126416,10,6580.0,10,2500.0000,1,1.0
137233120,2,4298.16,2,600.0000,1,1.0
153126632,2,119.88,2,118.0000,1,1.0
134879179,37,69502.22,37,17263.0000,1,1.0
153130614,4,396.2,4,120.0000,1,1.0
151156409,20,16506.399999999998,20,1017.0000,1,1.0
39567139,8,3215.0,8,330.0000,1,1.0
153127111,1,990.4,1,50.0000,1,1.0
151118595,16,2421.31,16,610.0000,1,1.0
98070919,4,295.88,4,103.0000,1,1.0
87276414,3,312.52,3,80.0000,1,1.0
153118086,1,59.0,1,59.0000,1,1.0
152732378,3,461.79999999999995,3,200.0000,1,1.0
149258083,4,320.96,4,70.0000,1,1.0
114000389,70,6888.746000000001,70,560.0000,1,1.0
15857523,140,122552.70000000001,140,17722.0000,1,1.0
141138497,23,25624.3562,23,3195.0000,1,1.0
148409455,91,402859.3400000001,91,28564.0000,1,1.0
153066716,8,65894.96,8,740.0000,1,1.0
144909510,9,766.24,9,237.0000,1,1.0
132444139,26,5974.880000000001,26,909.0000,1,1.0
150299186,61,18729.18,61,3408.0000,1,1.0
149781370,1,14.03,1,14.0000,1,1.0
153012646,17,12870.5,17,3616.0000,1,1.0
117325827,1,602.0,1,300.0000,1,1.0
149262467,1,33.32,1,33.0000,1,1.0
142273582,1,124.15,1,124.0000,1,1.0
151479539,3,234.04,3,232.0000,1,1.0
153128603,8,3968.0,8,520.0000,1,1.0
152404687,32,37142.2,32,4657.0000,1,1.0
148801713,105,86270.97000000002,105,12117.0000,1,1.0
125241431,76,87527.47999999998,76,5980.0000,2,1.0
153128897,4,1989.0,4,520.0000,1,1.0
130288480,12,475.4888,12,207.0000,1,1.0
153129092,4,1187.4,4,320.0000,1,1.0
153118188,2,505.70000000000005,2,200.0000,1,1.0
148474142,262,1279049.63,262,124750.0000,1,1.0
153081008,1,37.02,1,37.0000,1,1.0
5848236,13,2678.5099999999998,13,836.0000,1,1.0
151983408,8,142.4,8,80.0000,1,1.0
153065409,60,19177.95,60,6682.0000,1,1.0
138955512,30,12286.199999999999,30,2017.0000,1,1.0
146592089,45,82291.71950000002,45,12400.0000,1,1.0
152002315,173,97367.60000000005,173,3840.0000,1,1.0
147309372,90,49000.84,90,10167.0000,2,1.0
142008188,10,8192.899999999998,10,2723.0000,1,1.0
143311742,18,4783.71,18,1342.0000,1,1.0
146478762,1150,1706924.9999999963,1150,20204.0000,1,1.0
133490313,280,790037.1799999997,280,37754.0000,1,1.0
142013247,1,30.75,1,30.0000,1,1.0
136596874,52,11639.0,52,1967.0000,1,1.0
153134207,6,1171.0,6,560.0000,1,1.0
142132663,105,24216.549999999992,105,7436.0000,1,1.0
153131222,1,100.8,1,50.0000,1,1.0
149916742,36,16773.800000000003,36,3071.0000,1,1.0
153060269,365,192917.75000000015,365,8770.0000,1,1.0
142780629,18,2166.7400000000002,18,476.0000,1,1.0
118192754,4,595.88,4,346.0000,1,1.0
151705001,1,101.23,1,30.0000,1,1.0
149539591,12,2683.12,12,120.0000,1,1.0
138010455,2,1101.82,2,600.0000,1,1.0
145476697,45,42791.74999999999,45,3600.0000,1,1.0
150185493,4,171.52,4,50.0000,2,1.0
142046024,14,5650.280000000001,14,1138.0000,1,1.0
153127575,3,28952.97,3,3000.0000,1,1.0
133991270,35,132924.06,35,34760.0000,1,1.0
122212482,18,7380.6,18,2142.0000,1,1.0
153121729,3,8595.69,3,1850.0000,1,1.0
137208801,26,2440.2799999999997,26,830.0000,1,1.0
68091815,1,19.0,1,19.0000,1,1.0
146406228,16,12300.0,16,2030.0000,1,1.0
152098137,1,61.04,1,3.0000,1,1.0
146989303,24,89018.20000000001,24,12830.0000,1,1.0
32430951,94,35046.28,94,3023.0000,1,1.0
126449271,1,502.0,1,502.0000,1,1.0
67267794,2,123310.42,2,100.0000,1,1.0
153132851,427,521620.3000000003,427,4310.0000,7,1.0
152835973,3,73402.41,3,46314.0000,1,1.0
149467022,31,10965.65,31,1282.0000,1,1.0
64057839,2,660.0,2,660.0000,1,1.0
149023756,13,3687.9,13,676.0000,2,1.0
133978428,10,10522.2,10,5428.0000,1,1.0
107433018,1,20.22,1,20.0000,1,1.0
153124240,2,956.8900000000001,2,36.0000,1,1.0
146297406,8,137.999,8,55.0000,1,1.0
134842028,2,952.0,2,100.0000,2,1.0
148789892,12,51835.4,12,20860.0000,1,1.0
153119557,1,134.0,1,134.0000,1,1.0
153137951,7,7400.25,7,2939.0000,1,1.0
67910202,1,29.88,1,29.0000,1,1.0
123677862,2,4355.92,2,620.0000,1,1.0
115736863,1,1023.0,1,1023.0000,1,1.0
153112541,4,790.4,4,220.0000,1,1.0
152381632,1,50.0,1,50.0000,1,1.0
153112104,9,4268.3,9,1728.0000,1,1.0
91715451,1,67.5,1,67.0000,1,1.0
135380105,1,67.3,1,67.0000,1,1.0
149840092,1,119.9,1,119.0000,1,1.0
143195596,1,54.92,1,54.0000,1,1.0
153116377,2,672.0,2,284.0000,1,1.0
136663239,18,2349.78,18,366.0000,1,1.0
153116069,1,200.58,1,200.0000,1,1.0
153135511,14,6978.07,14,2898.0000,1,1.0
151806371,3,134.32,3,79.0000,1,1.0
130653248,1,52.22,1,52.0000,1,1.0
103198031,1,502.84,1,502.0000,1,1.0
142687921,25,12846.2,25,1620.0000,1,1.0
90412341,21,59628.0,21,13699.0000,1,1.0
153136094,4,1187.4,4,320.0000,1,1.0
139649836,42,11886.8,42,770.0000,1,1.0
81862949,2,66897.72,2,30000.0000,2,1.0
148404929,2,23.67,2,23.0000,1,1.0
118199515,28,59405.84,28,14701.0000,1,1.0
153137303,4,1979.0,4,520.0000,1,1.0
151753494,3,935.77,3,60.0000,1,1.0
71585186,1,63.37,1,63.0000,1,1.0
147451194,16,8883.78,16,2030.0000,1,1.0
153000827,1,16.48,1,16.0000,1,1.0
153137855,8,3968.0,8,520.0000,1,1.0
150740756,4,21308.28,4,5000.0000,1,1.0
149936555,5,4627.799999999999,5,1545.0000,1,1.0
153123253,3,54.5,3,53.0000,1,1.0
153121637,2,38.82,2,38.0000,1,1.0
153122449,1,10.71,1,10.0000,1,1.0
152655869,2,409.82,2,20.0000,1,1.0
149708231,1,1000.75,1,600.0000,1,1.0
153119760,4,570.0,4,70.0000,1,1.0
124480958,6,759.0400000000001,6,284.0000,1,1.0
122626112,1,1000.41,1,500.0000,1,1.0
150631894,1,506.67,1,250.0000,1,1.0
153120708,4,1595.0,4,340.0000,1,1.0
153111304,37,29117.0,37,7490.0000,1,1.0
129632280,229,178375.14,229,23009.0000,1,1.0
153120420,5,560.9000000000001,5,220.0000,1,1.0
151743764,1,302.7,1,302.0000,1,1.0
137290621,3,382.79999999999995,3,301.0000,1,1.0
147253314,2,276.94,2,175.0000,1,1.0
153112791,9,711.0,9,198.0000,1,1.0
149160021,3,1103.03,3,500.0000,1,1.0
116986932,2,607.26,2,20.0000,1,1.0
153113675,2,899.6,2,200.0000,1,1.0
152313514,1,74.23,1,20.0000,1,1.0
137226811,1,50.22,1,50.0000,1,1.0
148481372,4,1001.0,4,399.0000,1,1.0
153111683,25,35935.25,25,6890.0000,1,1.0
153111699,4,1689.88,4,590.0000,1,1.0
153092650,46,145924.0,46,20365.0000,1,1.0
152773052,2,51.44,2,2000.0000,1,1.0
68030757,2,271.3,2,20.0000,1,1.0
62797023,2,10.76,2,5.0000,1,1.0
151129839,1,15.75,1,15.0000,1,1.0
136718473,1,351.99,1,351.0000,1,1.0
153134845,4,1187.4,4,320.0000,1,1.0
133433240,7,1218.2637,7,302.0000,1,1.0
152902895,6,12989.180000000002,6,190.0000,1,1.0
106012107,1,100.78,1,50.0000,1,1.0
148400150,3,304.04999999999995,3,101.0000,1,1.0
153134942,8,619.0,8,387.0000,1,1.0
134345662,7,2225.25,7,395.0000,1,1.0
85348121,3,841.0,3,497.0000,1,1.0
146207781,5,65.95,5,20.0000,1,1.0
153112455,8,3960.0,8,520.0000,1,1.0
150275371,8,4171.24,8,1650.0000,1,1.0
152001874,7,28706.0,7,3100.0000,1,1.0
147896867,1,34.51,1,10.0000,1,1.0
149108699,1,142.62,1,142.0000,1,1.0
152999384,8,3838.6900000000005,8,1163.0000,1,1.0
136788437,2,16732.36,2,150.0000,1,1.0
152915059,3,600.24,3,150.0000,1,1.0
48418413,2,60.239999999999995,2,59.0000,1,1.0
153129082,4,1979.0,4,520.0000,1,1.0
111660502,2,33.92,2,33.0000,1,1.0
110707920,5,22864.4,5,2530.0000,1,1.0
152951679,28,3420.21,28,822.0000,1,1.0
137590398,199,25652000.0,199,2465580.0000,2,1.0
153111684,2,591.04,2,590.0000,1,1.0
152288753,2,500.98,2,300.0000,1,1.0
153039755,24,23745.84,24,1545.0000,1,1.0
153113997,2,55720.0,2,55720.0000,1,1.0
129357129,17,7072.57,17,3543.0000,1,1.0
153128011,4,29403.28,4,500.0000,1,1.0
146263818,4,508001.16,4,70000.0000,1,1.0
153114778,4,3984.0,4,1060.0000,1,1.0
151592172,6,1382.35,6,1022.0000,1,1.0
115915962,3,210.49,3,208.0000,1,1.0
153133461,8,1427.3400000000001,8,856.0000,2,1.0
153114185,2,59328.0,2,59328.0000,1,1.0
136692603,4,1060.36,4,140.0000,1,1.0
151766673,15,19848.15,15,3123.0000,1,1.0
147478821,46,36720.75,46,22342.0000,1,1.0
153117050,20,20848.800000000003,20,3600.0000,1,1.0
153115731,5,2265.0,5,633.0000,1,1.0
92726094,1,27.11,1,27.0000,1,1.0
153116289,5,6520.0,5,300.0000,1,1.0
153116697,6,1317.8778,6,80.0000,1,1.0
132249629,4,156.32,4,93.0000,1,1.0
117295107,7,3053.7799999999997,7,1250.0000,1,1.0
61784171,17,444.5,17,192.0000,1,1.0
153117878,2,295.6,2,110.0000,1,1.0
153118394,4,1187.4,4,320.0000,1,1.0
153118606,8,1195.6,8,160.0000,1,1.0
150211225,9,408.44999999999993,9,174.0000,1,1.0
153118812,2,2006.0,2,1000.0000,1,1.0
153121500,3,136.71,3,135.0000,1,1.0
153122884,4,1185.0,4,320.0000,1,1.0
149371824,2,121.56,2,100.0000,1,1.0
149013735,7,538.8199999999999,7,161.0000,1,1.0
91844216,2,1030.34,2,615.0000,1,1.0
18883507,5,872.05,5,370.0000,1,1.0
153124285,4,3962.0,4,1040.0000,1,1.0
153124329,16,16275.2,16,2800.0000,1,1.0
153124464,1,100.5,1,40.0000,1,1.0
122572732,44,36445.52,44,860.0000,1,1.0
153124548,4,1977.0,4,541.0000,1,1.0
150465657,1,32.74,1,32.0000,1,1.0
153123983,9,556.0,9,198.0000,1,1.0
103135414,13,77334.81,13,26900.0000,1,1.0
116462195,1,102.5291,1,5.0000,1,1.0
153126256,1,32.94,1,32.0000,1,1.0
153118338,1,33.52,1,10.0000,1,1.0
153126439,12,1636.92,12,480.0000,1,1.0
153126680,20,19878.8,20,6872.0000,1,1.0
142050424,4,1664.28,4,210.0000,1,1.0
129696571,6,144.1,6,95.0000,1,1.0
20669196,8,2219.2799999999997,8,982.0000,1,1.0
153128697,8,3858.84,8,1780.0000,1,1.0
151706161,6,12.520000000000003,6,12.0000,1,1.0
153129714,4,1003.0,4,120.0000,1,1.0
153129654,3,306.29,3,305.0000,1,1.0
12328832,4,69296.64,4,24764.0000,1,1.0
148962500,5,1013.0,5,180.0000,1,1.0
143320810,1,44.63,1,44.0000,1,1.0
138093949,4,1011.92,4,200.0000,1,1.0
153132954,4,1979.0,4,520.0000,1,1.0
139026675,4,5844.786,4,1950.0000,1,1.0
146597330,1,100.18,1,50.0000,1,1.0
146001183,2,2740.26,2,190.0000,1,1.0
153130766,1,12.51,1,12.0000,1,1.0
146580094,209,7648204.359999997,209,594565.0000,1,1.0
153130746,4,1979.0,4,520.0000,1,1.0
118375510,46,6598.889999999999,46,2975.0000,1,1.0
153114995,6,2717.0,6,675.0000,1,1.0
142054117,8,603.0,8,319.0000,1,1.0
153115412,4,400.2,4,119.0000,1,1.0
148535889,2,230.42,2,230.0000,1,1.0
136443402,1,171.24,1,171.0000,1,1.0
153117450,3,257.29,3,76.0000,1,1.0
