uid,bet01_笔数,bet01_投注额,daily_笔数_跨产品汇总,daily_金额_跨产品汇总,当天涉及产品数,笔数倍差_修正后
151416629,632,1807352.4800000018,565,127769.0000,2,0.89
151115502,273,2474580.0,244,74430.0000,1,0.89
153128198,70,200988.20000000004,62,24941.0000,1,0.89
136858027,28,8185.042399999999,25,3221.0000,1,0.89
91161430,46,2508.0097,41,898.0000,1,0.89
152518525,103,52400.38000000001,92,7014.0000,1,0.89
152862745,9,31757.199999999997,8,22000.0000,1,0.89
151201721,9,2020.96,8,605.0000,1,0.89
152791346,182,58289.48,162,3245.0000,1,0.89
112986457,110,60248.0,98,1782.0000,1,0.89
144622649,226,263921.18,201,3620.0000,2,0.89
152128863,54,19354.86,48,880.0000,1,0.89
128131001,97,1025173.0606000001,86,400536.0000,1,0.89
85244607,47,128100.76999999999,42,1280.0000,1,0.89
137675912,9,8370.84,8,3350.0000,1,0.89
72705968,27,110416.26000000001,24,1500.0000,1,0.89
116704786,255,31498356.5,226,2585112.0000,1,0.89
149895288,146,364189.5200000001,130,20420.0000,1,0.89
152974729,44,232187.12000000002,39,25040.0000,1,0.89
18914424,18,122602.0,16,25952.0000,1,0.89
153120026,275,72330.5,246,3115.0000,1,0.89
148413431,574,217108.96000000005,504,36942.0000,1,0.88
150926421,233,89156.31000000001,206,19164.0000,1,0.88
124383119,16,19060.04,14,10130.0000,1,0.88
150201674,8,3001.36,7,1900.0000,1,0.88
73539171,26,5868.099999999999,23,1916.0000,1,0.88
121872929,33,3586.5,29,290.0000,4,0.88
71825062,66,105455.63379999997,58,8280.0000,1,0.88
153123580,33,1113.5,29,420.0000,1,0.88
150280313,146,3099782.0699999994,129,1097442.0000,1,0.88
108882877,117,200603.28999999998,103,53203.0000,1,0.88
142896657,24,4859177.199999999,21,336938.0000,1,0.88
152769874,8,2643.2400000000002,7,2290.0000,1,0.88
146165294,903,36368629.31000001,796,7647397.0000,1,0.88
137778607,84,153191.59999999998,74,7479.0000,1,0.88
146438927,49,25715.54,43,3729.0000,1,0.88
144550257,84,3520.6600000000003,74,942.0000,1,0.88
122035062,16,113127.44,14,29340.0000,1,0.88
97967357,163,7462631.270000001,144,805647.0000,1,0.88
140930422,8,5378.379999999999,7,1372.0000,1,0.88
152649489,344,46826.58999999998,301,3143.0000,1,0.88
149515402,67,3540.1333,59,569.0000,1,0.88
116586811,17,13311.129999999997,15,8850.0000,1,0.88
146859681,34,1066.4759999999999,30,360.0000,1,0.88
117921212,50,6168.93,44,2012.0000,1,0.88
153047938,108,38465.499999999985,95,960.0000,2,0.88
150664543,177,169198.45000000004,156,11141.0000,1,0.88
68232328,24,11551.25,21,1686.0000,1,0.88
149683816,168,181630.5,147,15140.0000,1,0.88
152241520,99,7314.700000000001,87,1402.0000,1,0.88
151170024,25,37141.332500000004,22,750.0000,2,0.88
149441074,8,775.9,7,229.0000,1,0.88
147674318,33,73731.0122,29,5220.0000,1,0.88
146866984,8,4297.4800000000005,7,963.0000,1,0.88
142013609,26,237691.88999999998,23,16646.0000,2,0.88
152856634,66,14591.770000000002,58,4678.0000,1,0.88
136837477,8,7942.5599999999995,7,2900.0000,3,0.88
148691901,248,244496.9,219,2940.0000,1,0.88
137096170,72,41956.28999999999,63,8799.0000,1,0.88
142474140,93,24490.42,82,6500.0000,1,0.88
113154117,119,104656.42999999998,105,34204.0000,2,0.88
142005555,1220,6261895.349999993,1079,124980.0000,1,0.88
151787618,43,4213.104,38,300.0000,1,0.88
152458519,168,175072.47280000008,147,32108.0000,1,0.88
126731725,66,656317.3999999999,58,212238.0000,3,0.88
22438022,17,63571.820400000004,15,8300.0000,1,0.88
147883995,8,178590.72999999998,7,147469.0000,1,0.88
151319267,24,93536.58,21,31001.0000,1,0.88
23071490,626,2205821.453999998,550,402937.0000,1,0.88
144049616,91,16266.47,80,1710.0000,1,0.88
145676276,83,75532.80000000002,73,16165.0000,1,0.88
147636542,16,2175.36,14,304.0000,1,0.88
79039372,67,124123.55000000002,59,37328.0000,1,0.88
152700140,1681,10297450.0,1480,96250.0000,1,0.88
152286318,283,241669.0800000001,250,19904.0000,1,0.88
107430966,138,16804.7452,122,5560.0000,1,0.88
5785828,33,74526.4,29,5250.0000,1,0.88
143074379,401,772636.6100000003,353,134082.0000,1,0.88
150820604,48,41013.18,42,1510.0000,1,0.88
125992986,8,1173.0700000000002,7,663.0000,1,0.88
130224245,39,108942.68999999997,34,8810.0000,1,0.87
149650561,15,42705.869,13,2542.0000,1,0.87
34167171,39,4375.280000000001,34,552.0000,1,0.87
136874914,70,83036.6,61,7033.0000,3,0.87
143207917,61,26105.079999999994,53,2982.0000,1,0.87
150351542,141,247633.0,123,6600.0000,1,0.87
151579737,187,24784.750000000004,163,2625.0000,1,0.87
148617509,23,7460.94,20,5990.0000,1,0.87
139551868,177,36646.149999999994,154,9765.0000,1,0.87
152275705,165,171285.15,143,1538.0000,1,0.87
135858071,47,65227672.0,41,2621000.0000,1,0.87
149723597,216,17160.214799999994,188,1665.0000,1,0.87
152573485,162,725416.88,141,66996.0000,2,0.87
132556987,319,1934496.38,279,114150.0000,1,0.87
80550177,154,14132748.870000001,134,31150.0000,1,0.87
150952039,225,47969.810000000005,196,3440.0000,1,0.87
36406177,15,86593.75,13,41083.0000,1,0.87
139554968,980,164607.0,856,1114.0000,1,0.87
123143117,55,37715.72,48,9413.0000,1,0.87
146733699,46,12019.33,40,4944.0000,1,0.87
146039734,267,61287.520000000004,232,4225.0000,1,0.87
153015546,15,1725.1800000000003,13,273.0000,1,0.87
69058060,152,42725.76440000003,132,8542.0000,1,0.87
151576282,15,1703.75,13,310.0000,1,0.87
79465019,142,18576.3,124,751.0000,1,0.87
125778423,690,12780435.05,602,600658.0000,1,0.87
121206954,55,48857.4,48,7782.0000,1,0.87
130481964,23,705.6100000000001,20,205.0000,1,0.87
152722793,765,2129654.519999998,666,109526.0000,1,0.87
134078295,167,184495.04,146,17794.0000,1,0.87
143971203,110,219256.25000000003,96,59255.0000,1,0.87
153099420,84,61640.25,73,6737.0000,2,0.87
149572610,209,504293.9790000002,181,27078.0000,1,0.87
142144261,1247,489633.92000000004,1082,19846.0000,1,0.87
129363367,303,1524110.6000000003,264,15890.0000,4,0.87
23623168,142,1517056.1999999997,123,373794.0000,1,0.87
152998331,31,47661.59,27,17908.0000,1,0.87
152977979,340,495016.5,296,8030.0000,1,0.87
140420285,15,4621.4,13,185.0000,1,0.87
153115632,98,13819.238899999998,85,1340.0000,1,0.87
127915432,30,8028.5,26,1042.0000,1,0.87
124808550,49,14968.5,42,2630.0000,1,0.86
150509136,97,140901.53000000003,83,17903.0000,1,0.86
67553792,65,81786.5,56,1065.0000,1,0.86
153112909,7,259.14,6,213.0000,1,0.86
151934653,7,5093.5599999999995,6,2585.0000,1,0.86
149412890,21,7166.69,18,180.0000,1,0.86
135337023,533,1089085.22,458,101994.0000,1,0.86
147287629,276,3883304.2799999965,238,367700.0000,1,0.86
116997263,187,228452.1700000001,161,7367.0000,1,0.86
142012802,29,74659.75000000001,25,8744.0000,1,0.86
153039711,44,48917.920000000006,38,820.0000,1,0.86
111345406,115,46027.14999999999,99,6473.0000,1,0.86
107945998,208,731991.5,178,83998.0000,1,0.86
137560839,7,196360.0,6,120160.0000,1,0.86
124915991,230,843918.6900000003,198,73527.0000,1,0.86
115148857,7,4007.5099999999998,6,2501.0000,1,0.86
141689674,81,114433.03999999998,70,5672.0000,1,0.86
63766657,69,14742.2,59,1150.0000,1,0.86
150024627,21,2913.83,18,638.0000,1,0.86
134962059,631,1979317.6799999995,544,23900.0000,1,0.86
142687066,21,178299.84000000003,18,6920.0000,1,0.86
147436551,21,84012.45999999999,18,27932.0000,1,0.86
151555934,100,14604.05,86,646.0000,1,0.86
149703393,7,26500.0,6,9400.0000,1,0.86
152762994,94,102724.50000000003,81,17420.0000,1,0.86
122964401,168,214980.87999999992,144,22103.0000,1,0.86
150825310,7,649.6,6,257.0000,1,0.86
144461462,94,495089.44000000006,81,28515.0000,1,0.86
149416877,125,72193.24999999999,108,5474.0000,1,0.86
143844834,37,23863.879999999997,32,1418.0000,1,0.86
109987793,7,78883.76000000001,6,6610.0000,1,0.86
64550589,22,11012.110000000002,19,2067.0000,1,0.86
12690705,65,244039.19999999995,56,23290.0000,1,0.86
152950075,51,71380.25,44,7000.0000,1,0.86
151943269,50,66876.16,43,6340.0000,1,0.86
150804557,36,10979.060000000001,31,2952.0000,1,0.86
152853621,7,13138.019999999999,6,220.0000,1,0.86
150931031,278,73557.81759999998,240,16966.0000,1,0.86
149610751,195,94920.45999999999,168,8223.0000,1,0.86
150119765,7,295.1916,6,92.0000,1,0.86
56453286,7,1517.1016000000002,6,120.0000,1,0.86
26222144,7,4255.9884999999995,6,858.0000,1,0.86
142067427,37,26450.0,32,7144.0000,1,0.86
66394951,7,6383.58,6,1148.0000,1,0.86
143756634,90,9337.779999999999,77,870.0000,1,0.86
114823046,21,3193.2799999999997,18,1552.0000,1,0.86
105318824,7,1029.72,6,374.0000,1,0.86
149008658,917,425847.5899999999,790,29807.0000,1,0.86
130046527,21,49787.42600000001,18,2865.0000,1,0.86
143661384,7,8428.04,6,5408.0000,1,0.86
126498578,37,63371.23999999999,32,15469.0000,1,0.86
91910411,49,4509.12,42,632.0000,1,0.86
76895806,129,109404.98499999999,111,15895.0000,1,0.86
147510452,7,7542.919999999998,6,760.0000,1,0.86
148563317,219,106034.51,188,17019.0000,1,0.86
105614909,75,192435.7425,64,33316.0000,1,0.85
89125236,133,102795.90000000001,113,16260.0000,1,0.85
34513931,135,137085.5,115,2875.0000,1,0.85
12669498,33,22218.039999999997,28,2972.0000,1,0.85
72781258,958,351135.2799999996,814,25908.0000,1,0.85
128593729,115,30964750.0,98,2357250.0000,1,0.85
101411074,182,177145.78000000003,154,28587.0000,1,0.85
150845961,984,1421683.0400000003,834,45763.0000,1,0.85
138042153,39,120548000.0,33,11250000.0000,1,0.85
81265449,178,244632.15000000002,152,47409.0000,1,0.85
153094811,20,1549.5,17,270.0000,1,0.85
99111570,98,61297.51870000002,83,11158.0000,1,0.85
141797183,26,6378.320000000001,22,1754.0000,1,0.85
113120946,20,779.884,17,385.0000,1,0.85
152497915,27,127160.6,23,19600.0000,1,0.85
148945713,68,130234.97999999998,58,14249.0000,1,0.85
153137077,27,12917.8,23,2700.0000,1,0.85
76092093,263,507878.7299999999,224,68841.0000,1,0.85
32080966,27,8782.1,23,3087.0000,1,0.85
153125478,290,137470.64999999997,246,14045.0000,1,0.85
151910970,395,832779.9599999998,334,103216.0000,1,0.85
146871555,146,273581.86,124,14550.0000,1,0.85
122550010,20,14711.84,17,6066.0000,1,0.85
138143019,924,407003.8439999999,783,18730.0000,1,0.85
141178878,525,274855.4500000001,446,19579.0000,1,0.85
146323195,20,2744.38,17,918.0000,1,0.85
28113874,273,1122118.1,232,33540.0000,1,0.85
117296575,55,14038.560000000001,47,2625.0000,1,0.85
150863686,193,38570.49999999999,165,2702.0000,2,0.85
121593326,587,3238229.560000005,498,82533.0000,1,0.85
72634316,918,2466386.3,777,59580.0000,1,0.85
91267428,48,17889.899999999998,41,3813.0000,1,0.85
152672438,174,265187.0,148,24337.0000,1,0.85
139189101,27,3526.6799999999994,23,640.0000,1,0.85
135690082,66,25611.079999999998,56,11864.0000,2,0.85
139254169,266,9814150.45,226,235535.0000,2,0.85
153136502,20,1105.51,17,240.0000,1,0.85
152712571,13,6689.289999999999,11,950.0000,1,0.85
142010693,220,10388717.499999994,187,440310.0000,1,0.85
83588931,13,2814.15,11,825.0000,1,0.85
153129709,53,9934.48,45,2120.0000,1,0.85
142011596,41,12030.439999999999,35,1837.0000,1,0.85
95169710,33,18731.47,28,2290.0000,1,0.85
123336815,296,80892.85999999999,253,10042.0000,2,0.85
148283557,97,401031.84,82,5889.0000,1,0.85
122713439,75,1027352.2499999999,63,7840.0000,1,0.84
123691928,50,128683.88,42,29835.0000,1,0.84
129720367,19,4048.8,16,2045.0000,1,0.84
151550444,31,35472.19,26,15860.0000,3,0.84
110987459,395,61959.520000000004,331,11436.0000,1,0.84
149609164,232,56150.83,195,2135.0000,1,0.84
152665355,43,15099.25,36,761.0000,1,0.84
144969448,134,687047.0599999997,112,230417.0000,1,0.84
149137096,424,1659456.5200000003,355,231119.0000,1,0.84
99013256,31,62935.55,26,13975.0000,1,0.84
119072644,56,68284.5536,47,4200.0000,1,0.84
143098740,32,9599.0,27,4154.0000,1,0.84
152347351,550,143424.45000000007,464,9536.0000,1,0.84
128814034,37,5779.869999999999,31,320.0000,1,0.84
80380989,31,16836.059999999998,26,2810.0000,1,0.84
145918895,179,584586.7000000003,151,14650.0000,1,0.84
102460691,200,93603.24000000002,168,7538.0000,1,0.84
130705454,87,16240.479999999996,73,4189.0000,2,0.84
153048966,184,28983.759999999995,154,2810.0000,1,0.84
150033252,25,6548.510000000001,21,750.0000,1,0.84
152229593,1721,79873626.11000018,1447,1760540.0000,1,0.84
13969180,44,35298.04000000001,37,7953.0000,1,0.84
152360005,115,235583.86000000004,97,16389.0000,1,0.84
142185456,135,17518.400000000005,114,4432.0000,1,0.84
40416321,808,2719312.5399999944,676,143766.0000,1,0.84
150930724,484,1810452.4800000002,408,331734.0000,1,0.84
144636104,19,1130.48,16,192.0000,1,0.84
152737763,19,1181.8,16,597.0000,1,0.84
153036802,126,65843.0874,106,5520.0000,1,0.84
151169780,149,119252.65,125,21318.0000,1,0.84
112623572,57,192842.97999999998,48,22362.0000,1,0.84
146051529,19,26733.280000000002,16,1400.0000,1,0.84
143331822,25,4851.349999999999,21,1850.0000,1,0.84
114520982,64,25361.1,54,10324.0000,1,0.84
153054820,149,354215.35000000015,125,32310.0000,1,0.84
80401215,19,194490.63999999998,16,6500.0000,1,0.84
96583206,32,76374.24,27,1010.0000,1,0.84
137085205,196,121464.81999999998,164,8840.0000,1,0.84
136281441,57,23503.870000000003,48,5195.0000,1,0.84
152712593,262,242143.97999999998,220,43317.0000,1,0.84
148255028,846,928644.5400000012,707,33743.0000,1,0.84
117646202,116,68846.67999999998,96,20277.0000,1,0.83
152917042,113,279799.75999999995,94,96790.0000,1,0.83
153134637,23,20455.0,19,2900.0000,1,0.83
142102136,18,19452.7,15,6239.0000,1,0.83
151808045,24,188139.18,20,38674.0000,1,0.83
142132493,12,581.39,10,332.0000,1,0.83
145788759,36,6379.900000000001,30,1090.0000,1,0.83
147719530,12,5349.599999999999,10,400.0000,1,0.83
141057030,6,8589.57,5,2040.0000,1,0.83
107656382,60,99457.0,50,6023.0000,1,0.83
151521037,215,747016.4300000002,179,131271.0000,1,0.83
144770501,331,68683.23,276,7199.0000,1,0.83
147358075,86,2381790.5,71,454984.0000,1,0.83
147028299,6,209.85,5,108.0000,1,0.83
153089869,12,2649.84,10,585.0000,1,0.83
130700394,29,40538.3,24,3100.0000,1,0.83
100255981,6,50.120000000000005,5,43.0000,1,0.83
151295165,773,262894.53,640,10160.0000,1,0.83
149625171,6,560.8399999999999,5,238.0000,1,0.83
146915142,47,126441.08,39,41866.0000,1,0.83
144272886,35,11687.722000000002,29,7206.0000,1,0.83
142983141,113,175587.24,94,36094.0000,1,0.83
131873629,71,9209.45,59,749.0000,1,0.83
146051297,101,471904.75,84,22330.0000,1,0.83
151361595,12,6000.0,10,145.0000,2,0.83
142900586,47,11153.320000000002,39,4958.0000,1,0.83
153120840,12,6831.0,10,2500.0000,1,0.83
83095108,124,88629.90000000001,103,6312.0000,1,0.83
129053775,40,20094.54,33,2801.0000,1,0.83
142010022,36,19017.18,30,3268.0000,1,0.83
98939932,104,39804.71000000001,86,9200.0000,1,0.83
144390778,388,676266.4199999993,322,192582.0000,1,0.83
147596062,6,17.03,5,9.0000,1,0.83
153111224,12,6392.68,10,2800.0000,1,0.83
152301935,12,5415.28,10,3673.0000,1,0.83
48408655,415,4545701.499999996,344,121225.0000,1,0.83
150929243,6,421.59999999999997,5,120.0000,1,0.83
153099809,271,482390.35,225,11214.0000,1,0.83
6208918,18,18122.72,15,5858.0000,1,0.83
127982615,36,155017.56,30,9950.0000,1,0.83
142053571,72,71788.05999999998,60,6379.0000,1,0.83
152761231,109,34127.35580000001,90,2830.0000,1,0.83
152352973,1984,1045118.7800000024,1650,74459.0000,1,0.83
152973163,24,91719.36,20,19000.0000,1,0.83
142162393,152,1074259.6599999997,126,70651.0000,2,0.83
152307986,290,535370.0,242,27830.0000,1,0.83
151755515,6,246.29999999999998,5,167.0000,1,0.83
113453781,72,55070.16,60,5078.0000,2,0.83
123541483,343,159530.72999999998,286,7200.0000,1,0.83
82430089,6,181.69,5,60.0000,1,0.83
120963237,53,99980.90000000001,44,14773.0000,1,0.83
151707561,36,5565.540000000001,30,370.0000,1,0.83
124294240,23,4512.54,19,2185.0000,1,0.83
115451278,46,5678.240000000001,38,1430.0000,1,0.83
152969657,175,84083.75,146,13820.0000,1,0.83
122313879,201,1952991.5,166,13460.0000,1,0.83
138845416,42,33337.0,35,4110.0000,1,0.83
150549202,147,605350.5,122,6260.0000,1,0.83
151830348,186,2061812.1399999997,154,226506.0000,1,0.83
118004706,682,198475.85000000012,564,11496.0000,4,0.83
124005152,35,93087.888,29,7072.0000,1,0.83
143809077,58,11986.5,48,1175.0000,1,0.83
153135887,12,731.4799999999999,10,254.0000,1,0.83
142283213,23,2400.05,19,1713.0000,1,0.83
151970545,83,195110.17,69,18600.0000,1,0.83
120177749,593,4314313.51,494,922000.0000,1,0.83
141789694,18,35470.420000000006,15,4380.0000,1,0.83
58262624,12,8263.82,10,220.0000,1,0.83
123453344,23,106913.74000000002,19,28653.0000,1,0.83
148448735,86,148953.92,71,4583.0000,1,0.83
152759899,6,194.92000000000002,5,59.0000,1,0.83
135789032,1450,13433937.350000031,1205,324217.0000,1,0.83
147023458,307,414462.92000000004,251,32122.0000,1,0.82
152293993,109,37073.189999999995,89,10760.0000,1,0.82
152159850,735,1952340.0,605,89665.0000,1,0.82
134171421,101,13159.419999999998,83,1575.0000,1,0.82
150177940,34,25146.780000000002,28,2202.0000,1,0.82
110985716,390,214567.4999999999,321,4652.0000,1,0.82
105389950,392,333269.17999999993,322,44495.0000,2,0.82
80582100,17,1022.56,14,728.0000,1,0.82
152296655,7632,5530424.449999999,6257,30990.0000,1,0.82
148189395,178,573009.6960000002,146,22075.0000,1,0.82
132333581,17,18727.86,14,2250.0000,1,0.82
151486442,45,116066.1,37,19520.0000,1,0.82
152693083,82,326225.60000000003,67,12530.0000,2,0.82
152323815,145,35594.23,119,5017.0000,1,0.82
152959781,119,1893147.5199999996,98,93547.0000,1,0.82
147088272,11,5355.67,9,713.0000,1,0.82
148078201,44,24378.14,36,6696.0000,1,0.82
151205013,11,1772.89,9,478.0000,1,0.82
150966092,11,29679.620000000003,9,250.0000,1,0.82
98893044,44,76082.56000000001,36,8533.0000,1,0.82
114662997,246,216478.39999999988,202,10400.0000,1,0.82
147882612,22,5076.5599999999995,18,1756.0000,1,0.82
67286402,45,5901.450000000001,37,2520.0000,1,0.82
150418358,234,261841.94999999998,191,14663.0000,1,0.82
139588397,342,355665.89999999985,281,11330.0000,1,0.82
152538680,45,31439.45,37,5264.0000,1,0.82
146987416,67,29263.7,55,2090.0000,1,0.82
136041038,45,69287.0,37,14024.0000,1,0.82
66082780,17,14437.840000000002,14,5905.0000,1,0.82
150160497,55,167430.0,45,9220.0000,1,0.82
122278476,621,1869213.9799999995,512,215561.0000,1,0.82
139230376,28,2115.6600000000003,23,1015.0000,1,0.82
146416269,11,3692.0500000000006,9,620.0000,1,0.82
30710817,121,881672.7100000001,99,140936.0000,1,0.82
133295395,232,77111000.0,190,11558000.0000,1,0.82
152403349,44,37666.78,36,2874.0000,3,0.82
152797712,62,58149.5,51,7600.0000,1,0.82
152891325,78,100315.59999999999,64,15879.0000,1,0.82
130826358,76,29860.800000000007,62,2077.0000,2,0.82
58697633,171,143207795.34999996,140,10509356.0000,1,0.82
152186027,485,306708.0799999999,398,10146.0000,1,0.82
151168887,195,159975.567,159,15539.0000,1,0.82
143363017,113,28190.319999999996,93,4380.0000,1,0.82
115682079,66,280982.5,54,19052.0000,1,0.82
132327550,39,5723.41,32,837.0000,1,0.82
151795072,28,33783.73,23,6292.0000,1,0.82
131899864,522,367640.7899999998,429,31804.0000,2,0.82
68360281,259,305007.47000000003,213,14599.0000,1,0.82
133207089,73,30506.320000000003,60,2314.0000,1,0.82
124393335,33,8099290.3944,27,1296130.0000,1,0.82
152201240,22,12322.5,18,250.0000,2,0.82
130090389,51,19448.649999999998,42,4279.0000,1,0.82
128209991,17,3768.02,14,882.0000,1,0.82
145521640,201,436049.0,165,6175.0000,1,0.82
153033447,1087,576510.3,893,37671.0000,1,0.82
115040703,443,1361061.07,363,34627.0000,1,0.82
143716483,97,140366.63000000006,80,14803.0000,1,0.82
23920746,49,23915.535,40,4972.0000,1,0.82
148408157,831,1575348.6499999994,683,154288.0000,1,0.82
149661103,72,52676.0,58,7190.0000,1,0.81
99616950,280,30772.172000000002,227,3040.0000,1,0.81
42101239,166,411147.1200000001,135,12638.0000,1,0.81
42249129,119,15006.015,96,1797.0000,1,0.81
146701709,187,52319.93000000001,152,8784.0000,1,0.81
150078864,86,19487.219999999998,70,4000.0000,1,0.81
106521584,36,295142.13,29,6400.0000,1,0.81
54653530,96,27294.312000000005,78,2539.0000,1,0.81
151577744,164,7962768.4399999995,133,100300.0000,1,0.81
152773042,53,23403.6,43,3342.0000,1,0.81
150936521,100,417588.88,81,23410.0000,1,0.81
132191257,36,3079.0,29,743.0000,1,0.81
110196595,212,168936.13999999998,171,4888.0000,1,0.81
152616716,102,29709.569999999996,83,4777.0000,1,0.81
128989327,254,3146880.0,206,90030.0000,1,0.81
147179889,48,1876400.0,39,15000.0000,1,0.81
153023877,21,670.0,17,170.0000,1,0.81
141184739,16,58256.24,13,1940.0000,2,0.81
134849363,47,75827.0,38,146.0000,1,0.81
151374912,901,6700621.349999995,733,200456.0000,1,0.81
142910457,178,491067.1000000001,144,24033.0000,1,0.81
149741486,43,93459.45999999999,35,16700.0000,1,0.81
152278739,48,147377.51,39,33025.0000,1,0.81
150228155,227,75169.84000000001,185,13844.0000,1,0.81
54524369,508,493090.36000000004,411,40922.0000,1,0.81
140775647,47,6885.25,38,1020.0000,1,0.81
147808052,379,287759.5199999999,306,23557.0000,1,0.81
112488387,21,842.22,17,243.0000,1,0.81
147677251,113,63298.79,92,18970.0000,1,0.81
152979516,52,8265.0,42,840.0000,1,0.81
98039799,258,341111.7500000001,208,25329.0000,1,0.81
149736138,36,4327.7300000000005,29,691.0000,1,0.81
146139350,233,53241.72000000002,189,7079.0000,1,0.81
139226765,78,17787.04,63,2000.0000,1,0.81
153069487,32,4075.0,26,490.0000,1,0.81
134332423,64,102345.46,52,4420.0000,2,0.81
54543394,144,1418664.8000000003,117,28750.0000,1,0.81
142133657,166,22765.650000000005,135,7734.0000,1,0.81
148577240,32,9332.96,26,1055.0000,1,0.81
128229808,402,285644.04000000004,327,79618.0000,1,0.81
150173098,437,431989.7899999998,356,36244.0000,1,0.81
152499956,64,2737282.0,52,50150.0000,1,0.81
90763365,88,10962185.0,71,35900.0000,1,0.81
152855070,16,1857.62,13,280.0000,1,0.81
149269184,16,6667.53,13,604.0000,1,0.81
152313415,27,9491.58,22,1210.0000,1,0.81
112617615,27,21030.529999999995,22,5465.0000,1,0.81
123867381,54,4543.75,44,245.0000,1,0.81
119449661,186,87657.94000000002,150,3690.0000,1,0.81
149607432,506,150814.0,409,6440.0000,2,0.81
146447981,37,1857.7399999999998,30,337.0000,1,0.81
130753725,77,50667.747,62,7777.0000,1,0.81
134916853,45,20180.640000000003,36,2493.0000,1,0.8
146193497,5,25625.800000000003,4,400.0000,1,0.8
142276064,5,2308.9,4,1289.0000,1,0.8
121016932,5,2966.2700000000004,4,2419.0000,1,0.8
136261110,15,7894.52,12,4209.0000,1,0.8
148668283,10,601.8199999999999,8,184.0000,1,0.8
94218321,82,111664.35999999999,66,14681.0000,1,0.8
152907187,5,418.08,4,44.0000,1,0.8
152977823,5,157.86999999999998,4,121.0000,1,0.8
151724393,5,89.25,4,60.0000,1,0.8
78795291,15,55101.25,12,400.0000,1,0.8
107885220,153,2789428.83,122,16460.0000,1,0.8
113073478,79,45036.1,63,5678.0000,1,0.8
128494667,159,44525.80000000002,127,6065.0000,1,0.8
140675449,5,1246.2235,4,1102.0000,1,0.8
152634847,71,41838.22,57,6534.0000,1,0.8
137242099,35,55209.850000000006,28,4023.0000,1,0.8
124633958,5,170.89999999999998,4,108.0000,1,0.8
153024795,60,328.7,48,102.0000,1,0.8
122657819,665,986187.75,533,70833.0000,2,0.8
90281132,56,12098.43,45,935.0000,1,0.8
151511923,5,2305.2000000000003,4,140.0000,1,0.8
45944661,66,687257.38,53,28000.0000,1,0.8
153109765,20,5384.400000000001,16,800.0000,1,0.8
153054842,25,1244.75,20,230.0000,1,0.8
31500529,5,159.8,4,58.0000,1,0.8
8073,30,275465.69999999995,24,1516.0000,1,0.8
145599494,702,804263.1000000001,561,43852.0000,1,0.8
149364320,15,5952.25,12,1780.0000,1,0.8
152163495,5,15270.35,4,272.0000,1,0.8
132392355,66,11810.880000000001,53,1490.0000,1,0.8
123121371,25,27182.59,20,8494.0000,2,0.8
125216553,5,413.0,4,212.0000,1,0.8
40079477,5,158.15,4,48.0000,1,0.8
92937622,317,1646003.9300000002,255,50276.0000,1,0.8
33479122,167,107949.34999999995,133,4604.0000,1,0.8
148678009,20,3262.08,16,730.0000,1,0.8
152781539,5,74335.75,4,4640.0000,2,0.8
111675145,133,649898.4374,106,97150.0000,1,0.8
153014261,44,245044.5,35,37170.0000,1,0.8
126032810,5,22876.085999999996,4,10797.0000,2,0.8
145867660,313,199065.80999999994,251,7496.0000,1,0.8
96059709,5,1370.31,4,800.0000,1,0.8
121781223,55,44740.240000000005,44,11494.0000,3,0.8
62663480,5,206.0,4,300.0000,1,0.8
113574854,275,35713.049999999996,220,5199.0000,1,0.8
55140365,452,151253.2400000002,362,3096.0000,2,0.8
135553435,65,844.51,52,111.0000,1,0.8
113960542,5,103.25999999999999,4,68.0000,2,0.8
114645549,759,986951.8699999987,604,45902.0000,1,0.8
153132340,20,6367.799999999999,16,400.0000,1,0.8
152894194,50,54709.420000000006,40,4702.0000,1,0.8
148786910,121,55917.95000000001,97,7109.0000,1,0.8
148548518,212,111640.82000000002,169,8722.0000,1,0.8
144846359,5,1266.95,4,386.0000,1,0.8
152297945,564,2192375.660000002,451,44010.0000,1,0.8
151367636,178,556746.85,142,60861.0000,1,0.8
152341186,15,55699.600000000006,12,16435.0000,2,0.8
152833573,10,32410.0,8,1800.0000,1,0.8
145544967,10,95029.4,8,40000.0000,1,0.8
153086764,90,51792.66,72,7052.0000,1,0.8
114999802,10,591.6899999999999,8,172.0000,1,0.8
125946260,15,12821.799999999997,12,3756.0000,1,0.8
114505032,66,45883.5,53,4870.0000,1,0.8
91681570,5,388.8,4,60.0000,1,0.8
151617141,50,14473.0,40,1986.0000,1,0.8
150434818,238,245088.04000000012,190,40911.0000,1,0.8
123700564,132,7025248.460000003,106,645499.0000,1,0.8
134427751,5,497.66999999999996,4,467.0000,1,0.8
152374501,25,3769.2500000000005,20,975.0000,1,0.8
127953835,60,8332.8,48,1648.0000,1,0.8
144071399,269,98759.69,215,15185.0000,1,0.8
140477403,5,3625.0,4,1005.0000,1,0.8
142541272,5,261.65,4,159.0000,1,0.8
151740163,10,5429.280000000001,8,2706.0000,1,0.8
140958528,5,197.42000000000002,4,127.0000,1,0.8
142011444,136,1494239.6,107,608966.0000,1,0.79
147067453,160,177333.40000000002,126,20662.0000,1,0.79
95885656,166,73911.99000000002,131,10399.0000,1,0.79
152946867,28,5137.5599999999995,22,770.0000,1,0.79
