dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
1942,27.491466067048016,130.9497278617328,67328506.7616,60936951.0945,487052.5330,660910,28901,-0.00723397,-0.00804119,-0.00703685,-0.00797246,-487052.5330,67328506.7616,OK,49721.2818,17387.1118,4.0048,95.9952,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,17387.1118,14954.3009,4682.6772,-7796.2105,-13851.6210,4.004805,4.041465,4.235325,4.659712,4.497724,95.995195,95.958535,95.764675,95.340288,95.502276,4.9934,15376.2584,24789.32,421954.9928,412541.9311,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,469665.4212,58417884.7353,437331.2512,419944.1394,-32334.1700,0.00649548,0.00623724,17387.1118,419944.1394,0.00623724,17387.1118,14954.3009,4682.6772,-7796.2105,-13851.6210,419944.1394,0.00623724,15376.2584,24789.32,421954.9928,412541.9311,0.00626711,0.0061273,-0.00048024,101.8724,2108.4721,16.8524,4683.1974,306.5151,647389.4881,277.8942,97.8131,102.9154,4.6074,13.1659,51.6356,166.8782,311.4097,1313.358,11.3866,-2.1082,23.652809,99.754793,7.737618,7,1,97570,16,0.19626970,0.00723397,0.00804119,0.00081595,0.039660,0.905069,0.075785,-0.00100434,2026-03-22,2026-08-06,104,1589,223,138,0.753623,0.950422,0.960153,0.654232,4,0.5637583892617449,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.7214765100671141,0.7118055555555556,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01095275,E 常规,169,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
752,27.42281592081929,131.27754678420513,62617416.5390,56316516.1443,492336.9790,612972,27780,-0.00786262,-0.02104273,-0.00503906,-0.00861228,-492336.9790,62617416.5390,OK,46941.5298,18453.4429,3.9984,96.0016,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,18453.4429,16853.7622,28257.3516,20469.9362,22790.3212,3.998427,4.031991,4.238169,4.677288,4.512070,96.001573,95.968009,95.761831,95.322712,95.487930,4.9944,106824.8140,94723.6686,338570.6351,350671.7805,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,473883.5361,53995836.5751,445395.4491,426942.0062,-28488.0870,0.00711296,0.00681826,18453.4429,426942.0062,0.00681826,18453.4429,16853.7622,28257.3516,20469.9362,22790.3212,426942.0062,0.00681826,106824.8140,94723.6686,338570.6351,350671.7805,0.00540697,0.00560023,-0.00045495,102.1538,2027.2324,17.7227,4516.8530,340.2467,574471.7114,254.8624,104.6611,101.6322,5.1431,14.3073,51.8914,168.2433,327.5208,1359.114,12.6037,-2.1006,22.891831,94.994301,7.139966,7,1,90430,16,0.17643191,0.00786262,0.02104273,0.00083353,0.038202,0.899375,0.081093,-0.01600367,2026-03-23,2026-08-06,109,1447,215,137,0.795620,1.029802,1.024544,0.588106,4,0.5671140939597316,0.7080536912751678,0.7080536912751678,0.6409395973154363,0.6409395973154363,0.6284722222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01117155,E 常规,170,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1485,27.478515580907942,131.01144380962407,71132256.6040,63758877.3579,511021.3417,688865,30227,-0.00718410,-0.00214090,-0.00888380,-0.00783018,-511021.3417,71132256.6040,OK,45957.1447,21354.4757,4.0059,95.9941,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,21354.4757,20359.5756,6932.5726,36802.3371,28999.5484,4.005882,4.039897,4.242201,4.671194,4.489334,95.994118,95.960103,95.757799,95.328806,95.510666,4.9937,114448.5093,112519.5801,350615.6878,352544.617,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,489666.8661,61141089.2269,465064.1971,443709.7214,-24602.6690,0.00653802,0.00623781,21354.4757,443709.7214,0.00623781,21354.4757,20359.5756,6932.5726,36802.3371,28999.5484,443709.7214,0.00623781,114448.5093,112519.5801,350615.6878,352544.617,0.00492907,0.00495618,-0.00034587,103.2601,2109.3353,16.9061,4731.6791,317.2075,658632.0056,279.8796,112.7273,100.4178,5.0,14.3073,51.8914,172.6812,332.9431,1357.1637,12.4615,-2.1021,23.270819,94.857985,7.21729,8,1,100457,16,0.25207287,0.00718410,0.00214090,0.00072080,0.040175,0.896343,0.077835,0.00674290,2026-03-22,2026-08-05,108,1611,236,137,0.788321,1.122583,1.091683,0.840243,4,0.5704697986577181,0.7248322147651006,0.7248322147651006,0.7785234899328859,0.7785234899328859,0.7708333333333334,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01070982,E 常规,171,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1384,41.02764655745342,87.74571056516022,100191889.1388,88997300.1255,516566.7177,958576,22638,-0.00515577,-0.00169232,-0.00590513,-0.00559994,-516566.7177,100191889.1388,OK,44501.7844,20137.0516,3.9804,96.0196,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,20137.0516,24226.3500,24048.5182,28351.9126,33318.4214,3.980447,4.021125,4.229968,4.619908,4.444453,96.019553,95.978875,95.770032,95.380092,95.555547,4.9926,130082.2538,114957.0138,341982.6795,357107.9195,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,496429.6661,85415750.0509,472064.9333,451927.8817,-24364.7328,0.00471161,0.00451062,20137.0516,451927.8817,0.00451062,20137.0516,24226.3500,24048.5182,28351.9126,33318.4214,451927.8817,0.00451062,130082.2538,114957.0138,341982.6795,357107.9195,0.00341328,0.00356424,-0.00024318,104.5216,3931.3234,22.8186,5676.5573,353.5706,1101009.7708,248.7692,106.4799,104.1073,5.1431,15.4293,51.8914,171.3545,332.7212,1359.4414,12.8578,-2.5716,21.564212,88.107661,6.774218,4,1,123149,16,0.17787514,0.00515577,0.00169232,0.00050004,0.036500,0.888269,0.064669,0.00421281,2026-03-21,2026-08-06,91,1461,214,139,0.654676,1.022790,1.018736,0.592917,5,0.5738255033557047,0.761744966442953,0.761744966442953,0.9161073825503355,0.9161073825503355,0.9131944444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01237544,E 常规,172,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2155,27.51321977732144,130.84619063623384,72925693.6103,65835888.2791,560445.7347,714476,30664,-0.00768516,-0.01415482,-0.00582094,-0.00835594,-560445.7347,72925693.6103,OK,48917.0904,21397.7465,4.0085,95.9915,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,21397.7465,21718.0602,16276.6083,12938.3022,14445.1147,4.008517,4.042808,4.254346,4.675641,4.502527,95.991483,95.957192,95.745654,95.324359,95.497473,4.9935,86775.8320,85184.8632,424752.8124,426343.7812,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,539047.9882,63125188.7341,511528.6444,490130.8978,-27519.3438,0.00701438,0.00672096,21397.7465,490130.8978,0.00672096,21397.7465,21718.0602,16276.6083,12938.3022,14445.1147,490130.8978,0.00672096,86775.8320,85184.8632,424752.8124,426343.7812,0.00582446,0.00584628,-0.00037736,102.0688,2147.0091,18.2770,4916.1907,348.5359,639699.0668,268.9825,108.9159,100.2527,5.0,13.587,51.6356,166.1737,314.9264,1369.3451,11.9141,-2.1082,23.178584,100.783795,7.512262,8,1,103033,16,0.22369176,0.00768516,0.01415482,0.00074302,0.039226,0.902780,0.075902,-0.00833388,2026-03-21,2026-08-06,114,1608,243,139,0.820144,1.086413,1.067083,0.745639,4,0.5771812080536913,0.7114093959731543,0.7114093959731543,0.7986577181208053,0.7986577181208053,0.7916666666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01063323,E 常规,173,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2276,45.26893360571587,79.52473613262777,19867801.4896,17944068.2851,531693.5805,171631,9002,-0.02676157,-0.06568925,-0.01027899,-0.02750679,-531693.5805,19867801.4896,OK,14805.8167,22925.6965,4.0210,95.9790,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,22925.6965,23559.9721,27355.7775,24598.7821,27009.0796,4.020978,4.059849,4.289338,4.704264,4.501260,95.979022,95.940151,95.710662,95.295736,95.498740,4.9861,125449.3079,113601.2237,391438.4559,403286.5401,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,508767.8839,17195615.2710,516887.7637,493962.0672,8119.8798,0.02601635,0.02486244,22925.6965,493962.0672,0.02486244,22925.6965,23559.9721,27355.7775,24598.7821,27009.0796,493962.0672,0.02486244,125449.3079,113601.2237,391438.4559,403286.5401,0.01970215,0.0202985,0.00040870,115.7588,1993.3424,59.0639,13991.9363,890.6090,522836.8813,236.8947,131.1576,110.2767,5.1431,17.2603,60.0,200.0,400.0,1704.1582,12.8578,-2.5716,23.174507,98.732566,6.706634,5,1,30460,16,0.29746437,0.02676157,0.06568925,0.00082511,0.046750,0.903173,0.096748,-0.05541026,2026-05-27,2026-08-02,38,597,82,68,0.558824,1.189350,1.133025,0.991548,3,0.5805369127516778,0.2684563758389262,0.2684563758389262,0.5100671140939598,0.5100671140939598,0.4930555555555556,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L3_CI_2P0,0.01962502,E 常规,174,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
471,27.465835034537182,131.07192974373964,47166174.7107,42570151.2044,565588.5530,467749,20270,-0.01199140,-0.02897670,-0.00729445,-0.01265909,-565588.5530,47166174.7107,OK,31492.4071,23339.2446,4.0113,95.9887,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,23339.2446,22977.6658,36533.7264,39374.4317,23323.3528,4.011256,4.044454,4.251914,4.710061,4.524242,95.988744,95.955546,95.748086,95.289939,95.475758,4.9936,145548.4213,122343.3766,388547.7246,411752.7694,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,542249.3084,40823542.0130,534096.1459,510756.9013,-8153.1625,0.01132371,0.01082888,23339.2446,510756.9013,0.01082888,23339.2446,22977.6658,36533.7264,39374.4317,23323.3528,510756.9013,0.01082888,145548.4213,122343.3766,388547.7246,411752.7694,0.00823785,0.00872983,-0.00017286,100.8365,2100.1555,27.9027,6215.2588,493.5328,518309.6122,222.7473,103.9435,100.0098,4.5659,13.6799,51.6387,173.2652,332.7233,1350.2592,12.2634,-2.1082,24.322075,98.703944,7.371149,7,1,74474,16,0.21662640,0.01199140,0.02897670,0.00073978,0.040756,0.902557,0.079083,-0.02168225,2026-03-21,2026-08-06,91,1146,161,139,0.654676,1.039333,1.030812,0.722088,3,0.5838926174496645,0.6375838926174496,0.6375838926174496,0.5503355704697986,0.5503355704697986,0.5347222222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01307835,E 常规,175,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1004,27.468410149743576,131.0596419805391,56634275.8601,51170992.8205,629347.6644,551494,23773,-0.01111249,-0.01305281,-0.01072645,-0.01188420,-629347.6644,56634275.8601,OK,43705.1311,29182.3111,4.0036,95.9964,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,29182.3111,27984.7848,31232.4566,28001.9598,28993.4343,4.003642,4.038829,4.247997,4.720421,4.549593,95.996358,95.961171,95.752003,95.279579,95.450407,4.9943,145394.9467,132115.7728,440247.5866,453526.7605,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,600165.3533,49055676.3225,585642.5333,556460.2222,-14522.8200,0.01034078,0.00982550,29182.3111,556460.2222,0.00982550,29182.3111,27984.7848,31232.4566,28001.9598,28993.4343,556460.2222,0.00982550,145394.9467,132115.7728,440247.5866,453526.7605,0.00777352,0.00800799,-0.00025643,102.6925,2152.4836,26.4732,6110.1715,476.4176,549847.3384,230.8058,103.7591,102.4829,5.137,13.6802,51.6356,163.5768,310.6047,1330.3079,12.6494,-2.1082,22.704611,97.242976,7.506624,7,1,85329,16,0.16593971,0.01111249,0.01305281,0.00085410,0.039262,0.903534,0.080871,-0.00232636,2026-03-21,2026-08-06,103,1321,202,139,0.741007,1.012453,1.010387,0.553132,3,0.587248322147651,0.6644295302013423,0.6644295302013423,0.5838926174496645,0.5838926174496645,0.5694444444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01207641,E 常规,176,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1396,40.98205487883512,87.8433258323314,115014377.2163,103064890.9376,646610.7779,1086919,24233,-0.00562200,0.00218354,-0.00776312,-0.00610359,-646610.7779,115014377.2163,OK,55389.2852,28454.2444,3.9821,96.0179,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,28454.2444,33672.3181,31188.9800,23429.3430,12919.0494,3.982050,4.024129,4.230203,4.636928,4.471509,96.017950,95.975871,95.769797,95.363072,95.528491,4.993,129663.9349,118935.3232,461557.5578,472286.1696,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,618156.5335,98912867.9411,591221.4927,562767.2483,-26935.0408,0.00514041,0.00489302,28454.2444,562767.2483,0.00489302,28454.2444,33672.3181,31188.9800,23429.3430,12919.0494,562767.2483,0.00489302,129663.9349,118935.3232,461557.5578,472286.1696,0.00401304,0.00410632,-0.00023419,105.8169,4253.0801,26.6831,7518.7300,427.3700,1337376.4793,281.7791,122.6864,101.9708,5.1431,15.4293,51.9286,170.4086,324.1097,1369.4091,12.8578,-2.5716,21.00609,88.753681,6.858168,4,1,134612,16,0.21526005,0.00562200,-0.00218354,0.00053742,0.036473,0.896104,0.064832,0.00994665,2026-03-21,2026-08-06,86,1513,191,139,0.618705,1.203153,1.159422,0.717534,5,0.5906040268456376,0.7516778523489933,0.7516778523489933,1.0,1.0,1.0,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01196124,E 常规,177,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1094,27.44833568839597,131.15549302764947,66450877.8259,60225796.5883,653455.3498,676482,28923,-0.00983366,-0.00678074,-0.01061227,-0.01043732,-653455.3498,66450877.8259,OK,40113.9617,25426.7579,4.0078,95.9922,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,25426.7579,25178.3325,18706.2068,13480.3798,9876.7752,4.007770,4.041845,4.260474,4.745970,4.575552,95.992230,95.958155,95.739526,95.254030,95.424448,4.993,92668.4522,88042.8764,520672.9360,525298.5118,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,628028.5920,57763646.4050,613341.3882,587914.6303,-14687.2038,0.00923000,0.00884736,25426.7579,587914.6303,0.00884736,25426.7579,25178.3325,18706.2068,13480.3798,9876.7752,587914.6303,0.00884736,92668.4522,88042.8764,520672.9360,525298.5118,0.00783546,0.00790507,-0.00022102,98.2301,2082.2804,22.5929,5537.7572,420.2285,563143.0324,245.1102,103.5581,96.9578,5.0,13.3795,51.6356,160.0,302.841,1308.7977,12.4629,-2.1082,22.634719,97.821184,7.341839,8,1,100633,16,0.20321110,0.00983366,0.00678074,0.00066606,0.040469,0.906321,0.077247,0.00383153,2026-03-23,2026-08-06,118,1555,206,137,0.861314,1.068073,1.054240,0.677370,4,0.5939597315436241,0.6812080536912751,0.6812080536912751,0.7080536912751678,0.7080536912751678,0.6979166666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01094859,E 常规,178,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2267,27.467646381893452,131.06328623675248,62729764.0348,56503735.1138,665821.5515,618775,27935,-0.01061412,-0.00062845,-0.01324204,-0.01121943,-665821.5515,62729764.0348,OK,37970.8501,29072.1785,4.0057,95.9943,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,29072.1785,31221.1263,49595.3852,35362.5176,20173.3822,4.005651,4.040413,4.273718,4.688697,4.487668,95.994349,95.959587,95.726282,95.311303,95.512332,4.9922,165424.5898,129857.7297,462426.1116,497992.9716,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,636749.3730,54198473.6542,627850.7013,598778.5229,-8898.6717,0.01000882,0.00954537,29072.1785,598778.5229,0.00954537,29072.1785,31221.1263,49595.3852,35362.5176,20173.3822,598778.5229,0.00954537,165424.5898,129857.7297,462426.1116,497992.9716,0.00737172,0.0079387,-0.00014186,101.3773,2022.6861,23.8347,6222.6313,432.9139,586259.4770,261.0748,96.7688,102.6640,5.137,14.425,51.6356,168.0495,315.093,1309.3218,12.603,-2.1006,21.843538,90.767564,7.027894,7,1,94183,16,0.20833985,0.01061412,0.00062845,0.00067201,0.042090,0.900748,0.075953,0.01261359,2026-04-04,2026-08-06,107,1538,208,125,0.856000,0.942577,0.954541,0.694466,4,0.5973154362416108,0.6677852348993288,0.6677852348993288,0.6442953020134228,0.6442953020134228,0.6319444444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01114052,E 常规,179,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2202,41.031716125012125,87.73700785586959,32387626.2235,28988379.2203,645121.5490,337701,6874,-0.01991877,,-0.01991877,-0.02027338,-645121.5490,32387626.2235,OK,11485.1703,27447.4404,3.9889,96.0111,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,27447.4404,29208.4092,34277.6728,27987.8443,23508.1774,3.988866,4.030332,4.276711,4.670738,4.490082,96.011134,95.969668,95.723289,95.329262,95.509918,4.9922,142429.5440,126283.898,491206.8347,507352.4806,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,617674.1086,27820685.6514,633636.3787,606188.9383,15962.2701,0.01956415,0.01871668,27447.4404,606188.9383,0.01871668,27447.4404,29208.4092,34277.6728,27987.8443,23508.1774,606188.9383,0.01871668,142429.5440,126283.898,491206.8347,507352.4806,0.01516650,0.01566501,0.00049285,95.9062,4217.1049,93.8495,21504.0516,1500.2827,1079587.5408,229.1333,,95.9062,5.1891,15.0043,51.8925,163.4216,311.5718,1297.2861,12.8578,-2.5716,20.765436,86.460692,6.391896,4,1,46163,16,0E-8,0.01991877,,0.00039620,0.031247,0.895045,0.062253,,2026-03-22,2026-06-10,30,430,69,81,0.370370,,,0.000000,3,0.6006711409395973,0.40939597315436244,0.40939597315436244,0.5234899328859061,0.5234899328859061,0.5069444444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L4_CI_3P0,0.0224582,E 常规,180,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2196,41.00133617528539,87.80201661257061,104753379.1547,94482327.9795,687328.3642,1031984,22651,-0.00656140,-0.01499632,-0.00351828,-0.00699656,-687328.3642,104753379.1547,OK,45585.0019,30533.0366,3.9810,96.0190,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,30533.0366,31072.3118,24782.4087,30380.6746,24451.1475,3.981048,4.023316,4.241327,4.642941,4.459468,96.018952,95.976684,95.758673,95.357059,95.540532,4.9931,141219.5793,139664.6812,500523.7830,502078.6811,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,656795.3276,90689310.6703,641743.3623,611210.3257,-15051.9653,0.00612623,0.00583476,30533.0366,611210.3257,0.00583476,30533.0366,31072.3118,24782.4087,30380.6746,24451.1475,611210.3257,0.00583476,141219.5793,139664.6812,500523.7830,502078.6811,0.00477812,0.00479296,-0.00014369,101.5068,4171.2210,30.3443,7810.5496,479.9779,1190379.3086,257.3977,119.7637,96.2152,5.1431,15.0118,51.8914,166.3617,311.2138,1309.8322,12.8577,-2.5716,20.731247,87.253361,6.761789,4,1,131086,16,0.26512480,0.00656140,0.01499632,0.00048247,0.036586,0.901950,0.066325,-0.01147803,2026-03-24,2026-08-06,88,1432,210,136,0.647059,1.244747,1.179859,0.883749,5,0.6040268456375839,0.7348993288590604,0.7348993288590604,0.9463087248322147,0.9463087248322147,0.9444444444444444,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01237189,E 常规,181,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1990,27.44599759575302,131.1666660116979,49788029.1347,44926817.7695,692272.0661,469408,21529,-0.01390439,-0.00985940,-0.01516469,-0.01469464,-692272.0661,49788029.1347,OK,39345.2296,24499.9985,4.0085,95.9915,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,24499.9985,21970.0702,36162.4086,38839.8776,30766.8786,4.008529,4.044148,4.256383,4.701786,4.529220,95.991471,95.955852,95.743617,95.298214,95.470780,4.9933,152239.2335,138022.191,500687.6030,514904.6455,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,667772.0676,43060176.2015,652926.8365,628426.8380,-14845.2311,0.01311413,0.01262205,24499.9985,628426.8380,0.01262205,24499.9985,21970.0702,36162.4086,38839.8776,30766.8786,628426.8380,0.01262205,152239.2335,138022.191,500687.6030,514904.6455,0.01005639,0.01034194,-0.00029817,106.0656,2086.8047,32.1553,7211.1674,594.7355,518625.3035,224.2604,109.0067,105.1814,5.0802,14.6903,51.6535,178.2599,340.819,1573.8433,12.6494,-2.1006,23.200236,107.134681,7.220097,7,1,72779,16,0.23755606,0.01390439,0.00985940,0.00087576,0.042221,0.902362,0.078987,0.00530529,2026-03-27,2026-08-06,96,1164,133,133,0.721805,1.036369,1.027730,0.791854,3,0.6073825503355704,0.6006711409395973,0.6006711409395973,0.5604026845637584,0.5604026845637584,0.5451388888888888,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01269018,E 常规,182,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2278,45.53989688702892,79.05156239001903,22810263.9765,20570551.0087,679410.6357,207051,10442,-0.02978530,-0.04721754,-0.02194040,-0.03046042,-679410.6357,22810263.9765,OK,15399.6473,27139.3831,4.0173,95.9827,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,27139.3831,27518.3882,31738.6079,26269.7187,24097.4696,4.017307,4.057097,4.244781,4.647954,4.510322,95.982693,95.942903,95.755219,95.352046,95.489678,4.9895,136763.5675,122964.8441,527247.4209,541046.1443,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,652271.2527,19722001.7683,664010.9884,636871.6054,11739.7358,0.02911018,0.02792040,27139.3831,636871.6054,0.02792040,27139.3831,27518.3882,31738.6079,26269.7187,24097.4696,636871.6054,0.02792040,136763.5675,122964.8441,527247.4209,541046.1443,0.02311448,0.02371942,0.00051467,110.1674,1969.9819,65.0652,14455.5454,974.7642,485324.7655,222.1702,113.2941,108.8159,5.1431,17.0401,59.1484,199.634,387.2667,1693.8114,12.9089,-2.5716,22.726821,99.401661,6.465194,5,1,38332,16,0.31035561,0.02978530,0.04721754,0.00074863,0.048003,0.901811,0.096295,-0.02527713,2026-05-29,2026-08-06,47,697,113,70,0.671429,1.041154,1.028381,1.034519,3,0.610738255033557,0.22483221476510068,0.22483221476510068,0.5134228187919463,0.5134228187919463,0.4965277777777778,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L3_CI_2P0,0.01822166,E 常规,183,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
987,27.471679347241228,131.04404556037892,56651348.9169,51585251.7948,720822.7888,544084,24274,-0.01272384,-0.00606128,-0.01469770,-0.01348687,-720822.7888,56651348.9169,OK,43226.8681,31221.4805,4.0124,95.9876,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,31221.4805,30938.7446,42353.6863,36123.1837,29969.2679,4.012389,4.047405,4.242178,4.701380,4.538369,95.987611,95.952595,95.757822,95.298620,95.461631,4.9936,170606.3630,149601.6474,506989.5578,527994.2733,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,689601.3083,49455738.0529,677595.9207,646374.4402,-12005.3875,0.01196081,0.01140969,31221.4805,646374.4402,0.01140969,31221.4805,30938.7446,42353.6863,36123.1837,29969.2679,646374.4402,0.01140969,170606.3630,149601.6474,506989.5578,527994.2733,0.00894929,0.00932007,-0.00021192,104.1224,2125.1237,29.6953,6998.2795,553.6273,550013.0963,235.6699,108.4662,102.9016,5.1431,14.1435,51.8914,173.2652,339.6739,1451.2675,12.8578,-2.1082,24.016181,102.609886,7.361834,7,1,81974,16,0.22855098,0.01272384,0.00606128,0.00083797,0.041533,0.910574,0.082430,0.00863642,2026-03-25,2026-08-06,103,1302,169,135,0.762963,1.054078,1.041718,0.761837,3,0.6140939597315436,0.6342281879194631,0.6342281879194631,0.587248322147651,0.587248322147651,0.5729166666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L2_CI_1P5,0.01195113,E 常规,184,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
