dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
2091,41.7014092941616,86.32801770812137,411937.6593,378818.4640,-6157.1616,5147,267,0.01494683,-0.11248018,0.02003731,0.01425486,6157.1616,411937.6593,OK,285.0492,-84.3913,3.9748,96.0252,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-84.3913,41.0515,542.4221,-632.6207,-653.2471,3.974840,4.013114,4.305770,4.619108,4.375899,96.025160,95.986886,95.694230,95.380892,95.624101,4.9905,-786.7855,-949.0584,-5655.4253,-5493.1524,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-6072.7703,363002.8527,-6442.2108,-6357.8195,-369.4405,-0.01563880,-0.01543394,-84.3913,-6357.8195,-0.01543394,-84.3913,41.0515,542.4221,-632.6207,-653.2471,-6357.8195,-0.01543394,-786.7855,-949.0584,-5655.4253,-5493.1524,-0.01372884,-0.01333491,-0.00089684,80.0345,1418.7957,-23.0605,-1539.2904,-342.0645,102984.4148,66.7500,82.8483,79.9261,4.2165,14.3323,52.0,172.6817,313.9654,1000.2103,11.572,-2.0771,21.906138,69.787137,5.584205,3,1,1256,16,0.03841365,-0.01494683,0.11248018,0.00075247,0.032135,0.919601,0.067807,-0.13251749,2026-04-09,2026-07-19,4,18,5,102,0.039216,1.036562,1.035157,0.128045,1,0.17785234899328858,0.8691275167785235,0.8691275167785235,0.06040268456375839,0.06040268456375839,0.027777777777777776,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.11395255,E 常规,54,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1095,44.91557670069158,80.15036796676752,534375.4716,484393.9525,-4198.6211,3711,198,0.00785706,0.14312695,-0.09461278,0.00728465,4198.6211,534375.4716,OK,305.8839,-88.4547,4.0043,95.9957,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-88.4547,117.6724,93.7062,-505.1824,-862.8067,4.004312,4.051199,4.385071,4.579628,4.452978,95.995688,95.948801,95.614929,95.420372,95.547022,4.9914,-1245.0651,-1196.5391,-3259.4400,-3307.9659,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-4110.1665,464813.4256,-4504.5051,-4416.0504,-394.3386,-0.00842948,-0.00826395,-88.4547,-4416.0504,-0.00826395,-88.4547,117.6724,93.7062,-505.1824,-862.8067,-4416.0504,-0.00826395,-1245.0651,-1196.5391,-3259.4400,-3307.9659,-0.00609953,-0.00619034,-0.00073794,143.9977,2446.4341,-21.2052,-2099.3106,-279.9081,267187.7358,99.0000,85.9101,295.1948,5.1636,20.439,77.9454,210.062,479.4995,2662.4458,16.6362,-2.1006,23.459994,130.262828,7.045232,4,1,825,14,0.43101690,-0.00785706,-0.14312695,0.00063148,0.061439,0.906467,0.120183,0.23773973,2026-05-26,2026-07-11,2,15,4,47,0.042553,0.291028,0.596607,1.436723,1,0.18120805369127516,0.8288590604026845,0.8288590604026845,0.06375838926174497,0.06375838926174497,0.03125,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.13232658,E 常规,55,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1147,40.76497706603954,88.31110082971408,2432.7089,2432.7089,-795.8144,25,3,0.32713097,,0.32713097,0.32713097,795.8144,2432.7089,THIN_EXPOSURE,0.0000,-29.8326,3.9600,96.0400,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-29.8326,-29.8326,-32.1762,-23.8450,-25.9613,3.960000,3.960000,4.080000,4.040000,3.920000,96.040000,96.040000,95.920000,95.960000,96.080000,5.0,-141.6476,-131.3584,-654.1668,-664.456,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-765.9819,2337.4005,-795.8144,-765.9819,-29.8326,-0.32713097,-0.31486786,-29.8326,-765.9819,-0.31486786,-29.8326,-29.8326,-32.1762,-23.8450,-25.9613,-765.9819,-0.31486786,-141.6476,-131.3584,-654.1668,-664.456,-0.26890469,-0.27313421,-0.01226311,97.3084,810.9030,-265.2715,-265.2715,-265.2715,810.9030,1.0000,,97.3084,7.0948,26.3829,198.6307,261.7596,309.5145,452.7794,26.3829,-2.6176,11.731632,17.161849,3.688311,1,1,18,8,0E-8,-0.32713097,,0E-8,0.000000,1.000000,0.000000,,2026-04-10,2026-06-21,3,3,3,73,0.041096,,,0.000000,1,0.18456375838926176,0.9966442953020134,0.9966442953020134,0.02348993288590604,0.02348993288590604,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.0750262,Z 证据不足 · 不动作,56,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
878,41.32045943802402,87.12391026047496,233.7551,233.7551,-182.8243,5,1,0.78211893,,0.78211893,0.78067589,182.8243,233.7551,THIN_EXPOSURE,0.3373,-7.0519,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-7.0519,-7.0519,-7.1787,-7.5827,-7.5827,4.000000,4.000000,4.200000,4.400000,4.400000,96.000000,96.000000,95.800000,95.600000,95.600000,5.0,-36.4479,-33.5252,-146.7137,-149.6364,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-175.7724,224.6833,-183.1616,-176.1097,-7.3892,-0.78356197,-0.75339403,-7.0519,-176.1097,-0.75339403,-7.0519,-7.0519,-7.1787,-7.5827,-7.5827,-176.1097,-0.75339403,-36.4479,-33.5252,-146.7137,-149.6364,-0.62763855,-0.64014166,-0.03161098,46.7510,233.7551,-182.8243,-182.8243,-182.8243,233.7551,1.0000,,46.7510,18.5607,42.1647,74.4858,87.943,87.943,87.943,42.1647,40.3938,2.085701,2.085701,1.108771,1,1,5,2,0E-8,-0.78211893,,0.00144304,0.160000,1.000000,0.000000,,2026-04-21,2026-04-21,1,1,1,1,1.000000,,,0.000000,1,0.18791946308724833,1.0,1.0,0.010067114093959731,0.010067114093959731,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,57,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1698,42.058510638297875,85.59504236752245,8486.9996,8486.9996,-91.8040,164,21,0.01081702,,0.01081702,0.01068608,91.8040,8486.9996,OK,1.1113,6.3476,3.8720,96.1280,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,6.3476,6.3604,12.9305,24.8358,18.0699,3.871951,3.884146,3.932927,4.756098,4.725610,96.128049,96.115854,96.067073,95.243902,95.274390,5.0,68.5442,57.4535,-161.4595,-150.3688,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-98.1516,8176.0947,-92.9153,-99.2628,5.2363,-0.01094795,-0.01169587,6.3476,-99.2628,-0.01169587,6.3476,6.3604,12.9305,24.8358,18.0699,-99.2628,-0.01169587,68.5442,57.4535,-161.4595,-150.3688,-0.01902433,-0.01771754,0.00061698,51.7500,404.1428,-4.3716,-91.8040,-45.9020,8486.9996,21.0000,,51.7500,6.0237,12.8578,51.4311,184.0098,257.1553,351.6151,12.8578,-5.1431,19.999999,27.346512,4.024804,1,1,42,8,0E-8,-0.01081702,,0.00013094,0.026220,1.000000,0.018293,,2026-06-17,2026-06-17,1,2,1,1,1.000000,,,0.000000,1,0.1912751677852349,0.8456375838926175,0.8456375838926175,0.030201342281879196,0.030201342281879196,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,0.40632171,Z 证据不足 · 不动作,58,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2285,42.058510638297875,85.59504236752245,41.5429,0.0000,0.0000,1,1,0E-8,,0E-8,0E-8,0.0000,41.5429,THIN_EXPOSURE,0.0000,0.0000,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.0000,0.0000,0.0000,0.0000,0.0000,4.000000,4.000000,5.000000,0.000000,0.000000,96.000000,96.000000,95.000000,100.000000,100.000000,5.0,0.0000,0.0,0.0000,0.0,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,0.0000,0.0000,0.0000,0.0000,0.0000,0E-8,0E-8,0.0000,0.0000,0E-8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0E-8,0.0000,0.0,0.0000,0.0,0E-8,0.0,0E-8,41.5429,0.0000,0.0000,0.0000,0.0000,41.5429,1.0000,,41.5429,41.5429,41.5429,41.5429,41.5429,41.5429,41.5429,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0E-8,0E-8,,,0.000000,0.000000,0.000000,,2026-06-19,2026-06-19,1,1,1,1,1.000000,,,0.000000,1,0.19463087248322147,0.802013422818792,0.802013422818792,0.003355704697986577,0.003355704697986577,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,59,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
879,40.74605743711257,88.3521063493379,34.4828,0.0000,0.0000,1,1,0E-8,,0E-8,0E-8,0.0000,34.4828,THIN_EXPOSURE,0.0000,0.0000,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,0.0000,0.0000,0.0000,0.0000,0.0000,4.000000,4.000000,4.000000,4.000000,0.000000,96.000000,96.000000,96.000000,96.000000,100.000000,5.0,0.0000,0.0,0.0000,0.0,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,0.0000,0.0000,0.0000,0.0000,0.0000,0E-8,0E-8,0.0000,0.0000,0E-8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0E-8,0.0000,0.0,0.0000,0.0,0E-8,0.0,0E-8,34.4828,0.0000,0.0000,0.0000,0.0000,34.4828,1.0000,,34.4828,34.4828,34.4828,34.4828,34.4828,34.4828,34.4828,0.0,0.0,1.0,1.0,1.0,1,1,1,1,0E-8,0E-8,,,0.000000,0.000000,0.000000,,2026-04-22,2026-04-22,1,1,1,1,1.000000,,,0.000000,1,0.19463087248322147,0.802013422818792,0.802013422818792,0.0,0.0,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,60,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1295,40.76497706603954,88.31110082971408,103.8573,103.8573,103.8573,1,1,-1.00000000,,-1.00000000,-1.00000000,-103.8573,103.8573,THIN_EXPOSURE,0.0000,4.1543,4.0000,96.0000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,4.1543,4.1543,4.1543,6.2314,6.2314,4.000000,4.000000,4.000000,6.000000,6.000000,96.000000,96.000000,96.000000,94.000000,94.000000,5.0,24.9257,22.6666,78.9315,81.1907,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,99.7030,99.7030,103.8573,99.7030,4.1543,1.00000000,0.96000000,4.1543,99.7030,0.96000000,4.1543,4.1543,4.1543,6.2314,6.2314,99.7030,0.96000000,24.9257,22.6666,78.9315,81.1907,0.76000000,0.78175273,0.04000000,103.8573,103.8573,103.8573,103.8573,103.8573,103.8573,1.0000,,103.8573,103.8573,103.8573,103.8573,103.8573,103.8573,103.8573,103.8573,-103.8573,1.0,1.0,1.0,1,1,1,1,0E-8,1.00000000,,0E-8,0.000000,1.000000,0.000000,,2026-06-07,2026-06-07,1,1,1,1,1.000000,,,0.000000,1,0.20134228187919462,0.0,0.0,0.006711409395973154,0.006711409395973154,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.862,Z 证据不足 · 不动作,61,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2279,42.058510638297875,85.59504236752245,568.8919,568.8919,285.3993,19,4,-0.50167579,,-0.50167579,-0.50167579,-285.3993,568.8919,THIN_EXPOSURE,0.0000,10.3131,3.6316,96.3684,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,10.3131,10.3131,10.4160,10.3776,9.4305,3.631579,3.631579,3.684211,4.315789,4.736842,96.368421,96.368421,96.315789,95.684211,95.263158,5.0,50.8503,47.3162,234.5490,238.0831,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,275.0862,547.5420,285.3993,275.0862,10.3131,0.50167579,0.48354737,10.3131,275.0862,0.48354737,10.3131,10.3131,10.4160,10.3776,9.4305,275.0862,0.48354737,50.8503,47.3162,234.5490,238.0831,0.41229095,0.41850318,0.01812842,29.9417,142.2230,71.3498,285.3993,285.3993,568.8919,4.0000,,29.9417,5.1431,10.0,31.4688,90.8587,136.3943,166.1716,10.0,-5.1431,13.639435,16.617162,2.994168,1,1,12,2,0E-8,0.50167579,,0E-8,0.000000,1.000000,0.000000,,2026-06-04,2026-06-04,1,1,1,1,1.000000,,,0.000000,1,0.20469798657718122,0.006711409395973154,0.006711409395973154,0.016778523489932886,0.016778523489932886,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,0.931,Z 证据不足 · 不动作,62,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2290,41.76873365335126,86.1888710794362,393.0493,393.0493,331.7322,11,2,-0.84399645,-0.84399645,,-0.84399645,-331.7322,393.0493,THIN_EXPOSURE,0.0000,13.2489,3.9091,96.0909,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,13.2489,13.2489,13.3516,20.2870,20.2870,3.909091,3.909091,4.090909,5.000000,5.000000,96.090909,96.090909,95.909091,95.000000,95.000000,5.0,80.4233,73.0488,251.3089,258.6834,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,318.4834,377.3478,331.7322,318.4834,13.2489,0.84399645,0.81028860,13.2489,318.4834,0.81028860,13.2489,13.2489,13.3516,20.2870,20.2870,318.4834,0.81028860,80.4233,73.0488,251.3089,258.6834,0.63938266,0.65814485,0.03370786,35.7318,196.5247,165.8661,165.8661,165.8661,196.5247,1.0000,35.7318,,4.7757,5.137,17.8842,148.7536,249.0591,258.1778,5.137,-5.0,48.483088,50.258182,6.955723,2,1,9,5,1.00000000,0.84399645,0.84399645,0E-8,0.000000,1.000000,0.090909,,2026-07-13,2026-08-01,2,2,2,20,0.100000,,1.000000,3.333333,1,0.2080536912751678,0.003355704697986577,0.003355704697986577,0.013422818791946308,0.013422818791946308,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.31663283,Z 证据不足 · 不动作,63,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2158,42.058510638297875,85.59504236752245,1683.8436,1683.8436,390.7567,32,2,-0.23206233,,-0.23206233,-0.23246722,-390.7567,1683.8436,OK,0.6818,16.4682,3.9063,96.0938,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,16.4682,16.4682,19.8665,35.0803,34.7112,3.906250,3.906250,4.125000,6.531250,6.687500,96.093750,96.093750,95.875000,93.468750,93.312500,5.0,122.5944,101.0102,267.4805,289.0647,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,374.2885,1620.5398,390.0749,373.6067,15.7864,0.23165743,0.22187733,16.4682,373.6067,0.22187733,16.4682,16.4682,19.8665,35.0803,34.7112,373.6067,0.22187733,122.5944,101.0102,267.4805,289.0647,0.15885116,0.17166957,0.00937520,52.6201,841.9218,195.3783,390.7567,390.7567,1683.8436,2.0000,,52.6201,11.1086,22.6482,62.7066,139.6699,249.7981,290.5921,22.6482,-4.6952,11.029494,12.830695,2.323369,1,1,27,3,0E-8,0.23206233,,0.00040490,0.059375,1.000000,0.000000,,2026-05-27,2026-05-27,1,1,1,1,1.000000,,,0.000000,1,0.21140939597315436,0.016778523489932886,0.016778523489932886,0.020134228187919462,0.020134228187919462,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,1.31663283,Z 证据不足 · 不动作,64,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
532,41.10911517281081,87.57181916630029,6801.3743,4985.4095,2260.5518,104,4,-0.33236692,,-0.33236692,-0.33256720,-2260.5518,6801.3743,OK,1.3622,77.2624,3.9904,96.0096,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,77.2624,77.0006,62.6955,58.2911,99.6034,3.990385,4.038462,4.375000,4.288462,3.682692,96.009615,95.961538,95.625000,95.711538,96.317308,4.9808,374.8530,353.2399,1884.3366,1905.9498,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,2183.2894,4776.0051,2259.1897,2181.9273,75.9002,0.33216664,0.32080682,77.2624,2181.9273,0.32080682,77.2624,77.0006,62.6955,58.2911,99.6034,2181.9273,0.32080682,374.8530,353.2399,1884.3366,1905.9498,0.27705233,0.2802301,0.01115954,65.3978,1246.3524,565.1380,1130.2759,1130.2759,3400.6872,2.0000,,65.3978,2.6176,10.0,35.1614,129.8437,210.062,1526.2461,2.6176,-1.5774,21.006197,152.624609,6.539783,2,1,41,9,0E-8,0.33236692,,0.00027323,0.015385,0.733000,0.086539,,2026-04-15,2026-05-10,2,2,2,26,0.076923,,,0.000000,1,0.21476510067114093,0.010067114093959731,0.010067114093959731,0.026845637583892617,0.026845637583892617,,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,L5_INSUFFICIENT,0.931,Z 证据不足 · 不动作,65,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
801,43.45177062859071,82.85047877039207,4170907.1550,3797876.1806,9041.6391,36128,2018,-0.00216779,0.06561710,-0.05310820,-0.00322181,-9041.6391,4170907.1550,OK,4396.2489,1159.1129,3.9862,96.0138,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,1159.1129,749.6258,3312.1651,3619.1436,192.9671,3.986174,4.029160,4.212863,4.557817,4.439673,96.013826,95.970840,95.787137,95.442183,95.560327,4.9839,9033.0145,5916.1895,-4387.6243,-1270.7992,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,7882.5262,3640694.2865,4645.3902,3486.2773,-3237.1360,0.00111376,0.00083586,1159.1129,3486.2773,0.00083586,1159.1129,749.6258,3312.1651,3619.1436,192.9671,3486.2773,0.00083586,9033.0145,5916.1895,-4387.6243,-1270.7992,-0.00105196,-0.00030468,-0.00077612,115.4481,1882.0001,4.4805,645.8314,70.0902,297921.9396,144.1429,110.3177,119.6289,5.1636,16.2888,51.8914,193.6333,365.5183,1367.989,12.9089,-2.5716,22.439798,83.9832,7.087555,6,1,7223,15,0.42906115,0.00216779,-0.06561710,0.00115755,0.042250,0.910564,0.102358,0.11872530,2026-04-28,2026-07-27,14,129,22,91,0.153846,0.922166,0.955562,1.430204,3,0.2181208053691275,0.7986577181208053,0.7986577181208053,0.42953020134228187,0.42953020134228187,0.4097222222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.04144948,E 常规,66,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2238,27.27346665091685,131.99642150657732,235041.5730,201757.0387,4325.1598,2626,105,-0.01840168,-0.01840168,,-0.01893750,-4325.1598,235041.5730,OK,125.9399,134.1023,4.1822,95.8178,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,134.1023,136.0428,116.6071,-52.2415,-207.0622,4.182216,4.206969,4.428903,4.809901,4.813595,95.817784,95.793031,95.571097,95.190099,95.186405,4.9958,127.4485,234.6228,4071.7713,3964.5971,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,4191.0574,193367.4345,4199.2198,4065.1175,8.1624,0.01786586,0.01729531,134.1023,4065.1175,0.01729531,134.1023,136.0428,116.6071,-52.2415,-207.0622,4065.1175,0.01729531,127.4485,234.6228,4071.7713,3964.5971,0.01732362,0.01686764,0.00003473,89.5055,1921.4956,41.1920,4325.1598,617.8800,235041.5730,105.0000,89.5055,,4.0878,12.9089,60.0,203.4235,347.0961,1049.8688,10.2195,-2.0439,26.888145,81.329136,6.933637,1,1,558,10,1.00000000,0.01840168,0.01840168,0.00062422,0.106398,0.858389,0.058264,,2026-07-21,2026-07-21,1,7,1,1,1.000000,,1.000000,3.333333,1,0.2214765100671141,0.46308724832214765,0.46308724832214765,0.0436241610738255,0.0436241610738255,0.010416666666666666,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.18171259,E 常规,67,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1751,41.333555260341015,87.09630655590257,1113990.6791,1008311.9243,7379.3543,9309,687,-0.00662425,,-0.00662425,-0.00820238,-7379.3543,1113990.6791,OK,1758.0245,-699.0871,4.0011,95.9989,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-699.0871,-724.9784,1612.0433,2624.8572,2947.4618,4.001128,4.036148,4.270308,4.640466,4.450102,95.998872,95.963852,95.729692,95.359534,95.549898,4.9897,5760.2969,5005.9297,-138.9671,615.4001,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,8078.4413,964643.2040,5621.3298,6320.4169,-2457.1116,0.00504612,0.00567367,-699.0871,6320.4169,0.00567367,-699.0871,-724.9784,1612.0433,2624.8572,2947.4618,6320.4169,0.00567367,5760.2969,5005.9297,-138.9671,615.4001,-0.00012475,0.00055243,-0.00220568,119.6681,1467.7029,10.7414,1054.1935,163.9857,159141.5256,98.1429,,119.6681,5.1891,13.6799,52.3519,200.0,500.0,1751.1626,12.6037,-2.5716,36.55,128.009985,8.747741,3,1,2107,16,0E-8,0.00662425,,0.00174353,0.048115,0.905135,0.071007,,2026-04-20,2026-06-16,7,45,7,58,0.120690,,,0.000000,1,0.22483221476510068,0.7315436241610739,0.7315436241610739,0.09731543624161074,0.09731543624161074,0.06597222222222222,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.07103973,E 常规,68,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1105,27.725306747537964,129.84527214724807,2023980.7987,1775480.5941,10692.7871,21999,764,-0.00528305,,-0.00528305,-0.00610043,-10692.7871,2023980.7987,OK,1654.3751,611.1016,4.0433,95.9567,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,611.1016,599.7793,5996.9868,6722.6142,1815.9235,4.043275,4.074003,4.409550,5.094786,4.834652,95.956725,95.925997,95.590450,94.905214,95.165348,4.9866,15746.4053,9138.44,-6707.9932,-100.0279,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,10081.6856,1700060.7699,9038.4121,8427.3105,-1043.2735,0.00446566,0.00416373,611.1016,8427.3105,0.00416373,611.1016,599.7793,5996.9868,6722.6142,1815.9235,8427.3105,0.00416373,15746.4053,9138.44,-6707.9932,-100.0279,-0.00331426,-4.942e-05,-0.00051546,92.0033,2323.9275,13.9958,2673.1968,288.9942,505995.1997,191.0000,,92.0033,5.2663,15.001,50.0,157.9904,273.0472,1110.3563,13.1659,-2.2009,18.201924,74.018771,6.133141,3,1,3528,15,0E-8,0.00528305,,0.00093179,0.040988,0.877222,0.061639,,2026-03-21,2026-03-24,4,37,8,4,1.000000,,,0.000000,2,0.22818791946308725,0.7550335570469798,0.7550335570469798,0.20134228187919462,0.20134228187919462,0.1736111111111111,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0673648,E 常规,69,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
1256,27.765112037977307,129.6591202324664,386760.5218,339196.2084,9722.1267,4109,246,-0.02513733,,-0.02513733,-0.02559322,-9722.1267,386760.5218,OK,176.3212,529.2551,4.0584,95.9416,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,529.2551,533.0429,526.5668,771.0950,147.8477,4.058408,4.091020,4.237771,4.579156,4.464529,95.941592,95.908980,95.762229,95.420844,95.535471,4.9956,2507.8076,2259.5931,7037.9979,7286.2124,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,9192.8716,325344.1574,9545.8055,9016.5504,352.9339,0.02468144,0.02331301,529.2551,9016.5504,0.02331301,529.2551,533.0429,526.5668,771.0950,147.8477,9016.5504,0.02331301,2507.8076,2259.5931,7037.9979,7286.2124,0.01819730,0.01883908,0.00091254,94.1252,1378.8464,39.5208,4861.0634,747.8559,193380.2609,123.0000,,94.1252,4.2165,16.4199,60.2047,150.4879,340.2874,1289.1893,12.6494,-2.1082,20.724116,78.51395,5.732395,1,1,696,14,0E-8,0.02513733,,0.00051982,0.055610,0.877019,0.060842,,2026-03-31,2026-04-07,2,13,2,8,0.250000,,,0.000000,1,0.23154362416107382,0.2986577181208054,0.2986577181208054,0.053691275167785234,0.053691275167785234,0.020833333333333332,n_rounds>=30,299,289,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.11871678,E 常规,70,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
