__source_pk,dt,aid,opengame,time,source_db,source_table,ods_table_name,sync_time
4d410063822cd9be28f86701c0bc3a31,2025-08-28,10159,"101,103,104,107,110",2025-08-28 15:01:02,a168,opengame_log,ods_a168_opengame_log,2026-05-19 18:57:59
