__source_pk,dt,bet01,op,optime,source_db,source_table,ods_table_name,sync_time
2970391403|249|2022-09-22 15:41:04,2022-09-22,2970391403,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970409157|249|2022-09-22 15:41:04,2022-09-22,2970409157,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970413685|249|2022-09-22 15:41:04,2022-09-22,2970413685,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970435638|249|2022-09-22 15:41:04,2022-09-22,2970435638,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970448819|249|2022-09-22 15:41:04,2022-09-22,2970448819,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970472713|249|2022-09-22 15:41:04,2022-09-22,2970472713,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970539277|249|2022-09-22 15:41:04,2022-09-22,2970539277,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970541325|249|2022-09-22 15:41:04,2022-09-22,2970541325,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970545686|249|2022-09-22 15:41:04,2022-09-22,2970545686,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970551681|249|2022-09-22 15:41:04,2022-09-22,2970551681,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970557115|249|2022-09-22 15:41:04,2022-09-22,2970557115,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970583555|249|2022-09-22 15:41:04,2022-09-22,2970583555,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970584665|249|2022-09-22 15:41:04,2022-09-22,2970584665,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970592050|249|2022-09-22 15:41:04,2022-09-22,2970592050,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970603246|249|2022-09-22 15:41:04,2022-09-22,2970603246,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970608770|249|2022-09-22 15:43:32,2022-09-22,2970608770,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970623952|249|2022-09-22 15:43:32,2022-09-22,2970623952,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970670368|249|2022-09-22 15:43:32,2022-09-22,2970670368,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970690813|249|2022-09-22 15:43:32,2022-09-22,2970690813,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970692688|249|2022-09-22 15:43:32,2022-09-22,2970692688,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970703778|249|2022-09-22 15:43:32,2022-09-22,2970703778,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970713393|249|2022-09-22 15:43:32,2022-09-22,2970713393,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970720513|249|2022-09-22 15:43:32,2022-09-22,2970720513,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970725922|249|2022-09-22 15:43:32,2022-09-22,2970725922,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970744459|249|2022-09-22 15:43:32,2022-09-22,2970744459,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970785337|249|2022-09-22 15:43:32,2022-09-22,2970785337,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970795739|249|2022-09-22 15:43:32,2022-09-22,2970795739,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970797817|249|2022-09-22 15:43:32,2022-09-22,2970797817,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970799163|249|2022-09-22 15:43:32,2022-09-22,2970799163,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970805390|249|2022-09-22 15:43:32,2022-09-22,2970805390,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970822561|249|2022-09-22 15:43:32,2022-09-22,2970822561,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970826170|249|2022-09-22 15:43:32,2022-09-22,2970826170,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970831372|249|2022-09-22 15:43:32,2022-09-22,2970831372,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970869779|259|2022-09-22 15:37:21,2022-09-22,2970869779,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970875695|259|2022-09-22 15:37:21,2022-09-22,2970875695,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970882560|259|2022-09-22 15:37:21,2022-09-22,2970882560,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970902646|259|2022-09-22 15:37:21,2022-09-22,2970902646,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970919546|259|2022-09-22 15:37:21,2022-09-22,2970919546,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970949128|259|2022-09-22 15:37:21,2022-09-22,2970949128,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970978028|259|2022-09-22 15:37:21,2022-09-22,2970978028,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971010596|259|2022-09-22 15:37:21,2022-09-22,2971010596,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971069007|259|2022-09-22 15:38:24,2022-09-22,2971069007,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971071270|259|2022-09-22 15:38:24,2022-09-22,2971071270,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971076464|259|2022-09-22 15:38:24,2022-09-22,2971076464,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971085380|259|2022-09-22 15:38:24,2022-09-22,2971085380,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971105775|259|2022-09-22 15:38:24,2022-09-22,2971105775,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971110444|259|2022-09-22 15:38:24,2022-09-22,2971110444,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971113693|259|2022-09-22 15:38:24,2022-09-22,2971113693,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971119089|259|2022-09-22 15:38:24,2022-09-22,2971119089,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971139582|259|2022-09-22 15:38:24,2022-09-22,2971139582,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971150455|259|2022-09-22 15:38:24,2022-09-22,2971150455,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971158081|259|2022-09-22 15:39:19,2022-09-22,2971158081,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971162349|259|2022-09-22 15:39:19,2022-09-22,2971162349,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971164644|259|2022-09-22 15:39:19,2022-09-22,2971164644,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971178054|259|2022-09-22 15:39:19,2022-09-22,2971178054,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971185634|259|2022-09-22 15:39:19,2022-09-22,2971185634,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971191219|259|2022-09-22 15:39:19,2022-09-22,2971191219,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971196119|259|2022-09-22 15:39:19,2022-09-22,2971196119,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971201479|259|2022-09-22 15:39:19,2022-09-22,2971201479,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971209982|259|2022-09-22 15:39:19,2022-09-22,2971209982,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971219350|259|2022-09-22 15:40:45,2022-09-22,2971219350,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971225985|259|2022-09-22 15:40:45,2022-09-22,2971225985,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971227444|259|2022-09-22 15:40:45,2022-09-22,2971227444,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971231408|259|2022-09-22 15:40:45,2022-09-22,2971231408,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971232929|259|2022-09-22 15:40:45,2022-09-22,2971232929,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971233390|259|2022-09-22 15:40:45,2022-09-22,2971233390,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971239547|259|2022-09-22 15:40:45,2022-09-22,2971239547,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971241785|259|2022-09-22 15:40:45,2022-09-22,2971241785,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971245584|259|2022-09-22 15:40:45,2022-09-22,2971245584,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971246801|259|2022-09-22 15:40:45,2022-09-22,2971246801,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971261027|259|2022-09-22 15:40:45,2022-09-22,2971261027,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971265341|259|2022-09-22 15:40:45,2022-09-22,2971265341,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971270296|259|2022-09-22 15:41:05,2022-09-22,2971270296,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971273792|259|2022-09-22 15:41:05,2022-09-22,2971273792,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971274495|259|2022-09-22 15:41:05,2022-09-22,2971274495,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971280071|259|2022-09-22 15:41:05,2022-09-22,2971280071,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971293429|259|2022-09-22 15:41:05,2022-09-22,2971293429,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971297534|259|2022-09-22 15:41:05,2022-09-22,2971297534,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971301010|259|2022-09-22 15:41:05,2022-09-22,2971301010,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971316679|259|2022-09-22 15:41:05,2022-09-22,2971316679,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971327011|259|2022-09-22 15:41:05,2022-09-22,2971327011,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971331698|259|2022-09-22 15:41:05,2022-09-22,2971331698,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971336651|259|2022-09-22 15:41:05,2022-09-22,2971336651,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971347333|259|2022-09-22 15:41:05,2022-09-22,2971347333,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971351837|259|2022-09-22 15:41:05,2022-09-22,2971351837,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971357089|259|2022-09-22 15:41:57,2022-09-22,2971357089,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971361545|259|2022-09-22 15:41:57,2022-09-22,2971361545,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971376617|259|2022-09-22 15:41:57,2022-09-22,2971376617,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971382624|259|2022-09-22 15:41:57,2022-09-22,2971382624,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971390775|259|2022-09-22 15:41:57,2022-09-22,2971390775,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971395697|259|2022-09-22 15:41:57,2022-09-22,2971395697,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971398742|259|2022-09-22 15:41:57,2022-09-22,2971398742,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971410453|259|2022-09-22 15:41:57,2022-09-22,2971410453,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971410504|259|2022-09-22 15:41:57,2022-09-22,2971410504,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971420419|259|2022-09-22 15:41:57,2022-09-22,2971420419,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971421525|259|2022-09-22 15:41:57,2022-09-22,2971421525,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971434371|259|2022-09-22 15:41:57,2022-09-22,2971434371,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971452725|259|2022-09-22 15:41:57,2022-09-22,2971452725,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971463252|259|2022-09-22 15:43:29,2022-09-22,2971463252,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971493695|259|2022-09-22 15:43:29,2022-09-22,2971493695,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971500109|259|2022-09-22 15:43:29,2022-09-22,2971500109,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971534740|259|2022-09-22 15:43:29,2022-09-22,2971534740,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971545397|259|2022-09-22 15:43:29,2022-09-22,2971545397,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971588142|259|2022-09-22 15:43:29,2022-09-22,2971588142,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
3033170373|259|2022-10-21 17:46:30,2022-10-21,3033170373,259,2022-10-21 17:46:30,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
3033174456|259|2022-10-21 17:46:30,2022-10-21,3033174456,259,2022-10-21 17:46:30,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
3033175235|259|2022-10-21 17:46:30,2022-10-21,3033175235,259,2022-10-21 17:46:30,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
3033175355|249|2022-10-21 17:46:51,2022-10-21,3033175355,249,2022-10-21 17:46:51,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
3033753288|259|2022-10-21 17:46:30,2022-10-21,3033753288,259,2022-10-21 17:46:30,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965475560|249|2022-09-22 15:22:45,2022-09-22,2965475560,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965483604|249|2022-09-22 15:22:45,2022-09-22,2965483604,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965499967|249|2022-09-22 15:22:45,2022-09-22,2965499967,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965588003|249|2022-09-22 15:22:45,2022-09-22,2965588003,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965625587|249|2022-09-22 15:22:45,2022-09-22,2965625587,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965654185|249|2022-09-22 15:22:45,2022-09-22,2965654185,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965686430|249|2022-09-22 15:22:45,2022-09-22,2965686430,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965699632|249|2022-09-22 15:22:45,2022-09-22,2965699632,249,2022-09-22 15:22:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965714852|249|2022-09-22 15:14:23,2022-09-22,2965714852,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965748079|249|2022-09-22 15:14:23,2022-09-22,2965748079,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965757899|249|2022-09-22 15:14:23,2022-09-22,2965757899,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965787575|249|2022-09-22 15:14:23,2022-09-22,2965787575,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965813604|249|2022-09-22 15:14:23,2022-09-22,2965813604,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965815237|249|2022-09-22 15:14:23,2022-09-22,2965815237,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965870691|249|2022-09-22 15:14:23,2022-09-22,2965870691,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965882020|249|2022-09-22 15:14:23,2022-09-22,2965882020,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965892821|249|2022-09-22 15:14:23,2022-09-22,2965892821,249,2022-09-22 15:14:23,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965980632|249|2022-09-22 15:17:59,2022-09-22,2965980632,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965984678|249|2022-09-22 15:17:59,2022-09-22,2965984678,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965988985|249|2022-09-22 15:17:59,2022-09-22,2965988985,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2965997459|249|2022-09-22 15:17:59,2022-09-22,2965997459,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966015244|249|2022-09-22 15:17:59,2022-09-22,2966015244,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966059950|249|2022-09-22 15:17:59,2022-09-22,2966059950,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966066884|249|2022-09-22 15:17:59,2022-09-22,2966066884,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966079350|249|2022-09-22 15:17:59,2022-09-22,2966079350,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966107011|249|2022-09-22 15:17:59,2022-09-22,2966107011,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966112836|249|2022-09-22 15:17:59,2022-09-22,2966112836,249,2022-09-22 15:17:59,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966119680|249|2022-09-22 15:26:16,2022-09-22,2966119680,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966134190|249|2022-09-22 15:26:16,2022-09-22,2966134190,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966163801|249|2022-09-22 15:26:16,2022-09-22,2966163801,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966195340|249|2022-09-22 15:26:16,2022-09-22,2966195340,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966203919|249|2022-09-22 15:26:16,2022-09-22,2966203919,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966280160|249|2022-09-22 15:26:16,2022-09-22,2966280160,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966302719|249|2022-09-22 15:26:16,2022-09-22,2966302719,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966307462|249|2022-09-22 15:26:16,2022-09-22,2966307462,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966318006|249|2022-09-22 15:26:16,2022-09-22,2966318006,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966324223|249|2022-09-22 15:26:16,2022-09-22,2966324223,249,2022-09-22 15:26:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966356348|249|2022-09-22 15:19:04,2022-09-22,2966356348,249,2022-09-22 15:19:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966360792|249|2022-09-22 15:19:04,2022-09-22,2966360792,249,2022-09-22 15:19:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966497714|259|2022-09-22 15:18:03,2022-09-22,2966497714,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966514195|259|2022-09-22 15:18:03,2022-09-22,2966514195,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966525943|259|2022-09-22 15:18:03,2022-09-22,2966525943,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966537264|259|2022-09-22 15:18:03,2022-09-22,2966537264,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966562819|259|2022-09-22 15:18:03,2022-09-22,2966562819,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966569045|259|2022-09-22 15:18:03,2022-09-22,2966569045,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966584130|259|2022-09-22 15:18:03,2022-09-22,2966584130,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966591559|259|2022-09-22 15:18:03,2022-09-22,2966591559,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966593036|259|2022-09-22 15:18:03,2022-09-22,2966593036,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966606354|259|2022-09-22 15:18:03,2022-09-22,2966606354,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966620119|259|2022-09-22 15:18:03,2022-09-22,2966620119,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966649285|259|2022-09-22 15:18:03,2022-09-22,2966649285,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966649662|259|2022-09-22 15:18:03,2022-09-22,2966649662,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966659641|259|2022-09-22 15:18:03,2022-09-22,2966659641,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966662292|259|2022-09-22 15:18:03,2022-09-22,2966662292,259,2022-09-22 15:18:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966671505|259|2022-09-22 15:21:15,2022-09-22,2966671505,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966678460|259|2022-09-22 15:21:15,2022-09-22,2966678460,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966681184|259|2022-09-22 15:21:15,2022-09-22,2966681184,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966682194|259|2022-09-22 15:21:15,2022-09-22,2966682194,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966691632|259|2022-09-22 15:21:15,2022-09-22,2966691632,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966716033|259|2022-09-22 15:21:15,2022-09-22,2966716033,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966738817|259|2022-09-22 15:21:15,2022-09-22,2966738817,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966783229|259|2022-09-22 15:21:15,2022-09-22,2966783229,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966792663|259|2022-09-22 15:21:15,2022-09-22,2966792663,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966793150|259|2022-09-22 15:21:15,2022-09-22,2966793150,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966805364|259|2022-09-22 15:21:15,2022-09-22,2966805364,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966805766|259|2022-09-22 15:21:15,2022-09-22,2966805766,259,2022-09-22 15:21:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966808438|259|2022-09-22 15:22:41,2022-09-22,2966808438,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966815748|259|2022-09-22 15:22:41,2022-09-22,2966815748,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966822562|259|2022-09-22 15:22:41,2022-09-22,2966822562,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966826439|259|2022-09-22 15:22:41,2022-09-22,2966826439,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966830403|259|2022-09-22 15:22:41,2022-09-22,2966830403,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2966832196|259|2022-09-22 15:22:41,2022-09-22,2966832196,259,2022-09-22 15:22:41,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
