__source_pk,dt,bet01,op,optime,source_db,source_table,ods_table_name,sync_time
2983187935|249|2022-10-01 17:34:01,2022-10-01,2983187935,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983294648|249|2022-10-01 19:06:13,2022-10-01,2983294648,249,2022-10-01 19:06:13,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983300741|259|2022-10-01 19:01:42,2022-10-01,2983300741,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983313542|249|2022-10-01 19:06:13,2022-10-01,2983313542,249,2022-10-01 19:06:13,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983313745|259|2022-10-01 19:01:42,2022-10-01,2983313745,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983316786|259|2022-10-01 19:01:42,2022-10-01,2983316786,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983317773|249|2022-10-01 19:06:13,2022-10-01,2983317773,249,2022-10-01 19:06:13,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983321337|259|2022-10-01 19:01:42,2022-10-01,2983321337,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983323137|259|2022-10-01 19:01:42,2022-10-01,2983323137,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983325335|249|2022-10-01 17:34:01,2022-10-01,2983325335,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983326041|259|2022-10-01 19:01:42,2022-10-01,2983326041,259,2022-10-01 19:01:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983327202|249|2022-10-01 19:06:13,2022-10-01,2983327202,249,2022-10-01 19:06:13,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983328380|249|2022-10-01 17:34:01,2022-10-01,2983328380,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983329054|249|2022-10-01 17:34:01,2022-10-01,2983329054,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983331409|249|2022-10-01 19:04:33,2022-10-01,2983331409,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983334550|249|2022-10-01 19:04:33,2022-10-01,2983334550,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983338774|249|2022-10-01 17:34:01,2022-10-01,2983338774,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983346443|249|2022-10-01 17:34:01,2022-10-01,2983346443,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983346610|249|2022-10-01 17:34:01,2022-10-01,2983346610,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983353557|249|2022-10-01 17:34:01,2022-10-01,2983353557,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983363803|249|2022-10-01 17:34:01,2022-10-01,2983363803,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983363922|249|2022-10-01 17:34:01,2022-10-01,2983363922,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983364111|249|2022-10-01 19:04:33,2022-10-01,2983364111,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983367331|249|2022-10-01 17:34:01,2022-10-01,2983367331,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983373091|249|2022-10-01 17:34:01,2022-10-01,2983373091,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983375203|249|2022-10-01 19:04:33,2022-10-01,2983375203,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983376937|259|2022-10-01 19:02:42,2022-10-01,2983376937,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983379853|259|2022-10-01 19:02:42,2022-10-01,2983379853,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983380329|249|2022-10-01 17:34:01,2022-10-01,2983380329,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983381909|249|2022-10-01 19:04:33,2022-10-01,2983381909,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983382572|249|2022-10-01 17:34:01,2022-10-01,2983382572,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983383276|249|2022-10-01 17:34:01,2022-10-01,2983383276,249,2022-10-01 17:34:01,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983388326|259|2022-10-01 19:02:42,2022-10-01,2983388326,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983388463|249|2022-10-01 19:04:33,2022-10-01,2983388463,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983391520|259|2022-10-01 19:02:42,2022-10-01,2983391520,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983392655|249|2022-10-01 17:26:25,2022-10-01,2983392655,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983392806|259|2022-10-01 19:02:42,2022-10-01,2983392806,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983400046|259|2022-10-01 19:02:42,2022-10-01,2983400046,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983408030|259|2022-10-01 19:02:42,2022-10-01,2983408030,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983408155|249|2022-10-01 19:04:33,2022-10-01,2983408155,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983409420|249|2022-10-01 17:26:25,2022-10-01,2983409420,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983412255|259|2022-10-01 19:02:42,2022-10-01,2983412255,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983413477|259|2022-10-01 19:02:42,2022-10-01,2983413477,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983413836|249|2022-10-01 17:26:25,2022-10-01,2983413836,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983416843|249|2022-10-01 19:04:33,2022-10-01,2983416843,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983419100|259|2022-10-01 19:02:42,2022-10-01,2983419100,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983430194|249|2022-10-01 19:04:33,2022-10-01,2983430194,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983434152|249|2022-10-01 19:04:33,2022-10-01,2983434152,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983440746|249|2022-10-01 17:26:25,2022-10-01,2983440746,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983443434|259|2022-10-01 19:02:42,2022-10-01,2983443434,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983458044|259|2022-10-01 19:02:42,2022-10-01,2983458044,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983458116|249|2022-10-01 19:04:33,2022-10-01,2983458116,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983465432|259|2022-10-01 19:02:42,2022-10-01,2983465432,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983471299|259|2022-10-01 19:02:42,2022-10-01,2983471299,259,2022-10-01 19:02:42,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983473486|249|2022-10-01 19:04:33,2022-10-01,2983473486,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983485077|249|2022-10-01 19:04:33,2022-10-01,2983485077,249,2022-10-01 19:04:33,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983494260|259|2022-10-01 19:03:21,2022-10-01,2983494260,259,2022-10-01 19:03:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983495000|249|2022-10-01 19:07:12,2022-10-01,2983495000,249,2022-10-01 19:07:12,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983498365|259|2022-10-01 19:03:21,2022-10-01,2983498365,259,2022-10-01 19:03:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983499189|249|2022-10-01 17:26:25,2022-10-01,2983499189,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983501635|249|2022-10-01 17:26:25,2022-10-01,2983501635,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983501712|259|2022-10-01 19:03:21,2022-10-01,2983501712,259,2022-10-01 19:03:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983510097|249|2022-10-01 17:26:25,2022-10-01,2983510097,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983512194|249|2022-10-01 17:26:25,2022-10-01,2983512194,249,2022-10-01 17:26:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983520515|249|2022-10-01 17:36:09,2022-10-01,2983520515,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983522917|249|2022-10-01 17:36:09,2022-10-01,2983522917,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983524592|249|2022-10-01 17:36:09,2022-10-01,2983524592,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983528166|249|2022-10-01 17:36:09,2022-10-01,2983528166,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983533002|249|2022-10-01 17:36:09,2022-10-01,2983533002,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983535882|249|2022-10-01 17:36:09,2022-10-01,2983535882,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2983543555|249|2022-10-01 17:36:09,2022-10-01,2983543555,249,2022-10-01 17:36:09,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984196383|259|2022-10-01 19:04:39,2022-10-01,2984196383,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984198022|259|2022-10-01 19:04:39,2022-10-01,2984198022,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984513331|249|2022-10-01 19:09:37,2022-10-01,2984513331,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984518286|259|2022-10-01 19:04:39,2022-10-01,2984518286,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984518410|249|2022-10-01 19:09:37,2022-10-01,2984518410,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984524435|259|2022-10-01 19:04:39,2022-10-01,2984524435,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984809484|249|2022-10-01 19:09:37,2022-10-01,2984809484,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984811047|249|2022-10-01 19:09:37,2022-10-01,2984811047,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984813852|259|2022-10-01 19:04:39,2022-10-01,2984813852,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984823269|259|2022-10-01 19:04:39,2022-10-01,2984823269,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984827156|259|2022-10-01 19:04:39,2022-10-01,2984827156,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984827603|249|2022-10-01 19:09:37,2022-10-01,2984827603,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984832692|249|2022-10-01 19:09:37,2022-10-01,2984832692,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984835190|249|2022-10-01 19:09:37,2022-10-01,2984835190,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984841468|249|2022-10-01 19:09:37,2022-10-01,2984841468,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2984843505|249|2022-10-01 19:09:37,2022-10-01,2984843505,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985442277|249|2022-10-01 19:09:37,2022-10-01,2985442277,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985442404|259|2022-10-01 19:04:39,2022-10-01,2985442404,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985450116|259|2022-10-01 19:04:39,2022-10-01,2985450116,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985450321|249|2022-10-01 19:09:37,2022-10-01,2985450321,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985451711|249|2022-10-01 19:09:37,2022-10-01,2985451711,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985451884|259|2022-10-01 19:04:39,2022-10-01,2985451884,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985456488|259|2022-10-01 19:04:39,2022-10-01,2985456488,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985467889|259|2022-10-01 19:04:39,2022-10-01,2985467889,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985472254|249|2022-10-01 19:09:37,2022-10-01,2985472254,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985475761|259|2022-10-01 19:04:39,2022-10-01,2985475761,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985487327|259|2022-10-01 19:04:39,2022-10-01,2985487327,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985493769|249|2022-10-01 19:09:37,2022-10-01,2985493769,249,2022-10-01 19:09:37,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985493877|259|2022-10-01 19:04:39,2022-10-01,2985493877,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985497390|259|2022-10-01 19:04:39,2022-10-01,2985497390,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985503501|259|2022-10-01 19:04:39,2022-10-01,2985503501,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985517271|259|2022-10-01 19:04:39,2022-10-01,2985517271,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985577072|259|2022-10-01 19:04:39,2022-10-01,2985577072,259,2022-10-01 19:04:39,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985902127|249|2022-10-01 19:10:56,2022-10-01,2985902127,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985905125|259|2022-10-01 19:05:54,2022-10-01,2985905125,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985905615|249|2022-10-01 19:10:56,2022-10-01,2985905615,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985906594|259|2022-10-01 19:05:54,2022-10-01,2985906594,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985907296|249|2022-10-01 19:10:56,2022-10-01,2985907296,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985907875|259|2022-10-01 19:05:54,2022-10-01,2985907875,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985908570|259|2022-10-01 19:05:54,2022-10-01,2985908570,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985910374|259|2022-10-01 19:05:54,2022-10-01,2985910374,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985922281|259|2022-10-01 19:05:54,2022-10-01,2985922281,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985922973|249|2022-10-01 19:10:56,2022-10-01,2985922973,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985927079|249|2022-10-01 19:10:56,2022-10-01,2985927079,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985928530|249|2022-10-01 19:10:56,2022-10-01,2985928530,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985930730|259|2022-10-01 19:05:54,2022-10-01,2985930730,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985932174|259|2022-10-01 19:05:54,2022-10-01,2985932174,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985933463|249|2022-10-01 19:10:56,2022-10-01,2985933463,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985941728|259|2022-10-01 19:05:54,2022-10-01,2985941728,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985942274|249|2022-10-01 19:10:56,2022-10-01,2985942274,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985943714|249|2022-10-01 19:10:56,2022-10-01,2985943714,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985943781|259|2022-10-01 19:05:54,2022-10-01,2985943781,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985945143|249|2022-10-01 19:10:56,2022-10-01,2985945143,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985947972|259|2022-10-01 19:05:54,2022-10-01,2985947972,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985951416|249|2022-10-01 19:10:56,2022-10-01,2985951416,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985952072|249|2022-10-01 19:10:56,2022-10-01,2985952072,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985955059|249|2022-10-01 19:10:56,2022-10-01,2985955059,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985955881|249|2022-10-01 19:10:56,2022-10-01,2985955881,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2985962999|259|2022-10-01 19:05:54,2022-10-01,2985962999,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986152842|249|2022-10-01 19:10:56,2022-10-01,2986152842,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986155271|249|2022-10-01 19:10:56,2022-10-01,2986155271,249,2022-10-01 19:10:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986156527|259|2022-10-01 19:05:54,2022-10-01,2986156527,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986162282|259|2022-10-01 19:05:54,2022-10-01,2986162282,259,2022-10-01 19:05:54,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986173110|249|2022-10-01 19:11:58,2022-10-01,2986173110,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986175240|259|2022-10-01 19:07:11,2022-10-01,2986175240,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986181655|249|2022-10-01 19:11:58,2022-10-01,2986181655,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986182740|259|2022-10-01 19:07:11,2022-10-01,2986182740,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986229915|249|2022-10-01 19:11:58,2022-10-01,2986229915,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986233468|259|2022-10-01 19:07:11,2022-10-01,2986233468,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986240159|259|2022-10-01 19:07:11,2022-10-01,2986240159,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986240261|249|2022-10-01 19:11:58,2022-10-01,2986240261,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986241076|249|2022-10-01 19:11:58,2022-10-01,2986241076,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986243149|259|2022-10-01 19:07:11,2022-10-01,2986243149,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986248048|259|2022-10-01 19:07:11,2022-10-01,2986248048,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986248861|249|2022-10-01 19:11:58,2022-10-01,2986248861,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986260424|259|2022-10-01 19:07:11,2022-10-01,2986260424,259,2022-10-01 19:07:11,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986292651|249|2022-10-01 19:11:58,2022-10-01,2986292651,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986293612|249|2022-10-01 19:11:58,2022-10-01,2986293612,249,2022-10-01 19:11:58,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986299727|249|2022-10-01 19:13:20,2022-10-01,2986299727,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986302061|259|2022-10-01 19:09:04,2022-10-01,2986302061,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986474460|259|2022-10-01 19:09:04,2022-10-01,2986474460,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986481385|259|2022-10-01 19:09:04,2022-10-01,2986481385,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986488020|259|2022-10-01 19:09:04,2022-10-01,2986488020,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986494716|259|2022-10-01 19:09:04,2022-10-01,2986494716,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986499058|259|2022-10-01 19:09:04,2022-10-01,2986499058,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986546025|259|2022-10-01 19:09:04,2022-10-01,2986546025,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986571420|249|2022-10-01 19:13:20,2022-10-01,2986571420,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986572494|249|2022-10-01 19:13:20,2022-10-01,2986572494,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986574429|249|2022-10-01 19:13:20,2022-10-01,2986574429,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986580649|249|2022-10-01 19:13:20,2022-10-01,2986580649,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986581306|249|2022-10-01 19:13:20,2022-10-01,2986581306,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986583822|259|2022-10-01 19:09:04,2022-10-01,2986583822,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986690652|259|2022-10-01 19:09:04,2022-10-01,2986690652,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986694607|259|2022-10-01 19:09:04,2022-10-01,2986694607,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986699944|259|2022-10-01 19:09:04,2022-10-01,2986699944,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986700175|249|2022-10-01 19:13:20,2022-10-01,2986700175,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986702608|249|2022-10-01 19:13:20,2022-10-01,2986702608,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986715706|259|2022-10-01 19:09:04,2022-10-01,2986715706,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986731495|249|2022-10-01 19:13:20,2022-10-01,2986731495,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986733497|259|2022-10-01 19:09:04,2022-10-01,2986733497,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986737940|249|2022-10-01 19:13:20,2022-10-01,2986737940,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986746982|259|2022-10-01 19:09:04,2022-10-01,2986746982,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986749107|259|2022-10-01 19:09:04,2022-10-01,2986749107,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986763732|259|2022-10-01 19:09:04,2022-10-01,2986763732,259,2022-10-01 19:09:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986768125|249|2022-10-01 19:13:20,2022-10-01,2986768125,249,2022-10-01 19:13:20,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986785023|249|2022-10-01 19:14:22,2022-10-01,2986785023,249,2022-10-01 19:14:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2986785249|259|2022-10-01 19:09:55,2022-10-01,2986785249,259,2022-10-01 19:09:55,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2987051008|259|2022-10-01 19:09:55,2022-10-01,2987051008,259,2022-10-01 19:09:55,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2987052303|259|2022-10-01 19:09:55,2022-10-01,2987052303,259,2022-10-01 19:09:55,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2987054092|259|2022-10-01 19:09:55,2022-10-01,2987054092,259,2022-10-01 19:09:55,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
