__source_pk,dt,ctl001,ctl002,ctl003,source_db,source_table,ods_table_name,sync_time
62725b511f3ca9ed1ebd037034750bf1,2026-07-23,5,0,-0.5,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
b2595e9d5aa0b6f0be8f792ac7b8547a,2026-07-23,1,2,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
d4dfe0d38ada1ffdd72cdaa569078a61,2026-07-23,1,1,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
0d54d09954752e507775550841644584,2026-07-23,2,2,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
8ad811ba1c57ee58c27357f6301412e2,2026-07-23,3,1,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
14c0e5f8cddbd6fdcda779fa08f84b49,2026-07-23,2,1,-0.02,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
96084c77b62f1781765bca5d9bac0c98,2026-07-23,3,2,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
84f35d402bf0725a8f3c15b9e4beffda,2026-07-23,6,2,0,a168,ctl_rto,ods_a168_ctl_rto,2026-07-23 04:25:49
